sample_id,relative_path,sha256,split,label,language,code_switch,parent_group_id,source_name,source_license,rights_basis,speaker_pseudo_id,text_id,text_hash,duration_s,generator_family,generator_name,generator_version,voice_id,clone_consent_id,device,capture_route,original_sr,codec,augmentation_chain,augmentation_seed,created_at
silero_v5_5_ru_eugene_v1:c288eef68f4c3577,raw/silero_v5_5_ru_eugene_v1/slices/common_voice_ru_v24_pre_qa_v1/d3f81d036c81286c4d2e-44739cd9712f.wav,4218b92bd1c5c8c31f2b939ab5cdf22f45a46d70927e6e4b05899eaf4b097903,test,spoof,ru,unknown,silero_v5_5_ru_eugene_v1:profile:silero_v5_5_ru_eugene:eugene,silero_v5_5_ru_eugene_v1,Silero V5.5 RU model CC-BY-NC-SA-4.0,Offline derivative for personal research from source transcript a0c022dbbda6a91f3aaaa9517815d81bb7b1f8ac080706ca3f907ddc21939386; Silero repository and V5.5 RU package CC-BY-NC-SA-4.0; only the project's personal-research scope is permitted; fixed eugene profile; no reference audio or voice cloning,silero_v5_5_ru_eugene_v1:synthetic-profile:silero_v5_5_ru_eugene:eugene,a0c022dbbda6a91f3aaaa9517815d81bb7b1f8ac080706ca3f907ddc21939386,44739cd9712f2dac3d071ba6e50a06edd5787cfd9cdec7a40d2f4874033b52eb,2.875,silero_v5_5_ru_torchpackage_tts,Silero V5.5 RU fixed eugene text-only TTS,Silero v5_5_ru package SHA-256 50081637b602126ee06cb3bc8a744d25651d2da149ee8864b9a379bfdd934437; source d9355348e2781dc8fa25a135d1602c530afae24c; wrapper SHA-256 9841a7361d9d8c07e81778cbb2609ccd2195a9e53af9e58d021318c0828560f1,silero_v5_5_ru_eugene:eugene,not_applicable:fixed-pretrained-tts-no-reference-audio,local_cpu_silero_v5_5_ru_eugene,offline_text_only_silero_v5_5_ru_fixed_eugene,48000,wav,text_normalization=silero_v5_5_ru_literal_whitespace_only_v1,,2026-08-13T17:41:27+05:00
silero_v5_5_ru_eugene_v1:ca922e8b0c58f360,raw/silero_v5_5_ru_eugene_v1/slices/common_voice_ru_v24_pre_qa_v1/94ffb34ed2e5ab3e4044-2c7fc48ce876.wav,116760779555db9242a794bd7534019d3b94e6a616a4a8f2d8a69b824e9d370c,test,spoof,ru,unknown,silero_v5_5_ru_eugene_v1:profile:silero_v5_5_ru_eugene:eugene,silero_v5_5_ru_eugene_v1,Silero V5.5 RU model CC-BY-NC-SA-4.0,Offline derivative for personal research from source transcript fb59cc7100ccf725af84b66a53d2e31a340ac794b4af77bd9f61e8c1c2769f80; Silero repository and V5.5 RU package CC-BY-NC-SA-4.0; only the project's personal-research scope is permitted; fixed eugene profile; no reference audio or voice cloning,silero_v5_5_ru_eugene_v1:synthetic-profile:silero_v5_5_ru_eugene:eugene,fb59cc7100ccf725af84b66a53d2e31a340ac794b4af77bd9f61e8c1c2769f80,2c7fc48ce876a7ecfd6d423c7b8b414a04f12b981ac8da150d2fa00e3f8da649,2.4125,silero_v5_5_ru_torchpackage_tts,Silero V5.5 RU fixed eugene text-only TTS,Silero v5_5_ru package SHA-256 50081637b602126ee06cb3bc8a744d25651d2da149ee8864b9a379bfdd934437; source d9355348e2781dc8fa25a135d1602c530afae24c; wrapper SHA-256 9841a7361d9d8c07e81778cbb2609ccd2195a9e53af9e58d021318c0828560f1,silero_v5_5_ru_eugene:eugene,not_applicable:fixed-pretrained-tts-no-reference-audio,local_cpu_silero_v5_5_ru_eugene,offline_text_only_silero_v5_5_ru_fixed_eugene,48000,wav,text_normalization=silero_v5_5_ru_literal_whitespace_only_v1,,2026-08-13T17:41:27+05:00
silero_v5_5_ru_eugene_v1:e528f6f4d1269d31,raw/silero_v5_5_ru_eugene_v1/slices/common_voice_ru_v24_pre_qa_v1/699fbd247b99b0f9364f-90feb84fe806.wav,171624b6d2413e0a608397f172837932e739b59c27d895e210ec7d1c91afc8d1,test,spoof,ru,unknown,silero_v5_5_ru_eugene_v1:profile:silero_v5_5_ru_eugene:eugene,silero_v5_5_ru_eugene_v1,Silero V5.5 RU model CC-BY-NC-SA-4.0,Offline derivative for personal research from source transcript e5ef8024c54aac4d143bdc1a30dc8b80fbfbc1e0e944d1b924225f41a65658dc; Silero repository and V5.5 RU package CC-BY-NC-SA-4.0; only the project's personal-research scope is permitted; fixed eugene profile; no reference audio or voice cloning,silero_v5_5_ru_eugene_v1:synthetic-profile:silero_v5_5_ru_eugene:eugene,e5ef8024c54aac4d143bdc1a30dc8b80fbfbc1e0e944d1b924225f41a65658dc,90feb84fe806c30a203b61883699f8e918f0a0dcbf3814ec99ac2339f8534d5b,3.1375,silero_v5_5_ru_torchpackage_tts,Silero V5.5 RU fixed eugene text-only TTS,Silero v5_5_ru package SHA-256 50081637b602126ee06cb3bc8a744d25651d2da149ee8864b9a379bfdd934437; source d9355348e2781dc8fa25a135d1602c530afae24c; wrapper SHA-256 9841a7361d9d8c07e81778cbb2609ccd2195a9e53af9e58d021318c0828560f1,silero_v5_5_ru_eugene:eugene,not_applicable:fixed-pretrained-tts-no-reference-audio,local_cpu_silero_v5_5_ru_eugene,offline_text_only_silero_v5_5_ru_fixed_eugene,48000,wav,text_normalization=silero_v5_5_ru_literal_whitespace_only_v1,,2026-08-13T17:41:27+05:00
silero_v5_5_ru_eugene_v1:3446477bc43cf913,raw/silero_v5_5_ru_eugene_v1/slices/common_voice_ru_v24_pre_qa_v1/991c4a343f6d00abf2ab-289a5878e3bb.wav,ea1fbc021e86c94fef9fecc36991fafcbae1c32838dd128a1aa91163a5624c4f,test,spoof,ru,unknown,silero_v5_5_ru_eugene_v1:profile:silero_v5_5_ru_eugene:eugene,silero_v5_5_ru_eugene_v1,Silero V5.5 RU model CC-BY-NC-SA-4.0,Offline derivative for personal research from source transcript b95f0d9707347606dc3b7f99a6da89cb14438df9410901b522e83767af88de13; Silero repository and V5.5 RU package CC-BY-NC-SA-4.0; only the project's personal-research scope is permitted; fixed eugene profile; no reference audio or voice cloning,silero_v5_5_ru_eugene_v1:synthetic-profile:silero_v5_5_ru_eugene:eugene,b95f0d9707347606dc3b7f99a6da89cb14438df9410901b522e83767af88de13,289a5878e3bbbb8018e2a8a85bc40a70e6e37cb42f486b45e546fbf9b93a6764,3.6625,silero_v5_5_ru_torchpackage_tts,Silero V5.5 RU fixed eugene text-only TTS,Silero v5_5_ru package SHA-256 50081637b602126ee06cb3bc8a744d25651d2da149ee8864b9a379bfdd934437; source d9355348e2781dc8fa25a135d1602c530afae24c; wrapper SHA-256 9841a7361d9d8c07e81778cbb2609ccd2195a9e53af9e58d021318c0828560f1,silero_v5_5_ru_eugene:eugene,not_applicable:fixed-pretrained-tts-no-reference-audio,local_cpu_silero_v5_5_ru_eugene,offline_text_only_silero_v5_5_ru_fixed_eugene,48000,wav,text_normalization=silero_v5_5_ru_literal_whitespace_only_v1,,2026-08-13T17:41:27+05:00
silero_v5_5_ru_eugene_v1:e248a2b76b580812,raw/silero_v5_5_ru_eugene_v1/slices/common_voice_ru_v24_pre_qa_v1/562da7bf2d2dead72b81-57ad9925cb35.wav,db9d14e0ade02e718c067df62ccff45d94ef85bddccbdda8b28396d8071c9276,test,spoof,ru,unknown,silero_v5_5_ru_eugene_v1:profile:silero_v5_5_ru_eugene:eugene,silero_v5_5_ru_eugene_v1,Silero V5.5 RU model CC-BY-NC-SA-4.0,Offline derivative for personal research from source transcript 3280f651753a206e8807caef02bedc7a726f6b2d4ba7c7b7810d953122528293; Silero repository and V5.5 RU package CC-BY-NC-SA-4.0; only the project's personal-research scope is permitted; fixed eugene profile; no reference audio or voice cloning,silero_v5_5_ru_eugene_v1:synthetic-profile:silero_v5_5_ru_eugene:eugene,3280f651753a206e8807caef02bedc7a726f6b2d4ba7c7b7810d953122528293,57ad9925cb35cf48a22be53df6c540da58d29348e775426c6dfaec1bbc58cca0,3.25,silero_v5_5_ru_torchpackage_tts,Silero V5.5 RU fixed eugene text-only TTS,Silero v5_5_ru package SHA-256 50081637b602126ee06cb3bc8a744d25651d2da149ee8864b9a379bfdd934437; source d9355348e2781dc8fa25a135d1602c530afae24c; wrapper SHA-256 9841a7361d9d8c07e81778cbb2609ccd2195a9e53af9e58d021318c0828560f1,silero_v5_5_ru_eugene:eugene,not_applicable:fixed-pretrained-tts-no-reference-audio,local_cpu_silero_v5_5_ru_eugene,offline_text_only_silero_v5_5_ru_fixed_eugene,48000,wav,text_normalization=silero_v5_5_ru_literal_whitespace_only_v1,,2026-08-13T17:41:27+05:00
silero_v5_5_ru_eugene_v1:39ebab19134e2011,raw/silero_v5_5_ru_eugene_v1/slices/common_voice_ru_v24_pre_qa_v1/32e5116a057c9dd9fe69-534741172c75.wav,07c737343e4e9a5ff34093334f20a2f600c641783d6f44089728b3b85faad9c6,test,spoof,ru,unknown,silero_v5_5_ru_eugene_v1:profile:silero_v5_5_ru_eugene:eugene,silero_v5_5_ru_eugene_v1,Silero V5.5 RU model CC-BY-NC-SA-4.0,Offline derivative for personal research from source transcript 4a91982741ad47bc332deaa07c5865894a53e908232e232b6845033d2802e0d8; Silero repository and V5.5 RU package CC-BY-NC-SA-4.0; only the project's personal-research scope is permitted; fixed eugene profile; no reference audio or voice cloning,silero_v5_5_ru_eugene_v1:synthetic-profile:silero_v5_5_ru_eugene:eugene,4a91982741ad47bc332deaa07c5865894a53e908232e232b6845033d2802e0d8,534741172c75b544b2a3d06dfe60787b46ae0240ae5ecdb98441183d691464a9,2.6875,silero_v5_5_ru_torchpackage_tts,Silero V5.5 RU fixed eugene text-only TTS,Silero v5_5_ru package SHA-256 50081637b602126ee06cb3bc8a744d25651d2da149ee8864b9a379bfdd934437; source d9355348e2781dc8fa25a135d1602c530afae24c; wrapper SHA-256 9841a7361d9d8c07e81778cbb2609ccd2195a9e53af9e58d021318c0828560f1,silero_v5_5_ru_eugene:eugene,not_applicable:fixed-pretrained-tts-no-reference-audio,local_cpu_silero_v5_5_ru_eugene,offline_text_only_silero_v5_5_ru_fixed_eugene,48000,wav,text_normalization=silero_v5_5_ru_literal_whitespace_only_v1,,2026-08-13T17:41:27+05:00
silero_v5_5_ru_eugene_v1:92473cfc005aca51,raw/silero_v5_5_ru_eugene_v1/slices/common_voice_ru_v24_pre_qa_v1/e4fac1b38a64221136e0-75bfe61bfd5e.wav,e5ce1f7382c5a02d6b497c413ca3a43dc7854b6a9f93c562f5a0a3afde0118c2,test,spoof,ru,unknown,silero_v5_5_ru_eugene_v1:profile:silero_v5_5_ru_eugene:eugene,silero_v5_5_ru_eugene_v1,Silero V5.5 RU model CC-BY-NC-SA-4.0,Offline derivative for personal research from source transcript ebb38d8700a413665105eff53807f6ce0f4b6643a9a0566f7a78cfad3b1c38f6; Silero repository and V5.5 RU package CC-BY-NC-SA-4.0; only the project's personal-research scope is permitted; fixed eugene profile; no reference audio or voice cloning,silero_v5_5_ru_eugene_v1:synthetic-profile:silero_v5_5_ru_eugene:eugene,ebb38d8700a413665105eff53807f6ce0f4b6643a9a0566f7a78cfad3b1c38f6,75bfe61bfd5ed18c329c32c1375a547172ab15220d3fa70bd5ddf4f753c2dc0e,2.3875,silero_v5_5_ru_torchpackage_tts,Silero V5.5 RU fixed eugene text-only TTS,Silero v5_5_ru package SHA-256 50081637b602126ee06cb3bc8a744d25651d2da149ee8864b9a379bfdd934437; source d9355348e2781dc8fa25a135d1602c530afae24c; wrapper SHA-256 9841a7361d9d8c07e81778cbb2609ccd2195a9e53af9e58d021318c0828560f1,silero_v5_5_ru_eugene:eugene,not_applicable:fixed-pretrained-tts-no-reference-audio,local_cpu_silero_v5_5_ru_eugene,offline_text_only_silero_v5_5_ru_fixed_eugene,48000,wav,text_normalization=silero_v5_5_ru_literal_whitespace_only_v1,,2026-08-13T17:41:27+05:00
silero_v5_5_ru_eugene_v1:a3f6b5327b9fb54e,raw/silero_v5_5_ru_eugene_v1/slices/common_voice_ru_v24_pre_qa_v1/52cb3b603de6e6964666-e254edc6bd61.wav,10d71e058b3145e89649f8d2e462f3ff22239e567091b932e70ab0551734eb92,test,spoof,ru,unknown,silero_v5_5_ru_eugene_v1:profile:silero_v5_5_ru_eugene:eugene,silero_v5_5_ru_eugene_v1,Silero V5.5 RU model CC-BY-NC-SA-4.0,Offline derivative for personal research from source transcript c2fce97bcd9b568136684a95f2936ea3cf9dfca507f84e2f26302fb41490387c; Silero repository and V5.5 RU package CC-BY-NC-SA-4.0; only the project's personal-research scope is permitted; fixed eugene profile; no reference audio or voice cloning,silero_v5_5_ru_eugene_v1:synthetic-profile:silero_v5_5_ru_eugene:eugene,c2fce97bcd9b568136684a95f2936ea3cf9dfca507f84e2f26302fb41490387c,e254edc6bd61e079c0471d5ce2e5e65e6e7c9ce6d5054776843e4809c70d524b,3.775,silero_v5_5_ru_torchpackage_tts,Silero V5.5 RU fixed eugene text-only TTS,Silero v5_5_ru package SHA-256 50081637b602126ee06cb3bc8a744d25651d2da149ee8864b9a379bfdd934437; source d9355348e2781dc8fa25a135d1602c530afae24c; wrapper SHA-256 9841a7361d9d8c07e81778cbb2609ccd2195a9e53af9e58d021318c0828560f1,silero_v5_5_ru_eugene:eugene,not_applicable:fixed-pretrained-tts-no-reference-audio,local_cpu_silero_v5_5_ru_eugene,offline_text_only_silero_v5_5_ru_fixed_eugene,48000,wav,text_normalization=silero_v5_5_ru_literal_whitespace_only_v1,,2026-08-13T17:41:27+05:00
silero_v5_5_ru_eugene_v1:cf68980a4b1c2e72,raw/silero_v5_5_ru_eugene_v1/slices/common_voice_ru_v24_pre_qa_v1/2bcd88a0ce4e09be1556-a7cbf8ebfc4f.wav,127c016ba74fc3bb3421a59555d82cb1b1a8cc564de8d0299a35dfbb34320447,test,spoof,ru,unknown,silero_v5_5_ru_eugene_v1:profile:silero_v5_5_ru_eugene:eugene,silero_v5_5_ru_eugene_v1,Silero V5.5 RU model CC-BY-NC-SA-4.0,Offline derivative for personal research from source transcript 29801633ad4b56a20354a4695073921cb20bb445798723d59dfeeff061158a69; Silero repository and V5.5 RU package CC-BY-NC-SA-4.0; only the project's personal-research scope is permitted; fixed eugene profile; no reference audio or voice cloning,silero_v5_5_ru_eugene_v1:synthetic-profile:silero_v5_5_ru_eugene:eugene,29801633ad4b56a20354a4695073921cb20bb445798723d59dfeeff061158a69,a7cbf8ebfc4fe1774172615a52b61adba0fc5e97aa49c92ed824adb18ca30f27,5.0,silero_v5_5_ru_torchpackage_tts,Silero V5.5 RU fixed eugene text-only TTS,Silero v5_5_ru package SHA-256 50081637b602126ee06cb3bc8a744d25651d2da149ee8864b9a379bfdd934437; source d9355348e2781dc8fa25a135d1602c530afae24c; wrapper SHA-256 9841a7361d9d8c07e81778cbb2609ccd2195a9e53af9e58d021318c0828560f1,silero_v5_5_ru_eugene:eugene,not_applicable:fixed-pretrained-tts-no-reference-audio,local_cpu_silero_v5_5_ru_eugene,offline_text_only_silero_v5_5_ru_fixed_eugene,48000,wav,text_normalization=silero_v5_5_ru_literal_whitespace_only_v1,,2026-08-13T17:41:27+05:00
silero_v5_5_ru_eugene_v1:5850a0ced62e6cd6,raw/silero_v5_5_ru_eugene_v1/slices/common_voice_ru_v24_pre_qa_v1/fd86ddc80009d20aef73-d30bcc2c50db.wav,751e9fa0df96ebc9e1e708777ff2e1df384252ccc508eb379f4fbf5a9f1cf35c,test,spoof,ru,unknown,silero_v5_5_ru_eugene_v1:profile:silero_v5_5_ru_eugene:eugene,silero_v5_5_ru_eugene_v1,Silero V5.5 RU model CC-BY-NC-SA-4.0,Offline derivative for personal research from source transcript 5c5dd3e4e22b3d759e0348ae5952ee976ba359320af39f2911d3662ac4b8f719; Silero repository and V5.5 RU package CC-BY-NC-SA-4.0; only the project's personal-research scope is permitted; fixed eugene profile; no reference audio or voice cloning,silero_v5_5_ru_eugene_v1:synthetic-profile:silero_v5_5_ru_eugene:eugene,5c5dd3e4e22b3d759e0348ae5952ee976ba359320af39f2911d3662ac4b8f719,d30bcc2c50dbcae1eeaa92548c28616f7f8014dd04c5b4c035b84d13191b824c,1.7,silero_v5_5_ru_torchpackage_tts,Silero V5.5 RU fixed eugene text-only TTS,Silero v5_5_ru package SHA-256 50081637b602126ee06cb3bc8a744d25651d2da149ee8864b9a379bfdd934437; source d9355348e2781dc8fa25a135d1602c530afae24c; wrapper SHA-256 9841a7361d9d8c07e81778cbb2609ccd2195a9e53af9e58d021318c0828560f1,silero_v5_5_ru_eugene:eugene,not_applicable:fixed-pretrained-tts-no-reference-audio,local_cpu_silero_v5_5_ru_eugene,offline_text_only_silero_v5_5_ru_fixed_eugene,48000,wav,text_normalization=silero_v5_5_ru_literal_whitespace_only_v1,,2026-08-13T17:41:27+05:00
silero_v5_5_ru_eugene_v1:08992fd66a6ea1c8,raw/silero_v5_5_ru_eugene_v1/slices/common_voice_ru_v24_pre_qa_v1/ff101cdf623dd9f8a741-6830aa36f812.wav,abf66cca9732d64613ac24f6f34e9744f4ee052483d27cb3150f7271f89f1737,test,spoof,ru,unknown,silero_v5_5_ru_eugene_v1:profile:silero_v5_5_ru_eugene:eugene,silero_v5_5_ru_eugene_v1,Silero V5.5 RU model CC-BY-NC-SA-4.0,Offline derivative for personal research from source transcript 9c89cc2b477025247d4a22c63c324f50c47a88e40b64f7bf8389d62ab54fb42e; Silero repository and V5.5 RU package CC-BY-NC-SA-4.0; only the project's personal-research scope is permitted; fixed eugene profile; no reference audio or voice cloning,silero_v5_5_ru_eugene_v1:synthetic-profile:silero_v5_5_ru_eugene:eugene,9c89cc2b477025247d4a22c63c324f50c47a88e40b64f7bf8389d62ab54fb42e,6830aa36f81261318d39287a15c19d247dc47626368687d67aaf952462de4b7b,2.0875,silero_v5_5_ru_torchpackage_tts,Silero V5.5 RU fixed eugene text-only TTS,Silero v5_5_ru package SHA-256 50081637b602126ee06cb3bc8a744d25651d2da149ee8864b9a379bfdd934437; source d9355348e2781dc8fa25a135d1602c530afae24c; wrapper SHA-256 9841a7361d9d8c07e81778cbb2609ccd2195a9e53af9e58d021318c0828560f1,silero_v5_5_ru_eugene:eugene,not_applicable:fixed-pretrained-tts-no-reference-audio,local_cpu_silero_v5_5_ru_eugene,offline_text_only_silero_v5_5_ru_fixed_eugene,48000,wav,text_normalization=silero_v5_5_ru_literal_whitespace_only_v1,,2026-08-13T17:41:27+05:00
silero_v5_5_ru_eugene_v1:2b83a2d1d1669754,raw/silero_v5_5_ru_eugene_v1/slices/common_voice_ru_v24_pre_qa_v1/c4996c5a9d46ff3eafb4-a604f9959f47.wav,5305cc52f98148d30fb1bc7bf47c0633b5e9a17579fc380906f5b59c4ba19fa6,test,spoof,ru,unknown,silero_v5_5_ru_eugene_v1:profile:silero_v5_5_ru_eugene:eugene,silero_v5_5_ru_eugene_v1,Silero V5.5 RU model CC-BY-NC-SA-4.0,Offline derivative for personal research from source transcript 28c9746c2de685bf4acf0299e78a3fd7593dc9f2bc26949c0f3ab4611f03fb10; Silero repository and V5.5 RU package CC-BY-NC-SA-4.0; only the project's personal-research scope is permitted; fixed eugene profile; no reference audio or voice cloning,silero_v5_5_ru_eugene_v1:synthetic-profile:silero_v5_5_ru_eugene:eugene,28c9746c2de685bf4acf0299e78a3fd7593dc9f2bc26949c0f3ab4611f03fb10,a604f9959f473c261859db7cab965a07b797456e51d66739c6204afba7b49c5e,4.1,silero_v5_5_ru_torchpackage_tts,Silero V5.5 RU fixed eugene text-only TTS,Silero v5_5_ru package SHA-256 50081637b602126ee06cb3bc8a744d25651d2da149ee8864b9a379bfdd934437; source d9355348e2781dc8fa25a135d1602c530afae24c; wrapper SHA-256 9841a7361d9d8c07e81778cbb2609ccd2195a9e53af9e58d021318c0828560f1,silero_v5_5_ru_eugene:eugene,not_applicable:fixed-pretrained-tts-no-reference-audio,local_cpu_silero_v5_5_ru_eugene,offline_text_only_silero_v5_5_ru_fixed_eugene,48000,wav,text_normalization=silero_v5_5_ru_literal_whitespace_only_v1,,2026-08-13T17:41:27+05:00
silero_v5_5_ru_eugene_v1:b0f53e120209d3c9,raw/silero_v5_5_ru_eugene_v1/slices/common_voice_ru_v24_pre_qa_v1/2389d12bbdf3cb28481f-ebe174d9610d.wav,bdfd39b92045cd8eb0ee44f77eca3eef93a138193c15e0bda5cb0dbbb0491b4b,test,spoof,ru,unknown,silero_v5_5_ru_eugene_v1:profile:silero_v5_5_ru_eugene:eugene,silero_v5_5_ru_eugene_v1,Silero V5.5 RU model CC-BY-NC-SA-4.0,Offline derivative for personal research from source transcript 33cb6fe9f079aa17a46121dfb87256567bce8090a4e12343b843c1b0a3ed3fa3; Silero repository and V5.5 RU package CC-BY-NC-SA-4.0; only the project's personal-research scope is permitted; fixed eugene profile; no reference audio or voice cloning,silero_v5_5_ru_eugene_v1:synthetic-profile:silero_v5_5_ru_eugene:eugene,33cb6fe9f079aa17a46121dfb87256567bce8090a4e12343b843c1b0a3ed3fa3,ebe174d9610da65071940eb99bd1874d81f921e5f13ee409877ab2f15df79c99,1.375,silero_v5_5_ru_torchpackage_tts,Silero V5.5 RU fixed eugene text-only TTS,Silero v5_5_ru package SHA-256 50081637b602126ee06cb3bc8a744d25651d2da149ee8864b9a379bfdd934437; source d9355348e2781dc8fa25a135d1602c530afae24c; wrapper SHA-256 9841a7361d9d8c07e81778cbb2609ccd2195a9e53af9e58d021318c0828560f1,silero_v5_5_ru_eugene:eugene,not_applicable:fixed-pretrained-tts-no-reference-audio,local_cpu_silero_v5_5_ru_eugene,offline_text_only_silero_v5_5_ru_fixed_eugene,48000,wav,text_normalization=silero_v5_5_ru_literal_whitespace_only_v1,,2026-08-13T17:41:27+05:00
silero_v5_5_ru_eugene_v1:973efdbd9400b877,raw/silero_v5_5_ru_eugene_v1/slices/common_voice_ru_v24_pre_qa_v1/f7e19dc22cf2bf6c7863-1095ba3bf596.wav,5b175badd692e2c568cc2f523b2bcef30fe7dfd76c76dd48eb0af553e73ccfca,test,spoof,ru,unknown,silero_v5_5_ru_eugene_v1:profile:silero_v5_5_ru_eugene:eugene,silero_v5_5_ru_eugene_v1,Silero V5.5 RU model CC-BY-NC-SA-4.0,Offline derivative for personal research from source transcript d435a2e1ad50c4c1ece5a5372cf37cd6835b2393e6c5cf46ded7ee83f0e41331; Silero repository and V5.5 RU package CC-BY-NC-SA-4.0; only the project's personal-research scope is permitted; fixed eugene profile; no reference audio or voice cloning,silero_v5_5_ru_eugene_v1:synthetic-profile:silero_v5_5_ru_eugene:eugene,d435a2e1ad50c4c1ece5a5372cf37cd6835b2393e6c5cf46ded7ee83f0e41331,1095ba3bf596e572779627cc1d705689cc62172ae23dd8aeb2f470a2ed7ff901,1.7875,silero_v5_5_ru_torchpackage_tts,Silero V5.5 RU fixed eugene text-only TTS,Silero v5_5_ru package SHA-256 50081637b602126ee06cb3bc8a744d25651d2da149ee8864b9a379bfdd934437; source d9355348e2781dc8fa25a135d1602c530afae24c; wrapper SHA-256 9841a7361d9d8c07e81778cbb2609ccd2195a9e53af9e58d021318c0828560f1,silero_v5_5_ru_eugene:eugene,not_applicable:fixed-pretrained-tts-no-reference-audio,local_cpu_silero_v5_5_ru_eugene,offline_text_only_silero_v5_5_ru_fixed_eugene,48000,wav,text_normalization=silero_v5_5_ru_literal_whitespace_only_v1,,2026-08-13T17:41:27+05:00
silero_v5_5_ru_eugene_v1:6504b76add961887,raw/silero_v5_5_ru_eugene_v1/slices/common_voice_ru_v24_pre_qa_v1/51c9f3863d4003d8b3a2-b456a610e1cd.wav,c54dca1362bb5dab12588848990572aafb562070a25ac3ae2614df19bf82d5cd,test,spoof,ru,unknown,silero_v5_5_ru_eugene_v1:profile:silero_v5_5_ru_eugene:eugene,silero_v5_5_ru_eugene_v1,Silero V5.5 RU model CC-BY-NC-SA-4.0,Offline derivative for personal research from source transcript 8890fe36a50f6cb56525309b5bb1e4aba130d4d6fc5389b3c8e801473acdaf57; Silero repository and V5.5 RU package CC-BY-NC-SA-4.0; only the project's personal-research scope is permitted; fixed eugene profile; no reference audio or voice cloning,silero_v5_5_ru_eugene_v1:synthetic-profile:silero_v5_5_ru_eugene:eugene,8890fe36a50f6cb56525309b5bb1e4aba130d4d6fc5389b3c8e801473acdaf57,b456a610e1cd1c40e7e0d1d16f97ad4d25a825a4bcccd3c203779f29653b7947,1.1625,silero_v5_5_ru_torchpackage_tts,Silero V5.5 RU fixed eugene text-only TTS,Silero v5_5_ru package SHA-256 50081637b602126ee06cb3bc8a744d25651d2da149ee8864b9a379bfdd934437; source d9355348e2781dc8fa25a135d1602c530afae24c; wrapper SHA-256 9841a7361d9d8c07e81778cbb2609ccd2195a9e53af9e58d021318c0828560f1,silero_v5_5_ru_eugene:eugene,not_applicable:fixed-pretrained-tts-no-reference-audio,local_cpu_silero_v5_5_ru_eugene,offline_text_only_silero_v5_5_ru_fixed_eugene,48000,wav,text_normalization=silero_v5_5_ru_literal_whitespace_only_v1,,2026-08-13T17:41:27+05:00
silero_v5_5_ru_eugene_v1:985b754ef1b7e78b,raw/silero_v5_5_ru_eugene_v1/slices/common_voice_ru_v24_pre_qa_v1/4c7d714629cd111159e1-befd22e683ec.wav,5db2eb8bd4aed55499ea2e384af48da379a4f8c7020002fd1164129d45fbd09e,test,spoof,ru,unknown,silero_v5_5_ru_eugene_v1:profile:silero_v5_5_ru_eugene:eugene,silero_v5_5_ru_eugene_v1,Silero V5.5 RU model CC-BY-NC-SA-4.0,Offline derivative for personal research from source transcript c14fdfac09d7ad167a0a92625d6f12fc8af218f7642519e289a495ecf6ba81a7; Silero repository and V5.5 RU package CC-BY-NC-SA-4.0; only the project's personal-research scope is permitted; fixed eugene profile; no reference audio or voice cloning,silero_v5_5_ru_eugene_v1:synthetic-profile:silero_v5_5_ru_eugene:eugene,c14fdfac09d7ad167a0a92625d6f12fc8af218f7642519e289a495ecf6ba81a7,befd22e683ecad68fdf5fae11c6dc38363c745c3dc3e4b2720622b11ecc52dda,1.25,silero_v5_5_ru_torchpackage_tts,Silero V5.5 RU fixed eugene text-only TTS,Silero v5_5_ru package SHA-256 50081637b602126ee06cb3bc8a744d25651d2da149ee8864b9a379bfdd934437; source d9355348e2781dc8fa25a135d1602c530afae24c; wrapper SHA-256 9841a7361d9d8c07e81778cbb2609ccd2195a9e53af9e58d021318c0828560f1,silero_v5_5_ru_eugene:eugene,not_applicable:fixed-pretrained-tts-no-reference-audio,local_cpu_silero_v5_5_ru_eugene,offline_text_only_silero_v5_5_ru_fixed_eugene,48000,wav,text_normalization=silero_v5_5_ru_literal_whitespace_only_v1,,2026-08-13T17:41:27+05:00
