protocol_id,packet_sha256,text_hash,label,sample_id,audio_sha256,reviewer_pseudo_id,review_status,intelligible,russian_audible,lexical_content_preserved,severe_artifacts_absent,notes
common-voice-ru-v24-silero-v5-5-eugene-pre-qa-acoustic-gate-v1,3cf55fd48b6bf81ae593661df2a40b4b9e4fb11eb238ca1fce553dea1a3f29f7,1bf41d25bb86d7c385d9eaeac65fbad4faace8360745905b1061bad6f7bd5ac8,bonafide,common_voice_ru_v24:common_voice_ru_25542082,7c74e7639e59a7f6e848854fac9f209fbc025ac1bd8e7799f01f6aaa13ce2486,reviewer_2,pass,yes,yes,yes,yes,
common-voice-ru-v24-silero-v5-5-eugene-pre-qa-acoustic-gate-v1,3cf55fd48b6bf81ae593661df2a40b4b9e4fb11eb238ca1fce553dea1a3f29f7,1bf41d25bb86d7c385d9eaeac65fbad4faace8360745905b1061bad6f7bd5ac8,spoof,silero_v5_5_ru_eugene_v1:a7b5df72960225d2,1dd43f15a43c4c7c4c00ef2b3a3faf803109122c4ea78e87db2b040a0acdf8f7,reviewer_2,pass,yes,yes,yes,yes,
common-voice-ru-v24-silero-v5-5-eugene-pre-qa-acoustic-gate-v1,3cf55fd48b6bf81ae593661df2a40b4b9e4fb11eb238ca1fce553dea1a3f29f7,289a5878e3bbbb8018e2a8a85bc40a70e6e37cb42f486b45e546fbf9b93a6764,bonafide,common_voice_ru_v24:common_voice_ru_20536932,c7a31ff188cb506f4ccdd3a8b7ad3ebd74cd3adbf80e6aa3ea084f12a696d5d3,reviewer_2,pass,yes,yes,yes,yes,
common-voice-ru-v24-silero-v5-5-eugene-pre-qa-acoustic-gate-v1,3cf55fd48b6bf81ae593661df2a40b4b9e4fb11eb238ca1fce553dea1a3f29f7,289a5878e3bbbb8018e2a8a85bc40a70e6e37cb42f486b45e546fbf9b93a6764,spoof,silero_v5_5_ru_eugene_v1:3446477bc43cf913,7d1ff4decf2386c995184ae2c0cc5df33bf2d34d4b24dce3c931ad3403dae5a4,reviewer_2,pass,yes,yes,yes,yes,
common-voice-ru-v24-silero-v5-5-eugene-pre-qa-acoustic-gate-v1,3cf55fd48b6bf81ae593661df2a40b4b9e4fb11eb238ca1fce553dea1a3f29f7,35d55aa0f07f0ea9df5c15a0eee47b90fc7c59a1715ff843ee3c130c62e36b2d,bonafide,common_voice_ru_v24:common_voice_ru_30542884,6ec2357af6b8f13b25e6208dd6fff1c12f51cbaf2981c6e797974432934c5211,reviewer_2,pass,yes,yes,yes,yes,
common-voice-ru-v24-silero-v5-5-eugene-pre-qa-acoustic-gate-v1,3cf55fd48b6bf81ae593661df2a40b4b9e4fb11eb238ca1fce553dea1a3f29f7,35d55aa0f07f0ea9df5c15a0eee47b90fc7c59a1715ff843ee3c130c62e36b2d,spoof,silero_v5_5_ru_eugene_v1:da78992ccc8a130b,ddb1f137a8b572577a29cc24dda5fba88e4311f6f060a64763a59decf849c393,reviewer_2,pass,yes,yes,yes,yes,
common-voice-ru-v24-silero-v5-5-eugene-pre-qa-acoustic-gate-v1,3cf55fd48b6bf81ae593661df2a40b4b9e4fb11eb238ca1fce553dea1a3f29f7,3833dfcacf3d494d8c8b577fc937ff5edee24d6af1488ce7be7bf6ac6b068cbc,bonafide,common_voice_ru_v24:common_voice_ru_26853053,5d019c8ad74c1569e75eaefec6ada11fcf44cf699186cac7a3f19c16b9f1059f,reviewer_2,pass,yes,yes,yes,yes,
common-voice-ru-v24-silero-v5-5-eugene-pre-qa-acoustic-gate-v1,3cf55fd48b6bf81ae593661df2a40b4b9e4fb11eb238ca1fce553dea1a3f29f7,3833dfcacf3d494d8c8b577fc937ff5edee24d6af1488ce7be7bf6ac6b068cbc,spoof,silero_v5_5_ru_eugene_v1:63b197dc5144f75b,25ed1022d53532fb8bbbe94127b4438cd0d36e213f1bc75d32807ce87f855c01,reviewer_2,pass,yes,yes,yes,yes,
common-voice-ru-v24-silero-v5-5-eugene-pre-qa-acoustic-gate-v1,3cf55fd48b6bf81ae593661df2a40b4b9e4fb11eb238ca1fce553dea1a3f29f7,3cbc28d97bfe4b725ad51d2f1512712ffd4192d3d07ace59d8fdf03d9343d698,bonafide,common_voice_ru_v24:common_voice_ru_28761513,abe9b2cd0c6b1e9e0187969a9441b2a76c3e7f1f9a45b91eb5bb8d6a5c608ee1,reviewer_2,pass,yes,yes,yes,yes,
common-voice-ru-v24-silero-v5-5-eugene-pre-qa-acoustic-gate-v1,3cf55fd48b6bf81ae593661df2a40b4b9e4fb11eb238ca1fce553dea1a3f29f7,3cbc28d97bfe4b725ad51d2f1512712ffd4192d3d07ace59d8fdf03d9343d698,spoof,silero_v5_5_ru_eugene_v1:c7e6bd489ecb826f,77cbf8b08b5319cad97d7194d46722359b9a3bbd925fefd48ed10855c435692d,reviewer_2,pass,yes,yes,yes,yes,
common-voice-ru-v24-silero-v5-5-eugene-pre-qa-acoustic-gate-v1,3cf55fd48b6bf81ae593661df2a40b4b9e4fb11eb238ca1fce553dea1a3f29f7,3edf55c39890d79be8210bcbabf383357fb8a491b98d7b8c9788c2f23925acec,bonafide,common_voice_ru_v24:common_voice_ru_25474679,78c8c1bc045740fc483b7d060c19675ebe9b0ba0366bc3af6ed17ab766dd7258,reviewer_2,pass,yes,yes,yes,yes,
common-voice-ru-v24-silero-v5-5-eugene-pre-qa-acoustic-gate-v1,3cf55fd48b6bf81ae593661df2a40b4b9e4fb11eb238ca1fce553dea1a3f29f7,3edf55c39890d79be8210bcbabf383357fb8a491b98d7b8c9788c2f23925acec,spoof,silero_v5_5_ru_eugene_v1:e81d9e3f569e7e33,29baf6f5fc6855331075e8cfa5238a943fe58e2f85cc7d900d8e6cbecb308464,reviewer_2,pass,yes,yes,yes,yes,
common-voice-ru-v24-silero-v5-5-eugene-pre-qa-acoustic-gate-v1,3cf55fd48b6bf81ae593661df2a40b4b9e4fb11eb238ca1fce553dea1a3f29f7,407dd4e01aaaafbb3473c37d1d288370828409bcc72e38c3d22eb526ba3fc097,bonafide,common_voice_ru_v24:common_voice_ru_20177512,44b88e4a49546b50bd3b481fa81f7949f719adf6e4d6049dc552580aed203ecd,reviewer_2,pass,yes,yes,yes,yes,
common-voice-ru-v24-silero-v5-5-eugene-pre-qa-acoustic-gate-v1,3cf55fd48b6bf81ae593661df2a40b4b9e4fb11eb238ca1fce553dea1a3f29f7,407dd4e01aaaafbb3473c37d1d288370828409bcc72e38c3d22eb526ba3fc097,spoof,silero_v5_5_ru_eugene_v1:698402a3545f1bf7,9c93ded4e10239caa5cbedc1a70e4642f233484691c1bbc468d1c89cf9241cec,reviewer_2,pass,yes,yes,yes,yes,
common-voice-ru-v24-silero-v5-5-eugene-pre-qa-acoustic-gate-v1,3cf55fd48b6bf81ae593661df2a40b4b9e4fb11eb238ca1fce553dea1a3f29f7,416b5a61cca2e6e9122cde276d1d3c974594c3fa78bbd048e0be21cf3a984a01,bonafide,common_voice_ru_v24:common_voice_ru_19517687,5d4a8f04c5d94c7310e12afe69b182757629a0e0c5b1f4b3fff5661ff7ae32db,reviewer_2,pass,yes,yes,yes,yes,
common-voice-ru-v24-silero-v5-5-eugene-pre-qa-acoustic-gate-v1,3cf55fd48b6bf81ae593661df2a40b4b9e4fb11eb238ca1fce553dea1a3f29f7,416b5a61cca2e6e9122cde276d1d3c974594c3fa78bbd048e0be21cf3a984a01,spoof,silero_v5_5_ru_eugene_v1:8a5639c93f543527,a455ea7b89024d1d74ee2ce3f2c0c55dab09b234a1350add3d3d729af90c1725,reviewer_2,pass,yes,yes,yes,yes,
common-voice-ru-v24-silero-v5-5-eugene-pre-qa-acoustic-gate-v1,3cf55fd48b6bf81ae593661df2a40b4b9e4fb11eb238ca1fce553dea1a3f29f7,44739cd9712f2dac3d071ba6e50a06edd5787cfd9cdec7a40d2f4874033b52eb,bonafide,common_voice_ru_v24:common_voice_ru_18881472,0180c494f86621396aa9bf1623a4dbcaab49f3889de80596611866574ef33f16,reviewer_2,pass,yes,yes,yes,yes,
common-voice-ru-v24-silero-v5-5-eugene-pre-qa-acoustic-gate-v1,3cf55fd48b6bf81ae593661df2a40b4b9e4fb11eb238ca1fce553dea1a3f29f7,44739cd9712f2dac3d071ba6e50a06edd5787cfd9cdec7a40d2f4874033b52eb,spoof,silero_v5_5_ru_eugene_v1:c288eef68f4c3577,8c2dadfc9e54e4f24f00bb3283e32b509bab8ee60d135a5a1a2cd5f212e2b936,reviewer_2,pass,yes,yes,yes,yes,
common-voice-ru-v24-silero-v5-5-eugene-pre-qa-acoustic-gate-v1,3cf55fd48b6bf81ae593661df2a40b4b9e4fb11eb238ca1fce553dea1a3f29f7,4a28128ab1d880f07911e80b1586dd1df7b530e67cee078be533e3b3c82dadd9,bonafide,common_voice_ru_v24:common_voice_ru_28136768,dd5d121cf473bc5f87c189c27a8c9d8ed2e4b814af10ae986eaae1815d88310b,reviewer_2,pass,yes,yes,yes,yes,
common-voice-ru-v24-silero-v5-5-eugene-pre-qa-acoustic-gate-v1,3cf55fd48b6bf81ae593661df2a40b4b9e4fb11eb238ca1fce553dea1a3f29f7,4a28128ab1d880f07911e80b1586dd1df7b530e67cee078be533e3b3c82dadd9,spoof,silero_v5_5_ru_eugene_v1:c4f8072b13c9b141,738dd05fc518802d703dd454730d7b4ce08068df12e7722000bce6086ce0d249,reviewer_2,pass,yes,yes,yes,yes,
common-voice-ru-v24-silero-v5-5-eugene-pre-qa-acoustic-gate-v1,3cf55fd48b6bf81ae593661df2a40b4b9e4fb11eb238ca1fce553dea1a3f29f7,522e71a1e0fbee350a11318e9bb7e6102592c9d25fa1cc73528047f36621e2d8,bonafide,common_voice_ru_v24:common_voice_ru_25794243,7e79fefcf981259b37481b2f3715cb12bd087e55786cfc348d5535ea7df3d9ae,reviewer_2,pass,yes,yes,yes,yes,
common-voice-ru-v24-silero-v5-5-eugene-pre-qa-acoustic-gate-v1,3cf55fd48b6bf81ae593661df2a40b4b9e4fb11eb238ca1fce553dea1a3f29f7,522e71a1e0fbee350a11318e9bb7e6102592c9d25fa1cc73528047f36621e2d8,spoof,silero_v5_5_ru_eugene_v1:1246c10680fce441,eba8b75be230b029ae2b76344101a5b547e9e7d9d63aca8becffe109d0c213f9,reviewer_2,pass,yes,yes,yes,yes,
common-voice-ru-v24-silero-v5-5-eugene-pre-qa-acoustic-gate-v1,3cf55fd48b6bf81ae593661df2a40b4b9e4fb11eb238ca1fce553dea1a3f29f7,534741172c75b544b2a3d06dfe60787b46ae0240ae5ecdb98441183d691464a9,bonafide,common_voice_ru_v24:common_voice_ru_20866362,6fe5d05863fff2a2e2fff29a847f1148f5ecb1e963454d06ae738a7c23eaf55f,reviewer_2,pass,yes,yes,yes,yes,
common-voice-ru-v24-silero-v5-5-eugene-pre-qa-acoustic-gate-v1,3cf55fd48b6bf81ae593661df2a40b4b9e4fb11eb238ca1fce553dea1a3f29f7,534741172c75b544b2a3d06dfe60787b46ae0240ae5ecdb98441183d691464a9,spoof,silero_v5_5_ru_eugene_v1:39ebab19134e2011,1457f869e74dea30699c31c6f037930c58deea64d8c42c03063e70590c103aff,reviewer_2,pass,yes,yes,yes,yes,
common-voice-ru-v24-silero-v5-5-eugene-pre-qa-acoustic-gate-v1,3cf55fd48b6bf81ae593661df2a40b4b9e4fb11eb238ca1fce553dea1a3f29f7,56513006e01aae81815792f5502556e72035d0c554d356a428f4e715e309e593,bonafide,common_voice_ru_v24:common_voice_ru_35215534,08af6b4039c25887216df37c75a8d6b9a6c3d395cc19a20b87b64c274bb02f88,reviewer_2,pass,yes,yes,yes,yes,
common-voice-ru-v24-silero-v5-5-eugene-pre-qa-acoustic-gate-v1,3cf55fd48b6bf81ae593661df2a40b4b9e4fb11eb238ca1fce553dea1a3f29f7,56513006e01aae81815792f5502556e72035d0c554d356a428f4e715e309e593,spoof,silero_v5_5_ru_eugene_v1:30f03f290025e3db,2a6f43fd334ff05d4aee3303ed1376aea787f922fa42f5dc7df8b72c8b6abf07,reviewer_2,pass,yes,yes,yes,yes,
common-voice-ru-v24-silero-v5-5-eugene-pre-qa-acoustic-gate-v1,3cf55fd48b6bf81ae593661df2a40b4b9e4fb11eb238ca1fce553dea1a3f29f7,57ad9925cb35cf48a22be53df6c540da58d29348e775426c6dfaec1bbc58cca0,bonafide,common_voice_ru_v24:common_voice_ru_20787969,0d9593da2b17568c04ccad3ac2218560104e4a3bbefcdb003f36175480c15d99,reviewer_2,pass,yes,yes,yes,yes,
common-voice-ru-v24-silero-v5-5-eugene-pre-qa-acoustic-gate-v1,3cf55fd48b6bf81ae593661df2a40b4b9e4fb11eb238ca1fce553dea1a3f29f7,57ad9925cb35cf48a22be53df6c540da58d29348e775426c6dfaec1bbc58cca0,spoof,silero_v5_5_ru_eugene_v1:e248a2b76b580812,29efe9b9072b0bb30acb7723f69a033b2e223b34da6fc661ece180cc42873722,reviewer_2,pass,yes,yes,yes,yes,
common-voice-ru-v24-silero-v5-5-eugene-pre-qa-acoustic-gate-v1,3cf55fd48b6bf81ae593661df2a40b4b9e4fb11eb238ca1fce553dea1a3f29f7,637f62c90f1f4f029dc9ace4210ec74b09364ddb47019067c5eb325d0ef6641a,bonafide,common_voice_ru_v24:common_voice_ru_32576136,c18fdb0032960e1f178f25fbf5ffbeae39b2d1dcbf418033f12934f808e6633e,reviewer_2,pass,yes,yes,yes,yes,
common-voice-ru-v24-silero-v5-5-eugene-pre-qa-acoustic-gate-v1,3cf55fd48b6bf81ae593661df2a40b4b9e4fb11eb238ca1fce553dea1a3f29f7,637f62c90f1f4f029dc9ace4210ec74b09364ddb47019067c5eb325d0ef6641a,spoof,silero_v5_5_ru_eugene_v1:8f336fdeef0652db,af9148fe954c29698fda8e4a80de16b47202f306a97319680c5ec9b58832690a,reviewer_2,pass,yes,yes,yes,yes,
common-voice-ru-v24-silero-v5-5-eugene-pre-qa-acoustic-gate-v1,3cf55fd48b6bf81ae593661df2a40b4b9e4fb11eb238ca1fce553dea1a3f29f7,6489170509060551f73a7f9b67621da27c6cc6cc1c584a894b7a7877bf9342cf,bonafide,common_voice_ru_v24:common_voice_ru_38307671,86e79e58a048565e3331267c88d0e6d030b6f6b592bd0bad5be56c444f89cce2,reviewer_2,pass,yes,yes,yes,yes,
common-voice-ru-v24-silero-v5-5-eugene-pre-qa-acoustic-gate-v1,3cf55fd48b6bf81ae593661df2a40b4b9e4fb11eb238ca1fce553dea1a3f29f7,6489170509060551f73a7f9b67621da27c6cc6cc1c584a894b7a7877bf9342cf,spoof,silero_v5_5_ru_eugene_v1:947f28de45166edd,640f87872e9e4a66ea36dcaabee504d4d0ccd39f5a6f710f5fea27e3168a5ffa,reviewer_2,pass,yes,yes,yes,yes,
common-voice-ru-v24-silero-v5-5-eugene-pre-qa-acoustic-gate-v1,3cf55fd48b6bf81ae593661df2a40b4b9e4fb11eb238ca1fce553dea1a3f29f7,7b9d14895b5e733e2efb396ebbdea7a1b862e94591e1ce592a841af131b050bb,bonafide,common_voice_ru_v24:common_voice_ru_25976645,eee88c535b822c036d9913bd2666ad1935b4ec548378759e64509c72aedbc746,reviewer_2,pass,yes,yes,yes,yes,
common-voice-ru-v24-silero-v5-5-eugene-pre-qa-acoustic-gate-v1,3cf55fd48b6bf81ae593661df2a40b4b9e4fb11eb238ca1fce553dea1a3f29f7,7b9d14895b5e733e2efb396ebbdea7a1b862e94591e1ce592a841af131b050bb,spoof,silero_v5_5_ru_eugene_v1:0e762b3a8f256c20,25f5cd4351026f81dc69e80db39341f57ce48ea2daafbcb2e77e40566f9c8deb,reviewer_2,pass,yes,yes,yes,yes,
common-voice-ru-v24-silero-v5-5-eugene-pre-qa-acoustic-gate-v1,3cf55fd48b6bf81ae593661df2a40b4b9e4fb11eb238ca1fce553dea1a3f29f7,81767ef6cd6c21f21c270fcea61fc1a87f6033ef49926b2212f9dbe3f910fbf5,bonafide,common_voice_ru_v24:common_voice_ru_24983777,3534bb18142bb0966954286709f5146ce55de240a5efa675d9cdd75d19ef97ab,reviewer_2,pass,yes,yes,yes,yes,
common-voice-ru-v24-silero-v5-5-eugene-pre-qa-acoustic-gate-v1,3cf55fd48b6bf81ae593661df2a40b4b9e4fb11eb238ca1fce553dea1a3f29f7,81767ef6cd6c21f21c270fcea61fc1a87f6033ef49926b2212f9dbe3f910fbf5,spoof,silero_v5_5_ru_eugene_v1:a24b131526005da8,31954b6b8b6e0363c99ca1fe1d51ef9383cc6595c4da9a53c0e49e3a656dd122,reviewer_2,pass,yes,yes,yes,yes,
common-voice-ru-v24-silero-v5-5-eugene-pre-qa-acoustic-gate-v1,3cf55fd48b6bf81ae593661df2a40b4b9e4fb11eb238ca1fce553dea1a3f29f7,8a7a0f8e7f94de531da5ee408d8ea9652148d8aeedb0edf8811e4106231056e4,bonafide,common_voice_ru_v24:common_voice_ru_24567140,d67ae3f2e479107cb100f3d362f7340df290a2ed65e254d55f64565908aa2cbf,reviewer_2,pass,yes,yes,yes,yes,
common-voice-ru-v24-silero-v5-5-eugene-pre-qa-acoustic-gate-v1,3cf55fd48b6bf81ae593661df2a40b4b9e4fb11eb238ca1fce553dea1a3f29f7,8a7a0f8e7f94de531da5ee408d8ea9652148d8aeedb0edf8811e4106231056e4,spoof,silero_v5_5_ru_eugene_v1:a97e647fdc4b0295,66e1b0c02b8a0732b4ec951bdbc9775c8409fdf6c41c5a89da7051d0ac6dcc62,reviewer_2,pass,yes,yes,yes,yes,
common-voice-ru-v24-silero-v5-5-eugene-pre-qa-acoustic-gate-v1,3cf55fd48b6bf81ae593661df2a40b4b9e4fb11eb238ca1fce553dea1a3f29f7,8cf3cda86760124353a2117d8026fd7b5140054386a3cb01a73ba7c1dbf78599,bonafide,common_voice_ru_v24:common_voice_ru_36457956,45276556feb66c69085ca3776a781086800553887ee884f0c17065c92cdca09c,reviewer_2,pass,yes,yes,yes,yes,
common-voice-ru-v24-silero-v5-5-eugene-pre-qa-acoustic-gate-v1,3cf55fd48b6bf81ae593661df2a40b4b9e4fb11eb238ca1fce553dea1a3f29f7,8cf3cda86760124353a2117d8026fd7b5140054386a3cb01a73ba7c1dbf78599,spoof,silero_v5_5_ru_eugene_v1:c49a2ddf0f5f07fa,a9567a98043f05c99f505619416e79ecb5780dedd8121d1107e906b165a39aad,reviewer_2,pass,yes,yes,yes,yes,
common-voice-ru-v24-silero-v5-5-eugene-pre-qa-acoustic-gate-v1,3cf55fd48b6bf81ae593661df2a40b4b9e4fb11eb238ca1fce553dea1a3f29f7,90feb84fe806c30a203b61883699f8e918f0a0dcbf3814ec99ac2339f8534d5b,bonafide,common_voice_ru_v24:common_voice_ru_20484481,5134e39276d1d988ba0ff1c95392e335a811f7d9bb4d72ffe020f0831d45135b,reviewer_2,pass,yes,yes,yes,yes,
common-voice-ru-v24-silero-v5-5-eugene-pre-qa-acoustic-gate-v1,3cf55fd48b6bf81ae593661df2a40b4b9e4fb11eb238ca1fce553dea1a3f29f7,90feb84fe806c30a203b61883699f8e918f0a0dcbf3814ec99ac2339f8534d5b,spoof,silero_v5_5_ru_eugene_v1:e528f6f4d1269d31,b43cc0bd52125307d11711e98525d20c0655f2cef9f1f7c5956f0f566ad134e2,reviewer_2,pass,yes,yes,yes,yes,
common-voice-ru-v24-silero-v5-5-eugene-pre-qa-acoustic-gate-v1,3cf55fd48b6bf81ae593661df2a40b4b9e4fb11eb238ca1fce553dea1a3f29f7,a46e959565d6bdf8ab9742207845dc8281dee7c89a3c1896112a2af61c86e1dd,bonafide,common_voice_ru_v24:common_voice_ru_20111333,a7cfe99040543c49b0ff45f1a7dda71b5c967bb8db18c5d5a66dfd7b46b58e49,reviewer_2,pass,yes,yes,yes,yes,
common-voice-ru-v24-silero-v5-5-eugene-pre-qa-acoustic-gate-v1,3cf55fd48b6bf81ae593661df2a40b4b9e4fb11eb238ca1fce553dea1a3f29f7,a46e959565d6bdf8ab9742207845dc8281dee7c89a3c1896112a2af61c86e1dd,spoof,silero_v5_5_ru_eugene_v1:523b974391c3d056,81515cf86e92770838571c0317bc68927d1b995ae58e6a66064fc8c2a2ecbe7b,reviewer_2,pass,yes,yes,yes,yes,
common-voice-ru-v24-silero-v5-5-eugene-pre-qa-acoustic-gate-v1,3cf55fd48b6bf81ae593661df2a40b4b9e4fb11eb238ca1fce553dea1a3f29f7,a604f9959f473c261859db7cab965a07b797456e51d66739c6204afba7b49c5e,bonafide,common_voice_ru_v24:common_voice_ru_23861800,dc48b0076d4647638cca029033fee36c053d27fc3ab731cbe3732e824b2c5104,reviewer_2,pass,yes,yes,yes,yes,
common-voice-ru-v24-silero-v5-5-eugene-pre-qa-acoustic-gate-v1,3cf55fd48b6bf81ae593661df2a40b4b9e4fb11eb238ca1fce553dea1a3f29f7,a604f9959f473c261859db7cab965a07b797456e51d66739c6204afba7b49c5e,spoof,silero_v5_5_ru_eugene_v1:2b83a2d1d1669754,edd1b51eb21596ed0a70adb5129a9e827ebf872f5a02ad3cff5f7ae8977d01d1,reviewer_2,pass,yes,yes,yes,yes,
common-voice-ru-v24-silero-v5-5-eugene-pre-qa-acoustic-gate-v1,3cf55fd48b6bf81ae593661df2a40b4b9e4fb11eb238ca1fce553dea1a3f29f7,a7cbf8ebfc4fe1774172615a52b61adba0fc5e97aa49c92ed824adb18ca30f27,bonafide,common_voice_ru_v24:common_voice_ru_23436347,f49dbbc0efbd64e662dbd23ce5e54dcc9a9c8d7acfbca2bdcb166032b4c87cad,reviewer_2,pass,yes,yes,yes,yes,
common-voice-ru-v24-silero-v5-5-eugene-pre-qa-acoustic-gate-v1,3cf55fd48b6bf81ae593661df2a40b4b9e4fb11eb238ca1fce553dea1a3f29f7,a7cbf8ebfc4fe1774172615a52b61adba0fc5e97aa49c92ed824adb18ca30f27,spoof,silero_v5_5_ru_eugene_v1:cf68980a4b1c2e72,aca277bb09ea786fd6acc108a72d5ef7640dd1504e1cecde14a95166ec3e050d,reviewer_2,pass,yes,yes,yes,yes,
common-voice-ru-v24-silero-v5-5-eugene-pre-qa-acoustic-gate-v1,3cf55fd48b6bf81ae593661df2a40b4b9e4fb11eb238ca1fce553dea1a3f29f7,b0900f82e8591926aecef5e2fccdfa00c7f024262014d979cb99f2c84aa13e47,bonafide,common_voice_ru_v24:common_voice_ru_19508072,149faeef3690c018fec7c2adb9e33c92bc5fadce1ffd1e6e174d673ae09a88c0,reviewer_2,pass,yes,yes,yes,yes,
common-voice-ru-v24-silero-v5-5-eugene-pre-qa-acoustic-gate-v1,3cf55fd48b6bf81ae593661df2a40b4b9e4fb11eb238ca1fce553dea1a3f29f7,b0900f82e8591926aecef5e2fccdfa00c7f024262014d979cb99f2c84aa13e47,spoof,silero_v5_5_ru_eugene_v1:b24857b57b72c457,8d0d5459b1d0f49885bb53c796f81fc17058e51adeb47289eba516cde0333740,reviewer_2,pass,yes,yes,yes,yes,
