protocol_id,packet_sha256,text_hash,label,sample_id,audio_sha256,reviewer_pseudo_id,review_status,intelligible,russian_audible,lexical_content_preserved,severe_artifacts_absent,notes
stage-d-dialogs-ru-masha-neutral-acoustic-gate-v1,478b7b470c430423ce3c8eed51374fc7543c69934e18dfb305146d7fc9a4850b,1d4662357af932426cf59f806702de5e18e5ac7e65c611510fe7ae43ca38d6d2,bonafide,common_voice_ru_v24:common_voice_ru_31868716,cbea30c588b0f6fab7e8c92c0491af31ee524fdc3acd4d9ce448ed8441c8193e,reviewer_2,pass,yes,yes,yes,yes,
stage-d-dialogs-ru-masha-neutral-acoustic-gate-v1,478b7b470c430423ce3c8eed51374fc7543c69934e18dfb305146d7fc9a4850b,1d4662357af932426cf59f806702de5e18e5ac7e65c611510fe7ae43ca38d6d2,spoof,stage_d_ru_dialogs_vits2_masha_neutral_v1:4d14b3319d0fab89fd8d,5f1d3749bf5b89de67762d8df5044e052762f962a4dee85c86716e05b7e3202d,reviewer_2,pass,yes,yes,yes,yes,
stage-d-dialogs-ru-masha-neutral-acoustic-gate-v1,478b7b470c430423ce3c8eed51374fc7543c69934e18dfb305146d7fc9a4850b,1f2b4be21d8c43d3bf7d2602e1c736c61cf32a9a25cd5ef4249cae2e213626ae,bonafide,common_voice_ru_v24:common_voice_ru_26824491,5ea8caa6bd993305694a9d260b18b0ae58c5a45999735575dfb21162e562ac3e,reviewer_2,pass,yes,yes,yes,yes,
stage-d-dialogs-ru-masha-neutral-acoustic-gate-v1,478b7b470c430423ce3c8eed51374fc7543c69934e18dfb305146d7fc9a4850b,1f2b4be21d8c43d3bf7d2602e1c736c61cf32a9a25cd5ef4249cae2e213626ae,spoof,stage_d_ru_dialogs_vits2_masha_neutral_v1:d78382ff8f3c109b7bc4,1c9a7b03a3e826aacffae164bac41c940eaf1ba5af80eb6a597577e4c4733d6c,reviewer_2,pass,yes,yes,yes,yes,
stage-d-dialogs-ru-masha-neutral-acoustic-gate-v1,478b7b470c430423ce3c8eed51374fc7543c69934e18dfb305146d7fc9a4850b,239e8a95ab74f6aec8c1887fab13987ae06e587aa8c695441f5971750209adfe,bonafide,common_voice_ru_v24:common_voice_ru_20294701,edd89f5b537c683733b24700aed38d7521b12e3cde3c0501832194661093c05a,reviewer_2,pass,yes,yes,yes,yes,
stage-d-dialogs-ru-masha-neutral-acoustic-gate-v1,478b7b470c430423ce3c8eed51374fc7543c69934e18dfb305146d7fc9a4850b,239e8a95ab74f6aec8c1887fab13987ae06e587aa8c695441f5971750209adfe,spoof,stage_d_ru_dialogs_vits2_masha_neutral_v1:f206edae0c363fbe5eea,7cd30f6e22ff8c851c15c5250320a4e586a6b310b304465b1513e1eeb8386582,reviewer_2,pass,yes,yes,yes,yes,
stage-d-dialogs-ru-masha-neutral-acoustic-gate-v1,478b7b470c430423ce3c8eed51374fc7543c69934e18dfb305146d7fc9a4850b,38e7225e38685642740eb29c3e261feb1360ebded648670774e9e295ada73a61,bonafide,common_voice_ru_v24:common_voice_ru_37710086,2ffd7a749cb11fd8b6156048f70c52121ccfc215173e6e44f4070be6400411ad,reviewer_2,pass,yes,yes,yes,yes,
stage-d-dialogs-ru-masha-neutral-acoustic-gate-v1,478b7b470c430423ce3c8eed51374fc7543c69934e18dfb305146d7fc9a4850b,38e7225e38685642740eb29c3e261feb1360ebded648670774e9e295ada73a61,spoof,stage_d_ru_dialogs_vits2_masha_neutral_v1:703db468a0b9ce58c6a0,0a4bcf1fea6893155184b06f0784fa88a4f8685e336f0974638e2e60edbaaaa2,reviewer_2,pass,yes,yes,yes,yes,
stage-d-dialogs-ru-masha-neutral-acoustic-gate-v1,478b7b470c430423ce3c8eed51374fc7543c69934e18dfb305146d7fc9a4850b,39e748873f2549c81ef5ecb88c685f5e664397b5a59ea02edcd2dbee1ff47605,bonafide,common_voice_ru_v24:common_voice_ru_20294934,315e5b4c8a9168ac2bf0a71db2fa9cb179f42100c6d0755d7480655c81bbede4,reviewer_2,pass,yes,yes,yes,yes,
stage-d-dialogs-ru-masha-neutral-acoustic-gate-v1,478b7b470c430423ce3c8eed51374fc7543c69934e18dfb305146d7fc9a4850b,39e748873f2549c81ef5ecb88c685f5e664397b5a59ea02edcd2dbee1ff47605,spoof,stage_d_ru_dialogs_vits2_masha_neutral_v1:179d343ae2978b56a391,ac248f43dcd9f467349b5bfe71bdf7497825e58c3c06393ba6a1a977f5ed73a8,reviewer_2,pass,yes,yes,yes,yes,
stage-d-dialogs-ru-masha-neutral-acoustic-gate-v1,478b7b470c430423ce3c8eed51374fc7543c69934e18dfb305146d7fc9a4850b,3b2fa566fc3661a1137114b76dae1437913c58211174f800c05bbb97c6941d6f,bonafide,common_voice_ru_v24:common_voice_ru_39779292,d52e932d2c565f11f2ad61ad6660010e8cdb9c3f7ae8a85b6f5b56ab694c0dc2,reviewer_2,pass,yes,yes,yes,yes,
stage-d-dialogs-ru-masha-neutral-acoustic-gate-v1,478b7b470c430423ce3c8eed51374fc7543c69934e18dfb305146d7fc9a4850b,3b2fa566fc3661a1137114b76dae1437913c58211174f800c05bbb97c6941d6f,spoof,stage_d_ru_dialogs_vits2_masha_neutral_v1:1603983ab86a3248e468,2551fab1f04d3310dc012cd48814856acbf1527a33cc87550b16dd3e9e27b832,reviewer_2,pass,yes,yes,yes,yes,
stage-d-dialogs-ru-masha-neutral-acoustic-gate-v1,478b7b470c430423ce3c8eed51374fc7543c69934e18dfb305146d7fc9a4850b,3d08e60fc38f3bc991f359dc815a16006b48468a16e8d48d8a021516bebd3ec8,bonafide,common_voice_ru_v24:common_voice_ru_25836829,34f7803fde365b63a4f405b1b24f8036fbe40b89f92a8ceb46d5613c6762d179,reviewer_2,pass,yes,yes,yes,yes,
stage-d-dialogs-ru-masha-neutral-acoustic-gate-v1,478b7b470c430423ce3c8eed51374fc7543c69934e18dfb305146d7fc9a4850b,3d08e60fc38f3bc991f359dc815a16006b48468a16e8d48d8a021516bebd3ec8,spoof,stage_d_ru_dialogs_vits2_masha_neutral_v1:3d04bd222118994b8ed4,7877a4689fac4a74fed33a3fded96feda8ec2b771ad279d08ce597f08dcdd5ba,reviewer_2,pass,yes,yes,yes,yes,
stage-d-dialogs-ru-masha-neutral-acoustic-gate-v1,478b7b470c430423ce3c8eed51374fc7543c69934e18dfb305146d7fc9a4850b,44a6939f98e484d1ac8a0dd483a541a8cea0da7630bf63c928d8aea5285b4f82,bonafide,common_voice_ru_v24:common_voice_ru_23233906,67555a19486090f19eb674a170a2844651aa75fcc68962d21b09236d2e5be116,reviewer_2,pass,yes,yes,yes,yes,
stage-d-dialogs-ru-masha-neutral-acoustic-gate-v1,478b7b470c430423ce3c8eed51374fc7543c69934e18dfb305146d7fc9a4850b,44a6939f98e484d1ac8a0dd483a541a8cea0da7630bf63c928d8aea5285b4f82,spoof,stage_d_ru_dialogs_vits2_masha_neutral_v1:b620dd481a587a655faa,d949438125443db9e00746dd7ab619214759456c63b4a02654bd7886fd0b6eae,reviewer_2,pass,yes,yes,yes,yes,
stage-d-dialogs-ru-masha-neutral-acoustic-gate-v1,478b7b470c430423ce3c8eed51374fc7543c69934e18dfb305146d7fc9a4850b,49411a00a0348526252ffc9d4d7543fb94172f6169007e7c57b739ee595eacac,bonafide,common_voice_ru_v24:common_voice_ru_26529610,109b5967e5dfb50e2a220e5ea7e6c28cef324b409e73eb6e211c143a59c3f4fe,reviewer_2,pass,yes,yes,yes,yes,
stage-d-dialogs-ru-masha-neutral-acoustic-gate-v1,478b7b470c430423ce3c8eed51374fc7543c69934e18dfb305146d7fc9a4850b,49411a00a0348526252ffc9d4d7543fb94172f6169007e7c57b739ee595eacac,spoof,stage_d_ru_dialogs_vits2_masha_neutral_v1:62643b1c6568ae720a81,9b35c51b77a765925e9db3a14efd70edfeacd6989f841b95e97134cd15d317c8,reviewer_2,pass,yes,yes,yes,yes,
stage-d-dialogs-ru-masha-neutral-acoustic-gate-v1,478b7b470c430423ce3c8eed51374fc7543c69934e18dfb305146d7fc9a4850b,502c5fb14ab56ea6e4b41493eda06664d91dd2a58bcfc0f1cbff3224010c8657,bonafide,common_voice_ru_v24:common_voice_ru_22850687,ee605170c79977fa3bcf8bf4fdda9a7f6b8c255245fdc859c9cb314801be484c,reviewer_2,pass,yes,yes,yes,yes,
stage-d-dialogs-ru-masha-neutral-acoustic-gate-v1,478b7b470c430423ce3c8eed51374fc7543c69934e18dfb305146d7fc9a4850b,502c5fb14ab56ea6e4b41493eda06664d91dd2a58bcfc0f1cbff3224010c8657,spoof,stage_d_ru_dialogs_vits2_masha_neutral_v1:ba316bf3111d3bc5cbab,91ce6fa04008231b1b5251ffdb7ef1a08063138b95ae2872b3b6b7c7baf38a5f,reviewer_2,pass,yes,yes,yes,yes,
stage-d-dialogs-ru-masha-neutral-acoustic-gate-v1,478b7b470c430423ce3c8eed51374fc7543c69934e18dfb305146d7fc9a4850b,524ade73719163b2142b036992e0071c21ee03234454a41f97a270098676ab7a,bonafide,common_voice_ru_v24:common_voice_ru_21950378,57db8674fa551a30efbf3ad2568fc6eb3e531ecfa02986105f933ea870554d3e,reviewer_2,pass,yes,yes,yes,yes,
stage-d-dialogs-ru-masha-neutral-acoustic-gate-v1,478b7b470c430423ce3c8eed51374fc7543c69934e18dfb305146d7fc9a4850b,524ade73719163b2142b036992e0071c21ee03234454a41f97a270098676ab7a,spoof,stage_d_ru_dialogs_vits2_masha_neutral_v1:b540a106cf932eaee49e,ef443d7ea3d04a4c0d6c399377a9892944c8f4136ccec32decb3b4e30c2b02a1,reviewer_2,pass,yes,yes,yes,yes,
stage-d-dialogs-ru-masha-neutral-acoustic-gate-v1,478b7b470c430423ce3c8eed51374fc7543c69934e18dfb305146d7fc9a4850b,52da69be8d30c28958b1351830c7c9caa95c3749275adaf9b1d16c68f926a648,bonafide,common_voice_ru_v24:common_voice_ru_22470667,07402494f791396abbd5f646e0ff70b3094ee8c7d47eebe0f284a95a09e51637,reviewer_2,pass,yes,yes,yes,yes,
stage-d-dialogs-ru-masha-neutral-acoustic-gate-v1,478b7b470c430423ce3c8eed51374fc7543c69934e18dfb305146d7fc9a4850b,52da69be8d30c28958b1351830c7c9caa95c3749275adaf9b1d16c68f926a648,spoof,stage_d_ru_dialogs_vits2_masha_neutral_v1:8ee365548efa5b36ba81,59314fb797a32aa79b9147340f2093b51959bb654df540ffbaf498f7e67e4d1b,reviewer_2,pass,yes,yes,yes,yes,
stage-d-dialogs-ru-masha-neutral-acoustic-gate-v1,478b7b470c430423ce3c8eed51374fc7543c69934e18dfb305146d7fc9a4850b,53bafb5c6a31c9014955f27b8be737704004daa919a4b8337675dd89943507ba,bonafide,common_voice_ru_v24:common_voice_ru_28305906,0f544a015a0204d342f01bca0e4c682ea84b93dff7491fd97233e52b94b58ae1,reviewer_2,pass,yes,yes,yes,yes,
stage-d-dialogs-ru-masha-neutral-acoustic-gate-v1,478b7b470c430423ce3c8eed51374fc7543c69934e18dfb305146d7fc9a4850b,53bafb5c6a31c9014955f27b8be737704004daa919a4b8337675dd89943507ba,spoof,stage_d_ru_dialogs_vits2_masha_neutral_v1:56f75b25d375bdd32d95,393cbfc7531bf7855c1c38ad8a9022144790543cd6ae8f0e72ffd5d0cffaadf4,reviewer_2,pass,yes,yes,yes,yes,
stage-d-dialogs-ru-masha-neutral-acoustic-gate-v1,478b7b470c430423ce3c8eed51374fc7543c69934e18dfb305146d7fc9a4850b,5578a0792763725649d85d908e18878a4abe573fc3c21ca96d63d82dd63b6227,bonafide,common_voice_ru_v24:common_voice_ru_38551682,568c4a335029551e617b1b18c18c8a17d7d79d9bf451e604af59a7d70627d385,reviewer_2,pass,yes,yes,yes,yes,
stage-d-dialogs-ru-masha-neutral-acoustic-gate-v1,478b7b470c430423ce3c8eed51374fc7543c69934e18dfb305146d7fc9a4850b,5578a0792763725649d85d908e18878a4abe573fc3c21ca96d63d82dd63b6227,spoof,stage_d_ru_dialogs_vits2_masha_neutral_v1:8a1d4f35e702bf0cacb5,86c65203e6567516b5708d9379630a1193dfc9b27bd1c3fb95ea7951124fcdc9,reviewer_2,pass,yes,yes,yes,yes,
stage-d-dialogs-ru-masha-neutral-acoustic-gate-v1,478b7b470c430423ce3c8eed51374fc7543c69934e18dfb305146d7fc9a4850b,5a8f8c4b564bf10242ce9e074ce01b367e8e791ebe20f49a3932688c13f16791,bonafide,common_voice_ru_v24:common_voice_ru_19060448,9b3380b3f96708b063aa4d6e76d96641cb0d03eee0de322be81dbb429e9a0765,reviewer_2,pass,yes,yes,yes,yes,
stage-d-dialogs-ru-masha-neutral-acoustic-gate-v1,478b7b470c430423ce3c8eed51374fc7543c69934e18dfb305146d7fc9a4850b,5a8f8c4b564bf10242ce9e074ce01b367e8e791ebe20f49a3932688c13f16791,spoof,stage_d_ru_dialogs_vits2_masha_neutral_v1:e28ff07c13687af6e29e,67bcf8cf696bb57ed9dabc3d96ef874a9549f308aad78b1fa2ffa7772f31598b,reviewer_2,pass,yes,yes,yes,yes,
stage-d-dialogs-ru-masha-neutral-acoustic-gate-v1,478b7b470c430423ce3c8eed51374fc7543c69934e18dfb305146d7fc9a4850b,5a9f5423a401f48f1203f321aee8da3807cfba9cd976edf00192bd13286c8eb1,bonafide,common_voice_ru_v24:common_voice_ru_19921690,5e753af9d2d290b77d91ca8bbb1084d21577c4e70d31a5b07a06cd1667d598fc,reviewer_2,pass,yes,yes,yes,yes,
stage-d-dialogs-ru-masha-neutral-acoustic-gate-v1,478b7b470c430423ce3c8eed51374fc7543c69934e18dfb305146d7fc9a4850b,5a9f5423a401f48f1203f321aee8da3807cfba9cd976edf00192bd13286c8eb1,spoof,stage_d_ru_dialogs_vits2_masha_neutral_v1:3e248377a3e13d7e7a2e,fa89f4bd0b4a0bd32fcde2d6247b1e48bd24b2666f13ae093b3f2d694c9dc293,reviewer_2,pass,yes,yes,yes,yes,
stage-d-dialogs-ru-masha-neutral-acoustic-gate-v1,478b7b470c430423ce3c8eed51374fc7543c69934e18dfb305146d7fc9a4850b,5eadfc3baab248f3187d74c6ef4f2bce746736bec1d586f7d52ada01b897e074,bonafide,common_voice_ru_v24:common_voice_ru_20142393,884a64eb84ac1f6b9545207fc9d7542f0dc111f28b75a666be6a5afddb86a5fe,reviewer_2,pass,yes,yes,yes,yes,
stage-d-dialogs-ru-masha-neutral-acoustic-gate-v1,478b7b470c430423ce3c8eed51374fc7543c69934e18dfb305146d7fc9a4850b,5eadfc3baab248f3187d74c6ef4f2bce746736bec1d586f7d52ada01b897e074,spoof,stage_d_ru_dialogs_vits2_masha_neutral_v1:a23982209264f6c84364,1196cdd5aa1596fa558e94856c28b6aa0c9023474ef1ec88f6e4663d1f4e3e4a,reviewer_2,pass,yes,yes,yes,yes,
stage-d-dialogs-ru-masha-neutral-acoustic-gate-v1,478b7b470c430423ce3c8eed51374fc7543c69934e18dfb305146d7fc9a4850b,63df66fdf9580c7a22e2472c5f4fb71f75a2b03d003a23ab46cd39d82dc6cd29,bonafide,common_voice_ru_v24:common_voice_ru_23760848,ad73dc91d46bb7dfb19e9e18b027d02a2aa780db6bb801ea13400eb983b2b5f7,reviewer_2,pass,yes,yes,yes,yes,
stage-d-dialogs-ru-masha-neutral-acoustic-gate-v1,478b7b470c430423ce3c8eed51374fc7543c69934e18dfb305146d7fc9a4850b,63df66fdf9580c7a22e2472c5f4fb71f75a2b03d003a23ab46cd39d82dc6cd29,spoof,stage_d_ru_dialogs_vits2_masha_neutral_v1:253d9cb4cefbda8629e5,f8b301c3d5a6aae001c3d92b6ff074b74cf908fb4df19f36058eb339f8237e0c,reviewer_2,pass,yes,yes,yes,yes,
stage-d-dialogs-ru-masha-neutral-acoustic-gate-v1,478b7b470c430423ce3c8eed51374fc7543c69934e18dfb305146d7fc9a4850b,66cc280a72caac040fd3e82129cfd4fc9411e8bab4bf39478752b76794198d6a,bonafide,common_voice_ru_v24:common_voice_ru_32128735,916af5d67177dcb11a47b9bd594560ea6ed0a3d6ff82bda31b9dfe2ca76065ca,reviewer_2,pass,yes,yes,yes,yes,
stage-d-dialogs-ru-masha-neutral-acoustic-gate-v1,478b7b470c430423ce3c8eed51374fc7543c69934e18dfb305146d7fc9a4850b,66cc280a72caac040fd3e82129cfd4fc9411e8bab4bf39478752b76794198d6a,spoof,stage_d_ru_dialogs_vits2_masha_neutral_v1:9e72700b8b9e583ec8b8,41d114e321b7df2759f158ad33a18593b1a8ee370b45f32ef23fe4af8e934d7c,reviewer_2,pass,yes,yes,yes,yes,
stage-d-dialogs-ru-masha-neutral-acoustic-gate-v1,478b7b470c430423ce3c8eed51374fc7543c69934e18dfb305146d7fc9a4850b,6bedc777d7014ae08da0c0a1dde9f8eabbac4b54f41059c962b2b3c911658fb9,bonafide,common_voice_ru_v24:common_voice_ru_22370226,1c30e716c58f9fa162a4ba05f6df682120192abcc0d8e34165777ac0bc3c22fb,reviewer_2,pass,yes,yes,yes,yes,
stage-d-dialogs-ru-masha-neutral-acoustic-gate-v1,478b7b470c430423ce3c8eed51374fc7543c69934e18dfb305146d7fc9a4850b,6bedc777d7014ae08da0c0a1dde9f8eabbac4b54f41059c962b2b3c911658fb9,spoof,stage_d_ru_dialogs_vits2_masha_neutral_v1:b9f5014ad075b20c69e9,4b4495ce2f6902f3265d09b31a1b616dcd41770db95e9aa5fa53ceea16c9507c,reviewer_2,pass,yes,yes,yes,yes,
stage-d-dialogs-ru-masha-neutral-acoustic-gate-v1,478b7b470c430423ce3c8eed51374fc7543c69934e18dfb305146d7fc9a4850b,6ea937f020638e097f646e2d643e7aec01a294ae9eb9a9bbef87509a16738dfb,bonafide,common_voice_ru_v24:common_voice_ru_22686987,38513a852572feed15561d7b6240e978c4d9f7a4b15d53df2e50d55e34e7f0c1,reviewer_2,pass,yes,yes,yes,yes,
stage-d-dialogs-ru-masha-neutral-acoustic-gate-v1,478b7b470c430423ce3c8eed51374fc7543c69934e18dfb305146d7fc9a4850b,6ea937f020638e097f646e2d643e7aec01a294ae9eb9a9bbef87509a16738dfb,spoof,stage_d_ru_dialogs_vits2_masha_neutral_v1:a05f113e14a2ecb14059,53ba5e3fa2dc9eaeb153e5fadbeee25c2f969a62818ee3a3573cc36ce36c1007,reviewer_2,pass,yes,yes,yes,yes,
stage-d-dialogs-ru-masha-neutral-acoustic-gate-v1,478b7b470c430423ce3c8eed51374fc7543c69934e18dfb305146d7fc9a4850b,7eb35cbe860f3b50a99dcc2f2a83f35c14c8ca236d9326f7c448ff9dbdb344b9,bonafide,common_voice_ru_v24:common_voice_ru_20750909,b9c36b6a92c6e8677500f0f97b21ec694ac0ce4499e16bdcaaaea53225bc455b,reviewer_2,pass,yes,yes,yes,yes,
stage-d-dialogs-ru-masha-neutral-acoustic-gate-v1,478b7b470c430423ce3c8eed51374fc7543c69934e18dfb305146d7fc9a4850b,7eb35cbe860f3b50a99dcc2f2a83f35c14c8ca236d9326f7c448ff9dbdb344b9,spoof,stage_d_ru_dialogs_vits2_masha_neutral_v1:0553381304deb422fc7d,77ac14f72858097272848d407df370050fd2a8fbb2ab96f88e5ac5920fd11c2e,reviewer_2,pass,yes,yes,yes,yes,
stage-d-dialogs-ru-masha-neutral-acoustic-gate-v1,478b7b470c430423ce3c8eed51374fc7543c69934e18dfb305146d7fc9a4850b,832b453cc2b4ff1e8f86f20a86899c52801b3624c064dedd1308ebad4b62523e,bonafide,common_voice_ru_v24:common_voice_ru_25845242,fdc130ab199cf4deda24d6487c80987c027edca32328aedb26160436e06b6270,reviewer_2,pass,yes,yes,yes,yes,
stage-d-dialogs-ru-masha-neutral-acoustic-gate-v1,478b7b470c430423ce3c8eed51374fc7543c69934e18dfb305146d7fc9a4850b,832b453cc2b4ff1e8f86f20a86899c52801b3624c064dedd1308ebad4b62523e,spoof,stage_d_ru_dialogs_vits2_masha_neutral_v1:30346997613c0ede11cb,38314d51eb9ad346156441d4659d948e6e96bc2a29b4d9a93c4333c55996c987,reviewer_2,pass,yes,yes,yes,yes,
stage-d-dialogs-ru-masha-neutral-acoustic-gate-v1,478b7b470c430423ce3c8eed51374fc7543c69934e18dfb305146d7fc9a4850b,85bd446efecb453050a6a19d87c1e3c493a13755c1373d57eb04a678d948ebe9,bonafide,common_voice_ru_v24:common_voice_ru_39966368,ae6dce7262365b8199410f0d2f996a99cf1233df66404a67749dd49cf4c0f104,reviewer_2,pass,yes,yes,yes,yes,
stage-d-dialogs-ru-masha-neutral-acoustic-gate-v1,478b7b470c430423ce3c8eed51374fc7543c69934e18dfb305146d7fc9a4850b,85bd446efecb453050a6a19d87c1e3c493a13755c1373d57eb04a678d948ebe9,spoof,stage_d_ru_dialogs_vits2_masha_neutral_v1:f17c350afa26366a9149,b0767e8c3dea78a2ae79abadc3c5566c86cf412a26cad2300b0dcb10fb484906,reviewer_2,pass,yes,yes,yes,yes,
stage-d-dialogs-ru-masha-neutral-acoustic-gate-v1,478b7b470c430423ce3c8eed51374fc7543c69934e18dfb305146d7fc9a4850b,86ea6e26aa9e0696851eab164257a37a3f1b44ceebf1a6fa84c18beb1c32e2ad,bonafide,common_voice_ru_v24:common_voice_ru_19037051,fb77df751225ad3c38ada6e0a3758911344357d23f786938d651911fa3bc3cff,reviewer_2,pass,yes,yes,yes,yes,
