sample_id,relative_path,sha256,split,label,language,code_switch,parent_group_id,source_name,source_license,rights_basis,speaker_pseudo_id,text_id,text_hash,duration_s,generator_family,generator_name,generator_version,voice_id,clone_consent_id,device,capture_route,original_sr,codec,augmentation_chain,augmentation_seed,created_at
ruasd_ru_v1_shard000000:raw_fake_11labs_76b5eed054fe9883a51d2655c0a0c127,raw/ruasd/slices/ood-100/raw_fake_11labs_76b5eed054fe9883a51d2655c0a0c127.wav,dbc7018072920f8b462038847421841ee5f83e7fa9d110be0f328dc5b5d5e064,ood,spoof,ru,unknown,ruasd_ru_v1_shard000000:content:raw_fake_11labs_76b5eed054fe9883a51d2655c0a0c127,ruasd_ru_v1_shard000000,CC-BY-NC-SA-4.0,RuASD CC-BY-NC-SA-4.0; personal research; OOD only,ruasd_ru_v1_shard000000:speaker:unknown,ruasd_ru_v1_shard000000:content:raw_fake_11labs_76b5eed054fe9883a51d2655c0a0c127,671d3eb55eaebfeb2a8723f9107c892f83f5715ead03153386f60b9689281058,6.870204081632653,tts,11labs,unspecified_by_source,ruasd_ru_v1_shard000000:voice:unknown,,unknown,synthetic_tts_ruasd,44100,wav,,,2026-08-09T04:28:05.188480Z
ruasd_ru_v1_shard000000:raw_fake_11labs_d4087625d6431ff238d4253b33cf4e83,raw/ruasd/slices/ood-100/raw_fake_11labs_d4087625d6431ff238d4253b33cf4e83.wav,6b830edce2d370148992a7d77ac854c83f8a68de4da83b5406b573a241b4a0d4,ood,spoof,ru,unknown,ruasd_ru_v1_shard000000:content:raw_fake_11labs_d4087625d6431ff238d4253b33cf4e83,ruasd_ru_v1_shard000000,CC-BY-NC-SA-4.0,RuASD CC-BY-NC-SA-4.0; personal research; OOD only,ruasd_ru_v1_shard000000:speaker:unknown,ruasd_ru_v1_shard000000:content:raw_fake_11labs_d4087625d6431ff238d4253b33cf4e83,274d9725cc5cab5519f8bd52f494391f8aca200808cc7ee53c6df3757bf79e27,4.2057142857142855,tts,11labs,unspecified_by_source,ruasd_ru_v1_shard000000:voice:unknown,,unknown,synthetic_tts_ruasd,44100,wav,,,2026-08-09T04:28:05.188480Z
ruasd_ru_v1_shard000000:raw_fake_11labs_94cb6a878613861620130d838eb98185,raw/ruasd/slices/ood-100/raw_fake_11labs_94cb6a878613861620130d838eb98185.wav,9e96b489fcbf616f1705608e50db8995761eeac4bbf8356c4e152f7144b690f2,ood,spoof,ru,unknown,ruasd_ru_v1_shard000000:content:raw_fake_11labs_94cb6a878613861620130d838eb98185,ruasd_ru_v1_shard000000,CC-BY-NC-SA-4.0,RuASD CC-BY-NC-SA-4.0; personal research; OOD only,ruasd_ru_v1_shard000000:speaker:unknown,ruasd_ru_v1_shard000000:content:raw_fake_11labs_94cb6a878613861620130d838eb98185,577870d63921262b79b10f9af1838841c80ef7a21fb3244dd04550e9ed59027c,5.093877551020408,tts,11labs,unspecified_by_source,ruasd_ru_v1_shard000000:voice:unknown,,unknown,synthetic_tts_ruasd,44100,wav,,,2026-08-09T04:28:05.188480Z
ruasd_ru_v1_shard000000:raw_fake_11labs_5a4410af691fadadbee46859dd1f3bc1,raw/ruasd/slices/ood-100/raw_fake_11labs_5a4410af691fadadbee46859dd1f3bc1.wav,fb2e62f0159067c8f01f97b2428301867759a4efd656ac60c355ae0ec2642723,ood,spoof,ru,unknown,ruasd_ru_v1_shard000000:content:raw_fake_11labs_5a4410af691fadadbee46859dd1f3bc1,ruasd_ru_v1_shard000000,CC-BY-NC-SA-4.0,RuASD CC-BY-NC-SA-4.0; personal research; OOD only,ruasd_ru_v1_shard000000:speaker:unknown,ruasd_ru_v1_shard000000:content:raw_fake_11labs_5a4410af691fadadbee46859dd1f3bc1,30a6ffcc906a43ceea0647e4ef55e5ca9e732aaba1235d3883420ad7b5eeb860,10.893061224489795,tts,11labs,unspecified_by_source,ruasd_ru_v1_shard000000:voice:unknown,,unknown,synthetic_tts_ruasd,44100,wav,,,2026-08-09T04:28:05.188480Z
ruasd_ru_v1_shard000000:raw_fake_11labs_90a289b3f83cb21363f73ee4c31f4b87,raw/ruasd/slices/ood-100/raw_fake_11labs_90a289b3f83cb21363f73ee4c31f4b87.wav,70b7689867e67e1a0dedf264cb38352f2d26e87bb937b5b1fc6cd965afd2f0d8,ood,spoof,ru,unknown,ruasd_ru_v1_shard000000:content:raw_fake_11labs_90a289b3f83cb21363f73ee4c31f4b87,ruasd_ru_v1_shard000000,CC-BY-NC-SA-4.0,RuASD CC-BY-NC-SA-4.0; personal research; OOD only,ruasd_ru_v1_shard000000:speaker:unknown,ruasd_ru_v1_shard000000:content:raw_fake_11labs_90a289b3f83cb21363f73ee4c31f4b87,de3beb8688ec6cebea2a7a0a629ccbfae0476184ac061093c8dac652e8167eae,43.36326530612245,tts,11labs,unspecified_by_source,ruasd_ru_v1_shard000000:voice:unknown,,unknown,synthetic_tts_ruasd,44100,wav,,,2026-08-09T04:28:05.188480Z
ruasd_ru_v1_shard000000:raw_fake_11labs_a5ffb821563e8783fc69c2dfa2d9af48,raw/ruasd/slices/ood-100/raw_fake_11labs_a5ffb821563e8783fc69c2dfa2d9af48.wav,85249479dba4a7f00ed7d9185e4432ca6f82a236600b7d921ffa824fadcefa3d,ood,spoof,ru,unknown,ruasd_ru_v1_shard000000:content:raw_fake_11labs_a5ffb821563e8783fc69c2dfa2d9af48,ruasd_ru_v1_shard000000,CC-BY-NC-SA-4.0,RuASD CC-BY-NC-SA-4.0; personal research; OOD only,ruasd_ru_v1_shard000000:speaker:unknown,ruasd_ru_v1_shard000000:content:raw_fake_11labs_a5ffb821563e8783fc69c2dfa2d9af48,6b002df3eeb8ff5f1756c56b140ea1546c447ca0c797c497ff3107e5bfef54ce,10.475102040816326,tts,11labs,unspecified_by_source,ruasd_ru_v1_shard000000:voice:unknown,,unknown,synthetic_tts_ruasd,44100,wav,,,2026-08-09T04:28:05.188480Z
ruasd_ru_v1_shard000000:raw_fake_11labs_210bc6929c1c9d72aad2f8d99b739729,raw/ruasd/slices/ood-100/raw_fake_11labs_210bc6929c1c9d72aad2f8d99b739729.wav,704612c53bab47f344f5f8fdadacd5afb3c7ac13476832a5d846f0139a519c55,ood,spoof,ru,unknown,ruasd_ru_v1_shard000000:content:raw_fake_11labs_210bc6929c1c9d72aad2f8d99b739729,ruasd_ru_v1_shard000000,CC-BY-NC-SA-4.0,RuASD CC-BY-NC-SA-4.0; personal research; OOD only,ruasd_ru_v1_shard000000:speaker:unknown,ruasd_ru_v1_shard000000:content:raw_fake_11labs_210bc6929c1c9d72aad2f8d99b739729,2f36876f8301b7d82fac1039f18957263223ec10782b6eeec723f7b311caed7a,20.323265306122448,tts,11labs,unspecified_by_source,ruasd_ru_v1_shard000000:voice:unknown,,unknown,synthetic_tts_ruasd,44100,wav,,,2026-08-09T04:28:05.188480Z
ruasd_ru_v1_shard000000:raw_fake_11labs_0f85e36b528d1501587cdc69c94fdf7f,raw/ruasd/slices/ood-100/raw_fake_11labs_0f85e36b528d1501587cdc69c94fdf7f.wav,68b017b1c42f7b4906d9d9f31ec85dc07c11e9b2af1a4a24c2a72b633b1ee297,ood,spoof,ru,unknown,ruasd_ru_v1_shard000000:content:raw_fake_11labs_0f85e36b528d1501587cdc69c94fdf7f,ruasd_ru_v1_shard000000,CC-BY-NC-SA-4.0,RuASD CC-BY-NC-SA-4.0; personal research; OOD only,ruasd_ru_v1_shard000000:speaker:unknown,ruasd_ru_v1_shard000000:content:raw_fake_11labs_0f85e36b528d1501587cdc69c94fdf7f,2283b434255000d23eb776d585c2da397944e854e9b5cca5bef8a812fa3d0461,9.613061224489796,tts,11labs,unspecified_by_source,ruasd_ru_v1_shard000000:voice:unknown,,unknown,synthetic_tts_ruasd,44100,wav,,,2026-08-09T04:28:05.188480Z
ruasd_ru_v1_shard000000:raw_fake_11labs_2009203b8e6a70acc2435431a8bf2fea,raw/ruasd/slices/ood-100/raw_fake_11labs_2009203b8e6a70acc2435431a8bf2fea.wav,0dd7a3b36afe4547b64b418daed7a04d81dbf4fdad672143d690bbf42f8d451d,ood,spoof,ru,unknown,ruasd_ru_v1_shard000000:content:raw_fake_11labs_2009203b8e6a70acc2435431a8bf2fea,ruasd_ru_v1_shard000000,CC-BY-NC-SA-4.0,RuASD CC-BY-NC-SA-4.0; personal research; OOD only,ruasd_ru_v1_shard000000:speaker:unknown,ruasd_ru_v1_shard000000:content:raw_fake_11labs_2009203b8e6a70acc2435431a8bf2fea,653d5355baa1a9e88757b3fb04d23c68b616de5197d5a8e6f7445cb7c7f9cdf0,6.817959183673469,tts,11labs,unspecified_by_source,ruasd_ru_v1_shard000000:voice:unknown,,unknown,synthetic_tts_ruasd,44100,wav,,,2026-08-09T04:28:05.188480Z
ruasd_ru_v1_shard000000:raw_fake_11labs_ea605cd3470990eaa806689cb73a159b,raw/ruasd/slices/ood-100/raw_fake_11labs_ea605cd3470990eaa806689cb73a159b.wav,728fdd8b09be367342a20ef02b68cffba76a6d3c539cba6b6ae08e981469854d,ood,spoof,ru,unknown,ruasd_ru_v1_shard000000:content:raw_fake_11labs_ea605cd3470990eaa806689cb73a159b,ruasd_ru_v1_shard000000,CC-BY-NC-SA-4.0,RuASD CC-BY-NC-SA-4.0; personal research; OOD only,ruasd_ru_v1_shard000000:speaker:unknown,ruasd_ru_v1_shard000000:content:raw_fake_11labs_ea605cd3470990eaa806689cb73a159b,fb525e0f08705c5b069e633911db502e3f3f765f5f04fc699bdb262acf92f7fc,27.115102040816325,tts,11labs,unspecified_by_source,ruasd_ru_v1_shard000000:voice:unknown,,unknown,synthetic_tts_ruasd,44100,wav,,,2026-08-09T04:28:05.188480Z
ruasd_ru_v1_shard000000:raw_fake_11labs_7c5edc29dab78220d40a756a2d5c6ae5,raw/ruasd/slices/ood-100/raw_fake_11labs_7c5edc29dab78220d40a756a2d5c6ae5.wav,80fe32f2eb51a21b24363ff933cfaed6da984c563c504d0fe79e75ce763e1913,ood,spoof,ru,unknown,ruasd_ru_v1_shard000000:content:raw_fake_11labs_7c5edc29dab78220d40a756a2d5c6ae5,ruasd_ru_v1_shard000000,CC-BY-NC-SA-4.0,RuASD CC-BY-NC-SA-4.0; personal research; OOD only,ruasd_ru_v1_shard000000:speaker:unknown,ruasd_ru_v1_shard000000:content:raw_fake_11labs_7c5edc29dab78220d40a756a2d5c6ae5,96c79ef8a4392dbd73d8653e91c7546ab115a0f02352322b1c7865d391a1ba71,41.926530612244896,tts,11labs,unspecified_by_source,ruasd_ru_v1_shard000000:voice:unknown,,unknown,synthetic_tts_ruasd,44100,wav,,,2026-08-09T04:28:05.188480Z
ruasd_ru_v1_shard000000:raw_fake_11labs_220fecb296efc8fb0807de5957abea47,raw/ruasd/slices/ood-100/raw_fake_11labs_220fecb296efc8fb0807de5957abea47.wav,d5d2423b1305cb4a17cb5a49e6eca90705ad7b35f46580481f4238715e1c7ff2,ood,spoof,ru,unknown,ruasd_ru_v1_shard000000:content:raw_fake_11labs_220fecb296efc8fb0807de5957abea47,ruasd_ru_v1_shard000000,CC-BY-NC-SA-4.0,RuASD CC-BY-NC-SA-4.0; personal research; OOD only,ruasd_ru_v1_shard000000:speaker:unknown,ruasd_ru_v1_shard000000:content:raw_fake_11labs_220fecb296efc8fb0807de5957abea47,21419e7c4de28e9c21f236f6337a0b55ed0f19c32b35ca45c76474b3797bdbfa,10.057142857142857,tts,11labs,unspecified_by_source,ruasd_ru_v1_shard000000:voice:unknown,,unknown,synthetic_tts_ruasd,44100,wav,,,2026-08-09T04:28:05.188480Z
ruasd_ru_v1_shard000000:raw_fake_11labs_387bf78f3a78aae352174480dbba79df,raw/ruasd/slices/ood-100/raw_fake_11labs_387bf78f3a78aae352174480dbba79df.wav,3d7214c1947883b3ae0e40ce8018535c4977dc1d74e950f7e9efcbe0e59ced6c,ood,spoof,ru,unknown,ruasd_ru_v1_shard000000:content:raw_fake_11labs_387bf78f3a78aae352174480dbba79df,ruasd_ru_v1_shard000000,CC-BY-NC-SA-4.0,RuASD CC-BY-NC-SA-4.0; personal research; OOD only,ruasd_ru_v1_shard000000:speaker:unknown,ruasd_ru_v1_shard000000:content:raw_fake_11labs_387bf78f3a78aae352174480dbba79df,7e5123cba386002870fe432ae2dd16300641284c92c03b9a6854be998c587e77,23.666938775510204,tts,11labs,unspecified_by_source,ruasd_ru_v1_shard000000:voice:unknown,,unknown,synthetic_tts_ruasd,44100,wav,,,2026-08-09T04:28:05.188480Z
ruasd_ru_v1_shard000000:raw_fake_11labs_76ea79ff4cbac4111111d64144c04541,raw/ruasd/slices/ood-100/raw_fake_11labs_76ea79ff4cbac4111111d64144c04541.wav,b57bc94fc67756c922cc38f3fc1d75b0692302c5fff089086c176fadc56fcb1a,ood,spoof,ru,unknown,ruasd_ru_v1_shard000000:content:raw_fake_11labs_76ea79ff4cbac4111111d64144c04541,ruasd_ru_v1_shard000000,CC-BY-NC-SA-4.0,RuASD CC-BY-NC-SA-4.0; personal research; OOD only,ruasd_ru_v1_shard000000:speaker:unknown,ruasd_ru_v1_shard000000:content:raw_fake_11labs_76ea79ff4cbac4111111d64144c04541,b8cd47e42be8ef8919a8a987ec8b247c9d6a261a5121a02ae02cca426a489a2d,17.449795918367347,tts,11labs,unspecified_by_source,ruasd_ru_v1_shard000000:voice:unknown,,unknown,synthetic_tts_ruasd,44100,wav,,,2026-08-09T04:28:05.188480Z
ruasd_ru_v1_shard000000:raw_fake_11labs_2642e20c5c38d79723d51f6bbbeb6e58,raw/ruasd/slices/ood-100/raw_fake_11labs_2642e20c5c38d79723d51f6bbbeb6e58.wav,ba89ddebd9b1674803014381ac28087e5f61c9b697316e3169d05cfee84d206b,ood,spoof,ru,unknown,ruasd_ru_v1_shard000000:content:raw_fake_11labs_2642e20c5c38d79723d51f6bbbeb6e58,ruasd_ru_v1_shard000000,CC-BY-NC-SA-4.0,RuASD CC-BY-NC-SA-4.0; personal research; OOD only,ruasd_ru_v1_shard000000:speaker:unknown,ruasd_ru_v1_shard000000:content:raw_fake_11labs_2642e20c5c38d79723d51f6bbbeb6e58,b7e6c04e22e54cc83cd7932dfb12a7f041c6372ca5a222a6d13cc7dba5f189ad,21.15918367346939,tts,11labs,unspecified_by_source,ruasd_ru_v1_shard000000:voice:unknown,,unknown,synthetic_tts_ruasd,44100,wav,,,2026-08-09T04:28:05.188480Z
ruasd_ru_v1_shard000000:raw_fake_11labs_8b3ef0ffe1d6e143f10724410839953a,raw/ruasd/slices/ood-100/raw_fake_11labs_8b3ef0ffe1d6e143f10724410839953a.wav,848f2a0df644ceb2682c7924cc57db906facaebc316566e2fb61a5e8f3da628b,ood,spoof,ru,unknown,ruasd_ru_v1_shard000000:content:raw_fake_11labs_8b3ef0ffe1d6e143f10724410839953a,ruasd_ru_v1_shard000000,CC-BY-NC-SA-4.0,RuASD CC-BY-NC-SA-4.0; personal research; OOD only,ruasd_ru_v1_shard000000:speaker:unknown,ruasd_ru_v1_shard000000:content:raw_fake_11labs_8b3ef0ffe1d6e143f10724410839953a,ccbfb0101bb59414fe80ec87f801a827ebb69befd25b66c6de707b2ec45b433c,5.746938775510204,tts,11labs,unspecified_by_source,ruasd_ru_v1_shard000000:voice:unknown,,unknown,synthetic_tts_ruasd,44100,wav,,,2026-08-09T04:28:05.188480Z
ruasd_ru_v1_shard000000:raw_fake_11labs_cd12f99c249638b422e5aab023cffbfa,raw/ruasd/slices/ood-100/raw_fake_11labs_cd12f99c249638b422e5aab023cffbfa.wav,15987ecb31e2626565fd7ba0f98740eed33ff782a297b4c9a3dcbf5c72565889,ood,spoof,ru,unknown,ruasd_ru_v1_shard000000:content:raw_fake_11labs_cd12f99c249638b422e5aab023cffbfa,ruasd_ru_v1_shard000000,CC-BY-NC-SA-4.0,RuASD CC-BY-NC-SA-4.0; personal research; OOD only,ruasd_ru_v1_shard000000:speaker:unknown,ruasd_ru_v1_shard000000:content:raw_fake_11labs_cd12f99c249638b422e5aab023cffbfa,93f9c7cfb610cfc95067550fd3bfa7823bf32cd205851cdc726112b2c87e950a,6.6873469387755105,tts,11labs,unspecified_by_source,ruasd_ru_v1_shard000000:voice:unknown,,unknown,synthetic_tts_ruasd,44100,wav,,,2026-08-09T04:28:05.188480Z
ruasd_ru_v1_shard000000:raw_fake_11labs_12b78fc984211a874efe4fef9c987476,raw/ruasd/slices/ood-100/raw_fake_11labs_12b78fc984211a874efe4fef9c987476.wav,c340476c90e3cefcba0ac65ab516f804daf224c1f971c66e1c875a35650fb9fb,ood,spoof,ru,unknown,ruasd_ru_v1_shard000000:content:raw_fake_11labs_12b78fc984211a874efe4fef9c987476,ruasd_ru_v1_shard000000,CC-BY-NC-SA-4.0,RuASD CC-BY-NC-SA-4.0; personal research; OOD only,ruasd_ru_v1_shard000000:speaker:unknown,ruasd_ru_v1_shard000000:content:raw_fake_11labs_12b78fc984211a874efe4fef9c987476,8d2bc76139c2c93620948005310c21ed5bdc4cf81426fc9dcd3ba3ed5ca67c61,22.987755102040815,tts,11labs,unspecified_by_source,ruasd_ru_v1_shard000000:voice:unknown,,unknown,synthetic_tts_ruasd,44100,wav,,,2026-08-09T04:28:05.188480Z
