protocol_id,packet_sha256,annotation_id,label,sample_id,audio_sha256,reviewer_pseudo_id,review_status,ru_evidence_audible,kk_evidence_audible,lexical_content_preserved,notes
mixed-acoustic-language-preservation-v1,225f5cfe70eb422ef4c5cf131c81537eefea3a4bc9eabd24ace4df87af620421,ksc2_v1:Test/podcasts/09_01_251,spoof,ksc2_mixed_v1_silero_v4:9cfebac4de8c5f7c,e97d3333ed2486b0dc31a8fede30b0a62f14be70997bc263d62ad17bffcacbd7,reviewer_2,pass,yes,yes,yes,
mixed-acoustic-language-preservation-v1,225f5cfe70eb422ef4c5cf131c81537eefea3a4bc9eabd24ace4df87af620421,ksc2_v1:Test/podcasts/09_01_292,bonafide,ksc2_v1:Test/podcasts/09_01_292,6b00b66f4f606124eeeb1d82135a8f203442db0065727ea2fee2161e25b086a7,reviewer_2,pass,yes,yes,yes,
mixed-acoustic-language-preservation-v1,225f5cfe70eb422ef4c5cf131c81537eefea3a4bc9eabd24ace4df87af620421,ksc2_v1:Test/podcasts/09_01_292,spoof,ksc2_mixed_v1_silero_v4:e9cf1780e984d30f,30a9033a0699e0d23fe7a02118c59ec8ff897a088748810ab3b66a55e73db36c,reviewer_2,pass,yes,yes,yes,
mixed-acoustic-language-preservation-v1,225f5cfe70eb422ef4c5cf131c81537eefea3a4bc9eabd24ace4df87af620421,ksc2_v1:Test/podcasts/09_03_020,bonafide,ksc2_v1:Test/podcasts/09_03_020,c165c9cb43e0c1f5649bbb89a9dfe3f64bac019530ceda429990e581f46b00aa,reviewer_2,pass,yes,yes,yes,
mixed-acoustic-language-preservation-v1,225f5cfe70eb422ef4c5cf131c81537eefea3a4bc9eabd24ace4df87af620421,ksc2_v1:Test/podcasts/09_03_020,spoof,ksc2_mixed_v1_silero_v4:1781a4db58b94804,0fb8e6411421591817fda56be618b3fd1d07a60c39c2987bf8193bef072a7671,reviewer_2,pass,yes,yes,yes,
mixed-acoustic-language-preservation-v1,225f5cfe70eb422ef4c5cf131c81537eefea3a4bc9eabd24ace4df87af620421,ksc2_v1:Test/podcasts/09_03_204,bonafide,ksc2_v1:Test/podcasts/09_03_204,c4e6b3f0ff0b55471820028d7c0e6594fb9ccd02ff017e80cf3696b7453b3b0e,reviewer_2,pass,yes,yes,yes,
mixed-acoustic-language-preservation-v1,225f5cfe70eb422ef4c5cf131c81537eefea3a4bc9eabd24ace4df87af620421,ksc2_v1:Test/podcasts/09_03_204,spoof,ksc2_mixed_v1_silero_v4:daba94ba32b28d64,d7a71a26ce0e2c7a55cab48eb512638669bf559b5b648df023d0354a81bff520,reviewer_2,pass,yes,yes,yes,
mixed-acoustic-language-preservation-v1,225f5cfe70eb422ef4c5cf131c81537eefea3a4bc9eabd24ace4df87af620421,ksc2_v1:Test/podcasts/09_03_220,bonafide,ksc2_v1:Test/podcasts/09_03_220,e8ab88c1c847c7ca5410c40c184974748bc59c460ffc6238a6150e7d4861160a,reviewer_2,pass,yes,yes,yes,
mixed-acoustic-language-preservation-v1,225f5cfe70eb422ef4c5cf131c81537eefea3a4bc9eabd24ace4df87af620421,ksc2_v1:Test/podcasts/09_03_220,spoof,ksc2_mixed_v1_silero_v4:7592bd924cf0b9bb,c511c505cf4652f3f9b38d4da87484a266f068c7bfb044779bf938c6f7df44cd,reviewer_2,pass,yes,yes,yes,
mixed-acoustic-language-preservation-v1,225f5cfe70eb422ef4c5cf131c81537eefea3a4bc9eabd24ace4df87af620421,ksc2_v1:Test/podcasts/09_03_251,bonafide,ksc2_v1:Test/podcasts/09_03_251,8c455615fd7b0c4d603d6cff4e54514452548bee7e6d7c58d4e5c8f7da639398,reviewer_2,pass,yes,yes,yes,
mixed-acoustic-language-preservation-v1,225f5cfe70eb422ef4c5cf131c81537eefea3a4bc9eabd24ace4df87af620421,ksc2_v1:Test/podcasts/09_03_251,spoof,ksc2_mixed_v1_silero_v4:42d94b3e44a4b306,71daba70d4e5e24aae84bee7b4d8ca40d26d781677f2a6fe1f6f56f08a870472,reviewer_2,pass,yes,yes,yes,
mixed-acoustic-language-preservation-v1,225f5cfe70eb422ef4c5cf131c81537eefea3a4bc9eabd24ace4df87af620421,ksc2_v1:Test/podcasts/09_03_287,bonafide,ksc2_v1:Test/podcasts/09_03_287,65a1303e3e936b0bd2f1465dc254ef2c1b1c5c3b411e584221b0908fe1643955,reviewer_2,pass,yes,yes,yes,
mixed-acoustic-language-preservation-v1,225f5cfe70eb422ef4c5cf131c81537eefea3a4bc9eabd24ace4df87af620421,ksc2_v1:Test/podcasts/09_03_287,spoof,ksc2_mixed_v1_silero_v4:4603a592b6de5104,98c9d4aca0ef5811a76ea0a9b9cb8b66b44aa34c6c6504320aff0d30b27d858b,reviewer_2,pass,yes,yes,yes,
mixed-acoustic-language-preservation-v1,225f5cfe70eb422ef4c5cf131c81537eefea3a4bc9eabd24ace4df87af620421,ksc2_v1:Test/podcasts/09_03_289,bonafide,ksc2_v1:Test/podcasts/09_03_289,fa086afe2e9a64eaebfed3b574c9911ecae96ded95b8cbd3b71d66cf28479137,reviewer_2,pass,yes,yes,yes,
mixed-acoustic-language-preservation-v1,225f5cfe70eb422ef4c5cf131c81537eefea3a4bc9eabd24ace4df87af620421,ksc2_v1:Test/podcasts/09_03_289,spoof,ksc2_mixed_v1_silero_v4:06fe43a97a8426ab,c0be16351c23811e3e344ed44eea636106e43d852c96b2acd5cf060471ae2bdd,reviewer_2,pass,yes,yes,yes,
mixed-acoustic-language-preservation-v1,225f5cfe70eb422ef4c5cf131c81537eefea3a4bc9eabd24ace4df87af620421,ksc2_v1:Test/podcasts/09_04_024,bonafide,ksc2_v1:Test/podcasts/09_04_024,2a6169a12af40f2a0f4ff4ce7dcbb58198593668c38f06204f86cc849f6bf726,reviewer_2,pass,yes,yes,yes,
mixed-acoustic-language-preservation-v1,225f5cfe70eb422ef4c5cf131c81537eefea3a4bc9eabd24ace4df87af620421,ksc2_v1:Test/podcasts/09_04_024,spoof,ksc2_mixed_v1_silero_v4:6602f2a2c607d0e9,40c1cb8e349bccb173c37b381f2f45e383253f81a862a7d021d954e7ff56e01c,reviewer_2,pass,yes,yes,yes,
mixed-acoustic-language-preservation-v1,225f5cfe70eb422ef4c5cf131c81537eefea3a4bc9eabd24ace4df87af620421,ksc2_v1:Test/podcasts/09_04_051,bonafide,ksc2_v1:Test/podcasts/09_04_051,b10ccd3025d06c578a22c4a5fed4c6d3a444af978a28cae8abdcdb4125430057,reviewer_2,pass,yes,yes,yes,
mixed-acoustic-language-preservation-v1,225f5cfe70eb422ef4c5cf131c81537eefea3a4bc9eabd24ace4df87af620421,ksc2_v1:Test/podcasts/09_04_051,spoof,ksc2_mixed_v1_silero_v4:8d6b41cf9dfe3d90,19c3c44617ec92a08d09ca539bbf43b25a69613d936a827e7a4ede8adc66091c,reviewer_2,pass,yes,yes,yes,
mixed-acoustic-language-preservation-v1,225f5cfe70eb422ef4c5cf131c81537eefea3a4bc9eabd24ace4df87af620421,ksc2_v1:Test/podcasts/09_04_072,bonafide,ksc2_v1:Test/podcasts/09_04_072,9d9a8b113c0709962dfbc592f9738f3e77d269ba0c1016442b407bf9917bdba4,reviewer_2,pass,yes,yes,yes,
mixed-acoustic-language-preservation-v1,225f5cfe70eb422ef4c5cf131c81537eefea3a4bc9eabd24ace4df87af620421,ksc2_v1:Test/podcasts/09_04_072,spoof,ksc2_mixed_v1_silero_v4:f92f395032d3ae6a,aa855dd1724cffae776c177d3ea3babe6e9b5c2fe797749752441cceaf432f5c,reviewer_2,pass,yes,yes,yes,
mixed-acoustic-language-preservation-v1,225f5cfe70eb422ef4c5cf131c81537eefea3a4bc9eabd24ace4df87af620421,ksc2_v1:Test/podcasts/09_04_074,bonafide,ksc2_v1:Test/podcasts/09_04_074,7c0f22d3cb8998c8a53a69b4058ef1a59ecdfbf5cacfe78f48ed02bfa9121c1c,reviewer_2,pass,yes,yes,yes,
mixed-acoustic-language-preservation-v1,225f5cfe70eb422ef4c5cf131c81537eefea3a4bc9eabd24ace4df87af620421,ksc2_v1:Test/podcasts/09_04_074,spoof,ksc2_mixed_v1_silero_v4:b93d6d6134899717,cef12e90de20588c288d0ef435840db8219e31e4afe132ee543885dd72846fe4,reviewer_2,pass,yes,yes,yes,
mixed-acoustic-language-preservation-v1,225f5cfe70eb422ef4c5cf131c81537eefea3a4bc9eabd24ace4df87af620421,ksc2_v1:Test/podcasts/09_04_099,bonafide,ksc2_v1:Test/podcasts/09_04_099,efd40ecef6801e908aebe8c4a66fe4a12a40f707370efb1969948d43329d7c9d,reviewer_2,pass,yes,yes,yes,
mixed-acoustic-language-preservation-v1,225f5cfe70eb422ef4c5cf131c81537eefea3a4bc9eabd24ace4df87af620421,ksc2_v1:Test/podcasts/09_04_099,spoof,ksc2_mixed_v1_silero_v4:640d509a993ecd79,1108ffcfbc6e1c6746e7036163cfd57bea4407ab550945ef214068967ed4622f,reviewer_2,pass,yes,yes,yes,
mixed-acoustic-language-preservation-v1,225f5cfe70eb422ef4c5cf131c81537eefea3a4bc9eabd24ace4df87af620421,ksc2_v1:Test/podcasts/09_04_212,bonafide,ksc2_v1:Test/podcasts/09_04_212,87966856f4982dce9134f760baae2800a18153c62d8bce54267da77f27f76572,reviewer_2,pass,yes,yes,yes,
mixed-acoustic-language-preservation-v1,225f5cfe70eb422ef4c5cf131c81537eefea3a4bc9eabd24ace4df87af620421,ksc2_v1:Test/podcasts/09_04_212,spoof,ksc2_mixed_v1_silero_v4:e576aabf1da84428,033359f5d6bb260135569fc03dc73c9e7808ea93f205bf47baf6f332565b61d1,reviewer_2,pass,yes,yes,yes,
mixed-acoustic-language-preservation-v1,225f5cfe70eb422ef4c5cf131c81537eefea3a4bc9eabd24ace4df87af620421,ksc2_v1:Test/radio/01_04_072,bonafide,ksc2_v1:Test/radio/01_04_072,3ae3f7bd3ad3c6be4cc87c747da662c2298bd6c49ede85e2e61142cf5a6bf840,reviewer_2,pass,yes,yes,yes,
mixed-acoustic-language-preservation-v1,225f5cfe70eb422ef4c5cf131c81537eefea3a4bc9eabd24ace4df87af620421,ksc2_v1:Test/radio/01_04_072,spoof,ksc2_mixed_v1_silero_v4:c6c5652028c34faf,06e7816169b3dc6745c6394d4d6b55617a8eb58cd264f2287655f70dc5e8b4f9,reviewer_2,pass,yes,yes,yes,
mixed-acoustic-language-preservation-v1,225f5cfe70eb422ef4c5cf131c81537eefea3a4bc9eabd24ace4df87af620421,ksc2_v1:Test/radio/01_05_157,bonafide,ksc2_v1:Test/radio/01_05_157,9bf83f9322783227eed20500434da8d19bf199760604495b6be8434642c7dfb1,reviewer_2,pass,yes,yes,yes,
mixed-acoustic-language-preservation-v1,225f5cfe70eb422ef4c5cf131c81537eefea3a4bc9eabd24ace4df87af620421,ksc2_v1:Test/radio/01_05_157,spoof,ksc2_mixed_v1_silero_v4:1c795218500d5f2c,d8a3153368e6f3618c50dd4e82095bf29b2eb92cb6bdcfc08c7e1ceb55f75dce,reviewer_2,pass,yes,yes,yes,
mixed-acoustic-language-preservation-v1,225f5cfe70eb422ef4c5cf131c81537eefea3a4bc9eabd24ace4df87af620421,ksc2_v1:Test/radio/01_05_194,bonafide,ksc2_v1:Test/radio/01_05_194,4fa2c3fc3fbfe65be3b7ef7bc23b378bc3e5d05edf5150851f2b677e7851b30d,reviewer_2,pass,yes,yes,yes,
mixed-acoustic-language-preservation-v1,225f5cfe70eb422ef4c5cf131c81537eefea3a4bc9eabd24ace4df87af620421,ksc2_v1:Test/radio/01_05_194,spoof,ksc2_mixed_v1_silero_v4:1ecf892af069115f,e02d7df855902ec6b9d2f7b1113ece00039b66951a6f1a32eeb5d1964600d3b1,reviewer_2,pass,yes,yes,yes,
mixed-acoustic-language-preservation-v1,225f5cfe70eb422ef4c5cf131c81537eefea3a4bc9eabd24ace4df87af620421,ksc2_v1:Test/radio/01_05_274,bonafide,ksc2_v1:Test/radio/01_05_274,8c464145c448bceb94a858b12241737553db22e74d9dc1a937df3f48c4a01217,reviewer_2,pass,yes,yes,yes,
mixed-acoustic-language-preservation-v1,225f5cfe70eb422ef4c5cf131c81537eefea3a4bc9eabd24ace4df87af620421,ksc2_v1:Test/radio/01_05_274,spoof,ksc2_mixed_v1_silero_v4:a08a0c2f0449f48a,8860cf34ecb0a7fdf9d2ad6366d71dd013acf91d6660fa49b69b16cfc4a70a3c,reviewer_2,pass,yes,yes,yes,
mixed-acoustic-language-preservation-v1,225f5cfe70eb422ef4c5cf131c81537eefea3a4bc9eabd24ace4df87af620421,ksc2_v1:Test/talkshow/01_02_067,bonafide,ksc2_v1:Test/talkshow/01_02_067,e5f087c688b43fc20a38af86faa5ea597ba01e0d7f850ff09fc972e33da0262d,reviewer_2,pass,yes,yes,yes,
mixed-acoustic-language-preservation-v1,225f5cfe70eb422ef4c5cf131c81537eefea3a4bc9eabd24ace4df87af620421,ksc2_v1:Test/talkshow/01_02_067,spoof,ksc2_mixed_v1_silero_v4:80ac3a0650917421,a961cf0b2e18dddbdeefdde3dda0784017f38261ddada86d885a671c18862c9e,reviewer_2,pass,yes,yes,yes,
mixed-acoustic-language-preservation-v1,225f5cfe70eb422ef4c5cf131c81537eefea3a4bc9eabd24ace4df87af620421,ksc2_v1:Test/talkshow/01_02_093,bonafide,ksc2_v1:Test/talkshow/01_02_093,54c3bec0846616a5bdee3338ffa20b73c3f38e2d495e9a2e1d2d1d9d5fd4e9a2,reviewer_2,pass,yes,yes,yes,
mixed-acoustic-language-preservation-v1,225f5cfe70eb422ef4c5cf131c81537eefea3a4bc9eabd24ace4df87af620421,ksc2_v1:Test/talkshow/01_02_093,spoof,ksc2_mixed_v1_silero_v4:6c0ed7494dc65130,5af2360d50805d640acf2a0aea6ac6e286f4db901284cf0cb93c08fb0feed8fa,reviewer_2,pass,yes,yes,yes,
mixed-acoustic-language-preservation-v1,225f5cfe70eb422ef4c5cf131c81537eefea3a4bc9eabd24ace4df87af620421,ksc2_v1:Test/talkshow/01_02_109,bonafide,ksc2_v1:Test/talkshow/01_02_109,a7b4c19938d978d03b61d10c91ea35abc5a42fcfc81d9d0578b26279f8cceb81,reviewer_2,pass,yes,yes,yes,
mixed-acoustic-language-preservation-v1,225f5cfe70eb422ef4c5cf131c81537eefea3a4bc9eabd24ace4df87af620421,ksc2_v1:Test/talkshow/01_02_109,spoof,ksc2_mixed_v1_silero_v4:50046b64acc431a4,f59188db6d388a790385d19b759ce5b4d7e31010af93164a0a6429d2c4288876,reviewer_2,pass,yes,yes,yes,
mixed-acoustic-language-preservation-v1,225f5cfe70eb422ef4c5cf131c81537eefea3a4bc9eabd24ace4df87af620421,ksc2_v1:Test/talkshow/01_02_110,bonafide,ksc2_v1:Test/talkshow/01_02_110,49213c8fcb0f31b207c1e578dc1cfd4d214f5a67359d08bc413e3869539d1473,reviewer_2,pass,yes,yes,yes,
mixed-acoustic-language-preservation-v1,225f5cfe70eb422ef4c5cf131c81537eefea3a4bc9eabd24ace4df87af620421,ksc2_v1:Test/talkshow/01_02_110,spoof,ksc2_mixed_v1_silero_v4:807fc5362467e85b,04689caec105b8a4ce405cccfe200066f293db6ee6d4249224be6d163a91f9fd,reviewer_2,pass,yes,yes,yes,
mixed-acoustic-language-preservation-v1,225f5cfe70eb422ef4c5cf131c81537eefea3a4bc9eabd24ace4df87af620421,ksc2_v1:Test/talkshow/01_02_274,bonafide,ksc2_v1:Test/talkshow/01_02_274,af49a318ebb2762e1a1fbed3388b8b835461d00c60e966ea7cd4694f555b5d06,reviewer_2,pass,yes,yes,yes,
mixed-acoustic-language-preservation-v1,225f5cfe70eb422ef4c5cf131c81537eefea3a4bc9eabd24ace4df87af620421,ksc2_v1:Test/talkshow/01_02_274,spoof,ksc2_mixed_v1_silero_v4:c457488b7d58740a,7e530b9d83b985cf82e87c908b51d740948a68b885d9e0b7b9bf78f9ac2e195a,reviewer_2,pass,yes,yes,yes,
mixed-acoustic-language-preservation-v1,225f5cfe70eb422ef4c5cf131c81537eefea3a4bc9eabd24ace4df87af620421,ksc2_v1:Test/talkshow/01_02_277,bonafide,ksc2_v1:Test/talkshow/01_02_277,586eeb5ba1e2e67c9f3e5be43e65022f1e5cf7611f197dbb61000cc593a7dee7,reviewer_2,pass,yes,yes,yes,
mixed-acoustic-language-preservation-v1,225f5cfe70eb422ef4c5cf131c81537eefea3a4bc9eabd24ace4df87af620421,ksc2_v1:Test/talkshow/01_02_277,spoof,ksc2_mixed_v1_silero_v4:d7b70ac65b843e69,fd803065d267538fb40601413f850f9d9e38ede7145d85c24f8eff7eed57a512,reviewer_2,pass,yes,yes,yes,
