protocol_id,pairing_receipt_sha256,candidate_manifest_sha256,normalization_plan_sha256,sample_id,language,text_id,source_text_hash,audio_path,audio_sha256,source_text,synthesis_text,synthesis_text_sha256,normalizer_id
fresh-suite-stage-c-kazakhtts-full-acoustic-gate-v1,9012dcad2065d90072a41c5dd66eac08326156229b6ba08b87f4563998c2026a,64d2f54d59f05eeb9211db7fba3280036798fc94c91b30440122001caca215c9,d1f77e41349f6c787cf2cdbabfc09a1bfd3b153fd006ca4c2ec7d8975cfa9bf0,fresh_suite_v1_kazakhtts_tacotron2_pwg:6ac65b2f55adac97da94,kk,google_fleurs_kk_v1:prompt:1710,67c6d533c1bac8c9abd8001ded9b7d426fb483604f5d4459c66ce6b0b4002c84,data/processed/71/714d69c42c72a6a8c166740cab0daad57fdedcbb1ee987fb2b36008ef6f63de3.wav,9849a2cbd89e4b7b2c22c952f9a1594a940607548cdd7e88a52d626492531697,өткен аптада meti ұйымы оған apple компаниясы қызып кетудің 34 қосымша инциденті туралы хабарлағанын жариялады apple компаниясы оларды «ауыр емес» деп атады,өткен аптада мети ұйымы оған эппл компаниясы қызып кетудің отыз төрт қосымша инциденті туралы хабарлағанын жариялады эппл компаниясы оларды ауыр емес деп атады,67173b7f4571bfd7213564e4d3b9ff500ff2aa49f00ab9f0d65b0b3cf05f6dcb,stage_c_kazakhtts_text_v1
fresh-suite-stage-c-kazakhtts-full-acoustic-gate-v1,9012dcad2065d90072a41c5dd66eac08326156229b6ba08b87f4563998c2026a,64d2f54d59f05eeb9211db7fba3280036798fc94c91b30440122001caca215c9,d1f77e41349f6c787cf2cdbabfc09a1bfd3b153fd006ca4c2ec7d8975cfa9bf0,fresh_suite_v1_kazakhtts_tacotron2_pwg:ec6ac7585fa0a8381122,kk,google_fleurs_kk_v1:prompt:1716,1e0e5448e05cd9a08ba5fde4b762a441a1738e872f9429ede8487f0ef5a0aad7,data/processed/bf/bfa2d1a755699891d8c020b494442ff111a6d0bbe5b6778d59e79e8fe36864af.wav,0af0ebb2825651a8e1cbbcda53e6c98abb0651adf3b47dddbbf890bfbed7d9ca,tmz ойын-сауық жаңалықтары веб-сайты фотограф сепулведа бульварының арғы жағында көлігін тоқтатқанын және полицияның жолдан өту алдында тоқтағанының және жалғастырғанының бұл жол қозғалысын реттеп тұрған калифорния автомагистральдік патруль полициясы қызметкерінің оған кері жүру туралы екі рет бұйрық бергенінің суреттерін түсіруге әрекеттенгенін түсінеді,ти эм зи ойын-сауық жаңалықтары веб-сайты фотограф сепулведа бульварының арғы жағында көлігін тоқтатқанын және полицияның жолдан өту алдында тоқтағанының және жалғастырғанының бұл жол қозғалысын реттеп тұрған калифорния автомагистральдік патруль полициясы қызметкерінің оған кері жүру туралы екі рет бұйрық бергенінің суреттерін түсіруге әрекеттенгенін түсінеді,c9383270061b698ff0855eac7df187b7fb2fe30be5336b71fb84e9c3e7cce3b4,stage_c_kazakhtts_text_v1
fresh-suite-stage-c-kazakhtts-full-acoustic-gate-v1,9012dcad2065d90072a41c5dd66eac08326156229b6ba08b87f4563998c2026a,64d2f54d59f05eeb9211db7fba3280036798fc94c91b30440122001caca215c9,d1f77e41349f6c787cf2cdbabfc09a1bfd3b153fd006ca4c2ec7d8975cfa9bf0,fresh_suite_v1_kazakhtts_tacotron2_pwg:39dfd41111be70123f5b,kk,google_fleurs_kk_v1:prompt:1718,a374573919f738ec80949c495d7bdc7d72290522ffcda4d4fce6e275e8e5295d,data/processed/c2/c28c728584fb2e7f33e38ba89a15f272b3bafdf9fa8ebd80c55b4f745e18a44e.wav,b5b5e91780964fadb20948bc6351fd156863c33a8af320df7ceeac19eb960ee9,антиквариат болып табылатын бұйымдар үшін ортақ анықтама берілмеген кейбір салық органдары 100 жастан асқан бұймыдарды антиквариат деп атайды,антиквариат болып табылатын бұйымдар үшін ортақ анықтама берілмеген кейбір салық органдары жүз жастан асқан бұймыдарды антиквариат деп атайды,d58f1980642f898c1e0ed60c83df0b951dc5bfce2aa7ee945d5ed0b9201b7b3e,stage_c_kazakhtts_text_v1
fresh-suite-stage-c-kazakhtts-full-acoustic-gate-v1,9012dcad2065d90072a41c5dd66eac08326156229b6ba08b87f4563998c2026a,64d2f54d59f05eeb9211db7fba3280036798fc94c91b30440122001caca215c9,d1f77e41349f6c787cf2cdbabfc09a1bfd3b153fd006ca4c2ec7d8975cfa9bf0,fresh_suite_v1_kazakhtts_tacotron2_pwg:720bf2c9549e4cc43a48,kk,google_fleurs_kk_v1:prompt:1721,7dac5ed8778a90bfd5c299670775739c92adeb7a3b1da29b871d7179ce4dcfea,data/processed/24/24395fa1b50991e6f2cf0d34d303214ff50d7e8047484c71e74793a627589c91.wav,e03e645a857646fc26fa1cedf388a66e17aef29890e8acb9f100bae521ffab61,1963 жылы тоған салынғаннан кейін тасындылардың жайылуына себеп болатын маусымдық су тасқыны тоқтатылды,бір мың тоғыз жүз алпыс үш жылы тоған салынғаннан кейін тасындылардың жайылуына себеп болатын маусымдық су тасқыны тоқтатылды,6264d8624a6e29736cf088df6fab6fa60999b0d3c08de22e66df7ac7a29f1f73,stage_c_kazakhtts_text_v1
fresh-suite-stage-c-kazakhtts-full-acoustic-gate-v1,9012dcad2065d90072a41c5dd66eac08326156229b6ba08b87f4563998c2026a,64d2f54d59f05eeb9211db7fba3280036798fc94c91b30440122001caca215c9,d1f77e41349f6c787cf2cdbabfc09a1bfd3b153fd006ca4c2ec7d8975cfa9bf0,fresh_suite_v1_kazakhtts_tacotron2_pwg:79d813026ca033c8f596,kk,google_fleurs_kk_v1:prompt:1722,d69aa37538e13dff2d2f9bb2286e4db9fba74b4991b20dc04c832c1c240ae10c,data/processed/00/00250d5b54f623b634fd943c521fa8f56cee4f6b6899119a07ece8f2281e6764.wav,95cc437b82fc0a79dbdc9893b770687f0b5aa6ec5f329fd533834bb7b812a568,53 жастағы куомо өзінің губернатор лауазымына осы жылдың басында келді және өткен айда бір жынысты некені заңдастырушы заң жобасына қол қойды,елу үш жастағы куомо өзінің губернатор лауазымына осы жылдың басында келді және өткен айда бір жынысты некені заңдастырушы заң жобасына қол қойды,e86ae9fcf66fd0778782aeaba2f734faeed7b5b76282d8318d8272c73173589f,stage_c_kazakhtts_text_v1
fresh-suite-stage-c-kazakhtts-full-acoustic-gate-v1,9012dcad2065d90072a41c5dd66eac08326156229b6ba08b87f4563998c2026a,64d2f54d59f05eeb9211db7fba3280036798fc94c91b30440122001caca215c9,d1f77e41349f6c787cf2cdbabfc09a1bfd3b153fd006ca4c2ec7d8975cfa9bf0,fresh_suite_v1_kazakhtts_tacotron2_pwg:3809a377f2709093e211,kk,google_fleurs_kk_v1:prompt:1723,74e7d6bc21713b1576ac1cabe5b5da32087919e26a2bad84c80fad769d1fed84,data/processed/1a/1abec939597298caf53df65e9483b55e3657ece4ad258176a30a0ff7a352193c.wav,1a9ad68b167db8bc72a828ce7ba7599a3a6f526c5c7894454435d60057fccb5b,бұл портта 1889 жылы әскери-теңіз флоттарының қайғылы қарама-қарсы келуі болған германияның ақш-тың және британияның жеті кемесі порттан кетуден бас тартқан,бұл портта бір мың сегіз жүз сексен тоғыз жылы әскери-теңіз флоттарының қайғылы қарама-қарсы келуі болған германияның ақш-тың және британияның жеті кемесі порттан кетуден бас тартқан,c269f2ebbc31ff718cbed71e3b42b897cad2faab1e3d1a7f82ea7bbb4af3c52e,stage_c_kazakhtts_text_v1
fresh-suite-stage-c-kazakhtts-full-acoustic-gate-v1,9012dcad2065d90072a41c5dd66eac08326156229b6ba08b87f4563998c2026a,64d2f54d59f05eeb9211db7fba3280036798fc94c91b30440122001caca215c9,d1f77e41349f6c787cf2cdbabfc09a1bfd3b153fd006ca4c2ec7d8975cfa9bf0,fresh_suite_v1_kazakhtts_tacotron2_pwg:c09d130b815e308df1ca,kk,google_fleurs_kk_v1:prompt:1724,3c9346ebd03d3b61c78245f8192abc59a851cf2cc0eaf00753fc2925986e2c9b,data/processed/35/35078dfdaeeb32df5444309d5c2e9c7ab69b280e9c0b8cb747340be2d7d67c5f.wav,4b7f7ae038e1380f16a4ddec40040972d9ec0920a7591815805dc7ab07190ea2,ол шамамен 400 жылдан бастап салтанаттың эпицентріне ретінде белгілі болды және шамамен 1100 жылға дейін созылды,ол шамамен төрт жүз жылдан бастап салтанаттың эпицентріне ретінде белгілі болды және шамамен бір мың жүз жылға дейін созылды,ed3bf40a921890c176c0048ca6b71db70e8fa296a56b7366533c94c864ca3f56,stage_c_kazakhtts_text_v1
fresh-suite-stage-c-kazakhtts-full-acoustic-gate-v1,9012dcad2065d90072a41c5dd66eac08326156229b6ba08b87f4563998c2026a,64d2f54d59f05eeb9211db7fba3280036798fc94c91b30440122001caca215c9,d1f77e41349f6c787cf2cdbabfc09a1bfd3b153fd006ca4c2ec7d8975cfa9bf0,fresh_suite_v1_kazakhtts_tacotron2_pwg:605b701708477be72d6c,kk,google_fleurs_kk_v1:prompt:1725,b0b7886ee0c8b3db52a769888c2283125217ffeef174515e1771810fb089e58d,data/processed/21/21eb36332eba04ddac5375a3e65f9bad87f1137447dbcf8843d0a2d9f8b1306e.wav,14326d440a572f76c997cdcdf8051464eb855c14884c1cf5bcdc85fca22ef425,ертеректе шығындарды азайту және функционалдылық факторларына байланысты бүкіл әлемде шығарылған asus eee компьютері 2007 жылғы тайбэй ат айлығының өзекті тақырыбына айналды,ертеректе шығындарды азайту және функционалдылық факторларына байланысты бүкіл әлемде шығарылған асус и и и компьютері екі мың жеті жылғы тайбэй ат айлығының өзекті тақырыбына айналды,6f93f50b62e906f1f2b44b9a52325b2f969d901f646d2fb4e9199d17561ccee0,stage_c_kazakhtts_text_v1
fresh-suite-stage-c-kazakhtts-full-acoustic-gate-v1,9012dcad2065d90072a41c5dd66eac08326156229b6ba08b87f4563998c2026a,64d2f54d59f05eeb9211db7fba3280036798fc94c91b30440122001caca215c9,d1f77e41349f6c787cf2cdbabfc09a1bfd3b153fd006ca4c2ec7d8975cfa9bf0,fresh_suite_v1_kazakhtts_tacotron2_pwg:56ac7c4b26ff8bc27bba,kk,google_fleurs_kk_v1:prompt:1730,eb940186bafe7976880d4b1127f88d5d373ce75012603319652f74ca2bf5a15d,data/processed/66/66bef63cfe11fd82b60d9379548fa9bfaec86c6f7d570fc08839f1422b32bd31.wav,6431d55f8653b8405274a15a51ec351d53f245b792e7b71ee15a9b84dc86c691,автобустар күні бойы ауданаралық автовокзалдан өзеннің бойымен шығады дегенмен көбісі әсіресе шығысқа және джакарға/бумтангқа бет алғандары 06:30 және 07: 30 аралығында шығады,автобустар күні бойы ауданаралық автовокзалдан өзеннің бойымен шығады дегенмен көбісі әсіресе шығысқа және джакарға бумтангқа бет алғандары нөл алты:отыз және нөл жеті: отыз аралығында шығады,bb3e4d68778056d4c5e0248166120549eb26d4cfaf56e8554b8e3e049191dec4,stage_c_kazakhtts_text_v1
fresh-suite-stage-c-kazakhtts-full-acoustic-gate-v1,9012dcad2065d90072a41c5dd66eac08326156229b6ba08b87f4563998c2026a,64d2f54d59f05eeb9211db7fba3280036798fc94c91b30440122001caca215c9,d1f77e41349f6c787cf2cdbabfc09a1bfd3b153fd006ca4c2ec7d8975cfa9bf0,fresh_suite_v1_kazakhtts_tacotron2_pwg:17bbc8fcbbb32292154b,kk,google_fleurs_kk_v1:prompt:1732,18e44ce48fec5bcf6cc5a8d747ce9b977fcc1c1d2f080e7f4af5c98bc810d94c,data/processed/96/96cf2d5f24a183631a1b39bf124d4179b9e8d6a1aa3ae3ccaa6792a86d6deade.wav,ebda02dd3d2ce1847e1e6fa402021c6f26d6418db27bcc56e8f67fab7df50ba0,оқиғалар еуропа тарихындағы 11 12 және 13 ғасырларды қамтитын орта ғасырлардың ортаңғы кезеңінде б.з. 1000-1300 жылдар орын алған,оқиғалар еуропа тарихындағы он бір он екі және он үш ғасырларды қамтитын орта ғасырлардың ортаңғы кезеңінде біздің заманымыздың бір мың-бір мың үш жүз жылдар орын алған,81a47284164b6697c3a69254b07a292bd496208fff3c3bd07d1da2e95ecf5bc2,stage_c_kazakhtts_text_v1
fresh-suite-stage-c-kazakhtts-full-acoustic-gate-v1,9012dcad2065d90072a41c5dd66eac08326156229b6ba08b87f4563998c2026a,64d2f54d59f05eeb9211db7fba3280036798fc94c91b30440122001caca215c9,d1f77e41349f6c787cf2cdbabfc09a1bfd3b153fd006ca4c2ec7d8975cfa9bf0,fresh_suite_v1_kazakhtts_tacotron2_pwg:82e1aff5a71c774045e1,kk,google_fleurs_kk_v1:prompt:1733,22cda6af6f716daa55b90ab43ec92590c42206e2e662c6913517c94646abddbb,data/processed/30/3071a79d80bb870433d60957ed9098524ffbe60d94ea597ea33d1ff027dbdec4.wav,2ad4d22680d335a2a757f693145b844abab28e3a0ca66e8dcbab4adf9422d6f3,оның 78 ұсынысының біріншісі ирактың шекарасын дұшпандық араласудан қорғау және көршілерімен дипломатиялық қатынастарды қайта орнату үшін осы жылдың соңына дейін жаңа дипломатиялық бастама қолға алынуы керек,оның жетпіс сегіз ұсынысының біріншісі ирактың шекарасын дұшпандық араласудан қорғау және көршілерімен дипломатиялық қатынастарды қайта орнату үшін осы жылдың соңына дейін жаңа дипломатиялық бастама қолға алынуы керек,a2877ea0279a01ccf47eaddec1ede46a3c86efb2e07c4930dfb4136822fd4d8c,stage_c_kazakhtts_text_v1
fresh-suite-stage-c-kazakhtts-full-acoustic-gate-v1,9012dcad2065d90072a41c5dd66eac08326156229b6ba08b87f4563998c2026a,64d2f54d59f05eeb9211db7fba3280036798fc94c91b30440122001caca215c9,d1f77e41349f6c787cf2cdbabfc09a1bfd3b153fd006ca4c2ec7d8975cfa9bf0,fresh_suite_v1_kazakhtts_tacotron2_pwg:4076b5c20779ebb133be,kk,google_fleurs_kk_v1:prompt:1735,2f622a50216cc4a3b801f3fbabcd778c08fa9029d65a3aae0c626760a1c420d9,data/processed/44/4468aa52f5a44a9cdb30529b02db8c44cdf06ba2412637aa2a952ab9be3e4e56.wav,f84f1a258274f2d3e6e73c6da5186b92d3d84413fae4492685c17dfcda94d886,америка құрама штаттарындағы принстон университетінің және швециядағы упсала университетінің зерттеушілері бар болғаны екі буында жаңа түрдің пайда болғанын мәлімдеді дегенмен бұл процесс дарвиннің шұбар шымшығын геоспиза шұбар шымшығын және иммигрант кактус шұбар шымшығын geospiza conirostris будандастыруға байланысты бұл процесс әлдеқайда ұзағыраққа созылады деп есептеліп келген,америка құрама штаттарындағы принстон университетінің және швециядағы упсала университетінің зерттеушілері бар болғаны екі буында жаңа түрдің пайда болғанын мәлімдеді дегенмен бұл процесс дарвиннің шұбар шымшығын геоспиза шұбар шымшығын және иммигрант кактус шұбар шымшығын геоспиза конирострис будандастыруға байланысты бұл процесс әлдеқайда ұзағыраққа созылады деп есептеліп келген,9cee142f3948dc5f53bcfe42a381ae0d71937f0e2a0719f1111207f416978eae,stage_c_kazakhtts_text_v1
fresh-suite-stage-c-kazakhtts-full-acoustic-gate-v1,9012dcad2065d90072a41c5dd66eac08326156229b6ba08b87f4563998c2026a,64d2f54d59f05eeb9211db7fba3280036798fc94c91b30440122001caca215c9,d1f77e41349f6c787cf2cdbabfc09a1bfd3b153fd006ca4c2ec7d8975cfa9bf0,fresh_suite_v1_kazakhtts_tacotron2_pwg:942662023937f4be9f46,kk,google_fleurs_kk_v1:prompt:1736,7da35bf9d0630756f833e6338cd7be4a45a9a8086659beaf57b76db13d38a1d1,data/processed/35/35dd6f3f2442a084cc759c41bda5a14c5b505180a295ef71b538db12ff095306.wav,7747dfece8e45cfe17ce96a25c52391924a6c1494989bf8b8c76cf5eaf6f2ee5,роландо мендоза m16 мылтығымен туристтерге оқ жаудырды,роландо мендоза эм он алты мылтығымен туристтерге оқ жаудырды,5b6f29e7b0f7b81e512c7b514ac8ec3ae8a93b555bb987c7f3adcd95676f08b6,stage_c_kazakhtts_text_v1
