sample_id,relative_path,sha256,split,label,language,code_switch,parent_group_id,source_name,source_license,rights_basis,speaker_pseudo_id,text_id,text_hash,duration_s,generator_family,generator_name,generator_version,voice_id,clone_consent_id,device,capture_route,original_sr,codec,augmentation_chain,augmentation_seed,created_at
ksc_slr102:5f60e7729898b,raw/ksc_slr102/slices/derived-v3-base-450/Audios_flac/5f60e7729898b.flac,337a39139c519696ff1cbe11632118e37f3a1e730f2b385a1310df59c5efbf20,test,bonafide,kk,unknown,ksc_slr102:source-split:test,ksc_slr102,https://creativecommons.org/licenses/by/4.0/,"OpenSLR SLR102 / KSC, CC-BY-4.0; attribution retained",ksc_slr102:source-split:test:speaker-unknown,ksc_slr102:5f60e7729898b,2d69641bb9168ce8f0fa2b29c9ae5cea76c421a7dd3688d8f050164aa4eb89b8,8.192,,,,,,unknown,crowdsourced_web_recording,16000,flac,,,2026-08-10T00:00:00Z
ksc_slr102:5f6065de17554,raw/ksc_slr102/slices/derived-v3-base-450/Audios_flac/5f6065de17554.flac,aa2e984db37761165ee4c0d02b4d73b15dfe0b0bf935baeecbb83ea8e7b9b14c,test,bonafide,kk,unknown,ksc_slr102:source-split:test,ksc_slr102,https://creativecommons.org/licenses/by/4.0/,"OpenSLR SLR102 / KSC, CC-BY-4.0; attribution retained",ksc_slr102:source-split:test:speaker-unknown,ksc_slr102:5f6065de17554,a30879a062719874e3001a92e9c13f61c63dcf2f8b56ed45bf0a9de3e6d0b40f,7.0826875,,,,,,unknown,crowdsourced_web_recording,16000,flac,,,2026-08-10T00:00:00Z
ksc_slr102:5f5687e6865cd,raw/ksc_slr102/slices/derived-v3-base-450/Audios_flac/5f5687e6865cd.flac,7f8ea605cc97f9bb4fa01be8301acf0a399d17ad7b4156fac48b769d06366c33,test,bonafide,kk,unknown,ksc_slr102:source-split:test,ksc_slr102,https://creativecommons.org/licenses/by/4.0/,"OpenSLR SLR102 / KSC, CC-BY-4.0; attribution retained",ksc_slr102:source-split:test:speaker-unknown,ksc_slr102:5f5687e6865cd,82a40398373ef880782877149a170d8c6a51af2a613000ed1b4c8bfdb3bf6822,4.4373125,,,,,,unknown,crowdsourced_web_recording,16000,flac,,,2026-08-10T00:00:00Z
ksc_slr102:5f5f975d8245c,raw/ksc_slr102/slices/derived-v3-base-450/Audios_flac/5f5f975d8245c.flac,bcf4bb53ad4dc7824cbef0e44700569a88f2ea47453bf0a93b229c42b34486df,test,bonafide,kk,unknown,ksc_slr102:source-split:test,ksc_slr102,https://creativecommons.org/licenses/by/4.0/,"OpenSLR SLR102 / KSC, CC-BY-4.0; attribution retained",ksc_slr102:source-split:test:speaker-unknown,ksc_slr102:5f5f975d8245c,cb6f266094c86eedde4f777d65541e8298626ce5980fadc189236737e68c2c1b,5.02,,,,,,unknown,crowdsourced_web_recording,16000,flac,,,2026-08-10T00:00:00Z
ksc_slr102:5f609ce107865,raw/ksc_slr102/slices/derived-v3-base-450/Audios_flac/5f609ce107865.flac,e95ff79a25931f9fe52e654829f39f2434606b504db7519f836ee97bc2e45e1a,test,bonafide,kk,unknown,ksc_slr102:source-split:test,ksc_slr102,https://creativecommons.org/licenses/by/4.0/,"OpenSLR SLR102 / KSC, CC-BY-4.0; attribution retained",ksc_slr102:source-split:test:speaker-unknown,ksc_slr102:5f609ce107865,6d04b7ee8a392473d4cd70f3b01419527747480e4cb33d5c2166acb4f63aa23e,7.0826875,,,,,,unknown,crowdsourced_web_recording,16000,flac,,,2026-08-10T00:00:00Z
ksc_slr102:5f5fb30963152,raw/ksc_slr102/slices/derived-v3-base-450/Audios_flac/5f5fb30963152.flac,b81d08c777f6325b5e0fcb77cc7b0368af307a6922641ac04fefbe7eed63b974,test,bonafide,kk,unknown,ksc_slr102:source-split:test,ksc_slr102,https://creativecommons.org/licenses/by/4.0/,"OpenSLR SLR102 / KSC, CC-BY-4.0; attribution retained",ksc_slr102:source-split:test:speaker-unknown,ksc_slr102:5f5fb30963152,51ca65be1c6548aa6e5e2b0653a2360bff7d9fc8e4e9b7295b9abb2fb4b3821e,7.764,,,,,,unknown,crowdsourced_web_recording,16000,flac,,,2026-08-10T00:00:00Z
ksc_slr102:5f60e722219b7,raw/ksc_slr102/slices/derived-v3-base-450/Audios_flac/5f60e722219b7.flac,292c8a5f7d7f4a1b6eff1919996dda1f6efbf91750ccc8bd33fe53d5f56483e4,test,bonafide,kk,unknown,ksc_slr102:source-split:test,ksc_slr102,https://creativecommons.org/licenses/by/4.0/,"OpenSLR SLR102 / KSC, CC-BY-4.0; attribution retained",ksc_slr102:source-split:test:speaker-unknown,ksc_slr102:5f60e722219b7,fe48e6ec45135a0eaf88c31d0ac1a85403ad860aed0a80be83e3993c98051222,5.5466875,,,,,,unknown,crowdsourced_web_recording,16000,flac,,,2026-08-10T00:00:00Z
ksc_slr102:5f5a55b5ed8ed,raw/ksc_slr102/slices/derived-v3-base-450/Audios_flac/5f5a55b5ed8ed.flac,309fbfe70758f15b9a3ae5954ac10557f5afb9c61d67f701b8c174f48ba4595f,test,bonafide,kk,unknown,ksc_slr102:source-split:test,ksc_slr102,https://creativecommons.org/licenses/by/4.0/,"OpenSLR SLR102 / KSC, CC-BY-4.0; attribution retained",ksc_slr102:source-split:test:speaker-unknown,ksc_slr102:5f5a55b5ed8ed,d8d070eb25df3225b549426df9fec98ddb2e81e5ff883e9898a8261a022d27de,11.008,,,,,,unknown,crowdsourced_web_recording,16000,flac,,,2026-08-10T00:00:00Z
ksc_slr102:5f58823e33d18,raw/ksc_slr102/slices/derived-v3-base-450/Audios_flac/5f58823e33d18.flac,346ccb95bd9f1bc0a4abf8460e28ce3c083028bef6eb2d1063992e7754c1b969,test,bonafide,kk,unknown,ksc_slr102:source-split:test,ksc_slr102,https://creativecommons.org/licenses/by/4.0/,"OpenSLR SLR102 / KSC, CC-BY-4.0; attribution retained",ksc_slr102:source-split:test:speaker-unknown,ksc_slr102:5f58823e33d18,908ba185e65710db69b099c79fc6afbbd6816cc6ad51696732b2270fcdee795d,9.8986875,,,,,,unknown,crowdsourced_web_recording,16000,flac,,,2026-08-10T00:00:00Z
ksc_slr102:5f5880b1aa4f0,raw/ksc_slr102/slices/derived-v3-base-450/Audios_flac/5f5880b1aa4f0.flac,5bf6d5b103e8404e16167100d54b6cfb6c2bc4a64f23c2fcf9b956c4ee93f245,test,bonafide,kk,unknown,ksc_slr102:source-split:test,ksc_slr102,https://creativecommons.org/licenses/by/4.0/,"OpenSLR SLR102 / KSC, CC-BY-4.0; attribution retained",ksc_slr102:source-split:test:speaker-unknown,ksc_slr102:5f5880b1aa4f0,744b1b4685b3bf447a2f73677ccfa13fffa83822817e82d14fb3ebbfca847135,5.2906875,,,,,,unknown,crowdsourced_web_recording,16000,flac,,,2026-08-10T00:00:00Z
ksc_slr102:5f606c7c1fdfd,raw/ksc_slr102/slices/derived-v3-base-450/Audios_flac/5f606c7c1fdfd.flac,540b07fd4642f7b2f3778d02a6c6b6249f374caec3791d8dac93697a645d0d8f,test,bonafide,kk,unknown,ksc_slr102:source-split:test,ksc_slr102,https://creativecommons.org/licenses/by/4.0/,"OpenSLR SLR102 / KSC, CC-BY-4.0; attribution retained",ksc_slr102:source-split:test:speaker-unknown,ksc_slr102:5f606c7c1fdfd,d72c6f5fbc29f6e6708297a37545d4e9446f04a0c82d38a893adc732eb448059,5.7173125,,,,,,unknown,crowdsourced_web_recording,16000,flac,,,2026-08-10T00:00:00Z
ksc_slr102:5f5f1d04f1d1f,raw/ksc_slr102/slices/derived-v3-base-450/Audios_flac/5f5f1d04f1d1f.flac,c360b4b13d3d5540227962018be23757010f4f2ff2e300ec69d29162d5069bea,test,bonafide,kk,unknown,ksc_slr102:source-split:test,ksc_slr102,https://creativecommons.org/licenses/by/4.0/,"OpenSLR SLR102 / KSC, CC-BY-4.0; attribution retained",ksc_slr102:source-split:test:speaker-unknown,ksc_slr102:5f5f1d04f1d1f,ef801875173998827dc39d6ce9279c6172e3eda7a776ae2cc5d8ce82029d0008,4.36,,,,,,unknown,crowdsourced_web_recording,16000,flac,,,2026-08-10T00:00:00Z
ksc_slr102:5f6187450154b,raw/ksc_slr102/slices/derived-v3-base-450/Audios_flac/5f6187450154b.flac,39f54333c844d92f393dc524fdc8f1e8ed8a89190669d4400bd9ac86c78cdb53,test,bonafide,kk,unknown,ksc_slr102:source-split:test,ksc_slr102,https://creativecommons.org/licenses/by/4.0/,"OpenSLR SLR102 / KSC, CC-BY-4.0; attribution retained",ksc_slr102:source-split:test:speaker-unknown,ksc_slr102:5f6187450154b,348a1a8df1e794642fde4370e6b562871bf837c89155a6cb8236e9b2a63dcb2f,8.2773125,,,,,,unknown,crowdsourced_web_recording,16000,flac,,,2026-08-10T00:00:00Z
ksc_slr102:5f60a9ba837be,raw/ksc_slr102/slices/derived-v3-base-450/Audios_flac/5f60a9ba837be.flac,d59a4cabd4b2efa3ca7e8c7ea7cbe9f931ba02a46b7b96bbb0155899e2c37588,test,bonafide,kk,unknown,ksc_slr102:source-split:test,ksc_slr102,https://creativecommons.org/licenses/by/4.0/,"OpenSLR SLR102 / KSC, CC-BY-4.0; attribution retained",ksc_slr102:source-split:test:speaker-unknown,ksc_slr102:5f60a9ba837be,c6e1760c9d481d02088840d80dcb4f4ff6130e9b4074a20b35210e2373b28433,9.0453125,,,,,,unknown,crowdsourced_web_recording,16000,flac,,,2026-08-10T00:00:00Z
ksc_slr102:5f60962ab9fba,raw/ksc_slr102/slices/derived-v3-base-450/Audios_flac/5f60962ab9fba.flac,5e6d9a4f055763b4f66efbd52f8ba3640d659f40176defbc087b03a50f62515c,test,bonafide,kk,unknown,ksc_slr102:source-split:test,ksc_slr102,https://creativecommons.org/licenses/by/4.0/,"OpenSLR SLR102 / KSC, CC-BY-4.0; attribution retained",ksc_slr102:source-split:test:speaker-unknown,ksc_slr102:5f60962ab9fba,8b80e996d67a64fcc07791c08f9489ef2ed26e5fdb6fd32e435ee87771f0dd83,6.72,,,,,,unknown,crowdsourced_web_recording,16000,flac,,,2026-08-10T00:00:00Z
ksc_slr102:5f58fc4872b02,raw/ksc_slr102/slices/derived-v3-base-450/Audios_flac/5f58fc4872b02.flac,4f190a3f5045573cf035f23abc50584c0c721c9c9e8740c1be2865da8be628d4,test,bonafide,kk,unknown,ksc_slr102:source-split:test,ksc_slr102,https://creativecommons.org/licenses/by/4.0/,"OpenSLR SLR102 / KSC, CC-BY-4.0; attribution retained",ksc_slr102:source-split:test:speaker-unknown,ksc_slr102:5f58fc4872b02,0f500f19762e2926c140ef7151751a97546d6519fcf8ab58318c22d04861ad0f,12.544,,,,,,unknown,crowdsourced_web_recording,16000,flac,,,2026-08-10T00:00:00Z
ksc_slr102:5f5a58aaae872,raw/ksc_slr102/slices/derived-v3-base-450/Audios_flac/5f5a58aaae872.flac,3faeac13cf7b8cb8936a5162e305b02fa69f5b56b3cc67099447a723c4bf40a5,test,bonafide,kk,unknown,ksc_slr102:source-split:test,ksc_slr102,https://creativecommons.org/licenses/by/4.0/,"OpenSLR SLR102 / KSC, CC-BY-4.0; attribution retained",ksc_slr102:source-split:test:speaker-unknown,ksc_slr102:5f5a58aaae872,18f7710a8b0ac6a4c6024123273941c9b10e486ec185eb642ab244274590e803,7.168,,,,,,unknown,crowdsourced_web_recording,16000,flac,,,2026-08-10T00:00:00Z
ksc_slr102:5f58df8fe36a0,raw/ksc_slr102/slices/derived-v3-base-450/Audios_flac/5f58df8fe36a0.flac,43619dede451e5ffe35838e94a168853f57166df9a49a03f8da1001728cf9954,test,bonafide,kk,unknown,ksc_slr102:source-split:test,ksc_slr102,https://creativecommons.org/licenses/by/4.0/,"OpenSLR SLR102 / KSC, CC-BY-4.0; attribution retained",ksc_slr102:source-split:test:speaker-unknown,ksc_slr102:5f58df8fe36a0,825e011dd129ac5ce3157e82326802249609134a9523cfbdaec79bfdb11bab3f,5.12,,,,,,unknown,crowdsourced_web_recording,16000,flac,,,2026-08-10T00:00:00Z
ksc_slr102:5f5f3ce262c29,raw/ksc_slr102/slices/derived-v3-base-450/Audios_flac/5f5f3ce262c29.flac,a143316efbbda831b377890379e62d936f3f0f90234cada95ef32bc53d90998f,test,bonafide,kk,unknown,ksc_slr102:source-split:test,ksc_slr102,https://creativecommons.org/licenses/by/4.0/,"OpenSLR SLR102 / KSC, CC-BY-4.0; attribution retained",ksc_slr102:source-split:test:speaker-unknown,ksc_slr102:5f5f3ce262c29,cc321a252d2d5ecfdbb5c2b1c59daa0a0a28118f593ad5b0bb97c7a4db6d7ecc,9.11,,,,,,unknown,crowdsourced_web_recording,16000,flac,,,2026-08-10T00:00:00Z
