sample_id,relative_path,sha256,split,label,language,code_switch,parent_group_id,source_name,source_license,rights_basis,speaker_pseudo_id,text_id,text_hash,duration_s,generator_family,generator_name,generator_version,voice_id,clone_consent_id,device,capture_route,original_sr,codec,augmentation_chain,augmentation_seed,created_at
ruasd_ru_v1_full:ruasd-000000:raw_fake_11labs_46eedf220e4f816a5f163fa3b465ed69,processed/c2/c2bd649f676d1b0881fb390c2f60c363fcf8a6e6fc619b039795ed68b39c2fe7.wav,1b6e736e1e4ada9535297773b6e5a006ba6baddf9cee6a2cd14e24c32a1a1b19,train,spoof,ru,unknown,ruasd_ru_v1_full:source-record:ruasd-000000:raw_fake_11labs_46eedf220e4f816a5f163fa3b465ed69,ruasd_ru_v1_full,CC-BY-NC-SA-4.0,RuASD full pinned release; CC-BY-NC-SA-4.0; personal research; raw binary subset; no verified speaker or spoof-voice groups,ruasd_ru_v1_full:source-record:ruasd-000000:raw_fake_11labs_46eedf220e4f816a5f163fa3b465ed69,ruasd_ru_v1_full:content:ruasd-000000:raw_fake_11labs_46eedf220e4f816a5f163fa3b465ed69,8c606ba1f004de3a6a3a08287bdb35e345d469246e9a919b5d99a331d2b33aae,5.146125,tts,11labs,unspecified_by_source,ruasd_ru_v1_full:voice:unknown,,unknown,ruasd_source_audio,44100,wav,,,2026-08-12T00:00:00Z
ruasd_ru_v1_full:ruasd-000002:raw_fake_TeraTTS_6781ab3533700cfe51c005571a37c481,processed/dc/dc55518e968b0dea14796b09d4ab5f8d3c7d8fc62854a4464bdd685d298b5036.wav,0c94e204150b46a669c3adffbcf2f021eda52e58a53b7ce19544382706eb06e9,train,spoof,ru,unknown,ruasd_ru_v1_full:source-record:ruasd-000002:raw_fake_TeraTTS_6781ab3533700cfe51c005571a37c481,ruasd_ru_v1_full,CC-BY-NC-SA-4.0,RuASD full pinned release; CC-BY-NC-SA-4.0; personal research; raw binary subset; no verified speaker or spoof-voice groups,ruasd_ru_v1_full:source-record:ruasd-000002:raw_fake_TeraTTS_6781ab3533700cfe51c005571a37c481,ruasd_ru_v1_full:text:75c971a9226fe60e8777af58f2e65bbdc3171fb5ab735161d3b4d54749ecfb5d,75c971a9226fe60e8777af58f2e65bbdc3171fb5ab735161d3b4d54749ecfb5d,12.435875,tts,TeraTTS,TeraTTS,ruasd_ru_v1_full:voice:unknown,,unknown,ruasd_source_audio,22050,wav,,,2026-08-12T00:00:00Z
ruasd_ru_v1_full:ruasd-000002:raw_fake_TeraTTS_74b887c6d0f94e14b9c9aede3e385c08,processed/6f/6f13e3fc4395789191c6e615240ef09c67b344226168da38f916976325cba330.wav,dbc9083d5a8a2d3d1a3732b19e680c4fa276189de38b8f4a6da964af6fc45c83,train,spoof,ru,unknown,ruasd_ru_v1_full:source-record:ruasd-000002:raw_fake_TeraTTS_74b887c6d0f94e14b9c9aede3e385c08,ruasd_ru_v1_full,CC-BY-NC-SA-4.0,RuASD full pinned release; CC-BY-NC-SA-4.0; personal research; raw binary subset; no verified speaker or spoof-voice groups,ruasd_ru_v1_full:source-record:ruasd-000002:raw_fake_TeraTTS_74b887c6d0f94e14b9c9aede3e385c08,ruasd_ru_v1_full:text:2906d573f753dcc11231fdc9822d0381955a9ef034026f4c74f699c67e9a60f2,2906d573f753dcc11231fdc9822d0381955a9ef034026f4c74f699c67e9a60f2,7.0720625,tts,TeraTTS,TeraTTS,ruasd_ru_v1_full:voice:unknown,,unknown,ruasd_source_audio,22050,wav,,,2026-08-12T00:00:00Z
ruasd_ru_v1_full:ruasd-000002:raw_fake_TeraTTS_7cfec3c12157fc05837dd2d25229bfd5,processed/d7/d73528849e338502de096b939a1a3f26975d5daa3dceca8ce802f539e846050c.wav,059d878c3e6c479b696593919491a54b14bbe9841d94ad35a6d573a8f4ad133c,train,spoof,ru,unknown,ruasd_ru_v1_full:source-record:ruasd-000002:raw_fake_TeraTTS_7cfec3c12157fc05837dd2d25229bfd5,ruasd_ru_v1_full,CC-BY-NC-SA-4.0,RuASD full pinned release; CC-BY-NC-SA-4.0; personal research; raw binary subset; no verified speaker or spoof-voice groups,ruasd_ru_v1_full:source-record:ruasd-000002:raw_fake_TeraTTS_7cfec3c12157fc05837dd2d25229bfd5,ruasd_ru_v1_full:text:4b9993b4fd0fc82c268a4eefc60a185b18a621433bcfd09f38abf94affbd0d49,4b9993b4fd0fc82c268a4eefc60a185b18a621433bcfd09f38abf94affbd0d49,9.812,tts,TeraTTS,TeraTTS,ruasd_ru_v1_full:voice:unknown,,unknown,ruasd_source_audio,22050,wav,,,2026-08-12T00:00:00Z
ruasd_ru_v1_full:ruasd-000003:raw_fake_TeraTTS_a778cf59d186f4d13ff3043d5db0d9d6,processed/61/618a6954522af58297f5418da38c5914497214036d4be4757b16fde20002ba16.wav,eeb16476d6fff1aae5bc45d421d3eef094a1a9a3ee1086e1af225a25f753ef9d,train,spoof,ru,unknown,ruasd_ru_v1_full:source-record:ruasd-000003:raw_fake_TeraTTS_a778cf59d186f4d13ff3043d5db0d9d6,ruasd_ru_v1_full,CC-BY-NC-SA-4.0,RuASD full pinned release; CC-BY-NC-SA-4.0; personal research; raw binary subset; no verified speaker or spoof-voice groups,ruasd_ru_v1_full:source-record:ruasd-000003:raw_fake_TeraTTS_a778cf59d186f4d13ff3043d5db0d9d6,ruasd_ru_v1_full:content:ruasd-000003:raw_fake_TeraTTS_a778cf59d186f4d13ff3043d5db0d9d6,eebdb6775b9a1e09933096b0f5c8d21aba4371b9156aa8b88b77b524a4d7cf17,10.485375,tts,TeraTTS,unspecified_by_source,ruasd_ru_v1_full:voice:unknown,,unknown,ruasd_source_audio,22050,wav,,,2026-08-12T00:00:00Z
ruasd_ru_v1_full:ruasd-000003:raw_fake_TeraTTS_aec0a832385cb52e9b55064200569aa5,processed/3d/3da40f7f4ba4072888bdcae9478c142d789c974ae07ec64ec77e99403d8b2701.wav,7bf50f39ace4afde1dd6edd9fcf6423aa1300a09297cb27dc5a8a2a269942782,train,spoof,ru,unknown,ruasd_ru_v1_full:source-record:ruasd-000003:raw_fake_TeraTTS_aec0a832385cb52e9b55064200569aa5,ruasd_ru_v1_full,CC-BY-NC-SA-4.0,RuASD full pinned release; CC-BY-NC-SA-4.0; personal research; raw binary subset; no verified speaker or spoof-voice groups,ruasd_ru_v1_full:source-record:ruasd-000003:raw_fake_TeraTTS_aec0a832385cb52e9b55064200569aa5,ruasd_ru_v1_full:text:7a18cc101a2f772995d0ccea5e3d643e28ba1811f70741fc909b443f3eac8ae1,7a18cc101a2f772995d0ccea5e3d643e28ba1811f70741fc909b443f3eac8ae1,10.961375,tts,TeraTTS,TeraTTS,ruasd_ru_v1_full:voice:unknown,,unknown,ruasd_source_audio,22050,wav,,,2026-08-12T00:00:00Z
ruasd_ru_v1_full:ruasd-000003:raw_fake_TeraTTS_b5f4fc98463595df074fcbf89f5ccda3,processed/c6/c61336cfcb07e5b0044d071b2f94cf65fd4f7304b154bd4ed364dc5aa4f9bb75.wav,3b869121f8f5ea6546ca34284ef8333df9fbdad58c4fa430ce2785b9179086ac,train,spoof,ru,unknown,ruasd_ru_v1_full:source-record:ruasd-000003:raw_fake_TeraTTS_b5f4fc98463595df074fcbf89f5ccda3,ruasd_ru_v1_full,CC-BY-NC-SA-4.0,RuASD full pinned release; CC-BY-NC-SA-4.0; personal research; raw binary subset; no verified speaker or spoof-voice groups,ruasd_ru_v1_full:source-record:ruasd-000003:raw_fake_TeraTTS_b5f4fc98463595df074fcbf89f5ccda3,ruasd_ru_v1_full:text:3c4e7b8b30998de9bd80f6c540f9ea0b0aa9b4f5267038e510525eeee99d24ba,3c4e7b8b30998de9bd80f6c540f9ea0b0aa9b4f5267038e510525eeee99d24ba,6.8746875,tts,TeraTTS,TeraTTS,ruasd_ru_v1_full:voice:unknown,,unknown,ruasd_source_audio,22050,wav,,,2026-08-12T00:00:00Z
ruasd_ru_v1_full:ruasd-000003:raw_fake_TeraTTS_b621af5d3e6070ee27c174caf71b2063,processed/64/6420760c083f55aaa655f394e74ce0f64faf2ee88235b9e32dc71f01f1ff695b.wav,b24bf7d634b10c12684ffd2112868d14e543953c67bebb338eb80b594263380e,train,spoof,ru,unknown,ruasd_ru_v1_full:source-record:ruasd-000003:raw_fake_TeraTTS_b621af5d3e6070ee27c174caf71b2063,ruasd_ru_v1_full,CC-BY-NC-SA-4.0,RuASD full pinned release; CC-BY-NC-SA-4.0; personal research; raw binary subset; no verified speaker or spoof-voice groups,ruasd_ru_v1_full:source-record:ruasd-000003:raw_fake_TeraTTS_b621af5d3e6070ee27c174caf71b2063,ruasd_ru_v1_full:text:512d131c70be72f5396ed8256f5368e1ea93cbef282c64c3188a7c1584f00ac5,512d131c70be72f5396ed8256f5368e1ea93cbef282c64c3188a7c1584f00ac5,6.8746875,tts,TeraTTS,TeraTTS,ruasd_ru_v1_full:voice:unknown,,unknown,ruasd_source_audio,22050,wav,,,2026-08-12T00:00:00Z
ruasd_ru_v1_full:ruasd-000003:raw_fake_TeraTTS_bb444a3dda2365a9504c3ce1640143fe,processed/7c/7c9c346ed49335917f7d64b6f02707d167b4627969241556c5b31ec80f31fec9.wav,415673ca4c64c382318320c05b209c79662e19715311edc571d5d3bbacea757b,train,spoof,ru,unknown,ruasd_ru_v1_full:source-record:ruasd-000003:raw_fake_TeraTTS_bb444a3dda2365a9504c3ce1640143fe,ruasd_ru_v1_full,CC-BY-NC-SA-4.0,RuASD full pinned release; CC-BY-NC-SA-4.0; personal research; raw binary subset; no verified speaker or spoof-voice groups,ruasd_ru_v1_full:source-record:ruasd-000003:raw_fake_TeraTTS_bb444a3dda2365a9504c3ce1640143fe,ruasd_ru_v1_full:text:f769cb7c783319163bbd927ec4376ae4dd8dce11ff06f9b5040e3b41620473ef,f769cb7c783319163bbd927ec4376ae4dd8dce11ff06f9b5040e3b41620473ef,11.785625,tts,TeraTTS,TeraTTS,ruasd_ru_v1_full:voice:unknown,,unknown,ruasd_source_audio,22050,wav,,,2026-08-12T00:00:00Z
ruasd_ru_v1_full:ruasd-000003:raw_fake_TeraTTS_be2c2b9648e274c929b8d138000599cb,processed/36/3657fd1dc9e971626b08ecd5249ddc383affc851fff392a7e412fb885226df91.wav,6ac2298935f43d107ac0ee3ecb98593385a582e7615ca17db837f8ee98988026,train,spoof,ru,unknown,ruasd_ru_v1_full:source-record:ruasd-000003:raw_fake_TeraTTS_be2c2b9648e274c929b8d138000599cb,ruasd_ru_v1_full,CC-BY-NC-SA-4.0,RuASD full pinned release; CC-BY-NC-SA-4.0; personal research; raw binary subset; no verified speaker or spoof-voice groups,ruasd_ru_v1_full:source-record:ruasd-000003:raw_fake_TeraTTS_be2c2b9648e274c929b8d138000599cb,ruasd_ru_v1_full:text:7275ac2cddd934c79205e2a10a356cf82ec0836be742e26ec48a773a6c6b515d,7275ac2cddd934c79205e2a10a356cf82ec0836be742e26ec48a773a6c6b515d,12.830625,tts,TeraTTS,TeraTTS,ruasd_ru_v1_full:voice:unknown,,unknown,ruasd_source_audio,22050,wav,,,2026-08-12T00:00:00Z
ruasd_ru_v1_full:ruasd-000003:raw_fake_TeraTTS_cbb2be9caed6cb71cbb9c26f99334773,processed/bd/bda36830c6f140237d109d98ccb7e676b779105a0c30800f6a86e60cbdf9d3e5.wav,3af15bb90b65181d2c4a36c6b47fdd114ec520532106305f3840d8f65db15655,train,spoof,ru,unknown,ruasd_ru_v1_full:source-record:ruasd-000003:raw_fake_TeraTTS_cbb2be9caed6cb71cbb9c26f99334773,ruasd_ru_v1_full,CC-BY-NC-SA-4.0,RuASD full pinned release; CC-BY-NC-SA-4.0; personal research; raw binary subset; no verified speaker or spoof-voice groups,ruasd_ru_v1_full:source-record:ruasd-000003:raw_fake_TeraTTS_cbb2be9caed6cb71cbb9c26f99334773,ruasd_ru_v1_full:text:e84741243421d91d00e833df315fc5d9ac9db730fbd55d6e0a4f49006e32129c,e84741243421d91d00e833df315fc5d9ac9db730fbd55d6e0a4f49006e32129c,7.3275,tts,TeraTTS,TeraTTS,ruasd_ru_v1_full:voice:unknown,,unknown,ruasd_source_audio,22050,wav,,,2026-08-12T00:00:00Z
ruasd_ru_v1_full:ruasd-000004:raw_fake_TeraTTS_d011229d5afb0e29530f12db436f1480,processed/eb/eb024c0d944db2807839c7668f04d4a3076758e91e12fabc2b0d2d5ce09e12f5.wav,5262c14330c3c4b0cf41a354b032da162b6a60bd4efeba4a4a8418b01512a102,train,spoof,ru,unknown,ruasd_ru_v1_full:source-record:ruasd-000004:raw_fake_TeraTTS_d011229d5afb0e29530f12db436f1480,ruasd_ru_v1_full,CC-BY-NC-SA-4.0,RuASD full pinned release; CC-BY-NC-SA-4.0; personal research; raw binary subset; no verified speaker or spoof-voice groups,ruasd_ru_v1_full:source-record:ruasd-000004:raw_fake_TeraTTS_d011229d5afb0e29530f12db436f1480,ruasd_ru_v1_full:text:b72b99ee0e2c25e0a6c59d2d197ec30a02b74086de70e01f21aca334a8f12cc1,b72b99ee0e2c25e0a6c59d2d197ec30a02b74086de70e01f21aca334a8f12cc1,13.7129375,tts,TeraTTS,TeraTTS,ruasd_ru_v1_full:voice:unknown,,unknown,ruasd_source_audio,22050,wav,,,2026-08-12T00:00:00Z
ruasd_ru_v1_full:ruasd-000004:raw_fake_TeraTTS_d9dbfd71e56244d88bd6dea719e269a7,processed/a3/a34341e043c640adc25a9fe28f1469a4583a6a15f0518fa86a1ad7745628d00d.wav,a6fe852dee9cc32287ac529afc716b6956c65ae3a7ce646d7d7e4e0035012b98,train,spoof,ru,unknown,ruasd_ru_v1_full:source-record:ruasd-000004:raw_fake_TeraTTS_d9dbfd71e56244d88bd6dea719e269a7,ruasd_ru_v1_full,CC-BY-NC-SA-4.0,RuASD full pinned release; CC-BY-NC-SA-4.0; personal research; raw binary subset; no verified speaker or spoof-voice groups,ruasd_ru_v1_full:source-record:ruasd-000004:raw_fake_TeraTTS_d9dbfd71e56244d88bd6dea719e269a7,ruasd_ru_v1_full:text:9960ace38be6ece206e1a2bcc9c81d9972df37b006298c8483664d446f48cdda,9960ace38be6ece206e1a2bcc9c81d9972df37b006298c8483664d446f48cdda,9.25475,tts,TeraTTS,TeraTTS,ruasd_ru_v1_full:voice:unknown,,unknown,ruasd_source_audio,22050,wav,,,2026-08-12T00:00:00Z
ruasd_ru_v1_full:ruasd-000004:raw_fake_TeraTTS_dd46eb516af41bd6acfc842ae3d10482,processed/ec/ec378bdfd4a6d6c8ae8db666be176dceaef15a3a85ae6f08d5ad1d1603f33bdd.wav,d36ee4e508f1bb43741accc626ef4fe0376bc359dfa4885c70361da49026d093,train,spoof,ru,unknown,ruasd_ru_v1_full:source-record:ruasd-000004:raw_fake_TeraTTS_dd46eb516af41bd6acfc842ae3d10482,ruasd_ru_v1_full,CC-BY-NC-SA-4.0,RuASD full pinned release; CC-BY-NC-SA-4.0; personal research; raw binary subset; no verified speaker or spoof-voice groups,ruasd_ru_v1_full:source-record:ruasd-000004:raw_fake_TeraTTS_dd46eb516af41bd6acfc842ae3d10482,ruasd_ru_v1_full:text:9db4c4cf714a8d1da2434f2ad34a0372ef46ff6ae6dd59a8285827368230e30f,9db4c4cf714a8d1da2434f2ad34a0372ef46ff6ae6dd59a8285827368230e30f,12.5519375,tts,TeraTTS,TeraTTS,ruasd_ru_v1_full:voice:unknown,,unknown,ruasd_source_audio,22050,wav,,,2026-08-12T00:00:00Z
