sample_id,relative_path,sha256,split,label,language,code_switch,parent_group_id,source_name,source_license,rights_basis,speaker_pseudo_id,text_id,text_hash,duration_s,generator_family,generator_name,generator_version,voice_id,clone_consent_id,device,capture_route,original_sr,codec,augmentation_chain,augmentation_seed,created_at
stage_d_ru_dialogs_vits2_masha_neutral_v1:aa83c53b28911aac1f5e,raw/stage_d_ru_dialogs_vits2_masha_neutral_v1/slices/frozen_common_voice_73/d162e9bbfd8268488985-c13ae26515cb.wav,69b56c8ec3568792a2d802fc124dfa26c2eef7d8cb06b744f8ef47fcb63db340,test,spoof,ru,false,stage_d_ru_dialogs_vits2_masha_neutral_v1:fixed-profile:dialogs_ru_vits2:Masha:neutral,stage_d_ru_dialogs_vits2_masha_neutral_v1,Common Voice RU CC0-1.0; Dialogs-RU model card OpenRAIL declaration; Dialogs dataset OpenRAIL license,Offline literal-text-only derivative of common_voice_ru_v24 text f64b572244a30feff385e6dd53ae76081257cccdc2d984aa6388efd8dc08eea7; Dialogs-RU model card OpenRAIL declaration; Dialogs dataset OpenRAIL license revision e25ba617b2b56bd1dbf255d3905c51bd8da3d31f explicitly covers models trained on the dataset and their outputs; permitted for the project's personal-research scope subject to its use restrictions; fixed Masha/neutral profile; no reference audio or voice cloning; upstream basic cleaner only; language provenance is intended input text until acoustic review; tokenizer_dropped_characters=none,stage_d_ru_dialogs_vits2_masha_neutral_v1:synthetic-profile:dialogs_ru_vits2:Masha:neutral,f64b572244a30feff385e6dd53ae76081257cccdc2d984aa6388efd8dc08eea7,c13ae26515cb5e39d55d3bee77ca95064a971a6e86cd80cfe90bcce5250f589b,2.6238548752834467,vits2_emotion_conditioned_tts,Dialogs-RU Expressive Russian TTS,hf-af7eabc15d087fce701de7261190ccb747c3bc7a; checkpoint-b565b7b5311bd29102f15d2700c69ea71569605bc756fb5bb49d98afdc5e1e43; weights-only-wrapper-188ed0e0d2a8db916160b75f51462cf59fe24bce60a919e88fedd7fa76846c71,dialogs_ru_vits2_masha_neutral:dialogs_ru_vits2:Masha:neutral,not_applicable:fixed_pretrained_tts_no_reference_audio,cpu,offline_text_only_vits2_weights_only_fixed_profile,22050,wav,language_provenance=intended_input_text_only;literal_source_text_sha256=c13ae26515cb5e39d55d3bee77ca95064a971a6e86cd80cfe90bcce5250f589b;upstream_tokenizer_dropped_characters=none;rng_seed=sha256_literal_source_text,c13ae26515cb5e39,2026-08-13T13:30:00+05:00
stage_d_ru_dialogs_vits2_masha_neutral_v1:5e0f54e6d1eae16fcb12,raw/stage_d_ru_dialogs_vits2_masha_neutral_v1/slices/frozen_common_voice_73/edbf3ffb115ae96f63d4-14e464b0c3e6.wav,8d738088162810da5a4e9968a7b3b9d3b20bb4ee7e2b01a66c2f1f50c96a99cb,test,spoof,ru,false,stage_d_ru_dialogs_vits2_masha_neutral_v1:fixed-profile:dialogs_ru_vits2:Masha:neutral,stage_d_ru_dialogs_vits2_masha_neutral_v1,Common Voice RU CC0-1.0; Dialogs-RU model card OpenRAIL declaration; Dialogs dataset OpenRAIL license,Offline literal-text-only derivative of common_voice_ru_v24 text 67be50fe67cdb619dc9856e8846bf6e8b91ff44a736c1214337dc4d9e914abed; Dialogs-RU model card OpenRAIL declaration; Dialogs dataset OpenRAIL license revision e25ba617b2b56bd1dbf255d3905c51bd8da3d31f explicitly covers models trained on the dataset and their outputs; permitted for the project's personal-research scope subject to its use restrictions; fixed Masha/neutral profile; no reference audio or voice cloning; upstream basic cleaner only; language provenance is intended input text until acoustic review; tokenizer_dropped_characters=none,stage_d_ru_dialogs_vits2_masha_neutral_v1:synthetic-profile:dialogs_ru_vits2:Masha:neutral,67be50fe67cdb619dc9856e8846bf6e8b91ff44a736c1214337dc4d9e914abed,14e464b0c3e6b7818568b9a8fd16116952f7d91d2bcf4e948b9406844c234c52,3.7384126984126986,vits2_emotion_conditioned_tts,Dialogs-RU Expressive Russian TTS,hf-af7eabc15d087fce701de7261190ccb747c3bc7a; checkpoint-b565b7b5311bd29102f15d2700c69ea71569605bc756fb5bb49d98afdc5e1e43; weights-only-wrapper-188ed0e0d2a8db916160b75f51462cf59fe24bce60a919e88fedd7fa76846c71,dialogs_ru_vits2_masha_neutral:dialogs_ru_vits2:Masha:neutral,not_applicable:fixed_pretrained_tts_no_reference_audio,cpu,offline_text_only_vits2_weights_only_fixed_profile,22050,wav,language_provenance=intended_input_text_only;literal_source_text_sha256=14e464b0c3e6b7818568b9a8fd16116952f7d91d2bcf4e948b9406844c234c52;upstream_tokenizer_dropped_characters=none;rng_seed=sha256_literal_source_text,14e464b0c3e6b781,2026-08-13T13:30:00+05:00
stage_d_ru_dialogs_vits2_masha_neutral_v1:3faed2264aa17e7fb2fb,raw/stage_d_ru_dialogs_vits2_masha_neutral_v1/slices/frozen_common_voice_73/eecff7b93c64934cb265-659906c3cc4c.wav,12ec6c94925c05d0a830cd594d3f3526200264b89ba801e42a32fc1df7f53e44,test,spoof,ru,false,stage_d_ru_dialogs_vits2_masha_neutral_v1:fixed-profile:dialogs_ru_vits2:Masha:neutral,stage_d_ru_dialogs_vits2_masha_neutral_v1,Common Voice RU CC0-1.0; Dialogs-RU model card OpenRAIL declaration; Dialogs dataset OpenRAIL license,Offline literal-text-only derivative of common_voice_ru_v24 text c119a03082b414e13002c5343760e493e15c26b4402067fa3d1cc300f1c4d971; Dialogs-RU model card OpenRAIL declaration; Dialogs dataset OpenRAIL license revision e25ba617b2b56bd1dbf255d3905c51bd8da3d31f explicitly covers models trained on the dataset and their outputs; permitted for the project's personal-research scope subject to its use restrictions; fixed Masha/neutral profile; no reference audio or voice cloning; upstream basic cleaner only; language provenance is intended input text until acoustic review; tokenizer_dropped_characters=none,stage_d_ru_dialogs_vits2_masha_neutral_v1:synthetic-profile:dialogs_ru_vits2:Masha:neutral,c119a03082b414e13002c5343760e493e15c26b4402067fa3d1cc300f1c4d971,659906c3cc4ca814be66afc0ba1b2fc001604f3c4a12b8744943522738cc529e,2.345215419501134,vits2_emotion_conditioned_tts,Dialogs-RU Expressive Russian TTS,hf-af7eabc15d087fce701de7261190ccb747c3bc7a; checkpoint-b565b7b5311bd29102f15d2700c69ea71569605bc756fb5bb49d98afdc5e1e43; weights-only-wrapper-188ed0e0d2a8db916160b75f51462cf59fe24bce60a919e88fedd7fa76846c71,dialogs_ru_vits2_masha_neutral:dialogs_ru_vits2:Masha:neutral,not_applicable:fixed_pretrained_tts_no_reference_audio,cpu,offline_text_only_vits2_weights_only_fixed_profile,22050,wav,language_provenance=intended_input_text_only;literal_source_text_sha256=659906c3cc4ca814be66afc0ba1b2fc001604f3c4a12b8744943522738cc529e;upstream_tokenizer_dropped_characters=none;rng_seed=sha256_literal_source_text,659906c3cc4ca814,2026-08-13T13:30:00+05:00
stage_d_ru_dialogs_vits2_masha_neutral_v1:3e248377a3e13d7e7a2e,raw/stage_d_ru_dialogs_vits2_masha_neutral_v1/slices/frozen_common_voice_73/15d313be435ab494f8dc-5a9f5423a401.wav,abe1c6a198e09fe8407fa598ad9f1b2a94feaf407e3c0e620bb54c9c20fb8d91,test,spoof,ru,false,stage_d_ru_dialogs_vits2_masha_neutral_v1:fixed-profile:dialogs_ru_vits2:Masha:neutral,stage_d_ru_dialogs_vits2_masha_neutral_v1,Common Voice RU CC0-1.0; Dialogs-RU model card OpenRAIL declaration; Dialogs dataset OpenRAIL license,Offline literal-text-only derivative of common_voice_ru_v24 text d57dd829592ee9615eec4eaed65bf96eda00684eafab86fdebb52c65b4ff6a69; Dialogs-RU model card OpenRAIL declaration; Dialogs dataset OpenRAIL license revision e25ba617b2b56bd1dbf255d3905c51bd8da3d31f explicitly covers models trained on the dataset and their outputs; permitted for the project's personal-research scope subject to its use restrictions; fixed Masha/neutral profile; no reference audio or voice cloning; upstream basic cleaner only; language provenance is intended input text until acoustic review; tokenizer_dropped_characters=none,stage_d_ru_dialogs_vits2_masha_neutral_v1:synthetic-profile:dialogs_ru_vits2:Masha:neutral,d57dd829592ee9615eec4eaed65bf96eda00684eafab86fdebb52c65b4ff6a69,5a9f5423a401f48f1203f321aee8da3807cfba9cd976edf00192bd13286c8eb1,2.7747845804988662,vits2_emotion_conditioned_tts,Dialogs-RU Expressive Russian TTS,hf-af7eabc15d087fce701de7261190ccb747c3bc7a; checkpoint-b565b7b5311bd29102f15d2700c69ea71569605bc756fb5bb49d98afdc5e1e43; weights-only-wrapper-188ed0e0d2a8db916160b75f51462cf59fe24bce60a919e88fedd7fa76846c71,dialogs_ru_vits2_masha_neutral:dialogs_ru_vits2:Masha:neutral,not_applicable:fixed_pretrained_tts_no_reference_audio,cpu,offline_text_only_vits2_weights_only_fixed_profile,22050,wav,language_provenance=intended_input_text_only;literal_source_text_sha256=5a9f5423a401f48f1203f321aee8da3807cfba9cd976edf00192bd13286c8eb1;upstream_tokenizer_dropped_characters=none;rng_seed=sha256_literal_source_text,5a9f5423a401f48f,2026-08-13T13:30:00+05:00
stage_d_ru_dialogs_vits2_masha_neutral_v1:ed697a740511c0cb118e,raw/stage_d_ru_dialogs_vits2_masha_neutral_v1/slices/frozen_common_voice_73/618d87663c2b993d5427-9aeea260d904.wav,cdb27dcc1c026123bfe4f9abb095ccb757da0fe128d706b5c181c29a45d38541,test,spoof,ru,false,stage_d_ru_dialogs_vits2_masha_neutral_v1:fixed-profile:dialogs_ru_vits2:Masha:neutral,stage_d_ru_dialogs_vits2_masha_neutral_v1,Common Voice RU CC0-1.0; Dialogs-RU model card OpenRAIL declaration; Dialogs dataset OpenRAIL license,Offline literal-text-only derivative of common_voice_ru_v24 text e55b7457028e6b968b6bdfa2a1a7bbfad6a9d9cf1bf7e2b8a99151f1f5107e3e; Dialogs-RU model card OpenRAIL declaration; Dialogs dataset OpenRAIL license revision e25ba617b2b56bd1dbf255d3905c51bd8da3d31f explicitly covers models trained on the dataset and their outputs; permitted for the project's personal-research scope subject to its use restrictions; fixed Masha/neutral profile; no reference audio or voice cloning; upstream basic cleaner only; language provenance is intended input text until acoustic review; tokenizer_dropped_characters=none,stage_d_ru_dialogs_vits2_masha_neutral_v1:synthetic-profile:dialogs_ru_vits2:Masha:neutral,e55b7457028e6b968b6bdfa2a1a7bbfad6a9d9cf1bf7e2b8a99151f1f5107e3e,9aeea260d9043790bab61eb95dc811d5ecee26a44f79baa7354df8c0b5cf6daf,3.575873015873016,vits2_emotion_conditioned_tts,Dialogs-RU Expressive Russian TTS,hf-af7eabc15d087fce701de7261190ccb747c3bc7a; checkpoint-b565b7b5311bd29102f15d2700c69ea71569605bc756fb5bb49d98afdc5e1e43; weights-only-wrapper-188ed0e0d2a8db916160b75f51462cf59fe24bce60a919e88fedd7fa76846c71,dialogs_ru_vits2_masha_neutral:dialogs_ru_vits2:Masha:neutral,not_applicable:fixed_pretrained_tts_no_reference_audio,cpu,offline_text_only_vits2_weights_only_fixed_profile,22050,wav,language_provenance=intended_input_text_only;literal_source_text_sha256=9aeea260d9043790bab61eb95dc811d5ecee26a44f79baa7354df8c0b5cf6daf;upstream_tokenizer_dropped_characters=none;rng_seed=sha256_literal_source_text,9aeea260d9043790,2026-08-13T13:30:00+05:00
stage_d_ru_dialogs_vits2_masha_neutral_v1:06821bfbf8bb12be8514,raw/stage_d_ru_dialogs_vits2_masha_neutral_v1/slices/frozen_common_voice_73/7dfcc1fc0e5d390a0977-93a312cfce94.wav,4cdabe4a4bff0bca36e2d36a4af79c809f77c8e5a9f01d75c36125b5acff9e67,test,spoof,ru,false,stage_d_ru_dialogs_vits2_masha_neutral_v1:fixed-profile:dialogs_ru_vits2:Masha:neutral,stage_d_ru_dialogs_vits2_masha_neutral_v1,Common Voice RU CC0-1.0; Dialogs-RU model card OpenRAIL declaration; Dialogs dataset OpenRAIL license,Offline literal-text-only derivative of common_voice_ru_v24 text e462fa1b1c66260c653e1d1f037577d90c4ccc7c5ac7926a8a25fedae954add4; Dialogs-RU model card OpenRAIL declaration; Dialogs dataset OpenRAIL license revision e25ba617b2b56bd1dbf255d3905c51bd8da3d31f explicitly covers models trained on the dataset and their outputs; permitted for the project's personal-research scope subject to its use restrictions; fixed Masha/neutral profile; no reference audio or voice cloning; upstream basic cleaner only; language provenance is intended input text until acoustic review; tokenizer_dropped_characters=none,stage_d_ru_dialogs_vits2_masha_neutral_v1:synthetic-profile:dialogs_ru_vits2:Masha:neutral,e462fa1b1c66260c653e1d1f037577d90c4ccc7c5ac7926a8a25fedae954add4,93a312cfce9443af4835ab43a578603de37c3542655c9fdeb64e260176663875,4.179591836734694,vits2_emotion_conditioned_tts,Dialogs-RU Expressive Russian TTS,hf-af7eabc15d087fce701de7261190ccb747c3bc7a; checkpoint-b565b7b5311bd29102f15d2700c69ea71569605bc756fb5bb49d98afdc5e1e43; weights-only-wrapper-188ed0e0d2a8db916160b75f51462cf59fe24bce60a919e88fedd7fa76846c71,dialogs_ru_vits2_masha_neutral:dialogs_ru_vits2:Masha:neutral,not_applicable:fixed_pretrained_tts_no_reference_audio,cpu,offline_text_only_vits2_weights_only_fixed_profile,22050,wav,language_provenance=intended_input_text_only;literal_source_text_sha256=93a312cfce9443af4835ab43a578603de37c3542655c9fdeb64e260176663875;upstream_tokenizer_dropped_characters=none;rng_seed=sha256_literal_source_text,93a312cfce9443af,2026-08-13T13:30:00+05:00
stage_d_ru_dialogs_vits2_masha_neutral_v1:a23982209264f6c84364,raw/stage_d_ru_dialogs_vits2_masha_neutral_v1/slices/frozen_common_voice_73/f43e3cc35dd949803514-5eadfc3baab2.wav,d17083cc056fb5dd3c57992896225bad55d94dcde7d869aa10baf3f2760513ec,test,spoof,ru,false,stage_d_ru_dialogs_vits2_masha_neutral_v1:fixed-profile:dialogs_ru_vits2:Masha:neutral,stage_d_ru_dialogs_vits2_masha_neutral_v1,Common Voice RU CC0-1.0; Dialogs-RU model card OpenRAIL declaration; Dialogs dataset OpenRAIL license,Offline literal-text-only derivative of common_voice_ru_v24 text e80007821fe272fcf23f3497203570c8725d97b5c859d53ff4970bf24ef8cfbb; Dialogs-RU model card OpenRAIL declaration; Dialogs dataset OpenRAIL license revision e25ba617b2b56bd1dbf255d3905c51bd8da3d31f explicitly covers models trained on the dataset and their outputs; permitted for the project's personal-research scope subject to its use restrictions; fixed Masha/neutral profile; no reference audio or voice cloning; upstream basic cleaner only; language provenance is intended input text until acoustic review; tokenizer_dropped_characters=none,stage_d_ru_dialogs_vits2_masha_neutral_v1:synthetic-profile:dialogs_ru_vits2:Masha:neutral,e80007821fe272fcf23f3497203570c8725d97b5c859d53ff4970bf24ef8cfbb,5eadfc3baab248f3187d74c6ef4f2bce746736bec1d586f7d52ada01b897e074,5.851428571428571,vits2_emotion_conditioned_tts,Dialogs-RU Expressive Russian TTS,hf-af7eabc15d087fce701de7261190ccb747c3bc7a; checkpoint-b565b7b5311bd29102f15d2700c69ea71569605bc756fb5bb49d98afdc5e1e43; weights-only-wrapper-188ed0e0d2a8db916160b75f51462cf59fe24bce60a919e88fedd7fa76846c71,dialogs_ru_vits2_masha_neutral:dialogs_ru_vits2:Masha:neutral,not_applicable:fixed_pretrained_tts_no_reference_audio,cpu,offline_text_only_vits2_weights_only_fixed_profile,22050,wav,language_provenance=intended_input_text_only;literal_source_text_sha256=5eadfc3baab248f3187d74c6ef4f2bce746736bec1d586f7d52ada01b897e074;upstream_tokenizer_dropped_characters=none;rng_seed=sha256_literal_source_text,5eadfc3baab248f3,2026-08-13T13:30:00+05:00
stage_d_ru_dialogs_vits2_masha_neutral_v1:18576780e00da2f8f1c7,raw/stage_d_ru_dialogs_vits2_masha_neutral_v1/slices/frozen_common_voice_73/b9b26e56b7ea28647025-024651605493.wav,c7f6a03964f4e91f5f060c30394c2acfdc9e4c4d63d9161447c27c8bb2dd82e3,test,spoof,ru,false,stage_d_ru_dialogs_vits2_masha_neutral_v1:fixed-profile:dialogs_ru_vits2:Masha:neutral,stage_d_ru_dialogs_vits2_masha_neutral_v1,Common Voice RU CC0-1.0; Dialogs-RU model card OpenRAIL declaration; Dialogs dataset OpenRAIL license,Offline literal-text-only derivative of common_voice_ru_v24 text f15428c57f642d4bd20e7996d0ea0a1b2bb2719f9b2eb7bb47df1580da225466; Dialogs-RU model card OpenRAIL declaration; Dialogs dataset OpenRAIL license revision e25ba617b2b56bd1dbf255d3905c51bd8da3d31f explicitly covers models trained on the dataset and their outputs; permitted for the project's personal-research scope subject to its use restrictions; fixed Masha/neutral profile; no reference audio or voice cloning; upstream basic cleaner only; language provenance is intended input text until acoustic review; tokenizer_dropped_characters=none,stage_d_ru_dialogs_vits2_masha_neutral_v1:synthetic-profile:dialogs_ru_vits2:Masha:neutral,f15428c57f642d4bd20e7996d0ea0a1b2bb2719f9b2eb7bb47df1580da225466,02465160549355a4e80dad614ca7745a9df014484658df7ba9692bc3e7073311,4.388571428571429,vits2_emotion_conditioned_tts,Dialogs-RU Expressive Russian TTS,hf-af7eabc15d087fce701de7261190ccb747c3bc7a; checkpoint-b565b7b5311bd29102f15d2700c69ea71569605bc756fb5bb49d98afdc5e1e43; weights-only-wrapper-188ed0e0d2a8db916160b75f51462cf59fe24bce60a919e88fedd7fa76846c71,dialogs_ru_vits2_masha_neutral:dialogs_ru_vits2:Masha:neutral,not_applicable:fixed_pretrained_tts_no_reference_audio,cpu,offline_text_only_vits2_weights_only_fixed_profile,22050,wav,language_provenance=intended_input_text_only;literal_source_text_sha256=02465160549355a4e80dad614ca7745a9df014484658df7ba9692bc3e7073311;upstream_tokenizer_dropped_characters=none;rng_seed=sha256_literal_source_text,02465160549355a4,2026-08-13T13:30:00+05:00
stage_d_ru_dialogs_vits2_masha_neutral_v1:3a631f860c767c4c66bc,raw/stage_d_ru_dialogs_vits2_masha_neutral_v1/slices/frozen_common_voice_73/23bfd393709acbbbe676-a598fd1ef471.wav,aca9144a43ddf3392d12ddd377af4771651c2dfd7c2af6c2cf6bdb7b6ecf4f6f,test,spoof,ru,false,stage_d_ru_dialogs_vits2_masha_neutral_v1:fixed-profile:dialogs_ru_vits2:Masha:neutral,stage_d_ru_dialogs_vits2_masha_neutral_v1,Common Voice RU CC0-1.0; Dialogs-RU model card OpenRAIL declaration; Dialogs dataset OpenRAIL license,Offline literal-text-only derivative of common_voice_ru_v24 text 00dd6a3a76ae19cd63aa2ab3179acc37fa94c9a23abc3d85297ba24291ccfcf5; Dialogs-RU model card OpenRAIL declaration; Dialogs dataset OpenRAIL license revision e25ba617b2b56bd1dbf255d3905c51bd8da3d31f explicitly covers models trained on the dataset and their outputs; permitted for the project's personal-research scope subject to its use restrictions; fixed Masha/neutral profile; no reference audio or voice cloning; upstream basic cleaner only; language provenance is intended input text until acoustic review; tokenizer_dropped_characters=none,stage_d_ru_dialogs_vits2_masha_neutral_v1:synthetic-profile:dialogs_ru_vits2:Masha:neutral,00dd6a3a76ae19cd63aa2ab3179acc37fa94c9a23abc3d85297ba24291ccfcf5,a598fd1ef4711bbda21ba5417c0bcbb29ea00d616cb51ce39ef377bb139de1bc,4.957460317460318,vits2_emotion_conditioned_tts,Dialogs-RU Expressive Russian TTS,hf-af7eabc15d087fce701de7261190ccb747c3bc7a; checkpoint-b565b7b5311bd29102f15d2700c69ea71569605bc756fb5bb49d98afdc5e1e43; weights-only-wrapper-188ed0e0d2a8db916160b75f51462cf59fe24bce60a919e88fedd7fa76846c71,dialogs_ru_vits2_masha_neutral:dialogs_ru_vits2:Masha:neutral,not_applicable:fixed_pretrained_tts_no_reference_audio,cpu,offline_text_only_vits2_weights_only_fixed_profile,22050,wav,language_provenance=intended_input_text_only;literal_source_text_sha256=a598fd1ef4711bbda21ba5417c0bcbb29ea00d616cb51ce39ef377bb139de1bc;upstream_tokenizer_dropped_characters=none;rng_seed=sha256_literal_source_text,a598fd1ef4711bbd,2026-08-13T13:30:00+05:00
stage_d_ru_dialogs_vits2_masha_neutral_v1:f206edae0c363fbe5eea,raw/stage_d_ru_dialogs_vits2_masha_neutral_v1/slices/frozen_common_voice_73/bec03925483daa862356-239e8a95ab74.wav,324a9e960dd898a80c4f485f90bf40df5acc235a7cc4741e5001485bab084793,test,spoof,ru,false,stage_d_ru_dialogs_vits2_masha_neutral_v1:fixed-profile:dialogs_ru_vits2:Masha:neutral,stage_d_ru_dialogs_vits2_masha_neutral_v1,Common Voice RU CC0-1.0; Dialogs-RU model card OpenRAIL declaration; Dialogs dataset OpenRAIL license,Offline literal-text-only derivative of common_voice_ru_v24 text 00cf38be0834f4c55f899f0505acbab74e5cb4d55126359818a01c10a34a16fa; Dialogs-RU model card OpenRAIL declaration; Dialogs dataset OpenRAIL license revision e25ba617b2b56bd1dbf255d3905c51bd8da3d31f explicitly covers models trained on the dataset and their outputs; permitted for the project's personal-research scope subject to its use restrictions; fixed Masha/neutral profile; no reference audio or voice cloning; upstream basic cleaner only; language provenance is intended input text until acoustic review; tokenizer_dropped_characters=none,stage_d_ru_dialogs_vits2_masha_neutral_v1:synthetic-profile:dialogs_ru_vits2:Masha:neutral,00cf38be0834f4c55f899f0505acbab74e5cb4d55126359818a01c10a34a16fa,239e8a95ab74f6aec8c1887fab13987ae06e587aa8c695441f5971750209adfe,5.073560090702948,vits2_emotion_conditioned_tts,Dialogs-RU Expressive Russian TTS,hf-af7eabc15d087fce701de7261190ccb747c3bc7a; checkpoint-b565b7b5311bd29102f15d2700c69ea71569605bc756fb5bb49d98afdc5e1e43; weights-only-wrapper-188ed0e0d2a8db916160b75f51462cf59fe24bce60a919e88fedd7fa76846c71,dialogs_ru_vits2_masha_neutral:dialogs_ru_vits2:Masha:neutral,not_applicable:fixed_pretrained_tts_no_reference_audio,cpu,offline_text_only_vits2_weights_only_fixed_profile,22050,wav,language_provenance=intended_input_text_only;literal_source_text_sha256=239e8a95ab74f6aec8c1887fab13987ae06e587aa8c695441f5971750209adfe;upstream_tokenizer_dropped_characters=none;rng_seed=sha256_literal_source_text,239e8a95ab74f6ae,2026-08-13T13:30:00+05:00
stage_d_ru_dialogs_vits2_masha_neutral_v1:179d343ae2978b56a391,raw/stage_d_ru_dialogs_vits2_masha_neutral_v1/slices/frozen_common_voice_73/50f1109e2a35b0ba547c-39e748873f25.wav,098ab6acfb3446fdafbd5f19746e0558c47fd25781cd0ebf988b2029ef7f03c9,test,spoof,ru,false,stage_d_ru_dialogs_vits2_masha_neutral_v1:fixed-profile:dialogs_ru_vits2:Masha:neutral,stage_d_ru_dialogs_vits2_masha_neutral_v1,Common Voice RU CC0-1.0; Dialogs-RU model card OpenRAIL declaration; Dialogs dataset OpenRAIL license,Offline literal-text-only derivative of common_voice_ru_v24 text 09f40b92ef42fdfa2c3fbf372bca3f6beea521bc141512b9e00f8bfe53ad4047; Dialogs-RU model card OpenRAIL declaration; Dialogs dataset OpenRAIL license revision e25ba617b2b56bd1dbf255d3905c51bd8da3d31f explicitly covers models trained on the dataset and their outputs; permitted for the project's personal-research scope subject to its use restrictions; fixed Masha/neutral profile; no reference audio or voice cloning; upstream basic cleaner only; language provenance is intended input text until acoustic review; tokenizer_dropped_characters=none,stage_d_ru_dialogs_vits2_masha_neutral_v1:synthetic-profile:dialogs_ru_vits2:Masha:neutral,09f40b92ef42fdfa2c3fbf372bca3f6beea521bc141512b9e00f8bfe53ad4047,39e748873f2549c81ef5ecb88c685f5e664397b5a59ea02edcd2dbee1ff47605,4.655600907029479,vits2_emotion_conditioned_tts,Dialogs-RU Expressive Russian TTS,hf-af7eabc15d087fce701de7261190ccb747c3bc7a; checkpoint-b565b7b5311bd29102f15d2700c69ea71569605bc756fb5bb49d98afdc5e1e43; weights-only-wrapper-188ed0e0d2a8db916160b75f51462cf59fe24bce60a919e88fedd7fa76846c71,dialogs_ru_vits2_masha_neutral:dialogs_ru_vits2:Masha:neutral,not_applicable:fixed_pretrained_tts_no_reference_audio,cpu,offline_text_only_vits2_weights_only_fixed_profile,22050,wav,language_provenance=intended_input_text_only;literal_source_text_sha256=39e748873f2549c81ef5ecb88c685f5e664397b5a59ea02edcd2dbee1ff47605;upstream_tokenizer_dropped_characters=none;rng_seed=sha256_literal_source_text,39e748873f2549c8,2026-08-13T13:30:00+05:00
stage_d_ru_dialogs_vits2_masha_neutral_v1:f186bc62462251fe66db,raw/stage_d_ru_dialogs_vits2_masha_neutral_v1/slices/frozen_common_voice_73/6cc1a4b071ccd9ad5886-090fe38c6c91.wav,5e1270a2c7cd39aad1bb5abc52e725361d90e3b6d7fb28a3a4eb709ffd22f3d6,test,spoof,ru,false,stage_d_ru_dialogs_vits2_masha_neutral_v1:fixed-profile:dialogs_ru_vits2:Masha:neutral,stage_d_ru_dialogs_vits2_masha_neutral_v1,Common Voice RU CC0-1.0; Dialogs-RU model card OpenRAIL declaration; Dialogs dataset OpenRAIL license,Offline literal-text-only derivative of common_voice_ru_v24 text 7acbf23f79577114a70e91409651a56ac00bf51bbd8e7ae3e1dc512bf1c6c2d6; Dialogs-RU model card OpenRAIL declaration; Dialogs dataset OpenRAIL license revision e25ba617b2b56bd1dbf255d3905c51bd8da3d31f explicitly covers models trained on the dataset and their outputs; permitted for the project's personal-research scope subject to its use restrictions; fixed Masha/neutral profile; no reference audio or voice cloning; upstream basic cleaner only; language provenance is intended input text until acoustic review; tokenizer_dropped_characters=none,stage_d_ru_dialogs_vits2_masha_neutral_v1:synthetic-profile:dialogs_ru_vits2:Masha:neutral,7acbf23f79577114a70e91409651a56ac00bf51bbd8e7ae3e1dc512bf1c6c2d6,090fe38c6c91e49baccfe0790cecdae7cb6df9018b9f26e4b09aaee4ffc16558,7.233015873015873,vits2_emotion_conditioned_tts,Dialogs-RU Expressive Russian TTS,hf-af7eabc15d087fce701de7261190ccb747c3bc7a; checkpoint-b565b7b5311bd29102f15d2700c69ea71569605bc756fb5bb49d98afdc5e1e43; weights-only-wrapper-188ed0e0d2a8db916160b75f51462cf59fe24bce60a919e88fedd7fa76846c71,dialogs_ru_vits2_masha_neutral:dialogs_ru_vits2:Masha:neutral,not_applicable:fixed_pretrained_tts_no_reference_audio,cpu,offline_text_only_vits2_weights_only_fixed_profile,22050,wav,language_provenance=intended_input_text_only;literal_source_text_sha256=090fe38c6c91e49baccfe0790cecdae7cb6df9018b9f26e4b09aaee4ffc16558;upstream_tokenizer_dropped_characters=none;rng_seed=sha256_literal_source_text,090fe38c6c91e49b,2026-08-13T13:30:00+05:00
