sample_id,relative_path,sha256,split,label,language,code_switch,parent_group_id,source_name,source_license,rights_basis,speaker_pseudo_id,text_id,text_hash,duration_s,generator_family,generator_name,generator_version,voice_id,clone_consent_id,device,capture_route,original_sr,codec,augmentation_chain,augmentation_seed,created_at
common_voice_ru_v24:common_voice_ru_25474679,processed/68/68f67a0edcf68f2562d3efb3453849d3da1b2d9142d18b2bafc7203bea024abe.wav,78c8c1bc045740fc483b7d060c19675ebe9b0ba0366bc3af6ed17ab766dd7258,test,bonafide,ru,unknown,common_voice_ru_v24:client:8fdc72f53cae663ce64aa615314c27f9524b02f61e0b8b5c4a1f62339b7488ee7c92f532d2410d87f8737d8281d327d32615e511f54af44117ed589c71e11e9f,common_voice_ru_v24,CC0-1.0,"Common Voice RU v24, CC0-1.0; owner-authorized personal research; no speaker identification or re-hosting",common_voice_ru_v24:client:8fdc72f53cae663ce64aa615314c27f9524b02f61e0b8b5c4a1f62339b7488ee7c92f532d2410d87f8737d8281d327d32615e511f54af44117ed589c71e11e9f,15721ac6ba0794f9cb439a181900fd60ca8d1e856be25c0c6ad7948dd64330ba,3edf55c39890d79be8210bcbabf383357fb8a491b98d7b8c9788c2f23925acec,6.516,,,,,,unknown,crowdsourced_web_recording,32000,wav,,,2026-08-13T17:12:59+05:00
silero_v5_5_ru_eugene_v1:e81d9e3f569e7e33,processed/e5/e5f2a6ce27035dc9fc53d8d97060a3c7fb0ccf7df59a8ad45537ee76981c1737.wav,29baf6f5fc6855331075e8cfa5238a943fe58e2f85cc7d900d8e6cbecb308464,test,spoof,ru,unknown,silero_v5_5_ru_eugene_v1:profile:silero_v5_5_ru_eugene:eugene,silero_v5_5_ru_eugene_v1,Silero V5.5 RU model CC-BY-NC-SA-4.0,Offline derivative for personal research from source transcript 15721ac6ba0794f9cb439a181900fd60ca8d1e856be25c0c6ad7948dd64330ba; Silero repository and V5.5 RU package CC-BY-NC-SA-4.0; only the project's personal-research scope is permitted; fixed eugene profile; no reference audio or voice cloning,silero_v5_5_ru_eugene_v1:synthetic-profile:silero_v5_5_ru_eugene:eugene,15721ac6ba0794f9cb439a181900fd60ca8d1e856be25c0c6ad7948dd64330ba,3edf55c39890d79be8210bcbabf383357fb8a491b98d7b8c9788c2f23925acec,4.0375,silero_v5_5_ru_torchpackage_tts,Silero V5.5 RU fixed eugene text-only TTS,Silero v5_5_ru package SHA-256 50081637b602126ee06cb3bc8a744d25651d2da149ee8864b9a379bfdd934437; source d9355348e2781dc8fa25a135d1602c530afae24c; wrapper SHA-256 9841a7361d9d8c07e81778cbb2609ccd2195a9e53af9e58d021318c0828560f1,silero_v5_5_ru_eugene:eugene,not_applicable:fixed-pretrained-tts-no-reference-audio,local_cpu_silero_v5_5_ru_eugene,offline_text_only_silero_v5_5_ru_fixed_eugene,48000,wav,text_normalization=silero_v5_5_ru_literal_whitespace_only_v1,,2026-08-13T17:41:27+05:00
common_voice_ru_v24:common_voice_ru_20388721,processed/b1/b1fda6d5bf6f21558c8812bfe6ea541b7f972903b5854f72efec29a16e00391a.wav,8a18c4c8c5161029dfe4ebb8b8af21f4a9f65afad6ba364bb87e04d441f8cd6f,test,bonafide,ru,unknown,common_voice_ru_v24:client:1d2af808797356f26289f327b72c7c5df8bdc7f6461921f23feb32e545ad7f099b5c36854830e49d39c5f385e5114be9ad5b5f14457f3bec0c0a158eea80e313,common_voice_ru_v24,CC0-1.0,"Common Voice RU v24, CC0-1.0; owner-authorized personal research; no speaker identification or re-hosting",common_voice_ru_v24:client:1d2af808797356f26289f327b72c7c5df8bdc7f6461921f23feb32e545ad7f099b5c36854830e49d39c5f385e5114be9ad5b5f14457f3bec0c0a158eea80e313,250dc7857cec71203668420aa0a8e7ebda440d52d872ba48b3235078f3b58e80,05ba954f2ec2d4005b9de4bea7aca19daa695bf1177f484d00708ae32a8e233f,5.784,,,,,,unknown,crowdsourced_web_recording,48000,wav,,,2026-08-13T17:12:59+05:00
silero_v5_5_ru_eugene_v1:3dc50acc48aaa48c,processed/fe/fe338718cbc81a8594b9b00eda4547f5694861e468cfbfdabd8c0bb01abbada4.wav,518c33ee22a66944a198f4235d8825cdcd4348e206e5731ff5e6d9eae02ad1d6,test,spoof,ru,unknown,silero_v5_5_ru_eugene_v1:profile:silero_v5_5_ru_eugene:eugene,silero_v5_5_ru_eugene_v1,Silero V5.5 RU model CC-BY-NC-SA-4.0,Offline derivative for personal research from source transcript 250dc7857cec71203668420aa0a8e7ebda440d52d872ba48b3235078f3b58e80; Silero repository and V5.5 RU package CC-BY-NC-SA-4.0; only the project's personal-research scope is permitted; fixed eugene profile; no reference audio or voice cloning,silero_v5_5_ru_eugene_v1:synthetic-profile:silero_v5_5_ru_eugene:eugene,250dc7857cec71203668420aa0a8e7ebda440d52d872ba48b3235078f3b58e80,05ba954f2ec2d4005b9de4bea7aca19daa695bf1177f484d00708ae32a8e233f,3.325,silero_v5_5_ru_torchpackage_tts,Silero V5.5 RU fixed eugene text-only TTS,Silero v5_5_ru package SHA-256 50081637b602126ee06cb3bc8a744d25651d2da149ee8864b9a379bfdd934437; source d9355348e2781dc8fa25a135d1602c530afae24c; wrapper SHA-256 9841a7361d9d8c07e81778cbb2609ccd2195a9e53af9e58d021318c0828560f1,silero_v5_5_ru_eugene:eugene,not_applicable:fixed-pretrained-tts-no-reference-audio,local_cpu_silero_v5_5_ru_eugene,offline_text_only_silero_v5_5_ru_fixed_eugene,48000,wav,text_normalization=silero_v5_5_ru_literal_whitespace_only_v1,,2026-08-13T17:41:27+05:00
common_voice_ru_v24:common_voice_ru_23861800,processed/27/274ae682c1249498c07eb9a65e93286180a2fda2205dc96fe8dd02f3d805305c.wav,dc48b0076d4647638cca029033fee36c053d27fc3ab731cbe3732e824b2c5104,test,bonafide,ru,unknown,common_voice_ru_v24:client:debf0da13745012637637d194d4917c0e1c65c191ecf1294a4f9ba677a8225e4e0b9e5957933f2eb24689b345b07e4ab356894cb4162d823fbd87fa940bb3e8d,common_voice_ru_v24,CC0-1.0,"Common Voice RU v24, CC0-1.0; owner-authorized personal research; no speaker identification or re-hosting",common_voice_ru_v24:client:debf0da13745012637637d194d4917c0e1c65c191ecf1294a4f9ba677a8225e4e0b9e5957933f2eb24689b345b07e4ab356894cb4162d823fbd87fa940bb3e8d,28c9746c2de685bf4acf0299e78a3fd7593dc9f2bc26949c0f3ab4611f03fb10,a604f9959f473c261859db7cab965a07b797456e51d66739c6204afba7b49c5e,8.376,,,,,,unknown,crowdsourced_web_recording,48000,wav,,,2026-08-13T17:12:59+05:00
silero_v5_5_ru_eugene_v1:2b83a2d1d1669754,processed/53/5305cc52f98148d30fb1bc7bf47c0633b5e9a17579fc380906f5b59c4ba19fa6.wav,edd1b51eb21596ed0a70adb5129a9e827ebf872f5a02ad3cff5f7ae8977d01d1,test,spoof,ru,unknown,silero_v5_5_ru_eugene_v1:profile:silero_v5_5_ru_eugene:eugene,silero_v5_5_ru_eugene_v1,Silero V5.5 RU model CC-BY-NC-SA-4.0,Offline derivative for personal research from source transcript 28c9746c2de685bf4acf0299e78a3fd7593dc9f2bc26949c0f3ab4611f03fb10; Silero repository and V5.5 RU package CC-BY-NC-SA-4.0; only the project's personal-research scope is permitted; fixed eugene profile; no reference audio or voice cloning,silero_v5_5_ru_eugene_v1:synthetic-profile:silero_v5_5_ru_eugene:eugene,28c9746c2de685bf4acf0299e78a3fd7593dc9f2bc26949c0f3ab4611f03fb10,a604f9959f473c261859db7cab965a07b797456e51d66739c6204afba7b49c5e,4.1,silero_v5_5_ru_torchpackage_tts,Silero V5.5 RU fixed eugene text-only TTS,Silero v5_5_ru package SHA-256 50081637b602126ee06cb3bc8a744d25651d2da149ee8864b9a379bfdd934437; source d9355348e2781dc8fa25a135d1602c530afae24c; wrapper SHA-256 9841a7361d9d8c07e81778cbb2609ccd2195a9e53af9e58d021318c0828560f1,silero_v5_5_ru_eugene:eugene,not_applicable:fixed-pretrained-tts-no-reference-audio,local_cpu_silero_v5_5_ru_eugene,offline_text_only_silero_v5_5_ru_fixed_eugene,48000,wav,text_normalization=silero_v5_5_ru_literal_whitespace_only_v1,,2026-08-13T17:41:27+05:00
common_voice_ru_v24:common_voice_ru_23436347,processed/a4/a4f991e7b946b37994ef29dfb0482ea6ae71baa8a6d0b807f506e28e5c212d5f.wav,f49dbbc0efbd64e662dbd23ce5e54dcc9a9c8d7acfbca2bdcb166032b4c87cad,test,bonafide,ru,unknown,common_voice_ru_v24:client:694a65e4c75d8dc540d24cb7ef78661e38c70fa224a48b3ab5ab99300d2e24467d36c00f733d50e4e7cac8f4d318bf353b2f364c6d5931fb9045ab6c4ea9d8fe,common_voice_ru_v24,CC0-1.0,"Common Voice RU v24, CC0-1.0; owner-authorized personal research; no speaker identification or re-hosting",common_voice_ru_v24:client:694a65e4c75d8dc540d24cb7ef78661e38c70fa224a48b3ab5ab99300d2e24467d36c00f733d50e4e7cac8f4d318bf353b2f364c6d5931fb9045ab6c4ea9d8fe,29801633ad4b56a20354a4695073921cb20bb445798723d59dfeeff061158a69,a7cbf8ebfc4fe1774172615a52b61adba0fc5e97aa49c92ed824adb18ca30f27,7.344,,,,,,unknown,crowdsourced_web_recording,48000,wav,,,2026-08-13T17:12:59+05:00
silero_v5_5_ru_eugene_v1:cf68980a4b1c2e72,processed/12/127c016ba74fc3bb3421a59555d82cb1b1a8cc564de8d0299a35dfbb34320447.wav,aca277bb09ea786fd6acc108a72d5ef7640dd1504e1cecde14a95166ec3e050d,test,spoof,ru,unknown,silero_v5_5_ru_eugene_v1:profile:silero_v5_5_ru_eugene:eugene,silero_v5_5_ru_eugene_v1,Silero V5.5 RU model CC-BY-NC-SA-4.0,Offline derivative for personal research from source transcript 29801633ad4b56a20354a4695073921cb20bb445798723d59dfeeff061158a69; Silero repository and V5.5 RU package CC-BY-NC-SA-4.0; only the project's personal-research scope is permitted; fixed eugene profile; no reference audio or voice cloning,silero_v5_5_ru_eugene_v1:synthetic-profile:silero_v5_5_ru_eugene:eugene,29801633ad4b56a20354a4695073921cb20bb445798723d59dfeeff061158a69,a7cbf8ebfc4fe1774172615a52b61adba0fc5e97aa49c92ed824adb18ca30f27,5.0,silero_v5_5_ru_torchpackage_tts,Silero V5.5 RU fixed eugene text-only TTS,Silero v5_5_ru package SHA-256 50081637b602126ee06cb3bc8a744d25651d2da149ee8864b9a379bfdd934437; source d9355348e2781dc8fa25a135d1602c530afae24c; wrapper SHA-256 9841a7361d9d8c07e81778cbb2609ccd2195a9e53af9e58d021318c0828560f1,silero_v5_5_ru_eugene:eugene,not_applicable:fixed-pretrained-tts-no-reference-audio,local_cpu_silero_v5_5_ru_eugene,offline_text_only_silero_v5_5_ru_fixed_eugene,48000,wav,text_normalization=silero_v5_5_ru_literal_whitespace_only_v1,,2026-08-13T17:41:27+05:00
common_voice_ru_v24:common_voice_ru_25692704,processed/49/49339da1abdb45af37cedfbfde944798401d95b6ae0d432848e18598f45709c8.wav,ebd10e18ca4aab139e7437e9d08aff491e6d3ee31dfe08d87a63f8f756415abe,test,bonafide,ru,unknown,common_voice_ru_v24:client:3e5ef80fcf7ece2f445592db37cc354a0bf05829340509aca8d60a51891f72f139168ecd06ffbaaf5807a9ca63377f6cc0fd6d742df1f4466982e0f597d3e837,common_voice_ru_v24,CC0-1.0,"Common Voice RU v24, CC0-1.0; owner-authorized personal research; no speaker identification or re-hosting",common_voice_ru_v24:client:3e5ef80fcf7ece2f445592db37cc354a0bf05829340509aca8d60a51891f72f139168ecd06ffbaaf5807a9ca63377f6cc0fd6d742df1f4466982e0f597d3e837,2d47a9d2ff2fb4df5fe89064f0b0748280b8e4ccea7bb12fa9237f498df9b373,f113d894ba20da9480b39f8be4a6b6681251b55cf34bb8d7c9de8f8424b318b2,6.192,,,,,,unknown,crowdsourced_web_recording,32000,wav,,,2026-08-13T17:12:59+05:00
silero_v5_5_ru_eugene_v1:77707c89b26682a9,processed/3c/3c2a4a27750b06d1f1fe62c5515f611ec01afce806b644584ea41c10d424e361.wav,08d7ae2d8d715923762252db46bfd61c09e0c6300563c939eb9660fc65504319,test,spoof,ru,unknown,silero_v5_5_ru_eugene_v1:profile:silero_v5_5_ru_eugene:eugene,silero_v5_5_ru_eugene_v1,Silero V5.5 RU model CC-BY-NC-SA-4.0,Offline derivative for personal research from source transcript 2d47a9d2ff2fb4df5fe89064f0b0748280b8e4ccea7bb12fa9237f498df9b373; Silero repository and V5.5 RU package CC-BY-NC-SA-4.0; only the project's personal-research scope is permitted; fixed eugene profile; no reference audio or voice cloning,silero_v5_5_ru_eugene_v1:synthetic-profile:silero_v5_5_ru_eugene:eugene,2d47a9d2ff2fb4df5fe89064f0b0748280b8e4ccea7bb12fa9237f498df9b373,f113d894ba20da9480b39f8be4a6b6681251b55cf34bb8d7c9de8f8424b318b2,4.6,silero_v5_5_ru_torchpackage_tts,Silero V5.5 RU fixed eugene text-only TTS,Silero v5_5_ru package SHA-256 50081637b602126ee06cb3bc8a744d25651d2da149ee8864b9a379bfdd934437; source d9355348e2781dc8fa25a135d1602c530afae24c; wrapper SHA-256 9841a7361d9d8c07e81778cbb2609ccd2195a9e53af9e58d021318c0828560f1,silero_v5_5_ru_eugene:eugene,not_applicable:fixed-pretrained-tts-no-reference-audio,local_cpu_silero_v5_5_ru_eugene,offline_text_only_silero_v5_5_ru_fixed_eugene,48000,wav,text_normalization=silero_v5_5_ru_literal_whitespace_only_v1,,2026-08-13T17:41:27+05:00
