sample_id,relative_path,sha256,split,label,language,code_switch,parent_group_id,source_name,source_license,rights_basis,speaker_pseudo_id,text_id,text_hash,duration_s,generator_family,generator_name,generator_version,voice_id,clone_consent_id,device,capture_route,original_sr,codec,augmentation_chain,augmentation_seed,created_at
ksc_derived_kk_v2_kazemotts:97fc8e28868ae5b9,processed/cc/ccb10c43c2593c08e838b6260597db5a46910a297d93744aee77610b51d7feef.wav,c2b4e06bea5fe5be3d771e2e52ef4bdf8b1f97d2dc313b22a26195b85816befc,test,spoof,kk,unknown,ksc_derived_kk_v2_kazemotts:profile:kazemotts_gradtts_hifigan:F1:sad,ksc_derived_kk_v2_kazemotts,KSC text CC-BY-4.0; KazEmoTTS model CC-BY-4.0,Offline derivative for personal research from KSC transcript ksc_slr102:5f5f487a99114; KazEmoTTS dataset and model CC-BY-4.0; upstream source archive used only for local inference; no voice cloning,ksc_derived_kk_v2_kazemotts:synthetic-voice:kazemotts_gradtts_hifigan:F1:sad,ksc_slr102:5f5f487a99114,f598ce8882dc5df58c00224a0a9313db719cfed864bdcdaa0d7c180cd9d2df19,2.5890625,gradtts_hifigan_emotional_tts,ISSAI KazEmoTTS Grad-TTS + HiFi-GAN,KazEmoTTS source-revision-0db250b2ebd95c0de7f8fb7ccba9fd65d4815115; checkpoints-2024-03-11,kazemotts_gradtts_hifigan:F1:sad,not_applicable:pretrained-tts-no-local-voice-cloning,local_cuda_kazemotts_gradtts_hifigan,offline_neural_tts,22050,wav,none,tts_seed=1204343186,2026-08-10T00:00:00Z
ksc_derived_kk_v2_kazemotts:d75372f716306800,processed/82/820a2a91a2b014f96611ceca1e5214eb1ab13b8b9c2d1dc846d6a88995d3b3a6.wav,ace056efbd4e2028f23348296cf7771fc6a74745101737614b63c40eee1869c9,test,spoof,kk,unknown,ksc_derived_kk_v2_kazemotts:profile:kazemotts_gradtts_hifigan:M2:angry,ksc_derived_kk_v2_kazemotts,KSC text CC-BY-4.0; KazEmoTTS model CC-BY-4.0,Offline derivative for personal research from KSC transcript ksc_slr102:5f60e93be4e88; KazEmoTTS dataset and model CC-BY-4.0; upstream source archive used only for local inference; no voice cloning,ksc_derived_kk_v2_kazemotts:synthetic-voice:kazemotts_gradtts_hifigan:M2:angry,ksc_slr102:5f60e93be4e88,29ba4ef6403d8e8bff2c8934f0f4778658f4872a9b5de55dd4f250d3fe900675,3.2391875,gradtts_hifigan_emotional_tts,ISSAI KazEmoTTS Grad-TTS + HiFi-GAN,KazEmoTTS source-revision-0db250b2ebd95c0de7f8fb7ccba9fd65d4815115; checkpoints-2024-03-11,kazemotts_gradtts_hifigan:M2:angry,not_applicable:pretrained-tts-no-local-voice-cloning,local_cuda_kazemotts_gradtts_hifigan,offline_neural_tts,22050,wav,none,tts_seed=712323159,2026-08-10T00:00:00Z
ksc_derived_kk_v2_kazemotts:652871a2b3afc05a,processed/36/3632e970bf0306a5fa61967e6424261362bda12bd6c1145b96faaf5f1d5ad629.wav,cd6a6dc48180add0340b4704e2f7acda02b79d49f4153b613b79ec81572ae381,test,spoof,kk,unknown,ksc_derived_kk_v2_kazemotts:profile:kazemotts_gradtts_hifigan:M2:surprise,ksc_derived_kk_v2_kazemotts,KSC text CC-BY-4.0; KazEmoTTS model CC-BY-4.0,Offline derivative for personal research from KSC transcript ksc_slr102:5f60bc29b9b47; KazEmoTTS dataset and model CC-BY-4.0; upstream source archive used only for local inference; no voice cloning,ksc_derived_kk_v2_kazemotts:synthetic-voice:kazemotts_gradtts_hifigan:M2:surprise,ksc_slr102:5f60bc29b9b47,2c83dccfebbde8bba16612e2b5971089bc482575caa08e28615b6340e1d5c6c1,3.9241875,gradtts_hifigan_emotional_tts,ISSAI KazEmoTTS Grad-TTS + HiFi-GAN,KazEmoTTS source-revision-0db250b2ebd95c0de7f8fb7ccba9fd65d4815115; checkpoints-2024-03-11,kazemotts_gradtts_hifigan:M2:surprise,not_applicable:pretrained-tts-no-local-voice-cloning,local_cuda_kazemotts_gradtts_hifigan,offline_neural_tts,22050,wav,none,tts_seed=122734487,2026-08-10T00:00:00Z
ksc_derived_kk_v2_kazemotts:19ef776eb631c0da,processed/83/83f410cc20afd669c1c145a6d9e5c276855c26d1bae72ded4e808f74024824e2.wav,bee415f95909ed1d8b4105d743625303f2d6e4c93e05fc1d61b4e5a0b4097f93,test,spoof,kk,unknown,ksc_derived_kk_v2_kazemotts:profile:kazemotts_gradtts_hifigan:M2:fear,ksc_derived_kk_v2_kazemotts,KSC text CC-BY-4.0; KazEmoTTS model CC-BY-4.0,Offline derivative for personal research from KSC transcript ksc_slr102:5f60c0ada0c47; KazEmoTTS dataset and model CC-BY-4.0; upstream source archive used only for local inference; no voice cloning,ksc_derived_kk_v2_kazemotts:synthetic-voice:kazemotts_gradtts_hifigan:M2:fear,ksc_slr102:5f60c0ada0c47,89980019efa44c173c6a9a7c597356b98967cbd3c2c70358e8bdd6d55426829c,4.6091875,gradtts_hifigan_emotional_tts,ISSAI KazEmoTTS Grad-TTS + HiFi-GAN,KazEmoTTS source-revision-0db250b2ebd95c0de7f8fb7ccba9fd65d4815115; checkpoints-2024-03-11,kazemotts_gradtts_hifigan:M2:fear,not_applicable:pretrained-tts-no-local-voice-cloning,local_cuda_kazemotts_gradtts_hifigan,offline_neural_tts,22050,wav,none,tts_seed=1058223571,2026-08-10T00:00:00Z
ksc_derived_kk_v2_kazemotts:dcff1bb7a29e80b0,processed/df/df77b504ee592004c12948de5dc77f3396527719021f9705de9e9fb4185004e7.wav,085b0b5869a872784c843a102dbef4061176854f4ebcabf12b8a47368cf25128,test,spoof,kk,unknown,ksc_derived_kk_v2_kazemotts:profile:kazemotts_gradtts_hifigan:M2:happy,ksc_derived_kk_v2_kazemotts,KSC text CC-BY-4.0; KazEmoTTS model CC-BY-4.0,Offline derivative for personal research from KSC transcript ksc_slr102:5f5a592026f00; KazEmoTTS dataset and model CC-BY-4.0; upstream source archive used only for local inference; no voice cloning,ksc_derived_kk_v2_kazemotts:synthetic-voice:kazemotts_gradtts_hifigan:M2:happy,ksc_slr102:5f5a592026f00,7af7819da2f563f0811fc5359368f074563810716147606d3ab6d421498cc2cc,4.2028125,gradtts_hifigan_emotional_tts,ISSAI KazEmoTTS Grad-TTS + HiFi-GAN,KazEmoTTS source-revision-0db250b2ebd95c0de7f8fb7ccba9fd65d4815115; checkpoints-2024-03-11,kazemotts_gradtts_hifigan:M2:happy,not_applicable:pretrained-tts-no-local-voice-cloning,local_cuda_kazemotts_gradtts_hifigan,offline_neural_tts,22050,wav,none,tts_seed=1842289485,2026-08-10T00:00:00Z
ksc_derived_kk_v2_kazemotts:b4f25843b8916b29,processed/a4/a4e39da85905bc75c834607818bff14903ec6b108295a406a978626797429e3b.wav,43c54783a6f01d6f110040ce50fd9a7702d053c463030c9c73baece018a7c138,test,spoof,kk,unknown,ksc_derived_kk_v2_kazemotts:profile:kazemotts_gradtts_hifigan:M2:neutral,ksc_derived_kk_v2_kazemotts,KSC text CC-BY-4.0; KazEmoTTS model CC-BY-4.0,Offline derivative for personal research from KSC transcript ksc_slr102:5f5a11000269a; KazEmoTTS dataset and model CC-BY-4.0; upstream source archive used only for local inference; no voice cloning,ksc_derived_kk_v2_kazemotts:synthetic-voice:kazemotts_gradtts_hifigan:M2:neutral,ksc_slr102:5f5a11000269a,2b45878d89fa85b65a1876828faabe3b9e0bf3dfde8344d4360c706237921e63,3.599125,gradtts_hifigan_emotional_tts,ISSAI KazEmoTTS Grad-TTS + HiFi-GAN,KazEmoTTS source-revision-0db250b2ebd95c0de7f8fb7ccba9fd65d4815115; checkpoints-2024-03-11,kazemotts_gradtts_hifigan:M2:neutral,not_applicable:pretrained-tts-no-local-voice-cloning,local_cuda_kazemotts_gradtts_hifigan,offline_neural_tts,22050,wav,none,tts_seed=1895997799,2026-08-10T00:00:00Z
ksc_derived_kk_v2_kazemotts:1a8ae062bd164042,processed/8e/8e088d17021e659e8f381b583bfe943e8570b49a3085822390494dedf21219c5.wav,4dce742f60475d879d9b9db7ce7d642381dd95e396a2282c823f2035413d96ae,test,spoof,kk,unknown,ksc_derived_kk_v2_kazemotts:profile:kazemotts_gradtts_hifigan:M2:sad,ksc_derived_kk_v2_kazemotts,KSC text CC-BY-4.0; KazEmoTTS model CC-BY-4.0,Offline derivative for personal research from KSC transcript ksc_slr102:5f9f879cc02b5; KazEmoTTS dataset and model CC-BY-4.0; upstream source archive used only for local inference; no voice cloning,ksc_derived_kk_v2_kazemotts:synthetic-voice:kazemotts_gradtts_hifigan:M2:sad,ksc_slr102:5f9f879cc02b5,4178022b71d7731e822d717c71cc512711abe547f4cada1ea5f8a4980d0a510f,2.8560625,gradtts_hifigan_emotional_tts,ISSAI KazEmoTTS Grad-TTS + HiFi-GAN,KazEmoTTS source-revision-0db250b2ebd95c0de7f8fb7ccba9fd65d4815115; checkpoints-2024-03-11,kazemotts_gradtts_hifigan:M2:sad,not_applicable:pretrained-tts-no-local-voice-cloning,local_cuda_kazemotts_gradtts_hifigan,offline_neural_tts,22050,wav,none,tts_seed=1579957698,2026-08-10T00:00:00Z
ksc_derived_kk_v2_kazemotts:7291d487c9aa2c28,processed/11/11561ee2dec0d1a6a0f14b66f4f6d199b948fc248a1b2875e177b3a0c36e238d.wav,994459517895de699260be3caf80556fd0511f77041db001ede8e16e254b6b6f,test,spoof,kk,unknown,ksc_derived_kk_v2_kazemotts:profile:kazemotts_gradtts_hifigan:M1:angry,ksc_derived_kk_v2_kazemotts,KSC text CC-BY-4.0; KazEmoTTS model CC-BY-4.0,Offline derivative for personal research from KSC transcript ksc_slr102:5f2b080471c05; KazEmoTTS dataset and model CC-BY-4.0; upstream source archive used only for local inference; no voice cloning,ksc_derived_kk_v2_kazemotts:synthetic-voice:kazemotts_gradtts_hifigan:M1:angry,ksc_slr102:5f2b080471c05,a458d3d81fa14d3c782ee145ec32bb24208aa27341aa5f77a49886701a5b6880,4.0286875,gradtts_hifigan_emotional_tts,ISSAI KazEmoTTS Grad-TTS + HiFi-GAN,KazEmoTTS source-revision-0db250b2ebd95c0de7f8fb7ccba9fd65d4815115; checkpoints-2024-03-11,kazemotts_gradtts_hifigan:M1:angry,not_applicable:pretrained-tts-no-local-voice-cloning,local_cuda_kazemotts_gradtts_hifigan,offline_neural_tts,22050,wav,none,tts_seed=1394165214,2026-08-10T00:00:00Z
ksc_derived_kk_v2_kazemotts:d76c2f091f5174fe,processed/a7/a72d28112646b743e348731fa7f5281a661ce7e1231cee59b8eb1ab3755b591a.wav,04b6004dc6f7296ee947dffd9e68b107909b4d349958e9c4c5b7d5f205cde9cf,test,spoof,kk,unknown,ksc_derived_kk_v2_kazemotts:profile:kazemotts_gradtts_hifigan:M1:surprise,ksc_derived_kk_v2_kazemotts,KSC text CC-BY-4.0; KazEmoTTS model CC-BY-4.0,Offline derivative for personal research from KSC transcript ksc_slr102:5f58808d76f54; KazEmoTTS dataset and model CC-BY-4.0; upstream source archive used only for local inference; no voice cloning,ksc_derived_kk_v2_kazemotts:synthetic-voice:kazemotts_gradtts_hifigan:M1:surprise,ksc_slr102:5f58808d76f54,01e18fdd209db22202776c75f097f2920f21e6213071724899a6d959b72fee2c,3.7500625,gradtts_hifigan_emotional_tts,ISSAI KazEmoTTS Grad-TTS + HiFi-GAN,KazEmoTTS source-revision-0db250b2ebd95c0de7f8fb7ccba9fd65d4815115; checkpoints-2024-03-11,kazemotts_gradtts_hifigan:M1:surprise,not_applicable:pretrained-tts-no-local-voice-cloning,local_cuda_kazemotts_gradtts_hifigan,offline_neural_tts,22050,wav,none,tts_seed=185267989,2026-08-10T00:00:00Z
ksc_derived_kk_v2_kazemotts:3a30963de6611989,processed/74/7474a161731ea91c276fa161d620b52ef82491d56f98daabaeba68971f9f100f.wav,e887dfe5385eee6a17968d94e2e624c097e98d98d9c810218de62e38b9775d4b,test,spoof,kk,unknown,ksc_derived_kk_v2_kazemotts:profile:kazemotts_gradtts_hifigan:M1:fear,ksc_derived_kk_v2_kazemotts,KSC text CC-BY-4.0; KazEmoTTS model CC-BY-4.0,Offline derivative for personal research from KSC transcript ksc_slr102:5f5f1f0f0343b; KazEmoTTS dataset and model CC-BY-4.0; upstream source archive used only for local inference; no voice cloning,ksc_derived_kk_v2_kazemotts:synthetic-voice:kazemotts_gradtts_hifigan:M1:fear,ksc_slr102:5f5f1f0f0343b,42ff432e65c865b8f3902cbb87594af65153af8ca0a844f2791371bd3d431529,4.5046875,gradtts_hifigan_emotional_tts,ISSAI KazEmoTTS Grad-TTS + HiFi-GAN,KazEmoTTS source-revision-0db250b2ebd95c0de7f8fb7ccba9fd65d4815115; checkpoints-2024-03-11,kazemotts_gradtts_hifigan:M1:fear,not_applicable:pretrained-tts-no-local-voice-cloning,local_cuda_kazemotts_gradtts_hifigan,offline_neural_tts,22050,wav,none,tts_seed=832980071,2026-08-10T00:00:00Z
ksc_derived_kk_v2_kazemotts:93f7889874111cf5,processed/82/8217930e06e5f64f8529417a70c9afc69f73ee6661f9a559fcb333ee01772d3f.wav,92b2820ee74be14fe9d3717a488c847e36bb6dd8af6c1189559a270ffb858c1b,test,spoof,kk,unknown,ksc_derived_kk_v2_kazemotts:profile:kazemotts_gradtts_hifigan:M1:happy,ksc_derived_kk_v2_kazemotts,KSC text CC-BY-4.0; KazEmoTTS model CC-BY-4.0,Offline derivative for personal research from KSC transcript ksc_slr102:5f579377a9cbc; KazEmoTTS dataset and model CC-BY-4.0; upstream source archive used only for local inference; no voice cloning,ksc_derived_kk_v2_kazemotts:synthetic-voice:kazemotts_gradtts_hifigan:M1:happy,ksc_slr102:5f579377a9cbc,64b71b0f4518d1ae8c7e9fbafc961989ecf8aeb5f2fcdcf511237357aa61bbf3,5.712125,gradtts_hifigan_emotional_tts,ISSAI KazEmoTTS Grad-TTS + HiFi-GAN,KazEmoTTS source-revision-0db250b2ebd95c0de7f8fb7ccba9fd65d4815115; checkpoints-2024-03-11,kazemotts_gradtts_hifigan:M1:happy,not_applicable:pretrained-tts-no-local-voice-cloning,local_cuda_kazemotts_gradtts_hifigan,offline_neural_tts,22050,wav,none,tts_seed=895422402,2026-08-10T00:00:00Z
