sample_id,relative_path,sha256,split,label,language,code_switch,parent_group_id,source_name,source_license,rights_basis,speaker_pseudo_id,text_id,text_hash,duration_s,generator_family,generator_name,generator_version,voice_id,clone_consent_id,device,capture_route,original_sr,codec,augmentation_chain,augmentation_seed,created_at
pyara_ru_v7:alg_1_39540,raw/pyara_ru_v7/slices/research-500/Fake/alg_1_39540.wav,6bf3fa89012710e6e2d79da79b5b3243b029407eb91c2b7c2e231fd8edd2c7ee,train,spoof,ru,unknown,pyara_ru_v7:source-record:alg_1_39540,pyara_ru_v7,CC-BY-NC-SA-4.0,"PyAra v7 CC-BY-NC-SA-4.0; owner-authorized personal research; text-leakage-safe only, no verified speaker identifiers",pyara_ru_v7:source-record:alg_1_39540,pyara_ru_v7:text:e3eaf89fdfa242b2f6430cfde8a917277ebd94cd5a3ae585ecf2c6bcb37d9b40,e3eaf89fdfa242b2f6430cfde8a917277ebd94cd5a3ae585ecf2c6bcb37d9b40,5.6,unspecified_synthesis,alg_1,PyAra-v7,pyara_ru_v7:voice:unknown,,unknown,pyara_source_audio,16000,wav,,,2026-08-09T16:54:22.274364Z
pyara_ru_v7:alg_1_31297,raw/pyara_ru_v7/slices/research-500/Fake/alg_1_31297.wav,aee6dde48db20a06c42d39c91093d840c2646284583565fbe08e527554073f6a,train,spoof,ru,unknown,pyara_ru_v7:source-record:alg_1_31297,pyara_ru_v7,CC-BY-NC-SA-4.0,"PyAra v7 CC-BY-NC-SA-4.0; owner-authorized personal research; text-leakage-safe only, no verified speaker identifiers",pyara_ru_v7:source-record:alg_1_31297,pyara_ru_v7:text:843f91c1f1b7cfbe9d2fdefea9d9d40c9e364779f82cdef305016bb29964c78d,843f91c1f1b7cfbe9d2fdefea9d9d40c9e364779f82cdef305016bb29964c78d,5.625,unspecified_synthesis,alg_1,PyAra-v7,pyara_ru_v7:voice:unknown,,unknown,pyara_source_audio,16000,wav,,,2026-08-09T16:54:22.274364Z
pyara_ru_v7:alg_1_34025,raw/pyara_ru_v7/slices/research-500/Fake/alg_1_34025.wav,a4dfdb2db13622b8b1daac4abcc7d01df88ba2b91fcb975da39ef1dc40dbcba9,train,spoof,ru,unknown,pyara_ru_v7:source-record:alg_1_34025,pyara_ru_v7,CC-BY-NC-SA-4.0,"PyAra v7 CC-BY-NC-SA-4.0; owner-authorized personal research; text-leakage-safe only, no verified speaker identifiers",pyara_ru_v7:source-record:alg_1_34025,pyara_ru_v7:text:3d7794db323e8ee7bf5a4dc4c6127f505c3f3286d60f0a64135e95d1a2cc8c00,3d7794db323e8ee7bf5a4dc4c6127f505c3f3286d60f0a64135e95d1a2cc8c00,5.9125,unspecified_synthesis,alg_1,PyAra-v7,pyara_ru_v7:voice:unknown,,unknown,pyara_source_audio,16000,wav,,,2026-08-09T16:54:22.274364Z
pyara_ru_v7:alg_1_44404,raw/pyara_ru_v7/slices/research-500/Fake/alg_1_44404.wav,86d8a9ee6775976d24bf7eab26bbb67e867b381caad1b31bf6d51940f4d470f4,train,spoof,ru,unknown,pyara_ru_v7:source-record:alg_1_44404,pyara_ru_v7,CC-BY-NC-SA-4.0,"PyAra v7 CC-BY-NC-SA-4.0; owner-authorized personal research; text-leakage-safe only, no verified speaker identifiers",pyara_ru_v7:source-record:alg_1_44404,pyara_ru_v7:text:1a1a3f4ef3640e00725d0f56094cb84566fdc0553719d9090c8747c4ba1d374f,1a1a3f4ef3640e00725d0f56094cb84566fdc0553719d9090c8747c4ba1d374f,5.7375,unspecified_synthesis,alg_1,PyAra-v7,pyara_ru_v7:voice:unknown,,unknown,pyara_source_audio,16000,wav,,,2026-08-09T16:54:22.274364Z
pyara_ru_v7:alg_1_4389,raw/pyara_ru_v7/slices/research-500/Fake/alg_1_4389.wav,417a1a871af6fc198987981d718adf56cf82b75161535801d7c1cd8f2bc78fb6,train,spoof,ru,unknown,pyara_ru_v7:source-record:alg_1_4389,pyara_ru_v7,CC-BY-NC-SA-4.0,"PyAra v7 CC-BY-NC-SA-4.0; owner-authorized personal research; text-leakage-safe only, no verified speaker identifiers",pyara_ru_v7:source-record:alg_1_4389,pyara_ru_v7:text:f27555e619ba336bf6c2c2d4933a1fff57acf984ec317c3510a878f18a3f031c,f27555e619ba336bf6c2c2d4933a1fff57acf984ec317c3510a878f18a3f031c,5.1125,unspecified_synthesis,alg_1,PyAra-v7,pyara_ru_v7:voice:unknown,,unknown,pyara_source_audio,16000,wav,,,2026-08-09T16:54:22.274364Z
pyara_ru_v7:alg_1_23599,raw/pyara_ru_v7/slices/research-500/Fake/alg_1_23599.wav,836697b45c458d9e6db89b2c91e5df137fa763b66f060454ca2a10a2489412c8,dev,spoof,ru,unknown,pyara_ru_v7:source-record:alg_1_23599,pyara_ru_v7,CC-BY-NC-SA-4.0,"PyAra v7 CC-BY-NC-SA-4.0; owner-authorized personal research; text-leakage-safe only, no verified speaker identifiers",pyara_ru_v7:source-record:alg_1_23599,pyara_ru_v7:text:9351d5efbf66c97f87b71d8c930a845661daea82526a22f7cd7fd9cdae278051,9351d5efbf66c97f87b71d8c930a845661daea82526a22f7cd7fd9cdae278051,6.0375,unspecified_synthesis,alg_1,PyAra-v7,pyara_ru_v7:voice:unknown,,unknown,pyara_source_audio,16000,wav,,,2026-08-09T16:54:22.274364Z
pyara_ru_v7:alg_1_5605,raw/pyara_ru_v7/slices/research-500/Fake/alg_1_5605.wav,7c0dee070d690872c3ca4384522f884a26a25d14e3d91eab8d08f05c55866f9e,train,spoof,ru,unknown,pyara_ru_v7:source-record:alg_1_5605,pyara_ru_v7,CC-BY-NC-SA-4.0,"PyAra v7 CC-BY-NC-SA-4.0; owner-authorized personal research; text-leakage-safe only, no verified speaker identifiers",pyara_ru_v7:source-record:alg_1_5605,pyara_ru_v7:text:d86598f3701a87f96e3fa3782eef4f2118602d9b08788bfd02efa318b7a0af77,d86598f3701a87f96e3fa3782eef4f2118602d9b08788bfd02efa318b7a0af77,5.05,unspecified_synthesis,alg_1,PyAra-v7,pyara_ru_v7:voice:unknown,,unknown,pyara_source_audio,16000,wav,,,2026-08-09T16:54:22.274364Z
pyara_ru_v7:alg_1_31016,raw/pyara_ru_v7/slices/research-500/Fake/alg_1_31016.wav,c2c54f07751c620e24f0ca803437f2f6437f04bc6f57f403ec281fb6efcb02f4,train,spoof,ru,unknown,pyara_ru_v7:source-record:alg_1_31016,pyara_ru_v7,CC-BY-NC-SA-4.0,"PyAra v7 CC-BY-NC-SA-4.0; owner-authorized personal research; text-leakage-safe only, no verified speaker identifiers",pyara_ru_v7:source-record:alg_1_31016,pyara_ru_v7:text:ed40553a8acdb11e234c3d80e51ab6c4e3ed1f1f74f81450a9a032b0d2a916db,ed40553a8acdb11e234c3d80e51ab6c4e3ed1f1f74f81450a9a032b0d2a916db,5.375,unspecified_synthesis,alg_1,PyAra-v7,pyara_ru_v7:voice:unknown,,unknown,pyara_source_audio,16000,wav,,,2026-08-09T16:54:22.274364Z
pyara_ru_v7:alg_1_42678,raw/pyara_ru_v7/slices/research-500/Fake/alg_1_42678.wav,b4ee2b1071dd885b05fb3eb32dabead1331c105e63659bbd178f13fc68bb7751,train,spoof,ru,unknown,pyara_ru_v7:source-record:alg_1_42678,pyara_ru_v7,CC-BY-NC-SA-4.0,"PyAra v7 CC-BY-NC-SA-4.0; owner-authorized personal research; text-leakage-safe only, no verified speaker identifiers",pyara_ru_v7:source-record:alg_1_42678,pyara_ru_v7:text:abd83c3f35c864003d4562026ee490d4570cd14b13f827d63ef174a8a8099aa0,abd83c3f35c864003d4562026ee490d4570cd14b13f827d63ef174a8a8099aa0,5.8125,unspecified_synthesis,alg_1,PyAra-v7,pyara_ru_v7:voice:unknown,,unknown,pyara_source_audio,16000,wav,,,2026-08-09T16:54:22.274364Z
pyara_ru_v7:alg_1_42583,raw/pyara_ru_v7/slices/research-500/Fake/alg_1_42583.wav,1179f0be3ca7500c4c9c0e9ab3cd6bd508bf52ac735f3508b43e274d1f1e2b83,dev,spoof,ru,unknown,pyara_ru_v7:source-record:alg_1_42583,pyara_ru_v7,CC-BY-NC-SA-4.0,"PyAra v7 CC-BY-NC-SA-4.0; owner-authorized personal research; text-leakage-safe only, no verified speaker identifiers",pyara_ru_v7:source-record:alg_1_42583,pyara_ru_v7:text:cb9da8cd5f173969e16faecb9e45398d2edd1bfa58fe5cda72d5f7cc8e12d61c,cb9da8cd5f173969e16faecb9e45398d2edd1bfa58fe5cda72d5f7cc8e12d61c,5.625,unspecified_synthesis,alg_1,PyAra-v7,pyara_ru_v7:voice:unknown,,unknown,pyara_source_audio,16000,wav,,,2026-08-09T16:54:22.274364Z
pyara_ru_v7:alg_1_15317,raw/pyara_ru_v7/slices/research-500/Fake/alg_1_15317.wav,23d4f00d4ea6ff6bdf63470497d9f6e5bd36a3a6dee1526491a0e86f849e0fe5,train,spoof,ru,unknown,pyara_ru_v7:source-record:alg_1_15317,pyara_ru_v7,CC-BY-NC-SA-4.0,"PyAra v7 CC-BY-NC-SA-4.0; owner-authorized personal research; text-leakage-safe only, no verified speaker identifiers",pyara_ru_v7:source-record:alg_1_15317,pyara_ru_v7:text:5b606bac7bfbaa91fb40919cd5bec6a99ea4ae3c73eeb84eeaf0006b152b76d4,5b606bac7bfbaa91fb40919cd5bec6a99ea4ae3c73eeb84eeaf0006b152b76d4,5.5125,unspecified_synthesis,alg_1,PyAra-v7,pyara_ru_v7:voice:unknown,,unknown,pyara_source_audio,16000,wav,,,2026-08-09T16:54:22.274364Z
pyara_ru_v7:alg_1_23183,raw/pyara_ru_v7/slices/research-500/Fake/alg_1_23183.wav,b8de50a32c2133cd23b222c10d3755a625170c6df25ddc63c03efd703bc25149,train,spoof,ru,unknown,pyara_ru_v7:source-record:alg_1_23183,pyara_ru_v7,CC-BY-NC-SA-4.0,"PyAra v7 CC-BY-NC-SA-4.0; owner-authorized personal research; text-leakage-safe only, no verified speaker identifiers",pyara_ru_v7:source-record:alg_1_23183,pyara_ru_v7:text:fadae79d46277e6ac7f9574f4918ab0e6003636605ca5759209369f36da5bf49,fadae79d46277e6ac7f9574f4918ab0e6003636605ca5759209369f36da5bf49,5.6875,unspecified_synthesis,alg_1,PyAra-v7,pyara_ru_v7:voice:unknown,,unknown,pyara_source_audio,16000,wav,,,2026-08-09T16:54:22.274364Z
pyara_ru_v7:alg_1_9808,raw/pyara_ru_v7/slices/research-500/Fake/alg_1_9808.wav,683186fca0a31561b3c6064668ca62719c1b7e94741ce66d0b494664333dd5ce,train,spoof,ru,unknown,pyara_ru_v7:source-record:alg_1_9808,pyara_ru_v7,CC-BY-NC-SA-4.0,"PyAra v7 CC-BY-NC-SA-4.0; owner-authorized personal research; text-leakage-safe only, no verified speaker identifiers",pyara_ru_v7:source-record:alg_1_9808,pyara_ru_v7:text:bf5bc44df3ce2b494c962480b2a1709c4383bba26a2d57076018ef4b1bcecc88,bf5bc44df3ce2b494c962480b2a1709c4383bba26a2d57076018ef4b1bcecc88,4.975,unspecified_synthesis,alg_1,PyAra-v7,pyara_ru_v7:voice:unknown,,unknown,pyara_source_audio,16000,wav,,,2026-08-09T16:54:22.274364Z
pyara_ru_v7:alg_1_10383,raw/pyara_ru_v7/slices/research-500/Fake/alg_1_10383.wav,b2c2964b07637d5aeae20a5449f0bf1758827a2c0c88f26c9e761ef5e9ae8a3c,train,spoof,ru,unknown,pyara_ru_v7:source-record:alg_1_10383,pyara_ru_v7,CC-BY-NC-SA-4.0,"PyAra v7 CC-BY-NC-SA-4.0; owner-authorized personal research; text-leakage-safe only, no verified speaker identifiers",pyara_ru_v7:source-record:alg_1_10383,pyara_ru_v7:text:8e78535cfec35ba63a93b2ec1612e2c02f4c6fc2350a1121c28c4e9d08f8e472,8e78535cfec35ba63a93b2ec1612e2c02f4c6fc2350a1121c28c4e9d08f8e472,6.85,unspecified_synthesis,alg_1,PyAra-v7,pyara_ru_v7:voice:unknown,,unknown,pyara_source_audio,16000,wav,,,2026-08-09T16:54:22.274364Z
pyara_ru_v7:alg_1_7460,raw/pyara_ru_v7/slices/research-500/Fake/alg_1_7460.wav,4bec1d4816eb8a6b22b2edce8ba3c6d44d1db8784170122565257e82727540ee,test,spoof,ru,unknown,pyara_ru_v7:source-record:alg_1_7460,pyara_ru_v7,CC-BY-NC-SA-4.0,"PyAra v7 CC-BY-NC-SA-4.0; owner-authorized personal research; text-leakage-safe only, no verified speaker identifiers",pyara_ru_v7:source-record:alg_1_7460,pyara_ru_v7:text:2655eab679639400b1a418be0f98b577bdb2da8905b5759f13cc57164da84cfb,2655eab679639400b1a418be0f98b577bdb2da8905b5759f13cc57164da84cfb,5.1125,unspecified_synthesis,alg_1,PyAra-v7,pyara_ru_v7:voice:unknown,,unknown,pyara_source_audio,16000,wav,,,2026-08-09T16:54:22.274364Z
pyara_ru_v7:alg_1_9882,raw/pyara_ru_v7/slices/research-500/Fake/alg_1_9882.wav,20294a95b1e0d0436d2b30973ecc91f897f9f2754d8e5325321ca051f1a68d7c,train,spoof,ru,unknown,pyara_ru_v7:source-record:alg_1_9882,pyara_ru_v7,CC-BY-NC-SA-4.0,"PyAra v7 CC-BY-NC-SA-4.0; owner-authorized personal research; text-leakage-safe only, no verified speaker identifiers",pyara_ru_v7:source-record:alg_1_9882,pyara_ru_v7:text:ab06f431b4922f4f6ee6df910f3daf78a09257a96cee0c04ac4f475ec15312b4,ab06f431b4922f4f6ee6df910f3daf78a09257a96cee0c04ac4f475ec15312b4,6.6625,unspecified_synthesis,alg_1,PyAra-v7,pyara_ru_v7:voice:unknown,,unknown,pyara_source_audio,16000,wav,,,2026-08-09T16:54:22.274364Z
pyara_ru_v7:alg_1_15503,raw/pyara_ru_v7/slices/research-500/Fake/alg_1_15503.wav,fc94e595c1c940bfb026e284faa4c483b4078d37187df3a3c261a8f3ca2e853a,train,spoof,ru,unknown,pyara_ru_v7:source-record:alg_1_15503,pyara_ru_v7,CC-BY-NC-SA-4.0,"PyAra v7 CC-BY-NC-SA-4.0; owner-authorized personal research; text-leakage-safe only, no verified speaker identifiers",pyara_ru_v7:source-record:alg_1_15503,pyara_ru_v7:text:333ad13fef614ca8ed45421644d915abc52ccefd9f5bc9aa7fa853c31ddf0271,333ad13fef614ca8ed45421644d915abc52ccefd9f5bc9aa7fa853c31ddf0271,5.3625,unspecified_synthesis,alg_1,PyAra-v7,pyara_ru_v7:voice:unknown,,unknown,pyara_source_audio,16000,wav,,,2026-08-09T16:54:22.274364Z
pyara_ru_v7:alg_1_19615,raw/pyara_ru_v7/slices/research-500/Fake/alg_1_19615.wav,934fc144b685721103c9066da3440311193f6797f9af517e675a06dae9710aad,train,spoof,ru,unknown,pyara_ru_v7:source-record:alg_1_19615,pyara_ru_v7,CC-BY-NC-SA-4.0,"PyAra v7 CC-BY-NC-SA-4.0; owner-authorized personal research; text-leakage-safe only, no verified speaker identifiers",pyara_ru_v7:source-record:alg_1_19615,pyara_ru_v7:text:b5438dc952295cbdec20b703b35ea62c5518f866d81a96ef3375de77d299505d,b5438dc952295cbdec20b703b35ea62c5518f866d81a96ef3375de77d299505d,6.25,unspecified_synthesis,alg_1,PyAra-v7,pyara_ru_v7:voice:unknown,,unknown,pyara_source_audio,16000,wav,,,2026-08-09T16:54:22.274364Z
pyara_ru_v7:alg_1_16861,raw/pyara_ru_v7/slices/research-500/Fake/alg_1_16861.wav,76f0917ced50432a0f3bb0dd8c8b6e32dad58b8860625709515e9d82cee9325f,dev,spoof,ru,unknown,pyara_ru_v7:source-record:alg_1_16861,pyara_ru_v7,CC-BY-NC-SA-4.0,"PyAra v7 CC-BY-NC-SA-4.0; owner-authorized personal research; text-leakage-safe only, no verified speaker identifiers",pyara_ru_v7:source-record:alg_1_16861,pyara_ru_v7:text:f169fec17299bbe247c5eae7aad0acfea277feafc3e8c8ed88f2f488bac9fd46,f169fec17299bbe247c5eae7aad0acfea277feafc3e8c8ed88f2f488bac9fd46,5.7375,unspecified_synthesis,alg_1,PyAra-v7,pyara_ru_v7:voice:unknown,,unknown,pyara_source_audio,16000,wav,,,2026-08-09T16:54:22.274364Z
pyara_ru_v7:alg_1_20064,raw/pyara_ru_v7/slices/research-500/Fake/alg_1_20064.wav,dcb7d2a037d21cc6002465c03f38c92c52f00f39e2c07352182fa45fa304d40e,train,spoof,ru,unknown,pyara_ru_v7:source-record:alg_1_20064,pyara_ru_v7,CC-BY-NC-SA-4.0,"PyAra v7 CC-BY-NC-SA-4.0; owner-authorized personal research; text-leakage-safe only, no verified speaker identifiers",pyara_ru_v7:source-record:alg_1_20064,pyara_ru_v7:text:c37cfd12e468e868ff05dae7fe13a00c81c0aacaa4bc9c7c583c5848e6ef198d,c37cfd12e468e868ff05dae7fe13a00c81c0aacaa4bc9c7c583c5848e6ef198d,6.5625,unspecified_synthesis,alg_1,PyAra-v7,pyara_ru_v7:voice:unknown,,unknown,pyara_source_audio,16000,wav,,,2026-08-09T16:54:22.274364Z
pyara_ru_v7:alg_1_2926,raw/pyara_ru_v7/slices/research-500/Fake/alg_1_2926.wav,4798eebafaffee22fbcd42f8bba337c1f4840a7b04ac4534a1517782db21564a,train,spoof,ru,unknown,pyara_ru_v7:source-record:alg_1_2926,pyara_ru_v7,CC-BY-NC-SA-4.0,"PyAra v7 CC-BY-NC-SA-4.0; owner-authorized personal research; text-leakage-safe only, no verified speaker identifiers",pyara_ru_v7:source-record:alg_1_2926,pyara_ru_v7:text:438bf59c5a16aafe1d4c96af8ac24c4fe57b626f37e4f94f30c09fddb0aef814,438bf59c5a16aafe1d4c96af8ac24c4fe57b626f37e4f94f30c09fddb0aef814,3.75,unspecified_synthesis,alg_1,PyAra-v7,pyara_ru_v7:voice:unknown,,unknown,pyara_source_audio,16000,wav,,,2026-08-09T16:54:22.274364Z
pyara_ru_v7:alg_1_1141,raw/pyara_ru_v7/slices/research-500/Fake/alg_1_1141.wav,c4123d587f291fae0d9d97cbbd8206151271b1c0cbe02a69a405d51f7326b24c,dev,spoof,ru,unknown,pyara_ru_v7:source-record:alg_1_1141,pyara_ru_v7,CC-BY-NC-SA-4.0,"PyAra v7 CC-BY-NC-SA-4.0; owner-authorized personal research; text-leakage-safe only, no verified speaker identifiers",pyara_ru_v7:source-record:alg_1_1141,pyara_ru_v7:text:1c34a5dc543b71c5ed69dded5dd2e9b69c732bb046d60be69b4a1786f7a485f4,1c34a5dc543b71c5ed69dded5dd2e9b69c732bb046d60be69b4a1786f7a485f4,5.5875,unspecified_synthesis,alg_1,PyAra-v7,pyara_ru_v7:voice:unknown,,unknown,pyara_source_audio,16000,wav,,,2026-08-09T16:54:22.274364Z
