sample_id,relative_path,sha256,split,label,language,code_switch,parent_group_id,source_name,source_license,rights_basis,speaker_pseudo_id,text_id,text_hash,duration_s,generator_family,generator_name,generator_version,voice_id,clone_consent_id,device,capture_route,original_sr,codec,augmentation_chain,augmentation_seed,created_at
ksc_derived_kk_v1:e747f555519be233,processed/52/520b595aeb7fb07a232860b3d6cfa6b1faddff30903cb07a5a32b751d46c6440.wav,5c3684a82e6413a1214f2bf436a75f929669927f8691268bb8955f1bf963042a,test,spoof,kk,unknown,ksc_derived_kk_v1:profile:mms_tts_kaz:mms_tts_kaz_default,ksc_derived_kk_v1,KSC text CC-BY-4.0; Piper voice CC-BY-4.0; MMS-TTS model CC-BY-NC-4.0,Offline derivative for personal research from KSC transcript ksc_slr102:5f5ef52783a74; MMS-TTS model CC-BY-NC-4.0; no voice cloning,ksc_derived_kk_v1:synthetic-voice:mms_tts_kaz:mms_tts_kaz_default,ksc_slr102:5f5ef52783a74,1c4df4dee5c0c1ccdbe7f493742afe51fed9ec4d2f36c46344f389e2ec7aa048,6.256,mms_vits_tts,Meta MMS-TTS Kazakh,transformers-5.14.1; mms-revision-5c8a1d86e6a952f78f9c5b0f5d3090c19d00ad63,mms_tts_kaz:mms_tts_kaz_default,not_applicable:pretrained-tts-no-local-voice-cloning,local_cuda_mms,offline_neural_tts,16000,wav,none,tts_seed=1874347315,2026-08-10T00:00:00Z
ksc_derived_kk_v1:ab13395e67108163,processed/55/5591196002b46d725157eb5356972dfbc5893f5fb68a6725c1e1591f2d116822.wav,50a73ba6c0bd43858644dfb8a56260925ab22dd3f3256d61fc157cff7d7fe230,test,spoof,kk,unknown,ksc_derived_kk_v1:profile:piper_kk_issai_high:ISSAI_KazakhTTS2_F2,ksc_derived_kk_v1,KSC text CC-BY-4.0; Piper voice CC-BY-4.0; MMS-TTS model CC-BY-NC-4.0,Offline derivative for personal research from KSC transcript ksc_slr102:5f5f2bd055b1a; Piper voice model CC-BY-4.0; runtime piper-tts GPL-3.0-or-later; no voice cloning,ksc_derived_kk_v1:synthetic-voice:piper_kk_issai_high:ISSAI_KazakhTTS2_F2,ksc_slr102:5f5f2bd055b1a,adf03705beeec2fb978efd60697119c562b4ea2420cf9efa49f99850c6169a30,6.3623125,piper_neural_tts,Piper kk_KZ-issai-high,piper-tts-1.6.0; voices-revision-ea046e8458f6acd997706d6e6066a022b42f6fb1,piper_kk_issai_high:ISSAI_KazakhTTS2_F2,not_applicable:pretrained-tts-no-local-voice-cloning,local_cpu_piper,offline_neural_tts,22050,wav,none,,2026-08-10T00:00:00Z
ksc_derived_kk_v1:ef079b59f75632c6,processed/c5/c508a14f2a45fde8e3a4a21b1721c05ffab6671fb9926314aed3bcc53a364ed2.wav,ef83cd074ce742d1c05f295b859a70329e3572b06968b126318fd14e1a9452d8,test,spoof,kk,unknown,ksc_derived_kk_v1:profile:mms_tts_kaz:mms_tts_kaz_default,ksc_derived_kk_v1,KSC text CC-BY-4.0; Piper voice CC-BY-4.0; MMS-TTS model CC-BY-NC-4.0,Offline derivative for personal research from KSC transcript ksc_slr102:5f5a5260101fa; MMS-TTS model CC-BY-NC-4.0; no voice cloning,ksc_derived_kk_v1:synthetic-voice:mms_tts_kaz:mms_tts_kaz_default,ksc_slr102:5f5a5260101fa,cce3dca75a385272f9565f971493f2816e908d5b8cd3f1e0c7a8507c6d3cddd0,5.968,mms_vits_tts,Meta MMS-TTS Kazakh,transformers-5.14.1; mms-revision-5c8a1d86e6a952f78f9c5b0f5d3090c19d00ad63,mms_tts_kaz:mms_tts_kaz_default,not_applicable:pretrained-tts-no-local-voice-cloning,local_cuda_mms,offline_neural_tts,16000,wav,none,tts_seed=2100249613,2026-08-10T00:00:00Z
ksc_derived_kk_v1:109a3aed978511db,processed/e1/e1c3102a408cb37b880139e4780b4e320789b4d0f21967a33be9175e51150a05.wav,3fbd2ca95d5b399ce40263511ebb02a80bb97b7ca64dea19516b22a5c67145d4,test,spoof,kk,unknown,ksc_derived_kk_v1:profile:piper_kk_issai_high:ISSAI_KazakhTTS2_M2,ksc_derived_kk_v1,KSC text CC-BY-4.0; Piper voice CC-BY-4.0; MMS-TTS model CC-BY-NC-4.0,Offline derivative for personal research from KSC transcript ksc_slr102:5f5a36e6704d8; Piper voice model CC-BY-4.0; runtime piper-tts GPL-3.0-or-later; no voice cloning,ksc_derived_kk_v1:synthetic-voice:piper_kk_issai_high:ISSAI_KazakhTTS2_M2,ksc_slr102:5f5a36e6704d8,56f420c71f6a03205ad92f4fe0b18edebad88f36062883ce8d3b8518235256e6,7.46525,piper_neural_tts,Piper kk_KZ-issai-high,piper-tts-1.6.0; voices-revision-ea046e8458f6acd997706d6e6066a022b42f6fb1,piper_kk_issai_high:ISSAI_KazakhTTS2_M2,not_applicable:pretrained-tts-no-local-voice-cloning,local_cpu_piper,offline_neural_tts,22050,wav,none,,2026-08-10T00:00:00Z
ksc_derived_kk_v1:357436e5cbfd0159,processed/67/673c5d2bfa99ac7ee8e582314905dc6231ae65a9d637dd2da5958df07d2de26c.wav,5d637b8bc7548ffd9623b50d24ed6d9ea7400b5ec1d58a96d0aac4af71cb463b,test,spoof,kk,unknown,ksc_derived_kk_v1:profile:mms_tts_kaz:mms_tts_kaz_default,ksc_derived_kk_v1,KSC text CC-BY-4.0; Piper voice CC-BY-4.0; MMS-TTS model CC-BY-NC-4.0,Offline derivative for personal research from KSC transcript ksc_slr102:5f5af62e6df18; MMS-TTS model CC-BY-NC-4.0; no voice cloning,ksc_derived_kk_v1:synthetic-voice:mms_tts_kaz:mms_tts_kaz_default,ksc_slr102:5f5af62e6df18,1cfd994d7c5af85862fe5af011212095d8cbc0e04930e829c0a7b5f22902cbf9,3.936,mms_vits_tts,Meta MMS-TTS Kazakh,transformers-5.14.1; mms-revision-5c8a1d86e6a952f78f9c5b0f5d3090c19d00ad63,mms_tts_kaz:mms_tts_kaz_default,not_applicable:pretrained-tts-no-local-voice-cloning,local_cuda_mms,offline_neural_tts,16000,wav,none,tts_seed=1378597319,2026-08-10T00:00:00Z
ksc_derived_kk_v1:71a581ce0f685c93,processed/f4/f404c15c0b8bfa4863d98610ef3390901d4b46029fc602ba76b2042fb26e8e2c.wav,69d203d064947577683edb324840b9d81ece49eaf4ee4d0f5ca616af48cd35d9,test,spoof,kk,unknown,ksc_derived_kk_v1:profile:piper_kk_issai_high:ISSAI_KazakhTTS_M1_Iseke,ksc_derived_kk_v1,KSC text CC-BY-4.0; Piper voice CC-BY-4.0; MMS-TTS model CC-BY-NC-4.0,Offline derivative for personal research from KSC transcript ksc_slr102:5f57753411ec1; Piper voice model CC-BY-4.0; runtime piper-tts GPL-3.0-or-later; no voice cloning,ksc_derived_kk_v1:synthetic-voice:piper_kk_issai_high:ISSAI_KazakhTTS_M1_Iseke,ksc_slr102:5f57753411ec1,20b1d50a38c76fb78d2a2bd26404723047ef2efca4b4f6df53ffaf959344e192,6.0836875,piper_neural_tts,Piper kk_KZ-issai-high,piper-tts-1.6.0; voices-revision-ea046e8458f6acd997706d6e6066a022b42f6fb1,piper_kk_issai_high:ISSAI_KazakhTTS_M1_Iseke,not_applicable:pretrained-tts-no-local-voice-cloning,local_cpu_piper,offline_neural_tts,22050,wav,none,,2026-08-10T00:00:00Z
ksc_derived_kk_v1:b5d6b5549a1d6762,processed/4d/4d61552c2cdf41685fc670173c569520e5f71730c8fc66e8c278ffe7ee789926.wav,3d7e3061aa2fa1b15e9d5922393479107af789205825b9799c3be1395c0d51e8,test,spoof,kk,unknown,ksc_derived_kk_v1:profile:mms_tts_kaz:mms_tts_kaz_default,ksc_derived_kk_v1,KSC text CC-BY-4.0; Piper voice CC-BY-4.0; MMS-TTS model CC-BY-NC-4.0,Offline derivative for personal research from KSC transcript ksc_slr102:5f6100032e787; MMS-TTS model CC-BY-NC-4.0; no voice cloning,ksc_derived_kk_v1:synthetic-voice:mms_tts_kaz:mms_tts_kaz_default,ksc_slr102:5f6100032e787,e40026ffc34076f9208e9306facdb4834863f6ffbd8b01010c86a95787e8f291,5.584,mms_vits_tts,Meta MMS-TTS Kazakh,transformers-5.14.1; mms-revision-5c8a1d86e6a952f78f9c5b0f5d3090c19d00ad63,mms_tts_kaz:mms_tts_kaz_default,not_applicable:pretrained-tts-no-local-voice-cloning,local_cuda_mms,offline_neural_tts,16000,wav,none,tts_seed=1495458187,2026-08-10T00:00:00Z
ksc_derived_kk_v1:a674c6d440d2d6f2,processed/b7/b738f0f2984a209d94ee627d3bec435f6df3bd030980de3a410c1d4ac6003718.wav,939d50327c71e9a8c186fc82354b9ee24c37e940a64d8c047a9ce91e62ad5857,test,spoof,kk,unknown,ksc_derived_kk_v1:profile:piper_kk_issai_high:ISSAI_KazakhTTS2_F3,ksc_derived_kk_v1,KSC text CC-BY-4.0; Piper voice CC-BY-4.0; MMS-TTS model CC-BY-NC-4.0,Offline derivative for personal research from KSC transcript ksc_slr102:5f6098cd07982; Piper voice model CC-BY-4.0; runtime piper-tts GPL-3.0-or-later; no voice cloning,ksc_derived_kk_v1:synthetic-voice:piper_kk_issai_high:ISSAI_KazakhTTS2_F3,ksc_slr102:5f6098cd07982,b7e80a09f4c2195e467070f0611fd7c8513eb7fb2eca81332527ef94785d1a6f,4.4581875,piper_neural_tts,Piper kk_KZ-issai-high,piper-tts-1.6.0; voices-revision-ea046e8458f6acd997706d6e6066a022b42f6fb1,piper_kk_issai_high:ISSAI_KazakhTTS2_F3,not_applicable:pretrained-tts-no-local-voice-cloning,local_cpu_piper,offline_neural_tts,22050,wav,none,,2026-08-10T00:00:00Z
ksc_derived_kk_v1:c26442b80e6bef1e,processed/d9/d9e28460d45963de31e48f9228ae2ac073008641ef718b7ba22efc75caaba0d3.wav,cec042e84ec48b64667be1e315b3907de97c99d116bd4b61ee8cad7a459b8266,test,spoof,kk,unknown,ksc_derived_kk_v1:profile:piper_kk_issai_high:ISSAI_KazakhTTS_F1_Raya,ksc_derived_kk_v1,KSC text CC-BY-4.0; Piper voice CC-BY-4.0; MMS-TTS model CC-BY-NC-4.0,Offline derivative for personal research from KSC transcript ksc_slr102:5f5c33d21ec3b; Piper voice model CC-BY-4.0; runtime piper-tts GPL-3.0-or-later; no voice cloning,ksc_derived_kk_v1:synthetic-voice:piper_kk_issai_high:ISSAI_KazakhTTS_F1_Raya,ksc_slr102:5f5c33d21ec3b,760ff91c61b7e478dfd1c96555bb7a7a13936211500ee68374963e0effef83e5,3.494625,piper_neural_tts,Piper kk_KZ-issai-high,piper-tts-1.6.0; voices-revision-ea046e8458f6acd997706d6e6066a022b42f6fb1,piper_kk_issai_high:ISSAI_KazakhTTS_F1_Raya,not_applicable:pretrained-tts-no-local-voice-cloning,local_cpu_piper,offline_neural_tts,22050,wav,none,,2026-08-10T00:00:00Z
ksc_derived_kk_v1:2e59e0700558eb54,processed/75/75203bbb7764a379c0e346b885a6fd9cd4ac663590cff9f6100139fe586dfeda.wav,318f11bda5420b62f6f84536cf9fd72be149778da2ae64152ba1f5fa6e5b4d55,test,spoof,kk,unknown,ksc_derived_kk_v1:profile:mms_tts_kaz:mms_tts_kaz_default,ksc_derived_kk_v1,KSC text CC-BY-4.0; Piper voice CC-BY-4.0; MMS-TTS model CC-BY-NC-4.0,Offline derivative for personal research from KSC transcript ksc_slr102:5f60558038d5c; MMS-TTS model CC-BY-NC-4.0; no voice cloning,ksc_derived_kk_v1:synthetic-voice:mms_tts_kaz:mms_tts_kaz_default,ksc_slr102:5f60558038d5c,d29b99d3764971d266d2460b19df8469999d671fad64c0a5cf546862af3a7c15,5.024,mms_vits_tts,Meta MMS-TTS Kazakh,transformers-5.14.1; mms-revision-5c8a1d86e6a952f78f9c5b0f5d3090c19d00ad63,mms_tts_kaz:mms_tts_kaz_default,not_applicable:pretrained-tts-no-local-voice-cloning,local_cuda_mms,offline_neural_tts,16000,wav,none,tts_seed=1744251934,2026-08-10T00:00:00Z
ksc_derived_kk_v1:b5c3a960706121ea,processed/5e/5e9ac901b6a7c90934c37ee8a16ef594fcc08121c46f04d66c6b0dec5f79afaa.wav,f4d8b243aa67419b7158e48bcd83cf8ba07aad80857749af2a3345ab669ac52e,test,spoof,kk,unknown,ksc_derived_kk_v1:profile:piper_kk_issai_high:ISSAI_KazakhTTS2_F1,ksc_derived_kk_v1,KSC text CC-BY-4.0; Piper voice CC-BY-4.0; MMS-TTS model CC-BY-NC-4.0,Offline derivative for personal research from KSC transcript ksc_slr102:5f618d482ae52; Piper voice model CC-BY-4.0; runtime piper-tts GPL-3.0-or-later; no voice cloning,ksc_derived_kk_v1:synthetic-voice:piper_kk_issai_high:ISSAI_KazakhTTS2_F1,ksc_slr102:5f618d482ae52,68a5ecf5cb6a169832ac88bc97bb287f856294c1fc575d5ff2c77e22588b7296,8.7888125,piper_neural_tts,Piper kk_KZ-issai-high,piper-tts-1.6.0; voices-revision-ea046e8458f6acd997706d6e6066a022b42f6fb1,piper_kk_issai_high:ISSAI_KazakhTTS2_F1,not_applicable:pretrained-tts-no-local-voice-cloning,local_cpu_piper,offline_neural_tts,22050,wav,none,,2026-08-10T00:00:00Z
ksc_derived_kk_v1:6ee9eedac79014b7,processed/e5/e5ab2555c63bd3bf95f6d2bed80d3071afb89bbd939d53f3752ab0f459679c1f.wav,b2c17defb69a24ac9230df591f26f1ce0544c06c7b52f3dffe65deac692aa1f4,test,spoof,kk,unknown,ksc_derived_kk_v1:profile:mms_tts_kaz:mms_tts_kaz_default,ksc_derived_kk_v1,KSC text CC-BY-4.0; Piper voice CC-BY-4.0; MMS-TTS model CC-BY-NC-4.0,Offline derivative for personal research from KSC transcript ksc_slr102:5f60552474e3f; MMS-TTS model CC-BY-NC-4.0; no voice cloning,ksc_derived_kk_v1:synthetic-voice:mms_tts_kaz:mms_tts_kaz_default,ksc_slr102:5f60552474e3f,581e0a4509e3f347629868d9e620397409aba1a38daea52ff2194089923ed5c7,4.112,mms_vits_tts,Meta MMS-TTS Kazakh,transformers-5.14.1; mms-revision-5c8a1d86e6a952f78f9c5b0f5d3090c19d00ad63,mms_tts_kaz:mms_tts_kaz_default,not_applicable:pretrained-tts-no-local-voice-cloning,local_cuda_mms,offline_neural_tts,16000,wav,none,tts_seed=500069204,2026-08-10T00:00:00Z
ksc_derived_kk_v1:ed91ca0260d9f608,processed/7e/7e1120b923a68914530b286a078b0590b5a7df1f854afb21c693de25972b92bc.wav,5e0f53e71d732b169a1657dccef2bfe0cf41b93d6727fb4179524268505ced40,test,spoof,kk,unknown,ksc_derived_kk_v1:profile:piper_kk_issai_high:ISSAI_KazakhTTS2_F2,ksc_derived_kk_v1,KSC text CC-BY-4.0; Piper voice CC-BY-4.0; MMS-TTS model CC-BY-NC-4.0,Offline derivative for personal research from KSC transcript ksc_slr102:5f618843b1a71; Piper voice model CC-BY-4.0; runtime piper-tts GPL-3.0-or-later; no voice cloning,ksc_derived_kk_v1:synthetic-voice:piper_kk_issai_high:ISSAI_KazakhTTS2_F2,ksc_slr102:5f618843b1a71,68947a424363b8893a20e182b3ebf47d87ed0f2d2b0c0e94c1b29e6a52cd73e9,5.5611875,piper_neural_tts,Piper kk_KZ-issai-high,piper-tts-1.6.0; voices-revision-ea046e8458f6acd997706d6e6066a022b42f6fb1,piper_kk_issai_high:ISSAI_KazakhTTS2_F2,not_applicable:pretrained-tts-no-local-voice-cloning,local_cpu_piper,offline_neural_tts,22050,wav,none,,2026-08-10T00:00:00Z
