protocol_id,packet_sha256,text_hash,sample_id,audio_sha256,reviewer_pseudo_id,review_status,russian_audible,lexical_content_preserved,notes
tone-speak-ru-acoustic-language-preservation-v1,f69fe1a3d082c9d8bfac3ba1ce1f10011fa844b07e9608f840d8c4b59fbfed41,31e8be98563f70b1ae4540cac4d44fa3917ea36debaea43b01d4b8907ecc9657,tone_speak_ru_v1:04105_coral,f98f5f4cc410957f0b17f444578f8abb76c69218be011919e42bf6fa67ada1d9,reviewer_1,pass,yes,yes,
tone-speak-ru-acoustic-language-preservation-v1,f69fe1a3d082c9d8bfac3ba1ce1f10011fa844b07e9608f840d8c4b59fbfed41,e5773262e5242d80e2b6d30b2d0e4b673c88520f3b5b5ac200490448f59705c7,tone_speak_ru_v1:04160_ash,76ab18deb1a4ab14bef848ac78884d9c22a295b28dbe98207c97153fb06f0135,reviewer_1,pass,yes,yes,
tone-speak-ru-acoustic-language-preservation-v1,f69fe1a3d082c9d8bfac3ba1ce1f10011fa844b07e9608f840d8c4b59fbfed41,3d4c535d1b9d2567179c450571a69dd34987466ae894f703dce25fc9b6594557,tone_speak_ru_v1:04425_ballad,64f54b9a24d2138b7e8bf6ee1008e076bd09298ad2f9a59e3a882eefbbf8325b,reviewer_1,pass,yes,yes,
tone-speak-ru-acoustic-language-preservation-v1,f69fe1a3d082c9d8bfac3ba1ce1f10011fa844b07e9608f840d8c4b59fbfed41,7d3a71956bc197a378198749eed20c23003a9deb76814e771a8e13e4225591c5,tone_speak_ru_v1:04489_nova,1f982aa45642ec1a00d6ee6789a0d4e751c7e12799dd4e59a2374379dce279c8,reviewer_1,pass,yes,yes,
tone-speak-ru-acoustic-language-preservation-v1,f69fe1a3d082c9d8bfac3ba1ce1f10011fa844b07e9608f840d8c4b59fbfed41,7b2ef165a1c6f689af36ae9446808c45603e1bd0cea0ac0332dfe5ff459f03ee,tone_speak_ru_v1:04650_ash,19a2dd40c0f24adf8a8fedcd0c313b70e9254d8a73d2b9320042062d7746094e,reviewer_1,pass,yes,yes,
tone-speak-ru-acoustic-language-preservation-v1,f69fe1a3d082c9d8bfac3ba1ce1f10011fa844b07e9608f840d8c4b59fbfed41,1a33ff9a6dc78ac574f58b1792043ae045ba2f5351f52629e6baa3fea8e59e93,tone_speak_ru_v1:04651_ballad,708bd665b3e35a06960a03401a13542ea43f889d030f4003e7b2e120717b7a64,reviewer_1,pass,yes,yes,
tone-speak-ru-acoustic-language-preservation-v1,f69fe1a3d082c9d8bfac3ba1ce1f10011fa844b07e9608f840d8c4b59fbfed41,d2b3e4f465bfab30dc1d3c90cc8f752720ac1c81e099038190993f41950ca2bb,tone_speak_ru_v1:04701_echo,2f0ffaeda7b7685bd694fdac9fb074006a03cc0720b61033bf8f809e6cb05886,reviewer_1,pass,yes,yes,
tone-speak-ru-acoustic-language-preservation-v1,f69fe1a3d082c9d8bfac3ba1ce1f10011fa844b07e9608f840d8c4b59fbfed41,d36f754e52b43a767ad6741736fdf6ab2285b052280942b3b3dcd0fdcf74cf19,tone_speak_ru_v1:04788_shimmer,b1ab1a4487ece6db8de782a0f5b229514050436361ab2112d7074f8e97679c0f,reviewer_1,pass,yes,yes,
tone-speak-ru-acoustic-language-preservation-v1,f69fe1a3d082c9d8bfac3ba1ce1f10011fa844b07e9608f840d8c4b59fbfed41,aad86b640454e46c9448d56e5dbb35315f1db27fd0bd253c0513c6bab08e7094,tone_speak_ru_v1:04792_ash,e9cf5d0c6b8461910b75bb010db300682947fc4a48b269f4522a16c7a032af95,reviewer_1,pass,yes,yes,
tone-speak-ru-acoustic-language-preservation-v1,f69fe1a3d082c9d8bfac3ba1ce1f10011fa844b07e9608f840d8c4b59fbfed41,2b7e0487a5a08eba0056c4161b5abeec5732a62e150c3c0ec2360cf7d3822f96,tone_speak_ru_v1:04884_ballad,08295c61ae84654d0356391c774193f4b77e0fce1823d059f3847a137c573306,reviewer_1,pass,yes,yes,
tone-speak-ru-acoustic-language-preservation-v1,f69fe1a3d082c9d8bfac3ba1ce1f10011fa844b07e9608f840d8c4b59fbfed41,5893df6c1efea3d9c892392b212d0fe6d89de43f2709ceff3feb10d86de55095,tone_speak_ru_v1:04918_echo,3de3520ed43ec81b7f026a0faff5ef6610935a25934a2efd574fa9671f063000,reviewer_1,pass,yes,yes,
tone-speak-ru-acoustic-language-preservation-v1,f69fe1a3d082c9d8bfac3ba1ce1f10011fa844b07e9608f840d8c4b59fbfed41,cc5b57ef1c36c0613c1efcc6a6ac7a3f510eb83cec88fe32444f882aaec18060,tone_speak_ru_v1:04938_coral,818f65dec4e4eb025b339db3051f137d34451c93438bda790e8a764027061d11,reviewer_1,pass,yes,yes,
tone-speak-ru-acoustic-language-preservation-v1,f69fe1a3d082c9d8bfac3ba1ce1f10011fa844b07e9608f840d8c4b59fbfed41,c21540d22c8edc5977b68ffeadbc332947c577c7cdd445bd3386dc725e27a959,tone_speak_ru_v1:04965_fable,ab2a14d73a4f42e74cdd159170d5a9cbd74a71ab4edc575c98014f22f069916f,reviewer_1,pass,yes,yes,
tone-speak-ru-acoustic-language-preservation-v1,f69fe1a3d082c9d8bfac3ba1ce1f10011fa844b07e9608f840d8c4b59fbfed41,7d8b77fee759f4a14899e80725ac7aad8146a952cc24333ca09eed991de78be5,tone_speak_ru_v1:04974_echo,e8f114e1a5c21fbcf7c7fb8fe5ffee8ebf04d625a0f8338bc6d270533efd4b1b,reviewer_1,pass,yes,yes,
tone-speak-ru-acoustic-language-preservation-v1,f69fe1a3d082c9d8bfac3ba1ce1f10011fa844b07e9608f840d8c4b59fbfed41,b33c0aeafb5098867f83c6ebd5437799c2ddf73787b5cf6a7a2849d441e5223a,tone_speak_ru_v1:05044_echo,31c44e115e56b0666c7df4fa4aa39659d1637df70c3c8790a23231ea5b6e6194,reviewer_1,pass,yes,yes,
tone-speak-ru-acoustic-language-preservation-v1,f69fe1a3d082c9d8bfac3ba1ce1f10011fa844b07e9608f840d8c4b59fbfed41,5f13d7cb9819a3b3fc8e537232afd5cd6e33d7615aa311c9af00844749248e02,tone_speak_ru_v1:05057_alloy,59767f26f892b3bf3cb2329488638bbda532d7a164603bc4c27d6c75efe83d47,reviewer_1,pass,yes,yes,
tone-speak-ru-acoustic-language-preservation-v1,f69fe1a3d082c9d8bfac3ba1ce1f10011fa844b07e9608f840d8c4b59fbfed41,4427af35012e04ba6c2d4d6e66015fe2dade5f96afdd285c17bc9a86da0230a3,tone_speak_ru_v1:05073_fable,6e79d1d1432bc666b7e6a61842a959640634256960ab0f0b40107897ab43c102,reviewer_1,pass,yes,yes,
tone-speak-ru-acoustic-language-preservation-v1,f69fe1a3d082c9d8bfac3ba1ce1f10011fa844b07e9608f840d8c4b59fbfed41,5759ebf75d8409a52ea00c49b8241dba68a831ceaa130ac386ea9489b48fc736,tone_speak_ru_v1:05213_alloy,ea8071c414736e1c6c40743e99414108e1f9fa552052d5d03b75b7bfe898e605,reviewer_1,pass,yes,yes,
tone-speak-ru-acoustic-language-preservation-v1,f69fe1a3d082c9d8bfac3ba1ce1f10011fa844b07e9608f840d8c4b59fbfed41,796f2023fc83ab2d04330e573fe2557cd31d8caa85667e90a3f6fc3378d71463,tone_speak_ru_v1:05240_onyx,46f40aa41c795a0cac2d5677cbcee025d73c7c415931f48c1bb5ed053d3a0c03,reviewer_1,pass,yes,yes,
tone-speak-ru-acoustic-language-preservation-v1,f69fe1a3d082c9d8bfac3ba1ce1f10011fa844b07e9608f840d8c4b59fbfed41,ba79549a62450cb51cd8ae1b4007dd8af38e8dc93cf2a87d4d45c12717928694,tone_speak_ru_v1:05248_ash,4674408a138768855f3554c9d71329c74cc87e3a1dd7029d63c5c5baf848815a,reviewer_1,pass,yes,yes,
