protocol_id,text_hash,label,sample_id,relative_path,audio_sha256,input_transcript
common-voice-ru-v24-silero-v5-5-eugene-pre-qa-acoustic-gate-v1,3edf55c39890d79be8210bcbabf383357fb8a491b98d7b8c9788c2f23925acec,spoof,silero_v5_5_ru_eugene_v1:e81d9e3f569e7e33,processed/e5/e5f2a6ce27035dc9fc53d8d97060a3c7fb0ccf7df59a8ad45537ee76981c1737.wav,29baf6f5fc6855331075e8cfa5238a943fe58e2f85cc7d900d8e6cbecb308464,"Мы считаем, что для достижения нашей цели эти консультации следует активизировать."
common-voice-ru-v24-silero-v5-5-eugene-pre-qa-acoustic-gate-v1,407dd4e01aaaafbb3473c37d1d288370828409bcc72e38c3d22eb526ba3fc097,bonafide,common_voice_ru_v24:common_voice_ru_20177512,processed/3c/3c36ef7134e55fa7aa8343b7b5b52cf25cd2e4cbf0c2e3c8ce3ad264913731a3.wav,44b88e4a49546b50bd3b481fa81f7949f719adf6e4d6049dc552580aed203ecd,Региональные усилия необходимы для поддержки глобальных усилий в области ядерного разоружения и нераспространения.
common-voice-ru-v24-silero-v5-5-eugene-pre-qa-acoustic-gate-v1,407dd4e01aaaafbb3473c37d1d288370828409bcc72e38c3d22eb526ba3fc097,spoof,silero_v5_5_ru_eugene_v1:698402a3545f1bf7,processed/c2/c220e9740900451d3714045a3f76cd0fd1a064e71b3835a21884f8ddf58826b1.wav,9c93ded4e10239caa5cbedc1a70e4642f233484691c1bbc468d1c89cf9241cec,Региональные усилия необходимы для поддержки глобальных усилий в области ядерного разоружения и нераспространения.
common-voice-ru-v24-silero-v5-5-eugene-pre-qa-acoustic-gate-v1,416b5a61cca2e6e9122cde276d1d3c974594c3fa78bbd048e0be21cf3a984a01,bonafide,common_voice_ru_v24:common_voice_ru_19517687,processed/07/07801f92d60d36723c8802d3a35b6eb61c05bbe1627770babade28d10e5b1983.wav,5d4a8f04c5d94c7310e12afe69b182757629a0e0c5b1f4b3fff5661ff7ae32db,"Но для того чтобы это произошло, мы действительно должны ухватиться за эту возможность."
common-voice-ru-v24-silero-v5-5-eugene-pre-qa-acoustic-gate-v1,416b5a61cca2e6e9122cde276d1d3c974594c3fa78bbd048e0be21cf3a984a01,spoof,silero_v5_5_ru_eugene_v1:8a5639c93f543527,processed/e6/e6c23f92106978da7f5c54b5447afc0681836d8c19bc70949da16fb221ba6cfd.wav,a455ea7b89024d1d74ee2ce3f2c0c55dab09b234a1350add3d3d729af90c1725,"Но для того чтобы это произошло, мы действительно должны ухватиться за эту возможность."
common-voice-ru-v24-silero-v5-5-eugene-pre-qa-acoustic-gate-v1,44739cd9712f2dac3d071ba6e50a06edd5787cfd9cdec7a40d2f4874033b52eb,bonafide,common_voice_ru_v24:common_voice_ru_18881472,processed/1c/1c22d0b98222737bbafd3dabf713d6fbc464acd60ddd2a0bf3b2d31a15628624.wav,0180c494f86621396aa9bf1623a4dbcaab49f3889de80596611866574ef33f16,"– А, тогда так бы и говорили! – с досадой сказал Квакин."
common-voice-ru-v24-silero-v5-5-eugene-pre-qa-acoustic-gate-v1,44739cd9712f2dac3d071ba6e50a06edd5787cfd9cdec7a40d2f4874033b52eb,spoof,silero_v5_5_ru_eugene_v1:c288eef68f4c3577,processed/42/4218b92bd1c5c8c31f2b939ab5cdf22f45a46d70927e6e4b05899eaf4b097903.wav,8c2dadfc9e54e4f24f00bb3283e32b509bab8ee60d135a5a1a2cd5f212e2b936,"– А, тогда так бы и говорили! – с досадой сказал Квакин."
common-voice-ru-v24-silero-v5-5-eugene-pre-qa-acoustic-gate-v1,4a28128ab1d880f07911e80b1586dd1df7b530e67cee078be533e3b3c82dadd9,bonafide,common_voice_ru_v24:common_voice_ru_28136768,processed/a2/a2523311f9863ad1a029fe69bfa364ce5b6cf8059b96511cc1746145b287199b.wav,dd5d121cf473bc5f87c189c27a8c9d8ed2e4b814af10ae986eaae1815d88310b,Эстония тепло приветствует эту тенденцию к всеобщему присоединению к Римскому статуту.
common-voice-ru-v24-silero-v5-5-eugene-pre-qa-acoustic-gate-v1,4a28128ab1d880f07911e80b1586dd1df7b530e67cee078be533e3b3c82dadd9,spoof,silero_v5_5_ru_eugene_v1:c4f8072b13c9b141,processed/36/361980fd6b84964ab909684ff431d06b99876701f5109a267bdca2e27a5cee1a.wav,738dd05fc518802d703dd454730d7b4ce08068df12e7722000bce6086ce0d249,Эстония тепло приветствует эту тенденцию к всеобщему присоединению к Римскому статуту.
common-voice-ru-v24-silero-v5-5-eugene-pre-qa-acoustic-gate-v1,522e71a1e0fbee350a11318e9bb7e6102592c9d25fa1cc73528047f36621e2d8,bonafide,common_voice_ru_v24:common_voice_ru_25794243,processed/31/31520c870568f23153fa4f673a4b2319346496ac0dde6e72c4af317a983c7e44.wav,7e79fefcf981259b37481b2f3715cb12bd087e55786cfc348d5535ea7df3d9ae,"Эти позитивные подвижки, безусловно, требуют дополнительной поддержки."
common-voice-ru-v24-silero-v5-5-eugene-pre-qa-acoustic-gate-v1,522e71a1e0fbee350a11318e9bb7e6102592c9d25fa1cc73528047f36621e2d8,spoof,silero_v5_5_ru_eugene_v1:1246c10680fce441,processed/d8/d8cced32f307973cb82aed834383bce61fa0e6a4eca8119806df339d10c02542.wav,eba8b75be230b029ae2b76344101a5b547e9e7d9d63aca8becffe109d0c213f9,"Эти позитивные подвижки, безусловно, требуют дополнительной поддержки."
common-voice-ru-v24-silero-v5-5-eugene-pre-qa-acoustic-gate-v1,534741172c75b544b2a3d06dfe60787b46ae0240ae5ecdb98441183d691464a9,bonafide,common_voice_ru_v24:common_voice_ru_20866362,processed/a1/a11aff11a3db7ccc1864f2bb1d909f70aacb99f9656edc16e9a541aff8183cec.wav,6fe5d05863fff2a2e2fff29a847f1148f5ecb1e963454d06ae738a7c23eaf55f,Но ответ Николая Ставрогина был еще изумительнее.
common-voice-ru-v24-silero-v5-5-eugene-pre-qa-acoustic-gate-v1,534741172c75b544b2a3d06dfe60787b46ae0240ae5ecdb98441183d691464a9,spoof,silero_v5_5_ru_eugene_v1:39ebab19134e2011,processed/07/07c737343e4e9a5ff34093334f20a2f600c641783d6f44089728b3b85faad9c6.wav,1457f869e74dea30699c31c6f037930c58deea64d8c42c03063e70590c103aff,Но ответ Николая Ставрогина был еще изумительнее.
common-voice-ru-v24-silero-v5-5-eugene-pre-qa-acoustic-gate-v1,56513006e01aae81815792f5502556e72035d0c554d356a428f4e715e309e593,bonafide,common_voice_ru_v24:common_voice_ru_35215534,processed/f6/f67721856edb60462bac999b15a56e6ea76e8151f2280d345a4bd69f56bb8bd7.wav,08af6b4039c25887216df37c75a8d6b9a6c3d395cc19a20b87b64c274bb02f88,"страдал при Понтии Пилате, был распят, умер и погребён, сошел в ад"
common-voice-ru-v24-silero-v5-5-eugene-pre-qa-acoustic-gate-v1,56513006e01aae81815792f5502556e72035d0c554d356a428f4e715e309e593,spoof,silero_v5_5_ru_eugene_v1:30f03f290025e3db,processed/f9/f9bedd6c88d8c8ab203d5bbf381ea569d6f73c02641098f426a19f4197bcd4cf.wav,2a6f43fd334ff05d4aee3303ed1376aea787f922fa42f5dc7df8b72c8b6abf07,"страдал при Понтии Пилате, был распят, умер и погребён, сошел в ад"
common-voice-ru-v24-silero-v5-5-eugene-pre-qa-acoustic-gate-v1,57ad9925cb35cf48a22be53df6c540da58d29348e775426c6dfaec1bbc58cca0,bonafide,common_voice_ru_v24:common_voice_ru_20787969,processed/56/561b6d1e53ce9e687bbf6196e6b7bc03945da57da75e08c302936e977fa43660.wav,0d9593da2b17568c04ccad3ac2218560104e4a3bbefcdb003f36175480c15d99,Я хочу поблагодарить всех вас за присутствие и закрыть заседание.
common-voice-ru-v24-silero-v5-5-eugene-pre-qa-acoustic-gate-v1,57ad9925cb35cf48a22be53df6c540da58d29348e775426c6dfaec1bbc58cca0,spoof,silero_v5_5_ru_eugene_v1:e248a2b76b580812,processed/db/db9d14e0ade02e718c067df62ccff45d94ef85bddccbdda8b28396d8071c9276.wav,29efe9b9072b0bb30acb7723f69a033b2e223b34da6fc661ece180cc42873722,Я хочу поблагодарить всех вас за присутствие и закрыть заседание.
common-voice-ru-v24-silero-v5-5-eugene-pre-qa-acoustic-gate-v1,637f62c90f1f4f029dc9ace4210ec74b09364ddb47019067c5eb325d0ef6641a,bonafide,common_voice_ru_v24:common_voice_ru_32576136,processed/ba/ba0bbe02feef9b6c552cf61556d91f86691ebe4ef3bd3efd3a2a8f0f94396355.wav,c18fdb0032960e1f178f25fbf5ffbeae39b2d1dcbf418033f12934f808e6633e,"Более репрезентативной выборки, чем в группе про еду, в интернете, пожалуй, не собрать"
common-voice-ru-v24-silero-v5-5-eugene-pre-qa-acoustic-gate-v1,637f62c90f1f4f029dc9ace4210ec74b09364ddb47019067c5eb325d0ef6641a,spoof,silero_v5_5_ru_eugene_v1:8f336fdeef0652db,processed/2a/2a8ea008705310235ca9e91d0eb519f920337583baebac8feb1e8f16365bd5f0.wav,af9148fe954c29698fda8e4a80de16b47202f306a97319680c5ec9b58832690a,"Более репрезентативной выборки, чем в группе про еду, в интернете, пожалуй, не собрать"
common-voice-ru-v24-silero-v5-5-eugene-pre-qa-acoustic-gate-v1,6489170509060551f73a7f9b67621da27c6cc6cc1c584a894b7a7877bf9342cf,bonafide,common_voice_ru_v24:common_voice_ru_38307671,processed/ab/abc82a3adbce45b9a3a0e4b1b93ba3942c19455fd4e8dc6280b81a42f77cb6e9.wav,86e79e58a048565e3331267c88d0e6d030b6f6b592bd0bad5be56c444f89cce2,"Несколько разбойников вытащили на крыльцо Василису Егоровну, растрепанную и раздетую донага."
common-voice-ru-v24-silero-v5-5-eugene-pre-qa-acoustic-gate-v1,6489170509060551f73a7f9b67621da27c6cc6cc1c584a894b7a7877bf9342cf,spoof,silero_v5_5_ru_eugene_v1:947f28de45166edd,processed/dd/dd71dd10ad646f3ad5b7a5dff2756feb68337eb85bf9e01b09bd684b5de6dced.wav,640f87872e9e4a66ea36dcaabee504d4d0ccd39f5a6f710f5fea27e3168a5ffa,"Несколько разбойников вытащили на крыльцо Василису Егоровну, растрепанную и раздетую донага."
common-voice-ru-v24-silero-v5-5-eugene-pre-qa-acoustic-gate-v1,7b9d14895b5e733e2efb396ebbdea7a1b862e94591e1ce592a841af131b050bb,bonafide,common_voice_ru_v24:common_voice_ru_25976645,processed/42/4266fa46281e1014fb636628ce054f7966a4a2a198dc447c3e344b67d7253098.wav,eee88c535b822c036d9913bd2666ad1935b4ec548378759e64509c72aedbc746,"Конечно же, Игры помогут сделать Рио еще более красивым и гостеприимным городом."
common-voice-ru-v24-silero-v5-5-eugene-pre-qa-acoustic-gate-v1,7b9d14895b5e733e2efb396ebbdea7a1b862e94591e1ce592a841af131b050bb,spoof,silero_v5_5_ru_eugene_v1:0e762b3a8f256c20,processed/19/192dbfbf5560cf1c16853f7e9b06410d76252f517c9deeb2b52ea8ffce7d48a1.wav,25f5cd4351026f81dc69e80db39341f57ce48ea2daafbcb2e77e40566f9c8deb,"Конечно же, Игры помогут сделать Рио еще более красивым и гостеприимным городом."
common-voice-ru-v24-silero-v5-5-eugene-pre-qa-acoustic-gate-v1,81767ef6cd6c21f21c270fcea61fc1a87f6033ef49926b2212f9dbe3f910fbf5,bonafide,common_voice_ru_v24:common_voice_ru_24983777,processed/36/3690d7d67ced3739c3d2d6bb531ce602c69b101bd84c6051147b98647620855d.wav,3534bb18142bb0966954286709f5146ce55de240a5efa675d9cdd75d19ef97ab,Я знаю одно: британцы могут никогда не согласиться на Республику.
common-voice-ru-v24-silero-v5-5-eugene-pre-qa-acoustic-gate-v1,81767ef6cd6c21f21c270fcea61fc1a87f6033ef49926b2212f9dbe3f910fbf5,spoof,silero_v5_5_ru_eugene_v1:a24b131526005da8,processed/08/08b5941f1991dcb158a4c4d0819c02efd7fe214a7a10f059456926f7ee17b736.wav,31954b6b8b6e0363c99ca1fe1d51ef9383cc6595c4da9a53c0e49e3a656dd122,Я знаю одно: британцы могут никогда не согласиться на Республику.
common-voice-ru-v24-silero-v5-5-eugene-pre-qa-acoustic-gate-v1,8a7a0f8e7f94de531da5ee408d8ea9652148d8aeedb0edf8811e4106231056e4,bonafide,common_voice_ru_v24:common_voice_ru_24567140,processed/5f/5f946b4547e836cb8989d580cf74579c13fc6010391f6cc073d40c8bc43a23fa.wav,d67ae3f2e479107cb100f3d362f7340df290a2ed65e254d55f64565908aa2cbf,"И Марья Ивановна увидела даму, сидевшую на скамейке противу памятника."
common-voice-ru-v24-silero-v5-5-eugene-pre-qa-acoustic-gate-v1,8a7a0f8e7f94de531da5ee408d8ea9652148d8aeedb0edf8811e4106231056e4,spoof,silero_v5_5_ru_eugene_v1:a97e647fdc4b0295,processed/99/99d216a07a8207d91ec65e9c62adb4e60e88ad1343be36f0248960914a5a4aef.wav,66e1b0c02b8a0732b4ec951bdbc9775c8409fdf6c41c5a89da7051d0ac6dcc62,"И Марья Ивановна увидела даму, сидевшую на скамейке противу памятника."
common-voice-ru-v24-silero-v5-5-eugene-pre-qa-acoustic-gate-v1,8cf3cda86760124353a2117d8026fd7b5140054386a3cb01a73ba7c1dbf78599,bonafide,common_voice_ru_v24:common_voice_ru_36457956,processed/95/958b3bccea5d5b3f77c5072d283b6769adf7e2c6e0ecfdb0c8b5a3f93635795d.wav,45276556feb66c69085ca3776a781086800553887ee884f0c17065c92cdca09c,Рассудок тут принимает очень незначительное участие.
common-voice-ru-v24-silero-v5-5-eugene-pre-qa-acoustic-gate-v1,8cf3cda86760124353a2117d8026fd7b5140054386a3cb01a73ba7c1dbf78599,spoof,silero_v5_5_ru_eugene_v1:c49a2ddf0f5f07fa,processed/c1/c14641ed0516b8309b547f90fbcd9966922477ef1be5d173d5a0775e7b548b58.wav,a9567a98043f05c99f505619416e79ecb5780dedd8121d1107e906b165a39aad,Рассудок тут принимает очень незначительное участие.
common-voice-ru-v24-silero-v5-5-eugene-pre-qa-acoustic-gate-v1,90feb84fe806c30a203b61883699f8e918f0a0dcbf3814ec99ac2339f8534d5b,bonafide,common_voice_ru_v24:common_voice_ru_20484481,processed/47/4758368ec1baa96930d38fa5e02eb2804563728651880e82dd49ad5fde331cf7.wav,5134e39276d1d988ba0ff1c95392e335a811f7d9bb4d72ffe020f0831d45135b,"Великая княгиня попросила подать себе каску, — он не дает."
common-voice-ru-v24-silero-v5-5-eugene-pre-qa-acoustic-gate-v1,90feb84fe806c30a203b61883699f8e918f0a0dcbf3814ec99ac2339f8534d5b,spoof,silero_v5_5_ru_eugene_v1:e528f6f4d1269d31,processed/17/171624b6d2413e0a608397f172837932e739b59c27d895e210ec7d1c91afc8d1.wav,b43cc0bd52125307d11711e98525d20c0655f2cef9f1f7c5956f0f566ad134e2,"Великая княгиня попросила подать себе каску, — он не дает."
common-voice-ru-v24-silero-v5-5-eugene-pre-qa-acoustic-gate-v1,a46e959565d6bdf8ab9742207845dc8281dee7c89a3c1896112a2af61c86e1dd,bonafide,common_voice_ru_v24:common_voice_ru_20111333,processed/ec/ec520fc5caa54ec2f484baa67061618265bea2955bbccc36e533b91b664c82e6.wav,a7cfe99040543c49b0ff45f1a7dda71b5c967bb8db18c5d5a66dfd7b46b58e49,С началом начального этапа первого цикла регулярного процесса в прошлом году.
common-voice-ru-v24-silero-v5-5-eugene-pre-qa-acoustic-gate-v1,a46e959565d6bdf8ab9742207845dc8281dee7c89a3c1896112a2af61c86e1dd,spoof,silero_v5_5_ru_eugene_v1:523b974391c3d056,processed/fb/fb32eda51c4c53dc1faff68c422cc847a2f784061faae952be1aef372fca7436.wav,81515cf86e92770838571c0317bc68927d1b995ae58e6a66064fc8c2a2ecbe7b,С началом начального этапа первого цикла регулярного процесса в прошлом году.
common-voice-ru-v24-silero-v5-5-eugene-pre-qa-acoustic-gate-v1,a604f9959f473c261859db7cab965a07b797456e51d66739c6204afba7b49c5e,bonafide,common_voice_ru_v24:common_voice_ru_23861800,processed/27/274ae682c1249498c07eb9a65e93286180a2fda2205dc96fe8dd02f3d805305c.wav,dc48b0076d4647638cca029033fee36c053d27fc3ab731cbe3732e824b2c5104,"Тут Иван Кузмич оборотился к нам, и все внимание его устремилось на неприятеля."
common-voice-ru-v24-silero-v5-5-eugene-pre-qa-acoustic-gate-v1,a604f9959f473c261859db7cab965a07b797456e51d66739c6204afba7b49c5e,spoof,silero_v5_5_ru_eugene_v1:2b83a2d1d1669754,processed/53/5305cc52f98148d30fb1bc7bf47c0633b5e9a17579fc380906f5b59c4ba19fa6.wav,edd1b51eb21596ed0a70adb5129a9e827ebf872f5a02ad3cff5f7ae8977d01d1,"Тут Иван Кузмич оборотился к нам, и все внимание его устремилось на неприятеля."
common-voice-ru-v24-silero-v5-5-eugene-pre-qa-acoustic-gate-v1,a7cbf8ebfc4fe1774172615a52b61adba0fc5e97aa49c92ed824adb18ca30f27,bonafide,common_voice_ru_v24:common_voice_ru_23436347,processed/a4/a4f991e7b946b37994ef29dfb0482ea6ae71baa8a6d0b807f506e28e5c212d5f.wav,f49dbbc0efbd64e662dbd23ce5e54dcc9a9c8d7acfbca2bdcb166032b4c87cad,"Враждебные чувства, имеющие несколько более сложную структуру, не являются исключением из этого."
common-voice-ru-v24-silero-v5-5-eugene-pre-qa-acoustic-gate-v1,a7cbf8ebfc4fe1774172615a52b61adba0fc5e97aa49c92ed824adb18ca30f27,spoof,silero_v5_5_ru_eugene_v1:cf68980a4b1c2e72,processed/12/127c016ba74fc3bb3421a59555d82cb1b1a8cc564de8d0299a35dfbb34320447.wav,aca277bb09ea786fd6acc108a72d5ef7640dd1504e1cecde14a95166ec3e050d,"Враждебные чувства, имеющие несколько более сложную структуру, не являются исключением из этого."
