sample_id,relative_path,sha256,split,label,language,code_switch,parent_group_id,source_name,source_license,rights_basis,speaker_pseudo_id,text_id,text_hash,duration_s,generator_family,generator_name,generator_version,voice_id,clone_consent_id,device,capture_route,original_sr,codec,augmentation_chain,augmentation_seed,created_at
ruasd_ru_v1_shard000000:raw_fake_11labs_76b5eed054fe9883a51d2655c0a0c127,processed/db/dbc7018072920f8b462038847421841ee5f83e7fa9d110be0f328dc5b5d5e064.wav,5034df38a29cf7a1d53ba0e1d21e7d2fefb57e8bd6ebedf9011b394ac10c7c6d,ood,spoof,ru,unknown,ruasd_ru_v1_shard000000:content:raw_fake_11labs_76b5eed054fe9883a51d2655c0a0c127,ruasd_ru_v1_shard000000,CC-BY-NC-SA-4.0,RuASD CC-BY-NC-SA-4.0; personal research; OOD only,ruasd_ru_v1_shard000000:speaker:unknown,ruasd_ru_v1_shard000000:content:raw_fake_11labs_76b5eed054fe9883a51d2655c0a0c127,671d3eb55eaebfeb2a8723f9107c892f83f5715ead03153386f60b9689281058,6.8701875,tts,11labs,unspecified_by_source,ruasd_ru_v1_shard000000:voice:unknown,,unknown,synthetic_tts_ruasd,44100,wav,,,2026-08-09T04:28:05.188480Z
ruasd_ru_v1_shard000000:raw_fake_11labs_d4087625d6431ff238d4253b33cf4e83,processed/6b/6b830edce2d370148992a7d77ac854c83f8a68de4da83b5406b573a241b4a0d4.wav,13db67deda6e7287237949adee78cc4cdd9567d24c49051a8af1eebaf193ffcc,ood,spoof,ru,unknown,ruasd_ru_v1_shard000000:content:raw_fake_11labs_d4087625d6431ff238d4253b33cf4e83,ruasd_ru_v1_shard000000,CC-BY-NC-SA-4.0,RuASD CC-BY-NC-SA-4.0; personal research; OOD only,ruasd_ru_v1_shard000000:speaker:unknown,ruasd_ru_v1_shard000000:content:raw_fake_11labs_d4087625d6431ff238d4253b33cf4e83,274d9725cc5cab5519f8bd52f494391f8aca200808cc7ee53c6df3757bf79e27,4.20575,tts,11labs,unspecified_by_source,ruasd_ru_v1_shard000000:voice:unknown,,unknown,synthetic_tts_ruasd,44100,wav,,,2026-08-09T04:28:05.188480Z
ruasd_ru_v1_shard000000:raw_fake_11labs_94cb6a878613861620130d838eb98185,processed/9e/9e96b489fcbf616f1705608e50db8995761eeac4bbf8356c4e152f7144b690f2.wav,8038a1ff43cfa36f6ddfd543da34cd76f6979de406ec43f02455756534937f57,ood,spoof,ru,unknown,ruasd_ru_v1_shard000000:content:raw_fake_11labs_94cb6a878613861620130d838eb98185,ruasd_ru_v1_shard000000,CC-BY-NC-SA-4.0,RuASD CC-BY-NC-SA-4.0; personal research; OOD only,ruasd_ru_v1_shard000000:speaker:unknown,ruasd_ru_v1_shard000000:content:raw_fake_11labs_94cb6a878613861620130d838eb98185,577870d63921262b79b10f9af1838841c80ef7a21fb3244dd04550e9ed59027c,5.093875,tts,11labs,unspecified_by_source,ruasd_ru_v1_shard000000:voice:unknown,,unknown,synthetic_tts_ruasd,44100,wav,,,2026-08-09T04:28:05.188480Z
ruasd_ru_v1_shard000000:raw_fake_11labs_5a4410af691fadadbee46859dd1f3bc1,processed/fb/fb2e62f0159067c8f01f97b2428301867759a4efd656ac60c355ae0ec2642723.wav,64cb597a14a5068ce020c0f1002e4835fba82e3fc6fc25b1608edd7caa36057f,ood,spoof,ru,unknown,ruasd_ru_v1_shard000000:content:raw_fake_11labs_5a4410af691fadadbee46859dd1f3bc1,ruasd_ru_v1_shard000000,CC-BY-NC-SA-4.0,RuASD CC-BY-NC-SA-4.0; personal research; OOD only,ruasd_ru_v1_shard000000:speaker:unknown,ruasd_ru_v1_shard000000:content:raw_fake_11labs_5a4410af691fadadbee46859dd1f3bc1,30a6ffcc906a43ceea0647e4ef55e5ca9e732aaba1235d3883420ad7b5eeb860,10.8930625,tts,11labs,unspecified_by_source,ruasd_ru_v1_shard000000:voice:unknown,,unknown,synthetic_tts_ruasd,44100,wav,,,2026-08-09T04:28:05.188480Z
ruasd_ru_v1_shard000000:raw_fake_11labs_90a289b3f83cb21363f73ee4c31f4b87,processed/70/70b7689867e67e1a0dedf264cb38352f2d26e87bb937b5b1fc6cd965afd2f0d8.wav,f307f03796ad3b59a8b4750f3f563dc3190ac994cbdfbfb07e151c5614755d96,ood,spoof,ru,unknown,ruasd_ru_v1_shard000000:content:raw_fake_11labs_90a289b3f83cb21363f73ee4c31f4b87,ruasd_ru_v1_shard000000,CC-BY-NC-SA-4.0,RuASD CC-BY-NC-SA-4.0; personal research; OOD only,ruasd_ru_v1_shard000000:speaker:unknown,ruasd_ru_v1_shard000000:content:raw_fake_11labs_90a289b3f83cb21363f73ee4c31f4b87,de3beb8688ec6cebea2a7a0a629ccbfae0476184ac061093c8dac652e8167eae,43.36325,tts,11labs,unspecified_by_source,ruasd_ru_v1_shard000000:voice:unknown,,unknown,synthetic_tts_ruasd,44100,wav,,,2026-08-09T04:28:05.188480Z
ruasd_ru_v1_shard000000:raw_fake_11labs_a5ffb821563e8783fc69c2dfa2d9af48,processed/85/85249479dba4a7f00ed7d9185e4432ca6f82a236600b7d921ffa824fadcefa3d.wav,8660715bcbe7c23b64f0988e90cbfef7b3cc8d663f1434cdb662f3fdeb6fb4ef,ood,spoof,ru,unknown,ruasd_ru_v1_shard000000:content:raw_fake_11labs_a5ffb821563e8783fc69c2dfa2d9af48,ruasd_ru_v1_shard000000,CC-BY-NC-SA-4.0,RuASD CC-BY-NC-SA-4.0; personal research; OOD only,ruasd_ru_v1_shard000000:speaker:unknown,ruasd_ru_v1_shard000000:content:raw_fake_11labs_a5ffb821563e8783fc69c2dfa2d9af48,6b002df3eeb8ff5f1756c56b140ea1546c447ca0c797c497ff3107e5bfef54ce,10.475125,tts,11labs,unspecified_by_source,ruasd_ru_v1_shard000000:voice:unknown,,unknown,synthetic_tts_ruasd,44100,wav,,,2026-08-09T04:28:05.188480Z
ruasd_ru_v1_shard000000:raw_fake_11labs_210bc6929c1c9d72aad2f8d99b739729,processed/70/704612c53bab47f344f5f8fdadacd5afb3c7ac13476832a5d846f0139a519c55.wav,be0467e18a9e9d9339ae819296118d7a282fb81234d9f6d6681b5d087984db75,ood,spoof,ru,unknown,ruasd_ru_v1_shard000000:content:raw_fake_11labs_210bc6929c1c9d72aad2f8d99b739729,ruasd_ru_v1_shard000000,CC-BY-NC-SA-4.0,RuASD CC-BY-NC-SA-4.0; personal research; OOD only,ruasd_ru_v1_shard000000:speaker:unknown,ruasd_ru_v1_shard000000:content:raw_fake_11labs_210bc6929c1c9d72aad2f8d99b739729,2f36876f8301b7d82fac1039f18957263223ec10782b6eeec723f7b311caed7a,20.32325,tts,11labs,unspecified_by_source,ruasd_ru_v1_shard000000:voice:unknown,,unknown,synthetic_tts_ruasd,44100,wav,,,2026-08-09T04:28:05.188480Z
ruasd_ru_v1_shard000000:raw_fake_11labs_0f85e36b528d1501587cdc69c94fdf7f,processed/68/68b017b1c42f7b4906d9d9f31ec85dc07c11e9b2af1a4a24c2a72b633b1ee297.wav,762ef0b051527fad2e891938cc6c03f8dcc9e763b1f9d187a74871123b5c8a4c,ood,spoof,ru,unknown,ruasd_ru_v1_shard000000:content:raw_fake_11labs_0f85e36b528d1501587cdc69c94fdf7f,ruasd_ru_v1_shard000000,CC-BY-NC-SA-4.0,RuASD CC-BY-NC-SA-4.0; personal research; OOD only,ruasd_ru_v1_shard000000:speaker:unknown,ruasd_ru_v1_shard000000:content:raw_fake_11labs_0f85e36b528d1501587cdc69c94fdf7f,2283b434255000d23eb776d585c2da397944e854e9b5cca5bef8a812fa3d0461,9.6130625,tts,11labs,unspecified_by_source,ruasd_ru_v1_shard000000:voice:unknown,,unknown,synthetic_tts_ruasd,44100,wav,,,2026-08-09T04:28:05.188480Z
ruasd_ru_v1_shard000000:raw_fake_11labs_2009203b8e6a70acc2435431a8bf2fea,processed/0d/0dd7a3b36afe4547b64b418daed7a04d81dbf4fdad672143d690bbf42f8d451d.wav,c0c638a63c8d8972a862047b63467ebb28e5b16e605d5af7e1f0bfb0d4b61938,ood,spoof,ru,unknown,ruasd_ru_v1_shard000000:content:raw_fake_11labs_2009203b8e6a70acc2435431a8bf2fea,ruasd_ru_v1_shard000000,CC-BY-NC-SA-4.0,RuASD CC-BY-NC-SA-4.0; personal research; OOD only,ruasd_ru_v1_shard000000:speaker:unknown,ruasd_ru_v1_shard000000:content:raw_fake_11labs_2009203b8e6a70acc2435431a8bf2fea,653d5355baa1a9e88757b3fb04d23c68b616de5197d5a8e6f7445cb7c7f9cdf0,6.818,tts,11labs,unspecified_by_source,ruasd_ru_v1_shard000000:voice:unknown,,unknown,synthetic_tts_ruasd,44100,wav,,,2026-08-09T04:28:05.188480Z
ruasd_ru_v1_shard000000:raw_fake_11labs_ea605cd3470990eaa806689cb73a159b,processed/72/728fdd8b09be367342a20ef02b68cffba76a6d3c539cba6b6ae08e981469854d.wav,ccdb2bd1358d03acf541538ab363a539cfa7c08c40177dce7de846e66a8090cc,ood,spoof,ru,unknown,ruasd_ru_v1_shard000000:content:raw_fake_11labs_ea605cd3470990eaa806689cb73a159b,ruasd_ru_v1_shard000000,CC-BY-NC-SA-4.0,RuASD CC-BY-NC-SA-4.0; personal research; OOD only,ruasd_ru_v1_shard000000:speaker:unknown,ruasd_ru_v1_shard000000:content:raw_fake_11labs_ea605cd3470990eaa806689cb73a159b,fb525e0f08705c5b069e633911db502e3f3f765f5f04fc699bdb262acf92f7fc,27.115125,tts,11labs,unspecified_by_source,ruasd_ru_v1_shard000000:voice:unknown,,unknown,synthetic_tts_ruasd,44100,wav,,,2026-08-09T04:28:05.188480Z
ruasd_ru_v1_shard000000:raw_fake_11labs_7c5edc29dab78220d40a756a2d5c6ae5,processed/80/80fe32f2eb51a21b24363ff933cfaed6da984c563c504d0fe79e75ce763e1913.wav,eca8d01b88c4c83460aa1f2a1efebefb19b6d01439512dca7971f67c94c5bd96,ood,spoof,ru,unknown,ruasd_ru_v1_shard000000:content:raw_fake_11labs_7c5edc29dab78220d40a756a2d5c6ae5,ruasd_ru_v1_shard000000,CC-BY-NC-SA-4.0,RuASD CC-BY-NC-SA-4.0; personal research; OOD only,ruasd_ru_v1_shard000000:speaker:unknown,ruasd_ru_v1_shard000000:content:raw_fake_11labs_7c5edc29dab78220d40a756a2d5c6ae5,96c79ef8a4392dbd73d8653e91c7546ab115a0f02352322b1c7865d391a1ba71,41.9265625,tts,11labs,unspecified_by_source,ruasd_ru_v1_shard000000:voice:unknown,,unknown,synthetic_tts_ruasd,44100,wav,,,2026-08-09T04:28:05.188480Z
ruasd_ru_v1_shard000000:raw_fake_11labs_220fecb296efc8fb0807de5957abea47,processed/d5/d5d2423b1305cb4a17cb5a49e6eca90705ad7b35f46580481f4238715e1c7ff2.wav,978d44b7f20a876a5c6de2224336b1a734973fe9dec7945787731c957a6f8ff0,ood,spoof,ru,unknown,ruasd_ru_v1_shard000000:content:raw_fake_11labs_220fecb296efc8fb0807de5957abea47,ruasd_ru_v1_shard000000,CC-BY-NC-SA-4.0,RuASD CC-BY-NC-SA-4.0; personal research; OOD only,ruasd_ru_v1_shard000000:speaker:unknown,ruasd_ru_v1_shard000000:content:raw_fake_11labs_220fecb296efc8fb0807de5957abea47,21419e7c4de28e9c21f236f6337a0b55ed0f19c32b35ca45c76474b3797bdbfa,10.057125,tts,11labs,unspecified_by_source,ruasd_ru_v1_shard000000:voice:unknown,,unknown,synthetic_tts_ruasd,44100,wav,,,2026-08-09T04:28:05.188480Z
ruasd_ru_v1_shard000000:raw_fake_11labs_387bf78f3a78aae352174480dbba79df,processed/3d/3d7214c1947883b3ae0e40ce8018535c4977dc1d74e950f7e9efcbe0e59ced6c.wav,19e22228311e16cbd3d25642f725cd5fc0e1b971242ae98c62a6cb1aba8bc005,ood,spoof,ru,unknown,ruasd_ru_v1_shard000000:content:raw_fake_11labs_387bf78f3a78aae352174480dbba79df,ruasd_ru_v1_shard000000,CC-BY-NC-SA-4.0,RuASD CC-BY-NC-SA-4.0; personal research; OOD only,ruasd_ru_v1_shard000000:speaker:unknown,ruasd_ru_v1_shard000000:content:raw_fake_11labs_387bf78f3a78aae352174480dbba79df,7e5123cba386002870fe432ae2dd16300641284c92c03b9a6854be998c587e77,23.6669375,tts,11labs,unspecified_by_source,ruasd_ru_v1_shard000000:voice:unknown,,unknown,synthetic_tts_ruasd,44100,wav,,,2026-08-09T04:28:05.188480Z
ruasd_ru_v1_shard000000:raw_fake_11labs_76ea79ff4cbac4111111d64144c04541,processed/b5/b57bc94fc67756c922cc38f3fc1d75b0692302c5fff089086c176fadc56fcb1a.wav,65e745e591e66032492287a29b419e918130995e3b4ad8b85b5b87439ca22ee4,ood,spoof,ru,unknown,ruasd_ru_v1_shard000000:content:raw_fake_11labs_76ea79ff4cbac4111111d64144c04541,ruasd_ru_v1_shard000000,CC-BY-NC-SA-4.0,RuASD CC-BY-NC-SA-4.0; personal research; OOD only,ruasd_ru_v1_shard000000:speaker:unknown,ruasd_ru_v1_shard000000:content:raw_fake_11labs_76ea79ff4cbac4111111d64144c04541,b8cd47e42be8ef8919a8a987ec8b247c9d6a261a5121a02ae02cca426a489a2d,17.4498125,tts,11labs,unspecified_by_source,ruasd_ru_v1_shard000000:voice:unknown,,unknown,synthetic_tts_ruasd,44100,wav,,,2026-08-09T04:28:05.188480Z
ruasd_ru_v1_shard000000:raw_fake_11labs_2642e20c5c38d79723d51f6bbbeb6e58,processed/ba/ba89ddebd9b1674803014381ac28087e5f61c9b697316e3169d05cfee84d206b.wav,f9090a76277ee0332aa11f86fc47c5e35d60658bf7557796c0af175d61799698,ood,spoof,ru,unknown,ruasd_ru_v1_shard000000:content:raw_fake_11labs_2642e20c5c38d79723d51f6bbbeb6e58,ruasd_ru_v1_shard000000,CC-BY-NC-SA-4.0,RuASD CC-BY-NC-SA-4.0; personal research; OOD only,ruasd_ru_v1_shard000000:speaker:unknown,ruasd_ru_v1_shard000000:content:raw_fake_11labs_2642e20c5c38d79723d51f6bbbeb6e58,b7e6c04e22e54cc83cd7932dfb12a7f041c6372ca5a222a6d13cc7dba5f189ad,21.1591875,tts,11labs,unspecified_by_source,ruasd_ru_v1_shard000000:voice:unknown,,unknown,synthetic_tts_ruasd,44100,wav,,,2026-08-09T04:28:05.188480Z
ruasd_ru_v1_shard000000:raw_fake_11labs_8b3ef0ffe1d6e143f10724410839953a,processed/84/848f2a0df644ceb2682c7924cc57db906facaebc316566e2fb61a5e8f3da628b.wav,07f010d504cba0ec0808c2cdc83be23d1ae98453a8a235c1ddecabfcf3796eab,ood,spoof,ru,unknown,ruasd_ru_v1_shard000000:content:raw_fake_11labs_8b3ef0ffe1d6e143f10724410839953a,ruasd_ru_v1_shard000000,CC-BY-NC-SA-4.0,RuASD CC-BY-NC-SA-4.0; personal research; OOD only,ruasd_ru_v1_shard000000:speaker:unknown,ruasd_ru_v1_shard000000:content:raw_fake_11labs_8b3ef0ffe1d6e143f10724410839953a,ccbfb0101bb59414fe80ec87f801a827ebb69befd25b66c6de707b2ec45b433c,5.7469375,tts,11labs,unspecified_by_source,ruasd_ru_v1_shard000000:voice:unknown,,unknown,synthetic_tts_ruasd,44100,wav,,,2026-08-09T04:28:05.188480Z
ruasd_ru_v1_shard000000:raw_fake_11labs_cd12f99c249638b422e5aab023cffbfa,processed/15/15987ecb31e2626565fd7ba0f98740eed33ff782a297b4c9a3dcbf5c72565889.wav,2b202a22b4e23818d32bd9d48c63b43e9975c7169f44caa3dc311b48656d1265,ood,spoof,ru,unknown,ruasd_ru_v1_shard000000:content:raw_fake_11labs_cd12f99c249638b422e5aab023cffbfa,ruasd_ru_v1_shard000000,CC-BY-NC-SA-4.0,RuASD CC-BY-NC-SA-4.0; personal research; OOD only,ruasd_ru_v1_shard000000:speaker:unknown,ruasd_ru_v1_shard000000:content:raw_fake_11labs_cd12f99c249638b422e5aab023cffbfa,93f9c7cfb610cfc95067550fd3bfa7823bf32cd205851cdc726112b2c87e950a,6.687375,tts,11labs,unspecified_by_source,ruasd_ru_v1_shard000000:voice:unknown,,unknown,synthetic_tts_ruasd,44100,wav,,,2026-08-09T04:28:05.188480Z
ruasd_ru_v1_shard000000:raw_fake_11labs_12b78fc984211a874efe4fef9c987476,processed/c3/c340476c90e3cefcba0ac65ab516f804daf224c1f971c66e1c875a35650fb9fb.wav,e5c9500aad2bfb561f42b1e5e412fc82047dd0fef5c79f4ede9930db275c3623,ood,spoof,ru,unknown,ruasd_ru_v1_shard000000:content:raw_fake_11labs_12b78fc984211a874efe4fef9c987476,ruasd_ru_v1_shard000000,CC-BY-NC-SA-4.0,RuASD CC-BY-NC-SA-4.0; personal research; OOD only,ruasd_ru_v1_shard000000:speaker:unknown,ruasd_ru_v1_shard000000:content:raw_fake_11labs_12b78fc984211a874efe4fef9c987476,8d2bc76139c2c93620948005310c21ed5bdc4cf81426fc9dcd3ba3ed5ca67c61,22.98775,tts,11labs,unspecified_by_source,ruasd_ru_v1_shard000000:voice:unknown,,unknown,synthetic_tts_ruasd,44100,wav,,,2026-08-09T04:28:05.188480Z
