sample_id,relative_path,sha256,split,label,language,code_switch,parent_group_id,source_name,source_license,rights_basis,speaker_pseudo_id,text_id,text_hash,duration_s,generator_family,generator_name,generator_version,voice_id,clone_consent_id,device,capture_route,original_sr,codec,augmentation_chain,augmentation_seed,created_at
ksc_derived_kk_v4_espeakng:207c7070bd564316,raw/ksc_derived_kk_v4_espeakng/slices/espeakng-407/espeakng_kazakh_formant/5f61000fab968.wav,2b78233448f16b912a05fcceb7a709402ff1f92681bf8e8b73748a6c625ce142,test,spoof,kk,unknown,ksc_derived_kk_v4_espeakng:profile:espeakng_kazakh_formant:kk:w150:p35:a100,ksc_derived_kk_v4_espeakng,KSC text CC-BY-4.0; eSpeak NG GPL-3.0-or-later,Offline derivative for personal research from KSC transcript ksc_slr102:5f61000fab968; eSpeak NG GPL-3.0-or-later; bundled Ubuntu runtime packages retain their declared package licenses; no voice cloning,ksc_derived_kk_v4_espeakng:synthetic-voice:espeakng_kazakh_formant:kk:w150:p35:a100,ksc_slr102:5f61000fab968,4ec5455cd00d2283eae8170526b74aa663134e886c426c7a00641d873bdd33ef,9.85968253968254,formant_rule_based_tts,eSpeak NG Kazakh formant synthesizer,eSpeak NG 1.52.0 source-4870adfa25b1a32b4361592f1be8a40337c58d6c; Ubuntu 1.52.0+dfsg-5build1 runtime packages,espeakng_kazakh_formant:kk:w150:p35:a100,not_applicable:pretrained-tts-no-local-voice-cloning,local_cpu_espeakng_formant,offline_formant_tts,22050,wav,none,,2026-08-10T00:00:00Z
ksc_derived_kk_v4_espeakng:3b6e9b4722ae2c90,raw/ksc_derived_kk_v4_espeakng/slices/espeakng-407/espeakng_kazakh_formant/5f60e6d16ebc3.wav,d3edef6bf1515417ab5f6b16fff970b11b48c4ba754e2335527b701648615c54,test,spoof,kk,unknown,ksc_derived_kk_v4_espeakng:profile:espeakng_kazakh_formant:kk:w150:p35:a100,ksc_derived_kk_v4_espeakng,KSC text CC-BY-4.0; eSpeak NG GPL-3.0-or-later,Offline derivative for personal research from KSC transcript ksc_slr102:5f60e6d16ebc3; eSpeak NG GPL-3.0-or-later; bundled Ubuntu runtime packages retain their declared package licenses; no voice cloning,ksc_derived_kk_v4_espeakng:synthetic-voice:espeakng_kazakh_formant:kk:w150:p35:a100,ksc_slr102:5f60e6d16ebc3,f95464d871a00ff27ac7f3948326eed4646a4035eda5d1ddab9ffae97370af1e,4.630068027210885,formant_rule_based_tts,eSpeak NG Kazakh formant synthesizer,eSpeak NG 1.52.0 source-4870adfa25b1a32b4361592f1be8a40337c58d6c; Ubuntu 1.52.0+dfsg-5build1 runtime packages,espeakng_kazakh_formant:kk:w150:p35:a100,not_applicable:pretrained-tts-no-local-voice-cloning,local_cpu_espeakng_formant,offline_formant_tts,22050,wav,none,,2026-08-10T00:00:00Z
ksc_derived_kk_v4_espeakng:9a0de5e1b04e3f18,raw/ksc_derived_kk_v4_espeakng/slices/espeakng-407/espeakng_kazakh_formant/5f6097efd8e52.wav,96bfb8d6fcb18c4a4910fb6c56fbdf64cc4938b4aa8be3dff74b09c52f748f4f,test,spoof,kk,unknown,ksc_derived_kk_v4_espeakng:profile:espeakng_kazakh_formant:kk:w150:p50:a100,ksc_derived_kk_v4_espeakng,KSC text CC-BY-4.0; eSpeak NG GPL-3.0-or-later,Offline derivative for personal research from KSC transcript ksc_slr102:5f6097efd8e52; eSpeak NG GPL-3.0-or-later; bundled Ubuntu runtime packages retain their declared package licenses; no voice cloning,ksc_derived_kk_v4_espeakng:synthetic-voice:espeakng_kazakh_formant:kk:w150:p50:a100,ksc_slr102:5f6097efd8e52,f1b9e603880c1f32a1f54695564a40e2116dd1ebc7b9faf52eefbc8b0fca4a4d,5.67546485260771,formant_rule_based_tts,eSpeak NG Kazakh formant synthesizer,eSpeak NG 1.52.0 source-4870adfa25b1a32b4361592f1be8a40337c58d6c; Ubuntu 1.52.0+dfsg-5build1 runtime packages,espeakng_kazakh_formant:kk:w150:p50:a100,not_applicable:pretrained-tts-no-local-voice-cloning,local_cpu_espeakng_formant,offline_formant_tts,22050,wav,none,,2026-08-10T00:00:00Z
ksc_derived_kk_v4_espeakng:74fa911ccddd22db,raw/ksc_derived_kk_v4_espeakng/slices/espeakng-407/espeakng_kazakh_formant/5f56899af2b47.wav,7203be05db842936e4332d609d2dfdce6310e5b7b49a925c664459ae142ae33c,test,spoof,kk,unknown,ksc_derived_kk_v4_espeakng:profile:espeakng_kazakh_formant:kk:w150:p65:a100,ksc_derived_kk_v4_espeakng,KSC text CC-BY-4.0; eSpeak NG GPL-3.0-or-later,Offline derivative for personal research from KSC transcript ksc_slr102:5f56899af2b47; eSpeak NG GPL-3.0-or-later; bundled Ubuntu runtime packages retain their declared package licenses; no voice cloning,ksc_derived_kk_v4_espeakng:synthetic-voice:espeakng_kazakh_formant:kk:w150:p65:a100,ksc_slr102:5f56899af2b47,a99813f5ccf8484e072ba845f83c024db9667e9df11db6a88f129849af4b3240,7.04,formant_rule_based_tts,eSpeak NG Kazakh formant synthesizer,eSpeak NG 1.52.0 source-4870adfa25b1a32b4361592f1be8a40337c58d6c; Ubuntu 1.52.0+dfsg-5build1 runtime packages,espeakng_kazakh_formant:kk:w150:p65:a100,not_applicable:pretrained-tts-no-local-voice-cloning,local_cpu_espeakng_formant,offline_formant_tts,22050,wav,none,,2026-08-10T00:00:00Z
ksc_derived_kk_v4_espeakng:3a1a41078548a78d,raw/ksc_derived_kk_v4_espeakng/slices/espeakng-407/espeakng_kazakh_formant/5f618671f256b.wav,86671361f306481927c7e1264913d2ef113382e41df7643aeb6ae252664c803b,test,spoof,kk,unknown,ksc_derived_kk_v4_espeakng:profile:espeakng_kazakh_formant:kk:w175:p35:a100,ksc_derived_kk_v4_espeakng,KSC text CC-BY-4.0; eSpeak NG GPL-3.0-or-later,Offline derivative for personal research from KSC transcript ksc_slr102:5f618671f256b; eSpeak NG GPL-3.0-or-later; bundled Ubuntu runtime packages retain their declared package licenses; no voice cloning,ksc_derived_kk_v4_espeakng:synthetic-voice:espeakng_kazakh_formant:kk:w175:p35:a100,ksc_slr102:5f618671f256b,1e0ee71f362a06157fdd4118de30a809ea23d2378b0a0df3c09469dba1f11c3e,3.436734693877551,formant_rule_based_tts,eSpeak NG Kazakh formant synthesizer,eSpeak NG 1.52.0 source-4870adfa25b1a32b4361592f1be8a40337c58d6c; Ubuntu 1.52.0+dfsg-5build1 runtime packages,espeakng_kazakh_formant:kk:w175:p35:a100,not_applicable:pretrained-tts-no-local-voice-cloning,local_cpu_espeakng_formant,offline_formant_tts,22050,wav,none,,2026-08-10T00:00:00Z
ksc_derived_kk_v4_espeakng:f3114b18833cc294,raw/ksc_derived_kk_v4_espeakng/slices/espeakng-407/espeakng_kazakh_formant/5f618a6f8989e.wav,c62f4b79b63fbdca0423e208390c66f07cc61e2e6ec79dea4f4e9d4053336f9f,test,spoof,kk,unknown,ksc_derived_kk_v4_espeakng:profile:espeakng_kazakh_formant:kk:w175:p50:a100,ksc_derived_kk_v4_espeakng,KSC text CC-BY-4.0; eSpeak NG GPL-3.0-or-later,Offline derivative for personal research from KSC transcript ksc_slr102:5f618a6f8989e; eSpeak NG GPL-3.0-or-later; bundled Ubuntu runtime packages retain their declared package licenses; no voice cloning,ksc_derived_kk_v4_espeakng:synthetic-voice:espeakng_kazakh_formant:kk:w175:p50:a100,ksc_slr102:5f618a6f8989e,61afc38360d55ee2896b0e0cea4504449fa0a5d85ea0d440a7f293e781e258af,3.936734693877551,formant_rule_based_tts,eSpeak NG Kazakh formant synthesizer,eSpeak NG 1.52.0 source-4870adfa25b1a32b4361592f1be8a40337c58d6c; Ubuntu 1.52.0+dfsg-5build1 runtime packages,espeakng_kazakh_formant:kk:w175:p50:a100,not_applicable:pretrained-tts-no-local-voice-cloning,local_cpu_espeakng_formant,offline_formant_tts,22050,wav,none,,2026-08-10T00:00:00Z
ksc_derived_kk_v4_espeakng:b0d554e80cb7caec,raw/ksc_derived_kk_v4_espeakng/slices/espeakng-407/espeakng_kazakh_formant/5f5a0e4da09b1.wav,eb18a2981031069cc16be156f687f4fb6c88beb4400c7da2a1923bd556e37662,test,spoof,kk,unknown,ksc_derived_kk_v4_espeakng:profile:espeakng_kazakh_formant:kk:w175:p65:a100,ksc_derived_kk_v4_espeakng,KSC text CC-BY-4.0; eSpeak NG GPL-3.0-or-later,Offline derivative for personal research from KSC transcript ksc_slr102:5f5a0e4da09b1; eSpeak NG GPL-3.0-or-later; bundled Ubuntu runtime packages retain their declared package licenses; no voice cloning,ksc_derived_kk_v4_espeakng:synthetic-voice:espeakng_kazakh_formant:kk:w175:p65:a100,ksc_slr102:5f5a0e4da09b1,ea8ad0f4186c9fbeb3f2338401e295fb82341ed0b67bbfad1b83edf2f437390f,5.471383219954649,formant_rule_based_tts,eSpeak NG Kazakh formant synthesizer,eSpeak NG 1.52.0 source-4870adfa25b1a32b4361592f1be8a40337c58d6c; Ubuntu 1.52.0+dfsg-5build1 runtime packages,espeakng_kazakh_formant:kk:w175:p65:a100,not_applicable:pretrained-tts-no-local-voice-cloning,local_cpu_espeakng_formant,offline_formant_tts,22050,wav,none,,2026-08-10T00:00:00Z
ksc_derived_kk_v4_espeakng:430f7e0751fbe8bc,raw/ksc_derived_kk_v4_espeakng/slices/espeakng-407/espeakng_kazakh_formant/5f5e76f9cbc53.wav,076ee1f5fcf9e626b65e04a61ce5337adc514568ec1972ceec72dd919ed874e0,test,spoof,kk,unknown,ksc_derived_kk_v4_espeakng:profile:espeakng_kazakh_formant:kk:w200:p35:a100,ksc_derived_kk_v4_espeakng,KSC text CC-BY-4.0; eSpeak NG GPL-3.0-or-later,Offline derivative for personal research from KSC transcript ksc_slr102:5f5e76f9cbc53; eSpeak NG GPL-3.0-or-later; bundled Ubuntu runtime packages retain their declared package licenses; no voice cloning,ksc_derived_kk_v4_espeakng:synthetic-voice:espeakng_kazakh_formant:kk:w200:p35:a100,ksc_slr102:5f5e76f9cbc53,3c46cece65d21cde5eb1ae74d307f162bb22fae11db1a6256116afe16b0b5df6,5.670612244897959,formant_rule_based_tts,eSpeak NG Kazakh formant synthesizer,eSpeak NG 1.52.0 source-4870adfa25b1a32b4361592f1be8a40337c58d6c; Ubuntu 1.52.0+dfsg-5build1 runtime packages,espeakng_kazakh_formant:kk:w200:p35:a100,not_applicable:pretrained-tts-no-local-voice-cloning,local_cpu_espeakng_formant,offline_formant_tts,22050,wav,none,,2026-08-10T00:00:00Z
ksc_derived_kk_v4_espeakng:8e8d184afeecdc1b,raw/ksc_derived_kk_v4_espeakng/slices/espeakng-407/espeakng_kazakh_formant/5f6187a4476e9.wav,f5896eed37670a9fb2f933e8f72e4faa890d6c189da7cab5aee77a7229593949,test,spoof,kk,unknown,ksc_derived_kk_v4_espeakng:profile:espeakng_kazakh_formant:kk:w200:p50:a100,ksc_derived_kk_v4_espeakng,KSC text CC-BY-4.0; eSpeak NG GPL-3.0-or-later,Offline derivative for personal research from KSC transcript ksc_slr102:5f6187a4476e9; eSpeak NG GPL-3.0-or-later; bundled Ubuntu runtime packages retain their declared package licenses; no voice cloning,ksc_derived_kk_v4_espeakng:synthetic-voice:espeakng_kazakh_formant:kk:w200:p50:a100,ksc_slr102:5f6187a4476e9,047d504caed044a88152c46a574310a35bf830196977ce473de41dafe9325df3,5.728888888888889,formant_rule_based_tts,eSpeak NG Kazakh formant synthesizer,eSpeak NG 1.52.0 source-4870adfa25b1a32b4361592f1be8a40337c58d6c; Ubuntu 1.52.0+dfsg-5build1 runtime packages,espeakng_kazakh_formant:kk:w200:p50:a100,not_applicable:pretrained-tts-no-local-voice-cloning,local_cpu_espeakng_formant,offline_formant_tts,22050,wav,none,,2026-08-10T00:00:00Z
ksc_derived_kk_v4_espeakng:f542f7aa7d7c54fa,raw/ksc_derived_kk_v4_espeakng/slices/espeakng-407/espeakng_kazakh_formant/5f5f583dc63df.wav,27745f7b81fc1ca3a7fdb635578de3be1f781026ca94681e11437c02be56fd19,test,spoof,kk,unknown,ksc_derived_kk_v4_espeakng:profile:espeakng_kazakh_formant:kk:w200:p65:a100,ksc_derived_kk_v4_espeakng,KSC text CC-BY-4.0; eSpeak NG GPL-3.0-or-later,Offline derivative for personal research from KSC transcript ksc_slr102:5f5f583dc63df; eSpeak NG GPL-3.0-or-later; bundled Ubuntu runtime packages retain their declared package licenses; no voice cloning,ksc_derived_kk_v4_espeakng:synthetic-voice:espeakng_kazakh_formant:kk:w200:p65:a100,ksc_slr102:5f5f583dc63df,8419b82cabd762936c74f0814eb2e782ac8a416910c0a770d4399ac182dbbaed,2.958095238095238,formant_rule_based_tts,eSpeak NG Kazakh formant synthesizer,eSpeak NG 1.52.0 source-4870adfa25b1a32b4361592f1be8a40337c58d6c; Ubuntu 1.52.0+dfsg-5build1 runtime packages,espeakng_kazakh_formant:kk:w200:p65:a100,not_applicable:pretrained-tts-no-local-voice-cloning,local_cpu_espeakng_formant,offline_formant_tts,22050,wav,none,,2026-08-10T00:00:00Z
ksc_derived_kk_v4_espeakng:68fd35d65f993a8f,raw/ksc_derived_kk_v4_espeakng/slices/espeakng-407/espeakng_kazakh_formant/5f619a42dc421.wav,d80b3bf0da7a33ff4a55130116c7e3d91560bf78241182b7b95e9f55fa202ea0,test,spoof,kk,unknown,ksc_derived_kk_v4_espeakng:profile:espeakng_kazakh_formant:kk:w225:p35:a100,ksc_derived_kk_v4_espeakng,KSC text CC-BY-4.0; eSpeak NG GPL-3.0-or-later,Offline derivative for personal research from KSC transcript ksc_slr102:5f619a42dc421; eSpeak NG GPL-3.0-or-later; bundled Ubuntu runtime packages retain their declared package licenses; no voice cloning,ksc_derived_kk_v4_espeakng:synthetic-voice:espeakng_kazakh_formant:kk:w225:p35:a100,ksc_slr102:5f619a42dc421,c9c4f2ec6f21e19978a84e14d25ca5e995c7e7983505911d5cff24f013ff71eb,3.4724263038548755,formant_rule_based_tts,eSpeak NG Kazakh formant synthesizer,eSpeak NG 1.52.0 source-4870adfa25b1a32b4361592f1be8a40337c58d6c; Ubuntu 1.52.0+dfsg-5build1 runtime packages,espeakng_kazakh_formant:kk:w225:p35:a100,not_applicable:pretrained-tts-no-local-voice-cloning,local_cpu_espeakng_formant,offline_formant_tts,22050,wav,none,,2026-08-10T00:00:00Z
ksc_derived_kk_v4_espeakng:bb2828576faa3ea7,raw/ksc_derived_kk_v4_espeakng/slices/espeakng-407/espeakng_kazakh_formant/5f60de80e9201.wav,0f375d13f947dd8e0e7842c2ea7dc6ae4a4d38ab563eb0e4afd63615414a6bb8,test,spoof,kk,unknown,ksc_derived_kk_v4_espeakng:profile:espeakng_kazakh_formant:kk:w225:p50:a100,ksc_derived_kk_v4_espeakng,KSC text CC-BY-4.0; eSpeak NG GPL-3.0-or-later,Offline derivative for personal research from KSC transcript ksc_slr102:5f60de80e9201; eSpeak NG GPL-3.0-or-later; bundled Ubuntu runtime packages retain their declared package licenses; no voice cloning,ksc_derived_kk_v4_espeakng:synthetic-voice:espeakng_kazakh_formant:kk:w225:p50:a100,ksc_slr102:5f60de80e9201,80df5af84063546a5c08090835212a2ed5bab0b044a72b127cf42caff580f5aa,3.687981859410431,formant_rule_based_tts,eSpeak NG Kazakh formant synthesizer,eSpeak NG 1.52.0 source-4870adfa25b1a32b4361592f1be8a40337c58d6c; Ubuntu 1.52.0+dfsg-5build1 runtime packages,espeakng_kazakh_formant:kk:w225:p50:a100,not_applicable:pretrained-tts-no-local-voice-cloning,local_cpu_espeakng_formant,offline_formant_tts,22050,wav,none,,2026-08-10T00:00:00Z
ksc_derived_kk_v4_espeakng:17310bb389e01da4,raw/ksc_derived_kk_v4_espeakng/slices/espeakng-407/espeakng_kazakh_formant/5f606c4bdd72d.wav,55f63675b4fa6c4387d8b0fb458a70656e4378a3d2e4be2b647fca83f79873bc,test,spoof,kk,unknown,ksc_derived_kk_v4_espeakng:profile:espeakng_kazakh_formant:kk:w225:p65:a100,ksc_derived_kk_v4_espeakng,KSC text CC-BY-4.0; eSpeak NG GPL-3.0-or-later,Offline derivative for personal research from KSC transcript ksc_slr102:5f606c4bdd72d; eSpeak NG GPL-3.0-or-later; bundled Ubuntu runtime packages retain their declared package licenses; no voice cloning,ksc_derived_kk_v4_espeakng:synthetic-voice:espeakng_kazakh_formant:kk:w225:p65:a100,ksc_slr102:5f606c4bdd72d,2633d9ba42068def8e649db08548513efbd6ae9d1b76b8b75b08910efd3f2177,4.673741496598639,formant_rule_based_tts,eSpeak NG Kazakh formant synthesizer,eSpeak NG 1.52.0 source-4870adfa25b1a32b4361592f1be8a40337c58d6c; Ubuntu 1.52.0+dfsg-5build1 runtime packages,espeakng_kazakh_formant:kk:w225:p65:a100,not_applicable:pretrained-tts-no-local-voice-cloning,local_cpu_espeakng_formant,offline_formant_tts,22050,wav,none,,2026-08-10T00:00:00Z
ksc_derived_kk_v4_espeakng:2d6b5757f81a8e9e,raw/ksc_derived_kk_v4_espeakng/slices/espeakng-407/espeakng_kazakh_formant/5f618a8a63f9e.wav,a91e851dfe9987f446dba8141830b1a24ab150bcd8acd2a460dfb90933a7890e,test,spoof,kk,unknown,ksc_derived_kk_v4_espeakng:profile:espeakng_kazakh_formant:kk:w150:p35:a100,ksc_derived_kk_v4_espeakng,KSC text CC-BY-4.0; eSpeak NG GPL-3.0-or-later,Offline derivative for personal research from KSC transcript ksc_slr102:5f618a8a63f9e; eSpeak NG GPL-3.0-or-later; bundled Ubuntu runtime packages retain their declared package licenses; no voice cloning,ksc_derived_kk_v4_espeakng:synthetic-voice:espeakng_kazakh_formant:kk:w150:p35:a100,ksc_slr102:5f618a8a63f9e,558b6f3cd8bf86e2c62ca046015fea50052eeb104c31a5cb9308b80988368804,13.492108843537414,formant_rule_based_tts,eSpeak NG Kazakh formant synthesizer,eSpeak NG 1.52.0 source-4870adfa25b1a32b4361592f1be8a40337c58d6c; Ubuntu 1.52.0+dfsg-5build1 runtime packages,espeakng_kazakh_formant:kk:w150:p35:a100,not_applicable:pretrained-tts-no-local-voice-cloning,local_cpu_espeakng_formant,offline_formant_tts,22050,wav,none,,2026-08-10T00:00:00Z
ksc_derived_kk_v4_espeakng:1a7de50e1670d553,raw/ksc_derived_kk_v4_espeakng/slices/espeakng-407/espeakng_kazakh_formant/5f60e76b0326e.wav,b6e7eee6e9a272999202a8ba9fe9c25b4d1f9e5b36297bde441efa611ea9112a,test,spoof,kk,unknown,ksc_derived_kk_v4_espeakng:profile:espeakng_kazakh_formant:kk:w150:p50:a100,ksc_derived_kk_v4_espeakng,KSC text CC-BY-4.0; eSpeak NG GPL-3.0-or-later,Offline derivative for personal research from KSC transcript ksc_slr102:5f60e76b0326e; eSpeak NG GPL-3.0-or-later; bundled Ubuntu runtime packages retain their declared package licenses; no voice cloning,ksc_derived_kk_v4_espeakng:synthetic-voice:espeakng_kazakh_formant:kk:w150:p50:a100,ksc_slr102:5f60e76b0326e,2d55e296ac5e5e1cd6d60b963b4ae87e8ab2101244cf54eafea7790458f811f0,5.233968253968254,formant_rule_based_tts,eSpeak NG Kazakh formant synthesizer,eSpeak NG 1.52.0 source-4870adfa25b1a32b4361592f1be8a40337c58d6c; Ubuntu 1.52.0+dfsg-5build1 runtime packages,espeakng_kazakh_formant:kk:w150:p50:a100,not_applicable:pretrained-tts-no-local-voice-cloning,local_cpu_espeakng_formant,offline_formant_tts,22050,wav,none,,2026-08-10T00:00:00Z
ksc_derived_kk_v4_espeakng:f780bd912f62b6e9,raw/ksc_derived_kk_v4_espeakng/slices/espeakng-407/espeakng_kazakh_formant/5f60e2c9eecfe.wav,bf68edb2126f4e73a87bfe10a61b7843489b1ab94b7675d17fa73cdaaefdb2b9,test,spoof,kk,unknown,ksc_derived_kk_v4_espeakng:profile:espeakng_kazakh_formant:kk:w150:p65:a100,ksc_derived_kk_v4_espeakng,KSC text CC-BY-4.0; eSpeak NG GPL-3.0-or-later,Offline derivative for personal research from KSC transcript ksc_slr102:5f60e2c9eecfe; eSpeak NG GPL-3.0-or-later; bundled Ubuntu runtime packages retain their declared package licenses; no voice cloning,ksc_derived_kk_v4_espeakng:synthetic-voice:espeakng_kazakh_formant:kk:w150:p65:a100,ksc_slr102:5f60e2c9eecfe,39c1c551b6543a317db02b6c45127ada0df4178dcfe90c9f457a95975e5826bd,7.337732426303855,formant_rule_based_tts,eSpeak NG Kazakh formant synthesizer,eSpeak NG 1.52.0 source-4870adfa25b1a32b4361592f1be8a40337c58d6c; Ubuntu 1.52.0+dfsg-5build1 runtime packages,espeakng_kazakh_formant:kk:w150:p65:a100,not_applicable:pretrained-tts-no-local-voice-cloning,local_cpu_espeakng_formant,offline_formant_tts,22050,wav,none,,2026-08-10T00:00:00Z
ksc_derived_kk_v4_espeakng:2e6e3986273f2c21,raw/ksc_derived_kk_v4_espeakng/slices/espeakng-407/espeakng_kazakh_formant/5f60addeebad3.wav,30074cabb16c1432973ecbf191b7516cddcc9f89bab02e3c6f07464d3b10be69,test,spoof,kk,unknown,ksc_derived_kk_v4_espeakng:profile:espeakng_kazakh_formant:kk:w175:p35:a100,ksc_derived_kk_v4_espeakng,KSC text CC-BY-4.0; eSpeak NG GPL-3.0-or-later,Offline derivative for personal research from KSC transcript ksc_slr102:5f60addeebad3; eSpeak NG GPL-3.0-or-later; bundled Ubuntu runtime packages retain their declared package licenses; no voice cloning,ksc_derived_kk_v4_espeakng:synthetic-voice:espeakng_kazakh_formant:kk:w175:p35:a100,ksc_slr102:5f60addeebad3,49ba0546d81eb3147653152e55623fd81ff5a1699ab59d43036a9dc7f06e8631,5.411655328798186,formant_rule_based_tts,eSpeak NG Kazakh formant synthesizer,eSpeak NG 1.52.0 source-4870adfa25b1a32b4361592f1be8a40337c58d6c; Ubuntu 1.52.0+dfsg-5build1 runtime packages,espeakng_kazakh_formant:kk:w175:p35:a100,not_applicable:pretrained-tts-no-local-voice-cloning,local_cpu_espeakng_formant,offline_formant_tts,22050,wav,none,,2026-08-10T00:00:00Z
ksc_derived_kk_v4_espeakng:d20a8e3c24c1819a,raw/ksc_derived_kk_v4_espeakng/slices/espeakng-407/espeakng_kazakh_formant/5f60adb87719b.wav,ea3a942043ca8aa02496e517735f84fad521b3ac7630699aba6f497693c67616,test,spoof,kk,unknown,ksc_derived_kk_v4_espeakng:profile:espeakng_kazakh_formant:kk:w175:p50:a100,ksc_derived_kk_v4_espeakng,KSC text CC-BY-4.0; eSpeak NG GPL-3.0-or-later,Offline derivative for personal research from KSC transcript ksc_slr102:5f60adb87719b; eSpeak NG GPL-3.0-or-later; bundled Ubuntu runtime packages retain their declared package licenses; no voice cloning,ksc_derived_kk_v4_espeakng:synthetic-voice:espeakng_kazakh_formant:kk:w175:p50:a100,ksc_slr102:5f60adb87719b,ab7e399f2ca5e51dfc3c8bf0394a86c0b8dddcfeea9a61c9af19d8327e0d3963,2.2857596371882085,formant_rule_based_tts,eSpeak NG Kazakh formant synthesizer,eSpeak NG 1.52.0 source-4870adfa25b1a32b4361592f1be8a40337c58d6c; Ubuntu 1.52.0+dfsg-5build1 runtime packages,espeakng_kazakh_formant:kk:w175:p50:a100,not_applicable:pretrained-tts-no-local-voice-cloning,local_cpu_espeakng_formant,offline_formant_tts,22050,wav,none,,2026-08-10T00:00:00Z
ksc_derived_kk_v4_espeakng:d7b97d77516a7395,raw/ksc_derived_kk_v4_espeakng/slices/espeakng-407/espeakng_kazakh_formant/5f60990e43835.wav,d1c5c00892e5ccbfdea959401008f2ebdcd2fdb3f99537e91e1fd57939b508c9,test,spoof,kk,unknown,ksc_derived_kk_v4_espeakng:profile:espeakng_kazakh_formant:kk:w175:p65:a100,ksc_derived_kk_v4_espeakng,KSC text CC-BY-4.0; eSpeak NG GPL-3.0-or-later,Offline derivative for personal research from KSC transcript ksc_slr102:5f60990e43835; eSpeak NG GPL-3.0-or-later; bundled Ubuntu runtime packages retain their declared package licenses; no voice cloning,ksc_derived_kk_v4_espeakng:synthetic-voice:espeakng_kazakh_formant:kk:w175:p65:a100,ksc_slr102:5f60990e43835,14698924a8aa6812eaa57d61aff8f52ad91b06dd013f7c6a8c430ea465e853b5,9.368163265306123,formant_rule_based_tts,eSpeak NG Kazakh formant synthesizer,eSpeak NG 1.52.0 source-4870adfa25b1a32b4361592f1be8a40337c58d6c; Ubuntu 1.52.0+dfsg-5build1 runtime packages,espeakng_kazakh_formant:kk:w175:p65:a100,not_applicable:pretrained-tts-no-local-voice-cloning,local_cpu_espeakng_formant,offline_formant_tts,22050,wav,none,,2026-08-10T00:00:00Z
ksc_derived_kk_v4_espeakng:e35d606e3c207262,raw/ksc_derived_kk_v4_espeakng/slices/espeakng-407/espeakng_kazakh_formant/5f60e9fbbf613.wav,f5f403215ae8c01143ea92bebf807329ae8ddc7615651184f61d534042b9de13,test,spoof,kk,unknown,ksc_derived_kk_v4_espeakng:profile:espeakng_kazakh_formant:kk:w200:p35:a100,ksc_derived_kk_v4_espeakng,KSC text CC-BY-4.0; eSpeak NG GPL-3.0-or-later,Offline derivative for personal research from KSC transcript ksc_slr102:5f60e9fbbf613; eSpeak NG GPL-3.0-or-later; bundled Ubuntu runtime packages retain their declared package licenses; no voice cloning,ksc_derived_kk_v4_espeakng:synthetic-voice:espeakng_kazakh_formant:kk:w200:p35:a100,ksc_slr102:5f60e9fbbf613,ea300f7bd67e7db59642650e272adb387bc35db24c3b2cc5c783d5ff31bf29d2,4.863401360544218,formant_rule_based_tts,eSpeak NG Kazakh formant synthesizer,eSpeak NG 1.52.0 source-4870adfa25b1a32b4361592f1be8a40337c58d6c; Ubuntu 1.52.0+dfsg-5build1 runtime packages,espeakng_kazakh_formant:kk:w200:p35:a100,not_applicable:pretrained-tts-no-local-voice-cloning,local_cpu_espeakng_formant,offline_formant_tts,22050,wav,none,,2026-08-10T00:00:00Z
ksc_derived_kk_v4_espeakng:924b90f81208cfe8,raw/ksc_derived_kk_v4_espeakng/slices/espeakng-407/espeakng_kazakh_formant/5f60661fb2607.wav,ce18ba4ec4bfae6ef4c2699aedab14e5a1743f57197932334aa1855de527847a,test,spoof,kk,unknown,ksc_derived_kk_v4_espeakng:profile:espeakng_kazakh_formant:kk:w200:p50:a100,ksc_derived_kk_v4_espeakng,KSC text CC-BY-4.0; eSpeak NG GPL-3.0-or-later,Offline derivative for personal research from KSC transcript ksc_slr102:5f60661fb2607; eSpeak NG GPL-3.0-or-later; bundled Ubuntu runtime packages retain their declared package licenses; no voice cloning,ksc_derived_kk_v4_espeakng:synthetic-voice:espeakng_kazakh_formant:kk:w200:p50:a100,ksc_slr102:5f60661fb2607,c1bc40766c1c2767da5bead216f3dae96f06ba14fd46aaa8ea684950769f5b08,7.060544217687075,formant_rule_based_tts,eSpeak NG Kazakh formant synthesizer,eSpeak NG 1.52.0 source-4870adfa25b1a32b4361592f1be8a40337c58d6c; Ubuntu 1.52.0+dfsg-5build1 runtime packages,espeakng_kazakh_formant:kk:w200:p50:a100,not_applicable:pretrained-tts-no-local-voice-cloning,local_cpu_espeakng_formant,offline_formant_tts,22050,wav,none,,2026-08-10T00:00:00Z
