sample_id,relative_path,sha256,split,label,language,code_switch,parent_group_id,source_name,source_license,rights_basis,speaker_pseudo_id,text_id,text_hash,duration_s,generator_family,generator_name,generator_version,voice_id,clone_consent_id,device,capture_route,original_sr,codec,augmentation_chain,augmentation_seed,created_at
ksc_derived_kk_v3_sparktts:b73512ab81f36a81,processed/41/41e7c7926f9b2001e5201066e652eb4a310315c0616938e52716dbccde3e55f7.wav,7661e32e8531145c3068a8d390732ed582d969abd58755fc3b0a6fd6a71b8b29,test,spoof,kk,unknown,ksc_derived_kk_v3_sparktts:profile:sparktts_kazakh_controlled:female:low:low,ksc_derived_kk_v3_sparktts,KSC text CC-BY-4.0; Spark-TTS-Kazakh model CC-BY-NC-SA-4.0; Spark-TTS inference source Apache-2.0,Offline derivative for personal research from KSC transcript ksc_slr102:5fa25cff3d27c; Spark-TTS-Kazakh CC-BY-NC-SA-4.0; Spark-TTS inference source Apache-2.0; no voice cloning,ksc_derived_kk_v3_sparktts:synthetic-voice:sparktts_kazakh_controlled:female:low:low,ksc_slr102:5fa25cff3d27c,1ca73cbaaeb1fa3d00d2cb530a3c204afe6e68507f3b2cbcebeb723142ac1dd5,9.24,llm_bicodec_controlled_tts,Spark-TTS-Kazakh controlled LLM + BiCodec,Kazakh model-bd0572a9bf744cb4cf9ab1c7a67bd182fde0c367; Spark-TTS-source-2f1ea9082400547242641f5271b6f941c9f439d1,sparktts_kazakh_controlled:female:low:low,not_applicable:pretrained-tts-no-local-voice-cloning,local_cuda_sparktts_controlled_bicodec,offline_neural_tts,16000,wav,none,tts_seed=949655462,2026-08-10T00:00:00Z
ksc_derived_kk_v3_sparktts:1c24292ade4a26f9,processed/58/581e5996ca0e85ce84c2ac1a4c8043a93eb42c21046995e51a2911e2de494808.wav,149e5f94aef5a59b937661c12e0d25b8ec88dbe048babd21817712bcf65af57a,test,spoof,kk,unknown,ksc_derived_kk_v3_sparktts:profile:sparktts_kazakh_controlled:male:low:low,ksc_derived_kk_v3_sparktts,KSC text CC-BY-4.0; Spark-TTS-Kazakh model CC-BY-NC-SA-4.0; Spark-TTS inference source Apache-2.0,Offline derivative for personal research from KSC transcript ksc_slr102:5f58c8d3202f6; Spark-TTS-Kazakh CC-BY-NC-SA-4.0; Spark-TTS inference source Apache-2.0; no voice cloning,ksc_derived_kk_v3_sparktts:synthetic-voice:sparktts_kazakh_controlled:male:low:low,ksc_slr102:5f58c8d3202f6,833b6a1461e5b703dc0333791b2d35bf50f6595fd281975cbd2526594047045c,8.82,llm_bicodec_controlled_tts,Spark-TTS-Kazakh controlled LLM + BiCodec,Kazakh model-bd0572a9bf744cb4cf9ab1c7a67bd182fde0c367; Spark-TTS-source-2f1ea9082400547242641f5271b6f941c9f439d1,sparktts_kazakh_controlled:male:low:low,not_applicable:pretrained-tts-no-local-voice-cloning,local_cuda_sparktts_controlled_bicodec,offline_neural_tts,16000,wav,none,tts_seed=138668769,2026-08-10T00:00:00Z
ksc_derived_kk_v3_sparktts:bc1b097510585fa7,processed/31/31a48bb10c3ac062f5f3cd594ce08e4ed41712ee2e7a3b1a601df41b6e3983dc.wav,5594858ceb67d791d6f4fbdf6a84a2c1a1712b4105a6a332f5270d6237bdcb40,test,spoof,kk,unknown,ksc_derived_kk_v3_sparktts:profile:sparktts_kazakh_controlled:male:low:high,ksc_derived_kk_v3_sparktts,KSC text CC-BY-4.0; Spark-TTS-Kazakh model CC-BY-NC-SA-4.0; Spark-TTS inference source Apache-2.0,Offline derivative for personal research from KSC transcript ksc_slr102:5f59bac0b77c4; Spark-TTS-Kazakh CC-BY-NC-SA-4.0; Spark-TTS inference source Apache-2.0; no voice cloning,ksc_derived_kk_v3_sparktts:synthetic-voice:sparktts_kazakh_controlled:male:low:high,ksc_slr102:5f59bac0b77c4,0df28646546938fcca8391a0c0f99a02de079e7c86915b389fdcc643fbd10360,7.56,llm_bicodec_controlled_tts,Spark-TTS-Kazakh controlled LLM + BiCodec,Kazakh model-bd0572a9bf744cb4cf9ab1c7a67bd182fde0c367; Spark-TTS-source-2f1ea9082400547242641f5271b6f941c9f439d1,sparktts_kazakh_controlled:male:low:high,not_applicable:pretrained-tts-no-local-voice-cloning,local_cuda_sparktts_controlled_bicodec,offline_neural_tts,16000,wav,none,tts_seed=1626365925,2026-08-10T00:00:00Z
ksc_derived_kk_v3_sparktts:9f66608f4333be59,processed/77/77a66a48ac08428c143c4bef129477cd3177638a80039d60cc9ca06d04a471df.wav,d991548fb52de77f521b8b0df77af6466fef7cdc4c10c28633ba6e6bf003fda7,test,spoof,kk,unknown,ksc_derived_kk_v3_sparktts:profile:sparktts_kazakh_controlled:male:moderate:low,ksc_derived_kk_v3_sparktts,KSC text CC-BY-4.0; Spark-TTS-Kazakh model CC-BY-NC-SA-4.0; Spark-TTS inference source Apache-2.0,Offline derivative for personal research from KSC transcript ksc_slr102:5f5fb698ecdc9; Spark-TTS-Kazakh CC-BY-NC-SA-4.0; Spark-TTS inference source Apache-2.0; no voice cloning,ksc_derived_kk_v3_sparktts:synthetic-voice:sparktts_kazakh_controlled:male:moderate:low,ksc_slr102:5f5fb698ecdc9,b9164c01208eb42a19362e26e0d99028882460ad0cc45fc23a528d1f7dd91462,3.82,llm_bicodec_controlled_tts,Spark-TTS-Kazakh controlled LLM + BiCodec,Kazakh model-bd0572a9bf744cb4cf9ab1c7a67bd182fde0c367; Spark-TTS-source-2f1ea9082400547242641f5271b6f941c9f439d1,sparktts_kazakh_controlled:male:moderate:low,not_applicable:pretrained-tts-no-local-voice-cloning,local_cuda_sparktts_controlled_bicodec,offline_neural_tts,16000,wav,none,tts_seed=679399788,2026-08-10T00:00:00Z
ksc_derived_kk_v3_sparktts:80328aec8c5e1905,processed/4a/4a225ec803c4f8399ef1db03af40961a38aeb9b468b46510e42c55dd18ec39ca.wav,62a41e14f74f74767e31e12a5064dcec869f7fda986457273ae631a53265739a,test,spoof,kk,unknown,ksc_derived_kk_v3_sparktts:profile:sparktts_kazakh_controlled:male:moderate:high,ksc_derived_kk_v3_sparktts,KSC text CC-BY-4.0; Spark-TTS-Kazakh model CC-BY-NC-SA-4.0; Spark-TTS inference source Apache-2.0,Offline derivative for personal research from KSC transcript ksc_slr102:5f577643de127; Spark-TTS-Kazakh CC-BY-NC-SA-4.0; Spark-TTS inference source Apache-2.0; no voice cloning,ksc_derived_kk_v3_sparktts:synthetic-voice:sparktts_kazakh_controlled:male:moderate:high,ksc_slr102:5f577643de127,a6aed2f0b0c04bb9b3eb85aa670be8a99db4f8e43d0668da8ce54ff59290edcb,3.48,llm_bicodec_controlled_tts,Spark-TTS-Kazakh controlled LLM + BiCodec,Kazakh model-bd0572a9bf744cb4cf9ab1c7a67bd182fde0c367; Spark-TTS-source-2f1ea9082400547242641f5271b6f941c9f439d1,sparktts_kazakh_controlled:male:moderate:high,not_applicable:pretrained-tts-no-local-voice-cloning,local_cuda_sparktts_controlled_bicodec,offline_neural_tts,16000,wav,none,tts_seed=1721998771,2026-08-10T00:00:00Z
ksc_derived_kk_v3_sparktts:85ba1c50edffb4b4,processed/f6/f6d20259e5fb32065dd1d0fdd10a28175a46df591d7abb56e94e5ad074f8143f.wav,a5d556d0e64490b3a4dd4ad87cefc2f81e66ed38cff31dd3c0f32c141f670397,test,spoof,kk,unknown,ksc_derived_kk_v3_sparktts:profile:sparktts_kazakh_controlled:male:high:low,ksc_derived_kk_v3_sparktts,KSC text CC-BY-4.0; Spark-TTS-Kazakh model CC-BY-NC-SA-4.0; Spark-TTS inference source Apache-2.0,Offline derivative for personal research from KSC transcript ksc_slr102:5f60fdfd94eae; Spark-TTS-Kazakh CC-BY-NC-SA-4.0; Spark-TTS inference source Apache-2.0; no voice cloning,ksc_derived_kk_v3_sparktts:synthetic-voice:sparktts_kazakh_controlled:male:high:low,ksc_slr102:5f60fdfd94eae,ca06f1249cee6195e78f998efd523247b75edb18680ebfc604a48bbd22e9e207,6.16,llm_bicodec_controlled_tts,Spark-TTS-Kazakh controlled LLM + BiCodec,Kazakh model-bd0572a9bf744cb4cf9ab1c7a67bd182fde0c367; Spark-TTS-source-2f1ea9082400547242641f5271b6f941c9f439d1,sparktts_kazakh_controlled:male:high:low,not_applicable:pretrained-tts-no-local-voice-cloning,local_cuda_sparktts_controlled_bicodec,offline_neural_tts,16000,wav,none,tts_seed=1113069786,2026-08-10T00:00:00Z
ksc_derived_kk_v3_sparktts:abc3013fb54df521,processed/80/80af317327c0fa5ea7621a677cdf0e502945be532f7026b1fecbf2ece10ae2d2.wav,f7b97320f56c23017504408eaa822688f54e77443f35903297cd2201a4b00f57,test,spoof,kk,unknown,ksc_derived_kk_v3_sparktts:profile:sparktts_kazakh_controlled:male:high:high,ksc_derived_kk_v3_sparktts,KSC text CC-BY-4.0; Spark-TTS-Kazakh model CC-BY-NC-SA-4.0; Spark-TTS inference source Apache-2.0,Offline derivative for personal research from KSC transcript ksc_slr102:5f633966d1d40; Spark-TTS-Kazakh CC-BY-NC-SA-4.0; Spark-TTS inference source Apache-2.0; no voice cloning,ksc_derived_kk_v3_sparktts:synthetic-voice:sparktts_kazakh_controlled:male:high:high,ksc_slr102:5f633966d1d40,7c5bba383fa0ed170dd8d9c8564f395c2b00b8116800c3e565613b46fadc9601,5.52,llm_bicodec_controlled_tts,Spark-TTS-Kazakh controlled LLM + BiCodec,Kazakh model-bd0572a9bf744cb4cf9ab1c7a67bd182fde0c367; Spark-TTS-source-2f1ea9082400547242641f5271b6f941c9f439d1,sparktts_kazakh_controlled:male:high:high,not_applicable:pretrained-tts-no-local-voice-cloning,local_cuda_sparktts_controlled_bicodec,offline_neural_tts,16000,wav,none,tts_seed=176620865,2026-08-10T00:00:00Z
ksc_derived_kk_v3_sparktts:f281bd1573f9aae4,processed/35/354d0d1ea78dac73501f94e7402e005fa596be9ef513b2c562eec01495acba74.wav,6717440db81a0633832578554319b840c5701232902ee9b876bb686a7ba7a674,test,spoof,kk,unknown,ksc_derived_kk_v3_sparktts:profile:sparktts_kazakh_controlled:female:low:low,ksc_derived_kk_v3_sparktts,KSC text CC-BY-4.0; Spark-TTS-Kazakh model CC-BY-NC-SA-4.0; Spark-TTS inference source Apache-2.0,Offline derivative for personal research from KSC transcript ksc_slr102:5f5885c40075a; Spark-TTS-Kazakh CC-BY-NC-SA-4.0; Spark-TTS inference source Apache-2.0; no voice cloning,ksc_derived_kk_v3_sparktts:synthetic-voice:sparktts_kazakh_controlled:female:low:low,ksc_slr102:5f5885c40075a,de32006fda85a6509422af304cf3e97283f822a260a6b8897487e22ce83b9ff1,5.98,llm_bicodec_controlled_tts,Spark-TTS-Kazakh controlled LLM + BiCodec,Kazakh model-bd0572a9bf744cb4cf9ab1c7a67bd182fde0c367; Spark-TTS-source-2f1ea9082400547242641f5271b6f941c9f439d1,sparktts_kazakh_controlled:female:low:low,not_applicable:pretrained-tts-no-local-voice-cloning,local_cuda_sparktts_controlled_bicodec,offline_neural_tts,16000,wav,none,tts_seed=630803874,2026-08-10T00:00:00Z
ksc_derived_kk_v3_sparktts:1b20fe717471ce1a,processed/4d/4d7c62c94d9ba1a80c6482aabc459c4976dde57fe13d832b710f7b03fcf4e0b0.wav,904d1e7b98adef9531a06fcf3190de611475bcd94cd6a3dfef1ec0cf7ccacfce,test,spoof,kk,unknown,ksc_derived_kk_v3_sparktts:profile:sparktts_kazakh_controlled:female:low:high,ksc_derived_kk_v3_sparktts,KSC text CC-BY-4.0; Spark-TTS-Kazakh model CC-BY-NC-SA-4.0; Spark-TTS inference source Apache-2.0,Offline derivative for personal research from KSC transcript ksc_slr102:5f5f241a4e53c; Spark-TTS-Kazakh CC-BY-NC-SA-4.0; Spark-TTS inference source Apache-2.0; no voice cloning,ksc_derived_kk_v3_sparktts:synthetic-voice:sparktts_kazakh_controlled:female:low:high,ksc_slr102:5f5f241a4e53c,290c5dce35023def6db69eed87512f460242fecdd9790f365770d3dc27386b27,2.74,llm_bicodec_controlled_tts,Spark-TTS-Kazakh controlled LLM + BiCodec,Kazakh model-bd0572a9bf744cb4cf9ab1c7a67bd182fde0c367; Spark-TTS-source-2f1ea9082400547242641f5271b6f941c9f439d1,sparktts_kazakh_controlled:female:low:high,not_applicable:pretrained-tts-no-local-voice-cloning,local_cuda_sparktts_controlled_bicodec,offline_neural_tts,16000,wav,none,tts_seed=461914221,2026-08-10T00:00:00Z
ksc_derived_kk_v3_sparktts:8f4eefabf9494e17,processed/10/107a51aa6e8205eab9d90e29f382cb221d85643581eb57b0deae0e9944623ad1.wav,abbd3a1ddc0c77ede39ee4fe004a0faa79a78cc9d1c19d10b92b73e74733d8f2,test,spoof,kk,unknown,ksc_derived_kk_v3_sparktts:profile:sparktts_kazakh_controlled:female:moderate:low,ksc_derived_kk_v3_sparktts,KSC text CC-BY-4.0; Spark-TTS-Kazakh model CC-BY-NC-SA-4.0; Spark-TTS inference source Apache-2.0,Offline derivative for personal research from KSC transcript ksc_slr102:5f60969b2fedd; Spark-TTS-Kazakh CC-BY-NC-SA-4.0; Spark-TTS inference source Apache-2.0; no voice cloning,ksc_derived_kk_v3_sparktts:synthetic-voice:sparktts_kazakh_controlled:female:moderate:low,ksc_slr102:5f60969b2fedd,b6ea61dda3fd50520fe94b57124c489051c3a88450bda9eb9e1d18dac72a00c3,6.04,llm_bicodec_controlled_tts,Spark-TTS-Kazakh controlled LLM + BiCodec,Kazakh model-bd0572a9bf744cb4cf9ab1c7a67bd182fde0c367; Spark-TTS-source-2f1ea9082400547242641f5271b6f941c9f439d1,sparktts_kazakh_controlled:female:moderate:low,not_applicable:pretrained-tts-no-local-voice-cloning,local_cuda_sparktts_controlled_bicodec,offline_neural_tts,16000,wav,none,tts_seed=816981043,2026-08-10T00:00:00Z
ksc_derived_kk_v3_sparktts:58f2213046d33269,processed/df/df546d0f7aef211c17dff7c8395a862fc1c039690c423e6f480ab623a4c84f4d.wav,064b99330cea5c2711ce66c5e55cd1afc69fbd60b49c923062a8565ab239f912,test,spoof,kk,unknown,ksc_derived_kk_v3_sparktts:profile:sparktts_kazakh_controlled:female:moderate:high,ksc_derived_kk_v3_sparktts,KSC text CC-BY-4.0; Spark-TTS-Kazakh model CC-BY-NC-SA-4.0; Spark-TTS inference source Apache-2.0,Offline derivative for personal research from KSC transcript ksc_slr102:5f61e11559f88; Spark-TTS-Kazakh CC-BY-NC-SA-4.0; Spark-TTS inference source Apache-2.0; no voice cloning,ksc_derived_kk_v3_sparktts:synthetic-voice:sparktts_kazakh_controlled:female:moderate:high,ksc_slr102:5f61e11559f88,c0f459d89fc6dff6cb33cfb5c864d9ba89c8ee9fc623f90d07c26c048a145d77,3.2,llm_bicodec_controlled_tts,Spark-TTS-Kazakh controlled LLM + BiCodec,Kazakh model-bd0572a9bf744cb4cf9ab1c7a67bd182fde0c367; Spark-TTS-source-2f1ea9082400547242641f5271b6f941c9f439d1,sparktts_kazakh_controlled:female:moderate:high,not_applicable:pretrained-tts-no-local-voice-cloning,local_cuda_sparktts_controlled_bicodec,offline_neural_tts,16000,wav,none,tts_seed=1249801789,2026-08-10T00:00:00Z
ksc_derived_kk_v3_sparktts:63904c3fcd339059,processed/2a/2a0ea9ccf30641e7a746345d6ffcbfebfb214886eb63924b5d18f164788e2a74.wav,a3f90b7f1737533c4dfccf6e615fef6875296b7d4271e986d0e28ef382c4c661,test,spoof,kk,unknown,ksc_derived_kk_v3_sparktts:profile:sparktts_kazakh_controlled:female:high:low,ksc_derived_kk_v3_sparktts,KSC text CC-BY-4.0; Spark-TTS-Kazakh model CC-BY-NC-SA-4.0; Spark-TTS inference source Apache-2.0,Offline derivative for personal research from KSC transcript ksc_slr102:5f63381027cb8; Spark-TTS-Kazakh CC-BY-NC-SA-4.0; Spark-TTS inference source Apache-2.0; no voice cloning,ksc_derived_kk_v3_sparktts:synthetic-voice:sparktts_kazakh_controlled:female:high:low,ksc_slr102:5f63381027cb8,68ff2fb92d69c406c9e251585eedef553fc328bc0253f8ab9efd4c742109194d,4.82,llm_bicodec_controlled_tts,Spark-TTS-Kazakh controlled LLM + BiCodec,Kazakh model-bd0572a9bf744cb4cf9ab1c7a67bd182fde0c367; Spark-TTS-source-2f1ea9082400547242641f5271b6f941c9f439d1,sparktts_kazakh_controlled:female:high:low,not_applicable:pretrained-tts-no-local-voice-cloning,local_cuda_sparktts_controlled_bicodec,offline_neural_tts,16000,wav,none,tts_seed=2140649348,2026-08-10T00:00:00Z
ksc_derived_kk_v3_sparktts:9dc9ebdaf385ceee,processed/e6/e6f2b70cb45cff85138e5b2d406d698f923f263b86e774272b74ce050fbfe576.wav,1a5009ec709a75ce6f50be9f51b137e20727c08b90094e75c7494ac095fb0d54,test,spoof,kk,unknown,ksc_derived_kk_v3_sparktts:profile:sparktts_kazakh_controlled:female:high:high,ksc_derived_kk_v3_sparktts,KSC text CC-BY-4.0; Spark-TTS-Kazakh model CC-BY-NC-SA-4.0; Spark-TTS inference source Apache-2.0,Offline derivative for personal research from KSC transcript ksc_slr102:5f2b0794b59e2; Spark-TTS-Kazakh CC-BY-NC-SA-4.0; Spark-TTS inference source Apache-2.0; no voice cloning,ksc_derived_kk_v3_sparktts:synthetic-voice:sparktts_kazakh_controlled:female:high:high,ksc_slr102:5f2b0794b59e2,efe663063f263346b55922a4afe0bc1948ef6aa336f394bca6f67cb2ffd84278,4.48,llm_bicodec_controlled_tts,Spark-TTS-Kazakh controlled LLM + BiCodec,Kazakh model-bd0572a9bf744cb4cf9ab1c7a67bd182fde0c367; Spark-TTS-source-2f1ea9082400547242641f5271b6f941c9f439d1,sparktts_kazakh_controlled:female:high:high,not_applicable:pretrained-tts-no-local-voice-cloning,local_cuda_sparktts_controlled_bicodec,offline_neural_tts,16000,wav,none,tts_seed=730229607,2026-08-10T00:00:00Z
ksc_derived_kk_v3_sparktts:8d1218d12ee34885,processed/57/57bbe2120593444fb5029326f84bd3df6648ca1882625dc2197a54a9b23cc615.wav,236fa823079c1c9b52ae4934b32a7452413ac3b43e99cda3ea1fa89ac8defd06,test,spoof,kk,unknown,ksc_derived_kk_v3_sparktts:profile:sparktts_kazakh_controlled:male:low:low,ksc_derived_kk_v3_sparktts,KSC text CC-BY-4.0; Spark-TTS-Kazakh model CC-BY-NC-SA-4.0; Spark-TTS inference source Apache-2.0,Offline derivative for personal research from KSC transcript ksc_slr102:5f5efc3fd3be4; Spark-TTS-Kazakh CC-BY-NC-SA-4.0; Spark-TTS inference source Apache-2.0; no voice cloning,ksc_derived_kk_v3_sparktts:synthetic-voice:sparktts_kazakh_controlled:male:low:low,ksc_slr102:5f5efc3fd3be4,5cc3f1e104239ecad73e7d21fb48e29c57586241a78d6a03b497ccc73e546064,3.04,llm_bicodec_controlled_tts,Spark-TTS-Kazakh controlled LLM + BiCodec,Kazakh model-bd0572a9bf744cb4cf9ab1c7a67bd182fde0c367; Spark-TTS-source-2f1ea9082400547242641f5271b6f941c9f439d1,sparktts_kazakh_controlled:male:low:low,not_applicable:pretrained-tts-no-local-voice-cloning,local_cuda_sparktts_controlled_bicodec,offline_neural_tts,16000,wav,none,tts_seed=438312857,2026-08-10T00:00:00Z
ksc_derived_kk_v3_sparktts:8b41ed25f9ce8451,processed/14/146b3780570010553f8a4cc6c1b409ec22cd3b1b08e96b645e8e358495c7cca5.wav,49e9ace9edc93f1a123e0e79e7edb173971840aa502e35cbe78cfef23691d623,test,spoof,kk,unknown,ksc_derived_kk_v3_sparktts:profile:sparktts_kazakh_controlled:male:low:high,ksc_derived_kk_v3_sparktts,KSC text CC-BY-4.0; Spark-TTS-Kazakh model CC-BY-NC-SA-4.0; Spark-TTS inference source Apache-2.0,Offline derivative for personal research from KSC transcript ksc_slr102:5fa5010db4950; Spark-TTS-Kazakh CC-BY-NC-SA-4.0; Spark-TTS inference source Apache-2.0; no voice cloning,ksc_derived_kk_v3_sparktts:synthetic-voice:sparktts_kazakh_controlled:male:low:high,ksc_slr102:5fa5010db4950,e07a2b460a23b3f62100f277872545023632db2572e8b3cbd44788b273838b29,3.88,llm_bicodec_controlled_tts,Spark-TTS-Kazakh controlled LLM + BiCodec,Kazakh model-bd0572a9bf744cb4cf9ab1c7a67bd182fde0c367; Spark-TTS-source-2f1ea9082400547242641f5271b6f941c9f439d1,sparktts_kazakh_controlled:male:low:high,not_applicable:pretrained-tts-no-local-voice-cloning,local_cuda_sparktts_controlled_bicodec,offline_neural_tts,16000,wav,none,tts_seed=341077627,2026-08-10T00:00:00Z
ksc_derived_kk_v3_sparktts:c406fd208f211f2e,processed/81/81080a682164a2d75f47596da5c157606589205c703a1c2cd208a86652ce8c2c.wav,10542fa2a232317c1e476ca3771db5ad79ee131aa8dbbac9f759a5beeb7e3d18,test,spoof,kk,unknown,ksc_derived_kk_v3_sparktts:profile:sparktts_kazakh_controlled:male:moderate:low,ksc_derived_kk_v3_sparktts,KSC text CC-BY-4.0; Spark-TTS-Kazakh model CC-BY-NC-SA-4.0; Spark-TTS inference source Apache-2.0,Offline derivative for personal research from KSC transcript ksc_slr102:5f58fb774f652; Spark-TTS-Kazakh CC-BY-NC-SA-4.0; Spark-TTS inference source Apache-2.0; no voice cloning,ksc_derived_kk_v3_sparktts:synthetic-voice:sparktts_kazakh_controlled:male:moderate:low,ksc_slr102:5f58fb774f652,05da061246da3a89a10be6a0a94ca4af557f9cf26cc607b95383362f2261c3d8,12.52,llm_bicodec_controlled_tts,Spark-TTS-Kazakh controlled LLM + BiCodec,Kazakh model-bd0572a9bf744cb4cf9ab1c7a67bd182fde0c367; Spark-TTS-source-2f1ea9082400547242641f5271b6f941c9f439d1,sparktts_kazakh_controlled:male:moderate:low,not_applicable:pretrained-tts-no-local-voice-cloning,local_cuda_sparktts_controlled_bicodec,offline_neural_tts,16000,wav,none,tts_seed=466704280,2026-08-10T00:00:00Z
ksc_derived_kk_v3_sparktts:488f5394b8c54410,processed/36/366a802e3a300ab6f9d7a8ec4214fd6d806bc1e9c6d5777f38d2991e5b949ea8.wav,109195ee83f7cacb1f69d7a8341a990c40d0e5e6d37d82cbd273cdb075beefb0,test,spoof,kk,unknown,ksc_derived_kk_v3_sparktts:profile:sparktts_kazakh_controlled:male:moderate:high,ksc_derived_kk_v3_sparktts,KSC text CC-BY-4.0; Spark-TTS-Kazakh model CC-BY-NC-SA-4.0; Spark-TTS inference source Apache-2.0,Offline derivative for personal research from KSC transcript ksc_slr102:5f60c0c572565; Spark-TTS-Kazakh CC-BY-NC-SA-4.0; Spark-TTS inference source Apache-2.0; no voice cloning,ksc_derived_kk_v3_sparktts:synthetic-voice:sparktts_kazakh_controlled:male:moderate:high,ksc_slr102:5f60c0c572565,e25c67d16546320ac6ed96d1fec80e2585dc265f85abfe5593560328b54fe093,4.62,llm_bicodec_controlled_tts,Spark-TTS-Kazakh controlled LLM + BiCodec,Kazakh model-bd0572a9bf744cb4cf9ab1c7a67bd182fde0c367; Spark-TTS-source-2f1ea9082400547242641f5271b6f941c9f439d1,sparktts_kazakh_controlled:male:moderate:high,not_applicable:pretrained-tts-no-local-voice-cloning,local_cuda_sparktts_controlled_bicodec,offline_neural_tts,16000,wav,none,tts_seed=1611741259,2026-08-10T00:00:00Z
ksc_derived_kk_v3_sparktts:10450569e044de7a,processed/4d/4dbd4d130e6a21a7f4c3bffd69d7b255b26388420f0b5537e1097854c8996b85.wav,4524473ee03b044dafe2c831755781a09eae431fd9ef9a01800346746ee28b7d,test,spoof,kk,unknown,ksc_derived_kk_v3_sparktts:profile:sparktts_kazakh_controlled:male:high:low,ksc_derived_kk_v3_sparktts,KSC text CC-BY-4.0; Spark-TTS-Kazakh model CC-BY-NC-SA-4.0; Spark-TTS inference source Apache-2.0,Offline derivative for personal research from KSC transcript ksc_slr102:5f58fc4872b02; Spark-TTS-Kazakh CC-BY-NC-SA-4.0; Spark-TTS inference source Apache-2.0; no voice cloning,ksc_derived_kk_v3_sparktts:synthetic-voice:sparktts_kazakh_controlled:male:high:low,ksc_slr102:5f58fc4872b02,0f500f19762e2926c140ef7151751a97546d6519fcf8ab58318c22d04861ad0f,8.2,llm_bicodec_controlled_tts,Spark-TTS-Kazakh controlled LLM + BiCodec,Kazakh model-bd0572a9bf744cb4cf9ab1c7a67bd182fde0c367; Spark-TTS-source-2f1ea9082400547242641f5271b6f941c9f439d1,sparktts_kazakh_controlled:male:high:low,not_applicable:pretrained-tts-no-local-voice-cloning,local_cuda_sparktts_controlled_bicodec,offline_neural_tts,16000,wav,none,tts_seed=2000534469,2026-08-10T00:00:00Z
ksc_derived_kk_v3_sparktts:86ff58b0523b913b,processed/39/39ae368d280f8d6a48fd8a5b5bd2d2cd85c1b834e1b40895a82412c0da57126f.wav,98b486c55f0f45006819104665e30b1bda207bebf5863785b133ba2369a6ad05,test,spoof,kk,unknown,ksc_derived_kk_v3_sparktts:profile:sparktts_kazakh_controlled:male:high:high,ksc_derived_kk_v3_sparktts,KSC text CC-BY-4.0; Spark-TTS-Kazakh model CC-BY-NC-SA-4.0; Spark-TTS inference source Apache-2.0,Offline derivative for personal research from KSC transcript ksc_slr102:5f5c501700881; Spark-TTS-Kazakh CC-BY-NC-SA-4.0; Spark-TTS inference source Apache-2.0; no voice cloning,ksc_derived_kk_v3_sparktts:synthetic-voice:sparktts_kazakh_controlled:male:high:high,ksc_slr102:5f5c501700881,65b85611771f9bd64d1363782708339a64692c8837807a76a21c21a0749ac1d4,2.78,llm_bicodec_controlled_tts,Spark-TTS-Kazakh controlled LLM + BiCodec,Kazakh model-bd0572a9bf744cb4cf9ab1c7a67bd182fde0c367; Spark-TTS-source-2f1ea9082400547242641f5271b6f941c9f439d1,sparktts_kazakh_controlled:male:high:high,not_applicable:pretrained-tts-no-local-voice-cloning,local_cuda_sparktts_controlled_bicodec,offline_neural_tts,16000,wav,none,tts_seed=681233644,2026-08-10T00:00:00Z
ksc_derived_kk_v3_sparktts:caa138f8899d180b,processed/0f/0fec3992019d585baf84d121877309a26d8a7c032351d6d9b6f0a81ba62d2eab.wav,eda63efda907cd142234f6f01974b6d81b4b9091fda39f8c773272fe8f1bd389,test,spoof,kk,unknown,ksc_derived_kk_v3_sparktts:profile:sparktts_kazakh_controlled:female:low:low,ksc_derived_kk_v3_sparktts,KSC text CC-BY-4.0; Spark-TTS-Kazakh model CC-BY-NC-SA-4.0; Spark-TTS inference source Apache-2.0,Offline derivative for personal research from KSC transcript ksc_slr102:5f60b2c91fc80; Spark-TTS-Kazakh CC-BY-NC-SA-4.0; Spark-TTS inference source Apache-2.0; no voice cloning,ksc_derived_kk_v3_sparktts:synthetic-voice:sparktts_kazakh_controlled:female:low:low,ksc_slr102:5f60b2c91fc80,a33ea00484541d685892f537d21bd6e5e739d1c8ca9f524959b7dd3d62c8041a,6.4,llm_bicodec_controlled_tts,Spark-TTS-Kazakh controlled LLM + BiCodec,Kazakh model-bd0572a9bf744cb4cf9ab1c7a67bd182fde0c367; Spark-TTS-source-2f1ea9082400547242641f5271b6f941c9f439d1,sparktts_kazakh_controlled:female:low:low,not_applicable:pretrained-tts-no-local-voice-cloning,local_cuda_sparktts_controlled_bicodec,offline_neural_tts,16000,wav,none,tts_seed=825627960,2026-08-10T00:00:00Z
