sample_id,relative_path,sha256,split,label,language,code_switch,parent_group_id,source_name,source_license,rights_basis,speaker_pseudo_id,text_id,text_hash,duration_s,generator_family,generator_name,generator_version,voice_id,clone_consent_id,device,capture_route,original_sr,codec,augmentation_chain,augmentation_seed,created_at
common_voice_ru_v24:common_voice_ru_19252180,processed/8a/8aaf5c494ea237c49d6d5a388a20033ce57c24faf72e5eef2487b8a44aa80c77.wav,64a8817c2cd4a21c23fd88809f2a6e2c492852504e7ee8cc9503b8c11b23e633,train,bonafide,ru,unknown,common_voice_ru_v24:client:8e222c6d5648743bcbe19d9b15db2295354adf074eb92595a4ef0e1a50be83a462780d6037f421990ea76d22508b63509f4a976b4e853c6ca14c2002d345481c,common_voice_ru_v24,CC0-1.0,"Common Voice RU v24, CC0-1.0; owner-authorized personal research; no speaker identification or re-hosting",common_voice_ru_v24:client:8e222c6d5648743bcbe19d9b15db2295354adf074eb92595a4ef0e1a50be83a462780d6037f421990ea76d22508b63509f4a976b4e853c6ca14c2002d345481c,021186c0374c24e9dff45cf49d98c7f9fda724a1e59b473dfcfa6c30fbc1b1c4,03af44147d8c3ad8e043fcf965898af11ff12b93dd04ed5f7f14195ed038d529,8.256,,,,,,unknown,crowdsourced_web_recording,48000,wav,,,2026-08-09T00:00:00Z
common_voice_ru_v24:common_voice_ru_36714787,processed/a3/a3e3a52f1925a52210bcfae12a1b1c55a893dea6d0a6103b1c0008a631e3863d.wav,c73f7222156b703d38b211e8704f0060c9f25a8cea295587b5c66376030f0668,train,bonafide,ru,unknown,common_voice_ru_v24:client:e4339ae11fc280e397267900746cb2892f3ac92da9430370fa3f3e925071a89294205d3ffe0ef228ce10f0a0b6feb897344e36ed8b636fe1d87f6801fc218a5e,common_voice_ru_v24,CC0-1.0,"Common Voice RU v24, CC0-1.0; owner-authorized personal research; no speaker identification or re-hosting",common_voice_ru_v24:client:e4339ae11fc280e397267900746cb2892f3ac92da9430370fa3f3e925071a89294205d3ffe0ef228ce10f0a0b6feb897344e36ed8b636fe1d87f6801fc218a5e,3d47606f5c1ae8576d65db71ba2323295d831ca0ee95f7423efd71911fc8792f,371d05cb0ca40782eff5fc62d3e6bde02f0cbb1a2a06c72d42723ba9dd67a4be,5.94,,,,,,unknown,crowdsourced_web_recording,32000,wav,,,2026-08-09T00:00:00Z
common_voice_ru_v24:common_voice_ru_29745589,processed/14/145ac6cf9af619b5e29f37c6ee2f1b3248a94419c4c1b7533fe67e2b3c0c8494.wav,0948d21eed9dbfc675892e45db16d21cb6e7e4dd2c5663283f48029b964ff0e1,train,bonafide,ru,unknown,common_voice_ru_v24:client:02ae76ce8a95cb89638ed118b0602e495ef86da1db3f073676cb455a21e01e2f50aab5f29c73a4aa9963fba4f2aa3663fe497ac3ae978b00cbd708a341b3fb34,common_voice_ru_v24,CC0-1.0,"Common Voice RU v24, CC0-1.0; owner-authorized personal research; no speaker identification or re-hosting",common_voice_ru_v24:client:02ae76ce8a95cb89638ed118b0602e495ef86da1db3f073676cb455a21e01e2f50aab5f29c73a4aa9963fba4f2aa3663fe497ac3ae978b00cbd708a341b3fb34,1bed287ba1e5b23594df57351c43875945f303810725852200e12323f89f6e45,e85f72f1188081f0603252aea3f204e3638b93bd7b0efde7f7616eb20958c3d3,3.6,,,,,,unknown,crowdsourced_web_recording,32000,wav,,,2026-08-09T00:00:00Z
common_voice_ru_v24:common_voice_ru_27620625,processed/bc/bca5b7cb5163c0876d9aef8c7fb09b75b861e3387df94526340fc7352de2b27e.wav,ff3341177fb3bd884d306af8b5ae21e4d9158ba4dfa6f33355819f0fd4e186a7,train,bonafide,ru,unknown,common_voice_ru_v24:client:73d5b97b82f0f50ace952df92b6b1a70381f3296c0f294374cf9f534e496f4afaa3255b8643ee54ddf46a9a27346f2a4a2691d99ccc650c1d6f02a7ee400838b,common_voice_ru_v24,CC0-1.0,"Common Voice RU v24, CC0-1.0; owner-authorized personal research; no speaker identification or re-hosting",common_voice_ru_v24:client:73d5b97b82f0f50ace952df92b6b1a70381f3296c0f294374cf9f534e496f4afaa3255b8643ee54ddf46a9a27346f2a4a2691d99ccc650c1d6f02a7ee400838b,d647fd9f81a5de37ff5e5b3f2421233ae238470098b62f4d25cff5a74f440e96,b4b28dd71da66b9e5edae7af48b67609b376bf24243b47c8f8e72a7ab2cbb3a9,8.1,,,,,,unknown,crowdsourced_web_recording,32000,wav,,,2026-08-09T00:00:00Z
common_voice_ru_v24:common_voice_ru_27194970,processed/36/3630468a4c54842d6f6c8e54406c06d19e5c9f55b38e2f71b66e70a98c2c9bca.wav,6c0e712aa80be5f867994361d3da953c696061304be0dd302e1e56c1f135449a,test,bonafide,ru,unknown,common_voice_ru_v24:client:c9614c61ac003418905f6e956db3b020f9a85a244a7452b9c7127eba50fecbb1cf636cd228230de6450f034dd82b636f4e1c87220eb2eddbc15ed3888d146422,common_voice_ru_v24,CC0-1.0,"Common Voice RU v24, CC0-1.0; owner-authorized personal research; no speaker identification or re-hosting",common_voice_ru_v24:client:c9614c61ac003418905f6e956db3b020f9a85a244a7452b9c7127eba50fecbb1cf636cd228230de6450f034dd82b636f4e1c87220eb2eddbc15ed3888d146422,aa58fabce3d52a464f2c94393ddd662f1ff18e86457e120b51ae3509441d21b3,d4c33de6a852ef6abd570af7d06699a3ef8c8cc1945544e433715d115483b848,7.74,,,,,,unknown,crowdsourced_web_recording,32000,wav,,,2026-08-09T00:00:00Z
common_voice_ru_v24:common_voice_ru_27567022,processed/ff/ff19732fd463e3bc2fad70390e6417c84deb5ba3dc2df1c9812a961e18d11a6d.wav,a26802f9f841f84664654456c04b2b1e6f5ed95524422ac728a5f1090607a323,train,bonafide,ru,unknown,common_voice_ru_v24:client:e41efab2889f065e19c71648da8cb0bd26cc64463f77263b41e0346d1e51f804177457c05cb72ef5de1753e2feac24269e0ca1d1c84d4aaa90e061a871c42345,common_voice_ru_v24,CC0-1.0,"Common Voice RU v24, CC0-1.0; owner-authorized personal research; no speaker identification or re-hosting",common_voice_ru_v24:client:e41efab2889f065e19c71648da8cb0bd26cc64463f77263b41e0346d1e51f804177457c05cb72ef5de1753e2feac24269e0ca1d1c84d4aaa90e061a871c42345,d2a96e8c5a591615ef3a5a09437d50394d7890e6260ea180b49861085379b5cb,2037329fd75b4054fd2f6448f030d952528cf2fb0b6849d0e4d0f2dd4f6953f0,3.888,,,,,,unknown,crowdsourced_web_recording,32000,wav,,,2026-08-09T00:00:00Z
common_voice_ru_v24:common_voice_ru_25836829,processed/67/67daaef26c3c5be061b11f047685b5ca0edce4ec3d16ea91a9070e3591519b14.wav,34f7803fde365b63a4f405b1b24f8036fbe40b89f92a8ceb46d5613c6762d179,test,bonafide,ru,unknown,common_voice_ru_v24:client:ca548f96f6496c44b91c43c9c74d5b67e2869b44e3355cfc888c8dc5cc42e7d8fc9c6eb79e8f8764c21838f98382babe94b2d2a48ec7180ccdcef4202ac28335,common_voice_ru_v24,CC0-1.0,"Common Voice RU v24, CC0-1.0; owner-authorized personal research; no speaker identification or re-hosting",common_voice_ru_v24:client:ca548f96f6496c44b91c43c9c74d5b67e2869b44e3355cfc888c8dc5cc42e7d8fc9c6eb79e8f8764c21838f98382babe94b2d2a48ec7180ccdcef4202ac28335,3bdf3c5a3fe18ad00ae4307f05071b1d8b43dd9158951ffe0f24ad67825b21a0,3d08e60fc38f3bc991f359dc815a16006b48468a16e8d48d8a021516bebd3ec8,5.688,,,,,,unknown,crowdsourced_web_recording,32000,wav,,,2026-08-09T00:00:00Z
common_voice_ru_v24:common_voice_ru_18929168,processed/fb/fb482036c95c86e8deb9d0213bb94ce28241ace6c875e58ebe0934fb7d9d02a4.wav,8be7fc4d68108834a7a03aafdfea7256edbec881eecb294c68ec099074f76904,train,bonafide,ru,unknown,common_voice_ru_v24:client:3287afe9ca0862bcc7eaf18c1ba15af5699f8907ef0cf94be49ccc64d07de9017ed080b509085860d789b749a17569b7d1f52f7f7c8bbb650d955f19893f5936,common_voice_ru_v24,CC0-1.0,"Common Voice RU v24, CC0-1.0; owner-authorized personal research; no speaker identification or re-hosting",common_voice_ru_v24:client:3287afe9ca0862bcc7eaf18c1ba15af5699f8907ef0cf94be49ccc64d07de9017ed080b509085860d789b749a17569b7d1f52f7f7c8bbb650d955f19893f5936,3a49e483e014c1c2fad40d92eab2e3cb19e3c20cbe2d0369ba9b294a6f2a77c4,01fecb0cba119260cdb24807361e2ade86a387f9a4c8c0738c8e300c54eb46fe,4.704,,,,,,unknown,crowdsourced_web_recording,48000,wav,,,2026-08-09T00:00:00Z
common_voice_ru_v24:common_voice_ru_36977578,processed/fd/fd166e3d785475c1ab82b949bdcf96db003991a74d09803f5098efe6712457b1.wav,6e8cd71c1842279ca10eec85be8cf6f20565c4e479898dcc7f05f4ca1d347dee,train,bonafide,ru,unknown,common_voice_ru_v24:client:50440b3e1af12db9c6234b5379c7d13dd56bded3519da98095b300248ca34fb8b6e72ed5ac778da20186149055472dffcfaf806a7fd60ae7daea4ef3096031de,common_voice_ru_v24,CC0-1.0,"Common Voice RU v24, CC0-1.0; owner-authorized personal research; no speaker identification or re-hosting",common_voice_ru_v24:client:50440b3e1af12db9c6234b5379c7d13dd56bded3519da98095b300248ca34fb8b6e72ed5ac778da20186149055472dffcfaf806a7fd60ae7daea4ef3096031de,bd9eb4afad3f8d091e5f1113b42e8beadf6690eb272ac93f7fdc4d89e6bc647a,767906fa44339ae2863746df14f9a81dbf49dec752272d1da7faa465b8d31077,5.508,,,,,,unknown,crowdsourced_web_recording,32000,wav,,,2026-08-09T00:00:00Z
common_voice_ru_v24:common_voice_ru_20075766,processed/ea/eac7d9bc97f6c1fa116992be392da3f3b6a2d972c5dd4db5dcd82b988998a280.wav,194a2ef2c293c911ebb8cd29f6343529b6e2eacf5c86683a334d227d427dd787,train,bonafide,ru,unknown,common_voice_ru_v24:client:cb824c9b1f20a8e6ee2c5861f8749a56a4e75e123b4d02a102979739e686cf462fddf5b9a9547f9eb2222520bdb3e6b4655993c565be8919c6e9f46ca7e5bb4b,common_voice_ru_v24,CC0-1.0,"Common Voice RU v24, CC0-1.0; owner-authorized personal research; no speaker identification or re-hosting",common_voice_ru_v24:client:cb824c9b1f20a8e6ee2c5861f8749a56a4e75e123b4d02a102979739e686cf462fddf5b9a9547f9eb2222520bdb3e6b4655993c565be8919c6e9f46ca7e5bb4b,e18fcb20fbb2ec419e3ac503b3ac3d3cb41f309d4fda03d73aebb456b1643fa9,5d3d860bf394268c6875a529030ea639f36cea5c8c3fc4a5ffed13b5ee6233ac,8.016,,,,,,unknown,crowdsourced_web_recording,48000,wav,,,2026-08-09T00:00:00Z
common_voice_ru_v24:common_voice_ru_25178907,processed/4c/4c5a6b0780850c7fb0cb7419e3a8d8c69e8bddbccfa55ab674f331d7963fd8f5.wav,b326f7210259134bd2039138a1216e1f626f02873d3bd64c1a5fea6cd11e8235,dev,bonafide,ru,unknown,common_voice_ru_v24:client:5625b0d8ec7d8ec30edcbb088ab7d0fd86f59b44f05c30e0a6849c3c6cb5ccded2f064248b3a3d5b0852b112134172a01eaf4fd8b438b284524813f07e3394d3,common_voice_ru_v24,CC0-1.0,"Common Voice RU v24, CC0-1.0; owner-authorized personal research; no speaker identification or re-hosting",common_voice_ru_v24:client:5625b0d8ec7d8ec30edcbb088ab7d0fd86f59b44f05c30e0a6849c3c6cb5ccded2f064248b3a3d5b0852b112134172a01eaf4fd8b438b284524813f07e3394d3,172591a5955f919dcf70cf85078ed21ef64e6ecd786c4ac2aa67ae0fea84b280,d98f0e4a7fe39ca8e22a3df55ab82808f25318f7b2690b18d4c2c75e7732b60d,7.884,,,,,,unknown,crowdsourced_web_recording,32000,wav,,,2026-08-09T00:00:00Z
common_voice_ru_v24:common_voice_ru_23565852,processed/53/534330c46cb080dbbc0cc0781e020ffe6dddba872d718f6555f4001cc51191da.wav,0a5041175951991ec7d6b8602280c39ed116af97bb6813f81bc6013c4c00401f,train,bonafide,ru,unknown,common_voice_ru_v24:client:aeea9642766ffee67ca853c6c377b8defec14e9198f3d7193645b877ea06b4da2d2083e0f98511f30a5c3c71e0ecb7867d2513cef45644f302aa2c3edf1594ca,common_voice_ru_v24,CC0-1.0,"Common Voice RU v24, CC0-1.0; owner-authorized personal research; no speaker identification or re-hosting",common_voice_ru_v24:client:aeea9642766ffee67ca853c6c377b8defec14e9198f3d7193645b877ea06b4da2d2083e0f98511f30a5c3c71e0ecb7867d2513cef45644f302aa2c3edf1594ca,6f53e8f6cf37a416933121f0572f69fd82a89b6e1b0f2ed51d8394a4db29168e,786d49e2b038cda18c1b7e4813a968f8a45a3b6fa1aeba4f6167e0a75857f56c,3.456,,,,,,unknown,crowdsourced_web_recording,48000,wav,,,2026-08-09T00:00:00Z
common_voice_ru_v24:common_voice_ru_23726627,processed/0b/0bba60a6dd9be838448f4da56ff250cfb0aae1d4407b2dc830b7394e0de93a34.wav,b03271d4f9d057fd3fc7e6826866427f934cb1e6ff3b9b64470675dd60a8ac15,train,bonafide,ru,unknown,common_voice_ru_v24:client:e4b884b51d1437c36585fda28ccbedd802eccf0e2894e0f754c50e4bf84f2ec4b21e919c23d96ef3d1599656a66a6f5e9970c4ecc0763096f24a911032fd5395,common_voice_ru_v24,CC0-1.0,"Common Voice RU v24, CC0-1.0; owner-authorized personal research; no speaker identification or re-hosting",common_voice_ru_v24:client:e4b884b51d1437c36585fda28ccbedd802eccf0e2894e0f754c50e4bf84f2ec4b21e919c23d96ef3d1599656a66a6f5e9970c4ecc0763096f24a911032fd5395,283224df7eedf023501410bed8083787c2ce2c7fbd3f163f534c6d9d15515448,ce66ac8b64c1eb1129616843ae0c73365371bf7fd691962d1c11e598b1a6c401,3.264,,,,,,unknown,crowdsourced_web_recording,48000,wav,,,2026-08-09T00:00:00Z
common_voice_ru_v24:common_voice_ru_30744976,processed/e8/e85b1aa1f92020a4e1c9435a31b00012a2e37962e0e35717372d0b61a5aa5300.wav,a5e34b014a485a5d8a74aae0585dff61aac8f8c137c36c74255414075474044e,test,bonafide,ru,unknown,common_voice_ru_v24:client:07349342affb533d4031dd9793bf68cc0af722e78c343fbf1c1cb76d7ae31774fd4c5ba39a0218e37cbcf78e7ab10a8ad3462dfe8b9041329faa3a0e769f762c,common_voice_ru_v24,CC0-1.0,"Common Voice RU v24, CC0-1.0; owner-authorized personal research; no speaker identification or re-hosting",common_voice_ru_v24:client:07349342affb533d4031dd9793bf68cc0af722e78c343fbf1c1cb76d7ae31774fd4c5ba39a0218e37cbcf78e7ab10a8ad3462dfe8b9041329faa3a0e769f762c,47c6ac002570993d7ee50e81ab9a98d33fd8cdd54828b9c64af25256a82789e2,feb149d1ef05a7b91d01daf233b671f0a3f863169cb85155113e7e3d05fdad66,5.652,,,,,,unknown,crowdsourced_web_recording,32000,wav,,,2026-08-09T00:00:00Z
common_voice_ru_v24:common_voice_ru_19729486,processed/38/387ac078e43fe42571a93c0d003c3fcb066e6924af6ad0041e6963d480ffa62a.wav,8c2fdb8ab7238a3354ffb93cfb7208e89b3b00a7b48bf8f63353d02c77021ece,train,bonafide,ru,unknown,common_voice_ru_v24:client:325292d5a93154da934c4bd8508a43f1c9bfe557a828688090d26a56484edc65045504fb58c228ec0de3199af81417f793dd597b1c05bc090dc6827a4f482023,common_voice_ru_v24,CC0-1.0,"Common Voice RU v24, CC0-1.0; owner-authorized personal research; no speaker identification or re-hosting",common_voice_ru_v24:client:325292d5a93154da934c4bd8508a43f1c9bfe557a828688090d26a56484edc65045504fb58c228ec0de3199af81417f793dd597b1c05bc090dc6827a4f482023,a4f6340f448b6050d44ecbc7bed5b4beb9ba722cf13acc79e7361acd943e4009,083594992e866a282f9b0e3edf2ac2041bef77f6e1439a6aa8d62bfc69810957,7.272,,,,,,unknown,crowdsourced_web_recording,48000,wav,,,2026-08-09T00:00:00Z
common_voice_ru_v24:common_voice_ru_32642634,processed/9a/9af5817794067cb6c44c26d631cb78db972d7b4b9febb49da33930d6ae62498d.wav,53acb6dd4b142962fae3937a51d7d8e2cab4b8791b2d3658fa6d8252bda7b824,test,bonafide,ru,unknown,common_voice_ru_v24:client:7c13781591912a87e2b218167d7503a281075f79dbd13040004b68b6c3ca866dcafa2e9f4ca6590c096b3d5f8f6deb297e6dfd1f06ad97699d03956591639f36,common_voice_ru_v24,CC0-1.0,"Common Voice RU v24, CC0-1.0; owner-authorized personal research; no speaker identification or re-hosting",common_voice_ru_v24:client:7c13781591912a87e2b218167d7503a281075f79dbd13040004b68b6c3ca866dcafa2e9f4ca6590c096b3d5f8f6deb297e6dfd1f06ad97699d03956591639f36,0a31bdc02dd380c34eacd54b0928f83528aaf3148943fdd39ca2cf4aa9c50c70,be324b95bb40d1c42c3c3825a505f9872799503faeb40bbb110a9a5b85e4f08a,5.508,,,,,,unknown,crowdsourced_web_recording,32000,wav,,,2026-08-09T00:00:00Z
