sample_id,relative_path,sha256,split,label,language,code_switch,parent_group_id,source_name,source_license,rights_basis,speaker_pseudo_id,text_id,text_hash,duration_s,generator_family,generator_name,generator_version,voice_id,clone_consent_id,device,capture_route,original_sr,codec,augmentation_chain,augmentation_seed,created_at
ksc2_mixed_v1_silero_v4:6c20a2b0440609d6,processed/98/986c8f06e85dd247e7da0d937cac9613b75ca53e9ea2d4f0d374f0ca16b2d0f5.wav,b2da6ef38fb3b2810c4bf8e1fe710f81ec819cb5fd3e8808211e9ec142e0e6d3,test,spoof,mixed,true,ksc2_mixed_v1_silero_v4:profile:silero_v4_cyrillic:kz_M1,ksc2_mixed_v1_silero_v4,KSC2 CC-BY-4.0; Silero V4 model CC-BY-NC-SA-4.0,Offline text-only personal-research derivative from explicit KSC2 mixed transcript ksc2_v1:transcript:a024495e85c999c7fe558534ae165d20c15391d9ca6d8c819c3f3227af1463bc; Silero V4 model CC-BY-NC-SA-4.0; source archive CC-BY-NC-SA-4.0; fixed pretrained profile; no reference audio or voice cloning; language provenance is intended input text only,ksc2_mixed_v1_silero_v4:synthetic-profile:silero_v4_cyrillic:kz_M1,ksc2_v1:transcript:a024495e85c999c7fe558534ae165d20c15391d9ca6d8c819c3f3227af1463bc,a024495e85c999c7fe558534ae165d20c15391d9ca6d8c819c3f3227af1463bc,11.675,fastpitch_hifigan_torchscript_tts,Silero V4 Cyrillic FastPitch + HiFi-GAN fixed-profile TTS,Silero v4_cyrillic hosted model SHA-256 5e3862319e13883ea105cd4db835273c7febde62ff82d98d1ccf596607f8673f; source d9355348e2781dc8fa25a135d1602c530afae24c,silero_v4_cyrillic:kz_M1,not_applicable:fixed-pretrained-tts-no-reference-audio,local_cuda_silero_v4_fastpitch_hifigan,offline_text_only_fastpitch_hifigan_tts,48000,wav,text_normalization=silero_v4_cyrillic_safe_v1;language_provenance=intended_input_text_only,,2026-08-11T00:00:00Z
ksc2_mixed_v1_silero_v4:42d94b3e44a4b306,processed/92/9277d20c001c97c5ee14cfb554cac46de6780a0ac6de177fb4134ad143e6f8b4.wav,71daba70d4e5e24aae84bee7b4d8ca40d26d781677f2a6fe1f6f56f08a870472,test,spoof,mixed,true,ksc2_mixed_v1_silero_v4:profile:silero_v4_cyrillic:kz_M1,ksc2_mixed_v1_silero_v4,KSC2 CC-BY-4.0; Silero V4 model CC-BY-NC-SA-4.0,Offline text-only personal-research derivative from explicit KSC2 mixed transcript ksc2_v1:transcript:7b4ddad2dc4a1452b6aaa124fb27959f40f0eef32490fa1e3003b1844003f763; Silero V4 model CC-BY-NC-SA-4.0; source archive CC-BY-NC-SA-4.0; fixed pretrained profile; no reference audio or voice cloning; language provenance is intended input text only,ksc2_mixed_v1_silero_v4:synthetic-profile:silero_v4_cyrillic:kz_M1,ksc2_v1:transcript:7b4ddad2dc4a1452b6aaa124fb27959f40f0eef32490fa1e3003b1844003f763,7b4ddad2dc4a1452b6aaa124fb27959f40f0eef32490fa1e3003b1844003f763,6.025,fastpitch_hifigan_torchscript_tts,Silero V4 Cyrillic FastPitch + HiFi-GAN fixed-profile TTS,Silero v4_cyrillic hosted model SHA-256 5e3862319e13883ea105cd4db835273c7febde62ff82d98d1ccf596607f8673f; source d9355348e2781dc8fa25a135d1602c530afae24c,silero_v4_cyrillic:kz_M1,not_applicable:fixed-pretrained-tts-no-reference-audio,local_cuda_silero_v4_fastpitch_hifigan,offline_text_only_fastpitch_hifigan_tts,48000,wav,text_normalization=silero_v4_cyrillic_safe_v1;language_provenance=intended_input_text_only,,2026-08-11T00:00:00Z
ksc2_mixed_v1_silero_v4:4603a592b6de5104,processed/44/443c0aa964f44936179653a2143d2b59c091cb95889771efbb6ab7b4e670e0cd.wav,98c9d4aca0ef5811a76ea0a9b9cb8b66b44aa34c6c6504320aff0d30b27d858b,test,spoof,mixed,true,ksc2_mixed_v1_silero_v4:profile:silero_v4_cyrillic:kz_M1,ksc2_mixed_v1_silero_v4,KSC2 CC-BY-4.0; Silero V4 model CC-BY-NC-SA-4.0,Offline text-only personal-research derivative from explicit KSC2 mixed transcript ksc2_v1:transcript:fea0d7792c0b056767b6e58359dff572e23e1e3cd07740afe2e55d6ed1188d7e; Silero V4 model CC-BY-NC-SA-4.0; source archive CC-BY-NC-SA-4.0; fixed pretrained profile; no reference audio or voice cloning; language provenance is intended input text only,ksc2_mixed_v1_silero_v4:synthetic-profile:silero_v4_cyrillic:kz_M1,ksc2_v1:transcript:fea0d7792c0b056767b6e58359dff572e23e1e3cd07740afe2e55d6ed1188d7e,fea0d7792c0b056767b6e58359dff572e23e1e3cd07740afe2e55d6ed1188d7e,7.875,fastpitch_hifigan_torchscript_tts,Silero V4 Cyrillic FastPitch + HiFi-GAN fixed-profile TTS,Silero v4_cyrillic hosted model SHA-256 5e3862319e13883ea105cd4db835273c7febde62ff82d98d1ccf596607f8673f; source d9355348e2781dc8fa25a135d1602c530afae24c,silero_v4_cyrillic:kz_M1,not_applicable:fixed-pretrained-tts-no-reference-audio,local_cuda_silero_v4_fastpitch_hifigan,offline_text_only_fastpitch_hifigan_tts,48000,wav,text_normalization=silero_v4_cyrillic_safe_v1;language_provenance=intended_input_text_only,,2026-08-11T00:00:00Z
ksc2_mixed_v1_silero_v4:06fe43a97a8426ab,processed/a7/a76193eba6f11ce53b17b46bd3de71b4cad010c44948f75820f297698ca5f7a2.wav,c0be16351c23811e3e344ed44eea636106e43d852c96b2acd5cf060471ae2bdd,test,spoof,mixed,true,ksc2_mixed_v1_silero_v4:profile:silero_v4_cyrillic:kz_M1,ksc2_mixed_v1_silero_v4,KSC2 CC-BY-4.0; Silero V4 model CC-BY-NC-SA-4.0,Offline text-only personal-research derivative from explicit KSC2 mixed transcript ksc2_v1:transcript:e1afa4f4039bfc67b0f825ee5ac12d25c7088f539089ac706da61fd3169a5d9b; Silero V4 model CC-BY-NC-SA-4.0; source archive CC-BY-NC-SA-4.0; fixed pretrained profile; no reference audio or voice cloning; language provenance is intended input text only,ksc2_mixed_v1_silero_v4:synthetic-profile:silero_v4_cyrillic:kz_M1,ksc2_v1:transcript:e1afa4f4039bfc67b0f825ee5ac12d25c7088f539089ac706da61fd3169a5d9b,e1afa4f4039bfc67b0f825ee5ac12d25c7088f539089ac706da61fd3169a5d9b,6.725,fastpitch_hifigan_torchscript_tts,Silero V4 Cyrillic FastPitch + HiFi-GAN fixed-profile TTS,Silero v4_cyrillic hosted model SHA-256 5e3862319e13883ea105cd4db835273c7febde62ff82d98d1ccf596607f8673f; source d9355348e2781dc8fa25a135d1602c530afae24c,silero_v4_cyrillic:kz_M1,not_applicable:fixed-pretrained-tts-no-reference-audio,local_cuda_silero_v4_fastpitch_hifigan,offline_text_only_fastpitch_hifigan_tts,48000,wav,text_normalization=silero_v4_cyrillic_safe_v1;language_provenance=intended_input_text_only,,2026-08-11T00:00:00Z
ksc2_mixed_v1_silero_v4:6602f2a2c607d0e9,processed/10/101f71e9a1fb5d68e486179bd7127dd1036d9fa639eee9bb8d327f5f639d9e33.wav,40c1cb8e349bccb173c37b381f2f45e383253f81a862a7d021d954e7ff56e01c,test,spoof,mixed,true,ksc2_mixed_v1_silero_v4:profile:silero_v4_cyrillic:kz_M1,ksc2_mixed_v1_silero_v4,KSC2 CC-BY-4.0; Silero V4 model CC-BY-NC-SA-4.0,Offline text-only personal-research derivative from explicit KSC2 mixed transcript ksc2_v1:transcript:160a38b51157d46550940e81b146c350020ea12a74685564f90c7f83f81c7bbf; Silero V4 model CC-BY-NC-SA-4.0; source archive CC-BY-NC-SA-4.0; fixed pretrained profile; no reference audio or voice cloning; language provenance is intended input text only,ksc2_mixed_v1_silero_v4:synthetic-profile:silero_v4_cyrillic:kz_M1,ksc2_v1:transcript:160a38b51157d46550940e81b146c350020ea12a74685564f90c7f83f81c7bbf,160a38b51157d46550940e81b146c350020ea12a74685564f90c7f83f81c7bbf,11.9625,fastpitch_hifigan_torchscript_tts,Silero V4 Cyrillic FastPitch + HiFi-GAN fixed-profile TTS,Silero v4_cyrillic hosted model SHA-256 5e3862319e13883ea105cd4db835273c7febde62ff82d98d1ccf596607f8673f; source d9355348e2781dc8fa25a135d1602c530afae24c,silero_v4_cyrillic:kz_M1,not_applicable:fixed-pretrained-tts-no-reference-audio,local_cuda_silero_v4_fastpitch_hifigan,offline_text_only_fastpitch_hifigan_tts,48000,wav,text_normalization=silero_v4_cyrillic_safe_v1;language_provenance=intended_input_text_only,,2026-08-11T00:00:00Z
ksc2_mixed_v1_silero_v4:8d6b41cf9dfe3d90,processed/4d/4d91d2aa707b3cb5802c8518804bd3b35163f8db987d3acb31602308bbfdf671.wav,19c3c44617ec92a08d09ca539bbf43b25a69613d936a827e7a4ede8adc66091c,test,spoof,mixed,true,ksc2_mixed_v1_silero_v4:profile:silero_v4_cyrillic:kz_M1,ksc2_mixed_v1_silero_v4,KSC2 CC-BY-4.0; Silero V4 model CC-BY-NC-SA-4.0,Offline text-only personal-research derivative from explicit KSC2 mixed transcript ksc2_v1:transcript:a89ea59240c6b5ae14a2f6b621f3d6a0cfed1b0d90e388c061e1f22e294d8930; Silero V4 model CC-BY-NC-SA-4.0; source archive CC-BY-NC-SA-4.0; fixed pretrained profile; no reference audio or voice cloning; language provenance is intended input text only,ksc2_mixed_v1_silero_v4:synthetic-profile:silero_v4_cyrillic:kz_M1,ksc2_v1:transcript:a89ea59240c6b5ae14a2f6b621f3d6a0cfed1b0d90e388c061e1f22e294d8930,a89ea59240c6b5ae14a2f6b621f3d6a0cfed1b0d90e388c061e1f22e294d8930,5.7625,fastpitch_hifigan_torchscript_tts,Silero V4 Cyrillic FastPitch + HiFi-GAN fixed-profile TTS,Silero v4_cyrillic hosted model SHA-256 5e3862319e13883ea105cd4db835273c7febde62ff82d98d1ccf596607f8673f; source d9355348e2781dc8fa25a135d1602c530afae24c,silero_v4_cyrillic:kz_M1,not_applicable:fixed-pretrained-tts-no-reference-audio,local_cuda_silero_v4_fastpitch_hifigan,offline_text_only_fastpitch_hifigan_tts,48000,wav,text_normalization=silero_v4_cyrillic_safe_v1;language_provenance=intended_input_text_only,,2026-08-11T00:00:00Z
ksc2_mixed_v1_silero_v4:f92f395032d3ae6a,processed/30/309f39e18e98614b6ae4c3057d83ced5a94c71eda52cb4ab74258242bc53d6af.wav,aa855dd1724cffae776c177d3ea3babe6e9b5c2fe797749752441cceaf432f5c,test,spoof,mixed,true,ksc2_mixed_v1_silero_v4:profile:silero_v4_cyrillic:kz_M1,ksc2_mixed_v1_silero_v4,KSC2 CC-BY-4.0; Silero V4 model CC-BY-NC-SA-4.0,Offline text-only personal-research derivative from explicit KSC2 mixed transcript ksc2_v1:transcript:9d0f4e3b86965afe5b4228bf7383e72cfdba77398e9505a5be688da5f2dad358; Silero V4 model CC-BY-NC-SA-4.0; source archive CC-BY-NC-SA-4.0; fixed pretrained profile; no reference audio or voice cloning; language provenance is intended input text only,ksc2_mixed_v1_silero_v4:synthetic-profile:silero_v4_cyrillic:kz_M1,ksc2_v1:transcript:9d0f4e3b86965afe5b4228bf7383e72cfdba77398e9505a5be688da5f2dad358,9d0f4e3b86965afe5b4228bf7383e72cfdba77398e9505a5be688da5f2dad358,11.725,fastpitch_hifigan_torchscript_tts,Silero V4 Cyrillic FastPitch + HiFi-GAN fixed-profile TTS,Silero v4_cyrillic hosted model SHA-256 5e3862319e13883ea105cd4db835273c7febde62ff82d98d1ccf596607f8673f; source d9355348e2781dc8fa25a135d1602c530afae24c,silero_v4_cyrillic:kz_M1,not_applicable:fixed-pretrained-tts-no-reference-audio,local_cuda_silero_v4_fastpitch_hifigan,offline_text_only_fastpitch_hifigan_tts,48000,wav,text_normalization=silero_v4_cyrillic_safe_v1;language_provenance=intended_input_text_only,,2026-08-11T00:00:00Z
ksc2_mixed_v1_silero_v4:b93d6d6134899717,processed/b6/b6b0ae510d67fb6114849438922aa79375977fb7b9c322e0cf4dcaba2e15504b.wav,cef12e90de20588c288d0ef435840db8219e31e4afe132ee543885dd72846fe4,test,spoof,mixed,true,ksc2_mixed_v1_silero_v4:profile:silero_v4_cyrillic:kz_M1,ksc2_mixed_v1_silero_v4,KSC2 CC-BY-4.0; Silero V4 model CC-BY-NC-SA-4.0,Offline text-only personal-research derivative from explicit KSC2 mixed transcript ksc2_v1:transcript:d2b03622376844094e40e6f65507e882e89733fce8b35433266cf54ff96844db; Silero V4 model CC-BY-NC-SA-4.0; source archive CC-BY-NC-SA-4.0; fixed pretrained profile; no reference audio or voice cloning; language provenance is intended input text only,ksc2_mixed_v1_silero_v4:synthetic-profile:silero_v4_cyrillic:kz_M1,ksc2_v1:transcript:d2b03622376844094e40e6f65507e882e89733fce8b35433266cf54ff96844db,d2b03622376844094e40e6f65507e882e89733fce8b35433266cf54ff96844db,10.35,fastpitch_hifigan_torchscript_tts,Silero V4 Cyrillic FastPitch + HiFi-GAN fixed-profile TTS,Silero v4_cyrillic hosted model SHA-256 5e3862319e13883ea105cd4db835273c7febde62ff82d98d1ccf596607f8673f; source d9355348e2781dc8fa25a135d1602c530afae24c,silero_v4_cyrillic:kz_M1,not_applicable:fixed-pretrained-tts-no-reference-audio,local_cuda_silero_v4_fastpitch_hifigan,offline_text_only_fastpitch_hifigan_tts,48000,wav,text_normalization=silero_v4_cyrillic_safe_v1;language_provenance=intended_input_text_only,,2026-08-11T00:00:00Z
ksc2_mixed_v1_silero_v4:640d509a993ecd79,processed/cf/cf70243f140a4fcc568fcce2d1e699625833b8a025f0c46e35623acfdf4415a7.wav,1108ffcfbc6e1c6746e7036163cfd57bea4407ab550945ef214068967ed4622f,test,spoof,mixed,true,ksc2_mixed_v1_silero_v4:profile:silero_v4_cyrillic:kz_M1,ksc2_mixed_v1_silero_v4,KSC2 CC-BY-4.0; Silero V4 model CC-BY-NC-SA-4.0,Offline text-only personal-research derivative from explicit KSC2 mixed transcript ksc2_v1:transcript:0924bd1eab4afe89e953c0b93eb3ff03552bc5698f31c2ac210cc8aaa60ff03a; Silero V4 model CC-BY-NC-SA-4.0; source archive CC-BY-NC-SA-4.0; fixed pretrained profile; no reference audio or voice cloning; language provenance is intended input text only,ksc2_mixed_v1_silero_v4:synthetic-profile:silero_v4_cyrillic:kz_M1,ksc2_v1:transcript:0924bd1eab4afe89e953c0b93eb3ff03552bc5698f31c2ac210cc8aaa60ff03a,0924bd1eab4afe89e953c0b93eb3ff03552bc5698f31c2ac210cc8aaa60ff03a,13.05,fastpitch_hifigan_torchscript_tts,Silero V4 Cyrillic FastPitch + HiFi-GAN fixed-profile TTS,Silero v4_cyrillic hosted model SHA-256 5e3862319e13883ea105cd4db835273c7febde62ff82d98d1ccf596607f8673f; source d9355348e2781dc8fa25a135d1602c530afae24c,silero_v4_cyrillic:kz_M1,not_applicable:fixed-pretrained-tts-no-reference-audio,local_cuda_silero_v4_fastpitch_hifigan,offline_text_only_fastpitch_hifigan_tts,48000,wav,text_normalization=silero_v4_cyrillic_safe_v1;language_provenance=intended_input_text_only,,2026-08-11T00:00:00Z
ksc2_mixed_v1_silero_v4:e576aabf1da84428,processed/db/db0b3c909163d95f7164b74c2e7e7096aee71600d67d63c30bc02e12e9f74dd9.wav,033359f5d6bb260135569fc03dc73c9e7808ea93f205bf47baf6f332565b61d1,test,spoof,mixed,true,ksc2_mixed_v1_silero_v4:profile:silero_v4_cyrillic:kz_M1,ksc2_mixed_v1_silero_v4,KSC2 CC-BY-4.0; Silero V4 model CC-BY-NC-SA-4.0,Offline text-only personal-research derivative from explicit KSC2 mixed transcript ksc2_v1:transcript:72a25c56f20429ceb70dc2120f061c6dcf36e876320f01a82977a39fb6d518c7; Silero V4 model CC-BY-NC-SA-4.0; source archive CC-BY-NC-SA-4.0; fixed pretrained profile; no reference audio or voice cloning; language provenance is intended input text only,ksc2_mixed_v1_silero_v4:synthetic-profile:silero_v4_cyrillic:kz_M1,ksc2_v1:transcript:72a25c56f20429ceb70dc2120f061c6dcf36e876320f01a82977a39fb6d518c7,72a25c56f20429ceb70dc2120f061c6dcf36e876320f01a82977a39fb6d518c7,10.6875,fastpitch_hifigan_torchscript_tts,Silero V4 Cyrillic FastPitch + HiFi-GAN fixed-profile TTS,Silero v4_cyrillic hosted model SHA-256 5e3862319e13883ea105cd4db835273c7febde62ff82d98d1ccf596607f8673f; source d9355348e2781dc8fa25a135d1602c530afae24c,silero_v4_cyrillic:kz_M1,not_applicable:fixed-pretrained-tts-no-reference-audio,local_cuda_silero_v4_fastpitch_hifigan,offline_text_only_fastpitch_hifigan_tts,48000,wav,text_normalization=silero_v4_cyrillic_safe_v1;language_provenance=intended_input_text_only,,2026-08-11T00:00:00Z
ksc2_mixed_v1_silero_v4:c6c5652028c34faf,processed/dc/dc03c60c4362f2f3c75c57bc5170ef15827cbb24ef890b6962435bd1c4dedb64.wav,06e7816169b3dc6745c6394d4d6b55617a8eb58cd264f2287655f70dc5e8b4f9,test,spoof,mixed,true,ksc2_mixed_v1_silero_v4:profile:silero_v4_cyrillic:kz_M1,ksc2_mixed_v1_silero_v4,KSC2 CC-BY-4.0; Silero V4 model CC-BY-NC-SA-4.0,Offline text-only personal-research derivative from explicit KSC2 mixed transcript ksc2_v1:transcript:284610971e7d99f0855609d055adef85db1b15f996633a85fdd550ea518c77da; Silero V4 model CC-BY-NC-SA-4.0; source archive CC-BY-NC-SA-4.0; fixed pretrained profile; no reference audio or voice cloning; language provenance is intended input text only,ksc2_mixed_v1_silero_v4:synthetic-profile:silero_v4_cyrillic:kz_M1,ksc2_v1:transcript:284610971e7d99f0855609d055adef85db1b15f996633a85fdd550ea518c77da,284610971e7d99f0855609d055adef85db1b15f996633a85fdd550ea518c77da,7.6875,fastpitch_hifigan_torchscript_tts,Silero V4 Cyrillic FastPitch + HiFi-GAN fixed-profile TTS,Silero v4_cyrillic hosted model SHA-256 5e3862319e13883ea105cd4db835273c7febde62ff82d98d1ccf596607f8673f; source d9355348e2781dc8fa25a135d1602c530afae24c,silero_v4_cyrillic:kz_M1,not_applicable:fixed-pretrained-tts-no-reference-audio,local_cuda_silero_v4_fastpitch_hifigan,offline_text_only_fastpitch_hifigan_tts,48000,wav,text_normalization=silero_v4_cyrillic_safe_v1;language_provenance=intended_input_text_only,,2026-08-11T00:00:00Z
ksc2_mixed_v1_silero_v4:1c795218500d5f2c,processed/21/212fa41659c194784d312dcdb6acf981fdd6250eb31324bd4a94877ffeb05efb.wav,d8a3153368e6f3618c50dd4e82095bf29b2eb92cb6bdcfc08c7e1ceb55f75dce,test,spoof,mixed,true,ksc2_mixed_v1_silero_v4:profile:silero_v4_cyrillic:kz_M1,ksc2_mixed_v1_silero_v4,KSC2 CC-BY-4.0; Silero V4 model CC-BY-NC-SA-4.0,Offline text-only personal-research derivative from explicit KSC2 mixed transcript ksc2_v1:transcript:37c365644df969de86dd7a71a66c3c4c9fe17ea08ee99118a83a1d7ae3058aa1; Silero V4 model CC-BY-NC-SA-4.0; source archive CC-BY-NC-SA-4.0; fixed pretrained profile; no reference audio or voice cloning; language provenance is intended input text only,ksc2_mixed_v1_silero_v4:synthetic-profile:silero_v4_cyrillic:kz_M1,ksc2_v1:transcript:37c365644df969de86dd7a71a66c3c4c9fe17ea08ee99118a83a1d7ae3058aa1,37c365644df969de86dd7a71a66c3c4c9fe17ea08ee99118a83a1d7ae3058aa1,5.025,fastpitch_hifigan_torchscript_tts,Silero V4 Cyrillic FastPitch + HiFi-GAN fixed-profile TTS,Silero v4_cyrillic hosted model SHA-256 5e3862319e13883ea105cd4db835273c7febde62ff82d98d1ccf596607f8673f; source d9355348e2781dc8fa25a135d1602c530afae24c,silero_v4_cyrillic:kz_M1,not_applicable:fixed-pretrained-tts-no-reference-audio,local_cuda_silero_v4_fastpitch_hifigan,offline_text_only_fastpitch_hifigan_tts,48000,wav,text_normalization=silero_v4_cyrillic_safe_v1;language_provenance=intended_input_text_only,,2026-08-11T00:00:00Z
ksc2_mixed_v1_silero_v4:1ecf892af069115f,processed/37/375023ea5af460ea5845f83e78094890db70a4226c103cb37bec3a07789a8fbf.wav,e02d7df855902ec6b9d2f7b1113ece00039b66951a6f1a32eeb5d1964600d3b1,test,spoof,mixed,true,ksc2_mixed_v1_silero_v4:profile:silero_v4_cyrillic:kz_M1,ksc2_mixed_v1_silero_v4,KSC2 CC-BY-4.0; Silero V4 model CC-BY-NC-SA-4.0,Offline text-only personal-research derivative from explicit KSC2 mixed transcript ksc2_v1:transcript:1ee0ef8913dd1a2a1e21f065d27e6f34f22d0cf92d1537eb333c95bea405e74a; Silero V4 model CC-BY-NC-SA-4.0; source archive CC-BY-NC-SA-4.0; fixed pretrained profile; no reference audio or voice cloning; language provenance is intended input text only,ksc2_mixed_v1_silero_v4:synthetic-profile:silero_v4_cyrillic:kz_M1,ksc2_v1:transcript:1ee0ef8913dd1a2a1e21f065d27e6f34f22d0cf92d1537eb333c95bea405e74a,1ee0ef8913dd1a2a1e21f065d27e6f34f22d0cf92d1537eb333c95bea405e74a,10.0625,fastpitch_hifigan_torchscript_tts,Silero V4 Cyrillic FastPitch + HiFi-GAN fixed-profile TTS,Silero v4_cyrillic hosted model SHA-256 5e3862319e13883ea105cd4db835273c7febde62ff82d98d1ccf596607f8673f; source d9355348e2781dc8fa25a135d1602c530afae24c,silero_v4_cyrillic:kz_M1,not_applicable:fixed-pretrained-tts-no-reference-audio,local_cuda_silero_v4_fastpitch_hifigan,offline_text_only_fastpitch_hifigan_tts,48000,wav,text_normalization=silero_v4_cyrillic_safe_v1;language_provenance=intended_input_text_only,,2026-08-11T00:00:00Z
ksc2_mixed_v1_silero_v4:a08a0c2f0449f48a,processed/43/4321f005a5d90178dd7b2882698417e799063238d7ec58f6f823fb8ae40cd8f0.wav,8860cf34ecb0a7fdf9d2ad6366d71dd013acf91d6660fa49b69b16cfc4a70a3c,test,spoof,mixed,true,ksc2_mixed_v1_silero_v4:profile:silero_v4_cyrillic:kz_M1,ksc2_mixed_v1_silero_v4,KSC2 CC-BY-4.0; Silero V4 model CC-BY-NC-SA-4.0,Offline text-only personal-research derivative from explicit KSC2 mixed transcript ksc2_v1:transcript:d03234c9c9e0ac3ad47e022d9db8fecab3c677484f73c152ba000434fb870fd4; Silero V4 model CC-BY-NC-SA-4.0; source archive CC-BY-NC-SA-4.0; fixed pretrained profile; no reference audio or voice cloning; language provenance is intended input text only,ksc2_mixed_v1_silero_v4:synthetic-profile:silero_v4_cyrillic:kz_M1,ksc2_v1:transcript:d03234c9c9e0ac3ad47e022d9db8fecab3c677484f73c152ba000434fb870fd4,d03234c9c9e0ac3ad47e022d9db8fecab3c677484f73c152ba000434fb870fd4,6.2375,fastpitch_hifigan_torchscript_tts,Silero V4 Cyrillic FastPitch + HiFi-GAN fixed-profile TTS,Silero v4_cyrillic hosted model SHA-256 5e3862319e13883ea105cd4db835273c7febde62ff82d98d1ccf596607f8673f; source d9355348e2781dc8fa25a135d1602c530afae24c,silero_v4_cyrillic:kz_M1,not_applicable:fixed-pretrained-tts-no-reference-audio,local_cuda_silero_v4_fastpitch_hifigan,offline_text_only_fastpitch_hifigan_tts,48000,wav,text_normalization=silero_v4_cyrillic_safe_v1;language_provenance=intended_input_text_only,,2026-08-11T00:00:00Z
ksc2_mixed_v1_silero_v4:80ac3a0650917421,processed/9a/9a987ae4bd693ba9c8b09b0cd0f7ab0d69e9ccfb4f2aeea3bf0378960c64573d.wav,a961cf0b2e18dddbdeefdde3dda0784017f38261ddada86d885a671c18862c9e,test,spoof,mixed,true,ksc2_mixed_v1_silero_v4:profile:silero_v4_cyrillic:kz_M1,ksc2_mixed_v1_silero_v4,KSC2 CC-BY-4.0; Silero V4 model CC-BY-NC-SA-4.0,Offline text-only personal-research derivative from explicit KSC2 mixed transcript ksc2_v1:transcript:ae3a1a36e0a00a13cae439b872000df1a8cbd8f57bf1f458fa28491027b3e6ae; Silero V4 model CC-BY-NC-SA-4.0; source archive CC-BY-NC-SA-4.0; fixed pretrained profile; no reference audio or voice cloning; language provenance is intended input text only,ksc2_mixed_v1_silero_v4:synthetic-profile:silero_v4_cyrillic:kz_M1,ksc2_v1:transcript:ae3a1a36e0a00a13cae439b872000df1a8cbd8f57bf1f458fa28491027b3e6ae,ae3a1a36e0a00a13cae439b872000df1a8cbd8f57bf1f458fa28491027b3e6ae,10.95,fastpitch_hifigan_torchscript_tts,Silero V4 Cyrillic FastPitch + HiFi-GAN fixed-profile TTS,Silero v4_cyrillic hosted model SHA-256 5e3862319e13883ea105cd4db835273c7febde62ff82d98d1ccf596607f8673f; source d9355348e2781dc8fa25a135d1602c530afae24c,silero_v4_cyrillic:kz_M1,not_applicable:fixed-pretrained-tts-no-reference-audio,local_cuda_silero_v4_fastpitch_hifigan,offline_text_only_fastpitch_hifigan_tts,48000,wav,text_normalization=silero_v4_cyrillic_safe_v1;language_provenance=intended_input_text_only,,2026-08-11T00:00:00Z
ksc2_mixed_v1_silero_v4:6c0ed7494dc65130,processed/c1/c1e97a07e3a03775053d9a0f4c916f54f4f7032e7d7dc26fc69ad2295cf303b1.wav,5af2360d50805d640acf2a0aea6ac6e286f4db901284cf0cb93c08fb0feed8fa,test,spoof,mixed,true,ksc2_mixed_v1_silero_v4:profile:silero_v4_cyrillic:kz_M1,ksc2_mixed_v1_silero_v4,KSC2 CC-BY-4.0; Silero V4 model CC-BY-NC-SA-4.0,Offline text-only personal-research derivative from explicit KSC2 mixed transcript ksc2_v1:transcript:35c87aa5b12b0784f3d1b42a1da64249a89700764595dd9c1cf495541d92a2e1; Silero V4 model CC-BY-NC-SA-4.0; source archive CC-BY-NC-SA-4.0; fixed pretrained profile; no reference audio or voice cloning; language provenance is intended input text only,ksc2_mixed_v1_silero_v4:synthetic-profile:silero_v4_cyrillic:kz_M1,ksc2_v1:transcript:35c87aa5b12b0784f3d1b42a1da64249a89700764595dd9c1cf495541d92a2e1,35c87aa5b12b0784f3d1b42a1da64249a89700764595dd9c1cf495541d92a2e1,4.6,fastpitch_hifigan_torchscript_tts,Silero V4 Cyrillic FastPitch + HiFi-GAN fixed-profile TTS,Silero v4_cyrillic hosted model SHA-256 5e3862319e13883ea105cd4db835273c7febde62ff82d98d1ccf596607f8673f; source d9355348e2781dc8fa25a135d1602c530afae24c,silero_v4_cyrillic:kz_M1,not_applicable:fixed-pretrained-tts-no-reference-audio,local_cuda_silero_v4_fastpitch_hifigan,offline_text_only_fastpitch_hifigan_tts,48000,wav,text_normalization=silero_v4_cyrillic_safe_v1;language_provenance=intended_input_text_only,,2026-08-11T00:00:00Z
