sample_id,relative_path,sha256,split,label,language,code_switch,parent_group_id,source_name,source_license,rights_basis,speaker_pseudo_id,text_id,text_hash,duration_s,generator_family,generator_name,generator_version,voice_id,clone_consent_id,device,capture_route,original_sr,codec,augmentation_chain,augmentation_seed,created_at
denis_1_0_mdc:0000000001_0300000050_General/0000000206,processed/fe/fee90af6ebf8b5b627b573f15cb2994c8d24c86de92a8261dc690b454092ab80.wav,04c1c31c4163c51171792a3ae545d8b00b88658c49859b709fea887d0caf7015,ood,bonafide,ru,false,denis_1_0_mdc:speaker:single,denis_1_0_mdc,CC0-1.0,Pinned MDC Denis 1.0 archive; CC0-1.0 card; personal research external holdout only,denis_1_0_mdc:speaker:single,denis_1_0_mdc:text:6c0ed1ba584a485229ba970aa98cbcb2167d0b53ea6ad938b9a8342ef8dabf35,6c0ed1ba584a485229ba970aa98cbcb2167d0b53ea6ad938b9a8342ef8dabf35,6.8735,,,,,,unknown,denis_mdc_single_speaker_read_speech,48000,wav,,,2026-08-14T07:05:00+05:00
denis_1_0_mdc:0000000001_0300000050_General/0000000269,processed/44/44ef3420be4342877878f845cfcae443629757c90ddbac14324891a51fabe67e.wav,2497a1dd3e99cc50fe8a42f72e8c3b73066cabca888645a7a7505c3289556df6,ood,bonafide,ru,false,denis_1_0_mdc:speaker:single,denis_1_0_mdc,CC0-1.0,Pinned MDC Denis 1.0 archive; CC0-1.0 card; personal research external holdout only,denis_1_0_mdc:speaker:single,denis_1_0_mdc:text:b53707717f8635f46eb6e951bd07df1483224b4e37dac69ecd98fa7fb53ec4f9,b53707717f8635f46eb6e951bd07df1483224b4e37dac69ecd98fa7fb53ec4f9,6.8535,,,,,,unknown,denis_mdc_single_speaker_read_speech,48000,wav,,,2026-08-14T07:05:00+05:00
denis_1_0_mdc:4000000001_4000000300_CustomerService/4000000093,processed/51/51ba19dd1ced5271c102cb9ce47ae43d41f71d16d4391d991b05aec025924f4e.wav,7afcba3ce6b816c0c55d29f2a9b2a267427643f11f4e7cddc8297f3f318333f7,ood,bonafide,ru,false,denis_1_0_mdc:speaker:single,denis_1_0_mdc,CC0-1.0,Pinned MDC Denis 1.0 archive; CC0-1.0 card; personal research external holdout only,denis_1_0_mdc:speaker:single,denis_1_0_mdc:text:106710668329a168313dea4ed9e1da78f02e4051576901ac48d9824ed0cee3a9,106710668329a168313dea4ed9e1da78f02e4051576901ac48d9824ed0cee3a9,7.9135,,,,,,unknown,denis_mdc_single_speaker_read_speech,48000,wav,,,2026-08-14T07:05:00+05:00
denis_1_0_mdc:3000000001_3000000300_Chat/3000000025,processed/19/19ad574149014eaf36d624490a012f0246d42b115198b3e92df33327931a3601.wav,c830c32ca8fd6aa38d406674487bbcdbdafd9b414a449e2842bbadc9180c985c,ood,bonafide,ru,false,denis_1_0_mdc:speaker:single,denis_1_0_mdc,CC0-1.0,Pinned MDC Denis 1.0 archive; CC0-1.0 card; personal research external holdout only,denis_1_0_mdc:speaker:single,denis_1_0_mdc:text:768fc8fd0de69fc21b91cc030d99217c6efae84188e86ed4efa50190f9f15b0c,768fc8fd0de69fc21b91cc030d99217c6efae84188e86ed4efa50190f9f15b0c,5.2535,,,,,,unknown,denis_mdc_single_speaker_read_speech,48000,wav,,,2026-08-14T07:05:00+05:00
denis_1_0_mdc:0000000001_0300000050_General/0100000093,processed/1e/1e969da5a1cdf585b9936af56087cbf89d6335518598343f162130764d7ea28d.wav,17cc340f132f42116c58c08e4135b3e8370d54f47fcd6ea9b022ba29e85e255b,ood,bonafide,ru,false,denis_1_0_mdc:speaker:single,denis_1_0_mdc,CC0-1.0,Pinned MDC Denis 1.0 archive; CC0-1.0 card; personal research external holdout only,denis_1_0_mdc:speaker:single,denis_1_0_mdc:text:7400efa8228f33334aea675ec9b2adc42e820b3900ccde0e5d1cc349be7665ec,7400efa8228f33334aea675ec9b2adc42e820b3900ccde0e5d1cc349be7665ec,4.4535,,,,,,unknown,denis_mdc_single_speaker_read_speech,48000,wav,,,2026-08-14T07:05:00+05:00
denis_1_0_mdc:4000000001_4000000300_CustomerService/4000000084,processed/e2/e2970416169981d772506d37c8a6a94eb492396d7ec4b4e599d264e0d9e53180.wav,efa642d2b3a570a2c377a1a113363f8df12d079deb9289607e9317c9f7a2348a,ood,bonafide,ru,false,denis_1_0_mdc:speaker:single,denis_1_0_mdc,CC0-1.0,Pinned MDC Denis 1.0 archive; CC0-1.0 card; personal research external holdout only,denis_1_0_mdc:speaker:single,denis_1_0_mdc:text:887e7a9a6aecb1295b15729038a6cc332e850dd2289adb2ed6bab8c1fe8fe00b,887e7a9a6aecb1295b15729038a6cc332e850dd2289adb2ed6bab8c1fe8fe00b,6.3535,,,,,,unknown,denis_mdc_single_speaker_read_speech,48000,wav,,,2026-08-14T07:05:00+05:00
denis_1_0_mdc:3000000001_3000000300_Chat/3000000161,processed/80/805c11b2e706cf452d37b1ec314a9044f0b36ea5abf9b3992bda5fbd3bd5f4d0.wav,c8c6a0d42849b5732f06c9d64f49bba5dd83219e56f4fe07a97f39fd8bcb1613,ood,bonafide,ru,false,denis_1_0_mdc:speaker:single,denis_1_0_mdc,CC0-1.0,Pinned MDC Denis 1.0 archive; CC0-1.0 card; personal research external holdout only,denis_1_0_mdc:speaker:single,denis_1_0_mdc:text:1578a37835a3aacfc9922da11632a08a3a1a6a4c5e23d8b6a6f5742d36b14976,1578a37835a3aacfc9922da11632a08a3a1a6a4c5e23d8b6a6f5742d36b14976,3.9535,,,,,,unknown,denis_mdc_single_speaker_read_speech,48000,wav,,,2026-08-14T07:05:00+05:00
denis_1_0_mdc:0000000001_0300000050_General/0000000066,processed/5e/5ec5cc2f69e5557e6af04e254bf2ce83c1c89ab4c965ef11d7d82a4fd0956ecf.wav,15f48e8aed93d4fad609eafea4b8601f4c882ea9a3ed00b3f373ccc38805430f,ood,bonafide,ru,false,denis_1_0_mdc:speaker:single,denis_1_0_mdc,CC0-1.0,Pinned MDC Denis 1.0 archive; CC0-1.0 card; personal research external holdout only,denis_1_0_mdc:speaker:single,denis_1_0_mdc:text:b983f4f749aa57a91ccd52e9a5be1e202ac150dfa85f09e38560b3aa26818e54,b983f4f749aa57a91ccd52e9a5be1e202ac150dfa85f09e38560b3aa26818e54,13.2335,,,,,,unknown,denis_mdc_single_speaker_read_speech,48000,wav,,,2026-08-14T07:05:00+05:00
denis_1_0_mdc:4000000001_4000000300_CustomerService/4000000256,processed/f7/f75f277407051d9ec8f038dd1e4b6a0ece239c1390d28e67f71ef40b58f62848.wav,a0b1d42719ad10a4eb84d17a2d0e064187021adaaf0387d7dd41b0d9e395c8ad,ood,bonafide,ru,false,denis_1_0_mdc:speaker:single,denis_1_0_mdc,CC0-1.0,Pinned MDC Denis 1.0 archive; CC0-1.0 card; personal research external holdout only,denis_1_0_mdc:speaker:single,denis_1_0_mdc:text:c62a197e8a6f153711d30e05c3eae5aede1589e0132f11cdc5feab0b28f80f6c,c62a197e8a6f153711d30e05c3eae5aede1589e0132f11cdc5feab0b28f80f6c,5.8135,,,,,,unknown,denis_mdc_single_speaker_read_speech,48000,wav,,,2026-08-14T07:05:00+05:00
denis_1_0_mdc:3000000001_3000000300_Chat/3000000249,processed/c7/c75d36510888a4e41586a58c2dd078d01477f4b36f99c754394d111026bb12c9.wav,10d9bfea4c9a3ac7a491678474d633e16f84d6c3f6a1a20207152c649ca88726,ood,bonafide,ru,false,denis_1_0_mdc:speaker:single,denis_1_0_mdc,CC0-1.0,Pinned MDC Denis 1.0 archive; CC0-1.0 card; personal research external holdout only,denis_1_0_mdc:speaker:single,denis_1_0_mdc:text:59c36a58e60945b039e477a884bc3b2394ddb92f803b1a924b30db18cf5cb626,59c36a58e60945b039e477a884bc3b2394ddb92f803b1a924b30db18cf5cb626,5.7935,,,,,,unknown,denis_mdc_single_speaker_read_speech,48000,wav,,,2026-08-14T07:05:00+05:00
denis_1_0_mdc:0000000001_0300000050_General/0300000025,processed/cf/cf8f1ef605a9ab7d4488e4045596338b31f1dd21228acf10c0abe46c9c6154c4.wav,4d38ee5d0e793eb286451055b5f4572b7f6cce00ff3380b39765b10cd9ebe7be,ood,bonafide,ru,false,denis_1_0_mdc:speaker:single,denis_1_0_mdc,CC0-1.0,Pinned MDC Denis 1.0 archive; CC0-1.0 card; personal research external holdout only,denis_1_0_mdc:speaker:single,denis_1_0_mdc:text:ade7233839b00237a5638d1dcf74dd0327a306329275a4807092bf6060e531a3,ade7233839b00237a5638d1dcf74dd0327a306329275a4807092bf6060e531a3,5.2735,,,,,,unknown,denis_mdc_single_speaker_read_speech,48000,wav,,,2026-08-14T07:05:00+05:00
denis_1_0_mdc:4000000001_4000000300_CustomerService/4000000179,processed/55/556274ca420b173b44ba668b474aa2919a66214fcf4138f99525e03460f1ab76.wav,d2a7a8e28b21fc9bb47f795aa609be6fd147a7c6685d40543fb57887ec074910,ood,bonafide,ru,false,denis_1_0_mdc:speaker:single,denis_1_0_mdc,CC0-1.0,Pinned MDC Denis 1.0 archive; CC0-1.0 card; personal research external holdout only,denis_1_0_mdc:speaker:single,denis_1_0_mdc:text:e718f72c2fdc22e4344a9a89999b79a6d6d00ff28d7b0a3d7800b3383be60bc5,e718f72c2fdc22e4344a9a89999b79a6d6d00ff28d7b0a3d7800b3383be60bc5,6.2735,,,,,,unknown,denis_mdc_single_speaker_read_speech,48000,wav,,,2026-08-14T07:05:00+05:00
denis_1_0_mdc:0000000001_0300000050_General/0300000001,processed/22/2266b908d857d4ae2b15e46b1c1d3141237eca719b5926ae7914f5e354fe3424.wav,e7dc8190421f617cda5f1aef8864ac59b00e88fb7260feea354e88713d840572,ood,bonafide,ru,false,denis_1_0_mdc:speaker:single,denis_1_0_mdc,CC0-1.0,Pinned MDC Denis 1.0 archive; CC0-1.0 card; personal research external holdout only,denis_1_0_mdc:speaker:single,denis_1_0_mdc:text:ae0fe01ca6e6394d0ec69a76f2ac4a5108fa81259d8e98a1d597c5bd087df3a9,ae0fe01ca6e6394d0ec69a76f2ac4a5108fa81259d8e98a1d597c5bd087df3a9,4.9735,,,,,,unknown,denis_mdc_single_speaker_read_speech,48000,wav,,,2026-08-14T07:05:00+05:00
denis_1_0_mdc:4000000001_4000000300_CustomerService/4000000107,processed/db/db940ed39dc2567537ec9984e658426485dd0aaf8fe383edae68cf10d61df0f0.wav,20a7ba554c55dfd8d29f45295707fedcce1b7f4439872ce1e0a610c70f0c0743,ood,bonafide,ru,false,denis_1_0_mdc:speaker:single,denis_1_0_mdc,CC0-1.0,Pinned MDC Denis 1.0 archive; CC0-1.0 card; personal research external holdout only,denis_1_0_mdc:speaker:single,denis_1_0_mdc:text:079195333e8193ac623e18a2da35be85bd78ffb3297e583e7045cd65031fbd0a,079195333e8193ac623e18a2da35be85bd78ffb3297e583e7045cd65031fbd0a,6.8335,,,,,,unknown,denis_mdc_single_speaker_read_speech,48000,wav,,,2026-08-14T07:05:00+05:00
denis_1_0_mdc:3000000001_3000000300_Chat/3000000270,processed/c7/c708847e3f588c93f8de1d17486c16f3708c982494a1d3a3cb07254a85e0c500.wav,7547d73fe1a402695f303157ebf590c9e42007ed4df795fb8ea363121dc5f15e,ood,bonafide,ru,false,denis_1_0_mdc:speaker:single,denis_1_0_mdc,CC0-1.0,Pinned MDC Denis 1.0 archive; CC0-1.0 card; personal research external holdout only,denis_1_0_mdc:speaker:single,denis_1_0_mdc:text:f5f1188070c5656d5131c4b73e82a18daaebf29c1c7722c89d6029152fc3940c,f5f1188070c5656d5131c4b73e82a18daaebf29c1c7722c89d6029152fc3940c,4.2335,,,,,,unknown,denis_mdc_single_speaker_read_speech,48000,wav,,,2026-08-14T07:05:00+05:00
denis_1_0_mdc:0000000001_0300000050_General/0000000177,processed/74/7484ea17509a8d1d02010131ca45bec77bef26ca5461953f3dfc1b9e71f5a131.wav,309f7620a8684fe5e894062cfaea4574e53e2657002c5f11c04f9a1816aa831a,ood,bonafide,ru,false,denis_1_0_mdc:speaker:single,denis_1_0_mdc,CC0-1.0,Pinned MDC Denis 1.0 archive; CC0-1.0 card; personal research external holdout only,denis_1_0_mdc:speaker:single,denis_1_0_mdc:text:265eadf0d92b37881c7c1b509f0a30feaeca576ed9b0af1f0bda2555b42a1da4,265eadf0d92b37881c7c1b509f0a30feaeca576ed9b0af1f0bda2555b42a1da4,3.9335,,,,,,unknown,denis_mdc_single_speaker_read_speech,48000,wav,,,2026-08-14T07:05:00+05:00
denis_1_0_mdc:4000000001_4000000300_CustomerService/4000000013,processed/95/95dfacbfaced7819e9d62dc5c71cd5c456fe2fc70d14f68736de52c2f68ed18c.wav,df40c5e6c00d6ab73a03ecfc7f03cda5cc4727d68995a20865324696642f2e15,ood,bonafide,ru,false,denis_1_0_mdc:speaker:single,denis_1_0_mdc,CC0-1.0,Pinned MDC Denis 1.0 archive; CC0-1.0 card; personal research external holdout only,denis_1_0_mdc:speaker:single,denis_1_0_mdc:text:61d1873a57b1391bd2a825d352d0036ab020b79f0864c30b72905166abeae49b,61d1873a57b1391bd2a825d352d0036ab020b79f0864c30b72905166abeae49b,7.8535,,,,,,unknown,denis_mdc_single_speaker_read_speech,48000,wav,,,2026-08-14T07:05:00+05:00
denis_1_0_mdc:3000000001_3000000300_Chat/3000000158,processed/26/26e308b0119842e3363f1a6f9e59356295b0a5014a4628d713e89bff85a09534.wav,b3a7d474030766ecdb1ca97b956a0593181024d56992220ef1ea002f2219e94d,ood,bonafide,ru,false,denis_1_0_mdc:speaker:single,denis_1_0_mdc,CC0-1.0,Pinned MDC Denis 1.0 archive; CC0-1.0 card; personal research external holdout only,denis_1_0_mdc:speaker:single,denis_1_0_mdc:text:ad1226e63f24eab3fdcfcf97c3c0f37583297cdcb665741c40e8f72642d92a3c,ad1226e63f24eab3fdcfcf97c3c0f37583297cdcb665741c40e8f72642d92a3c,5.7735,,,,,,unknown,denis_mdc_single_speaker_read_speech,48000,wav,,,2026-08-14T07:05:00+05:00
denis_1_0_mdc:0000000001_0300000050_General/0300000022,processed/c2/c2841f0dffea86de581bb476747b23df4cfcc9cecab1f2da0dc3285c046d7118.wav,6741b82eb789ec78158560bd847d1f7d36819289452ec9f8410d352001481809,ood,bonafide,ru,false,denis_1_0_mdc:speaker:single,denis_1_0_mdc,CC0-1.0,Pinned MDC Denis 1.0 archive; CC0-1.0 card; personal research external holdout only,denis_1_0_mdc:speaker:single,denis_1_0_mdc:text:43a4f6d3eb50b279109d4df0ba156d42d37faa997b76007c4913b59a1a96b4ab,43a4f6d3eb50b279109d4df0ba156d42d37faa997b76007c4913b59a1a96b4ab,5.2535,,,,,,unknown,denis_mdc_single_speaker_read_speech,48000,wav,,,2026-08-14T07:05:00+05:00
denis_1_0_mdc:4000000001_4000000300_CustomerService/4000000216,processed/1d/1d0841be2516b9a2832d9b2787844de8bd748c983d31ad48278254ef6ae456ab.wav,79a7345f8c23d9c166bbca2f2a8eaac9921cfafb69dbc629c1617e8a3aa4e716,ood,bonafide,ru,false,denis_1_0_mdc:speaker:single,denis_1_0_mdc,CC0-1.0,Pinned MDC Denis 1.0 archive; CC0-1.0 card; personal research external holdout only,denis_1_0_mdc:speaker:single,denis_1_0_mdc:text:493c5c8183167df41231051f761c5d1ee20aa60efc274c8162602f582940a884,493c5c8183167df41231051f761c5d1ee20aa60efc274c8162602f582940a884,5.2335,,,,,,unknown,denis_mdc_single_speaker_read_speech,48000,wav,,,2026-08-14T07:05:00+05:00
