sample_id,relative_path,sha256,split,label,language,code_switch,parent_group_id,source_name,source_license,rights_basis,speaker_pseudo_id,text_id,text_hash,duration_s,generator_family,generator_name,generator_version,voice_id,clone_consent_id,device,capture_route,original_sr,codec,augmentation_chain,augmentation_seed,created_at
fleurs_ru_v1_espeakng:4760034628d2e9f7,raw/fleurs_ru_v1_espeakng/slices/fleurs-ru-espeakng-v1/espeakng_russian_formant/64d6441b6e4438cb.wav,d5e139124b193cb581d8c60e65bd667608ce2f285e41a5a84fca2b55d6b8e6ff,test,spoof,ru,false,fleurs_ru_v1_espeakng:control:espeakng_russian_formant:ru:w150:p35:a100,fleurs_ru_v1_espeakng,FLEURS CC-BY-4.0; eSpeak NG GPL-3.0-or-later,Offline text-only personal-research derivative from Google FLEURS transcript google_fleurs_ru_v1:prompt:1704; eSpeak NG GPL-3.0-or-later; bundled Ubuntu runtime packages retain their declared package licenses; deterministic formant controls; no reference audio or voice cloning,fleurs_ru_v1_espeakng:synthetic-control:espeakng_russian_formant:ru:w150:p35:a100,google_fleurs_ru_v1:prompt:1704,be0e0561fb68365479490bbf5fc0bcaecc0e6ac47b0a57710c8e8290cfd5481b,8.50625850340136,formant_rule_based_tts,eSpeak NG Russian formant synthesizer,eSpeak NG 1.52.0 source-4870adfa25b1a32b4361592f1be8a40337c58d6c; Ubuntu 1.52.0+dfsg-5build1 runtime packages,espeakng_russian_formant:ru:w150:p35:a100,not_applicable:text_only_formant_tts_no_reference_audio,local_cpu_espeakng_formant,offline_text_only_formant_tts,22050,wav,none,,2026-08-11T00:00:00Z
fleurs_ru_v1_espeakng:3550645eae615984,raw/fleurs_ru_v1_espeakng/slices/fleurs-ru-espeakng-v1/espeakng_russian_formant/f9f0ed07e9aa15db.wav,29b5f21364a47b7fe255f07d30cf54ec92abeb3bce4a9950c7a5dcd5fcc04715,test,spoof,ru,false,fleurs_ru_v1_espeakng:control:espeakng_russian_formant:ru:w225:p65:a100,fleurs_ru_v1_espeakng,FLEURS CC-BY-4.0; eSpeak NG GPL-3.0-or-later,Offline text-only personal-research derivative from Google FLEURS transcript google_fleurs_ru_v1:prompt:1724; eSpeak NG GPL-3.0-or-later; bundled Ubuntu runtime packages retain their declared package licenses; deterministic formant controls; no reference audio or voice cloning,fleurs_ru_v1_espeakng:synthetic-control:espeakng_russian_formant:ru:w225:p65:a100,google_fleurs_ru_v1:prompt:1724,4e54fdfbc45d386e85fe642a016c198a546f1808220f16ea3183c0a1c991a987,4.632743764172336,formant_rule_based_tts,eSpeak NG Russian formant synthesizer,eSpeak NG 1.52.0 source-4870adfa25b1a32b4361592f1be8a40337c58d6c; Ubuntu 1.52.0+dfsg-5build1 runtime packages,espeakng_russian_formant:ru:w225:p65:a100,not_applicable:text_only_formant_tts_no_reference_audio,local_cpu_espeakng_formant,offline_text_only_formant_tts,22050,wav,none,,2026-08-11T00:00:00Z
fleurs_ru_v1_espeakng:e1073a0d4bf48422,raw/fleurs_ru_v1_espeakng/slices/fleurs-ru-espeakng-v1/espeakng_russian_formant/8df1162fc2552d44.wav,e8b82d00b4c111433ee473811220af51dae8a5a8446fbb24b93f76e11238e4ae,test,spoof,ru,false,fleurs_ru_v1_espeakng:control:espeakng_russian_formant:ru:w150:p35:a100,fleurs_ru_v1_espeakng,FLEURS CC-BY-4.0; eSpeak NG GPL-3.0-or-later,Offline text-only personal-research derivative from Google FLEURS transcript google_fleurs_ru_v1:prompt:1860; eSpeak NG GPL-3.0-or-later; bundled Ubuntu runtime packages retain their declared package licenses; deterministic formant controls; no reference audio or voice cloning,fleurs_ru_v1_espeakng:synthetic-control:espeakng_russian_formant:ru:w150:p35:a100,google_fleurs_ru_v1:prompt:1860,cb355ecb2b9ba6075c3a3f2d89d3e397ff001e7e57895b8f993701a4921982d2,5.210249433106576,formant_rule_based_tts,eSpeak NG Russian formant synthesizer,eSpeak NG 1.52.0 source-4870adfa25b1a32b4361592f1be8a40337c58d6c; Ubuntu 1.52.0+dfsg-5build1 runtime packages,espeakng_russian_formant:ru:w150:p35:a100,not_applicable:text_only_formant_tts_no_reference_audio,local_cpu_espeakng_formant,offline_text_only_formant_tts,22050,wav,none,,2026-08-11T00:00:00Z
fleurs_ru_v1_espeakng:8cb69e773c2f2fea,raw/fleurs_ru_v1_espeakng/slices/fleurs-ru-espeakng-v1/espeakng_russian_formant/f661015c8411ead8.wav,45ed311a19f8c138b8ede059bfbce3927e0b5ad2d0c0a66a98dbf929f3e1e7c7,test,spoof,ru,false,fleurs_ru_v1_espeakng:control:espeakng_russian_formant:ru:w150:p50:a100,fleurs_ru_v1_espeakng,FLEURS CC-BY-4.0; eSpeak NG GPL-3.0-or-later,Offline text-only personal-research derivative from Google FLEURS transcript google_fleurs_ru_v1:prompt:1854; eSpeak NG GPL-3.0-or-later; bundled Ubuntu runtime packages retain their declared package licenses; deterministic formant controls; no reference audio or voice cloning,fleurs_ru_v1_espeakng:synthetic-control:espeakng_russian_formant:ru:w150:p50:a100,google_fleurs_ru_v1:prompt:1854,5fb449401741349eca74444c9b83ffd13b8f4df765df52bc178030f8facbb31d,6.067619047619048,formant_rule_based_tts,eSpeak NG Russian formant synthesizer,eSpeak NG 1.52.0 source-4870adfa25b1a32b4361592f1be8a40337c58d6c; Ubuntu 1.52.0+dfsg-5build1 runtime packages,espeakng_russian_formant:ru:w150:p50:a100,not_applicable:text_only_formant_tts_no_reference_audio,local_cpu_espeakng_formant,offline_text_only_formant_tts,22050,wav,none,,2026-08-11T00:00:00Z
fleurs_ru_v1_espeakng:01897b642065e949,raw/fleurs_ru_v1_espeakng/slices/fleurs-ru-espeakng-v1/espeakng_russian_formant/8287476923753b4e.wav,e9ac8dec24cce85b20227330c35c211cab65856ef5b3dff8cb5941825137c643,test,spoof,ru,false,fleurs_ru_v1_espeakng:control:espeakng_russian_formant:ru:w150:p65:a100,fleurs_ru_v1_espeakng,FLEURS CC-BY-4.0; eSpeak NG GPL-3.0-or-later,Offline text-only personal-research derivative from Google FLEURS transcript google_fleurs_ru_v1:prompt:1846; eSpeak NG GPL-3.0-or-later; bundled Ubuntu runtime packages retain their declared package licenses; deterministic formant controls; no reference audio or voice cloning,fleurs_ru_v1_espeakng:synthetic-control:espeakng_russian_formant:ru:w150:p65:a100,google_fleurs_ru_v1:prompt:1846,b72604ec56a939edc3b858af248a8d2bd6ebd0d6a339bb51d235c12e111bb27c,8.25482993197279,formant_rule_based_tts,eSpeak NG Russian formant synthesizer,eSpeak NG 1.52.0 source-4870adfa25b1a32b4361592f1be8a40337c58d6c; Ubuntu 1.52.0+dfsg-5build1 runtime packages,espeakng_russian_formant:ru:w150:p65:a100,not_applicable:text_only_formant_tts_no_reference_audio,local_cpu_espeakng_formant,offline_text_only_formant_tts,22050,wav,none,,2026-08-11T00:00:00Z
fleurs_ru_v1_espeakng:a1b54c483f77802f,raw/fleurs_ru_v1_espeakng/slices/fleurs-ru-espeakng-v1/espeakng_russian_formant/3a5f0cf63e3c5ee1.wav,be125f900eff1a045366a658c28af9bd943b810df3ccdb8bfec40f6bd4bee735,test,spoof,ru,false,fleurs_ru_v1_espeakng:control:espeakng_russian_formant:ru:w175:p35:a100,fleurs_ru_v1_espeakng,FLEURS CC-BY-4.0; eSpeak NG GPL-3.0-or-later,Offline text-only personal-research derivative from Google FLEURS transcript google_fleurs_ru_v1:prompt:1693; eSpeak NG GPL-3.0-or-later; bundled Ubuntu runtime packages retain their declared package licenses; deterministic formant controls; no reference audio or voice cloning,fleurs_ru_v1_espeakng:synthetic-control:espeakng_russian_formant:ru:w175:p35:a100,google_fleurs_ru_v1:prompt:1693,2cd6cadafb32a737bc71a57624d767f57d6a9715bb87a1a1e20e0d8d2f51befc,6.886984126984127,formant_rule_based_tts,eSpeak NG Russian formant synthesizer,eSpeak NG 1.52.0 source-4870adfa25b1a32b4361592f1be8a40337c58d6c; Ubuntu 1.52.0+dfsg-5build1 runtime packages,espeakng_russian_formant:ru:w175:p35:a100,not_applicable:text_only_formant_tts_no_reference_audio,local_cpu_espeakng_formant,offline_text_only_formant_tts,22050,wav,none,,2026-08-11T00:00:00Z
fleurs_ru_v1_espeakng:667d5ca023e7fec4,raw/fleurs_ru_v1_espeakng/slices/fleurs-ru-espeakng-v1/espeakng_russian_formant/344bc45ab80f67ce.wav,2edb5f6d76856d8f892c8b50e4889903e151cead6c3204bc03caf644eab5eb14,test,spoof,ru,false,fleurs_ru_v1_espeakng:control:espeakng_russian_formant:ru:w175:p50:a100,fleurs_ru_v1_espeakng,FLEURS CC-BY-4.0; eSpeak NG GPL-3.0-or-later,Offline text-only personal-research derivative from Google FLEURS transcript google_fleurs_ru_v1:prompt:1893; eSpeak NG GPL-3.0-or-later; bundled Ubuntu runtime packages retain their declared package licenses; deterministic formant controls; no reference audio or voice cloning,fleurs_ru_v1_espeakng:synthetic-control:espeakng_russian_formant:ru:w175:p50:a100,google_fleurs_ru_v1:prompt:1893,71bf6fd4ce5447f7d14409adf5abd7ce27e88682d0183d0eeb7bf1eb70a5553c,8.446621315192743,formant_rule_based_tts,eSpeak NG Russian formant synthesizer,eSpeak NG 1.52.0 source-4870adfa25b1a32b4361592f1be8a40337c58d6c; Ubuntu 1.52.0+dfsg-5build1 runtime packages,espeakng_russian_formant:ru:w175:p50:a100,not_applicable:text_only_formant_tts_no_reference_audio,local_cpu_espeakng_formant,offline_text_only_formant_tts,22050,wav,none,,2026-08-11T00:00:00Z
fleurs_ru_v1_espeakng:7bfead4290392566,raw/fleurs_ru_v1_espeakng/slices/fleurs-ru-espeakng-v1/espeakng_russian_formant/2f3a561f7c26ad86.wav,e4c1c1df6d4208912ef18ead31e735cd187f87b72477c8dd13481375791c64f3,test,spoof,ru,false,fleurs_ru_v1_espeakng:control:espeakng_russian_formant:ru:w175:p65:a100,fleurs_ru_v1_espeakng,FLEURS CC-BY-4.0; eSpeak NG GPL-3.0-or-later,Offline text-only personal-research derivative from Google FLEURS transcript google_fleurs_ru_v1:prompt:1862; eSpeak NG GPL-3.0-or-later; bundled Ubuntu runtime packages retain their declared package licenses; deterministic formant controls; no reference audio or voice cloning,fleurs_ru_v1_espeakng:synthetic-control:espeakng_russian_formant:ru:w175:p65:a100,google_fleurs_ru_v1:prompt:1862,b525dd9c5d75c19c7eccc40c2c7659917ef0a19b21fa3fda7200218bff958051,10.857142857142858,formant_rule_based_tts,eSpeak NG Russian formant synthesizer,eSpeak NG 1.52.0 source-4870adfa25b1a32b4361592f1be8a40337c58d6c; Ubuntu 1.52.0+dfsg-5build1 runtime packages,espeakng_russian_formant:ru:w175:p65:a100,not_applicable:text_only_formant_tts_no_reference_audio,local_cpu_espeakng_formant,offline_text_only_formant_tts,22050,wav,none,,2026-08-11T00:00:00Z
fleurs_ru_v1_espeakng:bc66b5436e52778d,raw/fleurs_ru_v1_espeakng/slices/fleurs-ru-espeakng-v1/espeakng_russian_formant/ae7822b6f10000dd.wav,e039520114094eafa2838c2f6646cecb7a35f5da90a66ff3852d373941ef2551,test,spoof,ru,false,fleurs_ru_v1_espeakng:control:espeakng_russian_formant:ru:w200:p35:a100,fleurs_ru_v1_espeakng,FLEURS CC-BY-4.0; eSpeak NG GPL-3.0-or-later,Offline text-only personal-research derivative from Google FLEURS transcript google_fleurs_ru_v1:prompt:1765; eSpeak NG GPL-3.0-or-later; bundled Ubuntu runtime packages retain their declared package licenses; deterministic formant controls; no reference audio or voice cloning,fleurs_ru_v1_espeakng:synthetic-control:espeakng_russian_formant:ru:w200:p35:a100,google_fleurs_ru_v1:prompt:1765,b3af8afebf35d5aebbbde7fe992d384ce838606b8a9c72ae4427765fb5f74691,7.520181405895691,formant_rule_based_tts,eSpeak NG Russian formant synthesizer,eSpeak NG 1.52.0 source-4870adfa25b1a32b4361592f1be8a40337c58d6c; Ubuntu 1.52.0+dfsg-5build1 runtime packages,espeakng_russian_formant:ru:w200:p35:a100,not_applicable:text_only_formant_tts_no_reference_audio,local_cpu_espeakng_formant,offline_text_only_formant_tts,22050,wav,none,,2026-08-11T00:00:00Z
fleurs_ru_v1_espeakng:be4aa24fca21bc28,raw/fleurs_ru_v1_espeakng/slices/fleurs-ru-espeakng-v1/espeakng_russian_formant/aa92131d3199805a.wav,3706d9e989e99faffad2a281b2e1238564a471dac7739ebb258679e08617e0c9,test,spoof,ru,false,fleurs_ru_v1_espeakng:control:espeakng_russian_formant:ru:w200:p50:a100,fleurs_ru_v1_espeakng,FLEURS CC-BY-4.0; eSpeak NG GPL-3.0-or-later,Offline text-only personal-research derivative from Google FLEURS transcript google_fleurs_ru_v1:prompt:1712; eSpeak NG GPL-3.0-or-later; bundled Ubuntu runtime packages retain their declared package licenses; deterministic formant controls; no reference audio or voice cloning,fleurs_ru_v1_espeakng:synthetic-control:espeakng_russian_formant:ru:w200:p50:a100,google_fleurs_ru_v1:prompt:1712,c4cdecc16d04794b2980796a0a3ccb9af5fdb29caaaf3005f77095ce2a998e71,11.130068027210884,formant_rule_based_tts,eSpeak NG Russian formant synthesizer,eSpeak NG 1.52.0 source-4870adfa25b1a32b4361592f1be8a40337c58d6c; Ubuntu 1.52.0+dfsg-5build1 runtime packages,espeakng_russian_formant:ru:w200:p50:a100,not_applicable:text_only_formant_tts_no_reference_audio,local_cpu_espeakng_formant,offline_text_only_formant_tts,22050,wav,none,,2026-08-11T00:00:00Z
fleurs_ru_v1_espeakng:ad9293dfad4753ee,raw/fleurs_ru_v1_espeakng/slices/fleurs-ru-espeakng-v1/espeakng_russian_formant/7ebe92051a997f34.wav,3f7dbb7a497fe0f927748598ffa990a135eb3d522d5b93d22801ffbcdd1f7787,test,spoof,ru,false,fleurs_ru_v1_espeakng:control:espeakng_russian_formant:ru:w200:p65:a100,fleurs_ru_v1_espeakng,FLEURS CC-BY-4.0; eSpeak NG GPL-3.0-or-later,Offline text-only personal-research derivative from Google FLEURS transcript google_fleurs_ru_v1:prompt:1951; eSpeak NG GPL-3.0-or-later; bundled Ubuntu runtime packages retain their declared package licenses; deterministic formant controls; no reference audio or voice cloning,fleurs_ru_v1_espeakng:synthetic-control:espeakng_russian_formant:ru:w200:p65:a100,google_fleurs_ru_v1:prompt:1951,cac3c1cc85aaa531f9f928a63439326e083a910958feef9417970a5165f13f2e,7.395963718820862,formant_rule_based_tts,eSpeak NG Russian formant synthesizer,eSpeak NG 1.52.0 source-4870adfa25b1a32b4361592f1be8a40337c58d6c; Ubuntu 1.52.0+dfsg-5build1 runtime packages,espeakng_russian_formant:ru:w200:p65:a100,not_applicable:text_only_formant_tts_no_reference_audio,local_cpu_espeakng_formant,offline_text_only_formant_tts,22050,wav,none,,2026-08-11T00:00:00Z
fleurs_ru_v1_espeakng:8fce611515a223fb,raw/fleurs_ru_v1_espeakng/slices/fleurs-ru-espeakng-v1/espeakng_russian_formant/cf7a9850152e32cf.wav,4b40a964bc91bca6fb9ae516d75d2c17bb49b836a6c6717e169c1ac210c8e6e4,test,spoof,ru,false,fleurs_ru_v1_espeakng:control:espeakng_russian_formant:ru:w225:p35:a100,fleurs_ru_v1_espeakng,FLEURS CC-BY-4.0; eSpeak NG GPL-3.0-or-later,Offline text-only personal-research derivative from Google FLEURS transcript google_fleurs_ru_v1:prompt:1875; eSpeak NG GPL-3.0-or-later; bundled Ubuntu runtime packages retain their declared package licenses; deterministic formant controls; no reference audio or voice cloning,fleurs_ru_v1_espeakng:synthetic-control:espeakng_russian_formant:ru:w225:p35:a100,google_fleurs_ru_v1:prompt:1875,333ec5f43478670af9f57a42af6464824c37985640bc38b7b313c1ea8f6be1ce,4.098367346938775,formant_rule_based_tts,eSpeak NG Russian formant synthesizer,eSpeak NG 1.52.0 source-4870adfa25b1a32b4361592f1be8a40337c58d6c; Ubuntu 1.52.0+dfsg-5build1 runtime packages,espeakng_russian_formant:ru:w225:p35:a100,not_applicable:text_only_formant_tts_no_reference_audio,local_cpu_espeakng_formant,offline_text_only_formant_tts,22050,wav,none,,2026-08-11T00:00:00Z
fleurs_ru_v1_espeakng:6e28fd059b716ea5,raw/fleurs_ru_v1_espeakng/slices/fleurs-ru-espeakng-v1/espeakng_russian_formant/447e47b42fc395fd.wav,14856a323da9c3410fa8fd02da895005fee1a2d311e7b249501cde357f89bc0e,test,spoof,ru,false,fleurs_ru_v1_espeakng:control:espeakng_russian_formant:ru:w225:p50:a100,fleurs_ru_v1_espeakng,FLEURS CC-BY-4.0; eSpeak NG GPL-3.0-or-later,Offline text-only personal-research derivative from Google FLEURS transcript google_fleurs_ru_v1:prompt:1707; eSpeak NG GPL-3.0-or-later; bundled Ubuntu runtime packages retain their declared package licenses; deterministic formant controls; no reference audio or voice cloning,fleurs_ru_v1_espeakng:synthetic-control:espeakng_russian_formant:ru:w225:p50:a100,google_fleurs_ru_v1:prompt:1707,390d5fa226213319d2881800c5502f65f777735c4426e5747be0bf8fd6745295,6.224580498866213,formant_rule_based_tts,eSpeak NG Russian formant synthesizer,eSpeak NG 1.52.0 source-4870adfa25b1a32b4361592f1be8a40337c58d6c; Ubuntu 1.52.0+dfsg-5build1 runtime packages,espeakng_russian_formant:ru:w225:p50:a100,not_applicable:text_only_formant_tts_no_reference_audio,local_cpu_espeakng_formant,offline_text_only_formant_tts,22050,wav,none,,2026-08-11T00:00:00Z
fleurs_ru_v1_espeakng:a1d0ec4efbad7520,raw/fleurs_ru_v1_espeakng/slices/fleurs-ru-espeakng-v1/espeakng_russian_formant/d3e309cc1415f8e4.wav,1c2602b2f7942db86d94c0e1dd024998a7f6253f2bc9e7ca4f0e5c2b9664fec8,test,spoof,ru,false,fleurs_ru_v1_espeakng:control:espeakng_russian_formant:ru:w225:p65:a100,fleurs_ru_v1_espeakng,FLEURS CC-BY-4.0; eSpeak NG GPL-3.0-or-later,Offline text-only personal-research derivative from Google FLEURS transcript google_fleurs_ru_v1:prompt:1665; eSpeak NG GPL-3.0-or-later; bundled Ubuntu runtime packages retain their declared package licenses; deterministic formant controls; no reference audio or voice cloning,fleurs_ru_v1_espeakng:synthetic-control:espeakng_russian_formant:ru:w225:p65:a100,google_fleurs_ru_v1:prompt:1665,2880e01453306b59524ef41f3d840ecf20fc08e3c573e1e8a662097026cc8f88,9.013968253968255,formant_rule_based_tts,eSpeak NG Russian formant synthesizer,eSpeak NG 1.52.0 source-4870adfa25b1a32b4361592f1be8a40337c58d6c; Ubuntu 1.52.0+dfsg-5build1 runtime packages,espeakng_russian_formant:ru:w225:p65:a100,not_applicable:text_only_formant_tts_no_reference_audio,local_cpu_espeakng_formant,offline_text_only_formant_tts,22050,wav,none,,2026-08-11T00:00:00Z
fleurs_ru_v1_espeakng:1af1283b37717243,raw/fleurs_ru_v1_espeakng/slices/fleurs-ru-espeakng-v1/espeakng_russian_formant/5272d0fa43f34076.wav,94c4493ee4e74f879849171fda2bf47994465be3fea1f8bef598d1a504a37aea,test,spoof,ru,false,fleurs_ru_v1_espeakng:control:espeakng_russian_formant:ru:w150:p35:a100,fleurs_ru_v1_espeakng,FLEURS CC-BY-4.0; eSpeak NG GPL-3.0-or-later,Offline text-only personal-research derivative from Google FLEURS transcript google_fleurs_ru_v1:prompt:1962; eSpeak NG GPL-3.0-or-later; bundled Ubuntu runtime packages retain their declared package licenses; deterministic formant controls; no reference audio or voice cloning,fleurs_ru_v1_espeakng:synthetic-control:espeakng_russian_formant:ru:w150:p35:a100,google_fleurs_ru_v1:prompt:1962,6f7346bed3b345c97376e27d821b7330d28d129ace223e12196c11d4c76c97ec,7.239365079365079,formant_rule_based_tts,eSpeak NG Russian formant synthesizer,eSpeak NG 1.52.0 source-4870adfa25b1a32b4361592f1be8a40337c58d6c; Ubuntu 1.52.0+dfsg-5build1 runtime packages,espeakng_russian_formant:ru:w150:p35:a100,not_applicable:text_only_formant_tts_no_reference_audio,local_cpu_espeakng_formant,offline_text_only_formant_tts,22050,wav,none,,2026-08-11T00:00:00Z
fleurs_ru_v1_espeakng:0d36e9f92b2b6db2,raw/fleurs_ru_v1_espeakng/slices/fleurs-ru-espeakng-v1/espeakng_russian_formant/25b5996ad919e184.wav,adc561f2602097dc7e3aebd2c1e692f1357a40a3a5f566999c51d715084ca851,test,spoof,ru,false,fleurs_ru_v1_espeakng:control:espeakng_russian_formant:ru:w150:p50:a100,fleurs_ru_v1_espeakng,FLEURS CC-BY-4.0; eSpeak NG GPL-3.0-or-later,Offline text-only personal-research derivative from Google FLEURS transcript google_fleurs_ru_v1:prompt:1690; eSpeak NG GPL-3.0-or-later; bundled Ubuntu runtime packages retain their declared package licenses; deterministic formant controls; no reference audio or voice cloning,fleurs_ru_v1_espeakng:synthetic-control:espeakng_russian_formant:ru:w150:p50:a100,google_fleurs_ru_v1:prompt:1690,2bee328168b8fd9aa4cd75a40304c6d80017c1712e5d8e8397566d045995edc2,11.960453514739228,formant_rule_based_tts,eSpeak NG Russian formant synthesizer,eSpeak NG 1.52.0 source-4870adfa25b1a32b4361592f1be8a40337c58d6c; Ubuntu 1.52.0+dfsg-5build1 runtime packages,espeakng_russian_formant:ru:w150:p50:a100,not_applicable:text_only_formant_tts_no_reference_audio,local_cpu_espeakng_formant,offline_text_only_formant_tts,22050,wav,none,,2026-08-11T00:00:00Z
fleurs_ru_v1_espeakng:381f56277592fa0e,raw/fleurs_ru_v1_espeakng/slices/fleurs-ru-espeakng-v1/espeakng_russian_formant/b8e0dcb970ee42fd.wav,b59c2426a7b1933e2cb12bd12c92e3dbf492e325435f2ec96484820a1a2c3780,test,spoof,ru,false,fleurs_ru_v1_espeakng:control:espeakng_russian_formant:ru:w150:p65:a100,fleurs_ru_v1_espeakng,FLEURS CC-BY-4.0; eSpeak NG GPL-3.0-or-later,Offline text-only personal-research derivative from Google FLEURS transcript google_fleurs_ru_v1:prompt:1716; eSpeak NG GPL-3.0-or-later; bundled Ubuntu runtime packages retain their declared package licenses; deterministic formant controls; no reference audio or voice cloning,fleurs_ru_v1_espeakng:synthetic-control:espeakng_russian_formant:ru:w150:p65:a100,google_fleurs_ru_v1:prompt:1716,1b420b82f7af74d3b115eb8e5e995fc053f24f0700fc12e7dcd8139d2238c7d2,18.812789115646257,formant_rule_based_tts,eSpeak NG Russian formant synthesizer,eSpeak NG 1.52.0 source-4870adfa25b1a32b4361592f1be8a40337c58d6c; Ubuntu 1.52.0+dfsg-5build1 runtime packages,espeakng_russian_formant:ru:w150:p65:a100,not_applicable:text_only_formant_tts_no_reference_audio,local_cpu_espeakng_formant,offline_text_only_formant_tts,22050,wav,none,,2026-08-11T00:00:00Z
fleurs_ru_v1_espeakng:51a2a75e9cd3f647,raw/fleurs_ru_v1_espeakng/slices/fleurs-ru-espeakng-v1/espeakng_russian_formant/47ff7b5e5ebf7e97.wav,5029a4be8ced512ab2fe658560ca03f8b11ca307f5b2d2003c7a94fb2b47d390,test,spoof,ru,false,fleurs_ru_v1_espeakng:control:espeakng_russian_formant:ru:w175:p35:a100,fleurs_ru_v1_espeakng,FLEURS CC-BY-4.0; eSpeak NG GPL-3.0-or-later,Offline text-only personal-research derivative from Google FLEURS transcript google_fleurs_ru_v1:prompt:1904; eSpeak NG GPL-3.0-or-later; bundled Ubuntu runtime packages retain their declared package licenses; deterministic formant controls; no reference audio or voice cloning,fleurs_ru_v1_espeakng:synthetic-control:espeakng_russian_formant:ru:w175:p35:a100,google_fleurs_ru_v1:prompt:1904,bec4625fc7f611ffc35cad839cd0f686786384a5b2ec9aef642e6ab868fd6042,5.143628117913832,formant_rule_based_tts,eSpeak NG Russian formant synthesizer,eSpeak NG 1.52.0 source-4870adfa25b1a32b4361592f1be8a40337c58d6c; Ubuntu 1.52.0+dfsg-5build1 runtime packages,espeakng_russian_formant:ru:w175:p35:a100,not_applicable:text_only_formant_tts_no_reference_audio,local_cpu_espeakng_formant,offline_text_only_formant_tts,22050,wav,none,,2026-08-11T00:00:00Z
fleurs_ru_v1_espeakng:9ddf134ae25e12c3,raw/fleurs_ru_v1_espeakng/slices/fleurs-ru-espeakng-v1/espeakng_russian_formant/3da53000364a80f6.wav,391ff92647cf54832ee4131c85636ea203b331b5e5d4ed9e35590da23fef7e08,test,spoof,ru,false,fleurs_ru_v1_espeakng:control:espeakng_russian_formant:ru:w175:p50:a100,fleurs_ru_v1_espeakng,FLEURS CC-BY-4.0; eSpeak NG GPL-3.0-or-later,Offline text-only personal-research derivative from Google FLEURS transcript google_fleurs_ru_v1:prompt:1773; eSpeak NG GPL-3.0-or-later; bundled Ubuntu runtime packages retain their declared package licenses; deterministic formant controls; no reference audio or voice cloning,fleurs_ru_v1_espeakng:synthetic-control:espeakng_russian_formant:ru:w175:p50:a100,google_fleurs_ru_v1:prompt:1773,925b7392dc249b2fc52ddcdf0839978f7970be68a5d67252e65b29d92775f8f0,8.311065759637188,formant_rule_based_tts,eSpeak NG Russian formant synthesizer,eSpeak NG 1.52.0 source-4870adfa25b1a32b4361592f1be8a40337c58d6c; Ubuntu 1.52.0+dfsg-5build1 runtime packages,espeakng_russian_formant:ru:w175:p50:a100,not_applicable:text_only_formant_tts_no_reference_audio,local_cpu_espeakng_formant,offline_text_only_formant_tts,22050,wav,none,,2026-08-11T00:00:00Z
fleurs_ru_v1_espeakng:1d71dc35ff180d8a,raw/fleurs_ru_v1_espeakng/slices/fleurs-ru-espeakng-v1/espeakng_russian_formant/54eca0c97948b5fa.wav,008cb831c75d6f1edb5ff3a75d6fa1cca5c90b23e1a7e650be9ef2deb7645dbf,test,spoof,ru,false,fleurs_ru_v1_espeakng:control:espeakng_russian_formant:ru:w175:p65:a100,fleurs_ru_v1_espeakng,FLEURS CC-BY-4.0; eSpeak NG GPL-3.0-or-later,Offline text-only personal-research derivative from Google FLEURS transcript google_fleurs_ru_v1:prompt:1946; eSpeak NG GPL-3.0-or-later; bundled Ubuntu runtime packages retain their declared package licenses; deterministic formant controls; no reference audio or voice cloning,fleurs_ru_v1_espeakng:synthetic-control:espeakng_russian_formant:ru:w175:p65:a100,google_fleurs_ru_v1:prompt:1946,94f4e5884b704f4c409d05684ed83b711bdc6655da0c84412350ef44e3ea8933,10.970249433106575,formant_rule_based_tts,eSpeak NG Russian formant synthesizer,eSpeak NG 1.52.0 source-4870adfa25b1a32b4361592f1be8a40337c58d6c; Ubuntu 1.52.0+dfsg-5build1 runtime packages,espeakng_russian_formant:ru:w175:p65:a100,not_applicable:text_only_formant_tts_no_reference_audio,local_cpu_espeakng_formant,offline_text_only_formant_tts,22050,wav,none,,2026-08-11T00:00:00Z
fleurs_ru_v1_espeakng:3d72f02d8e3b5b0b,raw/fleurs_ru_v1_espeakng/slices/fleurs-ru-espeakng-v1/espeakng_russian_formant/2a3b32a50bd4027f.wav,174a733a56c5b677babea3eecf69c8efe5245ce4189481659d96a9356196bced,test,spoof,ru,false,fleurs_ru_v1_espeakng:control:espeakng_russian_formant:ru:w200:p35:a100,fleurs_ru_v1_espeakng,FLEURS CC-BY-4.0; eSpeak NG GPL-3.0-or-later,Offline text-only personal-research derivative from Google FLEURS transcript google_fleurs_ru_v1:prompt:1679; eSpeak NG GPL-3.0-or-later; bundled Ubuntu runtime packages retain their declared package licenses; deterministic formant controls; no reference audio or voice cloning,fleurs_ru_v1_espeakng:synthetic-control:espeakng_russian_formant:ru:w200:p35:a100,google_fleurs_ru_v1:prompt:1679,e5ffcccc846a61a0ed681bdd177fc08dd38bc64ee8b07d9b501e2d037def3300,3.1589569160997732,formant_rule_based_tts,eSpeak NG Russian formant synthesizer,eSpeak NG 1.52.0 source-4870adfa25b1a32b4361592f1be8a40337c58d6c; Ubuntu 1.52.0+dfsg-5build1 runtime packages,espeakng_russian_formant:ru:w200:p35:a100,not_applicable:text_only_formant_tts_no_reference_audio,local_cpu_espeakng_formant,offline_text_only_formant_tts,22050,wav,none,,2026-08-11T00:00:00Z
