sample_id,relative_path,sha256,split,label,language,code_switch,parent_group_id,source_name,source_license,rights_basis,speaker_pseudo_id,text_id,text_hash,duration_s,generator_family,generator_name,generator_version,voice_id,clone_consent_id,device,capture_route,original_sr,codec,augmentation_chain,augmentation_seed,created_at
stage_d_ru_dialogs_vits2_masha_neutral_v1:3481628d141e7ce438f2,processed/ce/cec258cd1b560bc385bc9db70ff885f26abfdb3f34269ccdc33e5e199314e49b.wav,f4ca7da8b89d1624e3c43bb9b3ff25cad5e2569d806f4817733760a3b96167c0,test,spoof,ru,false,stage_d_ru_dialogs_vits2_masha_neutral_v1:fixed-profile:dialogs_ru_vits2:Masha:neutral,stage_d_ru_dialogs_vits2_masha_neutral_v1,Common Voice RU CC0-1.0; Dialogs-RU model card OpenRAIL declaration; Dialogs dataset OpenRAIL license,Offline literal-text-only derivative of common_voice_ru_v24 text ab62b01e89460d0d72a8d0ef4723b436c97aca814a9dfe4e1eaf04c0005d6f0b; Dialogs-RU model card OpenRAIL declaration; Dialogs dataset OpenRAIL license revision e25ba617b2b56bd1dbf255d3905c51bd8da3d31f explicitly covers models trained on the dataset and their outputs; permitted for the project's personal-research scope subject to its use restrictions; fixed Masha/neutral profile; no reference audio or voice cloning; upstream basic cleaner only; language provenance is intended input text until acoustic review; tokenizer_dropped_characters=none,stage_d_ru_dialogs_vits2_masha_neutral_v1:synthetic-profile:dialogs_ru_vits2:Masha:neutral,ab62b01e89460d0d72a8d0ef4723b436c97aca814a9dfe4e1eaf04c0005d6f0b,f1f67fe0de3c7d7a8e6bdff06a854c71a6a0da73968d498b968db4c55b70eb08,4.0635,vits2_emotion_conditioned_tts,Dialogs-RU Expressive Russian TTS,hf-af7eabc15d087fce701de7261190ccb747c3bc7a; checkpoint-b565b7b5311bd29102f15d2700c69ea71569605bc756fb5bb49d98afdc5e1e43; weights-only-wrapper-188ed0e0d2a8db916160b75f51462cf59fe24bce60a919e88fedd7fa76846c71,dialogs_ru_vits2_masha_neutral:dialogs_ru_vits2:Masha:neutral,not_applicable:fixed_pretrained_tts_no_reference_audio,cpu,offline_text_only_vits2_weights_only_fixed_profile,22050,wav,language_provenance=intended_input_text_only;literal_source_text_sha256=f1f67fe0de3c7d7a8e6bdff06a854c71a6a0da73968d498b968db4c55b70eb08;upstream_tokenizer_dropped_characters=none;rng_seed=sha256_literal_source_text,f1f67fe0de3c7d7a,2026-08-13T13:30:00+05:00
stage_d_ru_dialogs_vits2_masha_neutral_v1:3a631f860c767c4c66bc,processed/ac/aca9144a43ddf3392d12ddd377af4771651c2dfd7c2af6c2cf6bdb7b6ecf4f6f.wav,c1390d417f7394295a791b2b516fee572ce42f65462810a61fb7eba29e98df96,test,spoof,ru,false,stage_d_ru_dialogs_vits2_masha_neutral_v1:fixed-profile:dialogs_ru_vits2:Masha:neutral,stage_d_ru_dialogs_vits2_masha_neutral_v1,Common Voice RU CC0-1.0; Dialogs-RU model card OpenRAIL declaration; Dialogs dataset OpenRAIL license,Offline literal-text-only derivative of common_voice_ru_v24 text 00dd6a3a76ae19cd63aa2ab3179acc37fa94c9a23abc3d85297ba24291ccfcf5; Dialogs-RU model card OpenRAIL declaration; Dialogs dataset OpenRAIL license revision e25ba617b2b56bd1dbf255d3905c51bd8da3d31f explicitly covers models trained on the dataset and their outputs; permitted for the project's personal-research scope subject to its use restrictions; fixed Masha/neutral profile; no reference audio or voice cloning; upstream basic cleaner only; language provenance is intended input text until acoustic review; tokenizer_dropped_characters=none,stage_d_ru_dialogs_vits2_masha_neutral_v1:synthetic-profile:dialogs_ru_vits2:Masha:neutral,00dd6a3a76ae19cd63aa2ab3179acc37fa94c9a23abc3d85297ba24291ccfcf5,a598fd1ef4711bbda21ba5417c0bcbb29ea00d616cb51ce39ef377bb139de1bc,4.9575,vits2_emotion_conditioned_tts,Dialogs-RU Expressive Russian TTS,hf-af7eabc15d087fce701de7261190ccb747c3bc7a; checkpoint-b565b7b5311bd29102f15d2700c69ea71569605bc756fb5bb49d98afdc5e1e43; weights-only-wrapper-188ed0e0d2a8db916160b75f51462cf59fe24bce60a919e88fedd7fa76846c71,dialogs_ru_vits2_masha_neutral:dialogs_ru_vits2:Masha:neutral,not_applicable:fixed_pretrained_tts_no_reference_audio,cpu,offline_text_only_vits2_weights_only_fixed_profile,22050,wav,language_provenance=intended_input_text_only;literal_source_text_sha256=a598fd1ef4711bbda21ba5417c0bcbb29ea00d616cb51ce39ef377bb139de1bc;upstream_tokenizer_dropped_characters=none;rng_seed=sha256_literal_source_text,a598fd1ef4711bbd,2026-08-13T13:30:00+05:00
stage_d_ru_dialogs_vits2_masha_neutral_v1:3d04bd222118994b8ed4,processed/50/50f140348b7190cfcca70cbc88bcd6c40af4f6c79fc0b35e6918a7f776ef9c59.wav,7877a4689fac4a74fed33a3fded96feda8ec2b771ad279d08ce597f08dcdd5ba,test,spoof,ru,false,stage_d_ru_dialogs_vits2_masha_neutral_v1:fixed-profile:dialogs_ru_vits2:Masha:neutral,stage_d_ru_dialogs_vits2_masha_neutral_v1,Common Voice RU CC0-1.0; Dialogs-RU model card OpenRAIL declaration; Dialogs dataset OpenRAIL license,Offline literal-text-only derivative of common_voice_ru_v24 text 3bdf3c5a3fe18ad00ae4307f05071b1d8b43dd9158951ffe0f24ad67825b21a0; Dialogs-RU model card OpenRAIL declaration; Dialogs dataset OpenRAIL license revision e25ba617b2b56bd1dbf255d3905c51bd8da3d31f explicitly covers models trained on the dataset and their outputs; permitted for the project's personal-research scope subject to its use restrictions; fixed Masha/neutral profile; no reference audio or voice cloning; upstream basic cleaner only; language provenance is intended input text until acoustic review; tokenizer_dropped_characters=none,stage_d_ru_dialogs_vits2_masha_neutral_v1:synthetic-profile:dialogs_ru_vits2:Masha:neutral,3bdf3c5a3fe18ad00ae4307f05071b1d8b43dd9158951ffe0f24ad67825b21a0,3d08e60fc38f3bc991f359dc815a16006b48468a16e8d48d8a021516bebd3ec8,4.377,vits2_emotion_conditioned_tts,Dialogs-RU Expressive Russian TTS,hf-af7eabc15d087fce701de7261190ccb747c3bc7a; checkpoint-b565b7b5311bd29102f15d2700c69ea71569605bc756fb5bb49d98afdc5e1e43; weights-only-wrapper-188ed0e0d2a8db916160b75f51462cf59fe24bce60a919e88fedd7fa76846c71,dialogs_ru_vits2_masha_neutral:dialogs_ru_vits2:Masha:neutral,not_applicable:fixed_pretrained_tts_no_reference_audio,cpu,offline_text_only_vits2_weights_only_fixed_profile,22050,wav,language_provenance=intended_input_text_only;literal_source_text_sha256=3d08e60fc38f3bc991f359dc815a16006b48468a16e8d48d8a021516bebd3ec8;upstream_tokenizer_dropped_characters=none;rng_seed=sha256_literal_source_text,3d08e60fc38f3bc9,2026-08-13T13:30:00+05:00
stage_d_ru_dialogs_vits2_masha_neutral_v1:3e248377a3e13d7e7a2e,processed/ab/abe1c6a198e09fe8407fa598ad9f1b2a94feaf407e3c0e620bb54c9c20fb8d91.wav,fa89f4bd0b4a0bd32fcde2d6247b1e48bd24b2666f13ae093b3f2d694c9dc293,test,spoof,ru,false,stage_d_ru_dialogs_vits2_masha_neutral_v1:fixed-profile:dialogs_ru_vits2:Masha:neutral,stage_d_ru_dialogs_vits2_masha_neutral_v1,Common Voice RU CC0-1.0; Dialogs-RU model card OpenRAIL declaration; Dialogs dataset OpenRAIL license,Offline literal-text-only derivative of common_voice_ru_v24 text d57dd829592ee9615eec4eaed65bf96eda00684eafab86fdebb52c65b4ff6a69; Dialogs-RU model card OpenRAIL declaration; Dialogs dataset OpenRAIL license revision e25ba617b2b56bd1dbf255d3905c51bd8da3d31f explicitly covers models trained on the dataset and their outputs; permitted for the project's personal-research scope subject to its use restrictions; fixed Masha/neutral profile; no reference audio or voice cloning; upstream basic cleaner only; language provenance is intended input text until acoustic review; tokenizer_dropped_characters=none,stage_d_ru_dialogs_vits2_masha_neutral_v1:synthetic-profile:dialogs_ru_vits2:Masha:neutral,d57dd829592ee9615eec4eaed65bf96eda00684eafab86fdebb52c65b4ff6a69,5a9f5423a401f48f1203f321aee8da3807cfba9cd976edf00192bd13286c8eb1,2.7748125,vits2_emotion_conditioned_tts,Dialogs-RU Expressive Russian TTS,hf-af7eabc15d087fce701de7261190ccb747c3bc7a; checkpoint-b565b7b5311bd29102f15d2700c69ea71569605bc756fb5bb49d98afdc5e1e43; weights-only-wrapper-188ed0e0d2a8db916160b75f51462cf59fe24bce60a919e88fedd7fa76846c71,dialogs_ru_vits2_masha_neutral:dialogs_ru_vits2:Masha:neutral,not_applicable:fixed_pretrained_tts_no_reference_audio,cpu,offline_text_only_vits2_weights_only_fixed_profile,22050,wav,language_provenance=intended_input_text_only;literal_source_text_sha256=5a9f5423a401f48f1203f321aee8da3807cfba9cd976edf00192bd13286c8eb1;upstream_tokenizer_dropped_characters=none;rng_seed=sha256_literal_source_text,5a9f5423a401f48f,2026-08-13T13:30:00+05:00
stage_d_ru_dialogs_vits2_masha_neutral_v1:42ae261adafe8aa7d04e,processed/80/8078af8f9ec42eec81d6cca4dc6a112fc61d889b01dd063c28d342ed33ee0f36.wav,7fd328891f9d36b01b4eda530f4e810f54d4aa4a191d7d60ea6211927e467338,test,spoof,ru,false,stage_d_ru_dialogs_vits2_masha_neutral_v1:fixed-profile:dialogs_ru_vits2:Masha:neutral,stage_d_ru_dialogs_vits2_masha_neutral_v1,Common Voice RU CC0-1.0; Dialogs-RU model card OpenRAIL declaration; Dialogs dataset OpenRAIL license,Offline literal-text-only derivative of common_voice_ru_v24 text b515b0ad06e9de951bcfdd09735808cf983db6be1d558b83f07ae7c2f53a379a; Dialogs-RU model card OpenRAIL declaration; Dialogs dataset OpenRAIL license revision e25ba617b2b56bd1dbf255d3905c51bd8da3d31f explicitly covers models trained on the dataset and their outputs; permitted for the project's personal-research scope subject to its use restrictions; fixed Masha/neutral profile; no reference audio or voice cloning; upstream basic cleaner only; language provenance is intended input text until acoustic review; tokenizer_dropped_characters=none,stage_d_ru_dialogs_vits2_masha_neutral_v1:synthetic-profile:dialogs_ru_vits2:Masha:neutral,b515b0ad06e9de951bcfdd09735808cf983db6be1d558b83f07ae7c2f53a379a,e49b04a1bba09f13386312f09214ecfd6b2a230dfea540a8c96f4403f1a48970,3.483,vits2_emotion_conditioned_tts,Dialogs-RU Expressive Russian TTS,hf-af7eabc15d087fce701de7261190ccb747c3bc7a; checkpoint-b565b7b5311bd29102f15d2700c69ea71569605bc756fb5bb49d98afdc5e1e43; weights-only-wrapper-188ed0e0d2a8db916160b75f51462cf59fe24bce60a919e88fedd7fa76846c71,dialogs_ru_vits2_masha_neutral:dialogs_ru_vits2:Masha:neutral,not_applicable:fixed_pretrained_tts_no_reference_audio,cpu,offline_text_only_vits2_weights_only_fixed_profile,22050,wav,language_provenance=intended_input_text_only;literal_source_text_sha256=e49b04a1bba09f13386312f09214ecfd6b2a230dfea540a8c96f4403f1a48970;upstream_tokenizer_dropped_characters=none;rng_seed=sha256_literal_source_text,e49b04a1bba09f13,2026-08-13T13:30:00+05:00
stage_d_ru_dialogs_vits2_masha_neutral_v1:4d14b3319d0fab89fd8d,processed/59/59eede8c317e9db856884c9780ad81be9fbeb3ec9df1a6153a68856aa38a1d1d.wav,5f1d3749bf5b89de67762d8df5044e052762f962a4dee85c86716e05b7e3202d,test,spoof,ru,false,stage_d_ru_dialogs_vits2_masha_neutral_v1:fixed-profile:dialogs_ru_vits2:Masha:neutral,stage_d_ru_dialogs_vits2_masha_neutral_v1,Common Voice RU CC0-1.0; Dialogs-RU model card OpenRAIL declaration; Dialogs dataset OpenRAIL license,Offline literal-text-only derivative of common_voice_ru_v24 text 9cb259cebbe1e343bdbebd18348befb046e909ddf7066664e81dce1a3e532323; Dialogs-RU model card OpenRAIL declaration; Dialogs dataset OpenRAIL license revision e25ba617b2b56bd1dbf255d3905c51bd8da3d31f explicitly covers models trained on the dataset and their outputs; permitted for the project's personal-research scope subject to its use restrictions; fixed Masha/neutral profile; no reference audio or voice cloning; upstream basic cleaner only; language provenance is intended input text until acoustic review; tokenizer_dropped_characters=none,stage_d_ru_dialogs_vits2_masha_neutral_v1:synthetic-profile:dialogs_ru_vits2:Masha:neutral,9cb259cebbe1e343bdbebd18348befb046e909ddf7066664e81dce1a3e532323,1d4662357af932426cf59f806702de5e18e5ac7e65c611510fe7ae43ca38d6d2,2.7980625,vits2_emotion_conditioned_tts,Dialogs-RU Expressive Russian TTS,hf-af7eabc15d087fce701de7261190ccb747c3bc7a; checkpoint-b565b7b5311bd29102f15d2700c69ea71569605bc756fb5bb49d98afdc5e1e43; weights-only-wrapper-188ed0e0d2a8db916160b75f51462cf59fe24bce60a919e88fedd7fa76846c71,dialogs_ru_vits2_masha_neutral:dialogs_ru_vits2:Masha:neutral,not_applicable:fixed_pretrained_tts_no_reference_audio,cpu,offline_text_only_vits2_weights_only_fixed_profile,22050,wav,language_provenance=intended_input_text_only;literal_source_text_sha256=1d4662357af932426cf59f806702de5e18e5ac7e65c611510fe7ae43ca38d6d2;upstream_tokenizer_dropped_characters=none;rng_seed=sha256_literal_source_text,1d4662357af93242,2026-08-13T13:30:00+05:00
stage_d_ru_dialogs_vits2_masha_neutral_v1:56f75b25d375bdd32d95,processed/69/69a3686fb352b1471764c2ad30d209cad739bf731f05a8e8f8392e5d8909e8be.wav,393cbfc7531bf7855c1c38ad8a9022144790543cd6ae8f0e72ffd5d0cffaadf4,test,spoof,ru,false,stage_d_ru_dialogs_vits2_masha_neutral_v1:fixed-profile:dialogs_ru_vits2:Masha:neutral,stage_d_ru_dialogs_vits2_masha_neutral_v1,Common Voice RU CC0-1.0; Dialogs-RU model card OpenRAIL declaration; Dialogs dataset OpenRAIL license,Offline literal-text-only derivative of common_voice_ru_v24 text ec144ee5ce67ebff26631f6f04ec5c24fa8c0d27b6db9b26bd2d6769df7d2db6; Dialogs-RU model card OpenRAIL declaration; Dialogs dataset OpenRAIL license revision e25ba617b2b56bd1dbf255d3905c51bd8da3d31f explicitly covers models trained on the dataset and their outputs; permitted for the project's personal-research scope subject to its use restrictions; fixed Masha/neutral profile; no reference audio or voice cloning; upstream basic cleaner only; language provenance is intended input text until acoustic review; tokenizer_dropped_characters=none,stage_d_ru_dialogs_vits2_masha_neutral_v1:synthetic-profile:dialogs_ru_vits2:Masha:neutral,ec144ee5ce67ebff26631f6f04ec5c24fa8c0d27b6db9b26bd2d6769df7d2db6,53bafb5c6a31c9014955f27b8be737704004daa919a4b8337675dd89943507ba,2.705125,vits2_emotion_conditioned_tts,Dialogs-RU Expressive Russian TTS,hf-af7eabc15d087fce701de7261190ccb747c3bc7a; checkpoint-b565b7b5311bd29102f15d2700c69ea71569605bc756fb5bb49d98afdc5e1e43; weights-only-wrapper-188ed0e0d2a8db916160b75f51462cf59fe24bce60a919e88fedd7fa76846c71,dialogs_ru_vits2_masha_neutral:dialogs_ru_vits2:Masha:neutral,not_applicable:fixed_pretrained_tts_no_reference_audio,cpu,offline_text_only_vits2_weights_only_fixed_profile,22050,wav,language_provenance=intended_input_text_only;literal_source_text_sha256=53bafb5c6a31c9014955f27b8be737704004daa919a4b8337675dd89943507ba;upstream_tokenizer_dropped_characters=none;rng_seed=sha256_literal_source_text,53bafb5c6a31c901,2026-08-13T13:30:00+05:00
stage_d_ru_dialogs_vits2_masha_neutral_v1:5b99e01ad7a1b996049e,processed/83/8361e5a6be41760db87fa0fad68ad114b91afb86cfaecb15c1772ad9c878ca4d.wav,52b7a8201ae19243e7831a2509114d6380ad3fafa40ad269241abd20e5f46ffb,test,spoof,ru,false,stage_d_ru_dialogs_vits2_masha_neutral_v1:fixed-profile:dialogs_ru_vits2:Masha:neutral,stage_d_ru_dialogs_vits2_masha_neutral_v1,Common Voice RU CC0-1.0; Dialogs-RU model card OpenRAIL declaration; Dialogs dataset OpenRAIL license,"Offline literal-text-only derivative of common_voice_ru_v24 text 2ccdd445bc6bd2cb348535fbe69ab3db469e9344095ac80dce135a1488e62ec8; Dialogs-RU model card OpenRAIL declaration; Dialogs dataset OpenRAIL license revision e25ba617b2b56bd1dbf255d3905c51bd8da3d31f explicitly covers models trained on the dataset and their outputs; permitted for the project's personal-research scope subject to its use restrictions; fixed Masha/neutral profile; no reference audio or voice cloning; upstream basic cleaner only; language provenance is intended input text until acoustic review; tokenizer_dropped_characters=–,…",stage_d_ru_dialogs_vits2_masha_neutral_v1:synthetic-profile:dialogs_ru_vits2:Masha:neutral,2ccdd445bc6bd2cb348535fbe69ab3db469e9344095ac80dce135a1488e62ec8,c1d3237b122fe54ad052535856d6dd0b4673526dd9a5ab2479dc12f67765408b,3.6688125,vits2_emotion_conditioned_tts,Dialogs-RU Expressive Russian TTS,hf-af7eabc15d087fce701de7261190ccb747c3bc7a; checkpoint-b565b7b5311bd29102f15d2700c69ea71569605bc756fb5bb49d98afdc5e1e43; weights-only-wrapper-188ed0e0d2a8db916160b75f51462cf59fe24bce60a919e88fedd7fa76846c71,dialogs_ru_vits2_masha_neutral:dialogs_ru_vits2:Masha:neutral,not_applicable:fixed_pretrained_tts_no_reference_audio,cpu,offline_text_only_vits2_weights_only_fixed_profile,22050,wav,"language_provenance=intended_input_text_only;literal_source_text_sha256=c1d3237b122fe54ad052535856d6dd0b4673526dd9a5ab2479dc12f67765408b;upstream_tokenizer_dropped_characters=–,…;rng_seed=sha256_literal_source_text",c1d3237b122fe54a,2026-08-13T13:30:00+05:00
stage_d_ru_dialogs_vits2_masha_neutral_v1:5e0f54e6d1eae16fcb12,processed/8d/8d738088162810da5a4e9968a7b3b9d3b20bb4ee7e2b01a66c2f1f50c96a99cb.wav,df72e5c0ff8fd4f7b0413b10096b512e69ea41b249eef956f5a308b8e59dd7a6,test,spoof,ru,false,stage_d_ru_dialogs_vits2_masha_neutral_v1:fixed-profile:dialogs_ru_vits2:Masha:neutral,stage_d_ru_dialogs_vits2_masha_neutral_v1,Common Voice RU CC0-1.0; Dialogs-RU model card OpenRAIL declaration; Dialogs dataset OpenRAIL license,Offline literal-text-only derivative of common_voice_ru_v24 text 67be50fe67cdb619dc9856e8846bf6e8b91ff44a736c1214337dc4d9e914abed; Dialogs-RU model card OpenRAIL declaration; Dialogs dataset OpenRAIL license revision e25ba617b2b56bd1dbf255d3905c51bd8da3d31f explicitly covers models trained on the dataset and their outputs; permitted for the project's personal-research scope subject to its use restrictions; fixed Masha/neutral profile; no reference audio or voice cloning; upstream basic cleaner only; language provenance is intended input text until acoustic review; tokenizer_dropped_characters=none,stage_d_ru_dialogs_vits2_masha_neutral_v1:synthetic-profile:dialogs_ru_vits2:Masha:neutral,67be50fe67cdb619dc9856e8846bf6e8b91ff44a736c1214337dc4d9e914abed,14e464b0c3e6b7818568b9a8fd16116952f7d91d2bcf4e948b9406844c234c52,3.7384375,vits2_emotion_conditioned_tts,Dialogs-RU Expressive Russian TTS,hf-af7eabc15d087fce701de7261190ccb747c3bc7a; checkpoint-b565b7b5311bd29102f15d2700c69ea71569605bc756fb5bb49d98afdc5e1e43; weights-only-wrapper-188ed0e0d2a8db916160b75f51462cf59fe24bce60a919e88fedd7fa76846c71,dialogs_ru_vits2_masha_neutral:dialogs_ru_vits2:Masha:neutral,not_applicable:fixed_pretrained_tts_no_reference_audio,cpu,offline_text_only_vits2_weights_only_fixed_profile,22050,wav,language_provenance=intended_input_text_only;literal_source_text_sha256=14e464b0c3e6b7818568b9a8fd16116952f7d91d2bcf4e948b9406844c234c52;upstream_tokenizer_dropped_characters=none;rng_seed=sha256_literal_source_text,14e464b0c3e6b781,2026-08-13T13:30:00+05:00
stage_d_ru_dialogs_vits2_masha_neutral_v1:62643b1c6568ae720a81,processed/06/060661bac10bc08b3f9fc2b21c8a5d54f88b2f88f000c6e7129dd03112ea2177.wav,9b35c51b77a765925e9db3a14efd70edfeacd6989f841b95e97134cd15d317c8,test,spoof,ru,false,stage_d_ru_dialogs_vits2_masha_neutral_v1:fixed-profile:dialogs_ru_vits2:Masha:neutral,stage_d_ru_dialogs_vits2_masha_neutral_v1,Common Voice RU CC0-1.0; Dialogs-RU model card OpenRAIL declaration; Dialogs dataset OpenRAIL license,Offline literal-text-only derivative of common_voice_ru_v24 text 8150e5c0d30646c91d09824331a97c4a8118c396a80e1e79cfc6ee95c6746634; Dialogs-RU model card OpenRAIL declaration; Dialogs dataset OpenRAIL license revision e25ba617b2b56bd1dbf255d3905c51bd8da3d31f explicitly covers models trained on the dataset and their outputs; permitted for the project's personal-research scope subject to its use restrictions; fixed Masha/neutral profile; no reference audio or voice cloning; upstream basic cleaner only; language provenance is intended input text until acoustic review; tokenizer_dropped_characters=none,stage_d_ru_dialogs_vits2_masha_neutral_v1:synthetic-profile:dialogs_ru_vits2:Masha:neutral,8150e5c0d30646c91d09824331a97c4a8118c396a80e1e79cfc6ee95c6746634,49411a00a0348526252ffc9d4d7543fb94172f6169007e7c57b739ee595eacac,3.680375,vits2_emotion_conditioned_tts,Dialogs-RU Expressive Russian TTS,hf-af7eabc15d087fce701de7261190ccb747c3bc7a; checkpoint-b565b7b5311bd29102f15d2700c69ea71569605bc756fb5bb49d98afdc5e1e43; weights-only-wrapper-188ed0e0d2a8db916160b75f51462cf59fe24bce60a919e88fedd7fa76846c71,dialogs_ru_vits2_masha_neutral:dialogs_ru_vits2:Masha:neutral,not_applicable:fixed_pretrained_tts_no_reference_audio,cpu,offline_text_only_vits2_weights_only_fixed_profile,22050,wav,language_provenance=intended_input_text_only;literal_source_text_sha256=49411a00a0348526252ffc9d4d7543fb94172f6169007e7c57b739ee595eacac;upstream_tokenizer_dropped_characters=none;rng_seed=sha256_literal_source_text,49411a00a0348526,2026-08-13T13:30:00+05:00
stage_d_ru_dialogs_vits2_masha_neutral_v1:63218f16464db77de21e,processed/88/88946f41a4540579ffef20a42bd6149a750391822d5586b903b06c6e75227fe6.wav,8da90ecb6578a82d6765b94dbd8fd2aefc8381a47263b4126168358bdb41cc6f,test,spoof,ru,false,stage_d_ru_dialogs_vits2_masha_neutral_v1:fixed-profile:dialogs_ru_vits2:Masha:neutral,stage_d_ru_dialogs_vits2_masha_neutral_v1,Common Voice RU CC0-1.0; Dialogs-RU model card OpenRAIL declaration; Dialogs dataset OpenRAIL license,Offline literal-text-only derivative of common_voice_ru_v24 text 3616c73e41866a26760ec2ac3856b9b948580b932c06bbac3961d2b3a33e6cd3; Dialogs-RU model card OpenRAIL declaration; Dialogs dataset OpenRAIL license revision e25ba617b2b56bd1dbf255d3905c51bd8da3d31f explicitly covers models trained on the dataset and their outputs; permitted for the project's personal-research scope subject to its use restrictions; fixed Masha/neutral profile; no reference audio or voice cloning; upstream basic cleaner only; language provenance is intended input text until acoustic review; tokenizer_dropped_characters=none,stage_d_ru_dialogs_vits2_masha_neutral_v1:synthetic-profile:dialogs_ru_vits2:Masha:neutral,3616c73e41866a26760ec2ac3856b9b948580b932c06bbac3961d2b3a33e6cd3,00d78959ddf3e53dc29a3742d53cfcfc85a1ddebf3656934216242539849ca35,3.7500625,vits2_emotion_conditioned_tts,Dialogs-RU Expressive Russian TTS,hf-af7eabc15d087fce701de7261190ccb747c3bc7a; checkpoint-b565b7b5311bd29102f15d2700c69ea71569605bc756fb5bb49d98afdc5e1e43; weights-only-wrapper-188ed0e0d2a8db916160b75f51462cf59fe24bce60a919e88fedd7fa76846c71,dialogs_ru_vits2_masha_neutral:dialogs_ru_vits2:Masha:neutral,not_applicable:fixed_pretrained_tts_no_reference_audio,cpu,offline_text_only_vits2_weights_only_fixed_profile,22050,wav,language_provenance=intended_input_text_only;literal_source_text_sha256=00d78959ddf3e53dc29a3742d53cfcfc85a1ddebf3656934216242539849ca35;upstream_tokenizer_dropped_characters=none;rng_seed=sha256_literal_source_text,00d78959ddf3e53d,2026-08-13T13:30:00+05:00
stage_d_ru_dialogs_vits2_masha_neutral_v1:6ad4f8e2d391e33a2dcf,processed/0f/0fe87e5f06739fbd0bdaab734325d16c91b5a0a16465acbf6c786b2d64e3797c.wav,53dfeff38a6cba1f2615370b503ccd0b4e058310c875f2fc5a56a5bfe8332b07,test,spoof,ru,false,stage_d_ru_dialogs_vits2_masha_neutral_v1:fixed-profile:dialogs_ru_vits2:Masha:neutral,stage_d_ru_dialogs_vits2_masha_neutral_v1,Common Voice RU CC0-1.0; Dialogs-RU model card OpenRAIL declaration; Dialogs dataset OpenRAIL license,Offline literal-text-only derivative of common_voice_ru_v24 text cb9474ea2d81a27a725d11dcdc3e94549a3ef0b64918f1a5fee2e0db54982022; Dialogs-RU model card OpenRAIL declaration; Dialogs dataset OpenRAIL license revision e25ba617b2b56bd1dbf255d3905c51bd8da3d31f explicitly covers models trained on the dataset and their outputs; permitted for the project's personal-research scope subject to its use restrictions; fixed Masha/neutral profile; no reference audio or voice cloning; upstream basic cleaner only; language provenance is intended input text until acoustic review; tokenizer_dropped_characters=none,stage_d_ru_dialogs_vits2_masha_neutral_v1:synthetic-profile:dialogs_ru_vits2:Masha:neutral,cb9474ea2d81a27a725d11dcdc3e94549a3ef0b64918f1a5fee2e0db54982022,b3eaf74510206a8a24fe71ae335e8a72279c9d4f91b653bf97b7e1a057cdcfa1,2.937375,vits2_emotion_conditioned_tts,Dialogs-RU Expressive Russian TTS,hf-af7eabc15d087fce701de7261190ccb747c3bc7a; checkpoint-b565b7b5311bd29102f15d2700c69ea71569605bc756fb5bb49d98afdc5e1e43; weights-only-wrapper-188ed0e0d2a8db916160b75f51462cf59fe24bce60a919e88fedd7fa76846c71,dialogs_ru_vits2_masha_neutral:dialogs_ru_vits2:Masha:neutral,not_applicable:fixed_pretrained_tts_no_reference_audio,cpu,offline_text_only_vits2_weights_only_fixed_profile,22050,wav,language_provenance=intended_input_text_only;literal_source_text_sha256=b3eaf74510206a8a24fe71ae335e8a72279c9d4f91b653bf97b7e1a057cdcfa1;upstream_tokenizer_dropped_characters=none;rng_seed=sha256_literal_source_text,b3eaf74510206a8a,2026-08-13T13:30:00+05:00
