protocol_id,packet_sha256,sample_id,language,audio_sha256,reviewer_pseudo_id,review_status,speech_intelligible,lexical_content_preserved,language_preserved,severe_artifacts,notes
fresh-suite-stage-c-kazakhtts-full-acoustic-gate-v1,6b4ada9ffd10b3c1cb1c30f6b1794b483e4ec31017333b7401cff31d414f5d14,fresh_suite_v1_kazakhtts_tacotron2_pwg:79d813026ca033c8f596,kk,95cc437b82fc0a79dbdc9893b770687f0b5aa6ec5f329fd533834bb7b812a568,reviewer_1,pass,yes,yes,yes,no,
fresh-suite-stage-c-kazakhtts-full-acoustic-gate-v1,6b4ada9ffd10b3c1cb1c30f6b1794b483e4ec31017333b7401cff31d414f5d14,fresh_suite_v1_kazakhtts_tacotron2_pwg:3809a377f2709093e211,kk,1a9ad68b167db8bc72a828ce7ba7599a3a6f526c5c7894454435d60057fccb5b,reviewer_1,pass,yes,yes,yes,no,
fresh-suite-stage-c-kazakhtts-full-acoustic-gate-v1,6b4ada9ffd10b3c1cb1c30f6b1794b483e4ec31017333b7401cff31d414f5d14,fresh_suite_v1_kazakhtts_tacotron2_pwg:c09d130b815e308df1ca,kk,4b7f7ae038e1380f16a4ddec40040972d9ec0920a7591815805dc7ab07190ea2,reviewer_1,pass,yes,yes,yes,no,
fresh-suite-stage-c-kazakhtts-full-acoustic-gate-v1,6b4ada9ffd10b3c1cb1c30f6b1794b483e4ec31017333b7401cff31d414f5d14,fresh_suite_v1_kazakhtts_tacotron2_pwg:605b701708477be72d6c,kk,14326d440a572f76c997cdcdf8051464eb855c14884c1cf5bcdc85fca22ef425,reviewer_1,pass,yes,yes,yes,no,
fresh-suite-stage-c-kazakhtts-full-acoustic-gate-v1,6b4ada9ffd10b3c1cb1c30f6b1794b483e4ec31017333b7401cff31d414f5d14,fresh_suite_v1_kazakhtts_tacotron2_pwg:56ac7c4b26ff8bc27bba,kk,6431d55f8653b8405274a15a51ec351d53f245b792e7b71ee15a9b84dc86c691,reviewer_1,pass,yes,yes,yes,no,
fresh-suite-stage-c-kazakhtts-full-acoustic-gate-v1,6b4ada9ffd10b3c1cb1c30f6b1794b483e4ec31017333b7401cff31d414f5d14,fresh_suite_v1_kazakhtts_tacotron2_pwg:17bbc8fcbbb32292154b,kk,ebda02dd3d2ce1847e1e6fa402021c6f26d6418db27bcc56e8f67fab7df50ba0,reviewer_1,pass,yes,yes,yes,no,
fresh-suite-stage-c-kazakhtts-full-acoustic-gate-v1,6b4ada9ffd10b3c1cb1c30f6b1794b483e4ec31017333b7401cff31d414f5d14,fresh_suite_v1_kazakhtts_tacotron2_pwg:82e1aff5a71c774045e1,kk,2ad4d22680d335a2a757f693145b844abab28e3a0ca66e8dcbab4adf9422d6f3,reviewer_1,pass,yes,yes,yes,no,
fresh-suite-stage-c-kazakhtts-full-acoustic-gate-v1,6b4ada9ffd10b3c1cb1c30f6b1794b483e4ec31017333b7401cff31d414f5d14,fresh_suite_v1_kazakhtts_tacotron2_pwg:4076b5c20779ebb133be,kk,f84f1a258274f2d3e6e73c6da5186b92d3d84413fae4492685c17dfcda94d886,reviewer_1,pass,yes,yes,yes,no,
fresh-suite-stage-c-kazakhtts-full-acoustic-gate-v1,6b4ada9ffd10b3c1cb1c30f6b1794b483e4ec31017333b7401cff31d414f5d14,fresh_suite_v1_kazakhtts_tacotron2_pwg:942662023937f4be9f46,kk,7747dfece8e45cfe17ce96a25c52391924a6c1494989bf8b8c76cf5eaf6f2ee5,reviewer_1,pass,yes,yes,yes,no,
fresh-suite-stage-c-kazakhtts-full-acoustic-gate-v1,6b4ada9ffd10b3c1cb1c30f6b1794b483e4ec31017333b7401cff31d414f5d14,fresh_suite_v1_kazakhtts_tacotron2_pwg:cdc9cbffd3e3e115f6ab,kk,d40225a9b3e2a97447b941c3959cbd258d59ef6cf33756739ed8490e91cddab1,reviewer_1,pass,yes,yes,yes,no,
fresh-suite-stage-c-kazakhtts-full-acoustic-gate-v1,6b4ada9ffd10b3c1cb1c30f6b1794b483e4ec31017333b7401cff31d414f5d14,fresh_suite_v1_kazakhtts_tacotron2_pwg:ac7cb7fbe0322e0a82a6,kk,0a49bdf4acfcb842676194addc4a367fd6eb930079275ee2cc6e303c1568f5ee,reviewer_1,pass,yes,yes,yes,no,
fresh-suite-stage-c-kazakhtts-full-acoustic-gate-v1,6b4ada9ffd10b3c1cb1c30f6b1794b483e4ec31017333b7401cff31d414f5d14,fresh_suite_v1_kazakhtts_tacotron2_pwg:ecb8080ef1ba27e1fc3c,kk,7fc5dd574973fa10e14720cdff3f8bea1415348e759dca15a644b6acf0cd3a70,reviewer_1,pass,yes,yes,yes,no,
fresh-suite-stage-c-kazakhtts-full-acoustic-gate-v1,6b4ada9ffd10b3c1cb1c30f6b1794b483e4ec31017333b7401cff31d414f5d14,fresh_suite_v1_kazakhtts_tacotron2_pwg:d5702ab3c0b4f9577c5c,kk,428f068009d8a1a907e8854cd5f74fb7ee2b1bd2ac4fd2a9513396c26cd9ca23,reviewer_1,pass,yes,yes,yes,no,
fresh-suite-stage-c-kazakhtts-full-acoustic-gate-v1,6b4ada9ffd10b3c1cb1c30f6b1794b483e4ec31017333b7401cff31d414f5d14,fresh_suite_v1_kazakhtts_tacotron2_pwg:fd1a2a716013f868febd,kk,6d83104d333746faee80234d62661c7c70c4b3888bbd3d30831803a3140da178,reviewer_1,pass,yes,yes,yes,no,
fresh-suite-stage-c-kazakhtts-full-acoustic-gate-v1,6b4ada9ffd10b3c1cb1c30f6b1794b483e4ec31017333b7401cff31d414f5d14,fresh_suite_v1_kazakhtts_tacotron2_pwg:572ce11b90a6a4237a67,kk,f727b9e72babaee8d668746d93db1e3f6f7dc3d57f6e1400eeb5c44bd27d4966,reviewer_1,pass,yes,yes,yes,no,
fresh-suite-stage-c-kazakhtts-full-acoustic-gate-v1,6b4ada9ffd10b3c1cb1c30f6b1794b483e4ec31017333b7401cff31d414f5d14,fresh_suite_v1_kazakhtts_tacotron2_pwg:8b3e14669fd077a98685,kk,bd608362f266c40159830636cc212f5160435a8ce27a96a35a34883b8349f23d,reviewer_1,pass,yes,yes,yes,no,
fresh-suite-stage-c-kazakhtts-full-acoustic-gate-v1,6b4ada9ffd10b3c1cb1c30f6b1794b483e4ec31017333b7401cff31d414f5d14,fresh_suite_v1_kazakhtts_tacotron2_pwg:0c4900dbfb7391815fd8,kk,f88c23fd4e55a1d9e9ab62054cdb51c93730b7c0800f3e1f8069646ed0ea9344,reviewer_1,pass,yes,yes,yes,no,
fresh-suite-stage-c-kazakhtts-full-acoustic-gate-v1,6b4ada9ffd10b3c1cb1c30f6b1794b483e4ec31017333b7401cff31d414f5d14,fresh_suite_v1_kazakhtts_tacotron2_pwg:ffbb4a24af505e04cc8d,kk,08eb34e40a6ad3f813bd7641a6332f96cc395e2240e694f33ac9829503d4b596,reviewer_1,pass,yes,yes,yes,no,
fresh-suite-stage-c-kazakhtts-full-acoustic-gate-v1,6b4ada9ffd10b3c1cb1c30f6b1794b483e4ec31017333b7401cff31d414f5d14,fresh_suite_v1_kazakhtts_tacotron2_pwg:34334ddb9ca449311d26,kk,f5ab1bbdd752f72ba4f0e1effe9e3f6217ecd1d5aad8593beb989cc3aacad57d,reviewer_1,pass,yes,yes,yes,no,
fresh-suite-stage-c-kazakhtts-full-acoustic-gate-v1,6b4ada9ffd10b3c1cb1c30f6b1794b483e4ec31017333b7401cff31d414f5d14,fresh_suite_v1_kazakhtts_tacotron2_pwg:c8babdccfc5017cb48d1,kk,844c25d8efffe653d79c0e16ca27353414c2c142cdbad3f86d263eb0e8d7dc23,reviewer_1,pass,yes,yes,yes,no,
fresh-suite-stage-c-kazakhtts-full-acoustic-gate-v1,6b4ada9ffd10b3c1cb1c30f6b1794b483e4ec31017333b7401cff31d414f5d14,fresh_suite_v1_kazakhtts_tacotron2_pwg:32fb6ce4b3f8cbaecf8b,kk,0b9d3c96627cc06272126d0735f61c5223aa6553cf28f04009ae19a7504d5fff,reviewer_1,pass,yes,yes,yes,no,
fresh-suite-stage-c-kazakhtts-full-acoustic-gate-v1,6b4ada9ffd10b3c1cb1c30f6b1794b483e4ec31017333b7401cff31d414f5d14,fresh_suite_v1_kazakhtts_tacotron2_pwg:ca4115bce7b40576f99e,kk,612ec145a4bc6aa965f7f1cf814ad5f0340df3faf1ea9894ddceb7e5637df69f,reviewer_1,pass,yes,yes,yes,no,
fresh-suite-stage-c-kazakhtts-full-acoustic-gate-v1,6b4ada9ffd10b3c1cb1c30f6b1794b483e4ec31017333b7401cff31d414f5d14,fresh_suite_v1_kazakhtts_tacotron2_pwg:8f9b6be3c0fc2d2b70c7,kk,763e89834e4004e112a7d786d9f408c15596858ceb170387c1db5a2224b79153,reviewer_1,pass,yes,yes,yes,no,
fresh-suite-stage-c-kazakhtts-full-acoustic-gate-v1,6b4ada9ffd10b3c1cb1c30f6b1794b483e4ec31017333b7401cff31d414f5d14,fresh_suite_v1_kazakhtts_tacotron2_pwg:0ebb9ed4b49873e45aa9,kk,85ffceb93d74ba6a15ea1e7449e6e87641af216fc2630929914f3a733e7a8ca5,reviewer_1,pass,yes,yes,yes,no,
fresh-suite-stage-c-kazakhtts-full-acoustic-gate-v1,6b4ada9ffd10b3c1cb1c30f6b1794b483e4ec31017333b7401cff31d414f5d14,fresh_suite_v1_kazakhtts_tacotron2_pwg:6265aa77ee8578c0b84d,kk,a000893b63c87a3ca5bd84b29a0235b0b49c7193e68fae97555d469a004ad8b7,reviewer_1,pass,yes,yes,yes,no,
fresh-suite-stage-c-kazakhtts-full-acoustic-gate-v1,6b4ada9ffd10b3c1cb1c30f6b1794b483e4ec31017333b7401cff31d414f5d14,fresh_suite_v1_kazakhtts_tacotron2_pwg:1073cc16535b8350191a,kk,00d42e5a0b6adae6a7f7831775b5ba3e4c2f2af27b4ff94c40bc3ed72754494c,reviewer_1,pass,yes,yes,yes,no,
fresh-suite-stage-c-kazakhtts-full-acoustic-gate-v1,6b4ada9ffd10b3c1cb1c30f6b1794b483e4ec31017333b7401cff31d414f5d14,fresh_suite_v1_kazakhtts_tacotron2_pwg:fb18d281cbf400ea8ef8,kk,80b4981ed74d416e49a1280aa5116f9231c247df247d992868973dd9512d7d9f,reviewer_1,pass,yes,yes,yes,no,
fresh-suite-stage-c-kazakhtts-full-acoustic-gate-v1,6b4ada9ffd10b3c1cb1c30f6b1794b483e4ec31017333b7401cff31d414f5d14,fresh_suite_v1_kazakhtts_tacotron2_pwg:08bb1641e063dd45fc31,kk,52719c9119436a8118c0e07c8f5caec22a80c9c2ee0cc51e3fda6a13f828458f,reviewer_1,pass,yes,yes,yes,no,
fresh-suite-stage-c-kazakhtts-full-acoustic-gate-v1,6b4ada9ffd10b3c1cb1c30f6b1794b483e4ec31017333b7401cff31d414f5d14,fresh_suite_v1_kazakhtts_tacotron2_pwg:d090c4b0eb2d2472fbe4,kk,cbd6ba52699f52be415e3c3b662bc8483af96f2909ec5376a6f46d4ab0052a56,reviewer_1,pass,yes,yes,yes,no,
fresh-suite-stage-c-kazakhtts-full-acoustic-gate-v1,6b4ada9ffd10b3c1cb1c30f6b1794b483e4ec31017333b7401cff31d414f5d14,fresh_suite_v1_kazakhtts_tacotron2_pwg:95ca8c125184e6c55c32,kk,eaa3454d24ff66469c5ea2eb2cd341f27c871adfa8d944ca5fdd9e19b937a584,reviewer_1,pass,yes,yes,yes,no,
fresh-suite-stage-c-kazakhtts-full-acoustic-gate-v1,6b4ada9ffd10b3c1cb1c30f6b1794b483e4ec31017333b7401cff31d414f5d14,fresh_suite_v1_kazakhtts_tacotron2_pwg:83f8fd5b5883e91e6dfc,kk,1af9ae88023171bfa39bde731168fddd4b41b1c338cf5127dfc43a1e75481482,reviewer_1,pass,yes,yes,yes,no,
fresh-suite-stage-c-kazakhtts-full-acoustic-gate-v1,6b4ada9ffd10b3c1cb1c30f6b1794b483e4ec31017333b7401cff31d414f5d14,fresh_suite_v1_kazakhtts_tacotron2_pwg:8da467b1a2f4db2cf516,kk,c53bb0c42642b2bef4d0e39fac0d64d5cbd3400d3233619d43e69e9c0090cfc0,reviewer_1,pass,yes,yes,yes,no,
fresh-suite-stage-c-kazakhtts-full-acoustic-gate-v1,6b4ada9ffd10b3c1cb1c30f6b1794b483e4ec31017333b7401cff31d414f5d14,fresh_suite_v1_kazakhtts_tacotron2_pwg:cab13ad9db9aa34fffb0,kk,28889d5065d8901d1a463e2fe0bd4e2398363a94276d62249032336cd84401a5,reviewer_1,pass,yes,yes,yes,no,
fresh-suite-stage-c-kazakhtts-full-acoustic-gate-v1,6b4ada9ffd10b3c1cb1c30f6b1794b483e4ec31017333b7401cff31d414f5d14,fresh_suite_v1_kazakhtts_tacotron2_pwg:5d8fbd4d48e2ae817f33,kk,ab0ead0f8bd29eb4ffa5557eb068b2615fb2ab004bcf020845a07175e1606be6,reviewer_1,pass,yes,yes,yes,no,
fresh-suite-stage-c-kazakhtts-full-acoustic-gate-v1,6b4ada9ffd10b3c1cb1c30f6b1794b483e4ec31017333b7401cff31d414f5d14,fresh_suite_v1_kazakhtts_tacotron2_pwg:d4bcbbea352927936464,kk,077500172b0b80691a551753ec70ba117c47e4d07f95a661bd64ca0a93a4196b,reviewer_1,pass,yes,yes,yes,no,
fresh-suite-stage-c-kazakhtts-full-acoustic-gate-v1,6b4ada9ffd10b3c1cb1c30f6b1794b483e4ec31017333b7401cff31d414f5d14,fresh_suite_v1_kazakhtts_tacotron2_pwg:2b195d780ea0a5a252cf,kk,ce1e0dcaf5b7e5c59047f6967a5c95d2159f776c0d06a70690014360efd7d6cb,reviewer_1,pass,yes,yes,yes,no,
fresh-suite-stage-c-kazakhtts-full-acoustic-gate-v1,6b4ada9ffd10b3c1cb1c30f6b1794b483e4ec31017333b7401cff31d414f5d14,fresh_suite_v1_kazakhtts_tacotron2_pwg:b5ff9d326cba0d68728f,kk,8b9230830d3d9cfe2c35a1b5ef63bc6f3774be678ec86ec64407fc7eea4580dd,reviewer_1,pass,yes,yes,yes,no,
fresh-suite-stage-c-kazakhtts-full-acoustic-gate-v1,6b4ada9ffd10b3c1cb1c30f6b1794b483e4ec31017333b7401cff31d414f5d14,fresh_suite_v1_kazakhtts_tacotron2_pwg:f5f0913b9c810286fc40,kk,46386cf756ed50e3357d726b89eda8e7223b7ed921f7a03cf73350d72adf3a10,reviewer_1,pass,yes,yes,yes,no,
fresh-suite-stage-c-kazakhtts-full-acoustic-gate-v1,6b4ada9ffd10b3c1cb1c30f6b1794b483e4ec31017333b7401cff31d414f5d14,fresh_suite_v1_kazakhtts_tacotron2_pwg:24b2ae123489ef7b14f0,kk,38764a56df1553e299859ecedc99cd68b87dadc865f0c64dbba0df4b646fcdc5,reviewer_1,pass,yes,yes,yes,no,
fresh-suite-stage-c-kazakhtts-full-acoustic-gate-v1,6b4ada9ffd10b3c1cb1c30f6b1794b483e4ec31017333b7401cff31d414f5d14,fresh_suite_v1_kazakhtts_tacotron2_pwg:a4577747afdd48177337,kk,ecb00aeee61208fb8c403342fbfc4aecc5006ab98513144737f03977463edaee,reviewer_1,pass,yes,yes,yes,no,
fresh-suite-stage-c-kazakhtts-full-acoustic-gate-v1,6b4ada9ffd10b3c1cb1c30f6b1794b483e4ec31017333b7401cff31d414f5d14,fresh_suite_v1_kazakhtts_tacotron2_pwg:fcd3889c5e73077f698e,kk,3313c07a966649f9f5ed3f7ef6d67b9e62634fb62556a4f3313da8d009be925e,reviewer_1,pass,yes,yes,yes,no,
fresh-suite-stage-c-kazakhtts-full-acoustic-gate-v1,6b4ada9ffd10b3c1cb1c30f6b1794b483e4ec31017333b7401cff31d414f5d14,fresh_suite_v1_kazakhtts_tacotron2_pwg:0c603e7d0c92154199ba,kk,474f24be1f681c448fb4a261bc6a9a422b09c66fe4b2cd970ca41721cda75008,reviewer_1,pass,yes,yes,yes,no,
fresh-suite-stage-c-kazakhtts-full-acoustic-gate-v1,6b4ada9ffd10b3c1cb1c30f6b1794b483e4ec31017333b7401cff31d414f5d14,fresh_suite_v1_kazakhtts_tacotron2_pwg:3c9df75f3453c9894bb1,kk,1597cce14b327667a4f5af61f41e89ade92a4b5d8be178743b606d06fb068a37,reviewer_1,pass,yes,yes,yes,no,
fresh-suite-stage-c-kazakhtts-full-acoustic-gate-v1,6b4ada9ffd10b3c1cb1c30f6b1794b483e4ec31017333b7401cff31d414f5d14,fresh_suite_v1_kazakhtts_tacotron2_pwg:74cd927af6ded07db25d,kk,73dd668b1a6166231fcef5524be82e73923c5ade66e4efb39634c9d4f8ae0d08,reviewer_1,pass,yes,yes,yes,no,
fresh-suite-stage-c-kazakhtts-full-acoustic-gate-v1,6b4ada9ffd10b3c1cb1c30f6b1794b483e4ec31017333b7401cff31d414f5d14,fresh_suite_v1_kazakhtts_tacotron2_pwg:d4658e15092519bbb135,kk,2336676ac44d6383a60e8b3207818f39bbbec7e1c040c473e4e0b05fa3066b60,reviewer_1,pass,yes,yes,yes,no,
fresh-suite-stage-c-kazakhtts-full-acoustic-gate-v1,6b4ada9ffd10b3c1cb1c30f6b1794b483e4ec31017333b7401cff31d414f5d14,fresh_suite_v1_kazakhtts_tacotron2_pwg:41890d0c84830f5b6c5b,kk,3e1eaf10847c69fcdf6076910d1f1b2337f132d38c0e2a461afc2888ee0bef0c,reviewer_1,pass,yes,yes,yes,no,
fresh-suite-stage-c-kazakhtts-full-acoustic-gate-v1,6b4ada9ffd10b3c1cb1c30f6b1794b483e4ec31017333b7401cff31d414f5d14,fresh_suite_v1_kazakhtts_tacotron2_pwg:9f6a8a7c432dec6a8865,mixed,bb3f556075e7e7523ed98ac8380a63a584e8fc517209bbcc2c0743cddada6c5b,reviewer_1,pass,yes,yes,yes,no,
fresh-suite-stage-c-kazakhtts-full-acoustic-gate-v1,6b4ada9ffd10b3c1cb1c30f6b1794b483e4ec31017333b7401cff31d414f5d14,fresh_suite_v1_kazakhtts_tacotron2_pwg:ebebfbf21fda4ea2f033,mixed,15b63c601c8b54ecb9bea0b8ba85e20914f15a491b843c01f988e8478a7bc74a,reviewer_1,pass,yes,yes,yes,no,
fresh-suite-stage-c-kazakhtts-full-acoustic-gate-v1,6b4ada9ffd10b3c1cb1c30f6b1794b483e4ec31017333b7401cff31d414f5d14,fresh_suite_v1_kazakhtts_tacotron2_pwg:9ab028029dc5f2ff0b1c,mixed,79f2fdbd863c75830403a23f2f182614c438c54356886799ae42e3b3f2d1deaa,reviewer_1,pass,yes,yes,yes,no,
fresh-suite-stage-c-kazakhtts-full-acoustic-gate-v1,6b4ada9ffd10b3c1cb1c30f6b1794b483e4ec31017333b7401cff31d414f5d14,fresh_suite_v1_kazakhtts_tacotron2_pwg:8380ca2d19f7a6a03eaf,mixed,3b8f96ba73bd2c7dd5fa9617acf839fd07da036e82e03226e9b48e6a324394c6,reviewer_1,pass,yes,yes,yes,no,
fresh-suite-stage-c-kazakhtts-full-acoustic-gate-v1,6b4ada9ffd10b3c1cb1c30f6b1794b483e4ec31017333b7401cff31d414f5d14,fresh_suite_v1_kazakhtts_tacotron2_pwg:07f0dff9d8b2e2a61835,mixed,f9198c98ef27e2ec5b79b7eda04ab8cc54680a8285f3a369c2c19f0a67a3f6e1,reviewer_1,pass,yes,yes,yes,no,
fresh-suite-stage-c-kazakhtts-full-acoustic-gate-v1,6b4ada9ffd10b3c1cb1c30f6b1794b483e4ec31017333b7401cff31d414f5d14,fresh_suite_v1_kazakhtts_tacotron2_pwg:29a6acda22ab1d1ff783,mixed,b6622b8380e37d969d366fbe59591607d7f574180855b0472d6da8c677cc9166,reviewer_1,pass,yes,yes,yes,no,
fresh-suite-stage-c-kazakhtts-full-acoustic-gate-v1,6b4ada9ffd10b3c1cb1c30f6b1794b483e4ec31017333b7401cff31d414f5d14,fresh_suite_v1_kazakhtts_tacotron2_pwg:80da0ab7ebb97bbf1da3,mixed,1fd0040db9a76f89be36bc47f70980faffdc2ba847e94573ce5cad9a0d7968ab,reviewer_1,pass,yes,yes,yes,no,
fresh-suite-stage-c-kazakhtts-full-acoustic-gate-v1,6b4ada9ffd10b3c1cb1c30f6b1794b483e4ec31017333b7401cff31d414f5d14,fresh_suite_v1_kazakhtts_tacotron2_pwg:e1edefaf2c225e04d3b2,mixed,f2ac90bae040b9feabbcbee616478dc167314e81c3d84f5323de9310b2c065e0,reviewer_1,pass,yes,yes,yes,no,
fresh-suite-stage-c-kazakhtts-full-acoustic-gate-v1,6b4ada9ffd10b3c1cb1c30f6b1794b483e4ec31017333b7401cff31d414f5d14,fresh_suite_v1_kazakhtts_tacotron2_pwg:0645ba2d63b6e13139a1,mixed,7fbb9d44009e3298c230002cb6dcb08a7e2c58c4d5ca4178c9de6ae04fd40bf6,reviewer_1,pass,yes,yes,yes,no,
fresh-suite-stage-c-kazakhtts-full-acoustic-gate-v1,6b4ada9ffd10b3c1cb1c30f6b1794b483e4ec31017333b7401cff31d414f5d14,fresh_suite_v1_kazakhtts_tacotron2_pwg:6e1f31aaa9a7fcf96c87,mixed,8e4d3240fb884cb34b961a3cec608f250478394ecd00c51e4050165d8b370bfa,reviewer_1,pass,yes,yes,yes,no,
fresh-suite-stage-c-kazakhtts-full-acoustic-gate-v1,6b4ada9ffd10b3c1cb1c30f6b1794b483e4ec31017333b7401cff31d414f5d14,fresh_suite_v1_kazakhtts_tacotron2_pwg:81b1f01bbb374ff96c73,mixed,90aa05c0ec4cdf4e575e0822a02c505dc6caef47c30f913fa11417ae83d5ed19,reviewer_1,pass,yes,yes,yes,no,
fresh-suite-stage-c-kazakhtts-full-acoustic-gate-v1,6b4ada9ffd10b3c1cb1c30f6b1794b483e4ec31017333b7401cff31d414f5d14,fresh_suite_v1_kazakhtts_tacotron2_pwg:ae9c7ade43a078d4ad9f,mixed,162178765537125164348ed41ae812f8c25c4cc8f32fdd2d7c55a04badecd5fe,reviewer_1,pass,yes,yes,yes,no,
fresh-suite-stage-c-kazakhtts-full-acoustic-gate-v1,6b4ada9ffd10b3c1cb1c30f6b1794b483e4ec31017333b7401cff31d414f5d14,fresh_suite_v1_kazakhtts_tacotron2_pwg:c2262328df3d2888875f,mixed,e964f009db073e807a7ba4cda88a40d4292a560a167625ee73418fa503b0806b,reviewer_1,pass,yes,yes,yes,no,
