protocol_id,packet_sha256,text_hash,label,sample_id,audio_sha256,reviewer_pseudo_id,review_status,russian_audible,lexical_content_preserved,notes
fleurs-ru-acoustic-language-preservation-v1,7aecbebbd91444fe75bf261c15715862a7bb194bb501e8862d01b3f02059ff40,157c3ab94eaadafd9b5cc3dce2e05a37cd8ccc04d6e6a5274108d2b2af32e7bd,spoof,fleurs_ru_v1_espeakng:180a269e700441bc,2c324643559c09d05be704d39636166ed584f878cabf922561c02c90aefbee37,reviewer_2,pass,yes,yes,
fleurs-ru-acoustic-language-preservation-v1,7aecbebbd91444fe75bf261c15715862a7bb194bb501e8862d01b3f02059ff40,1904a39fff9ce9ce1e94ab9f8ea2b6accaf8ba39f4b3f179f4bb778c57288b1e,bonafide,google_fleurs_ru_v1:7620456442419996724,2e67300d6214c4fa6a8356daab780c7d5afb1d8109dbc6b42f78aaac6611feed,reviewer_2,pass,yes,yes,
fleurs-ru-acoustic-language-preservation-v1,7aecbebbd91444fe75bf261c15715862a7bb194bb501e8862d01b3f02059ff40,1904a39fff9ce9ce1e94ab9f8ea2b6accaf8ba39f4b3f179f4bb778c57288b1e,spoof,fleurs_ru_v1_espeakng:883f2eb3d2107efb,0cc8bff8e0fe0fa59b410efa559654eac9c91073b91946ddb68f3c1f61b2bbb2,reviewer_2,pass,yes,yes,
fleurs-ru-acoustic-language-preservation-v1,7aecbebbd91444fe75bf261c15715862a7bb194bb501e8862d01b3f02059ff40,1aa105bc8c96fadf41b96ff494a6f70cdec163de854f4682faa199789cf0ea3a,bonafide,google_fleurs_ru_v1:6038928987840633402,6148183e0eb14f1b26f954b7ac1d8d62b497c5568748b878d19d097b7c732792,reviewer_2,pass,yes,yes,
fleurs-ru-acoustic-language-preservation-v1,7aecbebbd91444fe75bf261c15715862a7bb194bb501e8862d01b3f02059ff40,1aa105bc8c96fadf41b96ff494a6f70cdec163de854f4682faa199789cf0ea3a,spoof,fleurs_ru_v1_espeakng:85467fe2acecd4c9,5ff1f10fa3a5a8107c9f72064d982daac39be9a8af175c290e8b126e5e083a16,reviewer_2,pass,yes,yes,
fleurs-ru-acoustic-language-preservation-v1,7aecbebbd91444fe75bf261c15715862a7bb194bb501e8862d01b3f02059ff40,1b420b82f7af74d3b115eb8e5e995fc053f24f0700fc12e7dcd8139d2238c7d2,bonafide,google_fleurs_ru_v1:15723153687264756772,3a7424954c70f9b53775d9785a86339102df3d76cfe64a9540443b047d7c2ceb,reviewer_2,pass,yes,yes,
fleurs-ru-acoustic-language-preservation-v1,7aecbebbd91444fe75bf261c15715862a7bb194bb501e8862d01b3f02059ff40,1b420b82f7af74d3b115eb8e5e995fc053f24f0700fc12e7dcd8139d2238c7d2,spoof,fleurs_ru_v1_espeakng:381f56277592fa0e,64b882502d1da959a1129ea07a17224e35a97381067a2fcd901c3479abf691e0,reviewer_2,pass,yes,yes,
fleurs-ru-acoustic-language-preservation-v1,7aecbebbd91444fe75bf261c15715862a7bb194bb501e8862d01b3f02059ff40,1d75f7d63cfcb842ee825b5b5bf2b99fcf74a1fb803958012097ad86613a04fc,bonafide,google_fleurs_ru_v1:5812961093372884470,a4f2b33a54a2d9e8be14b3f130ac9ba3fab333251ea9345abb615788ecedd14e,reviewer_2,pass,yes,yes,
fleurs-ru-acoustic-language-preservation-v1,7aecbebbd91444fe75bf261c15715862a7bb194bb501e8862d01b3f02059ff40,1d75f7d63cfcb842ee825b5b5bf2b99fcf74a1fb803958012097ad86613a04fc,spoof,fleurs_ru_v1_espeakng:1bcecd129c2c17e9,9e71955f6503e2c21ed0813c02dc108924c80be9cba63be077ae2491c6b3c979,reviewer_2,pass,yes,yes,
fleurs-ru-acoustic-language-preservation-v1,7aecbebbd91444fe75bf261c15715862a7bb194bb501e8862d01b3f02059ff40,1ff31668e5fc2edb3a20844393a3ca1b4b0e81a6ed6cc802c9909ba018025e50,bonafide,google_fleurs_ru_v1:10088495134879972122,a4a910f1c1dc500f6d6b1d446f042e53746471c548c7de9b5aba9ba519fe14ee,reviewer_2,pass,yes,yes,
fleurs-ru-acoustic-language-preservation-v1,7aecbebbd91444fe75bf261c15715862a7bb194bb501e8862d01b3f02059ff40,1ff31668e5fc2edb3a20844393a3ca1b4b0e81a6ed6cc802c9909ba018025e50,spoof,fleurs_ru_v1_espeakng:3ffc8f76926c04f1,7d3b0a9193e99c65c246a764b35a8d7f67f5530236851235bd7bdfe678d64f79,reviewer_2,pass,yes,yes,
fleurs-ru-acoustic-language-preservation-v1,7aecbebbd91444fe75bf261c15715862a7bb194bb501e8862d01b3f02059ff40,239c1d7002d4b448aca0ba2501792a46892bacee1b51e21cd57e60370791e858,bonafide,google_fleurs_ru_v1:17560974028619747371,96e268358557432b4367e05cb021aa2a2644e2b42fd9aefb1929a84bc41464f1,reviewer_2,pass,yes,yes,
fleurs-ru-acoustic-language-preservation-v1,7aecbebbd91444fe75bf261c15715862a7bb194bb501e8862d01b3f02059ff40,239c1d7002d4b448aca0ba2501792a46892bacee1b51e21cd57e60370791e858,spoof,fleurs_ru_v1_espeakng:2901833c6f7eada6,4db595a3d8e7711b2f68ddf8446b68b1116c4a62f7c069e8c5ee619de6c0b552,reviewer_2,pass,yes,yes,
fleurs-ru-acoustic-language-preservation-v1,7aecbebbd91444fe75bf261c15715862a7bb194bb501e8862d01b3f02059ff40,2880e01453306b59524ef41f3d840ecf20fc08e3c573e1e8a662097026cc8f88,bonafide,google_fleurs_ru_v1:14947895920565116918,29b226a57ffdf6902c72f7efde43c70861cf1a5927db7321a225f86b255b2ec6,reviewer_2,pass,yes,yes,
fleurs-ru-acoustic-language-preservation-v1,7aecbebbd91444fe75bf261c15715862a7bb194bb501e8862d01b3f02059ff40,2880e01453306b59524ef41f3d840ecf20fc08e3c573e1e8a662097026cc8f88,spoof,fleurs_ru_v1_espeakng:a1d0ec4efbad7520,2e3bc97f5c07ba4307e256120172da48e8b3dedd89eafc93bf91be4d1674a27c,reviewer_2,pass,yes,yes,
fleurs-ru-acoustic-language-preservation-v1,7aecbebbd91444fe75bf261c15715862a7bb194bb501e8862d01b3f02059ff40,2bee328168b8fd9aa4cd75a40304c6d80017c1712e5d8e8397566d045995edc2,bonafide,google_fleurs_ru_v1:15088740105301451914,72a751b240f25147ba0ebd788ee251bfcee743c97afb985c3ea3e7f3ac69832f,reviewer_2,pass,yes,yes,
fleurs-ru-acoustic-language-preservation-v1,7aecbebbd91444fe75bf261c15715862a7bb194bb501e8862d01b3f02059ff40,2bee328168b8fd9aa4cd75a40304c6d80017c1712e5d8e8397566d045995edc2,spoof,fleurs_ru_v1_espeakng:0d36e9f92b2b6db2,a9f5234d5122cbc5c8468d9502c1d11d1105cd3ac4d2482d25c1e174bf3e5248,reviewer_2,pass,yes,yes,
fleurs-ru-acoustic-language-preservation-v1,7aecbebbd91444fe75bf261c15715862a7bb194bb501e8862d01b3f02059ff40,2c34aa5241b9a04a399e0797323b5258d1da9b1446f0f96a92eff3accabab4a0,bonafide,google_fleurs_ru_v1:7804683265151493522,db6ba641abc3ab11b9b51cbfba29273840f9e1cbc9e6d6bcddf465ec853128ff,reviewer_2,pass,yes,yes,
fleurs-ru-acoustic-language-preservation-v1,7aecbebbd91444fe75bf261c15715862a7bb194bb501e8862d01b3f02059ff40,2c34aa5241b9a04a399e0797323b5258d1da9b1446f0f96a92eff3accabab4a0,spoof,fleurs_ru_v1_espeakng:d132310262c08e0b,1bfc3541eb6bb3b944a43eb714160ebb26288dc77246f6fe62d373c1fb748d4a,reviewer_2,pass,yes,yes,
fleurs-ru-acoustic-language-preservation-v1,7aecbebbd91444fe75bf261c15715862a7bb194bb501e8862d01b3f02059ff40,2cd6cadafb32a737bc71a57624d767f57d6a9715bb87a1a1e20e0d8d2f51befc,bonafide,google_fleurs_ru_v1:13542654457123658758,758756174badd5ceb3f138ac960a31c62e99619653462e804483a245dff6bac3,reviewer_2,pass,yes,yes,
fleurs-ru-acoustic-language-preservation-v1,7aecbebbd91444fe75bf261c15715862a7bb194bb501e8862d01b3f02059ff40,2cd6cadafb32a737bc71a57624d767f57d6a9715bb87a1a1e20e0d8d2f51befc,spoof,fleurs_ru_v1_espeakng:a1b54c483f77802f,2dcc219892e7006470948bec265d112c29f2d2ab65aa35a0ba8cb8b9950d042a,reviewer_2,pass,yes,yes,
fleurs-ru-acoustic-language-preservation-v1,7aecbebbd91444fe75bf261c15715862a7bb194bb501e8862d01b3f02059ff40,2f30cd629345d3dc3625ef6929bb7ff7bcad0d6552accebb1a532993aad8cc4f,bonafide,google_fleurs_ru_v1:518601054669176262,4374d84b36b3e67a75e4a15b88cb71fdae813b42e84606b4ab4c8b89c01ceae1,reviewer_2,pass,yes,yes,
fleurs-ru-acoustic-language-preservation-v1,7aecbebbd91444fe75bf261c15715862a7bb194bb501e8862d01b3f02059ff40,2f30cd629345d3dc3625ef6929bb7ff7bcad0d6552accebb1a532993aad8cc4f,spoof,fleurs_ru_v1_espeakng:f91296e8a6333a38,88541801fc9b0514ed96a147028ebff910c84d3dc6b87e6aa207cebec63cf5c7,reviewer_2,pass,yes,yes,
fleurs-ru-acoustic-language-preservation-v1,7aecbebbd91444fe75bf261c15715862a7bb194bb501e8862d01b3f02059ff40,333ec5f43478670af9f57a42af6464824c37985640bc38b7b313c1ea8f6be1ce,bonafide,google_fleurs_ru_v1:14610734559188726108,e6472a9834f262897659c120840cf6bc805a8a7c5af6404752d5426addf2842c,reviewer_2,pass,yes,yes,
fleurs-ru-acoustic-language-preservation-v1,7aecbebbd91444fe75bf261c15715862a7bb194bb501e8862d01b3f02059ff40,333ec5f43478670af9f57a42af6464824c37985640bc38b7b313c1ea8f6be1ce,spoof,fleurs_ru_v1_espeakng:8fce611515a223fb,7d8a2b1e9f53b47745786a23a98b70ac10d6181434eeab63d41b2ea733afaed7,reviewer_2,pass,yes,yes,
fleurs-ru-acoustic-language-preservation-v1,7aecbebbd91444fe75bf261c15715862a7bb194bb501e8862d01b3f02059ff40,36d892153c83a02cfd35ed7a6bde2da2e17aa62f6656945d67db9e292597de31,bonafide,google_fleurs_ru_v1:5029838189816866441,6a8deb594b11301f563b6d13de1439d758feb09e2b470bdcd6412ae9228748d8,reviewer_2,pass,yes,yes,
fleurs-ru-acoustic-language-preservation-v1,7aecbebbd91444fe75bf261c15715862a7bb194bb501e8862d01b3f02059ff40,36d892153c83a02cfd35ed7a6bde2da2e17aa62f6656945d67db9e292597de31,spoof,fleurs_ru_v1_espeakng:831de2a42e044413,df37ac8f170dc8f05afe518c1b3d5228748c373960e3d3c4df05097a44dd5644,reviewer_2,pass,yes,yes,
fleurs-ru-acoustic-language-preservation-v1,7aecbebbd91444fe75bf261c15715862a7bb194bb501e8862d01b3f02059ff40,38fab1d27bdd27a5e97b8f08fc349e852f638261f7f749670f1a5552e7b94df1,bonafide,google_fleurs_ru_v1:8889168645666283828,7a71c17dc2bb42237fad2fc0a374602f2d6c187732da5e6c22a64b061f6fa7ae,reviewer_2,pass,yes,yes,
fleurs-ru-acoustic-language-preservation-v1,7aecbebbd91444fe75bf261c15715862a7bb194bb501e8862d01b3f02059ff40,38fab1d27bdd27a5e97b8f08fc349e852f638261f7f749670f1a5552e7b94df1,spoof,fleurs_ru_v1_espeakng:24206f641f062625,c49518c20fad7cc6362b54beeff945e8bf3c825ddfd02817a974499650342bf5,reviewer_2,pass,yes,yes,
fleurs-ru-acoustic-language-preservation-v1,7aecbebbd91444fe75bf261c15715862a7bb194bb501e8862d01b3f02059ff40,390d5fa226213319d2881800c5502f65f777735c4426e5747be0bf8fd6745295,bonafide,google_fleurs_ru_v1:14814168892867377907,25cb949e610589df854cd25624bbb91555265f3a35f51714025b503e173b4305,reviewer_2,pass,yes,yes,
fleurs-ru-acoustic-language-preservation-v1,7aecbebbd91444fe75bf261c15715862a7bb194bb501e8862d01b3f02059ff40,390d5fa226213319d2881800c5502f65f777735c4426e5747be0bf8fd6745295,spoof,fleurs_ru_v1_espeakng:6e28fd059b716ea5,b93e09fe78f0b652d5b543c31759ec2fc9d3585f0c5b3ccbaf7915c03a335bb2,reviewer_2,pass,yes,yes,
fleurs-ru-acoustic-language-preservation-v1,7aecbebbd91444fe75bf261c15715862a7bb194bb501e8862d01b3f02059ff40,3e94a12718a65f6357adc092ade6bc63b4a33b21adfe9ee99cc97698f94c504c,bonafide,google_fleurs_ru_v1:4503132759721990260,31fad1e47d21bfd4123e935959626b3a4e27f659c8215628cd5e91170190fbcf,reviewer_2,pass,yes,yes,
fleurs-ru-acoustic-language-preservation-v1,7aecbebbd91444fe75bf261c15715862a7bb194bb501e8862d01b3f02059ff40,3e94a12718a65f6357adc092ade6bc63b4a33b21adfe9ee99cc97698f94c504c,spoof,fleurs_ru_v1_espeakng:013ce28092c67704,8ed16553fd75483047bde2945ba537ee085b0987085a1ca49aead7d0c920f063,reviewer_2,pass,yes,yes,
fleurs-ru-acoustic-language-preservation-v1,7aecbebbd91444fe75bf261c15715862a7bb194bb501e8862d01b3f02059ff40,437bb1a23a166017df8ba7b775915da468a3ff5aa6f98d3b28339efca0d4d602,bonafide,google_fleurs_ru_v1:4823746764539457698,e3c1b9da95a93da53bd8dbeb38dd021e776074e5a729517fbdfc4978536e7c50,reviewer_2,pass,yes,yes,
fleurs-ru-acoustic-language-preservation-v1,7aecbebbd91444fe75bf261c15715862a7bb194bb501e8862d01b3f02059ff40,437bb1a23a166017df8ba7b775915da468a3ff5aa6f98d3b28339efca0d4d602,spoof,fleurs_ru_v1_espeakng:611c5327d1e411a6,a29f249ab3b81d062da6f4d83e3496755959fbf2f98b5533f2f132ef73aa6aa9,reviewer_2,pass,yes,yes,
fleurs-ru-acoustic-language-preservation-v1,7aecbebbd91444fe75bf261c15715862a7bb194bb501e8862d01b3f02059ff40,462499714564deeb120fcc216dd71bfc47e349708f05742cb548112b89837e5a,bonafide,google_fleurs_ru_v1:8848170578262278764,f5be9008d0b23c5b4fe91d1b7f92083d53a254b9de8d245840936fc4ad4ee7a2,reviewer_2,pass,yes,yes,
fleurs-ru-acoustic-language-preservation-v1,7aecbebbd91444fe75bf261c15715862a7bb194bb501e8862d01b3f02059ff40,462499714564deeb120fcc216dd71bfc47e349708f05742cb548112b89837e5a,spoof,fleurs_ru_v1_espeakng:6912cb72b9869e14,2a8c79fdb7ae8e97382365455ef5c7462ee70ecc151f0438c4dbeffd496e35a7,reviewer_2,pass,yes,yes,
fleurs-ru-acoustic-language-preservation-v1,7aecbebbd91444fe75bf261c15715862a7bb194bb501e8862d01b3f02059ff40,47618ca90b49fc1d2dc0b1c400ba3b7e2f0267d28b31c63680e756d83266f622,bonafide,google_fleurs_ru_v1:2609478396832230009,26bd4bdfc4483bc1216595d088345210ffffc8ce47b3d5e51ae503139068653c,reviewer_2,pass,yes,yes,
fleurs-ru-acoustic-language-preservation-v1,7aecbebbd91444fe75bf261c15715862a7bb194bb501e8862d01b3f02059ff40,47618ca90b49fc1d2dc0b1c400ba3b7e2f0267d28b31c63680e756d83266f622,spoof,fleurs_ru_v1_espeakng:e44111e84b75d542,9f6d338bf89097a26104546957e2baea549869a18618f66de2107b6080eb4c54,reviewer_2,pass,yes,yes,
fleurs-ru-acoustic-language-preservation-v1,7aecbebbd91444fe75bf261c15715862a7bb194bb501e8862d01b3f02059ff40,48a78785deb7262181cdc8f4970ad7e66b5e8b1858558237cf6477184e72ea01,bonafide,google_fleurs_ru_v1:483242810234424542,b5c52c6d66c2a4ecaf8ba59b95139517c526619086f8da43f944ea3af0e6059b,reviewer_2,pass,yes,yes,
fleurs-ru-acoustic-language-preservation-v1,7aecbebbd91444fe75bf261c15715862a7bb194bb501e8862d01b3f02059ff40,48a78785deb7262181cdc8f4970ad7e66b5e8b1858558237cf6477184e72ea01,spoof,fleurs_ru_v1_espeakng:fca60d801a0fe6d2,c69d4b3ca50099ea37603da04f14e4d27f6a9f907a2e2c764d90f9888ae7e1e4,reviewer_2,pass,yes,yes,
fleurs-ru-acoustic-language-preservation-v1,7aecbebbd91444fe75bf261c15715862a7bb194bb501e8862d01b3f02059ff40,4b0acb531f7c4a628366792135f6e00737ef52cad9055f430951fb3962a500d2,bonafide,google_fleurs_ru_v1:9213762614627262654,727f7630a1415fd0d449c7187fe38cbfaf1e08bcaabd0fac264a58557a5909b5,reviewer_2,pass,yes,yes,
fleurs-ru-acoustic-language-preservation-v1,7aecbebbd91444fe75bf261c15715862a7bb194bb501e8862d01b3f02059ff40,4b0acb531f7c4a628366792135f6e00737ef52cad9055f430951fb3962a500d2,spoof,fleurs_ru_v1_espeakng:ab2c57fecd40a922,7748f17174b06b873f64d6772ddcec639565952abf3d065bd4e7e4e45e401dd7,reviewer_2,pass,yes,yes,
fleurs-ru-acoustic-language-preservation-v1,7aecbebbd91444fe75bf261c15715862a7bb194bb501e8862d01b3f02059ff40,4bdc4e8182a91781e1786214bd80992198a665da480dcd17d9e09cbd6891bc21,bonafide,google_fleurs_ru_v1:6554847401218516712,44e373c2c235bd833593d495f4043dbbb5aec7173c22d85f7ee346718282a4d8,reviewer_2,pass,yes,yes,
fleurs-ru-acoustic-language-preservation-v1,7aecbebbd91444fe75bf261c15715862a7bb194bb501e8862d01b3f02059ff40,4bdc4e8182a91781e1786214bd80992198a665da480dcd17d9e09cbd6891bc21,spoof,fleurs_ru_v1_espeakng:bbcb008197956d9b,a2d3a179e3eb4e77acd124279e4267be2f7c15c05096c759ece385136b17772b,reviewer_2,pass,yes,yes,
fleurs-ru-acoustic-language-preservation-v1,7aecbebbd91444fe75bf261c15715862a7bb194bb501e8862d01b3f02059ff40,4e54fdfbc45d386e85fe642a016c198a546f1808220f16ea3183c0a1c991a987,bonafide,google_fleurs_ru_v1:13001540401162650470,bf09401784552fef038c169299dcf53afd7e10ea046c2fb721ea4d45a79223b5,reviewer_2,pass,yes,yes,
fleurs-ru-acoustic-language-preservation-v1,7aecbebbd91444fe75bf261c15715862a7bb194bb501e8862d01b3f02059ff40,4e54fdfbc45d386e85fe642a016c198a546f1808220f16ea3183c0a1c991a987,spoof,fleurs_ru_v1_espeakng:3550645eae615984,5d029497ee26d9725884e308d23cb5ff20f9fcf59f98dfa604b5750bbb3e7de3,reviewer_2,pass,yes,yes,
fleurs-ru-acoustic-language-preservation-v1,7aecbebbd91444fe75bf261c15715862a7bb194bb501e8862d01b3f02059ff40,5fb449401741349eca74444c9b83ffd13b8f4df765df52bc178030f8facbb31d,bonafide,google_fleurs_ru_v1:13463491775040603910,631759e2084494dcc5a4ec4dcaad34ee9d5851c9af81804c876c7620db75ebcf,reviewer_2,pass,yes,yes,
fleurs-ru-acoustic-language-preservation-v1,7aecbebbd91444fe75bf261c15715862a7bb194bb501e8862d01b3f02059ff40,5fb449401741349eca74444c9b83ffd13b8f4df765df52bc178030f8facbb31d,spoof,fleurs_ru_v1_espeakng:8cb69e773c2f2fea,614e44777b603d0f491e2f6cb7dedb6116915f39fa5b8eee0ee2c442f05255c0,reviewer_2,pass,yes,yes,
fleurs-ru-acoustic-language-preservation-v1,7aecbebbd91444fe75bf261c15715862a7bb194bb501e8862d01b3f02059ff40,61afd12b4f7cbeafb87ce23a7179546d6b04944b5aa635dfabe4d7d372a11283,bonafide,google_fleurs_ru_v1:9149690385543505925,03750ebe0102cf17503157f2131d6afc5a790db488d98f07ef2a74e7313e47a7,reviewer_2,pass,yes,yes,
fleurs-ru-acoustic-language-preservation-v1,7aecbebbd91444fe75bf261c15715862a7bb194bb501e8862d01b3f02059ff40,61afd12b4f7cbeafb87ce23a7179546d6b04944b5aa635dfabe4d7d372a11283,spoof,fleurs_ru_v1_espeakng:119fd2a2bdefab88,36b16c9141aff86cd4b23f2bf2d06ff23c6910bae9c8e92cc1e736dc95bfa149,reviewer_2,pass,yes,yes,
fleurs-ru-acoustic-language-preservation-v1,7aecbebbd91444fe75bf261c15715862a7bb194bb501e8862d01b3f02059ff40,6280cc9c6fdf5338aa66e8cf2100b3eebdff7025b743e47ccc23bdc6f5a0465b,bonafide,google_fleurs_ru_v1:8847382245486560241,48dca33987ed9e179643c87a4ceee0f71cc8ad65762f26dd96e7881adc6c76b2,reviewer_2,pass,yes,yes,
fleurs-ru-acoustic-language-preservation-v1,7aecbebbd91444fe75bf261c15715862a7bb194bb501e8862d01b3f02059ff40,6280cc9c6fdf5338aa66e8cf2100b3eebdff7025b743e47ccc23bdc6f5a0465b,spoof,fleurs_ru_v1_espeakng:bc774a9d35b8863c,192f32b3a2503e13bf67336784e0e1ed3700ed8d3d30b42106a7c81c5ce883a3,reviewer_2,pass,yes,yes,
fleurs-ru-acoustic-language-preservation-v1,7aecbebbd91444fe75bf261c15715862a7bb194bb501e8862d01b3f02059ff40,69fa342a3a0e86c0bf42c8360e502d90047b7e700815b5cbc5691f71aebbf4a5,bonafide,google_fleurs_ru_v1:18390816234969620731,a3d0cc81498460c371adb80c4bd4df47472ee13d665f98513b61f245e0c4be17,reviewer_2,pass,yes,yes,
fleurs-ru-acoustic-language-preservation-v1,7aecbebbd91444fe75bf261c15715862a7bb194bb501e8862d01b3f02059ff40,69fa342a3a0e86c0bf42c8360e502d90047b7e700815b5cbc5691f71aebbf4a5,spoof,fleurs_ru_v1_espeakng:c7c0de0d72f2a8ab,945252131f8f58bd78ac1742f4ac05cfabfeb68dfe728cedecba8795b58dc48e,reviewer_2,pass,yes,yes,
fleurs-ru-acoustic-language-preservation-v1,7aecbebbd91444fe75bf261c15715862a7bb194bb501e8862d01b3f02059ff40,6b0e6b4213b16671734d404db2714bd600cccad4eb15a45b3b5a2764bdf196cc,bonafide,google_fleurs_ru_v1:4685688165914865449,26361a6281fffb507d54feaa21a9b0e7e667d6a3b6ca9ffe2d3391ba6141fe3c,reviewer_2,pass,yes,yes,
fleurs-ru-acoustic-language-preservation-v1,7aecbebbd91444fe75bf261c15715862a7bb194bb501e8862d01b3f02059ff40,6b0e6b4213b16671734d404db2714bd600cccad4eb15a45b3b5a2764bdf196cc,spoof,fleurs_ru_v1_espeakng:2c3fe237d3ddac68,d930a71c9fbbbc3d6f2c5f2f7a443a65646c3899e94c42e7be72072a5f4cf936,reviewer_2,pass,yes,yes,
fleurs-ru-acoustic-language-preservation-v1,7aecbebbd91444fe75bf261c15715862a7bb194bb501e8862d01b3f02059ff40,6f7346bed3b345c97376e27d821b7330d28d129ace223e12196c11d4c76c97ec,bonafide,google_fleurs_ru_v1:14984289819244796218,f2a2b51a5129ae9dfc200196c6edbea58e519bc6539ec034bfd8a16fbfe172b5,reviewer_2,pass,yes,yes,
fleurs-ru-acoustic-language-preservation-v1,7aecbebbd91444fe75bf261c15715862a7bb194bb501e8862d01b3f02059ff40,6f7346bed3b345c97376e27d821b7330d28d129ace223e12196c11d4c76c97ec,spoof,fleurs_ru_v1_espeakng:1af1283b37717243,e4cc8a463cb348b7d6f693ddf4ed77f3d25800d599a11ad8f1b33d5b9e63bb18,reviewer_2,pass,yes,yes,
fleurs-ru-acoustic-language-preservation-v1,7aecbebbd91444fe75bf261c15715862a7bb194bb501e8862d01b3f02059ff40,71bf6fd4ce5447f7d14409adf5abd7ce27e88682d0183d0eeb7bf1eb70a5553c,bonafide,google_fleurs_ru_v1:13623652254325515330,630c0de08f6a390004f69a5cd2fa791854bc71954297daaa49d5da2baf7c1470,reviewer_2,pass,yes,yes,
