archive_name,expected_size_bytes,sha256,pinned_revision,source_url
"ruasd-000011.tar","1003376640","353bc11e5f15628d1112e1c8d7d3570571383b871d4dcf57e62986f713dc1d7c","fcbc87c57b54ef4f58e1135e2813f6f000c2b739","https://huggingface.co/datasets/lab260/RuASD/tree/fcbc87c57b54ef4f58e1135e2813f6f000c2b739"
"ruasd-000012.tar","1003581440","4138c0deb406df3d68f266c6164f0e29d2f60ae922a25dcc7131e4cb39920335","fcbc87c57b54ef4f58e1135e2813f6f000c2b739","https://huggingface.co/datasets/lab260/RuASD/tree/fcbc87c57b54ef4f58e1135e2813f6f000c2b739"
"ruasd-000013.tar","1003304960","2b4498fb624c19a0bffd87e92cdecc1efb7d43d858d403db3d119b00dde24a27","fcbc87c57b54ef4f58e1135e2813f6f000c2b739","https://huggingface.co/datasets/lab260/RuASD/tree/fcbc87c57b54ef4f58e1135e2813f6f000c2b739"
"ruasd-000014.tar","1002813440","60c3b809f0dbf2bc17467fdf6f172dc916c3b53c5481af7e9268375293d3544a","fcbc87c57b54ef4f58e1135e2813f6f000c2b739","https://huggingface.co/datasets/lab260/RuASD/tree/fcbc87c57b54ef4f58e1135e2813f6f000c2b739"
"ruasd-000015.tar","999639040","7c7a5f0251e4c85761fa6955a55eaae7c88a0304aae2d37f3339181d89493dc4","fcbc87c57b54ef4f58e1135e2813f6f000c2b739","https://huggingface.co/datasets/lab260/RuASD/tree/fcbc87c57b54ef4f58e1135e2813f6f000c2b739"
"ruasd-000016.tar","999577600","e057965b8e9f334917643e6dd413f471414e2b12faab4da17607ec436d32db0b","fcbc87c57b54ef4f58e1135e2813f6f000c2b739","https://huggingface.co/datasets/lab260/RuASD/tree/fcbc87c57b54ef4f58e1135e2813f6f000c2b739"
"ruasd-000017.tar","1003632640","9be480d6438d5d20383c84d464fe0f56fdeac42a7a388c8eca526e3a9c5b0730","fcbc87c57b54ef4f58e1135e2813f6f000c2b739","https://huggingface.co/datasets/lab260/RuASD/tree/fcbc87c57b54ef4f58e1135e2813f6f000c2b739"
"ruasd-000018.tar","1004103680","1b3daaf2788ebdacacd3b0db3cd9525117169f857720455d7b3e7ef14d8033f5","fcbc87c57b54ef4f58e1135e2813f6f000c2b739","https://huggingface.co/datasets/lab260/RuASD/tree/fcbc87c57b54ef4f58e1135e2813f6f000c2b739"
"ruasd-000019.tar","1004247040","4d0883d7f74a3ed4d22b81eaf286d675d80b1b736657d4214cac74a7af1b540a","fcbc87c57b54ef4f58e1135e2813f6f000c2b739","https://huggingface.co/datasets/lab260/RuASD/tree/fcbc87c57b54ef4f58e1135e2813f6f000c2b739"
"ruasd-000020.tar","1004564480","e602ef0f15669ea22e44f7eaaec86403b4b0fa220e8454d67277986fbb71d94f","fcbc87c57b54ef4f58e1135e2813f6f000c2b739","https://huggingface.co/datasets/lab260/RuASD/tree/fcbc87c57b54ef4f58e1135e2813f6f000c2b739"
"ruasd-000021.tar","1004605440","c07fe470ff7f2bc79e54e966dfbe37ec74208c76d5fe00f573ad43e8cdc444e0","fcbc87c57b54ef4f58e1135e2813f6f000c2b739","https://huggingface.co/datasets/lab260/RuASD/tree/fcbc87c57b54ef4f58e1135e2813f6f000c2b739"
"ruasd-000022.tar","1003939840","00a2729af2916f709237759b3945833cc50e106d73aaadfccaf56ce69405ef4f","fcbc87c57b54ef4f58e1135e2813f6f000c2b739","https://huggingface.co/datasets/lab260/RuASD/tree/fcbc87c57b54ef4f58e1135e2813f6f000c2b739"
"ruasd-000023.tar","1004359680","92dcd056de1c37c906948464461431572f03bef3f9e0f782cb2db33612dd2a68","fcbc87c57b54ef4f58e1135e2813f6f000c2b739","https://huggingface.co/datasets/lab260/RuASD/tree/fcbc87c57b54ef4f58e1135e2813f6f000c2b739"
"ruasd-000024.tar","1004236800","7d9a6560c2487ec5e494ecc5766dc826861d8410963c69c9035fad857639b886","fcbc87c57b54ef4f58e1135e2813f6f000c2b739","https://huggingface.co/datasets/lab260/RuASD/tree/fcbc87c57b54ef4f58e1135e2813f6f000c2b739"
"ruasd-000025.tar","1004042240","f9b504ae0a23e04ffdb91a7bafb5aa1257adbedabb31ed585a703857527aeda8","fcbc87c57b54ef4f58e1135e2813f6f000c2b739","https://huggingface.co/datasets/lab260/RuASD/tree/fcbc87c57b54ef4f58e1135e2813f6f000c2b739"
"ruasd-000026.tar","1003929600","3b65fd5bfc7ebba7d760c2822a2541ad3fd0013ec50a6bb5287f6db4fc3d0614","fcbc87c57b54ef4f58e1135e2813f6f000c2b739","https://huggingface.co/datasets/lab260/RuASD/tree/fcbc87c57b54ef4f58e1135e2813f6f000c2b739"
"ruasd-000027.tar","1004441600","4152909c96cc374b4fe67a0fad78f36d1b2789df9d5764392b657daa4dc8cc39","fcbc87c57b54ef4f58e1135e2813f6f000c2b739","https://huggingface.co/datasets/lab260/RuASD/tree/fcbc87c57b54ef4f58e1135e2813f6f000c2b739"
"ruasd-000028.tar","1004093440","66ffeecd3ef218d7cc5b3ea3c286dd2beff7efb81bd52148740c22c36f8bec98","fcbc87c57b54ef4f58e1135e2813f6f000c2b739","https://huggingface.co/datasets/lab260/RuASD/tree/fcbc87c57b54ef4f58e1135e2813f6f000c2b739"
"ruasd-000029.tar","1002659840","bd4c92313d321ec5285eeaf04fb5b6212bb476b4c7827b04b7be32d014f3ffb3","fcbc87c57b54ef4f58e1135e2813f6f000c2b739","https://huggingface.co/datasets/lab260/RuASD/tree/fcbc87c57b54ef4f58e1135e2813f6f000c2b739"
"ruasd-000030.tar","1001605120","85298b835dd63321b5b0136574832ae0f9288331cbdd71a6d98cc521841cd41a","fcbc87c57b54ef4f58e1135e2813f6f000c2b739","https://huggingface.co/datasets/lab260/RuASD/tree/fcbc87c57b54ef4f58e1135e2813f6f000c2b739"
"ruasd-000031.tar","1001850880","b99aff3689238c6d72ba45c88cf7d0eda92bdefa9fe0b733292b8bc339386f5e","fcbc87c57b54ef4f58e1135e2813f6f000c2b739","https://huggingface.co/datasets/lab260/RuASD/tree/fcbc87c57b54ef4f58e1135e2813f6f000c2b739"
"ruasd-000032.tar","1001666560","5f68fa35b5bdce4b43fcdf7e5270983f715dbb62cdf3f1c7a3fa74e996aa7491","fcbc87c57b54ef4f58e1135e2813f6f000c2b739","https://huggingface.co/datasets/lab260/RuASD/tree/fcbc87c57b54ef4f58e1135e2813f6f000c2b739"
"ruasd-000033.tar","1004779520","348597d85de8c1281bed88a2c288ef6f4dde2a836d4c482f7b7d3845e33823fe","fcbc87c57b54ef4f58e1135e2813f6f000c2b739","https://huggingface.co/datasets/lab260/RuASD/tree/fcbc87c57b54ef4f58e1135e2813f6f000c2b739"
"ruasd-000034.tar","1005527040","78f2ea0b9ebf7bd61d63bee11cd83408fa31a4e9d7ef15ac4eb9acb1173c01ae","fcbc87c57b54ef4f58e1135e2813f6f000c2b739","https://huggingface.co/datasets/lab260/RuASD/tree/fcbc87c57b54ef4f58e1135e2813f6f000c2b739"
"ruasd-000035.tar","1001492480","4c4361cf2d6237d462684fc02103e4c46d7b23cccbe1dbace76c5b6c63b7bf71","fcbc87c57b54ef4f58e1135e2813f6f000c2b739","https://huggingface.co/datasets/lab260/RuASD/tree/fcbc87c57b54ef4f58e1135e2813f6f000c2b739"
"ruasd-000036.tar","999895040","4f712c1acf26ec28bbe514038d01bd3188077ca903aafe1ce579002f263c896e","fcbc87c57b54ef4f58e1135e2813f6f000c2b739","https://huggingface.co/datasets/lab260/RuASD/tree/fcbc87c57b54ef4f58e1135e2813f6f000c2b739"
"ruasd-000037.tar","1000304640","f14461da1cce0d90da7a34952f795de631d22db2a2fa3a11bbae9b5a7806b25a","fcbc87c57b54ef4f58e1135e2813f6f000c2b739","https://huggingface.co/datasets/lab260/RuASD/tree/fcbc87c57b54ef4f58e1135e2813f6f000c2b739"
"ruasd-000038.tar","999997440","db66ded04e8ba4dae9415546060002fb67f8e5867371a5793e2f1081f0dedf32","fcbc87c57b54ef4f58e1135e2813f6f000c2b739","https://huggingface.co/datasets/lab260/RuASD/tree/fcbc87c57b54ef4f58e1135e2813f6f000c2b739"
"ruasd-000039.tar","1000366080","c88c0ff0fb9e057fd3f90d3069201b69058dbbf0b9080ba85bca0a3ce1fdb73f","fcbc87c57b54ef4f58e1135e2813f6f000c2b739","https://huggingface.co/datasets/lab260/RuASD/tree/fcbc87c57b54ef4f58e1135e2813f6f000c2b739"
"ruasd-000040.tar","1000652800","7d8f8babcc59f2153e2efa1dbe87ee348029a65256b3f0a57150e610c7b7d40a","fcbc87c57b54ef4f58e1135e2813f6f000c2b739","https://huggingface.co/datasets/lab260/RuASD/tree/fcbc87c57b54ef4f58e1135e2813f6f000c2b739"
"ruasd-000041.tar","1000417280","26e675c3da4e3d69f74c3d3427689412d02921ad06d0532ab149fc5502028a65","fcbc87c57b54ef4f58e1135e2813f6f000c2b739","https://huggingface.co/datasets/lab260/RuASD/tree/fcbc87c57b54ef4f58e1135e2813f6f000c2b739"
"ruasd-000042.tar","1000734720","0c52e4f2d91db93426ae96d438f9804d16ff5081bd511cb16e2ce3e365cbe98c","fcbc87c57b54ef4f58e1135e2813f6f000c2b739","https://huggingface.co/datasets/lab260/RuASD/tree/fcbc87c57b54ef4f58e1135e2813f6f000c2b739"
"ruasd-000043.tar","1000437760","2ddc4b9631cb93cc79f672068a8b5cf355c47cdbf69f4796bc7fbb34ed8aee54","fcbc87c57b54ef4f58e1135e2813f6f000c2b739","https://huggingface.co/datasets/lab260/RuASD/tree/fcbc87c57b54ef4f58e1135e2813f6f000c2b739"
"ruasd-000044.tar","1000509440","66bd12ba8624c8207b9e06fc9520be50273ee8878b84347fce86a5079c0a9913","fcbc87c57b54ef4f58e1135e2813f6f000c2b739","https://huggingface.co/datasets/lab260/RuASD/tree/fcbc87c57b54ef4f58e1135e2813f6f000c2b739"
"ruasd-000045.tar","1000325120","f9a53c9309fa73fad9050318d788a7eb88d66f14339b88526be650902d0e85c7","fcbc87c57b54ef4f58e1135e2813f6f000c2b739","https://huggingface.co/datasets/lab260/RuASD/tree/fcbc87c57b54ef4f58e1135e2813f6f000c2b739"
"ruasd-000046.tar","1001441280","a3fdd265bafe8709076076605c524cb4f87d61744f241fbc6007e2b588f67ae5","fcbc87c57b54ef4f58e1135e2813f6f000c2b739","https://huggingface.co/datasets/lab260/RuASD/tree/fcbc87c57b54ef4f58e1135e2813f6f000c2b739"
"ruasd-000047.tar","1000704000","1c06c37f1f012eb4a3b58230ec07eb1269e51550b3d87ea1c3acc831816dad14","fcbc87c57b54ef4f58e1135e2813f6f000c2b739","https://huggingface.co/datasets/lab260/RuASD/tree/fcbc87c57b54ef4f58e1135e2813f6f000c2b739"
"ruasd-000048.tar","1000734720","8cd4e7ed3bb232ac867a553263240f4c4c92d4dfcf3d75b2332b63503b5700b2","fcbc87c57b54ef4f58e1135e2813f6f000c2b739","https://huggingface.co/datasets/lab260/RuASD/tree/fcbc87c57b54ef4f58e1135e2813f6f000c2b739"
"ruasd-000049.tar","1000478720","116b776bf0dc48923d767f981bdf316ad7ffa43e220e1963fb43580987249bdf","fcbc87c57b54ef4f58e1135e2813f6f000c2b739","https://huggingface.co/datasets/lab260/RuASD/tree/fcbc87c57b54ef4f58e1135e2813f6f000c2b739"
"ruasd-000050.tar","1004328960","9d098f38c8f36d6fc138b2ba182e07b9a9424e7d6725b8835ae86f114413e191","fcbc87c57b54ef4f58e1135e2813f6f000c2b739","https://huggingface.co/datasets/lab260/RuASD/tree/fcbc87c57b54ef4f58e1135e2813f6f000c2b739"
"ruasd-000051.tar","1006346240","a21e6fbe80d27375fea07c107813a99b3f6620143decc41080fb18110857dd14","fcbc87c57b54ef4f58e1135e2813f6f000c2b739","https://huggingface.co/datasets/lab260/RuASD/tree/fcbc87c57b54ef4f58e1135e2813f6f000c2b739"
"ruasd-000052.tar","1006336000","c760b903912bf7198e8c26f2db4c7f428749205447b1a953032f13b5efbf4369","fcbc87c57b54ef4f58e1135e2813f6f000c2b739","https://huggingface.co/datasets/lab260/RuASD/tree/fcbc87c57b54ef4f58e1135e2813f6f000c2b739"
"ruasd-000053.tar","1006110720","9e1799fb32ccfc063204d0d720b547640f4312675878650a44322d41d11a537d","fcbc87c57b54ef4f58e1135e2813f6f000c2b739","https://huggingface.co/datasets/lab260/RuASD/tree/fcbc87c57b54ef4f58e1135e2813f6f000c2b739"
"ruasd-000054.tar","1006274560","16b865712e56773ba920fcaef2529c44075748548d180ead0078d325a22bc16a","fcbc87c57b54ef4f58e1135e2813f6f000c2b739","https://huggingface.co/datasets/lab260/RuASD/tree/fcbc87c57b54ef4f58e1135e2813f6f000c2b739"
"ruasd-000055.tar","1006131200","b1067dc46b28b65481a62b8fb8292493bcbdcb0bc5de1e6bbc26d1916277df12","fcbc87c57b54ef4f58e1135e2813f6f000c2b739","https://huggingface.co/datasets/lab260/RuASD/tree/fcbc87c57b54ef4f58e1135e2813f6f000c2b739"
"ruasd-000056.tar","1006366720","670b0b30a0e2607444aef5f50c436783f43c48d450db54bdb028277a1eb8c335","fcbc87c57b54ef4f58e1135e2813f6f000c2b739","https://huggingface.co/datasets/lab260/RuASD/tree/fcbc87c57b54ef4f58e1135e2813f6f000c2b739"
"ruasd-000057.tar","1006356480","c17a91e33aef4808b32cb9174e7d276ddc0f4b25c6f4da32b2f13fa4e0a7b9a3","fcbc87c57b54ef4f58e1135e2813f6f000c2b739","https://huggingface.co/datasets/lab260/RuASD/tree/fcbc87c57b54ef4f58e1135e2813f6f000c2b739"
"ruasd-000058.tar","1006264320","abd8d2a7b8b81e305c7cc2a481fdef26d48e31bad0d440b22ea24842c6ee1c0a","fcbc87c57b54ef4f58e1135e2813f6f000c2b739","https://huggingface.co/datasets/lab260/RuASD/tree/fcbc87c57b54ef4f58e1135e2813f6f000c2b739"
"ruasd-000059.tar","1006325760","0f676fe5cc7422724e00d5d53cb1ac7bb661b54e38128b1546efeb448da9df07","fcbc87c57b54ef4f58e1135e2813f6f000c2b739","https://huggingface.co/datasets/lab260/RuASD/tree/fcbc87c57b54ef4f58e1135e2813f6f000c2b739"
"ruasd-000060.tar","1006192640","1d3c9c6ba9cbc93ab52caf647d5e53b11c473073c90fe385860d7bfa80456e1e","fcbc87c57b54ef4f58e1135e2813f6f000c2b739","https://huggingface.co/datasets/lab260/RuASD/tree/fcbc87c57b54ef4f58e1135e2813f6f000c2b739"
"ruasd-000061.tar","1006039040","6f9ddbe67e646118f24e99539e7989eb0818ccbea3983edfec0910ec211be3b9","fcbc87c57b54ef4f58e1135e2813f6f000c2b739","https://huggingface.co/datasets/lab260/RuASD/tree/fcbc87c57b54ef4f58e1135e2813f6f000c2b739"
"ruasd-000062.tar","1006387200","b97e633372dcbdee4452c8b70a5bb0a761e3e921cfd0411f33a6bf112bce0afe","fcbc87c57b54ef4f58e1135e2813f6f000c2b739","https://huggingface.co/datasets/lab260/RuASD/tree/fcbc87c57b54ef4f58e1135e2813f6f000c2b739"
"ruasd-000063.tar","1006284800","3644ff7e14fd3e88f1f04c233126017f5c3ed1dd42ffa4f1420d4e123057297f","fcbc87c57b54ef4f58e1135e2813f6f000c2b739","https://huggingface.co/datasets/lab260/RuASD/tree/fcbc87c57b54ef4f58e1135e2813f6f000c2b739"
"ruasd-000064.tar","1006192640","122a3267387064bb6a18963c1814113f6acffb5a0fa0e193891f86b9ee07965a","fcbc87c57b54ef4f58e1135e2813f6f000c2b739","https://huggingface.co/datasets/lab260/RuASD/tree/fcbc87c57b54ef4f58e1135e2813f6f000c2b739"
"ruasd-000065.tar","1006254080","90e7f5af2240bf9287424032353003e1ba66cb01c4bf075790384e0373841aaf","fcbc87c57b54ef4f58e1135e2813f6f000c2b739","https://huggingface.co/datasets/lab260/RuASD/tree/fcbc87c57b54ef4f58e1135e2813f6f000c2b739"
"ruasd-000066.tar","1006223360","6d716784260b3b8838f44216055aecd6052804153b4fae744d525c265d3a604e","fcbc87c57b54ef4f58e1135e2813f6f000c2b739","https://huggingface.co/datasets/lab260/RuASD/tree/fcbc87c57b54ef4f58e1135e2813f6f000c2b739"
"ruasd-000067.tar","1006233600","7de227c74974d53767a77b31e4a48364d9e131d43aa9185af3d1fbb7838435a3","fcbc87c57b54ef4f58e1135e2813f6f000c2b739","https://huggingface.co/datasets/lab260/RuASD/tree/fcbc87c57b54ef4f58e1135e2813f6f000c2b739"
"ruasd-000068.tar","1006243840","edd4be79c99aa6685c15aba9a72e1794fb24a846236c5e46a50c190dd9800e5a","fcbc87c57b54ef4f58e1135e2813f6f000c2b739","https://huggingface.co/datasets/lab260/RuASD/tree/fcbc87c57b54ef4f58e1135e2813f6f000c2b739"
"ruasd-000069.tar","1006151680","c1d94d085c598fcc07ff3d88071871aa83d796d9a65ff07f072cd2c2fe2eef71","fcbc87c57b54ef4f58e1135e2813f6f000c2b739","https://huggingface.co/datasets/lab260/RuASD/tree/fcbc87c57b54ef4f58e1135e2813f6f000c2b739"
"ruasd-000070.tar","1005271040","6c274fd6653f105e633c71144859cf3deb4a61ba17836298a2a0c7d1f9e7e83b","fcbc87c57b54ef4f58e1135e2813f6f000c2b739","https://huggingface.co/datasets/lab260/RuASD/tree/fcbc87c57b54ef4f58e1135e2813f6f000c2b739"
"ruasd-000071.tar","1004994560","f460ee4139d7a9cdb173aa50ad6ac0f498185a2909d1bf610e7c0e758028967a","fcbc87c57b54ef4f58e1135e2813f6f000c2b739","https://huggingface.co/datasets/lab260/RuASD/tree/fcbc87c57b54ef4f58e1135e2813f6f000c2b739"
"ruasd-000072.tar","1003069440","3bb49462bf35261fb03cd9cf6b05cb36d116d4e54414c3c1bb1930663c7a9687","fcbc87c57b54ef4f58e1135e2813f6f000c2b739","https://huggingface.co/datasets/lab260/RuASD/tree/fcbc87c57b54ef4f58e1135e2813f6f000c2b739"
"ruasd-000073.tar","1002045440","fcf6e9e6cc7bbd97ba288897816ada82535e3d0de0d221243c68c204d16baec6","fcbc87c57b54ef4f58e1135e2813f6f000c2b739","https://huggingface.co/datasets/lab260/RuASD/tree/fcbc87c57b54ef4f58e1135e2813f6f000c2b739"
"ruasd-000074.tar","1001963520","795fd71bd46a5cd10f7b34c9a9773ad50322cb93584f26bc5e5a89d0524c4cd0","fcbc87c57b54ef4f58e1135e2813f6f000c2b739","https://huggingface.co/datasets/lab260/RuASD/tree/fcbc87c57b54ef4f58e1135e2813f6f000c2b739"
"ruasd-000075.tar","1001902080","9f6b85a8d2f1ba25b13d1f73600a700e09cc5238606638dbe3c1a002206b8c83","fcbc87c57b54ef4f58e1135e2813f6f000c2b739","https://huggingface.co/datasets/lab260/RuASD/tree/fcbc87c57b54ef4f58e1135e2813f6f000c2b739"
"ruasd-000076.tar","1005066240","d39a688d54cdbb176f6b6241cd74616806b0669e61549f254409637f0ea853b7","fcbc87c57b54ef4f58e1135e2813f6f000c2b739","https://huggingface.co/datasets/lab260/RuASD/tree/fcbc87c57b54ef4f58e1135e2813f6f000c2b739"
"ruasd-000077.tar","1005066240","18fabcd277646e7b9ce81d5e19475a4aa77e86f0e5a7131f32fdb3c0bc464253","fcbc87c57b54ef4f58e1135e2813f6f000c2b739","https://huggingface.co/datasets/lab260/RuASD/tree/fcbc87c57b54ef4f58e1135e2813f6f000c2b739"
"ruasd-000078.tar","1004482560","261e7f8a3ace85a921100446a4f7517e9c08795b7efd1d622ceb5a2bb7e07a94","fcbc87c57b54ef4f58e1135e2813f6f000c2b739","https://huggingface.co/datasets/lab260/RuASD/tree/fcbc87c57b54ef4f58e1135e2813f6f000c2b739"
"ruasd-000079.tar","1003847680","4e05e901ebda5d6752f1b5f19c66c17af4c355fcd0d30babd59c0b7dcbad9d59","fcbc87c57b54ef4f58e1135e2813f6f000c2b739","https://huggingface.co/datasets/lab260/RuASD/tree/fcbc87c57b54ef4f58e1135e2813f6f000c2b739"
"ruasd-000080.tar","1002086400","bf5143255b3d18f33bed2e354017253994ceff6d19e99b4a044f468cee11cb72","fcbc87c57b54ef4f58e1135e2813f6f000c2b739","https://huggingface.co/datasets/lab260/RuASD/tree/fcbc87c57b54ef4f58e1135e2813f6f000c2b739"
"ruasd-000081.tar","1000826880","db0d5e4de97fd86114246ceff1dabeeeab95f35911be4abeb84cc0e31379f4d3","fcbc87c57b54ef4f58e1135e2813f6f000c2b739","https://huggingface.co/datasets/lab260/RuASD/tree/fcbc87c57b54ef4f58e1135e2813f6f000c2b739"
"ruasd-000082.tar","1000458240","96739d1608999244f28e86dad674c03faef560ff53be680d8e72318c4852b8c6","fcbc87c57b54ef4f58e1135e2813f6f000c2b739","https://huggingface.co/datasets/lab260/RuASD/tree/fcbc87c57b54ef4f58e1135e2813f6f000c2b739"
"ruasd-000083.tar","999915520","30b6291498331b6fd4e505ccd4b3a9b60a67ffbe9c68507fe9c7a81b2fd7d014","fcbc87c57b54ef4f58e1135e2813f6f000c2b739","https://huggingface.co/datasets/lab260/RuASD/tree/fcbc87c57b54ef4f58e1135e2813f6f000c2b739"
"ruasd-000084.tar","999946240","b378946bde54ac4726fe8309543fbada314af449e962302ceb3c421c0f26aa57","fcbc87c57b54ef4f58e1135e2813f6f000c2b739","https://huggingface.co/datasets/lab260/RuASD/tree/fcbc87c57b54ef4f58e1135e2813f6f000c2b739"
"ruasd-000085.tar","1001082880","ba2d12cc4f0bce06ac62a3e113106178d0b34601be76609090b16bc4ff2c6413","fcbc87c57b54ef4f58e1135e2813f6f000c2b739","https://huggingface.co/datasets/lab260/RuASD/tree/fcbc87c57b54ef4f58e1135e2813f6f000c2b739"
"ruasd-000086.tar","1003089920","c2fd2da138a74447c45f84241502b1c972a45ffb93c3f2e63dd276642cc6c1bf","fcbc87c57b54ef4f58e1135e2813f6f000c2b739","https://huggingface.co/datasets/lab260/RuASD/tree/fcbc87c57b54ef4f58e1135e2813f6f000c2b739"
"ruasd-000087.tar","1003274240","399be20fec505f3b4379b759ef7fb734bfb005287bcec819e3f1cf8aa5be9b5e","fcbc87c57b54ef4f58e1135e2813f6f000c2b739","https://huggingface.co/datasets/lab260/RuASD/tree/fcbc87c57b54ef4f58e1135e2813f6f000c2b739"
"ruasd-000088.tar","1003816960","89841f2817cd50378705c44dea5164605f9edaae490c5ac8d25afed7b38a8ef0","fcbc87c57b54ef4f58e1135e2813f6f000c2b739","https://huggingface.co/datasets/lab260/RuASD/tree/fcbc87c57b54ef4f58e1135e2813f6f000c2b739"
"ruasd-000089.tar","1004175360","0ad67004d7554fbdf70bae978cdb29325ff6da13e6da3dd279e0b4f22a867522","fcbc87c57b54ef4f58e1135e2813f6f000c2b739","https://huggingface.co/datasets/lab260/RuASD/tree/fcbc87c57b54ef4f58e1135e2813f6f000c2b739"
"ruasd-000090.tar","1004216320","5ae8026548e4e19bf4943287f25dce72b1548cb3301541d8063e95cf999aff6b","fcbc87c57b54ef4f58e1135e2813f6f000c2b739","https://huggingface.co/datasets/lab260/RuASD/tree/fcbc87c57b54ef4f58e1135e2813f6f000c2b739"
"ruasd-000091.tar","1004380160","fb67a7db5c3f9e8216dff7a3f5a7fd6d5c7351de7fbad492f96cf308e63cf821","fcbc87c57b54ef4f58e1135e2813f6f000c2b739","https://huggingface.co/datasets/lab260/RuASD/tree/fcbc87c57b54ef4f58e1135e2813f6f000c2b739"
"ruasd-000092.tar","1004318720","ed4158bd225004b5a178ad900ab3ed74cc4da22bba844cf7fcced74ee6d94734","fcbc87c57b54ef4f58e1135e2813f6f000c2b739","https://huggingface.co/datasets/lab260/RuASD/tree/fcbc87c57b54ef4f58e1135e2813f6f000c2b739"
"ruasd-000093.tar","999874560","d595dfde5c683c8cdc4eaec7a576b6e5151c9eede0c56c01bb07254c1ae63b9f","fcbc87c57b54ef4f58e1135e2813f6f000c2b739","https://huggingface.co/datasets/lab260/RuASD/tree/fcbc87c57b54ef4f58e1135e2813f6f000c2b739"
"ruasd-000094.tar","999516160","62c7f9e1dfa481d07b75c8df96145b1b8223b8d03494a6086ea4a877e62a163f","fcbc87c57b54ef4f58e1135e2813f6f000c2b739","https://huggingface.co/datasets/lab260/RuASD/tree/fcbc87c57b54ef4f58e1135e2813f6f000c2b739"
"ruasd-000095.tar","999301120","0947529775c7e791acc5e656331b6bb4a245b30f4855b80904cff5324bf85920","fcbc87c57b54ef4f58e1135e2813f6f000c2b739","https://huggingface.co/datasets/lab260/RuASD/tree/fcbc87c57b54ef4f58e1135e2813f6f000c2b739"
