source_id,usage_scope,train_dev_test_use,ood_evaluation_use,bonafide_group_provenance,spoof_voice_group_provenance,license,source_url,artifact_name,expected_size_bytes,last_modified_utc,sha256,rights_basis,status,notes
ruasd_ru_v1_shard000000,personal_research,prohibited,research_only,unknown,unknown,CC-BY-NC-SA-4.0,https://huggingface.co/datasets/lab260/RuASD/tree/fcbc87c57b54ef4f58e1135e2813f6f000c2b739,ruasd-000000.tar,999813120,,956efb0e1281ada0dcee6f2ed9498c454552be88b3e9784e52e70c3ef4dfcd67,"RuASD dataset card: Russian anti-spoofing corpus; CC-BY-NC-SA-4.0; shard commit fcbc87c57b54ef4f58e1135e2813f6f000c2b739",verified,Verified locally 2026-08-09: exact size and official SHA-256. Shard contains raw TTS fake only (11labs and TeraTTS), so it is Russian OOD stress data only; no commercial use and never a binary train/dev/test source.
ruasd_ru_v1_full,personal_research,research_only,research_only,unknown,unknown,CC-BY-NC-SA-4.0,https://huggingface.co/datasets/lab260/RuASD/tree/fcbc87c57b54ef4f58e1135e2813f6f000c2b739,ruasd_v1_250_tar_catalog,250452961280,,eac0c3f9f2476a37417968547ba29f9ce04ac6dfa46be9146bade19acb0e7517,"RuASD full release, pinned 250-artifact catalog at fcbc87c57b54ef4f58e1135e2813f6f000c2b739; CC-BY-NC-SA-4.0; personal research",verified,Verified locally 2026-08-09: all 250 archive sizes and SHA-256 values match data/licenses/ruasd_v1_artifact_catalog.csv (catalog SHA-256 above); safe TAR audit found 585353 exact JSON/WAV pairs. Raw binary slices may be used only for personal research. Speaker and spoof voice group provenance remains unknown; text-safe split is not speaker-disjoint.
pyara_ru_v7,personal_research,research_only,prohibited,unknown,unknown,CC-BY-NC-SA-4.0,https://www.kaggle.com/datasets/alep079/pyara/versions/7,archive.zip,28092611663,2023-06-27T09:34:25Z,dadf5b795adbd6d635e74f4f9662c3e9a425c88bd76f26731f9e6adbad278b91,"PyAra dataset card v7: Russian bona-fide/spoof WAV with label and algorithm metadata; CC-BY-NC-SA-4.0",owner_authorized_personal_research,Verified locally 2026-08-09: exact downloaded ZIP size and full ZIP CRC test. Dataset has no verifiable speaker or spoof voice group; local split is research-only and text-leakage-safe, not speaker-disjoint. No commercial use.
google_fleurs_kk_v1,personal_research,research_only,research_only,unknown,not_applicable,CC-BY-4.0,https://huggingface.co/datasets/google/fleurs/tree/4683b04af03d2d9549064c7d72060a9a94bb6046,fleurs_kk_kz_v1_artifact_lock.json,1535,2026-08-10T00:00:00Z,64245c5310f4eb2db0924661963c935037da593280cba2fa58dec611159d0fa2,"Google FLEURS kk_kz pinned revision under CC-BY-4.0; local lock records every source artifact",verified,Verified locally 2026-08-10: all six kk_kz artifacts match the pinned revision (2 873 375 953 bytes total); audio LFS SHA-256, TSV Git blob IDs, gzip CRC and TAR-to-TSV membership passed. The release provides no public speaker IDs; prompt IDs are text groups only. Bona-fide final candidate only; no product/calibration claim.
google_fleurs_ru_v1,personal_research,research_only,research_only,unknown,not_applicable,CC-BY-4.0,https://huggingface.co/datasets/google/fleurs/tree/4683b04af03d2d9549064c7d72060a9a94bb6046,fleurs_ru_ru_v1_artifact_lock.json,1535,2026-08-10T00:00:00Z,f6dd6b853ae8463b400405798baae502e2fb106f94fce0b7f111237252e3bad0,"Google FLEURS ru_ru pinned revision under CC-BY-4.0; local lock records every source artifact",verified,Verified locally 2026-08-10: all six ru_ru artifacts match the pinned revision (2 051 674 101 bytes total); audio LFS SHA-256, TSV Git blob IDs, gzip CRC and TAR-to-TSV membership passed. The release provides no public speaker IDs; prompt IDs are text groups only. Bona-fide final candidate only; no product/calibration claim.
ksc2_v1,personal_research,research_only,research_only,unknown,not_applicable,CC-BY-4.0,https://issai.nu.edu.kz/kz-speech-corpus/,ksc2_v1_artifact_lock.json,2478,2026-08-10T00:00:00Z,5a632c689b2dff0d3e23d4352da4031349c51adb497d720a48ea96430e89231d,"Official ISSAI KSC2 page declares CC-BY-4.0; full multipart receipt is hash-pinned locally",verified,Verified locally 2026-08-10: all ten parts (80 809 122 212 bytes) passed one streaming gzip CRC/TAR audit; combined SHA-256 is 43d1ee6725d737a438125a13997a0abde4159de84ef17d1706fe7921e8632cbe. Hugging Face metadata says MIT but the primary issuer page says CC-BY-4.0; retain attribution. KSC/KazakhTTS2-derived crowdsourced and tts components are excluded. Archive lacks per-row language/code-switch labels; no mixed final or product claim.
fleurs_ru_kk_v1_silero_v4,personal_research,research_only,research_only,not_applicable,unknown,"FLEURS CC-BY-4.0; Silero V4 model CC-BY-NC-SA-4.0",https://github.com/snakers4/silero-models/tree/d9355348e2781dc8fa25a135d1602c530afae24c,silero_v4_cyrillic_v1_models.json,1672,2026-08-11T00:00:00Z,b1cd921e743c24fb5be6129973c10b35cc0b728e6e37bf061d10328bdcdfc629,"Pinned FLEURS transcript derivative and official Silero V4 fixed-profile package; local text-only synthesis only",verified,Verified locally 2026-08-11: exact source archive and 35431527-byte v4_cyrillic package match the lock. ZIP CRC and member/path audit passed; package dispatcher uses audited FastPitch plus HiFi-GAN TorchScript and one wrapper. Only fixed b_ru and kz_M1/kz_M2/kz_F1/kz_F2/kz_F3 profiles are allowed. random profile and its external voice_path load route are prohibited; no reference audio or voice cloning. CC-BY-NC-SA makes every derivative research-only and spoof voice groups are not verified.
silero_v5_5_ru_eugene_v1,personal_research,research_only,research_only,not_applicable,unknown,CC-BY-NC-SA-4.0,https://github.com/snakers4/silero-models/tree/d9355348e2781dc8fa25a135d1602c530afae24c,silero_v5_5_ru_eugene_v1_artifact_lock.json,3684,2026-08-13T00:00:00Z,ae4c70524f0fbdfa490c7a20f338a4e70d8fa328492c9a890262152cbf915621,"Pinned official Silero V5.5 RU package with a fixed eugene text-only local wrapper",verified,"Verified locally 2026-08-13: exact 145420684-byte v5_5_ru package and 789187-byte source archive match the artifact lock; ZIP CRC, member/path limits, wrapper/dispatcher hashes and dispatcher GLOBAL allow-list passed. Only literal Russian text to built-in eugene at 48 kHz is exposed; random profile, reference audio, voice_path, SSML and cloning are forbidden. Exact route audit covers 18605 historical spoof rows in 56 manifests and finds zero exact V5.5/eugene route rows, but 1265 legacy Silero rows prevent architecture-family, vendor-family or speaker-independence claims. CC-BY-NC-SA is personal-research-only here; product, training and calibration are forbidden. Detector inference remains forbidden until a new immutable evaluation contract pins the completed two-review gate; this never authorizes product use."
ksc2_mixed_v1_silero_v4,personal_research,research_only,research_only,not_applicable,unknown,"KSC2 CC-BY-4.0; Silero V4 model CC-BY-NC-SA-4.0",https://github.com/snakers4/silero-models/tree/d9355348e2781dc8fa25a135d1602c530afae24c,silero_v4_cyrillic_v1_models.json,1672,2026-08-11T00:00:00Z,b1cd921e743c24fb5be6129973c10b35cc0b728e6e37bf061d10328bdcdfc629,"Pinned explicit KSC2 mixed-transcript derivative and official Silero V4 fixed-profile package; local text-only synthesis only",verified,Verified locally 2026-08-11: reuses the exact verified Silero V4 model lock and fixed kz_M1 profile without reference audio or voice cloning. The input transcript is confirmed mixed by the narrow KSC2 review; waveform-level language preservation is not independently established. CC-BY-NC-SA makes every derivative research-only and spoof voice groups are not verified.
tone_speak_ru_v1,personal_research,research_only,research_only,not_applicable,source_provided,Apache-2.0,https://huggingface.co/datasets/Vikhrmodels/ToneSpeak/tree/d40f94cd5c7dcf756a8c59a1c465b834220bec56,tone_speak_ru_v1_artifact_lock.json,1686390665,2025-06-14T12:35:12Z,8d57ba0d70eac324646f2cceab617d83a900af8ef9ca11450a2d13a6da679da0,"Pinned public ToneSpeak revision; dataset card declares Russian GPT-4.1 mini text generation and GPT-4o mini TTS audio generation",verified,"Verified locally 2026-08-11: all five Parquet LFS payloads plus README/.gitattributes match exact hashes; 6,998 embedded 24-kHz MP3 assets pass streaming structural audit. Per-row voice_name is source-provided, not independently logged generation provenance. One separately pinned 100-row spoof-only OOD candidate passed a narrow two-review acoustic gate and one frozen checkpoint inference; no binary final, calibration, training or product decision is authorized."
