sample_id,relative_path,sha256,split,label,language,code_switch,parent_group_id,source_name,source_license,rights_basis,speaker_pseudo_id,text_id,text_hash,duration_s,generator_family,generator_name,generator_version,voice_id,clone_consent_id,device,capture_route,original_sr,codec,augmentation_chain,augmentation_seed,created_at
xlsr_sls_model_v4_kk_spoof:Train/talkshow/01_32_567,raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-kazemotts-v1/76/76d1ba226c0a8361554954a197330a91406bd79f71d54d74906ab88ed5678180.wav,e52e1f547a3fa1e801cf4beb0844ba72c7bd21e00c220970ac366c5dbf304003,train,spoof,kk,unknown,xlsr_sls_model_v4_kk_spoof:route:kk-kazemotts-v1,ksc_derived_kk_v2_kazemotts,KSC text CC-BY-4.0; KazEmoTTS model CC-BY-4.0,Frozen KSC2 CC-BY-4.0 text plus hash-pinned local text-only TTS route; personal research; no reference audio or cloning,xlsr-sls-model-v4:kk-kazemotts-v1:voice:M1:angry,xlsr-sls-model-v4:text:76d1ba226c0a8361554954a197330a91406bd79f71d54d74906ab88ed5678180,76d1ba226c0a8361554954a197330a91406bd79f71d54d74906ab88ed5678180,4.144761904761904,gradtts_hifigan_emotional_tts,ISSAI KazEmoTTS Grad-TTS + HiFi-GAN,KazEmoTTS source-revision-0db250b2ebd95c0de7f8fb7ccba9fd65d4815115; checkpoints-2024-03-11,M1:angry,,local_cuda_kazemotts_gradtts_hifigan,v4_offline_text_only_tts:kk-kazemotts-v1,22050,wav,,811424873,2026-08-14T19:02:25Z
xlsr_sls_model_v4_kk_spoof:Train/parliament/senate_19_125,raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-kazemotts-v1/26/264b8215c8542825d8e859087a0c7a52637bccea960eacafd3138038084e78e4.wav,2c28b247b228c94c22880a4b4198ee8eb26cfe2edf86145b73db1b6042103025,train,spoof,kk,unknown,xlsr_sls_model_v4_kk_spoof:route:kk-kazemotts-v1,ksc_derived_kk_v2_kazemotts,KSC text CC-BY-4.0; KazEmoTTS model CC-BY-4.0,Frozen KSC2 CC-BY-4.0 text plus hash-pinned local text-only TTS route; personal research; no reference audio or cloning,xlsr-sls-model-v4:kk-kazemotts-v1:voice:F1:sad,xlsr-sls-model-v4:text:264b8215c8542825d8e859087a0c7a52637bccea960eacafd3138038084e78e4,264b8215c8542825d8e859087a0c7a52637bccea960eacafd3138038084e78e4,3.2624036281179136,gradtts_hifigan_emotional_tts,ISSAI KazEmoTTS Grad-TTS + HiFi-GAN,KazEmoTTS source-revision-0db250b2ebd95c0de7f8fb7ccba9fd65d4815115; checkpoints-2024-03-11,F1:sad,,local_cuda_kazemotts_gradtts_hifigan,v4_offline_text_only_tts:kk-kazemotts-v1,22050,wav,,846479608,2026-08-14T19:02:34Z
xlsr_sls_model_v4_kk_spoof:Train/talkshow/01_69_233,raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-kazemotts-v1/cc/cc30782ab8aceaf4f84e2be1ed48b0f1e8d734384a6665d0095c42b404695f92.wav,dd90125147723409333673d2cd44c17d24e12edd089cd5b56f54df17d7326eb4,train,spoof,kk,unknown,xlsr_sls_model_v4_kk_spoof:route:kk-kazemotts-v1,ksc_derived_kk_v2_kazemotts,KSC text CC-BY-4.0; KazEmoTTS model CC-BY-4.0,Frozen KSC2 CC-BY-4.0 text plus hash-pinned local text-only TTS route; personal research; no reference audio or cloning,xlsr-sls-model-v4:kk-kazemotts-v1:voice:M2:angry,xlsr-sls-model-v4:text:cc30782ab8aceaf4f84e2be1ed48b0f1e8d734384a6665d0095c42b404695f92,cc30782ab8aceaf4f84e2be1ed48b0f1e8d734384a6665d0095c42b404695f92,8.312743764172335,gradtts_hifigan_emotional_tts,ISSAI KazEmoTTS Grad-TTS + HiFi-GAN,KazEmoTTS source-revision-0db250b2ebd95c0de7f8fb7ccba9fd65d4815115; checkpoints-2024-03-11,M2:angry,,local_cuda_kazemotts_gradtts_hifigan,v4_offline_text_only_tts:kk-kazemotts-v1,22050,wav,,239200129,2026-08-14T19:02:34Z
xlsr_sls_model_v4_kk_spoof:Train/radio/01_78_254,raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-kazemotts-v1/93/93659fa5092801204c4f7069514fb2bfa7a1f3df1c5a64edefe945d389558975.wav,04ac81402c2bf79c505a455323920e523015660e8dc11e2c4ba6df94e9386c56,train,spoof,kk,unknown,xlsr_sls_model_v4_kk_spoof:route:kk-kazemotts-v1,ksc_derived_kk_v2_kazemotts,KSC text CC-BY-4.0; KazEmoTTS model CC-BY-4.0,Frozen KSC2 CC-BY-4.0 text plus hash-pinned local text-only TTS route; personal research; no reference audio or cloning,xlsr-sls-model-v4:kk-kazemotts-v1:voice:M2:surprise,xlsr-sls-model-v4:text:93659fa5092801204c4f7069514fb2bfa7a1f3df1c5a64edefe945d389558975,93659fa5092801204c4f7069514fb2bfa7a1f3df1c5a64edefe945d389558975,2.8560544217687074,gradtts_hifigan_emotional_tts,ISSAI KazEmoTTS Grad-TTS + HiFi-GAN,KazEmoTTS source-revision-0db250b2ebd95c0de7f8fb7ccba9fd65d4815115; checkpoints-2024-03-11,M2:surprise,,local_cuda_kazemotts_gradtts_hifigan,v4_offline_text_only_tts:kk-kazemotts-v1,22050,wav,,235424886,2026-08-14T19:02:34Z
xlsr_sls_model_v4_kk_spoof:Train/parliament/mazhilis_11_627,raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-kazemotts-v1/56/56f5415c6a8ac86878dd33c8370d1945a0e33d985f289ae394735fac0b766b38.wav,f5f626640f28de237caf33c06ecdaf56cbd10302cfd2c9f291877c44a9ea658b,train,spoof,kk,unknown,xlsr_sls_model_v4_kk_spoof:route:kk-kazemotts-v1,ksc_derived_kk_v2_kazemotts,KSC text CC-BY-4.0; KazEmoTTS model CC-BY-4.0,Frozen KSC2 CC-BY-4.0 text plus hash-pinned local text-only TTS route; personal research; no reference audio or cloning,xlsr-sls-model-v4:kk-kazemotts-v1:voice:M2:fear,xlsr-sls-model-v4:text:56f5415c6a8ac86878dd33c8370d1945a0e33d985f289ae394735fac0b766b38,56f5415c6a8ac86878dd33c8370d1945a0e33d985f289ae394735fac0b766b38,7.790294784580499,gradtts_hifigan_emotional_tts,ISSAI KazEmoTTS Grad-TTS + HiFi-GAN,KazEmoTTS source-revision-0db250b2ebd95c0de7f8fb7ccba9fd65d4815115; checkpoints-2024-03-11,M2:fear,,local_cuda_kazemotts_gradtts_hifigan,v4_offline_text_only_tts:kk-kazemotts-v1,22050,wav,,1294209413,2026-08-14T19:02:35Z
xlsr_sls_model_v4_kk_spoof:Train/radio/01_61_613,raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-kazemotts-v1/23/23460fcb44b5ae2918698bc0c80608615745cc08a4bbd1057a6a9ed95f0be5da.wav,e1a7afa9d7ee723d0341c39886e75ff8f28a3e33ecc40cbe23d07e895f97c054,train,spoof,kk,unknown,xlsr_sls_model_v4_kk_spoof:route:kk-kazemotts-v1,ksc_derived_kk_v2_kazemotts,KSC text CC-BY-4.0; KazEmoTTS model CC-BY-4.0,Frozen KSC2 CC-BY-4.0 text plus hash-pinned local text-only TTS route; personal research; no reference audio or cloning,xlsr-sls-model-v4:kk-kazemotts-v1:voice:M2:happy,xlsr-sls-model-v4:text:23460fcb44b5ae2918698bc0c80608615745cc08a4bbd1057a6a9ed95f0be5da,23460fcb44b5ae2918698bc0c80608615745cc08a4bbd1057a6a9ed95f0be5da,1.5441269841269842,gradtts_hifigan_emotional_tts,ISSAI KazEmoTTS Grad-TTS + HiFi-GAN,KazEmoTTS source-revision-0db250b2ebd95c0de7f8fb7ccba9fd65d4815115; checkpoints-2024-03-11,M2:happy,,local_cuda_kazemotts_gradtts_hifigan,v4_offline_text_only_tts:kk-kazemotts-v1,22050,wav,,1173574960,2026-08-14T19:02:35Z
xlsr_sls_model_v4_kk_spoof:Train/podcasts/01_02_517,raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-kazemotts-v1/68/6846c37f2b29859550559e2f06890ee4b703e3490842aa8f50df46dab80c0050.wav,16fcfe55ea2eaad320c12b37ac0c2e03214b7bdc30b0993b2be669ebc9fd832c,train,spoof,kk,unknown,xlsr_sls_model_v4_kk_spoof:route:kk-kazemotts-v1,ksc_derived_kk_v2_kazemotts,KSC text CC-BY-4.0; KazEmoTTS model CC-BY-4.0,Frozen KSC2 CC-BY-4.0 text plus hash-pinned local text-only TTS route; personal research; no reference audio or cloning,xlsr-sls-model-v4:kk-kazemotts-v1:voice:M2:neutral,xlsr-sls-model-v4:text:6846c37f2b29859550559e2f06890ee4b703e3490842aa8f50df46dab80c0050,6846c37f2b29859550559e2f06890ee4b703e3490842aa8f50df46dab80c0050,7.592925170068027,gradtts_hifigan_emotional_tts,ISSAI KazEmoTTS Grad-TTS + HiFi-GAN,KazEmoTTS source-revision-0db250b2ebd95c0de7f8fb7ccba9fd65d4815115; checkpoints-2024-03-11,M2:neutral,,local_cuda_kazemotts_gradtts_hifigan,v4_offline_text_only_tts:kk-kazemotts-v1,22050,wav,,350732112,2026-08-14T19:02:35Z
xlsr_sls_model_v4_kk_spoof:Train/parliament/mazhilis_04_585,raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-kazemotts-v1/52/5297776b068adedcd78e7864877ee6319bb051554a46b8ca818f5d90e44847ff.wav,fd9a340827fc042741f475c97abbea98c46936d1251f7c025ebd1aed2901075b,train,spoof,kk,unknown,xlsr_sls_model_v4_kk_spoof:route:kk-kazemotts-v1,ksc_derived_kk_v2_kazemotts,KSC text CC-BY-4.0; KazEmoTTS model CC-BY-4.0,Frozen KSC2 CC-BY-4.0 text plus hash-pinned local text-only TTS route; personal research; no reference audio or cloning,xlsr-sls-model-v4:kk-kazemotts-v1:voice:M2:sad,xlsr-sls-model-v4:text:5297776b068adedcd78e7864877ee6319bb051554a46b8ca818f5d90e44847ff,5297776b068adedcd78e7864877ee6319bb051554a46b8ca818f5d90e44847ff,4.167981859410431,gradtts_hifigan_emotional_tts,ISSAI KazEmoTTS Grad-TTS + HiFi-GAN,KazEmoTTS source-revision-0db250b2ebd95c0de7f8fb7ccba9fd65d4815115; checkpoints-2024-03-11,M2:sad,,local_cuda_kazemotts_gradtts_hifigan,v4_offline_text_only_tts:kk-kazemotts-v1,22050,wav,,98274006,2026-08-14T19:02:35Z
xlsr_sls_model_v4_kk_spoof:Train/radio/01_41_162,raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-kazemotts-v1/e9/e9838484ab351c432f4c8a2f226585d7dd8892e153eed09dd81216368a08ba00.wav,b2b03031c1c9d9cdc7750efdf9ffd2a9c58e96eae79fae9d628fd4f9f82b781d,train,spoof,kk,unknown,xlsr_sls_model_v4_kk_spoof:route:kk-kazemotts-v1,ksc_derived_kk_v2_kazemotts,KSC text CC-BY-4.0; KazEmoTTS model CC-BY-4.0,Frozen KSC2 CC-BY-4.0 text plus hash-pinned local text-only TTS route; personal research; no reference audio or cloning,xlsr-sls-model-v4:kk-kazemotts-v1:voice:M1:angry,xlsr-sls-model-v4:text:e9838484ab351c432f4c8a2f226585d7dd8892e153eed09dd81216368a08ba00,e9838484ab351c432f4c8a2f226585d7dd8892e153eed09dd81216368a08ba00,5.050340136054421,gradtts_hifigan_emotional_tts,ISSAI KazEmoTTS Grad-TTS + HiFi-GAN,KazEmoTTS source-revision-0db250b2ebd95c0de7f8fb7ccba9fd65d4815115; checkpoints-2024-03-11,M1:angry,,local_cuda_kazemotts_gradtts_hifigan,v4_offline_text_only_tts:kk-kazemotts-v1,22050,wav,,1017571606,2026-08-14T19:02:36Z
xlsr_sls_model_v4_kk_spoof:Train/parliament/mazhilis_17_1_281,raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-kazemotts-v1/a4/a430ecae09d4199bf7784e13b9c0b773995ff6563e749ca7985e343776a979c3.wav,f4c274c518f37cb5c51e4278eae5981ee3d41bcb8a027c2c125fe5f4bcd4b602,train,spoof,kk,unknown,xlsr_sls_model_v4_kk_spoof:route:kk-kazemotts-v1,ksc_derived_kk_v2_kazemotts,KSC text CC-BY-4.0; KazEmoTTS model CC-BY-4.0,Frozen KSC2 CC-BY-4.0 text plus hash-pinned local text-only TTS route; personal research; no reference audio or cloning,xlsr-sls-model-v4:kk-kazemotts-v1:voice:M1:surprise,xlsr-sls-model-v4:text:a430ecae09d4199bf7784e13b9c0b773995ff6563e749ca7985e343776a979c3,a430ecae09d4199bf7784e13b9c0b773995ff6563e749ca7985e343776a979c3,5.8165986394557825,gradtts_hifigan_emotional_tts,ISSAI KazEmoTTS Grad-TTS + HiFi-GAN,KazEmoTTS source-revision-0db250b2ebd95c0de7f8fb7ccba9fd65d4815115; checkpoints-2024-03-11,M1:surprise,,local_cuda_kazemotts_gradtts_hifigan,v4_offline_text_only_tts:kk-kazemotts-v1,22050,wav,,1551961615,2026-08-14T19:02:36Z
xlsr_sls_model_v4_kk_spoof:Train/podcasts/01_01_452,raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-kazemotts-v1/08/08cf6fe527aeb3cb57a9d818b38735abd5eab41515a7c9391249e6f1bf781635.wav,525968c67dbf84a37bb025a05e0f14a6298782b3ade781fe057f233e8aa86ec2,train,spoof,kk,unknown,xlsr_sls_model_v4_kk_spoof:route:kk-kazemotts-v1,ksc_derived_kk_v2_kazemotts,KSC text CC-BY-4.0; KazEmoTTS model CC-BY-4.0,Frozen KSC2 CC-BY-4.0 text plus hash-pinned local text-only TTS route; personal research; no reference audio or cloning,xlsr-sls-model-v4:kk-kazemotts-v1:voice:M1:fear,xlsr-sls-model-v4:text:08cf6fe527aeb3cb57a9d818b38735abd5eab41515a7c9391249e6f1bf781635,08cf6fe527aeb3cb57a9d818b38735abd5eab41515a7c9391249e6f1bf781635,2.7631746031746034,gradtts_hifigan_emotional_tts,ISSAI KazEmoTTS Grad-TTS + HiFi-GAN,KazEmoTTS source-revision-0db250b2ebd95c0de7f8fb7ccba9fd65d4815115; checkpoints-2024-03-11,M1:fear,,local_cuda_kazemotts_gradtts_hifigan,v4_offline_text_only_tts:kk-kazemotts-v1,22050,wav,,932071207,2026-08-14T19:02:36Z
xlsr_sls_model_v4_kk_spoof:Train/parliament/senate_05_232,raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-kazemotts-v1/1c/1cc69b1915c47519a280cfd969ac511c382e851310f7a7b0424e38e1f02c17a0.wav,4629886e585d043efb35f1d048cb64cf779c7c7c7228e23b67ed044274d3e6e5,train,spoof,kk,unknown,xlsr_sls_model_v4_kk_spoof:route:kk-kazemotts-v1,ksc_derived_kk_v2_kazemotts,KSC text CC-BY-4.0; KazEmoTTS model CC-BY-4.0,Frozen KSC2 CC-BY-4.0 text plus hash-pinned local text-only TTS route; personal research; no reference audio or cloning,xlsr-sls-model-v4:kk-kazemotts-v1:voice:M1:happy,xlsr-sls-model-v4:text:1cc69b1915c47519a280cfd969ac511c382e851310f7a7b0424e38e1f02c17a0,1cc69b1915c47519a280cfd969ac511c382e851310f7a7b0424e38e1f02c17a0,13.966802721088435,gradtts_hifigan_emotional_tts,ISSAI KazEmoTTS Grad-TTS + HiFi-GAN,KazEmoTTS source-revision-0db250b2ebd95c0de7f8fb7ccba9fd65d4815115; checkpoints-2024-03-11,M1:happy,,local_cuda_kazemotts_gradtts_hifigan,v4_offline_text_only_tts:kk-kazemotts-v1,22050,wav,,32372758,2026-08-14T19:02:36Z
xlsr_sls_model_v4_kk_spoof:Train/radio/01_88_078,raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-kazemotts-v1/85/8529004cb3d7a28e3526664b7e255821119a1e6b2e730565e17361e7eaf2c21f.wav,21ce971d0901ca8176810160e5cedd5d3ba003927c42401974a5ccf9db15ad43,train,spoof,kk,unknown,xlsr_sls_model_v4_kk_spoof:route:kk-kazemotts-v1,ksc_derived_kk_v2_kazemotts,KSC text CC-BY-4.0; KazEmoTTS model CC-BY-4.0,Frozen KSC2 CC-BY-4.0 text plus hash-pinned local text-only TTS route; personal research; no reference audio or cloning,xlsr-sls-model-v4:kk-kazemotts-v1:voice:M1:neutral,xlsr-sls-model-v4:text:8529004cb3d7a28e3526664b7e255821119a1e6b2e730565e17361e7eaf2c21f,8529004cb3d7a28e3526664b7e255821119a1e6b2e730565e17361e7eaf2c21f,8.835192743764173,gradtts_hifigan_emotional_tts,ISSAI KazEmoTTS Grad-TTS + HiFi-GAN,KazEmoTTS source-revision-0db250b2ebd95c0de7f8fb7ccba9fd65d4815115; checkpoints-2024-03-11,M1:neutral,,local_cuda_kazemotts_gradtts_hifigan,v4_offline_text_only_tts:kk-kazemotts-v1,22050,wav,,696516670,2026-08-14T19:02:37Z
xlsr_sls_model_v4_kk_spoof:Train/tv_news/5f71078881114,raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-kazemotts-v1/94/947f59330d1fd1edf9649f0221f9ff79d75f57984fa1e1dba783512b0f232bc6.wav,0efde7580c1a6bd0abd7c12be7a832b70e619424550a7ea5d9bfb600b4d4e9f5,train,spoof,kk,unknown,xlsr_sls_model_v4_kk_spoof:route:kk-kazemotts-v1,ksc_derived_kk_v2_kazemotts,KSC text CC-BY-4.0; KazEmoTTS model CC-BY-4.0,Frozen KSC2 CC-BY-4.0 text plus hash-pinned local text-only TTS route; personal research; no reference audio or cloning,xlsr-sls-model-v4:kk-kazemotts-v1:voice:M1:sad,xlsr-sls-model-v4:text:947f59330d1fd1edf9649f0221f9ff79d75f57984fa1e1dba783512b0f232bc6,947f59330d1fd1edf9649f0221f9ff79d75f57984fa1e1dba783512b0f232bc6,3.7964625850340137,gradtts_hifigan_emotional_tts,ISSAI KazEmoTTS Grad-TTS + HiFi-GAN,KazEmoTTS source-revision-0db250b2ebd95c0de7f8fb7ccba9fd65d4815115; checkpoints-2024-03-11,M1:sad,,local_cuda_kazemotts_gradtts_hifigan,v4_offline_text_only_tts:kk-kazemotts-v1,22050,wav,,1157905869,2026-08-14T19:02:37Z
xlsr_sls_model_v4_kk_spoof:Train/parliament/senate_11_629,raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-kazemotts-v1/bd/bdb0e8aa901539cc13369f24336d270e2fa5443fe0e98d5e04efee12503a2bb2.wav,0cda55e0b31cbcc560701b6bced2c77b5dcccaa47637633bb447acde4dd20e8f,train,spoof,kk,unknown,xlsr_sls_model_v4_kk_spoof:route:kk-kazemotts-v1,ksc_derived_kk_v2_kazemotts,KSC text CC-BY-4.0; KazEmoTTS model CC-BY-4.0,Frozen KSC2 CC-BY-4.0 text plus hash-pinned local text-only TTS route; personal research; no reference audio or cloning,xlsr-sls-model-v4:kk-kazemotts-v1:voice:F1:angry,xlsr-sls-model-v4:text:bdb0e8aa901539cc13369f24336d270e2fa5443fe0e98d5e04efee12503a2bb2,bdb0e8aa901539cc13369f24336d270e2fa5443fe0e98d5e04efee12503a2bb2,1.230657596371882,gradtts_hifigan_emotional_tts,ISSAI KazEmoTTS Grad-TTS + HiFi-GAN,KazEmoTTS source-revision-0db250b2ebd95c0de7f8fb7ccba9fd65d4815115; checkpoints-2024-03-11,F1:angry,,local_cuda_kazemotts_gradtts_hifigan,v4_offline_text_only_tts:kk-kazemotts-v1,22050,wav,,1899304451,2026-08-14T19:02:37Z
xlsr_sls_model_v4_kk_spoof:Train/talkshow/01_45_284,raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-kazemotts-v1/08/087db9463cc2b0d8983b248a7f400766bfb659c3ab14cf381a8a098912178566.wav,f0c6c5d65f50af7f7b9be0c7e901a1a585e1ec2623613e7846f7242d629c4d96,train,spoof,kk,unknown,xlsr_sls_model_v4_kk_spoof:route:kk-kazemotts-v1,ksc_derived_kk_v2_kazemotts,KSC text CC-BY-4.0; KazEmoTTS model CC-BY-4.0,Frozen KSC2 CC-BY-4.0 text plus hash-pinned local text-only TTS route; personal research; no reference audio or cloning,xlsr-sls-model-v4:kk-kazemotts-v1:voice:F1:surprise,xlsr-sls-model-v4:text:087db9463cc2b0d8983b248a7f400766bfb659c3ab14cf381a8a098912178566,087db9463cc2b0d8983b248a7f400766bfb659c3ab14cf381a8a098912178566,1.7647165532879818,gradtts_hifigan_emotional_tts,ISSAI KazEmoTTS Grad-TTS + HiFi-GAN,KazEmoTTS source-revision-0db250b2ebd95c0de7f8fb7ccba9fd65d4815115; checkpoints-2024-03-11,F1:surprise,,local_cuda_kazemotts_gradtts_hifigan,v4_offline_text_only_tts:kk-kazemotts-v1,22050,wav,,597192563,2026-08-14T19:02:37Z
xlsr_sls_model_v4_kk_spoof:Train/parliament/senate_11_543,raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-kazemotts-v1/a2/a29437d5729a93a3deadcd1e13751317bd0bb310dffb18858c8d090b15b6cd3e.wav,282eba05478980756c407669c3d6832ab56c5da97dcc7f78ae974f49ff53f230,train,spoof,kk,unknown,xlsr_sls_model_v4_kk_spoof:route:kk-kazemotts-v1,ksc_derived_kk_v2_kazemotts,KSC text CC-BY-4.0; KazEmoTTS model CC-BY-4.0,Frozen KSC2 CC-BY-4.0 text plus hash-pinned local text-only TTS route; personal research; no reference audio or cloning,xlsr-sls-model-v4:kk-kazemotts-v1:voice:F1:fear,xlsr-sls-model-v4:text:a29437d5729a93a3deadcd1e13751317bd0bb310dffb18858c8d090b15b6cd3e,a29437d5729a93a3deadcd1e13751317bd0bb310dffb18858c8d090b15b6cd3e,9.880090702947847,gradtts_hifigan_emotional_tts,ISSAI KazEmoTTS Grad-TTS + HiFi-GAN,KazEmoTTS source-revision-0db250b2ebd95c0de7f8fb7ccba9fd65d4815115; checkpoints-2024-03-11,F1:fear,,local_cuda_kazemotts_gradtts_hifigan,v4_offline_text_only_tts:kk-kazemotts-v1,22050,wav,,1272767092,2026-08-14T19:02:37Z
xlsr_sls_model_v4_kk_spoof:Train/parliament/mazhilis_24_622,raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-kazemotts-v1/85/850b23e3da5fbb373a46e3dc73a99d60f6bc28559fb9bce32a113fd73e5891cc.wav,e2de1ef4efe5dd87b6e28c28c8a5c4a8a56796e7be6ca3ac73bf3306a613a920,train,spoof,kk,unknown,xlsr_sls_model_v4_kk_spoof:route:kk-kazemotts-v1,ksc_derived_kk_v2_kazemotts,KSC text CC-BY-4.0; KazEmoTTS model CC-BY-4.0,Frozen KSC2 CC-BY-4.0 text plus hash-pinned local text-only TTS route; personal research; no reference audio or cloning,xlsr-sls-model-v4:kk-kazemotts-v1:voice:F1:happy,xlsr-sls-model-v4:text:850b23e3da5fbb373a46e3dc73a99d60f6bc28559fb9bce32a113fd73e5891cc,850b23e3da5fbb373a46e3dc73a99d60f6bc28559fb9bce32a113fd73e5891cc,9.438911564625851,gradtts_hifigan_emotional_tts,ISSAI KazEmoTTS Grad-TTS + HiFi-GAN,KazEmoTTS source-revision-0db250b2ebd95c0de7f8fb7ccba9fd65d4815115; checkpoints-2024-03-11,F1:happy,,local_cuda_kazemotts_gradtts_hifigan,v4_offline_text_only_tts:kk-kazemotts-v1,22050,wav,,499075358,2026-08-14T19:02:38Z
xlsr_sls_model_v4_kk_spoof:Train/parliament/mazhilis_12_206,raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-kazemotts-v1/0b/0bd8f1d8f6e08b50fb1876fc768051e4019e080ddc0bddfbd903383e22f35591.wav,1e7e3879f56dcec93f58646e889cb7fec2df8a0ee410f7af6cf70ecd5d6599b1,train,spoof,kk,unknown,xlsr_sls_model_v4_kk_spoof:route:kk-kazemotts-v1,ksc_derived_kk_v2_kazemotts,KSC text CC-BY-4.0; KazEmoTTS model CC-BY-4.0,Frozen KSC2 CC-BY-4.0 text plus hash-pinned local text-only TTS route; personal research; no reference audio or cloning,xlsr-sls-model-v4:kk-kazemotts-v1:voice:F1:neutral,xlsr-sls-model-v4:text:0bd8f1d8f6e08b50fb1876fc768051e4019e080ddc0bddfbd903383e22f35591,0bd8f1d8f6e08b50fb1876fc768051e4019e080ddc0bddfbd903383e22f35591,5.897868480725624,gradtts_hifigan_emotional_tts,ISSAI KazEmoTTS Grad-TTS + HiFi-GAN,KazEmoTTS source-revision-0db250b2ebd95c0de7f8fb7ccba9fd65d4815115; checkpoints-2024-03-11,F1:neutral,,local_cuda_kazemotts_gradtts_hifigan,v4_offline_text_only_tts:kk-kazemotts-v1,22050,wav,,925004103,2026-08-14T19:02:38Z
xlsr_sls_model_v4_kk_spoof:Train/podcasts/03_46_064,raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-kazemotts-v1/02/0238e6d5529e20651c006ec0e005e3d2ea48e890301eec135692494259575699.wav,9bd6e0cdcbe8bfc8cd8fe83b01fca53368368e275921b2f59805b22fdcc332bf,train,spoof,kk,unknown,xlsr_sls_model_v4_kk_spoof:route:kk-kazemotts-v1,ksc_derived_kk_v2_kazemotts,KSC text CC-BY-4.0; KazEmoTTS model CC-BY-4.0,Frozen KSC2 CC-BY-4.0 text plus hash-pinned local text-only TTS route; personal research; no reference audio or cloning,xlsr-sls-model-v4:kk-kazemotts-v1:voice:F1:sad,xlsr-sls-model-v4:text:0238e6d5529e20651c006ec0e005e3d2ea48e890301eec135692494259575699,0238e6d5529e20651c006ec0e005e3d2ea48e890301eec135692494259575699,2.914104308390023,gradtts_hifigan_emotional_tts,ISSAI KazEmoTTS Grad-TTS + HiFi-GAN,KazEmoTTS source-revision-0db250b2ebd95c0de7f8fb7ccba9fd65d4815115; checkpoints-2024-03-11,F1:sad,,local_cuda_kazemotts_gradtts_hifigan,v4_offline_text_only_tts:kk-kazemotts-v1,22050,wav,,695697571,2026-08-14T19:02:38Z
xlsr_sls_model_v4_kk_spoof:Train/parliament/senate_09_051,raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-kazemotts-v1/a9/a9cfcd8ff57e643b998cf87f514759a820b351751ec223898a157caf25ee1305.wav,41877e829c0d8ad48be1b3b62c177b6d14b84a693a1ed972c7420dd04dadb12e,train,spoof,kk,unknown,xlsr_sls_model_v4_kk_spoof:route:kk-kazemotts-v1,ksc_derived_kk_v2_kazemotts,KSC text CC-BY-4.0; KazEmoTTS model CC-BY-4.0,Frozen KSC2 CC-BY-4.0 text plus hash-pinned local text-only TTS route; personal research; no reference audio or cloning,xlsr-sls-model-v4:kk-kazemotts-v1:voice:M2:angry,xlsr-sls-model-v4:text:a9cfcd8ff57e643b998cf87f514759a820b351751ec223898a157caf25ee1305,a9cfcd8ff57e643b998cf87f514759a820b351751ec223898a157caf25ee1305,6.397097505668934,gradtts_hifigan_emotional_tts,ISSAI KazEmoTTS Grad-TTS + HiFi-GAN,KazEmoTTS source-revision-0db250b2ebd95c0de7f8fb7ccba9fd65d4815115; checkpoints-2024-03-11,M2:angry,,local_cuda_kazemotts_gradtts_hifigan,v4_offline_text_only_tts:kk-kazemotts-v1,22050,wav,,1713861877,2026-08-14T19:02:38Z
