language,selection_rank,sample_id,source_member,source_split,parent_group_id,speaker_pseudo_id,text_id,text_hash,synthesis_text_sha256,synthesis_seed,normalization_operations
ru,11,common_voice_ru_v24:common_voice_ru_34969206,common_voice_ru_34969206.mp3,test,common_voice_ru_v24:client:ca1adca885a59675bf42cdee53890250f449c80cd07b7ce167a5deb8dac4db73ec0898bffbc1d74d1d6cb5febc5a08dcb79746c17cb786c6ebe073aab112267f,common_voice_ru_v24:client:ca1adca885a59675bf42cdee53890250f449c80cd07b7ce167a5deb8dac4db73ec0898bffbc1d74d1d6cb5febc5a08dcb79746c17cb786c6ebe073aab112267f,94821c8469f911d2024f19c42ef477e16c738e4adfb07d010ea852a2daa716a7,fa4a1abd9daefdd91535411aa7aed1e4f711edcfe1fbe13537cad6628f6fbd53,fa4a1abd9daefdd91535411aa7aed1e4f711edcfe1fbe13537cad6628f6fbd53,4199160509,literal_utf8_source_text
ru,12,common_voice_ru_v24:common_voice_ru_25825195,common_voice_ru_25825195.mp3,test,common_voice_ru_v24:client:4b80a9cb0d6a419eab1685bed2176c6b99cd9216c180a25a30c141338990127d6469019307c634b952d3b3742f4741f50a548eeba397d8446f86405f112250ca,common_voice_ru_v24:client:4b80a9cb0d6a419eab1685bed2176c6b99cd9216c180a25a30c141338990127d6469019307c634b952d3b3742f4741f50a548eeba397d8446f86405f112250ca,393e5235fa699fdcb28590f8d16471d3a85e1f6eefb3ac6508afbb6d67bf6237,51a1aaf11a8b2fef7540b013f2a4b7a4d94e03466476de69b99ecafd7f06bdf8,51a1aaf11a8b2fef7540b013f2a4b7a4d94e03466476de69b99ecafd7f06bdf8,1369549553,literal_utf8_source_text
ru,13,common_voice_ru_v24:common_voice_ru_35120451,common_voice_ru_35120451.mp3,test,common_voice_ru_v24:client:aa5455ceff1761f060fa7da75c8bdc85e74aedb03e3e0aff18c939378ce96c87e2ee7a9577bcdbbccd536334b9e85b31e39e0549c837b0948faedc5b32c9c62e,common_voice_ru_v24:client:aa5455ceff1761f060fa7da75c8bdc85e74aedb03e3e0aff18c939378ce96c87e2ee7a9577bcdbbccd536334b9e85b31e39e0549c837b0948faedc5b32c9c62e,b8a72c1021954980298dd7b4d4252f523646e9f5330a9a3f316ad458f329ddac,224bb25a02b4e29474bdec300c45fdd4bc9598b8ad1e67590abc820418f3611e,224bb25a02b4e29474bdec300c45fdd4bc9598b8ad1e67590abc820418f3611e,575386202,literal_utf8_source_text
ru,14,common_voice_ru_v24:common_voice_ru_19028853,common_voice_ru_19028853.mp3,test,common_voice_ru_v24:client:7ce78d7fe16ba82873c03d40aecb7a4c78069a007a9ee5c35797ec40ec3c9572a7bfc7671b05213d33e28f7a1fcb36b829e1c852a17ecfc1af700b3d31b8010e,common_voice_ru_v24:client:7ce78d7fe16ba82873c03d40aecb7a4c78069a007a9ee5c35797ec40ec3c9572a7bfc7671b05213d33e28f7a1fcb36b829e1c852a17ecfc1af700b3d31b8010e,141dc8c8161502f188b70188cef576474fece754503594ebf6a0fa0b257c312b,e3c8f81cd7d9341c903b6eb12856bf8ed5ce34f9d8b47f96656a627c9491bf92,e3c8f81cd7d9341c903b6eb12856bf8ed5ce34f9d8b47f96656a627c9491bf92,3821598748,literal_utf8_source_text
ru,15,common_voice_ru_v24:common_voice_ru_19340547,common_voice_ru_19340547.mp3,test,common_voice_ru_v24:client:49e8d8af7e40e732b3366f9f24468a00cdea9e6acc5f9860c333322564ffe717ba203ac749160c29af393e468d3b2d4a08363123c0d008f7f355af63f39062ca,common_voice_ru_v24:client:49e8d8af7e40e732b3366f9f24468a00cdea9e6acc5f9860c333322564ffe717ba203ac749160c29af393e468d3b2d4a08363123c0d008f7f355af63f39062ca,3b66eae33405eee530da279265b92abc56203dcf4f5f3df69e1d429efbddaa71,fe5d3b40dcb6ac04cfd68699fb176cc3dcd8c44486748e8bc981340a1aa1cd35,fe5d3b40dcb6ac04cfd68699fb176cc3dcd8c44486748e8bc981340a1aa1cd35,4267522880,literal_utf8_source_text
ru,16,common_voice_ru_v24:common_voice_ru_26872131,common_voice_ru_26872131.mp3,test,common_voice_ru_v24:client:4891e1d0e88cf01ad9c0e8fec0d3992f2ada5535f3edf021b3b19293f3255dc7878291b6fad6c8b26f54d0be24d9ae06ee2e3718c3f9d20fb640bade2c1790e0,common_voice_ru_v24:client:4891e1d0e88cf01ad9c0e8fec0d3992f2ada5535f3edf021b3b19293f3255dc7878291b6fad6c8b26f54d0be24d9ae06ee2e3718c3f9d20fb640bade2c1790e0,95f272a6cbb77cd55a7f54db7ae8f0ee85f2a81c70cac6af4c282ca6a02f4147,51724825eda871a1ea4f420ecf77e1e9189f018803236199a45c374799fa4588,51724825eda871a1ea4f420ecf77e1e9189f018803236199a45c374799fa4588,1366444069,literal_utf8_source_text
ru,17,common_voice_ru_v24:common_voice_ru_39325259,common_voice_ru_39325259.mp3,test,common_voice_ru_v24:client:83998f926e5782343265d69bc79b7c7e9e0d3086587720aadd09454435b99a476ccae48485d11ebe1cc310faa41d228fd757744425b6b7afe239fc7b2266d3bf,common_voice_ru_v24:client:83998f926e5782343265d69bc79b7c7e9e0d3086587720aadd09454435b99a476ccae48485d11ebe1cc310faa41d228fd757744425b6b7afe239fc7b2266d3bf,958fcdc44d886048b1869ed641f091e4f6d320581c0c9efae0d41c2c7ddb353e,e431b2c5c88e0b1d72786a0530c6ee0449d05992c76e8060b935e8b525def872,e431b2c5c88e0b1d72786a0530c6ee0449d05992c76e8060b935e8b525def872,3828462277,literal_utf8_source_text
ru,18,common_voice_ru_v24:common_voice_ru_37512917,common_voice_ru_37512917.mp3,test,common_voice_ru_v24:client:382c8f4bd6aa753fb9c66fe7151d5c77bad62d228699776f94be0dedce98b4cb2f3909d393e218c79e7d827ac86f3e2664f4204c2c8317756cd155f8dfd19a4a,common_voice_ru_v24:client:382c8f4bd6aa753fb9c66fe7151d5c77bad62d228699776f94be0dedce98b4cb2f3909d393e218c79e7d827ac86f3e2664f4204c2c8317756cd155f8dfd19a4a,6063727dd79af389b4dcc77ae12eab3074ceb4d1b12f0de0ba510979b4cb7001,002ea0799d2c44d7795bca1e865607d0276615cb54c62342b08edb4fd76348e9,002ea0799d2c44d7795bca1e865607d0276615cb54c62342b08edb4fd76348e9,3055737,literal_utf8_source_text
ru,19,common_voice_ru_v24:common_voice_ru_30644732,common_voice_ru_30644732.mp3,test,common_voice_ru_v24:client:06f756dbbdc3a121d9127628f62c1c9133aac199258d87e3bf4c2ea6fafe01a47da5a0fa92d7f5d8e45ae5f89bf198c22a0384dbbefe27befc2b6d67a206b72f,common_voice_ru_v24:client:06f756dbbdc3a121d9127628f62c1c9133aac199258d87e3bf4c2ea6fafe01a47da5a0fa92d7f5d8e45ae5f89bf198c22a0384dbbefe27befc2b6d67a206b72f,168a33f82a1c7e8fc686c072f4ca9862856ae566c7ff32d32b5418ded5806a48,e33b3a271fc485932c9fe7b21d1db05fcfa05e977b1c2585b2f8261b5234ab74,e33b3a271fc485932c9fe7b21d1db05fcfa05e977b1c2585b2f8261b5234ab74,3812309543,literal_utf8_source_text
ru,20,common_voice_ru_v24:common_voice_ru_19483323,common_voice_ru_19483323.mp3,test,common_voice_ru_v24:client:863cee212e46d23430b91b08dfde0d1acc3b8b96824a7c2a71935ca195027e11141e616540cda5a6ccdee348ff1ca7fd5daeba10420a8449abfe031ef839fd5e,common_voice_ru_v24:client:863cee212e46d23430b91b08dfde0d1acc3b8b96824a7c2a71935ca195027e11141e616540cda5a6ccdee348ff1ca7fd5daeba10420a8449abfe031ef839fd5e,4f6a48a53d5e1af32c466b8ad454979dd3ef92eaa1ef697bf26326e19f1c5143,b5986a376aa9075db06c71c56fa5692932de64969a2d7cd6211856dba6962847,b5986a376aa9075db06c71c56fa5692932de64969a2d7cd6211856dba6962847,3046664759,literal_utf8_source_text
ru,21,common_voice_ru_v24:common_voice_ru_27301850,common_voice_ru_27301850.mp3,test,common_voice_ru_v24:client:9a8311bbfef2174b8264b8c93f1745840eb8078e6a36fb8f0a96af3dee014788990eea52c35931226ea72d51a8588c5ba01b44670ed6817e11fc010c1695d74e,common_voice_ru_v24:client:9a8311bbfef2174b8264b8c93f1745840eb8078e6a36fb8f0a96af3dee014788990eea52c35931226ea72d51a8588c5ba01b44670ed6817e11fc010c1695d74e,b9cfc9f56fc02271951f196111f7c8aff4eaf82cd8ea09d4cfb09e5f9bc252c6,924d3585aa578035a9ef2edfff9a0b31140950e4f8b50a2d699ff7fdc71d06e7,924d3585aa578035a9ef2edfff9a0b31140950e4f8b50a2d699ff7fdc71d06e7,2454533509,literal_utf8_source_text
ru,22,common_voice_ru_v24:common_voice_ru_27788661,common_voice_ru_27788661.mp3,test,common_voice_ru_v24:client:1984bdbb803ec4f644f4794e389f8a6d9ccc8aee6c8c3960ed2e7891d07f91a1fb8243a65e591e96018e24e25506f455ca5850a0496214cf691d6b755b5b808b,common_voice_ru_v24:client:1984bdbb803ec4f644f4794e389f8a6d9ccc8aee6c8c3960ed2e7891d07f91a1fb8243a65e591e96018e24e25506f455ca5850a0496214cf691d6b755b5b808b,87be7a2406919e5cedda77f32a25d797fb0c1e035072e67c66fa95d6228b9e05,2b1ac2405bdcf1781ec9d3300657887b74d1ffba637753bdb050addb1f2d0147,2b1ac2405bdcf1781ec9d3300657887b74d1ffba637753bdb050addb1f2d0147,723173952,literal_utf8_source_text
ru,23,common_voice_ru_v24:common_voice_ru_25437816,common_voice_ru_25437816.mp3,test,common_voice_ru_v24:client:a84e97cefe5944d5568ad4ae80b1ffdef8a6dcb855e806b3a078d134a528a16529754a89f425c451a46afa803adef170fcdf75c7fddb6f7939e3b80a23d60ab5,common_voice_ru_v24:client:a84e97cefe5944d5568ad4ae80b1ffdef8a6dcb855e806b3a078d134a528a16529754a89f425c451a46afa803adef170fcdf75c7fddb6f7939e3b80a23d60ab5,413fe07102a904f13967b86e317fab8313ca386d3d978912b717734df154e65e,f21ac791c88cd2c40e2f870aa0d082483d8a056dbb88637d375578ccaed0feb4,f21ac791c88cd2c40e2f870aa0d082483d8a056dbb88637d375578ccaed0feb4,4061841297,literal_utf8_source_text
ru,24,common_voice_ru_v24:common_voice_ru_24552623,common_voice_ru_24552623.mp3,test,common_voice_ru_v24:client:ecc00bedd2a81597ec06ac6f0cd718f788653dcf02ee65f2179ed74299befdb40970cebe18927ddb5f22372e42574aa0810d13a36ca1bf37959157e14f87b9ba,common_voice_ru_v24:client:ecc00bedd2a81597ec06ac6f0cd718f788653dcf02ee65f2179ed74299befdb40970cebe18927ddb5f22372e42574aa0810d13a36ca1bf37959157e14f87b9ba,f512ef1a6b6f6fbc885d6925ed2a36c69528994c4680d31d751487ca5c48ab08,510922e5113273f2aa8052fbf6c6eba7b7298310bf15f937f42028a063c3d74a,510922e5113273f2aa8052fbf6c6eba7b7298310bf15f937f42028a063c3d74a,1359553253,literal_utf8_source_text
ru,25,common_voice_ru_v24:common_voice_ru_25288760,common_voice_ru_25288760.mp3,test,common_voice_ru_v24:client:64478eb4878ffd2e07fee80b628fabf8c5651076407cefd025cb900ad4a1a2279a90fc0f66f5049830d80f456c2724ca1a1be919e21109af28794497749c9ef3,common_voice_ru_v24:client:64478eb4878ffd2e07fee80b628fabf8c5651076407cefd025cb900ad4a1a2279a90fc0f66f5049830d80f456c2724ca1a1be919e21109af28794497749c9ef3,1f87874e9400e4a92aee134f55d122a8c0726bb493ba73b2c0f3393738484f01,a76638c1e33be58a7d530ffdd73598bbe97c7dee1402e04457aa789474f93d31,a76638c1e33be58a7d530ffdd73598bbe97c7dee1402e04457aa789474f93d31,2808494273,literal_utf8_source_text
ru,26,common_voice_ru_v24:common_voice_ru_31498465,common_voice_ru_31498465.mp3,test,common_voice_ru_v24:client:93daabc59a29a30fc921460b83c6fb31f62f4cbb08c3b5209cb4b794a502f042edfb9be4e7a9414371a10207936aa04afffc6a3cc3e4f85068ad919e69aca61c,common_voice_ru_v24:client:93daabc59a29a30fc921460b83c6fb31f62f4cbb08c3b5209cb4b794a502f042edfb9be4e7a9414371a10207936aa04afffc6a3cc3e4f85068ad919e69aca61c,a5133b3540bf7a44109eed9a49e2cce73dcef2f29439dee83f42ea1888af081c,e6f94669fe23635053070aceca58eadfb7aab0af8d3ad21671586e9a83a6218b,e6f94669fe23635053070aceca58eadfb7aab0af8d3ad21671586e9a83a6218b,3875096169,literal_utf8_source_text
ru,27,common_voice_ru_v24:common_voice_ru_19862898,common_voice_ru_19862898.mp3,test,common_voice_ru_v24:client:060c1ad4281cad1750ff16c2503d23cedaf4739ff64a1c9024ab125670545657fb0387146268e0bca5ff053b97ff9c8fb8eae16a6405c09a5f4d36239c88365d,common_voice_ru_v24:client:060c1ad4281cad1750ff16c2503d23cedaf4739ff64a1c9024ab125670545657fb0387146268e0bca5ff053b97ff9c8fb8eae16a6405c09a5f4d36239c88365d,13e96fd4c7099d531d38c0b0bbb25dc446507b2e3e0261fa7f552e3f3c23ff25,a97e6c25a76ef60f7c52e1b77d3be50e7963ff59b412f11d6e867358859f8fa3,a97e6c25a76ef60f7c52e1b77d3be50e7963ff59b412f11d6e867358859f8fa3,2843634725,literal_utf8_source_text
ru,28,common_voice_ru_v24:common_voice_ru_25810226,common_voice_ru_25810226.mp3,test,common_voice_ru_v24:client:a7bbc2745dfd303df07354eb77fa0e2a323c60db2a303353673026903be74624ba2a5abbeef6cabddddf54ff6bed8b666f2a4a54071889cd891be0f440e06061,common_voice_ru_v24:client:a7bbc2745dfd303df07354eb77fa0e2a323c60db2a303353673026903be74624ba2a5abbeef6cabddddf54ff6bed8b666f2a4a54071889cd891be0f440e06061,37412b4852fd4a7c63b3ce92780c3edec11c634ad79eb2af5335c07ef0205b8a,eea6a57fd72be50d01e044174e7a93e51247a7190b574b0eb3194abf76ed5de0,eea6a57fd72be50d01e044174e7a93e51247a7190b574b0eb3194abf76ed5de0,4003898751,literal_utf8_source_text
ru,29,common_voice_ru_v24:common_voice_ru_19580102,common_voice_ru_19580102.mp3,test,common_voice_ru_v24:client:fcebaf35f888a763ec78671ffdd794234a0a5a0178304c5e6bd63712f0502ed9bfd58e317a14f5e23a3b738519990c42436c57b7743911108e49a9160b6c8f6f,common_voice_ru_v24:client:fcebaf35f888a763ec78671ffdd794234a0a5a0178304c5e6bd63712f0502ed9bfd58e317a14f5e23a3b738519990c42436c57b7743911108e49a9160b6c8f6f,9ef3205fc2acec1c39ca043bd8ad330e04936bcb701b494bbd5b1a45cf53e1aa,26e2395fdba06124301f7e2adb28bda79834cebe15417d845d53f41ead3a3a25,26e2395fdba06124301f7e2adb28bda79834cebe15417d845d53f41ead3a3a25,652360031,literal_utf8_source_text
ru,30,common_voice_ru_v24:common_voice_ru_19867152,common_voice_ru_19867152.mp3,test,common_voice_ru_v24:client:15e21d7ffd2cabc565777cefc87e472a591a3c0eaeabff35df93b3de3ac5c3909a41fcefc021e77f66c4075cc0c2bdc593cea0970a442cb5ab12214ef2726f50,common_voice_ru_v24:client:15e21d7ffd2cabc565777cefc87e472a591a3c0eaeabff35df93b3de3ac5c3909a41fcefc021e77f66c4075cc0c2bdc593cea0970a442cb5ab12214ef2726f50,d16f446c96b957566261a97ef6da2884ab7e92fe0b5c58ccb82d8b354db54877,b0e5ef3f486f5895e9d0753165a159d3d887530a9a281f7bba7f66b8a86a40a8,b0e5ef3f486f5895e9d0753165a159d3d887530a9a281f7bba7f66b8a86a40a8,2967859007,literal_utf8_source_text
ru,31,common_voice_ru_v24:common_voice_ru_20209757,common_voice_ru_20209757.mp3,test,common_voice_ru_v24:client:8261872f42c07bb9ef1aa8c0cd5f07b2df29566f1d3895821f939b974963e7861a80fb49bc8f9016e5e9a3c6a55d8364e38f70f10bf9c21de4ce35eed148774f,common_voice_ru_v24:client:8261872f42c07bb9ef1aa8c0cd5f07b2df29566f1d3895821f939b974963e7861a80fb49bc8f9016e5e9a3c6a55d8364e38f70f10bf9c21de4ce35eed148774f,f403128f8213306a11388dd507b53c901e352ce1fc207100280797d06f4b02e1,8944d6795f1101b56be6c72487054e4f7ef1aaa372cd78bbcc85f3d80bcfeeac,8944d6795f1101b56be6c72487054e4f7ef1aaa372cd78bbcc85f3d80bcfeeac,2302989945,literal_utf8_source_text
ru,32,common_voice_ru_v24:common_voice_ru_19532721,common_voice_ru_19532721.mp3,test,common_voice_ru_v24:client:1209048d82a4e7caa592ba6e5fc3ed6b537562e4b8de3ad0f87e0f1346f5c3b8d83267ec7102a0df7f3743898e255c0045ccbf5c4d9da0d9fe7376d88a166d48,common_voice_ru_v24:client:1209048d82a4e7caa592ba6e5fc3ed6b537562e4b8de3ad0f87e0f1346f5c3b8d83267ec7102a0df7f3743898e255c0045ccbf5c4d9da0d9fe7376d88a166d48,693a3aee1ad7c8672c7bb512f7b775eb2049a1bcb5e6877acc80faa6131642d2,d3b3065c081ed3cf4a62679b4790c668b357449c9299ad9bf3eea3df21f11606,d3b3065c081ed3cf4a62679b4790c668b357449c9299ad9bf3eea3df21f11606,3551725148,literal_utf8_source_text
ru,33,common_voice_ru_v24:common_voice_ru_27636188,common_voice_ru_27636188.mp3,test,common_voice_ru_v24:client:6755ec12cfbc7d26f14d956cb16d6293adcc5d8d8c0d010f5d44ce0225f8ef6f4879e2ee93491e03a70b82ecffb6bbddf663d2e5797f39373a0426925d3271e7,common_voice_ru_v24:client:6755ec12cfbc7d26f14d956cb16d6293adcc5d8d8c0d010f5d44ce0225f8ef6f4879e2ee93491e03a70b82ecffb6bbddf663d2e5797f39373a0426925d3271e7,cc6da16ba460474f4a90cca151464363ddbf5fdbf840776974b3d70e3b62f8e4,893c50f6da3359ce53fce04f75c8946ccddf649513f026076a74023a561db1f9,893c50f6da3359ce53fce04f75c8946ccddf649513f026076a74023a561db1f9,2302431478,literal_utf8_source_text
ru,34,common_voice_ru_v24:common_voice_ru_18878654,common_voice_ru_18878654.mp3,test,common_voice_ru_v24:client:04590e848c159871d385d0c38f8987f39002906f4e69c2fc39e4269bc7ec13b62c8caa1618e8bb6ea64cc560608d759a21da1c296b7b7e0eb3e780f06ac863aa,common_voice_ru_v24:client:04590e848c159871d385d0c38f8987f39002906f4e69c2fc39e4269bc7ec13b62c8caa1618e8bb6ea64cc560608d759a21da1c296b7b7e0eb3e780f06ac863aa,7322ee020e8f5ad5ddb7a28646cf271750e055a7ac8aeb95767687fe776c54f4,f07c2ed11ec6ea012ec52accaaf53769c6637dcef2c5a12b39dba347fdb2c9d9,f07c2ed11ec6ea012ec52accaaf53769c6637dcef2c5a12b39dba347fdb2c9d9,4034670289,literal_utf8_source_text
ru,35,common_voice_ru_v24:common_voice_ru_27011650,common_voice_ru_27011650.mp3,test,common_voice_ru_v24:client:07d0c9d0b1a0a60e8123477a5f5556c7dcd23bc78059b04a018bd08c45f25389a9b3c4d56b3e7c5791efcb9ef236e5a98aa610697e010ea0f0cf64549f018514,common_voice_ru_v24:client:07d0c9d0b1a0a60e8123477a5f5556c7dcd23bc78059b04a018bd08c45f25389a9b3c4d56b3e7c5791efcb9ef236e5a98aa610697e010ea0f0cf64549f018514,ae16423b4961a678a961519c1a5bb713d9cce4ae37d6ed9f7b3ca3bc4c976df2,7526491fffad799de6b570381733a4a21c886c44f4c53375bae2077ae3dbc508,7526491fffad799de6b570381733a4a21c886c44f4c53375bae2077ae3dbc508,1965443359,literal_utf8_source_text
