protocol_id,packet_sha256,sample_id,audio_sha256,reviewer_pseudo_id,review_status,speech_intelligible,lexical_content_preserved,language_preserved,severe_artifacts,notes
xlsr-sls-model-v4-final-reconciliation-v1,3f1f68f3a2c2445282bd807d87519e39fcb83e81b2b8019c10c4f42b9a7d6c7b,issai_kazakhtts2_male2_tacotron2_pwg_v4_final_salvage:471286d496844a2779a5,18244e1dfafcd87d2e86add4c67c3d1d09f5bbd4b08668b0ef21aaec7478600b,reviewer_1,pass,yes,yes,yes,no,
xlsr-sls-model-v4-final-reconciliation-v1,3f1f68f3a2c2445282bd807d87519e39fcb83e81b2b8019c10c4f42b9a7d6c7b,google_fleurs_kk_v1:10038005366449065356,d4cab400b9e93cdce8205d0dca14fc9d4107e2f10915d8c457b5d65cf8ae4dda,reviewer_1,pass,yes,yes,yes,no,
xlsr-sls-model-v4-final-reconciliation-v1,3f1f68f3a2c2445282bd807d87519e39fcb83e81b2b8019c10c4f42b9a7d6c7b,issai_kazakhtts2_male2_tacotron2_pwg_v4_final_salvage:8f59ca3a88a8432a7cdc,d1102e3fdd09bc050da7701c9edae30707df9c70d8b7ed20e5713c02fa92672f,reviewer_1,pass,yes,yes,yes,no,
xlsr-sls-model-v4-final-reconciliation-v1,3f1f68f3a2c2445282bd807d87519e39fcb83e81b2b8019c10c4f42b9a7d6c7b,google_fleurs_kk_v1:14089391587186252358,9b0f247cddc5f495b372dc71029bb3159f58c830bb8bd64776008140e300ebf6,reviewer_1,pass,yes,yes,yes,no,
xlsr-sls-model-v4-final-reconciliation-v1,3f1f68f3a2c2445282bd807d87519e39fcb83e81b2b8019c10c4f42b9a7d6c7b,issai_kazakhtts2_male2_tacotron2_pwg_v4_final_salvage:c4b345b0e2d912b2cd8b,aaab06d5fa184ac3f348ef8bd8d3685db0d87a5a2f1b948463f6067e44398921,reviewer_1,pass,yes,yes,yes,no,
xlsr-sls-model-v4-final-reconciliation-v1,3f1f68f3a2c2445282bd807d87519e39fcb83e81b2b8019c10c4f42b9a7d6c7b,google_fleurs_kk_v1:13777454322261806115,97997589b57f765d96b99743e4bf8f1f96ef501f6712ba400b9d20e4ee3e2f7e,reviewer_1,pass,yes,yes,yes,no,
xlsr-sls-model-v4-final-reconciliation-v1,3f1f68f3a2c2445282bd807d87519e39fcb83e81b2b8019c10c4f42b9a7d6c7b,issai_kazakhtts2_male2_tacotron2_pwg_v4_final_salvage:e930b6f23f61a14360a1,4c3050b74403765b5330ad70550cb00574612d06918717ab0af6cd000a9ff98c,reviewer_1,pass,yes,yes,yes,no,
xlsr-sls-model-v4-final-reconciliation-v1,3f1f68f3a2c2445282bd807d87519e39fcb83e81b2b8019c10c4f42b9a7d6c7b,google_fleurs_kk_v1:10109350883402351139,bb63481f1e63d4935e1a36e943d9d4307c3bbd94b5f18753fd0beb4de6604b90,reviewer_1,pass,yes,yes,yes,no,
xlsr-sls-model-v4-final-reconciliation-v1,3f1f68f3a2c2445282bd807d87519e39fcb83e81b2b8019c10c4f42b9a7d6c7b,issai_kazakhtts2_male2_tacotron2_pwg_v4_final_salvage:1db8f83cc5c1db1a0467,b1b73c24656f4e1b1018be98095ac0983252d6ed59bd23d11ad84142d5fd5cf9,reviewer_1,pass,yes,yes,yes,no,
xlsr-sls-model-v4-final-reconciliation-v1,3f1f68f3a2c2445282bd807d87519e39fcb83e81b2b8019c10c4f42b9a7d6c7b,google_fleurs_kk_v1:18262955973807879526,fc2955995f6c805698e846b8ce99f2092e74780dd8a7f71a896daba8386b2d0d,reviewer_1,pass,yes,yes,yes,no,
xlsr-sls-model-v4-final-reconciliation-v1,3f1f68f3a2c2445282bd807d87519e39fcb83e81b2b8019c10c4f42b9a7d6c7b,issai_kazakhtts2_male2_tacotron2_pwg_v4_final_salvage:55261c84aaec20d9801c,e2a1b485aba2c84e85b5804c6c0b7407c15379ca5240dbfc5df7fb5302589616,reviewer_1,pass,yes,yes,yes,no,
xlsr-sls-model-v4-final-reconciliation-v1,3f1f68f3a2c2445282bd807d87519e39fcb83e81b2b8019c10c4f42b9a7d6c7b,google_fleurs_kk_v1:8874207414197203234,43cc70ddfe9ad46d775f450a59eba2b3cd770d1777aabd7295f356cffc5b827e,reviewer_1,pass,yes,yes,yes,no,
xlsr-sls-model-v4-final-reconciliation-v1,3f1f68f3a2c2445282bd807d87519e39fcb83e81b2b8019c10c4f42b9a7d6c7b,issai_kazakhtts2_male2_tacotron2_pwg_v4_final_salvage:d650dfdfc0c0ae36d49a,d3350eec8db691b660ce78cf13ef9db64282e0988cd4f1eaa634bcec08a3b4dc,reviewer_1,pass,yes,yes,yes,no,
xlsr-sls-model-v4-final-reconciliation-v1,3f1f68f3a2c2445282bd807d87519e39fcb83e81b2b8019c10c4f42b9a7d6c7b,google_fleurs_kk_v1:12920037826180784696,e7d7af9b6f33fd0eb41b4bc4dc6162c6b31a123c8e39eb103b816383ef18d731,reviewer_1,pass,yes,yes,yes,no,
xlsr-sls-model-v4-final-reconciliation-v1,3f1f68f3a2c2445282bd807d87519e39fcb83e81b2b8019c10c4f42b9a7d6c7b,issai_kazakhtts2_male2_tacotron2_pwg_v4_final_salvage:1a69c441adcffd721d86,4b6f54ef08ad182b0aebdb835267f4a1c28e57a3df02f285cd2174a80634b5f7,reviewer_1,pass,yes,yes,yes,no,
xlsr-sls-model-v4-final-reconciliation-v1,3f1f68f3a2c2445282bd807d87519e39fcb83e81b2b8019c10c4f42b9a7d6c7b,google_fleurs_kk_v1:6336318425618045596,1a6d31401e20f7ab5c5741e423de18154b2bc92c9e5ec924aef2c0454ac5de68,reviewer_1,pass,yes,yes,yes,no,
xlsr-sls-model-v4-final-reconciliation-v1,3f1f68f3a2c2445282bd807d87519e39fcb83e81b2b8019c10c4f42b9a7d6c7b,issai_kazakhtts2_male2_tacotron2_pwg_v4_final_salvage:264e9b17bec4421525d0,5e968fe6d31d28c2159dc9d8d6a99b8b3fa9c3b77590ccd8a31c0aa63c65d502,reviewer_1,pass,yes,yes,yes,no,
xlsr-sls-model-v4-final-reconciliation-v1,3f1f68f3a2c2445282bd807d87519e39fcb83e81b2b8019c10c4f42b9a7d6c7b,google_fleurs_kk_v1:5624038990685513950,90b100fcf4c19e7a19137506a39fa477fffd2a61f2da8de4794adf4a6e039706,reviewer_1,pass,yes,yes,yes,no,
xlsr-sls-model-v4-final-reconciliation-v1,3f1f68f3a2c2445282bd807d87519e39fcb83e81b2b8019c10c4f42b9a7d6c7b,issai_kazakhtts2_male2_tacotron2_pwg_v4_final_salvage:15753bc2e38b5ad9cc9f,2355a132996ef1517394959fe32629b2ad1f9aea00995a1fcef9b6147f94d393,reviewer_1,pass,yes,yes,yes,no,
xlsr-sls-model-v4-final-reconciliation-v1,3f1f68f3a2c2445282bd807d87519e39fcb83e81b2b8019c10c4f42b9a7d6c7b,google_fleurs_kk_v1:7282448179945010608,fddbbbfc66a9ddb8c194ef00fddba749a3bf04d0dd05ac8dc70f18a806c931ef,reviewer_1,pass,yes,yes,yes,no,
xlsr-sls-model-v4-final-reconciliation-v1,3f1f68f3a2c2445282bd807d87519e39fcb83e81b2b8019c10c4f42b9a7d6c7b,issai_kazakhtts2_male2_tacotron2_pwg_v4_final_salvage:e89f33fe41efea7a84f1,d41a10f881caed33784df815d2a72a2378eac44ab90b677f0a47f199133119f3,reviewer_1,pass,yes,yes,yes,no,
xlsr-sls-model-v4-final-reconciliation-v1,3f1f68f3a2c2445282bd807d87519e39fcb83e81b2b8019c10c4f42b9a7d6c7b,google_fleurs_kk_v1:8579381734740458119,e87ebba08c727701d2f9c3833da6ff497671f1a7f21906e751210152cc658a96,reviewer_1,pass,yes,yes,yes,no,
xlsr-sls-model-v4-final-reconciliation-v1,3f1f68f3a2c2445282bd807d87519e39fcb83e81b2b8019c10c4f42b9a7d6c7b,issai_kazakhtts2_male2_tacotron2_pwg_v4_final_salvage:7e23a85ea1a4676f009b,05d27a44607b42b897b7d87b1607c98bccf0d4066f4eebefd8f5fc39034928f6,reviewer_1,pass,yes,yes,yes,no,
xlsr-sls-model-v4-final-reconciliation-v1,3f1f68f3a2c2445282bd807d87519e39fcb83e81b2b8019c10c4f42b9a7d6c7b,google_fleurs_kk_v1:12377777755701244627,d2c2ea275e40c3ed390f016199808902391080d082c6071c6215b5ea51a37c79,reviewer_1,pass,yes,yes,yes,no,
xlsr-sls-model-v4-final-reconciliation-v1,3f1f68f3a2c2445282bd807d87519e39fcb83e81b2b8019c10c4f42b9a7d6c7b,issai_kazakhtts2_male2_tacotron2_pwg_v4_final_salvage:5d97c36d1f633976c796,9664af547cf5235a8022341b67c7951f1798ef26cf1da9fcaba95127c5c5f59f,reviewer_1,pass,yes,yes,yes,no,
xlsr-sls-model-v4-final-reconciliation-v1,3f1f68f3a2c2445282bd807d87519e39fcb83e81b2b8019c10c4f42b9a7d6c7b,google_fleurs_kk_v1:9463481871247373449,2a7dce5cb5efdf129198c3379dbcbefa59c1766d6ef4f6389f8bb239d2efb3c5,reviewer_1,pass,yes,yes,yes,no,
xlsr-sls-model-v4-final-reconciliation-v1,3f1f68f3a2c2445282bd807d87519e39fcb83e81b2b8019c10c4f42b9a7d6c7b,issai_kazakhtts2_male2_tacotron2_pwg_v4_final_salvage:6ae495c9dd87aec7ffb1,9b354f62ce1d935158548c70e427da6ad21eadc6b77e52b657f6042a922ea77b,reviewer_1,pass,yes,yes,yes,no,
xlsr-sls-model-v4-final-reconciliation-v1,3f1f68f3a2c2445282bd807d87519e39fcb83e81b2b8019c10c4f42b9a7d6c7b,google_fleurs_kk_v1:5226246625406443866,d6c23bcf17cfa88127d74c7bbbbbcc9ad5d6df0d213f1076702a28491e6e0a13,reviewer_1,pass,yes,yes,yes,no,
xlsr-sls-model-v4-final-reconciliation-v1,3f1f68f3a2c2445282bd807d87519e39fcb83e81b2b8019c10c4f42b9a7d6c7b,issai_kazakhtts2_male2_tacotron2_pwg_v4_final_salvage:12dce15c419942ea44e1,e2e1453179655026ae9dba903f52ae481d3abad285069c53196ebed67f9953d8,reviewer_1,pass,yes,yes,yes,no,
xlsr-sls-model-v4-final-reconciliation-v1,3f1f68f3a2c2445282bd807d87519e39fcb83e81b2b8019c10c4f42b9a7d6c7b,google_fleurs_kk_v1:15276723562830917864,95fd55f3a5d54f13d8e062b7f7e3ae4a55d231361b258c6fff3fa1e12a18b604,reviewer_1,pass,yes,yes,yes,no,
xlsr-sls-model-v4-final-reconciliation-v1,3f1f68f3a2c2445282bd807d87519e39fcb83e81b2b8019c10c4f42b9a7d6c7b,issai_kazakhtts2_male2_tacotron2_pwg_v4_final_salvage:85dcef73aff62dc0f75f,d41884f37dd37b305688bd308a18f8339353e0d87cdc6af3851e49de2cb1f02e,reviewer_1,pass,yes,yes,yes,no,
xlsr-sls-model-v4-final-reconciliation-v1,3f1f68f3a2c2445282bd807d87519e39fcb83e81b2b8019c10c4f42b9a7d6c7b,google_fleurs_kk_v1:7845361147279485333,1e58962beeac3d0bddfa3f42f230151a48927d93bc82a4d3c96116057e69eb2e,reviewer_1,pass,yes,yes,yes,no,
xlsr-sls-model-v4-final-reconciliation-v1,3f1f68f3a2c2445282bd807d87519e39fcb83e81b2b8019c10c4f42b9a7d6c7b,issai_kazakhtts2_male2_tacotron2_pwg_v4_final_salvage:18bff1ca4fd07a8f7607,1f16894c36a69da02cb6d520d1989d432b7b7dfaa7eca53623bdd8d16277b7b9,reviewer_1,pass,yes,yes,yes,no,
xlsr-sls-model-v4-final-reconciliation-v1,3f1f68f3a2c2445282bd807d87519e39fcb83e81b2b8019c10c4f42b9a7d6c7b,google_fleurs_kk_v1:5243247615342576433,6ad2c2fb026dd410acf93a433783d769adf2153f41f8c9bc27ce01644a010529,reviewer_1,pass,yes,yes,yes,no,
xlsr-sls-model-v4-final-reconciliation-v1,3f1f68f3a2c2445282bd807d87519e39fcb83e81b2b8019c10c4f42b9a7d6c7b,issai_kazakhtts2_male2_tacotron2_pwg_v4_final_salvage:35c4a167826ee5af37c7,44fb4d90a93307928de95011098de085533a8f960e711f9751ada773e972e103,reviewer_1,pass,yes,yes,yes,no,
xlsr-sls-model-v4-final-reconciliation-v1,3f1f68f3a2c2445282bd807d87519e39fcb83e81b2b8019c10c4f42b9a7d6c7b,google_fleurs_kk_v1:11672261654998018894,6bb1eb5037e0ffa27db8bbdc0a290fa0be09fdb51b35b0b9fbe64ed091f20af7,reviewer_1,pass,yes,yes,yes,no,
xlsr-sls-model-v4-final-reconciliation-v1,3f1f68f3a2c2445282bd807d87519e39fcb83e81b2b8019c10c4f42b9a7d6c7b,issai_kazakhtts2_male2_tacotron2_pwg_v4_final_salvage:0c7af11a54a9f70a6f6a,45c9dd4437b1a75b6d5346cf9568c96199db9803700b6c2fa504389578e6462e,reviewer_1,pass,yes,yes,yes,no,
xlsr-sls-model-v4-final-reconciliation-v1,3f1f68f3a2c2445282bd807d87519e39fcb83e81b2b8019c10c4f42b9a7d6c7b,google_fleurs_kk_v1:12520080706666965565,b056aad3d08c017678395cdc8f584a5c949a9547c3e7789a6a0ac5194fc8e038,reviewer_1,pass,yes,yes,yes,no,
xlsr-sls-model-v4-final-reconciliation-v1,3f1f68f3a2c2445282bd807d87519e39fcb83e81b2b8019c10c4f42b9a7d6c7b,issai_kazakhtts2_male2_tacotron2_pwg_v4_final_salvage:802cc04d120c7d31b835,5748c1e1a11b581a8494be7ae9aa747242caa1a8c199e09f2d0bc6d24b824385,reviewer_1,pass,yes,yes,yes,no,
xlsr-sls-model-v4-final-reconciliation-v1,3f1f68f3a2c2445282bd807d87519e39fcb83e81b2b8019c10c4f42b9a7d6c7b,google_fleurs_kk_v1:9302505127006235845,af58f416f24cf965e87756de96abc00e574df95f916caa50cc7b80472bc7068b,reviewer_1,pass,yes,yes,yes,no,
xlsr-sls-model-v4-final-reconciliation-v1,3f1f68f3a2c2445282bd807d87519e39fcb83e81b2b8019c10c4f42b9a7d6c7b,issai_kazakhtts2_male2_tacotron2_pwg_v4_final_salvage:69274b97b99cf1f39ea0,c19b21aafcce7004bda6e2bb5f7bef2a6143eb21c2d17d4aeea8c5f9632d0a90,reviewer_1,pass,yes,yes,yes,no,
xlsr-sls-model-v4-final-reconciliation-v1,3f1f68f3a2c2445282bd807d87519e39fcb83e81b2b8019c10c4f42b9a7d6c7b,google_fleurs_kk_v1:7861262700272485203,90229ea260b369f41afc94bfc3368b2793db3d4c38a5448724b5e45b4b4e8fcc,reviewer_1,pass,yes,yes,yes,no,
xlsr-sls-model-v4-final-reconciliation-v1,3f1f68f3a2c2445282bd807d87519e39fcb83e81b2b8019c10c4f42b9a7d6c7b,issai_kazakhtts2_male2_tacotron2_pwg_v4_final_salvage:69b64397b86ee1cd2001,1ecc447ddbe5ad7e3fa243943f7742e11dd2df7f789fc68aa3342a779ee7e64f,reviewer_1,pass,yes,yes,yes,no,
xlsr-sls-model-v4-final-reconciliation-v1,3f1f68f3a2c2445282bd807d87519e39fcb83e81b2b8019c10c4f42b9a7d6c7b,google_fleurs_kk_v1:5681351296759241609,7556678a6e3b2f18fe154bd12201368df1a184b1ac7fcdd084c6486cff3b13ad,reviewer_1,pass,yes,yes,yes,no,
xlsr-sls-model-v4-final-reconciliation-v1,3f1f68f3a2c2445282bd807d87519e39fcb83e81b2b8019c10c4f42b9a7d6c7b,issai_kazakhtts2_male2_tacotron2_pwg_v4_final_salvage:55906e7de7e620d3a690,05ea1e3abf92619f85fe1d5fccb3c2541c788d7e185d0f132f801e49cf6b8a7a,reviewer_1,pass,yes,yes,yes,no,
xlsr-sls-model-v4-final-reconciliation-v1,3f1f68f3a2c2445282bd807d87519e39fcb83e81b2b8019c10c4f42b9a7d6c7b,google_fleurs_kk_v1:6488777616023602399,d5a3afca528626b6b8f539d355647d044e8a3cfc5750544b05f48b840e8f6a3e,reviewer_1,pass,yes,yes,yes,no,
xlsr-sls-model-v4-final-reconciliation-v1,3f1f68f3a2c2445282bd807d87519e39fcb83e81b2b8019c10c4f42b9a7d6c7b,issai_kazakhtts2_male2_tacotron2_pwg_v4_final_salvage:60e6a1133e7f487a476c,26fd37c4b2a2fbb0942382060bbdce4677fa49545f363e02f47b12e78ad28b86,reviewer_1,pass,yes,yes,yes,no,
xlsr-sls-model-v4-final-reconciliation-v1,3f1f68f3a2c2445282bd807d87519e39fcb83e81b2b8019c10c4f42b9a7d6c7b,google_fleurs_kk_v1:7970282398208549870,3da75260e7530df4ad43b23ee3b41f1eda7c3e8315f61ce0d13e7f72dd5ba576,reviewer_1,pass,yes,yes,yes,no,
xlsr-sls-model-v4-final-reconciliation-v1,3f1f68f3a2c2445282bd807d87519e39fcb83e81b2b8019c10c4f42b9a7d6c7b,issai_kazakhtts2_male2_tacotron2_pwg_v4_final_salvage:0098c3b4a6932b6004bf,d88a5396d89f2dba4735e070df1dcc46c687eee0d544783e1c6750592fc4051c,reviewer_1,pass,yes,yes,yes,no,
xlsr-sls-model-v4-final-reconciliation-v1,3f1f68f3a2c2445282bd807d87519e39fcb83e81b2b8019c10c4f42b9a7d6c7b,google_fleurs_kk_v1:2217480183857694920,8793083601d49ba5558ee004326b21dbb0fa31a1f44b0bf62c70c958c57cd170,reviewer_1,pass,yes,yes,yes,no,
xlsr-sls-model-v4-final-reconciliation-v1,3f1f68f3a2c2445282bd807d87519e39fcb83e81b2b8019c10c4f42b9a7d6c7b,issai_kazakhtts2_male2_tacotron2_pwg_v4_final_salvage:9a0dbfd16a20cd73a0ce,863a87991cedd595b1fdb355f4a49b8c10fe69b1cadb2817f7ba6e68a3d82037,reviewer_1,pass,yes,yes,yes,no,
xlsr-sls-model-v4-final-reconciliation-v1,3f1f68f3a2c2445282bd807d87519e39fcb83e81b2b8019c10c4f42b9a7d6c7b,google_fleurs_kk_v1:5816749651909402814,2dd55a703285f58db0b74a4e5bcb16ecd246030599a9a6b909301a9c6f9bfaef,reviewer_1,pass,yes,yes,yes,no,
xlsr-sls-model-v4-final-reconciliation-v1,3f1f68f3a2c2445282bd807d87519e39fcb83e81b2b8019c10c4f42b9a7d6c7b,issai_kazakhtts2_male2_tacotron2_pwg_v4_final_salvage:6123fda428fe661a72f4,50b4afc8fc3e4792974c596757bb83a29f844f8aa5c06b289a5d299c72ce178b,reviewer_1,pass,yes,yes,yes,no,
xlsr-sls-model-v4-final-reconciliation-v1,3f1f68f3a2c2445282bd807d87519e39fcb83e81b2b8019c10c4f42b9a7d6c7b,google_fleurs_kk_v1:14914135441239822357,60ee31b78e2045c4fbadcad50b2e87d537fb62cfe66b05e39579615a8451d074,reviewer_1,pass,yes,yes,yes,no,
xlsr-sls-model-v4-final-reconciliation-v1,3f1f68f3a2c2445282bd807d87519e39fcb83e81b2b8019c10c4f42b9a7d6c7b,issai_kazakhtts2_male2_tacotron2_pwg_v4_final_salvage:bcfb5f633f0e45abd69a,8d59f2816d60d63b294e007502faa94c51f793d214ecbe38878a68e24b7df920,reviewer_1,pass,yes,yes,yes,no,
