sample_id,relative_path,sha256,split,label,language,code_switch,parent_group_id,source_name,source_license,rights_basis,speaker_pseudo_id,text_id,text_hash,duration_s,generator_family,generator_name,generator_version,voice_id,clone_consent_id,device,capture_route,original_sr,codec,augmentation_chain,augmentation_seed,created_at
xlsr_sls_model_v4_kk_spoof:Train/radio/01_09_026,raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-sparktts-v1/02/02e898bdbf7587fedfc8563e211498b6914cb990c4d1abb73f2cc63370bb90f1.wav,f14606bf6cc5a28e8da504e7efe6f34fbd25dcb701967429761a10122cccf268,train,spoof,kk,unknown,xlsr_sls_model_v4_kk_spoof:route:kk-sparktts-v1,ksc_derived_kk_v3_sparktts,KSC text CC-BY-4.0; Spark-TTS-Kazakh model CC-BY-NC-SA-4.0; Spark-TTS inference source Apache-2.0,Frozen KSC2 CC-BY-4.0 text plus hash-pinned local text-only TTS route; personal research; no reference audio or cloning,xlsr-sls-model-v4:kk-sparktts-v1:voice:female:low:low,xlsr-sls-model-v4:text:02e898bdbf7587fedfc8563e211498b6914cb990c4d1abb73f2cc63370bb90f1,02e898bdbf7587fedfc8563e211498b6914cb990c4d1abb73f2cc63370bb90f1,4.36,llm_bicodec_controlled_tts,Spark-TTS-Kazakh controlled LLM + BiCodec,Kazakh model-bd0572a9bf744cb4cf9ab1c7a67bd182fde0c367; Spark-TTS-source-2f1ea9082400547242641f5271b6f941c9f439d1,female:low:low,,local_cuda_sparktts_controlled_bicodec,v4_offline_text_only_tts:kk-sparktts-v1,16000,wav,,1806228205,2026-08-14T19:10:03Z
xlsr_sls_model_v4_kk_spoof:Train/radio/01_51_197,raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-sparktts-v1/a9/a9fa4513825d2963b23e19d76986b7cfc3f135a9dc4279f9df99fff4ca5a065b.wav,3ebd476220fb746737b396e0c153058c11ecefe4e4e631e8d6e78916096490e5,train,spoof,kk,unknown,xlsr_sls_model_v4_kk_spoof:route:kk-sparktts-v1,ksc_derived_kk_v3_sparktts,KSC text CC-BY-4.0; Spark-TTS-Kazakh model CC-BY-NC-SA-4.0; Spark-TTS inference source Apache-2.0,Frozen KSC2 CC-BY-4.0 text plus hash-pinned local text-only TTS route; personal research; no reference audio or cloning,xlsr-sls-model-v4:kk-sparktts-v1:voice:female:high:low,xlsr-sls-model-v4:text:a9fa4513825d2963b23e19d76986b7cfc3f135a9dc4279f9df99fff4ca5a065b,a9fa4513825d2963b23e19d76986b7cfc3f135a9dc4279f9df99fff4ca5a065b,2.66,llm_bicodec_controlled_tts,Spark-TTS-Kazakh controlled LLM + BiCodec,Kazakh model-bd0572a9bf744cb4cf9ab1c7a67bd182fde0c367; Spark-TTS-source-2f1ea9082400547242641f5271b6f941c9f439d1,female:high:low,,local_cuda_sparktts_controlled_bicodec,v4_offline_text_only_tts:kk-sparktts-v1,16000,wav,,74098713,2026-08-14T19:32:51Z
xlsr_sls_model_v4_kk_spoof:Train/podcasts/03_44_163,raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-sparktts-v1/d4/d4b1dcf2dc3c87eb5a967d0944dc5a2e2c55be878ff267c186da276e9486f6ba.wav,6a929d581b6197a699708410b851a8fbfd4b993ce340cb2d4f907427094b3206,train,spoof,kk,unknown,xlsr_sls_model_v4_kk_spoof:route:kk-sparktts-v1,ksc_derived_kk_v3_sparktts,KSC text CC-BY-4.0; Spark-TTS-Kazakh model CC-BY-NC-SA-4.0; Spark-TTS inference source Apache-2.0,Frozen KSC2 CC-BY-4.0 text plus hash-pinned local text-only TTS route; personal research; no reference audio or cloning,xlsr-sls-model-v4:kk-sparktts-v1:voice:female:high:high,xlsr-sls-model-v4:text:d4b1dcf2dc3c87eb5a967d0944dc5a2e2c55be878ff267c186da276e9486f6ba,d4b1dcf2dc3c87eb5a967d0944dc5a2e2c55be878ff267c186da276e9486f6ba,4.34,llm_bicodec_controlled_tts,Spark-TTS-Kazakh controlled LLM + BiCodec,Kazakh model-bd0572a9bf744cb4cf9ab1c7a67bd182fde0c367; Spark-TTS-source-2f1ea9082400547242641f5271b6f941c9f439d1,female:high:high,,local_cuda_sparktts_controlled_bicodec,v4_offline_text_only_tts:kk-sparktts-v1,16000,wav,,663689539,2026-08-14T19:32:55Z
xlsr_sls_model_v4_kk_spoof:Train/radio/01_35_238,raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-sparktts-v1/e7/e7abb873a54bacaba68a7f5a6d4d51bef055c39627d4600aebc09ff77b6f8342.wav,d94af21aef1a9306e4081b50bd40640e4cf47a9422dda9c33ead7ff87a5f9137,train,spoof,kk,unknown,xlsr_sls_model_v4_kk_spoof:route:kk-sparktts-v1,ksc_derived_kk_v3_sparktts,KSC text CC-BY-4.0; Spark-TTS-Kazakh model CC-BY-NC-SA-4.0; Spark-TTS inference source Apache-2.0,Frozen KSC2 CC-BY-4.0 text plus hash-pinned local text-only TTS route; personal research; no reference audio or cloning,xlsr-sls-model-v4:kk-sparktts-v1:voice:male:low:low,xlsr-sls-model-v4:text:e7abb873a54bacaba68a7f5a6d4d51bef055c39627d4600aebc09ff77b6f8342,e7abb873a54bacaba68a7f5a6d4d51bef055c39627d4600aebc09ff77b6f8342,9.48,llm_bicodec_controlled_tts,Spark-TTS-Kazakh controlled LLM + BiCodec,Kazakh model-bd0572a9bf744cb4cf9ab1c7a67bd182fde0c367; Spark-TTS-source-2f1ea9082400547242641f5271b6f941c9f439d1,male:low:low,,local_cuda_sparktts_controlled_bicodec,v4_offline_text_only_tts:kk-sparktts-v1,16000,wav,,993256852,2026-08-14T19:33:01Z
xlsr_sls_model_v4_kk_spoof:Train/parliament/mazhilis_12_084,raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-sparktts-v1/da/da5db64f789be48ea1b2829fcf3c288994b274cb578be081343a45964644a7d1.wav,78348575ce1b6118947992a90b031cf820d500e8304a6b4734c096e430589613,train,spoof,kk,unknown,xlsr_sls_model_v4_kk_spoof:route:kk-sparktts-v1,ksc_derived_kk_v3_sparktts,KSC text CC-BY-4.0; Spark-TTS-Kazakh model CC-BY-NC-SA-4.0; Spark-TTS inference source Apache-2.0,Frozen KSC2 CC-BY-4.0 text plus hash-pinned local text-only TTS route; personal research; no reference audio or cloning,xlsr-sls-model-v4:kk-sparktts-v1:voice:male:low:high,xlsr-sls-model-v4:text:da5db64f789be48ea1b2829fcf3c288994b274cb578be081343a45964644a7d1,da5db64f789be48ea1b2829fcf3c288994b274cb578be081343a45964644a7d1,12.56,llm_bicodec_controlled_tts,Spark-TTS-Kazakh controlled LLM + BiCodec,Kazakh model-bd0572a9bf744cb4cf9ab1c7a67bd182fde0c367; Spark-TTS-source-2f1ea9082400547242641f5271b6f941c9f439d1,male:low:high,,local_cuda_sparktts_controlled_bicodec,v4_offline_text_only_tts:kk-sparktts-v1,16000,wav,,445376707,2026-08-14T19:33:09Z
xlsr_sls_model_v4_kk_spoof:Train/talkshow/01_63_095,raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-sparktts-v1/d6/d6e7159aff986c8722f896bb5ca8c5d4d3577daa17a8fffe21da0c229bb72f35.wav,009325755d2a3bbe45c890e1b20474acb3f0f6eb4cbd2683a1cf56f36077aab5,train,spoof,kk,unknown,xlsr_sls_model_v4_kk_spoof:route:kk-sparktts-v1,ksc_derived_kk_v3_sparktts,KSC text CC-BY-4.0; Spark-TTS-Kazakh model CC-BY-NC-SA-4.0; Spark-TTS inference source Apache-2.0,Frozen KSC2 CC-BY-4.0 text plus hash-pinned local text-only TTS route; personal research; no reference audio or cloning,xlsr-sls-model-v4:kk-sparktts-v1:voice:male:moderate:low,xlsr-sls-model-v4:text:d6e7159aff986c8722f896bb5ca8c5d4d3577daa17a8fffe21da0c229bb72f35,d6e7159aff986c8722f896bb5ca8c5d4d3577daa17a8fffe21da0c229bb72f35,4.68,llm_bicodec_controlled_tts,Spark-TTS-Kazakh controlled LLM + BiCodec,Kazakh model-bd0572a9bf744cb4cf9ab1c7a67bd182fde0c367; Spark-TTS-source-2f1ea9082400547242641f5271b6f941c9f439d1,male:moderate:low,,local_cuda_sparktts_controlled_bicodec,v4_offline_text_only_tts:kk-sparktts-v1,16000,wav,,1965101384,2026-08-14T19:33:12Z
xlsr_sls_model_v4_kk_spoof:Train/podcasts/04_10_337,raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-sparktts-v1/08/080cb5ced498037077e72c0f8e04e5d843807db59286247ae5bb95499cd6317b.wav,2d7867c68a88353e8b0577ca3a6373cafdcab2b02e27792c7fc711aefca52421,train,spoof,kk,unknown,xlsr_sls_model_v4_kk_spoof:route:kk-sparktts-v1,ksc_derived_kk_v3_sparktts,KSC text CC-BY-4.0; Spark-TTS-Kazakh model CC-BY-NC-SA-4.0; Spark-TTS inference source Apache-2.0,Frozen KSC2 CC-BY-4.0 text plus hash-pinned local text-only TTS route; personal research; no reference audio or cloning,xlsr-sls-model-v4:kk-sparktts-v1:voice:male:moderate:high,xlsr-sls-model-v4:text:080cb5ced498037077e72c0f8e04e5d843807db59286247ae5bb95499cd6317b,080cb5ced498037077e72c0f8e04e5d843807db59286247ae5bb95499cd6317b,4.3,llm_bicodec_controlled_tts,Spark-TTS-Kazakh controlled LLM + BiCodec,Kazakh model-bd0572a9bf744cb4cf9ab1c7a67bd182fde0c367; Spark-TTS-source-2f1ea9082400547242641f5271b6f941c9f439d1,male:moderate:high,,local_cuda_sparktts_controlled_bicodec,v4_offline_text_only_tts:kk-sparktts-v1,16000,wav,,1204662500,2026-08-14T19:33:15Z
xlsr_sls_model_v4_kk_spoof:Train/tv_news/5f71cfbe6cafa,raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-sparktts-v1/0f/0f1d3c8781dc94e99188e975bb4bac2f5a5401ba169937e1f8e6f6f7af1e44ca.wav,142204da9466203a8b3f9030bb9057595d40407a6f73e474d656b86a94445077,train,spoof,kk,unknown,xlsr_sls_model_v4_kk_spoof:route:kk-sparktts-v1,ksc_derived_kk_v3_sparktts,KSC text CC-BY-4.0; Spark-TTS-Kazakh model CC-BY-NC-SA-4.0; Spark-TTS inference source Apache-2.0,Frozen KSC2 CC-BY-4.0 text plus hash-pinned local text-only TTS route; personal research; no reference audio or cloning,xlsr-sls-model-v4:kk-sparktts-v1:voice:male:high:low,xlsr-sls-model-v4:text:0f1d3c8781dc94e99188e975bb4bac2f5a5401ba169937e1f8e6f6f7af1e44ca,0f1d3c8781dc94e99188e975bb4bac2f5a5401ba169937e1f8e6f6f7af1e44ca,6.04,llm_bicodec_controlled_tts,Spark-TTS-Kazakh controlled LLM + BiCodec,Kazakh model-bd0572a9bf744cb4cf9ab1c7a67bd182fde0c367; Spark-TTS-source-2f1ea9082400547242641f5271b6f941c9f439d1,male:high:low,,local_cuda_sparktts_controlled_bicodec,v4_offline_text_only_tts:kk-sparktts-v1,16000,wav,,1382710420,2026-08-14T19:33:19Z
xlsr_sls_model_v4_kk_spoof:Train/tv_news/5fe2a64da3426,raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-sparktts-v1/53/53f0bfc9302d50aa5bf01c881670d16c00e1077ae1975daf1609efc58136b222.wav,1950cb5f9576f1ff77b23bd7e23944c6ff349b8df7f0a4123a392e05a317ee3a,train,spoof,kk,unknown,xlsr_sls_model_v4_kk_spoof:route:kk-sparktts-v1,ksc_derived_kk_v3_sparktts,KSC text CC-BY-4.0; Spark-TTS-Kazakh model CC-BY-NC-SA-4.0; Spark-TTS inference source Apache-2.0,Frozen KSC2 CC-BY-4.0 text plus hash-pinned local text-only TTS route; personal research; no reference audio or cloning,xlsr-sls-model-v4:kk-sparktts-v1:voice:male:high:high,xlsr-sls-model-v4:text:53f0bfc9302d50aa5bf01c881670d16c00e1077ae1975daf1609efc58136b222,53f0bfc9302d50aa5bf01c881670d16c00e1077ae1975daf1609efc58136b222,6.34,llm_bicodec_controlled_tts,Spark-TTS-Kazakh controlled LLM + BiCodec,Kazakh model-bd0572a9bf744cb4cf9ab1c7a67bd182fde0c367; Spark-TTS-source-2f1ea9082400547242641f5271b6f941c9f439d1,male:high:high,,local_cuda_sparktts_controlled_bicodec,v4_offline_text_only_tts:kk-sparktts-v1,16000,wav,,364913333,2026-08-14T19:33:23Z
xlsr_sls_model_v4_kk_spoof:Train/talkshow/01_05_489,raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-sparktts-v1/bb/bb3ac4752c12c1febf01d9aa8bb7b830e316e88252cb0797f1c821cf672e8db4.wav,e2e1565c9d37d4a0b0f4dff9786fdc00b8fc203fe0517e410614ad7ead2155d1,train,spoof,kk,unknown,xlsr_sls_model_v4_kk_spoof:route:kk-sparktts-v1,ksc_derived_kk_v3_sparktts,KSC text CC-BY-4.0; Spark-TTS-Kazakh model CC-BY-NC-SA-4.0; Spark-TTS inference source Apache-2.0,Frozen KSC2 CC-BY-4.0 text plus hash-pinned local text-only TTS route; personal research; no reference audio or cloning,xlsr-sls-model-v4:kk-sparktts-v1:voice:female:low:low,xlsr-sls-model-v4:text:bb3ac4752c12c1febf01d9aa8bb7b830e316e88252cb0797f1c821cf672e8db4,bb3ac4752c12c1febf01d9aa8bb7b830e316e88252cb0797f1c821cf672e8db4,4.8,llm_bicodec_controlled_tts,Spark-TTS-Kazakh controlled LLM + BiCodec,Kazakh model-bd0572a9bf744cb4cf9ab1c7a67bd182fde0c367; Spark-TTS-source-2f1ea9082400547242641f5271b6f941c9f439d1,female:low:low,,local_cuda_sparktts_controlled_bicodec,v4_offline_text_only_tts:kk-sparktts-v1,16000,wav,,41229869,2026-08-14T19:33:26Z
xlsr_sls_model_v4_kk_spoof:Train/tv_news/5f71cf19ae513,raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-sparktts-v1/1f/1fa803c5949b08b9c998ea1ba74b818d45363fda3e23b726c5c32f004b1645fb.wav,3ee44312180ea9d0c74e146526d5f6b5bc220f727b41548864f37d1c11f775a0,train,spoof,kk,unknown,xlsr_sls_model_v4_kk_spoof:route:kk-sparktts-v1,ksc_derived_kk_v3_sparktts,KSC text CC-BY-4.0; Spark-TTS-Kazakh model CC-BY-NC-SA-4.0; Spark-TTS inference source Apache-2.0,Frozen KSC2 CC-BY-4.0 text plus hash-pinned local text-only TTS route; personal research; no reference audio or cloning,xlsr-sls-model-v4:kk-sparktts-v1:voice:female:low:high,xlsr-sls-model-v4:text:1fa803c5949b08b9c998ea1ba74b818d45363fda3e23b726c5c32f004b1645fb,1fa803c5949b08b9c998ea1ba74b818d45363fda3e23b726c5c32f004b1645fb,3.36,llm_bicodec_controlled_tts,Spark-TTS-Kazakh controlled LLM + BiCodec,Kazakh model-bd0572a9bf744cb4cf9ab1c7a67bd182fde0c367; Spark-TTS-source-2f1ea9082400547242641f5271b6f941c9f439d1,female:low:high,,local_cuda_sparktts_controlled_bicodec,v4_offline_text_only_tts:kk-sparktts-v1,16000,wav,,1472436999,2026-08-14T19:33:29Z
xlsr_sls_model_v4_kk_spoof:Train/talkshow/01_37_467,raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-sparktts-v1/5f/5f17cf7881868630e3b890b85859f9d06168d8c0c1730d41748706067cc60fdf.wav,4b77f573fda122c0c557a7a1af5d5b921cf8f006a892a7176e4f6a05b10c4b3e,train,spoof,kk,unknown,xlsr_sls_model_v4_kk_spoof:route:kk-sparktts-v1,ksc_derived_kk_v3_sparktts,KSC text CC-BY-4.0; Spark-TTS-Kazakh model CC-BY-NC-SA-4.0; Spark-TTS inference source Apache-2.0,Frozen KSC2 CC-BY-4.0 text plus hash-pinned local text-only TTS route; personal research; no reference audio or cloning,xlsr-sls-model-v4:kk-sparktts-v1:voice:female:moderate:low,xlsr-sls-model-v4:text:5f17cf7881868630e3b890b85859f9d06168d8c0c1730d41748706067cc60fdf,5f17cf7881868630e3b890b85859f9d06168d8c0c1730d41748706067cc60fdf,2.68,llm_bicodec_controlled_tts,Spark-TTS-Kazakh controlled LLM + BiCodec,Kazakh model-bd0572a9bf744cb4cf9ab1c7a67bd182fde0c367; Spark-TTS-source-2f1ea9082400547242641f5271b6f941c9f439d1,female:moderate:low,,local_cuda_sparktts_controlled_bicodec,v4_offline_text_only_tts:kk-sparktts-v1,16000,wav,,270263044,2026-08-14T19:33:31Z
xlsr_sls_model_v4_kk_spoof:Train/radio/01_52_224,raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-sparktts-v1/33/335ab3d56e98ee55423a2bf133b906c98bcae19b55066504fd165003c31e5947.wav,64fb765d4c0252ea1748c0e6bbbba607fce5a8ea1f02958692067fe44548e604,train,spoof,kk,unknown,xlsr_sls_model_v4_kk_spoof:route:kk-sparktts-v1,ksc_derived_kk_v3_sparktts,KSC text CC-BY-4.0; Spark-TTS-Kazakh model CC-BY-NC-SA-4.0; Spark-TTS inference source Apache-2.0,Frozen KSC2 CC-BY-4.0 text plus hash-pinned local text-only TTS route; personal research; no reference audio or cloning,xlsr-sls-model-v4:kk-sparktts-v1:voice:female:moderate:high,xlsr-sls-model-v4:text:335ab3d56e98ee55423a2bf133b906c98bcae19b55066504fd165003c31e5947,335ab3d56e98ee55423a2bf133b906c98bcae19b55066504fd165003c31e5947,4.82,llm_bicodec_controlled_tts,Spark-TTS-Kazakh controlled LLM + BiCodec,Kazakh model-bd0572a9bf744cb4cf9ab1c7a67bd182fde0c367; Spark-TTS-source-2f1ea9082400547242641f5271b6f941c9f439d1,female:moderate:high,,local_cuda_sparktts_controlled_bicodec,v4_offline_text_only_tts:kk-sparktts-v1,16000,wav,,294847229,2026-08-14T19:33:34Z
xlsr_sls_model_v4_kk_spoof:Train/podcasts/04_01_147,raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-sparktts-v1/c3/c3dcada38755dc4a6016c9d56fa710c40640c3e3960bd67ece4cb07225673b54.wav,687ddd40e93db449032338a35d49d6ae734c4719043b5b0388c641ef5ef7ec33,train,spoof,kk,unknown,xlsr_sls_model_v4_kk_spoof:route:kk-sparktts-v1,ksc_derived_kk_v3_sparktts,KSC text CC-BY-4.0; Spark-TTS-Kazakh model CC-BY-NC-SA-4.0; Spark-TTS inference source Apache-2.0,Frozen KSC2 CC-BY-4.0 text plus hash-pinned local text-only TTS route; personal research; no reference audio or cloning,xlsr-sls-model-v4:kk-sparktts-v1:voice:female:high:low,xlsr-sls-model-v4:text:c3dcada38755dc4a6016c9d56fa710c40640c3e3960bd67ece4cb07225673b54,c3dcada38755dc4a6016c9d56fa710c40640c3e3960bd67ece4cb07225673b54,3.94,llm_bicodec_controlled_tts,Spark-TTS-Kazakh controlled LLM + BiCodec,Kazakh model-bd0572a9bf744cb4cf9ab1c7a67bd182fde0c367; Spark-TTS-source-2f1ea9082400547242641f5271b6f941c9f439d1,female:high:low,,local_cuda_sparktts_controlled_bicodec,v4_offline_text_only_tts:kk-sparktts-v1,16000,wav,,178812259,2026-08-14T19:33:37Z
xlsr_sls_model_v4_kk_spoof:Train/tv_news/5f71d07347266,raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-sparktts-v1/f1/f1c26fc0f42e78d5f6807fee72e2d74cd7d6c9ddd9861ba57d4dbfc63ed274fa.wav,cef7b9ec64b15dbbd9044e1c9a5128e6fb7e6e00c996191d3cf1e8819bff2391,train,spoof,kk,unknown,xlsr_sls_model_v4_kk_spoof:route:kk-sparktts-v1,ksc_derived_kk_v3_sparktts,KSC text CC-BY-4.0; Spark-TTS-Kazakh model CC-BY-NC-SA-4.0; Spark-TTS inference source Apache-2.0,Frozen KSC2 CC-BY-4.0 text plus hash-pinned local text-only TTS route; personal research; no reference audio or cloning,xlsr-sls-model-v4:kk-sparktts-v1:voice:female:high:high,xlsr-sls-model-v4:text:f1c26fc0f42e78d5f6807fee72e2d74cd7d6c9ddd9861ba57d4dbfc63ed274fa,f1c26fc0f42e78d5f6807fee72e2d74cd7d6c9ddd9861ba57d4dbfc63ed274fa,5.4,llm_bicodec_controlled_tts,Spark-TTS-Kazakh controlled LLM + BiCodec,Kazakh model-bd0572a9bf744cb4cf9ab1c7a67bd182fde0c367; Spark-TTS-source-2f1ea9082400547242641f5271b6f941c9f439d1,female:high:high,,local_cuda_sparktts_controlled_bicodec,v4_offline_text_only_tts:kk-sparktts-v1,16000,wav,,2102310336,2026-08-14T19:33:47Z
xlsr_sls_model_v4_kk_spoof:Train/tv_news/5f71ce100ce9d,raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-sparktts-v1/d1/d1a7924d5dc0ae5ea3ca5a56e17f1acd7f1b0246f50bea8df97c9115f56c2448.wav,de5ba508943dc31e6b94d8492bd5180408246e9c3ccc53fe5cfaa96d2a610fb4,train,spoof,kk,unknown,xlsr_sls_model_v4_kk_spoof:route:kk-sparktts-v1,ksc_derived_kk_v3_sparktts,KSC text CC-BY-4.0; Spark-TTS-Kazakh model CC-BY-NC-SA-4.0; Spark-TTS inference source Apache-2.0,Frozen KSC2 CC-BY-4.0 text plus hash-pinned local text-only TTS route; personal research; no reference audio or cloning,xlsr-sls-model-v4:kk-sparktts-v1:voice:male:low:low,xlsr-sls-model-v4:text:d1a7924d5dc0ae5ea3ca5a56e17f1acd7f1b0246f50bea8df97c9115f56c2448,d1a7924d5dc0ae5ea3ca5a56e17f1acd7f1b0246f50bea8df97c9115f56c2448,4.5,llm_bicodec_controlled_tts,Spark-TTS-Kazakh controlled LLM + BiCodec,Kazakh model-bd0572a9bf744cb4cf9ab1c7a67bd182fde0c367; Spark-TTS-source-2f1ea9082400547242641f5271b6f941c9f439d1,male:low:low,,local_cuda_sparktts_controlled_bicodec,v4_offline_text_only_tts:kk-sparktts-v1,16000,wav,,1037307058,2026-08-14T19:33:50Z
xlsr_sls_model_v4_kk_spoof:Train/parliament/senate_13_495,raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-sparktts-v1/22/22479acde02318bd09f3161e766523d295aae500094de9cda648e167b0f8524a.wav,b915165c8cb958e41538877077279102da5a7156c8afc6ac68b0fb0131414a17,train,spoof,kk,unknown,xlsr_sls_model_v4_kk_spoof:route:kk-sparktts-v1,ksc_derived_kk_v3_sparktts,KSC text CC-BY-4.0; Spark-TTS-Kazakh model CC-BY-NC-SA-4.0; Spark-TTS inference source Apache-2.0,Frozen KSC2 CC-BY-4.0 text plus hash-pinned local text-only TTS route; personal research; no reference audio or cloning,xlsr-sls-model-v4:kk-sparktts-v1:voice:male:low:high,xlsr-sls-model-v4:text:22479acde02318bd09f3161e766523d295aae500094de9cda648e167b0f8524a,22479acde02318bd09f3161e766523d295aae500094de9cda648e167b0f8524a,9.44,llm_bicodec_controlled_tts,Spark-TTS-Kazakh controlled LLM + BiCodec,Kazakh model-bd0572a9bf744cb4cf9ab1c7a67bd182fde0c367; Spark-TTS-source-2f1ea9082400547242641f5271b6f941c9f439d1,male:low:high,,local_cuda_sparktts_controlled_bicodec,v4_offline_text_only_tts:kk-sparktts-v1,16000,wav,,1788253011,2026-08-14T19:34:06Z
xlsr_sls_model_v4_kk_spoof:Train/talkshow/01_20_099,raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-sparktts-v1/e4/e4ad92361a208370bfb0715ddddfdf14c74cecf23bf8db58c99af3e6ca2bb114.wav,da286934cfef88b0343192bb525841a3c4dcfbaf2d5ccca5dc31be8ac98a62fe,train,spoof,kk,unknown,xlsr_sls_model_v4_kk_spoof:route:kk-sparktts-v1,ksc_derived_kk_v3_sparktts,KSC text CC-BY-4.0; Spark-TTS-Kazakh model CC-BY-NC-SA-4.0; Spark-TTS inference source Apache-2.0,Frozen KSC2 CC-BY-4.0 text plus hash-pinned local text-only TTS route; personal research; no reference audio or cloning,xlsr-sls-model-v4:kk-sparktts-v1:voice:male:moderate:low,xlsr-sls-model-v4:text:e4ad92361a208370bfb0715ddddfdf14c74cecf23bf8db58c99af3e6ca2bb114,e4ad92361a208370bfb0715ddddfdf14c74cecf23bf8db58c99af3e6ca2bb114,9.78,llm_bicodec_controlled_tts,Spark-TTS-Kazakh controlled LLM + BiCodec,Kazakh model-bd0572a9bf744cb4cf9ab1c7a67bd182fde0c367; Spark-TTS-source-2f1ea9082400547242641f5271b6f941c9f439d1,male:moderate:low,,local_cuda_sparktts_controlled_bicodec,v4_offline_text_only_tts:kk-sparktts-v1,16000,wav,,150130799,2026-08-14T19:34:13Z
xlsr_sls_model_v4_kk_spoof:Train/tv_news/5fe2a6decc839,raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-sparktts-v1/52/5225080f6081b470d67311f5960921e01e1ea0016b0660ed55cb0226a6230e9d.wav,ec5b684453ed74bd998dcd9bd0d9d18ec3545ad3c1ba5fadd5d96894a10d2544,train,spoof,kk,unknown,xlsr_sls_model_v4_kk_spoof:route:kk-sparktts-v1,ksc_derived_kk_v3_sparktts,KSC text CC-BY-4.0; Spark-TTS-Kazakh model CC-BY-NC-SA-4.0; Spark-TTS inference source Apache-2.0,Frozen KSC2 CC-BY-4.0 text plus hash-pinned local text-only TTS route; personal research; no reference audio or cloning,xlsr-sls-model-v4:kk-sparktts-v1:voice:male:moderate:high,xlsr-sls-model-v4:text:5225080f6081b470d67311f5960921e01e1ea0016b0660ed55cb0226a6230e9d,5225080f6081b470d67311f5960921e01e1ea0016b0660ed55cb0226a6230e9d,7.06,llm_bicodec_controlled_tts,Spark-TTS-Kazakh controlled LLM + BiCodec,Kazakh model-bd0572a9bf744cb4cf9ab1c7a67bd182fde0c367; Spark-TTS-source-2f1ea9082400547242641f5271b6f941c9f439d1,male:moderate:high,,local_cuda_sparktts_controlled_bicodec,v4_offline_text_only_tts:kk-sparktts-v1,16000,wav,,1086070127,2026-08-14T19:34:29Z
xlsr_sls_model_v4_kk_spoof:Train/tv_news/5f71d17f2b00a,raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-sparktts-v1/5e/5eb2174c7b258ac11e82939f9dd1a26ee62abe4357d2fe9fe3cf79b10bef2fc6.wav,a37e2ccb5403d009f5c3337ad4740fa86922c0b66534e4ea93fa8b57fc86ab0d,train,spoof,kk,unknown,xlsr_sls_model_v4_kk_spoof:route:kk-sparktts-v1,ksc_derived_kk_v3_sparktts,KSC text CC-BY-4.0; Spark-TTS-Kazakh model CC-BY-NC-SA-4.0; Spark-TTS inference source Apache-2.0,Frozen KSC2 CC-BY-4.0 text plus hash-pinned local text-only TTS route; personal research; no reference audio or cloning,xlsr-sls-model-v4:kk-sparktts-v1:voice:male:high:low,xlsr-sls-model-v4:text:5eb2174c7b258ac11e82939f9dd1a26ee62abe4357d2fe9fe3cf79b10bef2fc6,5eb2174c7b258ac11e82939f9dd1a26ee62abe4357d2fe9fe3cf79b10bef2fc6,3.96,llm_bicodec_controlled_tts,Spark-TTS-Kazakh controlled LLM + BiCodec,Kazakh model-bd0572a9bf744cb4cf9ab1c7a67bd182fde0c367; Spark-TTS-source-2f1ea9082400547242641f5271b6f941c9f439d1,male:high:low,,local_cuda_sparktts_controlled_bicodec,v4_offline_text_only_tts:kk-sparktts-v1,16000,wav,,1797113164,2026-08-14T19:34:32Z
