sample_id,relative_path,sha256,split,label,language,code_switch,parent_group_id,source_name,source_license,rights_basis,speaker_pseudo_id,text_id,text_hash,duration_s,generator_family,generator_name,generator_version,voice_id,clone_consent_id,device,capture_route,original_sr,codec,augmentation_chain,augmentation_seed,created_at
common_voice_ru_v24:common_voice_ru_19057249,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/ru_source/ed/edfe09685d35e87fed8294a7a4849eb038da6a0ba9dd7fa59dbdd77c520590a1.wav,5fbf04881d71356c60317c5137df3a25c0a8ee6ebca8485b82c523235df8d311,test,bonafide,ru,false,common_voice_ru_v24:client:f61d92afbd37797ef5680029ec7f02c229ebc43606d30e72256b4d585e6122d13769b91b8fcfd6ad63262f7c62bbcd965db1bb31488f53aeca89080adf1df5bf,common_voice_ru_v24_v4_final_salvage,CC0-1.0,Verified partial recovery Common Voice slice; personal research only; no replacement or backfill,common_voice_ru_v24:client:f61d92afbd37797ef5680029ec7f02c229ebc43606d30e72256b4d585e6122d13769b91b8fcfd6ad63262f7c62bbcd965db1bb31488f53aeca89080adf1df5bf,5cbd497183474f66174a9f6b08dce9dde01f2d629774a2c46b57807f0b6620ca,f33e675917075623564484c2109aefae8c5469aa509079b1390823682c4cdbbe,5.496,,,,,,unknown,crowdsourced_web_recording,16000,wav,,,2026-08-16T01:00:00+06:00
common_voice_ru_v24:common_voice_ru_19028853,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/ru_source/19/19f6083f79bba29faff78ded0df97fe5d43f37e69bfc1a24152e6918699f41a5.wav,483013c80c944d3962aa33b41bbb5523265c52918b9e8c434ee1aca93d5878e3,test,bonafide,ru,false,common_voice_ru_v24:client:7ce78d7fe16ba82873c03d40aecb7a4c78069a007a9ee5c35797ec40ec3c9572a7bfc7671b05213d33e28f7a1fcb36b829e1c852a17ecfc1af700b3d31b8010e,common_voice_ru_v24_v4_final_salvage,CC0-1.0,Verified partial recovery Common Voice slice; personal research only; no replacement or backfill,common_voice_ru_v24:client:7ce78d7fe16ba82873c03d40aecb7a4c78069a007a9ee5c35797ec40ec3c9572a7bfc7671b05213d33e28f7a1fcb36b829e1c852a17ecfc1af700b3d31b8010e,141dc8c8161502f188b70188cef576474fece754503594ebf6a0fa0b257c312b,e3c8f81cd7d9341c903b6eb12856bf8ed5ce34f9d8b47f96656a627c9491bf92,7.224,,,,,,unknown,crowdsourced_web_recording,16000,wav,,,2026-08-16T01:00:00+06:00
common_voice_ru_v24:common_voice_ru_19340547,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/ru_source/1d/1dc8cadba918060e5ac46f9a6a2b781cb594c59742fd4bb208b32e06f5e2e26b.wav,10f78672f91653057ad5c7b16cc062168e1bc8ce369b23789892789f917b5b9e,test,bonafide,ru,false,common_voice_ru_v24:client:49e8d8af7e40e732b3366f9f24468a00cdea9e6acc5f9860c333322564ffe717ba203ac749160c29af393e468d3b2d4a08363123c0d008f7f355af63f39062ca,common_voice_ru_v24_v4_final_salvage,CC0-1.0,Verified partial recovery Common Voice slice; personal research only; no replacement or backfill,common_voice_ru_v24:client:49e8d8af7e40e732b3366f9f24468a00cdea9e6acc5f9860c333322564ffe717ba203ac749160c29af393e468d3b2d4a08363123c0d008f7f355af63f39062ca,3b66eae33405eee530da279265b92abc56203dcf4f5f3df69e1d429efbddaa71,fe5d3b40dcb6ac04cfd68699fb176cc3dcd8c44486748e8bc981340a1aa1cd35,6.984,,,,,,unknown,crowdsourced_web_recording,16000,wav,,,2026-08-16T01:00:00+06:00
common_voice_ru_v24:common_voice_ru_26872131,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/ru_source/88/885e891144acadd361de65a2844f9b333fcf48aae635cef208f329111175f215.wav,de41b2fccf9a181e2495089771a4c3615f583f47fe9f793c68aafd4368e38907,test,bonafide,ru,false,common_voice_ru_v24:client:4891e1d0e88cf01ad9c0e8fec0d3992f2ada5535f3edf021b3b19293f3255dc7878291b6fad6c8b26f54d0be24d9ae06ee2e3718c3f9d20fb640bade2c1790e0,common_voice_ru_v24_v4_final_salvage,CC0-1.0,Verified partial recovery Common Voice slice; personal research only; no replacement or backfill,common_voice_ru_v24:client:4891e1d0e88cf01ad9c0e8fec0d3992f2ada5535f3edf021b3b19293f3255dc7878291b6fad6c8b26f54d0be24d9ae06ee2e3718c3f9d20fb640bade2c1790e0,95f272a6cbb77cd55a7f54db7ae8f0ee85f2a81c70cac6af4c282ca6a02f4147,51724825eda871a1ea4f420ecf77e1e9189f018803236199a45c374799fa4588,6.336,,,,,,unknown,crowdsourced_web_recording,16000,wav,,,2026-08-16T01:00:00+06:00
common_voice_ru_v24:common_voice_ru_37512917,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/ru_source/b2/b2a3fff6b375e7d914901fedc58ce9126e970a54511d7b0664028cc07cd6ea3e.wav,996137e726ae4f3fa5af5787bd7d658cff59af131956b9dbfa9cbb8fdff7c7c4,test,bonafide,ru,false,common_voice_ru_v24:client:382c8f4bd6aa753fb9c66fe7151d5c77bad62d228699776f94be0dedce98b4cb2f3909d393e218c79e7d827ac86f3e2664f4204c2c8317756cd155f8dfd19a4a,common_voice_ru_v24_v4_final_salvage,CC0-1.0,Verified partial recovery Common Voice slice; personal research only; no replacement or backfill,common_voice_ru_v24:client:382c8f4bd6aa753fb9c66fe7151d5c77bad62d228699776f94be0dedce98b4cb2f3909d393e218c79e7d827ac86f3e2664f4204c2c8317756cd155f8dfd19a4a,6063727dd79af389b4dcc77ae12eab3074ceb4d1b12f0de0ba510979b4cb7001,002ea0799d2c44d7795bca1e865607d0276615cb54c62342b08edb4fd76348e9,4.608,,,,,,unknown,crowdsourced_web_recording,16000,wav,,,2026-08-16T01:00:00+06:00
common_voice_ru_v24:common_voice_ru_19483323,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/ru_source/74/7481fecf45ad55115a6887712636610e6c88163a10b7d6fe9c60bf314f254ced.wav,32f347dc4aa25012e773c4bb45e6a9e86cf902ffc4101a9bfc421c4f8fa3143d,test,bonafide,ru,false,common_voice_ru_v24:client:863cee212e46d23430b91b08dfde0d1acc3b8b96824a7c2a71935ca195027e11141e616540cda5a6ccdee348ff1ca7fd5daeba10420a8449abfe031ef839fd5e,common_voice_ru_v24_v4_final_salvage,CC0-1.0,Verified partial recovery Common Voice slice; personal research only; no replacement or backfill,common_voice_ru_v24:client:863cee212e46d23430b91b08dfde0d1acc3b8b96824a7c2a71935ca195027e11141e616540cda5a6ccdee348ff1ca7fd5daeba10420a8449abfe031ef839fd5e,4f6a48a53d5e1af32c466b8ad454979dd3ef92eaa1ef697bf26326e19f1c5143,b5986a376aa9075db06c71c56fa5692932de64969a2d7cd6211856dba6962847,5.064,,,,,,unknown,crowdsourced_web_recording,16000,wav,,,2026-08-16T01:00:00+06:00
common_voice_ru_v24:common_voice_ru_27301850,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/ru_source/51/51ef38d9ccfee924f0114881eafc3af28cd05fd8ce01b94007661eace040208f.wav,962a0d64da0be7d74879d17fde6fe9d3edf5d070fff964e2053f39d15ac674f4,test,bonafide,ru,false,common_voice_ru_v24:client:9a8311bbfef2174b8264b8c93f1745840eb8078e6a36fb8f0a96af3dee014788990eea52c35931226ea72d51a8588c5ba01b44670ed6817e11fc010c1695d74e,common_voice_ru_v24_v4_final_salvage,CC0-1.0,Verified partial recovery Common Voice slice; personal research only; no replacement or backfill,common_voice_ru_v24:client:9a8311bbfef2174b8264b8c93f1745840eb8078e6a36fb8f0a96af3dee014788990eea52c35931226ea72d51a8588c5ba01b44670ed6817e11fc010c1695d74e,b9cfc9f56fc02271951f196111f7c8aff4eaf82cd8ea09d4cfb09e5f9bc252c6,924d3585aa578035a9ef2edfff9a0b31140950e4f8b50a2d699ff7fdc71d06e7,9.396,,,,,,unknown,crowdsourced_web_recording,16000,wav,,,2026-08-16T01:00:00+06:00
common_voice_ru_v24:common_voice_ru_27788661,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/ru_source/a8/a8fc3d08d83a30ca283ebb498cebd7b3d79e1f40414f00b2e380e5cdf6363057.wav,7b4a1eedde476aaaf3d50670926937e8fc6189ade4149e59abebda17fdc7863e,test,bonafide,ru,false,common_voice_ru_v24:client:1984bdbb803ec4f644f4794e389f8a6d9ccc8aee6c8c3960ed2e7891d07f91a1fb8243a65e591e96018e24e25506f455ca5850a0496214cf691d6b755b5b808b,common_voice_ru_v24_v4_final_salvage,CC0-1.0,Verified partial recovery Common Voice slice; personal research only; no replacement or backfill,common_voice_ru_v24:client:1984bdbb803ec4f644f4794e389f8a6d9ccc8aee6c8c3960ed2e7891d07f91a1fb8243a65e591e96018e24e25506f455ca5850a0496214cf691d6b755b5b808b,87be7a2406919e5cedda77f32a25d797fb0c1e035072e67c66fa95d6228b9e05,2b1ac2405bdcf1781ec9d3300657887b74d1ffba637753bdb050addb1f2d0147,6.408,,,,,,unknown,crowdsourced_web_recording,16000,wav,,,2026-08-16T01:00:00+06:00
common_voice_ru_v24:common_voice_ru_24552623,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/ru_source/a3/a30f9f65e3fe742f10ae5c3b593213d847ce10605eb6f49b0dbef94e424fc297.wav,8f0d6645f48ce798227589f591722b18f8781211734303324db46d3fe5c2224e,test,bonafide,ru,false,common_voice_ru_v24:client:ecc00bedd2a81597ec06ac6f0cd718f788653dcf02ee65f2179ed74299befdb40970cebe18927ddb5f22372e42574aa0810d13a36ca1bf37959157e14f87b9ba,common_voice_ru_v24_v4_final_salvage,CC0-1.0,Verified partial recovery Common Voice slice; personal research only; no replacement or backfill,common_voice_ru_v24:client:ecc00bedd2a81597ec06ac6f0cd718f788653dcf02ee65f2179ed74299befdb40970cebe18927ddb5f22372e42574aa0810d13a36ca1bf37959157e14f87b9ba,f512ef1a6b6f6fbc885d6925ed2a36c69528994c4680d31d751487ca5c48ab08,510922e5113273f2aa8052fbf6c6eba7b7298310bf15f937f42028a063c3d74a,10.08,,,,,,unknown,crowdsourced_web_recording,16000,wav,,,2026-08-16T01:00:00+06:00
common_voice_ru_v24:common_voice_ru_19862898,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/ru_source/1d/1d55b24d23e462165edf8e1f33c3455762a2748d5b497d12fe171e90cb0b484f.wav,30dfbd43f9a69c82235b2a15ee7c97b2582e1945e939e5901f0bd616330bf20c,test,bonafide,ru,false,common_voice_ru_v24:client:060c1ad4281cad1750ff16c2503d23cedaf4739ff64a1c9024ab125670545657fb0387146268e0bca5ff053b97ff9c8fb8eae16a6405c09a5f4d36239c88365d,common_voice_ru_v24_v4_final_salvage,CC0-1.0,Verified partial recovery Common Voice slice; personal research only; no replacement or backfill,common_voice_ru_v24:client:060c1ad4281cad1750ff16c2503d23cedaf4739ff64a1c9024ab125670545657fb0387146268e0bca5ff053b97ff9c8fb8eae16a6405c09a5f4d36239c88365d,13e96fd4c7099d531d38c0b0bbb25dc446507b2e3e0261fa7f552e3f3c23ff25,a97e6c25a76ef60f7c52e1b77d3be50e7963ff59b412f11d6e867358859f8fa3,6.168,,,,,,unknown,crowdsourced_web_recording,16000,wav,,,2026-08-16T01:00:00+06:00
common_voice_ru_v24:common_voice_ru_25810226,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/ru_source/68/68828189930899527f287d02e9308be94223a28e6b3c012dfee6a2d15736de0b.wav,a6d4399ca94530dd69601d90a005017da22b547425e7fc72c4ef613fd29da6af,test,bonafide,ru,false,common_voice_ru_v24:client:a7bbc2745dfd303df07354eb77fa0e2a323c60db2a303353673026903be74624ba2a5abbeef6cabddddf54ff6bed8b666f2a4a54071889cd891be0f440e06061,common_voice_ru_v24_v4_final_salvage,CC0-1.0,Verified partial recovery Common Voice slice; personal research only; no replacement or backfill,common_voice_ru_v24:client:a7bbc2745dfd303df07354eb77fa0e2a323c60db2a303353673026903be74624ba2a5abbeef6cabddddf54ff6bed8b666f2a4a54071889cd891be0f440e06061,37412b4852fd4a7c63b3ce92780c3edec11c634ad79eb2af5335c07ef0205b8a,eea6a57fd72be50d01e044174e7a93e51247a7190b574b0eb3194abf76ed5de0,8.1,,,,,,unknown,crowdsourced_web_recording,16000,wav,,,2026-08-16T01:00:00+06:00
common_voice_ru_v24:common_voice_ru_19867152,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/ru_source/70/70c26bde2331f18d2bcf778dd64bb0837284cec6f2c94f88ddffaa39acbba50b.wav,18e561e50b2519e6ac440eaa76d1214c403c529977817040a019c17d16dbebf3,test,bonafide,ru,false,common_voice_ru_v24:client:15e21d7ffd2cabc565777cefc87e472a591a3c0eaeabff35df93b3de3ac5c3909a41fcefc021e77f66c4075cc0c2bdc593cea0970a442cb5ab12214ef2726f50,common_voice_ru_v24_v4_final_salvage,CC0-1.0,Verified partial recovery Common Voice slice; personal research only; no replacement or backfill,common_voice_ru_v24:client:15e21d7ffd2cabc565777cefc87e472a591a3c0eaeabff35df93b3de3ac5c3909a41fcefc021e77f66c4075cc0c2bdc593cea0970a442cb5ab12214ef2726f50,d16f446c96b957566261a97ef6da2884ab7e92fe0b5c58ccb82d8b354db54877,b0e5ef3f486f5895e9d0753165a159d3d887530a9a281f7bba7f66b8a86a40a8,6.984,,,,,,unknown,crowdsourced_web_recording,16000,wav,,,2026-08-16T01:00:00+06:00
common_voice_ru_v24:common_voice_ru_20209757,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/ru_source/82/8211ebf47f8c2104142080a26cf935edea0814f3b2ac80170b127146390f032b.wav,2e7d34fb639a4e9dd43217feb19f1b057d8c71814892ea25773edbd2fb6e0a63,test,bonafide,ru,false,common_voice_ru_v24:client:8261872f42c07bb9ef1aa8c0cd5f07b2df29566f1d3895821f939b974963e7861a80fb49bc8f9016e5e9a3c6a55d8364e38f70f10bf9c21de4ce35eed148774f,common_voice_ru_v24_v4_final_salvage,CC0-1.0,Verified partial recovery Common Voice slice; personal research only; no replacement or backfill,common_voice_ru_v24:client:8261872f42c07bb9ef1aa8c0cd5f07b2df29566f1d3895821f939b974963e7861a80fb49bc8f9016e5e9a3c6a55d8364e38f70f10bf9c21de4ce35eed148774f,f403128f8213306a11388dd507b53c901e352ce1fc207100280797d06f4b02e1,8944d6795f1101b56be6c72487054e4f7ef1aaa372cd78bbcc85f3d80bcfeeac,5.544,,,,,,unknown,crowdsourced_web_recording,16000,wav,,,2026-08-16T01:00:00+06:00
