sample_id,relative_path,sha256,split,label,language,code_switch,parent_group_id,source_name,source_license,rights_basis,speaker_pseudo_id,text_id,text_hash,duration_s,generator_family,generator_name,generator_version,voice_id,clone_consent_id,device,capture_route,original_sr,codec,augmentation_chain,augmentation_seed,created_at
google_fleurs_kk_v1:9123579944725184783,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/kk_source/5c/5c24f3009fafebd300f60928c281d9016a146d590eb3fe401db935039de90cf8.wav,08f359bb531e6a02e84d8c1f4839b49b1adfdd40d08f016db9d9d660114fbfac,test,bonafide,kk,false,google_fleurs_kk_v1:prompt:322,google_fleurs_kk_v1_v4_final_salvage,CC-BY-4.0,Verified partial recovery FLEURS slice; CC-BY-4.0 attribution retained; no replacement or backfill,google_fleurs_kk_v1:unknown,google_fleurs_kk_v1:prompt:322,b53b01b0938b4a9d9979a14e99e1df7707bfb70d081dc05980c8dd96ef7e7123,11.4,,,,,,unknown,read_speech_corpus,16000,wav,,,2026-08-16T01:00:00+06:00
google_fleurs_kk_v1:9292516544635818371,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/kk_source/75/751094af8fa9a2817ccc06f6da381b3ab1f73bc78d12c89cfe0299857b62ddf7.wav,f65517f54e0d08cafd990a2eb59f67d4ddb00ef21ccfdac1b9f96b49ab3bf05c,test,bonafide,kk,false,google_fleurs_kk_v1:prompt:1360,google_fleurs_kk_v1_v4_final_salvage,CC-BY-4.0,Verified partial recovery FLEURS slice; CC-BY-4.0 attribution retained; no replacement or backfill,google_fleurs_kk_v1:unknown,google_fleurs_kk_v1:prompt:1360,589afc7bbdcc4cb3c0f25670e3a12f6ccd3086e13ffe8b4d36a1c65f2d0c36d5,11.76,,,,,,unknown,read_speech_corpus,16000,wav,,,2026-08-16T01:00:00+06:00
google_fleurs_kk_v1:16392321527766037273,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/kk_source/eb/eb72c3ef9a8248110e74acebae3cc3796f4286f3e3e2d9cc2b4500eab4fedb82.wav,9bcf91f3c261d0e45845fc2fa71637a0d138488cbaf872ce56738ceb442b7011,test,bonafide,kk,false,google_fleurs_kk_v1:prompt:1359,google_fleurs_kk_v1_v4_final_salvage,CC-BY-4.0,Verified partial recovery FLEURS slice; CC-BY-4.0 attribution retained; no replacement or backfill,google_fleurs_kk_v1:unknown,google_fleurs_kk_v1:prompt:1359,9799c40a331f7a2e7ca5813bda83d5fb6bd42b19523e59c03755e645d19c9afa,11.64,,,,,,unknown,read_speech_corpus,16000,wav,,,2026-08-16T01:00:00+06:00
google_fleurs_kk_v1:14835833623097354889,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/kk_source/6b/6b08a7a6c8ae9f3b28a8f93d40f3cb66c3a726e768e13ee5556ff809ad51e6fa.wav,9fce2bbad3683f714c89992d089757eecd4238f6664d3fa288e72df1c28afcfc,test,bonafide,kk,false,google_fleurs_kk_v1:prompt:1361,google_fleurs_kk_v1_v4_final_salvage,CC-BY-4.0,Verified partial recovery FLEURS slice; CC-BY-4.0 attribution retained; no replacement or backfill,google_fleurs_kk_v1:unknown,google_fleurs_kk_v1:prompt:1361,773e5ebdc0c2f92eaf6b07d441baa4c50e5b34c5af2ef86347ece77ef4dbe285,14.04,,,,,,unknown,read_speech_corpus,16000,wav,,,2026-08-16T01:00:00+06:00
google_fleurs_kk_v1:10983137822092686690,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/kk_source/b0/b0270f5d501e80d22d28bc6ab953e686c50670d91f90ec1a1a610073628d9d99.wav,15192d5352b37e4f5be9de659bcf9b5ba6f080ed70939eb9fdd11f54b72038dd,test,bonafide,kk,false,google_fleurs_kk_v1:prompt:755,google_fleurs_kk_v1_v4_final_salvage,CC-BY-4.0,Verified partial recovery FLEURS slice; CC-BY-4.0 attribution retained; no replacement or backfill,google_fleurs_kk_v1:unknown,google_fleurs_kk_v1:prompt:755,bcc4b45ca5095c2649bae3e8cbbb0d4f1cff0e5ede0a95c2240e61ce70008a90,15.36,,,,,,unknown,read_speech_corpus,16000,wav,,,2026-08-16T01:00:00+06:00
google_fleurs_kk_v1:9645722360040301671,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/kk_source/1b/1b40f7cb05c2ef181c27705d457c8212fb0cb7c04d0dc01ae95cae936890fbe1.wav,b1f46360fd984c421c281fb08dfd7420bec3d92c7ca0a87a34dab1af865e5310,test,bonafide,kk,false,google_fleurs_kk_v1:prompt:1507,google_fleurs_kk_v1_v4_final_salvage,CC-BY-4.0,Verified partial recovery FLEURS slice; CC-BY-4.0 attribution retained; no replacement or backfill,google_fleurs_kk_v1:unknown,google_fleurs_kk_v1:prompt:1507,fbe70ce2fafb1ba7c3c5893312687aca77d58a54ac63278d696d59790345ea27,8.04,,,,,,unknown,read_speech_corpus,16000,wav,,,2026-08-16T01:00:00+06:00
google_fleurs_kk_v1:6846637288263272725,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/kk_source/a1/a1236422677f568ac1af2228edd4109715c95ed6afd05182c47c966839d3cdfb.wav,dcc01880678d6546f28254112f3a88556c7a42b4342caf612f9734bcbc919f87,test,bonafide,kk,false,google_fleurs_kk_v1:prompt:840,google_fleurs_kk_v1_v4_final_salvage,CC-BY-4.0,Verified partial recovery FLEURS slice; CC-BY-4.0 attribution retained; no replacement or backfill,google_fleurs_kk_v1:unknown,google_fleurs_kk_v1:prompt:840,2dbe3a4dc3d076ad1bf37624c0003c28caf395d8f56ceffbab229eed7e2ef389,13.56,,,,,,unknown,read_speech_corpus,16000,wav,,,2026-08-16T01:00:00+06:00
google_fleurs_kk_v1:10822870882554950425,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/kk_source/39/391befa6a133ae8ae6df806e61546c25545de5641c0d0e03ee84f9a55ac5667c.wav,294d950b72bfcc06d5d5a2bfa073fb09976897f33bd1d53e7bca6c5e189c0a08,test,bonafide,kk,false,google_fleurs_kk_v1:prompt:1502,google_fleurs_kk_v1_v4_final_salvage,CC-BY-4.0,Verified partial recovery FLEURS slice; CC-BY-4.0 attribution retained; no replacement or backfill,google_fleurs_kk_v1:unknown,google_fleurs_kk_v1:prompt:1502,50876b65e378ab3aee83a6b202de61459d3ded1de33bd8b5087a62c90e240012,12.24,,,,,,unknown,read_speech_corpus,16000,wav,,,2026-08-16T01:00:00+06:00
google_fleurs_kk_v1:14263787816023871879,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/kk_source/82/82f48428666a6951a9035665601f7d89cba3a473a57a157db5b9979447cce368.wav,4216cce1abb826f6e7adb55480cf78f985e2ba199376bf4c2ff80a3dbd6c2000,test,bonafide,kk,false,google_fleurs_kk_v1:prompt:1259,google_fleurs_kk_v1_v4_final_salvage,CC-BY-4.0,Verified partial recovery FLEURS slice; CC-BY-4.0 attribution retained; no replacement or backfill,google_fleurs_kk_v1:unknown,google_fleurs_kk_v1:prompt:1259,6fbae071dbebcc1de4eb8dd9ea18d379948bd16fa47bdb07516ccee314ef5683,11.58,,,,,,unknown,read_speech_corpus,16000,wav,,,2026-08-16T01:00:00+06:00
google_fleurs_kk_v1:1322443841027154196,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/kk_source/cc/cc0afcaf172e48d49f9ec7c2407f02233ee12d66b42aa7351e526e231972d279.wav,72fce05450dbcd60d0be7f712ec97a50b49cb04c3ff716153b11061b64647aa4,test,bonafide,kk,false,google_fleurs_kk_v1:prompt:350,google_fleurs_kk_v1_v4_final_salvage,CC-BY-4.0,Verified partial recovery FLEURS slice; CC-BY-4.0 attribution retained; no replacement or backfill,google_fleurs_kk_v1:unknown,google_fleurs_kk_v1:prompt:350,979e0147d85e7c489fa2f1161533838670eb08e567db85d9d71c0cfc2d45af65,5.76,,,,,,unknown,read_speech_corpus,16000,wav,,,2026-08-16T01:00:00+06:00
google_fleurs_kk_v1:10141603375823258613,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/kk_source/ce/ce37eb6455a994154426b2d2aa176f6dfc85eca15d6ad9f1dd4381c651be4596.wav,333b6871ce85f7432c820f35b3612fa74feff387667e176496a4e70527e1bfe2,test,bonafide,kk,false,google_fleurs_kk_v1:prompt:436,google_fleurs_kk_v1_v4_final_salvage,CC-BY-4.0,Verified partial recovery FLEURS slice; CC-BY-4.0 attribution retained; no replacement or backfill,google_fleurs_kk_v1:unknown,google_fleurs_kk_v1:prompt:436,e5858d7c79be8a1b91f14317f1c7f9b561b82bd70bc767fb09958c978d6f8a5b,10.32,,,,,,unknown,read_speech_corpus,16000,wav,,,2026-08-16T01:00:00+06:00
google_fleurs_kk_v1:8579381734740458119,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/kk_source/a3/a3c81d049bc00641db997928efff46e68d01014a11760599d986f007f891ce19.wav,e87ebba08c727701d2f9c3833da6ff497671f1a7f21906e751210152cc658a96,test,bonafide,kk,false,google_fleurs_kk_v1:prompt:106,google_fleurs_kk_v1_v4_final_salvage,CC-BY-4.0,Verified partial recovery FLEURS slice; CC-BY-4.0 attribution retained; no replacement or backfill,google_fleurs_kk_v1:unknown,google_fleurs_kk_v1:prompt:106,cd8453f833bf1be48d772626c3e44feb3ac2d8f70b9a0698ec576a5563da87fe,12.54,,,,,,unknown,read_speech_corpus,16000,wav,,,2026-08-16T01:00:00+06:00
google_fleurs_kk_v1:10386062668491588649,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/kk_source/52/52c8f3a70e82507b2cd9b5d8fb49d0621b52a2702925ccec2b9e0e440b30b380.wav,8a5654d4e66b8889cc0ba0c4a55f6104f51fcc35728b8fe70e4e9e16c8a033ee,test,bonafide,kk,false,google_fleurs_kk_v1:prompt:1476,google_fleurs_kk_v1_v4_final_salvage,CC-BY-4.0,Verified partial recovery FLEURS slice; CC-BY-4.0 attribution retained; no replacement or backfill,google_fleurs_kk_v1:unknown,google_fleurs_kk_v1:prompt:1476,b6b7d570fc58f476cd3ae6d5952a1526decf83b11f6a2263dd89edcae539501e,16.2,,,,,,unknown,read_speech_corpus,16000,wav,,,2026-08-16T01:00:00+06:00
google_fleurs_kk_v1:9094367490620629199,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/kk_source/03/03731a667d2856d53a579a16811f9cf0eb568d5b800e87edff229c0427273e4f.wav,419595f57f20581efbc4eb4399af2e85258e7797a73d64788aeaeacee3145c1f,test,bonafide,kk,false,google_fleurs_kk_v1:prompt:1116,google_fleurs_kk_v1_v4_final_salvage,CC-BY-4.0,Verified partial recovery FLEURS slice; CC-BY-4.0 attribution retained; no replacement or backfill,google_fleurs_kk_v1:unknown,google_fleurs_kk_v1:prompt:1116,5ebfece9337aaad7f4ed6f275bbdfde5b056c5ac3933d4e094a2f0a2089a7848,11.16,,,,,,unknown,read_speech_corpus,16000,wav,,,2026-08-16T01:00:00+06:00
google_fleurs_kk_v1:8846270391995433294,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/kk_source/bd/bdfd7ea399e20bb77c8fe5a7827a61dcd2dd00e3d5a9101abd996e64845852fc.wav,2bfdc807816b35634ea3af79ceb001178c03d363c3a1eda4a8819dc0023e114b,test,bonafide,kk,false,google_fleurs_kk_v1:prompt:449,google_fleurs_kk_v1_v4_final_salvage,CC-BY-4.0,Verified partial recovery FLEURS slice; CC-BY-4.0 attribution retained; no replacement or backfill,google_fleurs_kk_v1:unknown,google_fleurs_kk_v1:prompt:449,42c694550339d573583e47010891a47bc2edb3640330c471a37c9f55680e0047,14.1,,,,,,unknown,read_speech_corpus,16000,wav,,,2026-08-16T01:00:00+06:00
google_fleurs_kk_v1:4827705920087817292,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/kk_source/88/887eb952b22c76f50ca17ea563a58de9c16721a99927138cf88bfde32a68fd93.wav,c93392ef48dbc1384c95e91af5dff2799f1687aaa55956b5170be833addd2bee,test,bonafide,kk,false,google_fleurs_kk_v1:prompt:459,google_fleurs_kk_v1_v4_final_salvage,CC-BY-4.0,Verified partial recovery FLEURS slice; CC-BY-4.0 attribution retained; no replacement or backfill,google_fleurs_kk_v1:unknown,google_fleurs_kk_v1:prompt:459,09ae4f9254e5af9a0a48fb2668f4c498da211db73812e20f4053ab1617c463a0,11.58,,,,,,unknown,read_speech_corpus,16000,wav,,,2026-08-16T01:00:00+06:00
google_fleurs_kk_v1:2191966068042590836,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/kk_source/52/527fc456251e908a94b5b0314b0027700b2cb5b277cb0cdc16c76f6263d5064c.wav,fbe4c9adcd002dbea0472e8be224583afb2b5f9bf3bb4e39464558e1a66b64eb,test,bonafide,kk,false,google_fleurs_kk_v1:prompt:439,google_fleurs_kk_v1_v4_final_salvage,CC-BY-4.0,Verified partial recovery FLEURS slice; CC-BY-4.0 attribution retained; no replacement or backfill,google_fleurs_kk_v1:unknown,google_fleurs_kk_v1:prompt:439,d53b4f87498e43f57db0fe5a9369b0c43d8afe6f3c4c5e7e0cfde11ad99113cf,12.12,,,,,,unknown,read_speech_corpus,16000,wav,,,2026-08-16T01:00:00+06:00
google_fleurs_kk_v1:1524376353105268824,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/kk_source/fb/fb4b0a7aed19ac704e7ce69f240a6e8164a9fa2eee54bd2fa6c08a7845f8210d.wav,11268ab92eb7240a012960ec6157e0f6aac34803fac6d806f1983ef84c34e160,test,bonafide,kk,false,google_fleurs_kk_v1:prompt:188,google_fleurs_kk_v1_v4_final_salvage,CC-BY-4.0,Verified partial recovery FLEURS slice; CC-BY-4.0 attribution retained; no replacement or backfill,google_fleurs_kk_v1:unknown,google_fleurs_kk_v1:prompt:188,01f6be0479b6f714c1829d7b899be2673e17dc9457900bd65c4b1b1233ff685b,13.08,,,,,,unknown,read_speech_corpus,16000,wav,,,2026-08-16T01:00:00+06:00
google_fleurs_kk_v1:6160888273987586712,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/kk_source/bf/bf01640ba021a5e5376a223b47f3e0a5938ef6c0b352c5628c75d3e5d990fbde.wav,220752b86d9457dd0dfe6c2a0e31e1f2a350a924c7e80d2fe9c0846d796da5d8,test,bonafide,kk,false,google_fleurs_kk_v1:prompt:782,google_fleurs_kk_v1_v4_final_salvage,CC-BY-4.0,Verified partial recovery FLEURS slice; CC-BY-4.0 attribution retained; no replacement or backfill,google_fleurs_kk_v1:unknown,google_fleurs_kk_v1:prompt:782,a4cce5eefa3466b13af2fe79fc9d975852d04f5f225ae7fe530541ab9b5bb5ba,12.72,,,,,,unknown,read_speech_corpus,16000,wav,,,2026-08-16T01:00:00+06:00
google_fleurs_kk_v1:11644739671976727781,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/kk_source/e8/e8489f678b0cdf2db28a8e197d136eaca360b13819f3f19399bd241b1614f4ce.wav,966eef0efdce45833faf044240341ca5b93107e5ee5fbccae5194e0d7454fc8f,test,bonafide,kk,false,google_fleurs_kk_v1:prompt:682,google_fleurs_kk_v1_v4_final_salvage,CC-BY-4.0,Verified partial recovery FLEURS slice; CC-BY-4.0 attribution retained; no replacement or backfill,google_fleurs_kk_v1:unknown,google_fleurs_kk_v1:prompt:682,46aa826fa4f701c0e44786b9857512399062c618922029aeccb4f453950dee37,9.0,,,,,,unknown,read_speech_corpus,16000,wav,,,2026-08-16T01:00:00+06:00
google_fleurs_kk_v1:12556576769234399214,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/kk_source/ba/ba8615067995b32c480fb108a4243ec8d546950a8fc0c9506b3a2801b43f6ab7.wav,055c07e9e0e6191db7be6748afdafe6835354057e3ae32d52a3fb64ae928e9f7,test,bonafide,kk,false,google_fleurs_kk_v1:prompt:1338,google_fleurs_kk_v1_v4_final_salvage,CC-BY-4.0,Verified partial recovery FLEURS slice; CC-BY-4.0 attribution retained; no replacement or backfill,google_fleurs_kk_v1:unknown,google_fleurs_kk_v1:prompt:1338,7291a1661289d1d5652acd552dcbdc335883fb2ec271054a690a06b4695ed69b,13.08,,,,,,unknown,read_speech_corpus,16000,wav,,,2026-08-16T01:00:00+06:00
google_fleurs_kk_v1:12314809669679107362,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/kk_source/bc/bcdcbb7598fbfcdd8d2b9caa5c840017615d14ffac38201998fa54be57e6ce4b.wav,55b9f8350da32c790ad9ddccf7beb72387b404845bced4a7adfa089338a7480e,test,bonafide,kk,false,google_fleurs_kk_v1:prompt:360,google_fleurs_kk_v1_v4_final_salvage,CC-BY-4.0,Verified partial recovery FLEURS slice; CC-BY-4.0 attribution retained; no replacement or backfill,google_fleurs_kk_v1:unknown,google_fleurs_kk_v1:prompt:360,64e803ad3e85934aa9cf45ffb75a5134163ade31f8cb14afe519eff3da2c0cd8,19.8,,,,,,unknown,read_speech_corpus,16000,wav,,,2026-08-16T01:00:00+06:00
google_fleurs_kk_v1:6336318425618045596,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/kk_source/a4/a40d3603208ea3815cf7241f267b86c3c5dc6ee2994239ccb203b5af31d13db9.wav,1a6d31401e20f7ab5c5741e423de18154b2bc92c9e5ec924aef2c0454ac5de68,test,bonafide,kk,false,google_fleurs_kk_v1:prompt:1054,google_fleurs_kk_v1_v4_final_salvage,CC-BY-4.0,Verified partial recovery FLEURS slice; CC-BY-4.0 attribution retained; no replacement or backfill,google_fleurs_kk_v1:unknown,google_fleurs_kk_v1:prompt:1054,4a69b441541bed57447060043358de414cdc327dbedaeaaa55ac82b5a5338799,12.3,,,,,,unknown,read_speech_corpus,16000,wav,,,2026-08-16T01:00:00+06:00
google_fleurs_kk_v1:5238176092205545500,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/kk_source/67/671b8913649207ee6a7083a9b5abcdd763e16a6c433fa0525bab6e5edf6c348f.wav,3c90947661023268f8b1e5017f5cc9777785f5951d9ef492c8010279195c5f4f,test,bonafide,kk,false,google_fleurs_kk_v1:prompt:21,google_fleurs_kk_v1_v4_final_salvage,CC-BY-4.0,Verified partial recovery FLEURS slice; CC-BY-4.0 attribution retained; no replacement or backfill,google_fleurs_kk_v1:unknown,google_fleurs_kk_v1:prompt:21,b77b9a94b3acebea1728ddbba4e642e4db1a8169ca278fc332d68df60e5a20b9,8.76,,,,,,unknown,read_speech_corpus,16000,wav,,,2026-08-16T01:00:00+06:00
google_fleurs_kk_v1:866737916030949073,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/kk_source/d8/d80698d44c5897f0221b5b53859fdf5822a489dbf76a9f36ba5e18ee19b42a46.wav,b16a470e8255156f3703bd0384f343b16baa3d0d3e146ece9045a46e79fc712e,test,bonafide,kk,false,google_fleurs_kk_v1:prompt:484,google_fleurs_kk_v1_v4_final_salvage,CC-BY-4.0,Verified partial recovery FLEURS slice; CC-BY-4.0 attribution retained; no replacement or backfill,google_fleurs_kk_v1:unknown,google_fleurs_kk_v1:prompt:484,62a0be0a2b777811ab83a1c55823ebb00f408c588def9c423446beb2dd9dd8bb,12.36,,,,,,unknown,read_speech_corpus,16000,wav,,,2026-08-16T01:00:00+06:00
