protocol_id,materialization_receipt_sha256,sample_id,pair_key,language,label,text_id,text_hash,audio_path,audio_sha256,source_text,synthesis_text,synthesis_text_sha256
xlsr-sls-model-v4-final-reconciliation-v1,61319e016e6e2c644330d18a03f1687db39de8b7e24bedb0329a1a5fd279cf35,google_fleurs_kk_v1:9128239331990226317,kk:415:bd2ed21cdb9527eec569171a87c0827632489aca46da976a4d2b0d074a833347,kk,bonafide,google_fleurs_kk_v1:prompt:102,bd2ed21cdb9527eec569171a87c0827632489aca46da976a4d2b0d074a833347,/home/ruslan/KazDeepScan/data/processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/kk_source/08/0838745f9a01eef794e7ab18c0490bb2d3e69a5fcaf5a976e74580bfa9664d89.wav,dac4db34667eaffea1a8e9425b4a7058ded55cab493015f502fe969f4b42fba1,сәрсенбі күні түсте контейнер клапандарынан сұйықтық әлі ағып жатты бұл контейнер ішіндегі термалдық кеңеюге байланысты болуы мүмкін,,
xlsr-sls-model-v4-final-reconciliation-v1,61319e016e6e2c644330d18a03f1687db39de8b7e24bedb0329a1a5fd279cf35,issai_kazakhtts2_male2_tacotron2_pwg_v4_final_salvage:11da543f4ba4cb100a70,kk:415:bd2ed21cdb9527eec569171a87c0827632489aca46da976a4d2b0d074a833347,kk,spoof,google_fleurs_kk_v1:prompt:102,bd2ed21cdb9527eec569171a87c0827632489aca46da976a4d2b0d074a833347,/home/ruslan/KazDeepScan/data/processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/kk_spoof/8a/8a376484c8cfab1c2a8721cd2471f835a7738f6d48fc0d475e5ef8717d4cdb72.wav,6bfc68eac220ed866a6988ca313f778b6c2fc193131e376f2c76b1a81e3d26cc,сәрсенбі күні түсте контейнер клапандарынан сұйықтық әлі ағып жатты бұл контейнер ішіндегі термалдық кеңеюге байланысты болуы мүмкін,сәрсенбі күні түсте контейнер клапандарынан сұйықтық әлі ағып жатты бұл контейнер ішіндегі термалдық кеңеюге байланысты болуы мүмкін,bd2ed21cdb9527eec569171a87c0827632489aca46da976a4d2b0d074a833347
xlsr-sls-model-v4-final-reconciliation-v1,61319e016e6e2c644330d18a03f1687db39de8b7e24bedb0329a1a5fd279cf35,google_fleurs_kk_v1:8093254592564065976,kk:402:fb0dd7e17735b3316f2743b75e486408423b41e148278e22ea6be0742307d205,kk,bonafide,google_fleurs_kk_v1:prompt:1020,fb0dd7e17735b3316f2743b75e486408423b41e148278e22ea6be0742307d205,/home/ruslan/KazDeepScan/data/processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/kk_source/35/35f9b842c030839f37e817bada6e4697c7e09b947ef34cec74f1578eee3f2e2a.wav,300a89e142456617a1f154dc6f655d6435b8c20c0dfdf69327a01a9e131653e4,мысалы луара алқабындағы қамалдарға бару рейн немесе дунайдағы қызықты жерлерге круиз жасау немесе эри каналы арқылы қайықпен жүру,,
xlsr-sls-model-v4-final-reconciliation-v1,61319e016e6e2c644330d18a03f1687db39de8b7e24bedb0329a1a5fd279cf35,issai_kazakhtts2_male2_tacotron2_pwg_v4_final_salvage:d5c28ab2a7d29a414fea,kk:402:fb0dd7e17735b3316f2743b75e486408423b41e148278e22ea6be0742307d205,kk,spoof,google_fleurs_kk_v1:prompt:1020,fb0dd7e17735b3316f2743b75e486408423b41e148278e22ea6be0742307d205,/home/ruslan/KazDeepScan/data/processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/kk_spoof/8b/8bd5058f85df077d643e08a8f1e40fadaf6f3da8f86ad7f50c2f2edbb96f56ac.wav,9eed030f7d6fc947732dd62ccc17890f16d2a4140b1ca715bce9ed0a59d98d98,мысалы луара алқабындағы қамалдарға бару рейн немесе дунайдағы қызықты жерлерге круиз жасау немесе эри каналы арқылы қайықпен жүру,мысалы луара алқабындағы қамалдарға бару рейн немесе дунайдағы қызықты жерлерге круиз жасау немесе эри каналы арқылы қайықпен жүру,fb0dd7e17735b3316f2743b75e486408423b41e148278e22ea6be0742307d205
xlsr-sls-model-v4-final-reconciliation-v1,61319e016e6e2c644330d18a03f1687db39de8b7e24bedb0329a1a5fd279cf35,google_fleurs_kk_v1:1689270864764223577,kk:394:5d0270dd97b0f79c2cb153d9af33f6f2b9b1ab9d781aa64b9a8a6ac17d4fdc1f,kk,bonafide,google_fleurs_kk_v1:prompt:1021,5d0270dd97b0f79c2cb153d9af33f6f2b9b1ab9d781aa64b9a8a6ac17d4fdc1f,/home/ruslan/KazDeepScan/data/processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/kk_source/74/7432a7eec7084fe49d50ed419042be17c3a4171ab476a9415312a37307ab85e7.wav,a9c47f66532c1984b1ea971da2ecfd135901de14c9571d7cc4d57bce7a19e43f,сонымен қатар блог жүргізу «студенттерді қоршаған әлем туралы білімді болуға мәжбүр етеді». көрермендердің қызығушылығын ояту қажеттілігі студенттерді ақылды және қызықты болуға шабыттандырады тото 2004,,
xlsr-sls-model-v4-final-reconciliation-v1,61319e016e6e2c644330d18a03f1687db39de8b7e24bedb0329a1a5fd279cf35,issai_kazakhtts2_male2_tacotron2_pwg_v4_final_salvage:ae41b2ce1c08a73c4bf1,kk:394:5d0270dd97b0f79c2cb153d9af33f6f2b9b1ab9d781aa64b9a8a6ac17d4fdc1f,kk,spoof,google_fleurs_kk_v1:prompt:1021,5d0270dd97b0f79c2cb153d9af33f6f2b9b1ab9d781aa64b9a8a6ac17d4fdc1f,/home/ruslan/KazDeepScan/data/processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/kk_spoof/1c/1c3f2362db2a2e4e79186ea7162c86bdd86e36003b3a71acf5bb60175e850572.wav,08a371d3db8c4dcccd9bd70d56ceb8981acf43cbb186ab437b9dc4552957c05b,сонымен қатар блог жүргізу «студенттерді қоршаған әлем туралы білімді болуға мәжбүр етеді». көрермендердің қызығушылығын ояту қажеттілігі студенттерді ақылды және қызықты болуға шабыттандырады тото 2004,сонымен қатар блог жүргізу студенттерді қоршаған әлем туралы білімді болуға мәжбүр етеді. көрермендердің қызығушылығын ояту қажеттілігі студенттерді ақылды және қызықты болуға шабыттандырады тото екі мың төрт,3bc4cdf35b3885996a37bed9dda9cd228f4a66f5d828ecf3138d45a5cd6ac36d
xlsr-sls-model-v4-final-reconciliation-v1,61319e016e6e2c644330d18a03f1687db39de8b7e24bedb0329a1a5fd279cf35,google_fleurs_kk_v1:8642831348595196875,kk:154:a5f574a1c313f34f1248a3a41d4879e61c5dd542c4f5d1c8ddef47118a161e9a,kk,bonafide,google_fleurs_kk_v1:prompt:1022,a5f574a1c313f34f1248a3a41d4879e61c5dd542c4f5d1c8ddef47118a161e9a,/home/ruslan/KazDeepScan/data/processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/kk_source/a7/a7b75201e6b6b94aa1fe73cc4938357b16f9eb0737aedbd0cff6f982dc5a2435.wav,72e166a9a172c09f512399d7d2d6551a4f49e0ef5e8609293fc02e92bbbfe251,чеймберс құдайды «жердің миллиондаған мекендеушілерінің кеңінен тараған өлімі жойылуы және террорлауы үшін» сотқа берді,,
xlsr-sls-model-v4-final-reconciliation-v1,61319e016e6e2c644330d18a03f1687db39de8b7e24bedb0329a1a5fd279cf35,issai_kazakhtts2_male2_tacotron2_pwg_v4_final_salvage:8d217344b2d1b30e9ad5,kk:154:a5f574a1c313f34f1248a3a41d4879e61c5dd542c4f5d1c8ddef47118a161e9a,kk,spoof,google_fleurs_kk_v1:prompt:1022,a5f574a1c313f34f1248a3a41d4879e61c5dd542c4f5d1c8ddef47118a161e9a,/home/ruslan/KazDeepScan/data/processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/kk_spoof/43/43db47cf9a1debdc8bd1fb6dc6465c57f197e8584319215a865755d58b1f42b9.wav,a853a90cedf41a1a0b1f637c4e3a9437ec9f28199c6355826e0a3ac5231e0664,чеймберс құдайды «жердің миллиондаған мекендеушілерінің кеңінен тараған өлімі жойылуы және террорлауы үшін» сотқа берді,чеймберс құдайды жердің миллиондаған мекендеушілерінің кеңінен тараған өлімі жойылуы және террорлауы үшін сотқа берді,c967a04f11bb607e93af4a20452e0ac37a808c261965396a04b07f359c9ec5b8
xlsr-sls-model-v4-final-reconciliation-v1,61319e016e6e2c644330d18a03f1687db39de8b7e24bedb0329a1a5fd279cf35,google_fleurs_kk_v1:5579036348319691671,kk:093:3b1abc1585d5c54d8e3467f9a94f09a14bbca76231a365ae320492e408cf2b98,kk,bonafide,google_fleurs_kk_v1:prompt:1023,3b1abc1585d5c54d8e3467f9a94f09a14bbca76231a365ae320492e408cf2b98,/home/ruslan/KazDeepScan/data/processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/kk_source/7b/7b1f91392a9f530c966ab946bd64beda2ad950a8f75a79ef5dae00abbae77f08.wav,e9fe3fe26bcc020f859490be246c5dd6d60fc31dc58fa0f76e1ad3f81ae5517f,зиянкестер тамақты бүлдіруі ашуландыруы немесе ең жаман жағдайда аллергиялық реакцияларды тудыруы у таратуы немесе жұқпалы ауруларды таратуы мүмкін,,
xlsr-sls-model-v4-final-reconciliation-v1,61319e016e6e2c644330d18a03f1687db39de8b7e24bedb0329a1a5fd279cf35,issai_kazakhtts2_male2_tacotron2_pwg_v4_final_salvage:d104f9958dcfc3207302,kk:093:3b1abc1585d5c54d8e3467f9a94f09a14bbca76231a365ae320492e408cf2b98,kk,spoof,google_fleurs_kk_v1:prompt:1023,3b1abc1585d5c54d8e3467f9a94f09a14bbca76231a365ae320492e408cf2b98,/home/ruslan/KazDeepScan/data/processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/kk_spoof/39/3930a9b9f10f5ad142625e7c6a4759944bd25fc1064d4ba848f233109e03d0c6.wav,3a6e0a799c0b6f68dd9d06f380c74765f751d88a6e35678e478e871aeaf14599,зиянкестер тамақты бүлдіруі ашуландыруы немесе ең жаман жағдайда аллергиялық реакцияларды тудыруы у таратуы немесе жұқпалы ауруларды таратуы мүмкін,зиянкестер тамақты бүлдіруі ашуландыруы немесе ең жаман жағдайда аллергиялық реакцияларды тудыруы у таратуы немесе жұқпалы ауруларды таратуы мүмкін,3b1abc1585d5c54d8e3467f9a94f09a14bbca76231a365ae320492e408cf2b98
xlsr-sls-model-v4-final-reconciliation-v1,61319e016e6e2c644330d18a03f1687db39de8b7e24bedb0329a1a5fd279cf35,google_fleurs_kk_v1:15414619789671032262,kk:371:ca82f2faa3736be9695d495ac502136c89aecbd0d4b72f7c3d3978c0b1b14770,kk,bonafide,google_fleurs_kk_v1:prompt:1027,ca82f2faa3736be9695d495ac502136c89aecbd0d4b72f7c3d3978c0b1b14770,/home/ruslan/KazDeepScan/data/processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/kk_source/37/37fcd32b10455b9adf01faeb676ceb3c596168e04f2dcca9d0d06c33106a4617.wav,90aa95b9b3eb22a7f60563bbe2d7ed54ff61db97032b0cd55485866e0e66a1c1,бала асыраушы отбасы бұрын асырап алынған үйде жетіспеген барлық қажеттіліктерді қамтамасыз етуі тиіс,,
xlsr-sls-model-v4-final-reconciliation-v1,61319e016e6e2c644330d18a03f1687db39de8b7e24bedb0329a1a5fd279cf35,issai_kazakhtts2_male2_tacotron2_pwg_v4_final_salvage:78267238443b5f09d480,kk:371:ca82f2faa3736be9695d495ac502136c89aecbd0d4b72f7c3d3978c0b1b14770,kk,spoof,google_fleurs_kk_v1:prompt:1027,ca82f2faa3736be9695d495ac502136c89aecbd0d4b72f7c3d3978c0b1b14770,/home/ruslan/KazDeepScan/data/processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/kk_spoof/ee/ee9b9d3bc0f910b4bd5a6e874f83e39a37606aed5013145df77fefde5ae440cf.wav,fc63a9e4a75a8eb4628313a2fdd2fc630291b530d929d04574159dd5d70a064b,бала асыраушы отбасы бұрын асырап алынған үйде жетіспеген барлық қажеттіліктерді қамтамасыз етуі тиіс,бала асыраушы отбасы бұрын асырап алынған үйде жетіспеген барлық қажеттіліктерді қамтамасыз етуі тиіс,ca82f2faa3736be9695d495ac502136c89aecbd0d4b72f7c3d3978c0b1b14770
xlsr-sls-model-v4-final-reconciliation-v1,61319e016e6e2c644330d18a03f1687db39de8b7e24bedb0329a1a5fd279cf35,google_fleurs_kk_v1:2514841010742434857,kk:157:7e6016ebe507134a0fe0f4e1bda42103736fd1975eb94aeda6bd062b20a29698,kk,bonafide,google_fleurs_kk_v1:prompt:1028,7e6016ebe507134a0fe0f4e1bda42103736fd1975eb94aeda6bd062b20a29698,/home/ruslan/KazDeepScan/data/processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/kk_source/b0/b0f6ffb22d2be33a955ee83d4313525d869622dbf8fbc0bdb2e0f1ab7194bc8f.wav,f000d337d7b67e070333945f7bf20bf4e1275466528dbfc2cf528313eb90eabb,аймақтағы 9400-ге жуық үйде су жоқ екені және 100-ге жуық адам электр қуатынсыз қалғаны хабарланды,,
xlsr-sls-model-v4-final-reconciliation-v1,61319e016e6e2c644330d18a03f1687db39de8b7e24bedb0329a1a5fd279cf35,issai_kazakhtts2_male2_tacotron2_pwg_v4_final_salvage:f8b4d3cda0092f5c73f7,kk:157:7e6016ebe507134a0fe0f4e1bda42103736fd1975eb94aeda6bd062b20a29698,kk,spoof,google_fleurs_kk_v1:prompt:1028,7e6016ebe507134a0fe0f4e1bda42103736fd1975eb94aeda6bd062b20a29698,/home/ruslan/KazDeepScan/data/processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/kk_spoof/9b/9b1dca0d307bdf96f8385ff7cea4c1c6290f5b9a6e5c6f0dec160005f90ce24d.wav,85b4e47300a29fa8cf39498c716120347fa2af942f5fb6aedc9d3dc37ba7044d,аймақтағы 9400-ге жуық үйде су жоқ екені және 100-ге жуық адам электр қуатынсыз қалғаны хабарланды,аймақтағы тоғыз мың төрт жүзге жуық үйде су жоқ екені және жүзге жуық адам электр қуатынсыз қалғаны хабарланды,a64fb01f4094f3fe378743d91727ebfd363cde43ace0c74485ff801c0c63d961
xlsr-sls-model-v4-final-reconciliation-v1,61319e016e6e2c644330d18a03f1687db39de8b7e24bedb0329a1a5fd279cf35,google_fleurs_kk_v1:2789416394983699768,kk:297:93a99a0730637579d5b46ed8d10ba3631849ab328f8b23584f2f929aaafc8ec4,kk,bonafide,google_fleurs_kk_v1:prompt:1031,93a99a0730637579d5b46ed8d10ba3631849ab328f8b23584f2f929aaafc8ec4,/home/ruslan/KazDeepScan/data/processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/kk_source/8c/8c9527421cf3e3d228ca35c8db0668b70e794dfa80266c6b4d55f8b9bb077837.wav,35b195360cb96f2bcb9a94067c733a4f3ffbb9d336acc82df2de4edeeee3b571,жапонияда бар аралдар кластеріне/тобына байланысты жапония көбінесе географиялық тұрғыдан «архипелаг» деп аталады,,
xlsr-sls-model-v4-final-reconciliation-v1,61319e016e6e2c644330d18a03f1687db39de8b7e24bedb0329a1a5fd279cf35,issai_kazakhtts2_male2_tacotron2_pwg_v4_final_salvage:471286d496844a2779a5,kk:297:93a99a0730637579d5b46ed8d10ba3631849ab328f8b23584f2f929aaafc8ec4,kk,spoof,google_fleurs_kk_v1:prompt:1031,93a99a0730637579d5b46ed8d10ba3631849ab328f8b23584f2f929aaafc8ec4,/home/ruslan/KazDeepScan/data/processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/kk_spoof/63/63e108a094477f36cc4d0e275a6d39be5f5b113eb6a6a346508dab9f09fe48d7.wav,18244e1dfafcd87d2e86add4c67c3d1d09f5bbd4b08668b0ef21aaec7478600b,жапонияда бар аралдар кластеріне/тобына байланысты жапония көбінесе географиялық тұрғыдан «архипелаг» деп аталады,жапонияда бар аралдар кластеріне тобына байланысты жапония көбінесе географиялық тұрғыдан архипелаг деп аталады,1ffa143c842dfa7741fd5a327dc082f93feb3d6596bb4ee5bc14ca714379298d
xlsr-sls-model-v4-final-reconciliation-v1,61319e016e6e2c644330d18a03f1687db39de8b7e24bedb0329a1a5fd279cf35,google_fleurs_kk_v1:10038005366449065356,kk:145:43b24633c39084d94a3f342d588b55b291157e76cfb5ed916067aa3eb2b26421,kk,bonafide,google_fleurs_kk_v1:prompt:1037,43b24633c39084d94a3f342d588b55b291157e76cfb5ed916067aa3eb2b26421,/home/ruslan/KazDeepScan/data/processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/kk_source/0a/0a43823c6b714ce6215590d6f3a6d859088b8a52c729950caba57d32bf3ff5ef.wav,d4cab400b9e93cdce8205d0dca14fc9d4107e2f10915d8c457b5d65cf8ae4dda,соңғы бюллетеньге сәйкес теңіз деңгейінің көрсеткіштері цунамидің пайда болғанын көрсетті паго мен ниуэ маңында белгілі бір цунами белсенділігі тіркелді,,
