sample_id,relative_path,sha256,split,label,language,code_switch,parent_group_id,source_name,source_license,rights_basis,speaker_pseudo_id,text_id,text_hash,duration_s,generator_family,generator_name,generator_version,voice_id,clone_consent_id,device,capture_route,original_sr,codec,augmentation_chain,augmentation_seed,created_at
common_voice_ru_v24:common_voice_ru_19057249,raw/v4/xlsr_sls_model_v4_final_recovery_materialization_v1/ru_source/clips/common_voice_ru_19057249.mp3,edfe09685d35e87fed8294a7a4849eb038da6a0ba9dd7fa59dbdd77c520590a1,test,bonafide,ru,false,common_voice_ru_v24:client:f61d92afbd37797ef5680029ec7f02c229ebc43606d30e72256b4d585e6122d13769b91b8fcfd6ad63262f7c62bbcd965db1bb31488f53aeca89080adf1df5bf,common_voice_ru_v24_v4_final_salvage,CC0-1.0,Verified partial recovery Common Voice slice; personal research only; no replacement or backfill,common_voice_ru_v24:client:f61d92afbd37797ef5680029ec7f02c229ebc43606d30e72256b4d585e6122d13769b91b8fcfd6ad63262f7c62bbcd965db1bb31488f53aeca89080adf1df5bf,5cbd497183474f66174a9f6b08dce9dde01f2d629774a2c46b57807f0b6620ca,f33e675917075623564484c2109aefae8c5469aa509079b1390823682c4cdbbe,5.501625,,,,,,unknown,crowdsourced_web_recording,48000,mp3,,,2026-08-16T01:00:00+06:00
common_voice_ru_v24:common_voice_ru_39325259,raw/v4/xlsr_sls_model_v4_final_recovery_materialization_v1/ru_source/clips/common_voice_ru_39325259.mp3,826d5f7996faaf86de1b0162b0ca58b78ba733842ecf9bf478188c9b19e6fac5,test,bonafide,ru,false,common_voice_ru_v24:client:83998f926e5782343265d69bc79b7c7e9e0d3086587720aadd09454435b99a476ccae48485d11ebe1cc310faa41d228fd757744425b6b7afe239fc7b2266d3bf,common_voice_ru_v24_v4_final_salvage,CC0-1.0,Verified partial recovery Common Voice slice; personal research only; no replacement or backfill,common_voice_ru_v24:client:83998f926e5782343265d69bc79b7c7e9e0d3086587720aadd09454435b99a476ccae48485d11ebe1cc310faa41d228fd757744425b6b7afe239fc7b2266d3bf,958fcdc44d886048b1869ed641f091e4f6d320581c0c9efae0d41c2c7ddb353e,e431b2c5c88e0b1d72786a0530c6ee0449d05992c76e8060b935e8b525def872,2.54365625,,,,,,unknown,crowdsourced_web_recording,32000,mp3,,,2026-08-16T01:00:00+06:00
common_voice_ru_v24:common_voice_ru_37512917,raw/v4/xlsr_sls_model_v4_final_recovery_materialization_v1/ru_source/clips/common_voice_ru_37512917.mp3,b2a3fff6b375e7d914901fedc58ce9126e970a54511d7b0664028cc07cd6ea3e,test,bonafide,ru,false,common_voice_ru_v24:client:382c8f4bd6aa753fb9c66fe7151d5c77bad62d228699776f94be0dedce98b4cb2f3909d393e218c79e7d827ac86f3e2664f4204c2c8317756cd155f8dfd19a4a,common_voice_ru_v24_v4_final_salvage,CC0-1.0,Verified partial recovery Common Voice slice; personal research only; no replacement or backfill,common_voice_ru_v24:client:382c8f4bd6aa753fb9c66fe7151d5c77bad62d228699776f94be0dedce98b4cb2f3909d393e218c79e7d827ac86f3e2664f4204c2c8317756cd155f8dfd19a4a,6063727dd79af389b4dcc77ae12eab3074ceb4d1b12f0de0ba510979b4cb7001,002ea0799d2c44d7795bca1e865607d0276615cb54c62342b08edb4fd76348e9,4.6155,,,,,,unknown,crowdsourced_web_recording,32000,mp3,,,2026-08-16T01:00:00+06:00
common_voice_ru_v24:common_voice_ru_30644732,raw/v4/xlsr_sls_model_v4_final_recovery_materialization_v1/ru_source/clips/common_voice_ru_30644732.mp3,864209a73731cc632801e586b69bba1de4841a69ed3a246987a62d5cc163706a,test,bonafide,ru,false,common_voice_ru_v24:client:06f756dbbdc3a121d9127628f62c1c9133aac199258d87e3bf4c2ea6fafe01a47da5a0fa92d7f5d8e45ae5f89bf198c22a0384dbbefe27befc2b6d67a206b72f,common_voice_ru_v24_v4_final_salvage,CC0-1.0,Verified partial recovery Common Voice slice; personal research only; no replacement or backfill,common_voice_ru_v24:client:06f756dbbdc3a121d9127628f62c1c9133aac199258d87e3bf4c2ea6fafe01a47da5a0fa92d7f5d8e45ae5f89bf198c22a0384dbbefe27befc2b6d67a206b72f,168a33f82a1c7e8fc686c072f4ca9862856ae566c7ff32d32b5418ded5806a48,e33b3a271fc485932c9fe7b21d1db05fcfa05e977b1c2585b2f8261b5234ab74,3.2835,,,,,,unknown,crowdsourced_web_recording,32000,mp3,,,2026-08-16T01:00:00+06:00
common_voice_ru_v24:common_voice_ru_19483323,raw/v4/xlsr_sls_model_v4_final_recovery_materialization_v1/ru_source/clips/common_voice_ru_19483323.mp3,7481fecf45ad55115a6887712636610e6c88163a10b7d6fe9c60bf314f254ced,test,bonafide,ru,false,common_voice_ru_v24:client:863cee212e46d23430b91b08dfde0d1acc3b8b96824a7c2a71935ca195027e11141e616540cda5a6ccdee348ff1ca7fd5daeba10420a8449abfe031ef839fd5e,common_voice_ru_v24_v4_final_salvage,CC0-1.0,Verified partial recovery Common Voice slice; personal research only; no replacement or backfill,common_voice_ru_v24:client:863cee212e46d23430b91b08dfde0d1acc3b8b96824a7c2a71935ca195027e11141e616540cda5a6ccdee348ff1ca7fd5daeba10420a8449abfe031ef839fd5e,4f6a48a53d5e1af32c466b8ad454979dd3ef92eaa1ef697bf26326e19f1c5143,b5986a376aa9075db06c71c56fa5692932de64969a2d7cd6211856dba6962847,5.08175,,,,,,unknown,crowdsourced_web_recording,48000,mp3,,,2026-08-16T01:00:00+06:00
common_voice_ru_v24:common_voice_ru_27301850,raw/v4/xlsr_sls_model_v4_final_recovery_materialization_v1/ru_source/clips/common_voice_ru_27301850.mp3,51ef38d9ccfee924f0114881eafc3af28cd05fd8ce01b94007661eace040208f,test,bonafide,ru,false,common_voice_ru_v24:client:9a8311bbfef2174b8264b8c93f1745840eb8078e6a36fb8f0a96af3dee014788990eea52c35931226ea72d51a8588c5ba01b44670ed6817e11fc010c1695d74e,common_voice_ru_v24_v4_final_salvage,CC0-1.0,Verified partial recovery Common Voice slice; personal research only; no replacement or backfill,common_voice_ru_v24:client:9a8311bbfef2174b8264b8c93f1745840eb8078e6a36fb8f0a96af3dee014788990eea52c35931226ea72d51a8588c5ba01b44670ed6817e11fc010c1695d74e,b9cfc9f56fc02271951f196111f7c8aff4eaf82cd8ea09d4cfb09e5f9bc252c6,924d3585aa578035a9ef2edfff9a0b31140950e4f8b50a2d699ff7fdc71d06e7,9.4035,,,,,,unknown,crowdsourced_web_recording,32000,mp3,,,2026-08-16T01:00:00+06:00
common_voice_ru_v24:common_voice_ru_27788661,raw/v4/xlsr_sls_model_v4_final_recovery_materialization_v1/ru_source/clips/common_voice_ru_27788661.mp3,a8fc3d08d83a30ca283ebb498cebd7b3d79e1f40414f00b2e380e5cdf6363057,test,bonafide,ru,false,common_voice_ru_v24:client:1984bdbb803ec4f644f4794e389f8a6d9ccc8aee6c8c3960ed2e7891d07f91a1fb8243a65e591e96018e24e25506f455ca5850a0496214cf691d6b755b5b808b,common_voice_ru_v24_v4_final_salvage,CC0-1.0,Verified partial recovery Common Voice slice; personal research only; no replacement or backfill,common_voice_ru_v24:client:1984bdbb803ec4f644f4794e389f8a6d9ccc8aee6c8c3960ed2e7891d07f91a1fb8243a65e591e96018e24e25506f455ca5850a0496214cf691d6b755b5b808b,87be7a2406919e5cedda77f32a25d797fb0c1e035072e67c66fa95d6228b9e05,2b1ac2405bdcf1781ec9d3300657887b74d1ffba637753bdb050addb1f2d0147,6.4155,,,,,,unknown,crowdsourced_web_recording,32000,mp3,,,2026-08-16T01:00:00+06:00
common_voice_ru_v24:common_voice_ru_25437816,raw/v4/xlsr_sls_model_v4_final_recovery_materialization_v1/ru_source/clips/common_voice_ru_25437816.mp3,1fbfd1952fc6b91c0dd42ec24e3fa37099bea503d540fc1aa91ac092c300e123,test,bonafide,ru,false,common_voice_ru_v24:client:a84e97cefe5944d5568ad4ae80b1ffdef8a6dcb855e806b3a078d134a528a16529754a89f425c451a46afa803adef170fcdf75c7fddb6f7939e3b80a23d60ab5,common_voice_ru_v24_v4_final_salvage,CC0-1.0,Verified partial recovery Common Voice slice; personal research only; no replacement or backfill,common_voice_ru_v24:client:a84e97cefe5944d5568ad4ae80b1ffdef8a6dcb855e806b3a078d134a528a16529754a89f425c451a46afa803adef170fcdf75c7fddb6f7939e3b80a23d60ab5,413fe07102a904f13967b86e317fab8313ca386d3d978912b717734df154e65e,f21ac791c88cd2c40e2f870aa0d082483d8a056dbb88637d375578ccaed0feb4,2.5275,,,,,,unknown,crowdsourced_web_recording,32000,mp3,,,2026-08-16T01:00:00+06:00
common_voice_ru_v24:common_voice_ru_24552623,raw/v4/xlsr_sls_model_v4_final_recovery_materialization_v1/ru_source/clips/common_voice_ru_24552623.mp3,a30f9f65e3fe742f10ae5c3b593213d847ce10605eb6f49b0dbef94e424fc297,test,bonafide,ru,false,common_voice_ru_v24:client:ecc00bedd2a81597ec06ac6f0cd718f788653dcf02ee65f2179ed74299befdb40970cebe18927ddb5f22372e42574aa0810d13a36ca1bf37959157e14f87b9ba,common_voice_ru_v24_v4_final_salvage,CC0-1.0,Verified partial recovery Common Voice slice; personal research only; no replacement or backfill,common_voice_ru_v24:client:ecc00bedd2a81597ec06ac6f0cd718f788653dcf02ee65f2179ed74299befdb40970cebe18927ddb5f22372e42574aa0810d13a36ca1bf37959157e14f87b9ba,f512ef1a6b6f6fbc885d6925ed2a36c69528994c4680d31d751487ca5c48ab08,510922e5113273f2aa8052fbf6c6eba7b7298310bf15f937f42028a063c3d74a,10.0875,,,,,,unknown,crowdsourced_web_recording,32000,mp3,,,2026-08-16T01:00:00+06:00
common_voice_ru_v24:common_voice_ru_25288760,raw/v4/xlsr_sls_model_v4_final_recovery_materialization_v1/ru_source/clips/common_voice_ru_25288760.mp3,87e89429f947b64b53c3327e03e9593703bca6f50dabca6190d2f4b27a72ca4e,test,bonafide,ru,false,common_voice_ru_v24:client:64478eb4878ffd2e07fee80b628fabf8c5651076407cefd025cb900ad4a1a2279a90fc0f66f5049830d80f456c2724ca1a1be919e21109af28794497749c9ef3,common_voice_ru_v24_v4_final_salvage,CC0-1.0,Verified partial recovery Common Voice slice; personal research only; no replacement or backfill,common_voice_ru_v24:client:64478eb4878ffd2e07fee80b628fabf8c5651076407cefd025cb900ad4a1a2279a90fc0f66f5049830d80f456c2724ca1a1be919e21109af28794497749c9ef3,1f87874e9400e4a92aee134f55d122a8c0726bb493ba73b2c0f3393738484f01,a76638c1e33be58a7d530ffdd73598bbe97c7dee1402e04457aa789474f93d31,3.0675,,,,,,unknown,crowdsourced_web_recording,32000,mp3,,,2026-08-16T01:00:00+06:00
common_voice_ru_v24:common_voice_ru_31498465,raw/v4/xlsr_sls_model_v4_final_recovery_materialization_v1/ru_source/clips/common_voice_ru_31498465.mp3,333d0e8b67345fed180f2094d351766aab5d500381a50a0f0f0c9acf44f0592b,test,bonafide,ru,false,common_voice_ru_v24:client:93daabc59a29a30fc921460b83c6fb31f62f4cbb08c3b5209cb4b794a502f042edfb9be4e7a9414371a10207936aa04afffc6a3cc3e4f85068ad919e69aca61c,common_voice_ru_v24_v4_final_salvage,CC0-1.0,Verified partial recovery Common Voice slice; personal research only; no replacement or backfill,common_voice_ru_v24:client:93daabc59a29a30fc921460b83c6fb31f62f4cbb08c3b5209cb4b794a502f042edfb9be4e7a9414371a10207936aa04afffc6a3cc3e4f85068ad919e69aca61c,a5133b3540bf7a44109eed9a49e2cce73dcef2f29439dee83f42ea1888af081c,e6f94669fe23635053070aceca58eadfb7aab0af8d3ad21671586e9a83a6218b,4.0395,,,,,,unknown,crowdsourced_web_recording,32000,mp3,,,2026-08-16T01:00:00+06:00
